Orthogroup	MHP_154B_proteins	MHP_232_proteins
OG0000051	WP_404923985.1	WP_011206324.1
OG0000052	WP_404924060.1	WP_011205854.1
OG0000053	WP_404924618.1	WP_011205946.1
OG0000054	WP_404923973.1	WP_011206291.1
OG0000055	WP_146379455.1	WP_011205867.1
OG0000056	WP_404924050.1	WP_011206513.1
OG0000057	WP_404924596.1	WP_232039550.1
OG0000058	WP_404923930.1	WP_011205927.1
OG0000058	WP_404923929.1	WP_011206355.1
OG0000061	WP_020835703.1	WP_011206139.1
OG0000062	WP_160588098.1	WP_011206522.1
OG0000063	WP_404924054.1	WP_011206521.1
OG0000064	WP_011290440.1	WP_011206518.1
OG0000065	WP_225972975.1	WP_011206245.1
OG0000066	WP_011205965.1	WP_011205965.1
OG0000067	WP_404924615.1	WP_011206124.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_011206373.1	WP_011206373.1
OG0000070	WP_011206292.1	WP_011206292.1
OG0000071	WP_160585219.1	WP_011206460.1
OG0000072	WP_404924031.1	WP_044284808.1
OG0000073	WP_404912207.1	WP_011206093.1
OG0000074	WP_404924091.1	WP_011206057.1
OG0000075	WP_014579568.1	WP_011205908.1
OG0000076	WP_160607908.1	WP_044284772.1
OG0000077	WP_404924080.1	WP_011206132.1
OG0000079	WP_404923976.1	WP_011206305.1
OG0000080	WP_404923980.1	WP_011206314.1
OG0000081	WP_404924076.1	WP_044284770.1
OG0000083	WP_014579823.1	WP_011206216.1
OG0000084	WP_011284142.1	WP_011206222.1
OG0000085	WP_011206223.1	WP_011206223.1
OG0000086	WP_404924571.1	WP_011206225.1
OG0000087	WP_404912425.1	WP_011206228.1
OG0000088	WP_020835733.1	WP_011206229.1
OG0000089	WP_011290212.1	WP_011206231.1
OG0000090	WP_404924059.1	WP_011205853.1
OG0000091	WP_020835487.1	WP_011205850.1
OG0000092	WP_011205847.1	WP_011205847.1
OG0000093	WP_011205846.1	WP_011205846.1
OG0000094	WP_014579519.1	WP_044284766.1
OG0000095	WP_044272251.1	WP_011205840.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_404924056.1	WP_011206525.1
OG0000098	WP_160588100.1	WP_011206523.1
OG0000099	WP_404924605.1	WP_011206514.1
OG0000100	WP_404924049.1	WP_011206511.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_020835678.1	WP_011206162.1
OG0000103	WP_011290214.1	WP_011206238.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_146379630.1	WP_011206242.1
OG0000106	WP_404923951.1	WP_044284796.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_192894278.1	WP_011206247.1
OG0000109	WP_220200503.1	WP_044284797.1
OG0000110	WP_020835772.1	WP_011206275.1
OG0000111	WP_020835771.1	WP_044284798.1
OG0000112	WP_404923963.1	WP_232039539.1
OG0000113	WP_160585296.1	WP_011206268.1
OG0000114	WP_404923958.1	WP_011206266.1
OG0000115	WP_011284183.1	WP_011206264.1
OG0000116	WP_011290103.1	WP_011205976.1
OG0000117	WP_044272388.1	WP_044284776.1
OG0000118	WP_404924127.1	WP_044284775.1
OG0000119	WP_160585678.1	WP_011205967.1
OG0000120	WP_011284027.1	WP_011205964.1
OG0000121	WP_146379557.1	WP_011205959.1
OG0000122	WP_020835643.1	WP_011205958.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_404924132.1	WP_011205953.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_160606641.1	WP_011205950.1
OG0000127	WP_160590282.1	WP_011205948.1
OG0000128	WP_146379564.1	WP_011205945.1
OG0000129	WP_014579732.1	WP_011205944.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_160585099.1	WP_044284819.1
OG0000132	WP_011205939.1	WP_011205939.1
OG0000133	WP_014579589.1	WP_011206123.1
OG0000134	WP_225973012.1	WP_011206122.1
OG0000135	WP_160585148.1	WP_011206120.1
OG0000136	WP_179695961.1	WP_011206119.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_404924103.1	WP_011206106.1
OG0000139	WP_011206102.1	WP_011206102.1
OG0000140	WP_160584795.1	WP_011206101.1
OG0000141	WP_011284290.1	WP_044284804.1
OG0000142	WP_011284289.1	WP_011206395.1
OG0000143	WP_135619026.1	WP_011206391.1
OG0000144	WP_404924007.1	WP_011206389.1
OG0000145	WP_225972996.1	WP_173670097.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_135619012.1	WP_011206381.1
OG0000149	WP_011290331.1	WP_011206379.1
OG0000150	WP_135619006.1	WP_011206376.1
OG0000151	WP_404923997.1	WP_011206349.1
OG0000152	WP_404924594.1	WP_011206348.1
OG0000153	WP_011206347.1	WP_011206347.1
OG0000154	WP_011290318.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_011206337.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_020835818.1	WP_011206334.1
OG0000158	WP_404911941.1	WP_011206332.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_179221158.1	WP_044284799.1
OG0000161	WP_146379654.1	WP_011206287.1
OG0000162	WP_167871270.1	WP_081430781.1
OG0000163	WP_044272529.1	WP_011206284.1
OG0000164	WP_146379571.1	WP_011206143.1
OG0000165	WP_020835712.1	WP_011206200.1
OG0000166	WP_404924182.1	WP_011206204.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_135618848.1	WP_044284793.1
OG0000169	WP_179221201.1	WP_002557698.1
OG0000170	WP_020835862.1	WP_011206420.1
OG0000171	WP_011206422.1	WP_011206422.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011290368.1	WP_011206425.1
OG0000174	WP_160600929.1	WP_011206426.1
OG0000175	WP_160585645.1	WP_011206429.1
OG0000176	WP_404924025.1	WP_011206439.1
OG0000177	WP_160585273.1	WP_011206440.1
OG0000178	WP_044272620.1	WP_011206441.1
OG0000179	WP_014579979.1	WP_011206444.1
OG0000180	WP_011206445.1	WP_011206445.1
OG0000181	WP_020835888.1	WP_020835888.1
OG0000182	WP_011206453.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160585238.1	WP_011206468.1
OG0000185	WP_404924034.1	WP_011206465.1
OG0000186	WP_020835656.1	WP_011205937.1
OG0000187	WP_011284055.1	WP_011205934.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_404923954.1	WP_011206257.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_146379633.1	WP_011206251.1
OG0000192	WP_011205992.1	WP_011205992.1
OG0000193	WP_094521610.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_011206096.1
OG0000195	WP_094521583.1	WP_011206095.1
OG0000196	WP_179695841.1	WP_011206091.1
OG0000197	WP_041361572.1	WP_011206090.1
OG0000198	WP_011283930.1	WP_011206087.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_404924099.1	WP_011206084.1
OG0000201	WP_011283934.1	WP_044284824.1
OG0000202	WP_011290039.1	WP_011206073.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_011206071.1
OG0000205	WP_160606691.1	WP_011206070.1
OG0000206	WP_011290044.1	WP_011206066.1
OG0000207	WP_094521594.1	WP_011206063.1
OG0000208	WP_135618591.1	WP_011206062.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_011206052.1
OG0000211	WP_011290054.1	WP_011206050.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_020835589.1	WP_011206046.1
OG0000216	WP_160585193.1	WP_011206045.1
OG0000217	WP_404924088.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011206042.1
OG0000219	WP_020835591.1	WP_011206041.1
OG0000220	WP_020835592.1	WP_011206040.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_011206037.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_011206033.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011206031.1
OG0000228	WP_404924087.1	WP_011206030.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_014579605.1	WP_011206027.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011206018.1
OG0000234	WP_404924109.1	WP_044284822.1
OG0000235	WP_404924111.1	WP_011206009.1
OG0000236	WP_404924112.1	WP_011206008.1
OG0000237	WP_404924113.1	WP_011206007.1
OG0000238	WP_011206006.1	WP_011206006.1
OG0000239	WP_404924009.1	WP_011206399.1
OG0000240	WP_020835851.1	WP_011206400.1
OG0000241	WP_044284696.1	WP_011206402.1
OG0000242	WP_020835854.1	WP_011206403.1
OG0000243	WP_160608089.1	WP_011206404.1
OG0000244	WP_041361690.1	WP_011206406.1
OG0000245	WP_404924010.1	WP_011206408.1
OG0000246	WP_050195463.1	WP_232039502.1
OG0000247	WP_146379457.1	WP_011205869.1
OG0000248	WP_404924202.1	WP_011205871.1
OG0000249	WP_404924064.1	WP_011205872.1
OG0000250	WP_404924066.1	WP_011205875.1
OG0000251	WP_318023737.1	WP_011205881.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_404924069.1	WP_011205884.1
OG0000254	WP_404924070.1	WP_011205886.1
OG0000255	WP_014579550.1	WP_011205888.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011205894.1
OG0000258	WP_011289974.1	WP_011283871.1
OG0000259	WP_146379775.1	WP_232039509.1
OG0000260	WP_011289982.1	WP_011205903.1
OG0000261	WP_404924075.1	WP_011205905.1
OG0000262	WP_041361531.1	WP_011205909.1
OG0000263	WP_160606511.1	WP_011205912.1
OG0000264	WP_011283887.1	WP_011205916.1
OG0000265	WP_404924077.1	WP_044284579.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_044284773.1	WP_044284773.1
OG0000268	WP_404924078.1	WP_011206137.1
OG0000269	WP_011206134.1	WP_011206134.1
OG0000270	WP_404924047.1	WP_011206505.1
OG0000271	WP_404924046.1	WP_011206504.1
OG0000272	WP_404912074.1	WP_011206503.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_404924044.1	WP_044284809.1
OG0000275	WP_228366117.1	WP_238374142.1
OG0000276	WP_160600741.1	WP_011206496.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_011290418.1	WP_011206491.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_011290416.1	WP_014580012.1
OG0000282	WP_404924041.1	WP_011206486.1
OG0000283	WP_044272663.1	WP_011206485.1
OG0000284	WP_011206484.1	WP_011206484.1
OG0000285	WP_404924039.1	WP_011206483.1
OG0000286	WP_404923971.1	WP_011206282.1
OG0000287	WP_146379659.1	WP_011206297.1
OG0000288	WP_348571747.1	WP_011206299.1
OG0000289	WP_404923975.1	WP_011206300.1
OG0000290	WP_404923983.1	WP_011206322.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160585667.1	WP_011206319.1
OG0000293	WP_020835805.1	WP_011206318.1
OG0000294	WP_404923981.1	WP_011206316.1
OG0000295	WP_404924637.1	WP_011206315.1
OG0000296	WP_044272552.1	WP_011206307.1
OG0000297	WP_160608046.1	WP_011206306.1
OG0000298	WP_135618474.1	WP_011205874.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_011205924.1
OG0000302	WP_011205925.1	WP_011205925.1
OG0000303	WP_011206118.1	WP_011206118.1
OG0000304	WP_220190741.1	WP_011283978.1
OG0000305	WP_404924005.1	WP_011206386.1
OG0000306	WP_404924000.1	WP_011206354.1
OG0000307	WP_020835826.1	WP_011206346.1
OG0000308	WP_404924591.1	WP_011206326.1
OG0000309	WP_404923979.1	WP_011206313.1
OG0000310	WP_011206298.1	WP_011206298.1
OG0000311	WP_160606809.1	WP_011206293.1
OG0000312	WP_041361671.1	WP_011206290.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_020835716.1	WP_011206203.1
OG0000315	WP_011290197.1	WP_011206209.1
OG0000316	WP_404911774.1	WP_011206211.1
OG0000317	WP_146379589.1	WP_011206230.1
OG0000318	WP_404924185.1	WP_011206212.1
OG0000319	WP_044272490.1	WP_011206241.1
OG0000320	WP_404923961.1	WP_011206270.1
OG0000321	WP_404924126.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_011205960.1
OG0000323	WP_404924138.1	WP_011205940.1
OG0000324	WP_094521693.1	WP_011206250.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_404924617.1	WP_011206077.1
OG0000327	WP_404924095.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_011206060.1
OG0000329	WP_011206056.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_041361688.1	WP_011206405.1
OG0000332	WP_011290372.1	WP_011206431.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_011206452.1
OG0000335	WP_404924029.1	WP_011206454.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011284387.1	WP_011206520.1
OG0000338	WP_014580051.1	WP_014580051.1
OG0000339	WP_404923957.1	WP_011206265.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_011206255.1
OG0000342	WP_011290029.1	WP_044284780.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160606838.1	WP_011206115.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_041361706.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_014579636.1	WP_232039585.1
OG0000349	WP_404924045.1	WP_011206501.1
OG0000350	WP_160608078.1	WP_044284839.1
OG0000351	WP_404924614.1	WP_011206131.1
OG0000352	WP_404924181.1	WP_011206199.1
OG0000353	WP_404924130.1	WP_044284774.1
OG0000354	WP_404924102.1	WP_232039591.1
OG0000355	WP_404924179.1	WP_011206194.1
OG0000356	WP_404924184.1	WP_232039529.1
OG0000357	WP_404924600.1	WP_228366113.1
OG0000358	WP_404924019.1	WP_011206428.1
OG0000359	WP_404924097.1	WP_044284823.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_011205900.1
OG0000362	WP_404924587.1	WP_011206302.1
OG0000363	WP_233417364.1	WP_318023859.1
OG0000364	WP_404924178.1	WP_011206191.1
OG0000365	WP_404924188.1	WP_011206219.1
OG0000366	WP_011206224.1	WP_011206224.1
OG0000367	WP_404924572.1	WP_044284794.1
OG0000368	WP_011289935.1	WP_011205851.1
OG0000369	WP_011205844.1	WP_011205844.1
OG0000370	WP_044272260.1	WP_011205843.1
OG0000371	WP_044272256.1	WP_011205842.1
OG0000372	WP_160584860.1	WP_011205841.1
OG0000373	WP_404924057.1	WP_011206526.1
OG0000374	WP_404924055.1	WP_011206524.1
OG0000375	WP_011284163.1	WP_011206240.1
OG0000376	WP_404923964.1	WP_011206273.1
OG0000377	WP_404923962.1	WP_011206271.1
OG0000378	WP_020835632.1	WP_011205977.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_404924131.1	WP_011205957.1
OG0000381	WP_404924134.1	WP_011205949.1
OG0000382	WP_404924137.1	WP_011205943.1
OG0000383	WP_014579735.1	WP_011205941.1
OG0000384	WP_041361727.1	WP_044284784.1
OG0000385	WP_044272311.1	WP_011206125.1
OG0000386	WP_011206121.1	WP_011206121.1
OG0000387	WP_404924084.1	WP_011206117.1
OG0000388	WP_179221014.1	WP_011206116.1
OG0000389	WP_011290013.1	WP_011206107.1
OG0000390	WP_011290340.1	WP_011206390.1
OG0000391	WP_020835843.1	WP_011206388.1
OG0000392	WP_404924004.1	WP_011206383.1
OG0000393	WP_404924001.1	WP_011206372.1
OG0000394	WP_011290313.1	WP_011206339.1
OG0000395	WP_404923992.1	WP_011206338.1
OG0000396	WP_020835781.1	WP_011206283.1
OG0000397	WP_011206196.1	WP_011206196.1
OG0000398	WP_404924180.1	WP_011206197.1
OG0000399	WP_404924183.1	WP_011206206.1
OG0000400	WP_243216310.1	WP_011206419.1
OG0000401	WP_404924021.1	WP_011206432.1
OG0000402	WP_020835872.1	WP_011206434.1
OG0000403	WP_404924022.1	WP_011206436.1
OG0000404	WP_160607775.1	WP_011206442.1
OG0000405	WP_404924026.1	WP_081430784.1
OG0000406	WP_404924030.1	WP_011206455.1
OG0000407	WP_011290391.1	WP_011206456.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_404924035.1	WP_011206467.1
OG0000412	WP_146379741.1	WP_011206466.1
OG0000413	WP_146379568.1	WP_011205938.1
OG0000414	WP_404924139.1	WP_011205936.1
OG0000415	WP_020835657.1	WP_011205935.1
OG0000416	WP_011284056.1	WP_011205933.1
OG0000417	WP_404924579.1	WP_011206253.1
OG0000418	WP_404924578.1	WP_232039535.1
OG0000419	WP_404924100.1	WP_011206092.1
OG0000420	WP_146379500.1	WP_011206085.1
OG0000421	WP_011290034.1	WP_011206080.1
OG0000422	WP_146379504.1	WP_011206078.1
OG0000423	WP_404924094.1	WP_011206068.1
OG0000424	WP_011290043.1	WP_011206067.1
OG0000425	WP_404924093.1	WP_011206065.1
OG0000426	WP_404924092.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_011206059.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_050195474.1	WP_011206026.1
OG0000431	WP_146379524.1	WP_011206024.1
OG0000432	WP_404924108.1	WP_011206017.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_020835607.1	WP_011206013.1
OG0000435	WP_404924110.1	WP_011206010.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_404924114.1	WP_011206003.1
OG0000438	WP_404924115.1	WP_011206002.1
OG0000439	WP_044272377.1	WP_011206001.1
OG0000440	WP_160588325.1	WP_011206401.1
OG0000441	WP_404924011.1	WP_011206409.1
OG0000442	WP_160607726.1	WP_011205868.1
OG0000443	WP_044272282.1	WP_011205877.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_011205885.1
OG0000446	WP_146379467.1	WP_011205891.1
OG0000447	WP_404924071.1	WP_011205892.1
OG0000448	WP_146379469.1	WP_011205897.1
OG0000449	WP_011289981.1	WP_011205902.1
OG0000450	WP_404924074.1	WP_011205904.1
OG0000451	WP_044272294.1	WP_011205913.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_404924079.1	WP_011206136.1
OG0000455	WP_347952324.1	WP_011206509.1
OG0000456	WP_404924042.1	WP_011206487.1
OG0000457	WP_404924604.1	WP_011206482.1
OG0000458	WP_160588321.1	WP_011206296.1
OG0000459	WP_014579890.1	WP_011206301.1
OG0000460	WP_348602552.1	WP_011206303.1
OG0000461	WP_404924197.1	WP_011206312.1
OG0000462	WP_011284228.1	WP_011206311.1
OG0000463	WP_404923977.1	WP_011206310.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_404924588.1	WP_011206308.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_404923988.1	WP_011206328.1
OG0000468	WP_160585598.1	WP_011206205.1
OG0000469	WP_404924187.1	WP_011206217.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_011206053.1
OG0000472	WP_404924036.1	WP_011206471.1
OG0000473	WP_020835917.1	WP_011206506.1
OG0000474	WP_041361711.1	WP_011206507.1
OG0000475	WP_404924048.1	WP_011206508.1
OG0000476	WP_404924140.1	WP_011205931.1
OG0000477	WP_135618962.1	WP_011206317.1
OG0000478	WP_011284367.1	WP_011206495.1
OG0000479	WP_404924190.1	WP_011205970.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_052259123.1
OG0000482	WP_404924627.1	WP_011205994.1
OG0000483	WP_347952210.1	WP_011206227.1
OG0000484	WP_135618485.1	WP_228365405.1
OG0000485	WP_020835615.1	WP_011206004.1
OG0000486	WP_160585249.1	WP_011206258.1
OG0000487	WP_404924631.1	WP_220200502.1
OG0000488	WP_020835728.1	WP_011206221.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_146379773.1	WP_011206527.1
OG0000491	WP_404924128.1	WP_011205966.1
OG0000492	WP_404924133.1	WP_011205951.1
OG0000493	WP_404924085.1	WP_011206114.1
OG0000494	WP_020835567.1	WP_052259117.1
OG0000495	WP_011290329.1	WP_011206377.1
OG0000496	WP_011206375.1	WP_011206375.1
OG0000497	WP_404924595.1	WP_011206374.1
OG0000498	WP_011290314.1	WP_011206340.1
OG0000499	WP_020835817.1	WP_011206333.1
OG0000500	WP_347952479.1	WP_011206198.1
OG0000501	WP_220190663.1	WP_011206421.1
OG0000502	WP_146379540.1	WP_011205996.1
OG0000503	WP_404924098.1	WP_011206083.1
OG0000504	WP_011283955.1	WP_011283955.1
OG0000505	WP_404924089.1	WP_011206051.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_011206043.1
OG0000508	WP_020835512.1	WP_011205890.1
OG0000509	WP_020835518.1	WP_011205896.1
OG0000510	WP_404924072.1	WP_011205898.1
OG0000511	WP_011283896.1	WP_011206135.1
OG0000512	WP_160585006.1	WP_011206304.1
OG0000513	WP_179695855.1	WP_011206492.1
OG0000514	WP_404924003.1	WP_011206382.1
OG0000515	WP_404924141.1	WP_011205928.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000519	WP_160584803.1	WP_011206079.1
OG0000520	WP_404924090.1	WP_011206055.1
OG0000521	WP_020835515.1	WP_011205893.1
OG0000522	WP_404924073.1	WP_011205899.1
OG0000524	WP_404924592.1	WP_011206327.1
OG0000525	WP_404912046.1	WP_011206472.1
OG0000526	WP_404924171.1	WP_232039525.1
OG0000527	WP_404924163.1	WP_011206174.1
OG0000528	WP_404924632.1	WP_011206215.1
OG0000529	WP_014579831.1	WP_011206243.1
OG0000532	WP_404924144.1	WP_011206148.1
OG0000533	WP_011206110.1	WP_011206110.1
OG0000534	WP_404924612.1	WP_011205917.1
OG0000536	WP_404924606.1	WP_011206515.1
OG0000537	WP_011290028.1	WP_011206089.1
OG0000539	WP_404924068.1	WP_011205882.1
OG0000540	WP_404924590.1, WP_404924589.1	WP_011206321.1
OG0000543	WP_160585706.1	WP_044284843.1
OG0000544	WP_014579703.1	WP_014579703.1
OG0000545	WP_404924169.1	WP_011206184.1
OG0000546	WP_404923998.1	WP_011206350.1
OG0000551	WP_011206407.1	WP_011206407.1
OG0000552	WP_404924024.1	WP_011206437.1
OG0000553	WP_404924593.1	WP_011206330.1
OG0000554	WP_404923965.1	WP_011206277.1
OG0000555	WP_308507032.1	WP_011206393.1
OG0000556	WP_404923924.1	WP_011206359.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_404924118.1	WP_011205989.1
OG0000559	WP_020835677.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011206182.1
OG0000561	WP_094521603.1	WP_011206015.1
OG0000562	WP_348572112.1	WP_011206183.1
OG0000563	WP_011290172.1	WP_011206180.1
OG0000564	WP_041361605.1	WP_014579710.1
OG0000565	WP_404924177.1	WP_011206190.1
OG0000566	WP_404924176.1	WP_238374145.1
OG0000567	WP_404924170.1	WP_011206185.1
OG0000568	WP_044272325.1	WP_011206097.1
OG0000569	WP_404924119.1	WP_011205988.1
OG0000570	WP_404924120.1	WP_011205987.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_404924123.1	WP_011205982.1
OG0000573	WP_020835676.1	WP_011206160.1
OG0000574	WP_011284018.1	WP_044284820.1
OG0000575	WP_011290089.1	WP_011205991.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_011206329.1
OG0000579	WP_404924167.1	WP_011206178.1
