Orthogroup	MFC_MF29_genes	MHP_MHP691_genes
OG0000293	DR095_RS00460	DR087_RS01305
OG0000294	DR095_RS00470	DR087_RS01315
OG0000295	DR095_RS00475	DR087_RS01320
OG0000296	DR095_RS00515	DR087_RS02990
OG0000297	DR095_RS00520	DR087_RS02985
OG0000298	DR095_RS00980	DR087_RS02390
OG0000299	DR095_RS00960	DR087_RS02365
OG0000300	DR095_RS00785	DR087_RS01890
OG0000301	DR095_RS00750	DR087_RS03020
OG0000302	DR095_RS00745	DR087_RS03025
OG0000303	DR095_RS00045	DR087_RS02895
OG0000304	DR095_RS00080	DR087_RS02770
OG0000305	DR095_RS00210	DR087_RS01440
OG0000306	DR095_RS00290	DR087_RS01365
OG0000307	DR095_RS00330	DR087_RS03275
OG0000308	DR095_RS00430	DR087_RS01265
OG0000309	DR095_RS00485	DR087_RS01330
OG0000310	DR095_RS00560	DR087_RS02945
OG0000311	DR095_RS00610	DR087_RS02485
OG0000312	DR095_RS00630	DR087_RS02470
OG0000313	DR095_RS02705	DR087_RS03215
OG0000314	DR095_RS02775	DR087_RS01500
OG0000315	DR095_RS02805	DR087_RS00030
OG0000316	DR095_RS02815	DR087_RS00040
OG0000317	DR095_RS02840	DR087_RS00130
OG0000318	DR095_RS04005	DR087_RS04400
OG0000319	DR095_RS01290	DR087_RS00195
OG0000320	DR095_RS01355	DR087_RS01720
OG0000321	DR095_RS01420	DR087_RS01195
OG0000322	DR095_RS01465	DR087_RS01150
OG0000323	DR095_RS02955	DR087_RS01020
OG0000324	DR095_RS02035	DR087_RS00235
OG0000325	DR095_RS02075	DR087_RS02195
OG0000326	DR095_RS02170	DR087_RS02290
OG0000327	DR095_RS02175	DR087_RS02295
OG0000328	DR095_RS02440	DR087_RS02560
OG0000329	DR095_RS02420	DR087_RS02540
OG0000330	DR095_RS02235	DR087_RS01995
OG0000331	DR095_RS01720	DR087_RS03375
OG0000332	DR095_RS01815	DR087_RS00940
OG0000333	DR095_RS01825	DR087_RS00930
OG0000334	DR095_RS01890	DR087_RS00825
OG0000335	DR095_RS03875	DR087_RS00815
OG0000336	DR095_RS03950	DR087_RS04490
OG0000337	DR095_RS01160	DR087_RS00385
OG0000338	DR095_RS01120	DR087_RS00425
OG0000339	DR095_RS01375	DR087_RS01745
OG0000340	DR095_RS01400	DR087_RS01215
OG0000341	DR095_RS02015	DR087_RS00255
OG0000342	DR095_RS02105	DR087_RS02225
OG0000343	DR095_RS01835	DR087_RS00920
OG0000344	DR095_RS00060	DR087_RS02910
OG0000345	DR095_RS02305	DR087_RS02715
OG0000346	DR095_RS03945	DR087_RS00635
OG0000347	DR095_RS01490	DR087_RS01125
OG0000348	DR095_RS03905	DR087_RS02300
OG0000349	DR095_RS02540	DR087_RS04500
OG0000350	DR095_RS00295	DR087_RS03265
OG0000351	DR095_RS00660	DR087_RS03115
OG0000352	DR095_RS02755	DR087_RS01525
OG0000353	DR095_RS01460	DR087_RS01155
OG0000354	DR095_RS00110	DR087_RS03150
OG0000355	DR095_RS03980	DR087_RS04595
OG0000356	DR095_RS03985	DR087_RS04395
OG0000357	DR095_RS03860	DR087_RS04525
OG0000358	DR095_RS01800	DR087_RS00955
OG0000359	DR095_RS03900	DR087_RS04665
OG0000360	DR095_RS00880	DR087_RS01795
OG0000361	DR095_RS00850	DR087_RS01825
OG0000362	DR095_RS00540	DR087_RS02965
OG0000363	DR095_RS01530	DR087_RS04545
OG0000365	DR095_RS04025	DR087_RS04420
OG0000366	DR095_RS02870	DR087_RS00100
OG0000367	DR095_RS02860	DR087_RS00110
OG0000368	DR095_RS01055	DR087_RS00490
OG0000369	DR095_RS03410	DR087_RS04455
OG0000371	DR095_RS01100	DR087_RS04765
OG0000372	DR095_RS01105	DR087_RS00440
OG0000373	DR095_RS01130	DR087_RS00415
OG0000374	DR095_RS01140	DR087_RS00405
OG0000375	DR095_RS01285	DR087_RS00190
OG0000376	DR095_RS01340	DR087_RS01705
OG0000377	DR095_RS01350	DR087_RS01715
OG0000378	DR095_RS01385	DR087_RS03315
OG0000379	DR095_RS01455	DR087_RS01160
OG0000380	DR095_RS01480	DR087_RS01135
OG0000381	DR095_RS01520	DR087_RS01095
OG0000382	DR095_RS02910	DR087_RS01065
OG0000383	DR095_RS02950	DR087_RS01025
OG0000384	DR095_RS00655	DR087_RS03460
OG0000385	DR095_RS00005	DR087_RS03455
OG0000386	DR095_RS00025	DR087_RS02875
OG0000387	DR095_RS00050	DR087_RS02900
OG0000388	DR095_RS03755	DR087_RS04720
OG0000389	DR095_RS00090	DR087_RS03170
OG0000390	DR095_RS00190	DR087_RS01460
OG0000391	DR095_RS00200	DR087_RS01450
OG0000392	DR095_RS00225	DR087_RS01425
OG0000393	DR095_RS00280	DR087_RS04575
OG0000394	DR095_RS00345	DR087_RS03560
OG0000395	DR095_RS00350	DR087_RS03550
OG0000396	DR095_RS02695	DR087_RS02430
OG0000397	DR095_RS02740	DR087_RS01540
OG0000398	DR095_RS02745	DR087_RS01535
OG0000399	DR095_RS02790	DR087_RS00015
OG0000400	DR095_RS01760	DR087_RS00995
OG0000401	DR095_RS01820	DR087_RS00935
OG0000402	DR095_RS01830	DR087_RS00925
OG0000403	DR095_RS01840	DR087_RS00915
OG0000404	DR095_RS03865	DR087_RS00885
OG0000405	DR095_RS01875	DR087_RS00870
OG0000406	DR095_RS01905	DR087_RS00810
OG0000407	DR095_RS03880	DR087_RS04515
OG0000408	DR095_RS01915	DR087_RS00800
OG0000409	DR095_RS01920	DR087_RS00795
OG0000410	DR095_RS02965	DR087_RS02135
OG0000411	DR095_RS02975	DR087_RS02145
OG0000412	DR095_RS02980	DR087_RS02150
OG0000413	DR095_RS01965	DR087_RS00355
OG0000414	DR095_RS01975	DR087_RS03435
OG0000415	DR095_RS01980	DR087_RS03430
OG0000416	DR095_RS01990	DR087_RS03420
OG0000417	DR095_RS02020	DR087_RS00250
OG0000418	DR095_RS02025	DR087_RS00245
OG0000419	DR095_RS02085	DR087_RS02205
OG0000420	DR095_RS02120	DR087_RS02240
OG0000421	DR095_RS02155	DR087_RS02275
OG0000422	DR095_RS02165	DR087_RS02285
OG0000423	DR095_RS02480	DR087_RS02600
OG0000424	DR095_RS02475	DR087_RS02595
OG0000425	DR095_RS02465	DR087_RS02585
OG0000426	DR095_RS03585	DR087_RS04695
OG0000427	DR095_RS03920	DR087_RS04690
OG0000428	DR095_RS02410	DR087_RS02530
OG0000429	DR095_RS02315	DR087_RS02705
OG0000430	DR095_RS02270	DR087_RS02750
OG0000431	DR095_RS02260	DR087_RS02760
OG0000432	DR095_RS02240	DR087_RS02000
OG0000433	DR095_RS02230	DR087_RS01985
OG0000434	DR095_RS02225	DR087_RS01980
OG0000435	DR095_RS02210	DR087_RS01965
OG0000436	DR095_RS01570	DR087_RS01935
OG0000437	DR095_RS01580	DR087_RS01925
OG0000438	DR095_RS03840	DR087_RS01920
OG0000439	DR095_RS01590	DR087_RS04620
OG0000440	DR095_RS03855	DR087_RS03345
OG0000441	DR095_RS01745	DR087_RS03395
OG0000442	DR095_RS01025	DR087_RS04770
OG0000443	DR095_RS00965	DR087_RS02370
OG0000444	DR095_RS00950	DR087_RS02355
OG0000445	DR095_RS00925	DR087_RS02330
OG0000446	DR095_RS00900	DR087_RS01775
OG0000447	DR095_RS00895	DR087_RS01780
OG0000448	DR095_RS00865	DR087_RS01810
OG0000449	DR095_RS00840	DR087_RS01835
OG0000450	DR095_RS00830	DR087_RS01845
OG0000451	DR095_RS00790	DR087_RS01885
OG0000452	DR095_RS00765	DR087_RS03005
OG0000453	DR095_RS00730	DR087_RS03040
OG0000455	DR095_RS03825	DR087_RS00740
OG0000456	DR095_RS02615	DR087_RS00620
OG0000457	DR095_RS02640	DR087_RS00595
OG0000458	DR095_RS00570	DR087_RS02935
OG0000459	DR095_RS00545	DR087_RS02960
OG0000460	DR095_RS00535	DR087_RS02970
OG0000461	DR095_RS00490	DR087_RS01335
OG0000462	DR095_RS00495	DR087_RS01340
OG0000463	DR095_RS00500	DR087_RS01350
OG0000464	DR095_RS00505	DR087_RS03000
OG0000465	DR095_RS00510	DR087_RS02995
OG0000466	DR095_RS00760	DR087_RS03010
OG0000467	DR095_RS03790	DR087_RS04570
OG0000468	DR095_RS02785	DR087_RS00010
OG0000469	DR095_RS03050	DR087_RS00070
OG0000470	DR095_RS02485	DR087_RS03755
OG0000471	DR095_RS02405	DR087_RS02525
OG0000472	DR095_RS02665	DR087_RS02125
OG0000473	DR095_RS02510	DR087_RS00725
OG0000474	DR095_RS02505	DR087_RS00730
OG0000475	DR095_RS02500	DR087_RS00735
OG0000476	DR095_RS01220	DR087_RS03410
OG0000477	DR095_RS00465	DR087_RS01310
OG0000478	DR095_RS02565	DR087_RS00670
OG0000479	DR095_RS01415	DR087_RS01200
OG0000480	DR095_RS03245	DR087_RS03730
OG0000481	DR095_RS02190	DR087_RS02310
OG0000482	DR095_RS02050	DR087_RS02795
OG0000483	DR095_RS02855	DR087_RS00115
OG0000484	DR095_RS03800	DR087_RS04670
OG0000485	DR095_RS01575	DR087_RS01930
OG0000486	DR095_RS02000	DR087_RS00270
OG0000487	DR095_RS04010	DR087_RS04405
OG0000488	DR095_RS02885	DR087_RS00085
OG0000489	DR095_RS01065	DR087_RS00480
OG0000490	DR095_RS01125	DR087_RS00420
OG0000491	DR095_RS01435	DR087_RS01180
OG0000492	DR095_RS01510	DR087_RS01105
OG0000493	DR095_RS00065	DR087_RS02915
OG0000494	DR095_RS00115	DR087_RS03145
OG0000495	DR095_RS00255	DR087_RS01395
OG0000496	DR095_RS00265	DR087_RS01385
OG0000497	DR095_RS00270	DR087_RS01380
OG0000498	DR095_RS00340	DR087_RS03245
OG0000499	DR095_RS00400	DR087_RS01235
OG0000500	DR095_RS02750	DR087_RS01530
OG0000501	DR095_RS01770	DR087_RS00985
OG0000502	DR095_RS02060	DR087_RS02785
OG0000503	DR095_RS02135	DR087_RS02255
OG0000504	DR095_RS02430	DR087_RS02550
OG0000505	DR095_RS02395	DR087_RS02625
OG0000506	DR095_RS02385	DR087_RS02635
OG0000507	DR095_RS02350	DR087_RS02670
OG0000508	DR095_RS00905	DR087_RS01770
OG0000509	DR095_RS00870	DR087_RS01805
OG0000510	DR095_RS00860	DR087_RS01815
OG0000511	DR095_RS00725	DR087_RS03045
OG0000512	DR095_RS00530	DR087_RS02975
OG0000513	DR095_RS02580	DR087_RS00655
OG0000514	DR095_RS00230	DR087_RS01420
OG0000516	DR095_RS03000	DR087_RS04410
OG0000517	DR095_RS01050	DR087_RS00495
OG0000518	DR095_RS01810	DR087_RS00945
OG0000519	DR095_RS02160	DR087_RS02280
OG0000520	DR095_RS02415	DR087_RS02535
OG0000521	DR095_RS00890	DR087_RS01785
OG0000522	DR095_RS00855	DR087_RS01820
OG0000523	DR095_RS02645	DR087_RS00590
OG0000524	DR095_RS00425	DR087_RS01260
OG0000525	DR095_RS04060	DR087_RS04645
OG0000528	DR095_RS03010	DR087_RS04415
OG0000529	DR095_RS01300	DR087_RS00205
OG0000530	DR095_RS01365	DR087_RS01735
OG0000531	DR095_RS01485	DR087_RS01130
OG0000533	DR095_RS02250	DR087_RS03510
OG0000534	DR095_RS00775	DR087_RS01900
OG0000535	DR095_RS01070	DR087_RS04460
OG0000537	DR095_RS02100	DR087_RS02220
OG0000538	DR095_RS02220	DR087_RS01975
OG0000539	DR095_RS00940	DR087_RS02345
OG0000541	DR095_RS00385	DR087_RS01220
OG0000542	DR095_RS00805	DR087_RS01870
OG0000547	DR095_RS00180	DR087_RS01470
OG0000548	DR095_RS02700	DR087_RS03220
OG0000549	DR095_RS02670	DR087_RS04650
OG0000550	DR095_RS02545	DR087_RS00690
OG0000551	DR095_RS01730	DR087_RS03385
OG0000555	DR095_RS03315	DR087_RS04580
OG0000556	DR095_RS03845	DR087_RS04430
OG0000584	DR095_RS01670	DR087_RS00315
OG0000585	DR095_RS03450	DR087_RS00175, DR087_RS00170
OG0000589	DR095_RS03040	DR087_RS03500
OG0000597	DR095_RS00365	DR087_RS03400
OG0000600	DR095_RS01665	DR087_RS00310
OG0000602	DR095_RS02890	DR087_RS00080
OG0000603	DR095_RS01650	DR087_RS00305
OG0000605	DR095_RS01645	DR087_RS00300
