Orthogroup	MFC_MF29_genes	MHP_UFV01_genes
OG0000171	DR095_RS01775	FEF30_RS03420
OG0000172	DR095_RS01780	FEF30_RS03425
OG0000173	DR095_RS01785	FEF30_RS03430
OG0000174	DR095_RS01790	FEF30_RS03435
OG0000175	DR095_RS01805	FEF30_RS03450
OG0000176	DR095_RS01845	FEF30_RS03495
OG0000177	DR095_RS01850	FEF30_RS03500
OG0000178	DR095_RS01855	FEF30_RS03505
OG0000179	DR095_RS01865	FEF30_RS03515
OG0000180	DR095_RS01870	FEF30_RS03520
OG0000181	DR095_RS03870	FEF30_RS04395
OG0000182	DR095_RS01895	FEF30_RS03570
OG0000183	DR095_RS01930	FEF30_RS03605
OG0000184	DR095_RS02970	FEF30_RS00025
OG0000185	DR095_RS02985	FEF30_RS00010
OG0000186	DR095_RS01970	FEF30_RS04275
OG0000187	DR095_RS01985	FEF30_RS01855
OG0000188	DR095_RS01995	FEF30_RS01865
OG0000189	DR095_RS03890	FEF30_RS04355
OG0000190	DR095_RS02010	FEF30_RS02670
OG0000191	DR095_RS02030	FEF30_RS02650
OG0000192	DR095_RS02040	FEF30_RS01530
OG0000193	DR095_RS02055	FEF30_RS01515
OG0000194	DR095_RS02065	FEF30_RS01000
OG0000195	DR095_RS02070	FEF30_RS01005
OG0000196	DR095_RS03895	FEF30_RS01025
OG0000197	DR095_RS02095	FEF30_RS01030
OG0000198	DR095_RS02110	FEF30_RS01045
OG0000199	DR095_RS02115	FEF30_RS01050
OG0000200	DR095_RS02130	FEF30_RS01065
OG0000201	DR095_RS02140	FEF30_RS01075
OG0000202	DR095_RS02195	FEF30_RS01130
OG0000203	DR095_RS02200	FEF30_RS01135
OG0000204	DR095_RS03925	FEF30_RS01140
OG0000205	DR095_RS02490	FEF30_RS01145
OG0000206	DR095_RS02470	FEF30_RS01165
OG0000207	DR095_RS02455	FEF30_RS01180
OG0000208	DR095_RS02450	FEF30_RS01185
OG0000209	DR095_RS02445	FEF30_RS01190
OG0000210	DR095_RS02400	FEF30_RS01235
OG0000211	DR095_RS02390	FEF30_RS01245
OG0000212	DR095_RS02380	FEF30_RS01255
OG0000213	DR095_RS02375	FEF30_RS01260
OG0000214	DR095_RS02370	FEF30_RS01265
OG0000215	DR095_RS02365	FEF30_RS01270
OG0000216	DR095_RS02360	FEF30_RS01275
OG0000217	DR095_RS02355	FEF30_RS01280
OG0000218	DR095_RS03910	FEF30_RS01290
OG0000219	DR095_RS02340	FEF30_RS01295
OG0000220	DR095_RS02335	FEF30_RS01300
OG0000221	DR095_RS02330	FEF30_RS01305
OG0000222	DR095_RS02325	FEF30_RS01310
OG0000223	DR095_RS02320	FEF30_RS01315
OG0000224	DR095_RS02310	FEF30_RS01325
OG0000225	DR095_RS02300	FEF30_RS01335
OG0000226	DR095_RS02295	FEF30_RS01340
OG0000227	DR095_RS02290	FEF30_RS01345
OG0000228	DR095_RS04045	FEF30_RS04410
OG0000229	DR095_RS02280	FEF30_RS01355
OG0000230	DR095_RS02275	FEF30_RS01360
OG0000231	DR095_RS02265	FEF30_RS01370
OG0000232	DR095_RS02255	FEF30_RS01380
OG0000233	DR095_RS02245	FEF30_RS01405
OG0000234	DR095_RS02215	FEF30_RS01440
OG0000235	DR095_RS02205	FEF30_RS01450
OG0000236	DR095_RS01540	FEF30_RS01455
OG0000237	DR095_RS01560	FEF30_RS01460
OG0000238	DR095_RS01565	FEF30_RS01465
OG0000239	DR095_RS01595	FEF30_RS03320
OG0000240	DR095_RS01600	FEF30_RS03325
OG0000241	DR095_RS01705	FEF30_RS03335
OG0000242	DR095_RS01710	FEF30_RS03340
OG0000243	DR095_RS01715	FEF30_RS03345
OG0000244	DR095_RS01725	FEF30_RS03355
OG0000245	DR095_RS01735	FEF30_RS03365
OG0000246	DR095_RS01030	FEF30_RS00455
OG0000247	DR095_RS01020	FEF30_RS00465
OG0000248	DR095_RS00995	FEF30_RS00475
OG0000249	DR095_RS00990	FEF30_RS03675, FEF30_RS00480
OG0000250	DR095_RS00975	FEF30_RS00495
OG0000251	DR095_RS00945	FEF30_RS00525
OG0000252	DR095_RS00935	FEF30_RS00535
OG0000253	DR095_RS00930	FEF30_RS00540
OG0000254	DR095_RS00920	FEF30_RS00550
OG0000255	DR095_RS00915	FEF30_RS00555
OG0000256	DR095_RS00910	FEF30_RS00560
OG0000257	DR095_RS00885	FEF30_RS00585
OG0000258	DR095_RS00875	FEF30_RS00595
OG0000259	DR095_RS00845	FEF30_RS00625
OG0000260	DR095_RS00835	FEF30_RS00635
OG0000261	DR095_RS03795	FEF30_RS04195
OG0000262	DR095_RS00810	FEF30_RS00660
OG0000263	DR095_RS00795	FEF30_RS00675
OG0000264	DR095_RS00780	FEF30_RS00690
OG0000265	DR095_RS00770	FEF30_RS00700
OG0000266	DR095_RS00755	FEF30_RS00715
OG0000267	DR095_RS00740	FEF30_RS00730
OG0000268	DR095_RS00735	FEF30_RS00735
OG0000269	DR095_RS00720	FEF30_RS00750
OG0000270	DR095_RS03930	FEF30_RS04155
OG0000271	DR095_RS02520	FEF30_RS00205
OG0000272	DR095_RS02525	FEF30_RS00200
OG0000273	DR095_RS02530	FEF30_RS00195
OG0000274	DR095_RS02550	FEF30_RS00175
OG0000275	DR095_RS03935	FEF30_RS04145
OG0000276	DR095_RS02560	FEF30_RS00165
OG0000277	DR095_RS03940	FEF30_RS00155
OG0000278	DR095_RS02575	FEF30_RS00150
OG0000279	DR095_RS02585	FEF30_RS00140
OG0000280	DR095_RS02590	FEF30_RS00135
OG0000281	DR095_RS02595	FEF30_RS00130
OG0000282	DR095_RS02620	FEF30_RS04135
OG0000283	DR095_RS02625	FEF30_RS00100
OG0000284	DR095_RS02630	FEF30_RS00095
OG0000285	DR095_RS03955	FEF30_RS04130
OG0000286	DR095_RS00590	FEF30_RS02795
OG0000287	DR095_RS00565	FEF30_RS02895
OG0000288	DR095_RS00555	FEF30_RS02905
OG0000289	DR095_RS00550	FEF30_RS02910
OG0000290	DR095_RS03370	FEF30_RS03020
OG0000291	DR095_RS00450	FEF30_RS03010
OG0000292	DR095_RS00455	FEF30_RS03005
OG0000293	DR095_RS00460	FEF30_RS03000
OG0000294	DR095_RS00470	FEF30_RS02990
OG0000295	DR095_RS00475	FEF30_RS02985
OG0000296	DR095_RS00515	FEF30_RS02945
OG0000297	DR095_RS00520	FEF30_RS02940
OG0000298	DR095_RS00980	FEF30_RS00490
OG0000299	DR095_RS00960	FEF30_RS00510
OG0000300	DR095_RS00785	FEF30_RS00685
OG0000301	DR095_RS00750	FEF30_RS00720
OG0000302	DR095_RS00745	FEF30_RS00725
OG0000303	DR095_RS00045	FEF30_RS00870
OG0000304	DR095_RS00080	FEF30_RS01385
OG0000305	DR095_RS00210	FEF30_RS03260
OG0000306	DR095_RS00290	FEF30_RS03185
OG0000307	DR095_RS00330	FEF30_RS03145
OG0000308	DR095_RS00430	FEF30_RS03040
OG0000309	DR095_RS00485	FEF30_RS02975
OG0000310	DR095_RS00560	FEF30_RS02900
OG0000311	DR095_RS00610	FEF30_RS02855
OG0000312	DR095_RS00630	FEF30_RS02840
OG0000313	DR095_RS02705	FEF30_RS01915
OG0000314	DR095_RS02775	FEF30_RS02335
OG0000315	DR095_RS02805	FEF30_RS02365
OG0000316	DR095_RS02815	FEF30_RS02375
OG0000317	DR095_RS02840	FEF30_RS02470
OG0000318	DR095_RS04005	FEF30_RS04320
OG0000319	DR095_RS01290	FEF30_RS02605
OG0000320	DR095_RS01355	FEF30_RS02735
OG0000321	DR095_RS01420	FEF30_RS01645
OG0000322	DR095_RS01465	FEF30_RS01695
OG0000323	DR095_RS02955	FEF30_RS01825
OG0000324	DR095_RS02035	FEF30_RS02645
OG0000325	DR095_RS02075	FEF30_RS01010
OG0000326	DR095_RS02170	FEF30_RS01105
OG0000327	DR095_RS02175	FEF30_RS01110
OG0000328	DR095_RS02440	FEF30_RS01195
OG0000329	DR095_RS02420	FEF30_RS01215
OG0000330	DR095_RS02235	FEF30_RS01415
OG0000331	DR095_RS01720	FEF30_RS03350
OG0000332	DR095_RS01815	FEF30_RS03460
OG0000333	DR095_RS01825	FEF30_RS03470
OG0000334	DR095_RS01890	FEF30_RS03565
OG0000335	DR095_RS03875	FEF30_RS03575
OG0000336	DR095_RS03950	FEF30_RS04140
OG0000337	DR095_RS01160	FEF30_RS00285
OG0000338	DR095_RS01120	FEF30_RS00325
OG0000339	DR095_RS01375	FEF30_RS02710
OG0000340	DR095_RS01400	FEF30_RS01625
OG0000341	DR095_RS02015	FEF30_RS02665
OG0000342	DR095_RS02105	FEF30_RS01040
OG0000343	DR095_RS01835	FEF30_RS03480
OG0000344	DR095_RS00060	FEF30_RS00885
OG0000345	DR095_RS02305	FEF30_RS01330
OG0000346	DR095_RS03945	FEF30_RS00125
OG0000347	DR095_RS01490	FEF30_RS01720
OG0000348	DR095_RS03905	FEF30_RS01115
OG0000349	DR095_RS02540	FEF30_RS04150
OG0000350	DR095_RS00295	FEF30_RS03135
OG0000351	DR095_RS00660	FEF30_RS00805
OG0000352	DR095_RS02755	FEF30_RS02315
OG0000353	DR095_RS01460	FEF30_RS01690
OG0000354	DR095_RS00110	FEF30_RS00950
OG0000355	DR095_RS03980	FEF30_RS04310
OG0000356	DR095_RS03985	FEF30_RS04315
OG0000357	DR095_RS03860	FEF30_RS04390
OG0000358	DR095_RS01800	FEF30_RS03445
OG0000359	DR095_RS03900	FEF30_RS04215
OG0000360	DR095_RS00880	FEF30_RS00590
OG0000361	DR095_RS00850	FEF30_RS00620
OG0000362	DR095_RS00540	FEF30_RS02920
OG0000363	DR095_RS01530	FEF30_RS01760
OG0000365	DR095_RS04025	FEF30_RS04335
OG0000366	DR095_RS02870	FEF30_RS02440
OG0000367	DR095_RS02860	FEF30_RS02450
OG0000368	DR095_RS01055	FEF30_RS00390
OG0000369	DR095_RS03410	FEF30_RS04170
OG0000370	DR095_RS01095	FEF30_RS00350
OG0000371	DR095_RS01100	FEF30_RS00345
OG0000372	DR095_RS01105	FEF30_RS00340
OG0000373	DR095_RS01130	FEF30_RS00315
OG0000374	DR095_RS01140	FEF30_RS00305
OG0000375	DR095_RS01285	FEF30_RS02600
OG0000376	DR095_RS01340	FEF30_RS02750
OG0000377	DR095_RS01350	FEF30_RS02740
OG0000378	DR095_RS01385	FEF30_RS01605
OG0000379	DR095_RS01455	FEF30_RS01685
OG0000380	DR095_RS01480	FEF30_RS01710
OG0000381	DR095_RS01520	FEF30_RS01750
OG0000382	DR095_RS02910	FEF30_RS01780
OG0000383	DR095_RS02950	FEF30_RS01820
OG0000384	DR095_RS00655	FEF30_RS00825
OG0000385	DR095_RS00005	FEF30_RS00830
OG0000386	DR095_RS00025	FEF30_RS00850
OG0000387	DR095_RS00050	FEF30_RS00875
OG0000388	DR095_RS03755	FEF30_RS04205
OG0000389	DR095_RS00090	FEF30_RS00930
OG0000390	DR095_RS00190	FEF30_RS03280
OG0000391	DR095_RS00200	FEF30_RS03270
OG0000392	DR095_RS00225	FEF30_RS03245
OG0000393	DR095_RS00280	FEF30_RS04380
OG0000394	DR095_RS00345	FEF30_RS03110
OG0000395	DR095_RS00350	FEF30_RS03105
OG0000396	DR095_RS02695	FEF30_RS02800
OG0000397	DR095_RS02740	FEF30_RS02300
OG0000398	DR095_RS02745	FEF30_RS02305
OG0000399	DR095_RS02790	FEF30_RS02350
OG0000400	DR095_RS01760	FEF30_RS03405
OG0000401	DR095_RS01820	FEF30_RS03465
OG0000402	DR095_RS01830	FEF30_RS03475
OG0000403	DR095_RS01840	FEF30_RS03485
OG0000404	DR095_RS03865	FEF30_RS03510
OG0000405	DR095_RS01875	FEF30_RS04480
OG0000406	DR095_RS01905	FEF30_RS03580
OG0000407	DR095_RS03880	FEF30_RS04400
OG0000408	DR095_RS01915	FEF30_RS03590
OG0000409	DR095_RS01920	FEF30_RS03595
OG0000410	DR095_RS02965	FEF30_RS00030
OG0000411	DR095_RS02975	FEF30_RS00020
OG0000412	DR095_RS02980	FEF30_RS00015
OG0000413	DR095_RS01965	FEF30_RS01835
OG0000414	DR095_RS01975	FEF30_RS01845
OG0000415	DR095_RS01980	FEF30_RS01850
OG0000416	DR095_RS01990	FEF30_RS01860
OG0000417	DR095_RS02020	FEF30_RS02660
OG0000418	DR095_RS02025	FEF30_RS02655
OG0000419	DR095_RS02085	FEF30_RS01020
OG0000420	DR095_RS02120	FEF30_RS01055
OG0000421	DR095_RS02155	FEF30_RS01090
OG0000422	DR095_RS02165	FEF30_RS01100
OG0000423	DR095_RS02480	FEF30_RS01155
OG0000424	DR095_RS02475	FEF30_RS01160
OG0000425	DR095_RS02465	FEF30_RS01170
OG0000426	DR095_RS03585	FEF30_RS04220
OG0000427	DR095_RS03920	FEF30_RS04225
OG0000428	DR095_RS02410	FEF30_RS01225
OG0000429	DR095_RS02315	FEF30_RS01320
OG0000430	DR095_RS02270	FEF30_RS01365
OG0000431	DR095_RS02260	FEF30_RS01375
OG0000432	DR095_RS02240	FEF30_RS01410
OG0000433	DR095_RS02230	FEF30_RS01425
OG0000434	DR095_RS02225	FEF30_RS01430
OG0000435	DR095_RS02210	FEF30_RS01445
OG0000436	DR095_RS01570	FEF30_RS01470
OG0000437	DR095_RS01580	FEF30_RS01480
OG0000438	DR095_RS03840	FEF30_RS01485
OG0000439	DR095_RS01590	FEF30_RS04235
OG0000440	DR095_RS03855	FEF30_RS03330
OG0000441	DR095_RS01745	FEF30_RS03370
OG0000442	DR095_RS01025	FEF30_RS00460
OG0000443	DR095_RS00965	FEF30_RS00505
OG0000444	DR095_RS00950	FEF30_RS00520
OG0000445	DR095_RS00925	FEF30_RS00545
OG0000446	DR095_RS00900	FEF30_RS00570
OG0000447	DR095_RS00895	FEF30_RS00575
OG0000448	DR095_RS00865	FEF30_RS00605
OG0000449	DR095_RS00840	FEF30_RS00630
OG0000450	DR095_RS00830	FEF30_RS00640
OG0000451	DR095_RS00790	FEF30_RS00680
OG0000452	DR095_RS00765	FEF30_RS00705
OG0000453	DR095_RS00730	FEF30_RS00740
OG0000455	DR095_RS03825	FEF30_RS00230
OG0000456	DR095_RS02615	FEF30_RS00110
OG0000457	DR095_RS02640	FEF30_RS00085
OG0000458	DR095_RS00570	FEF30_RS02890
OG0000459	DR095_RS00545	FEF30_RS02915
OG0000460	DR095_RS00535	FEF30_RS02925
OG0000461	DR095_RS00490	FEF30_RS02970
OG0000462	DR095_RS00495	FEF30_RS02965
OG0000463	DR095_RS00500	FEF30_RS02960
OG0000464	DR095_RS00505	FEF30_RS02955
OG0000465	DR095_RS00510	FEF30_RS02950
OG0000466	DR095_RS00760	FEF30_RS00710
OG0000467	DR095_RS03790	FEF30_RS04360
OG0000468	DR095_RS02785	FEF30_RS02345
OG0000469	DR095_RS03050	FEF30_RS02405
OG0000470	DR095_RS02485	FEF30_RS01150
OG0000471	DR095_RS02405	FEF30_RS01230
OG0000472	DR095_RS02665	FEF30_RS00040
OG0000473	DR095_RS02510	FEF30_RS00215
OG0000474	DR095_RS02505	FEF30_RS00220
OG0000475	DR095_RS02500	FEF30_RS00225
OG0000476	DR095_RS01220	FEF30_RS01870
OG0000477	DR095_RS00465	FEF30_RS02995
OG0000478	DR095_RS02565	FEF30_RS00160
OG0000479	DR095_RS01415	FEF30_RS01640
OG0000480	DR095_RS03245	FEF30_RS02410
OG0000481	DR095_RS02190	FEF30_RS01125
OG0000482	DR095_RS02050	FEF30_RS01520
OG0000483	DR095_RS02855	FEF30_RS02455
OG0000484	DR095_RS03800	FEF30_RS04190
OG0000485	DR095_RS01575	FEF30_RS01475
OG0000486	DR095_RS02000	FEF30_RS02680
OG0000487	DR095_RS04010	FEF30_RS04325
OG0000488	DR095_RS02885	FEF30_RS02425
OG0000489	DR095_RS01065	FEF30_RS00380
OG0000490	DR095_RS01125	FEF30_RS00320
OG0000491	DR095_RS01435	FEF30_RS01660
OG0000492	DR095_RS01510	FEF30_RS01740
OG0000493	DR095_RS00065	FEF30_RS00890
OG0000494	DR095_RS00115	FEF30_RS00955
OG0000495	DR095_RS00255	FEF30_RS03215
OG0000496	DR095_RS00265	FEF30_RS03205
OG0000497	DR095_RS00270	FEF30_RS03200
OG0000498	DR095_RS00340	FEF30_RS03115
OG0000499	DR095_RS00400	FEF30_RS03080
OG0000500	DR095_RS02750	FEF30_RS02310
OG0000502	DR095_RS02060	FEF30_RS01510
OG0000503	DR095_RS02135	FEF30_RS01070
OG0000504	DR095_RS02430	FEF30_RS01205
OG0000505	DR095_RS02395	FEF30_RS01240
OG0000506	DR095_RS02385	FEF30_RS01250
OG0000507	DR095_RS02350	FEF30_RS01285
OG0000508	DR095_RS00905	FEF30_RS00565
OG0000509	DR095_RS00870	FEF30_RS00600
OG0000510	DR095_RS00860	FEF30_RS00610
OG0000511	DR095_RS00725	FEF30_RS00745
OG0000512	DR095_RS00530	FEF30_RS02930
OG0000513	DR095_RS02580	FEF30_RS00145
OG0000514	DR095_RS00230	FEF30_RS03240
OG0000516	DR095_RS03000	FEF30_RS04330
OG0000517	DR095_RS01050	FEF30_RS00395
OG0000518	DR095_RS01810	FEF30_RS03455
OG0000519	DR095_RS02160	FEF30_RS01095
OG0000520	DR095_RS02415	FEF30_RS01220
OG0000521	DR095_RS00890	FEF30_RS00580
OG0000522	DR095_RS00855	FEF30_RS00615
OG0000523	DR095_RS02645	FEF30_RS00080
OG0000524	DR095_RS00425	FEF30_RS03045
OG0000525	DR095_RS04060	FEF30_RS04105
OG0000528	DR095_RS03010	FEF30_RS02395
OG0000529	DR095_RS01300	FEF30_RS02615
OG0000530	DR095_RS01365	FEF30_RS02720
OG0000531	DR095_RS01485	FEF30_RS01715
OG0000533	DR095_RS02250	FEF30_RS00915
OG0000534	DR095_RS00775	FEF30_RS00695
OG0000535	DR095_RS01070	FEF30_RS04175
OG0000536	DR095_RS01195	FEF30_RS00260
OG0000537	DR095_RS02100	FEF30_RS01035
OG0000538	DR095_RS02220	FEF30_RS01435
OG0000539	DR095_RS00940	FEF30_RS00530
OG0000541	DR095_RS00385	FEF30_RS03095
OG0000542	DR095_RS00805	FEF30_RS00665
OG0000547	DR095_RS00180	FEF30_RS03290
OG0000548	DR095_RS02700	FEF30_RS01910
OG0000549	DR095_RS02670	FEF30_RS04100
OG0000550	DR095_RS02545	FEF30_RS00180
OG0000551	DR095_RS01730	FEF30_RS03360
OG0000555	DR095_RS03315	FEF30_RS03295
OG0000556	DR095_RS03845	FEF30_RS04300
OG0000584	DR095_RS01670	FEF30_RS02075
OG0000585	DR095_RS03450	FEF30_RS02585
OG0000589	DR095_RS03040	FEF30_RS02520
OG0000590	DR095_RS01680	FEF30_RS02060
OG0000595	DR095_RS03770	FEF30_RS04470
OG0000596	DR095_RS01005	FEF30_RS02140
OG0000597	DR095_RS00365	FEF30_RS03375
OG0000598	DR095_RS01010	FEF30_RS02145
OG0000599	DR095_RS01015	FEF30_RS02150
OG0000600	DR095_RS01665	FEF30_RS02080
OG0000602	DR095_RS02890	FEF30_RS02420
OG0000603	DR095_RS01650	FEF30_RS02090
OG0000605	DR095_RS01645	FEF30_RS02095
OG0000628	DR095_RS01615	FEF30_RS02125
OG0000629	DR095_RS01690	FEF30_RS02050
OG0000630	DR095_RS01605	FEF30_RS02135
OG0000631	DR095_RS01610	FEF30_RS02130
