Orthogroup	MFC_MF29_genes	MHP_1257_genes
OG0000186	DR095_RS01970	ABKJ22_RS01540
OG0000187	DR095_RS01985	ABKJ22_RS01555
OG0000188	DR095_RS01995	ABKJ22_RS01565
OG0000189	DR095_RS03890	ABKJ22_RS02110
OG0000190	DR095_RS02010	ABKJ22_RS02115
OG0000191	DR095_RS02030	ABKJ22_RS02135
OG0000192	DR095_RS02040	ABKJ22_RS01230
OG0000193	DR095_RS02055	ABKJ22_RS01220
OG0000194	DR095_RS02065	ABKJ22_RS01010
OG0000195	DR095_RS02070	ABKJ22_RS01005
OG0000196	DR095_RS03895	ABKJ22_RS00985
OG0000197	DR095_RS02095	ABKJ22_RS00980
OG0000198	DR095_RS02110	ABKJ22_RS00965
OG0000199	DR095_RS02115	ABKJ22_RS00960
OG0000200	DR095_RS02130	ABKJ22_RS00945
OG0000201	DR095_RS02140	ABKJ22_RS00935
OG0000202	DR095_RS02195	ABKJ22_RS00880
OG0000203	DR095_RS02200	ABKJ22_RS00875
OG0000204	DR095_RS03925	ABKJ22_RS00870
OG0000205	DR095_RS02490	ABKJ22_RS00865
OG0000206	DR095_RS02470	ABKJ22_RS00845
OG0000207	DR095_RS02455	ABKJ22_RS00830
OG0000208	DR095_RS02450	ABKJ22_RS00825
OG0000209	DR095_RS02445	ABKJ22_RS00820
OG0000210	DR095_RS02400	ABKJ22_RS00775
OG0000211	DR095_RS02390	ABKJ22_RS00745
OG0000212	DR095_RS02380	ABKJ22_RS00735
OG0000213	DR095_RS02375	ABKJ22_RS00730
OG0000214	DR095_RS02370	ABKJ22_RS00725
OG0000215	DR095_RS02365	ABKJ22_RS00720
OG0000216	DR095_RS02360	ABKJ22_RS00715
OG0000217	DR095_RS02355	ABKJ22_RS00710
OG0000218	DR095_RS03910	ABKJ22_RS00700
OG0000219	DR095_RS02340	ABKJ22_RS00695
OG0000220	DR095_RS02335	ABKJ22_RS00690
OG0000221	DR095_RS02330	ABKJ22_RS00685
OG0000222	DR095_RS02325	ABKJ22_RS00680
OG0000223	DR095_RS02320	ABKJ22_RS00675
OG0000224	DR095_RS02310	ABKJ22_RS00665
OG0000225	DR095_RS02300	ABKJ22_RS00655
OG0000226	DR095_RS02295	ABKJ22_RS00650
OG0000227	DR095_RS02290	ABKJ22_RS00645
OG0000228	DR095_RS04045	ABKJ22_RS00640
OG0000229	DR095_RS02280	ABKJ22_RS00635
OG0000230	DR095_RS02275	ABKJ22_RS00630
OG0000231	DR095_RS02265	ABKJ22_RS00620
OG0000232	DR095_RS02255	ABKJ22_RS00610
OG0000233	DR095_RS02245	ABKJ22_RS01110
OG0000234	DR095_RS02215	ABKJ22_RS01145
OG0000235	DR095_RS02205	ABKJ22_RS01155
OG0000236	DR095_RS01540	ABKJ22_RS01160
OG0000237	DR095_RS01560	ABKJ22_RS01165
OG0000238	DR095_RS01565	ABKJ22_RS01170
OG0000239	DR095_RS01595	ABKJ22_RS02885
OG0000240	DR095_RS01600	ABKJ22_RS02890
OG0000241	DR095_RS01705	ABKJ22_RS02900
OG0000242	DR095_RS01710	ABKJ22_RS02905
OG0000243	DR095_RS01715	ABKJ22_RS02910
OG0000244	DR095_RS01725	ABKJ22_RS02920
OG0000245	DR095_RS01735	ABKJ22_RS02930
OG0000246	DR095_RS01030	ABKJ22_RS00135
OG0000247	DR095_RS01020	ABKJ22_RS00145
OG0000248	DR095_RS00995	ABKJ22_RS00155
OG0000249	DR095_RS00990	ABKJ22_RS00160
OG0000250	DR095_RS00975	ABKJ22_RS00175
OG0000251	DR095_RS00945	ABKJ22_RS00205
OG0000252	DR095_RS00935	ABKJ22_RS00215
OG0000253	DR095_RS00930	ABKJ22_RS00220
OG0000254	DR095_RS00920	ABKJ22_RS00230
OG0000255	DR095_RS00915	ABKJ22_RS00235
OG0000256	DR095_RS00910	ABKJ22_RS00240
OG0000257	DR095_RS00885	ABKJ22_RS00265
OG0000258	DR095_RS00875	ABKJ22_RS00275
OG0000259	DR095_RS00845	ABKJ22_RS00305
OG0000260	DR095_RS00835	ABKJ22_RS00315
OG0000261	DR095_RS03795	ABKJ22_RS00325
OG0000262	DR095_RS00810	ABKJ22_RS00340
OG0000263	DR095_RS00795	ABKJ22_RS00355
OG0000264	DR095_RS00780	ABKJ22_RS00370
OG0000265	DR095_RS00770	ABKJ22_RS00380
OG0000266	DR095_RS00755	ABKJ22_RS00395
OG0000267	DR095_RS00740	ABKJ22_RS00410
OG0000268	DR095_RS00735	ABKJ22_RS00415
OG0000269	DR095_RS00720	ABKJ22_RS00440
OG0000270	DR095_RS03930	ABKJ22_RS03375
OG0000271	DR095_RS02520	ABKJ22_RS03370
OG0000272	DR095_RS02525	ABKJ22_RS03365
OG0000273	DR095_RS02530	ABKJ22_RS03360
OG0000274	DR095_RS02550	ABKJ22_RS03340
OG0000275	DR095_RS03935	ABKJ22_RS03335
OG0000276	DR095_RS02560	ABKJ22_RS03330
OG0000277	DR095_RS03940	ABKJ22_RS03320
OG0000278	DR095_RS02575	ABKJ22_RS03315
OG0000279	DR095_RS02585	ABKJ22_RS03305
OG0000280	DR095_RS02590	ABKJ22_RS03300
OG0000281	DR095_RS02595	ABKJ22_RS03295
OG0000282	DR095_RS02620	ABKJ22_RS03270
OG0000283	DR095_RS02625	ABKJ22_RS03265
OG0000284	DR095_RS02630	ABKJ22_RS03260
OG0000285	DR095_RS03955	ABKJ22_RS03255
OG0000286	DR095_RS00590	ABKJ22_RS02370
OG0000287	DR095_RS00565	ABKJ22_RS02465
OG0000288	DR095_RS00555	ABKJ22_RS02475
OG0000289	DR095_RS00550	ABKJ22_RS02480
OG0000290	DR095_RS03370	ABKJ22_RS02590
OG0000291	DR095_RS00450	ABKJ22_RS02580
OG0000292	DR095_RS00455	ABKJ22_RS02575
OG0000293	DR095_RS00460	ABKJ22_RS02570
OG0000294	DR095_RS00470	ABKJ22_RS02560
OG0000295	DR095_RS00475	ABKJ22_RS02555
OG0000296	DR095_RS00515	ABKJ22_RS02515
OG0000297	DR095_RS00520	ABKJ22_RS02510
OG0000298	DR095_RS00980	ABKJ22_RS00170
OG0000299	DR095_RS00960	ABKJ22_RS00190
OG0000300	DR095_RS00785	ABKJ22_RS00365
OG0000301	DR095_RS00750	ABKJ22_RS00400
OG0000302	DR095_RS00745	ABKJ22_RS00405
OG0000303	DR095_RS00045	ABKJ22_RS00560
OG0000304	DR095_RS00080	ABKJ22_RS00605
OG0000305	DR095_RS00210	ABKJ22_RS02825
OG0000306	DR095_RS00290	ABKJ22_RS02745
OG0000307	DR095_RS00330	ABKJ22_RS02705
OG0000308	DR095_RS00430	ABKJ22_RS02610
OG0000309	DR095_RS00485	ABKJ22_RS02545
OG0000310	DR095_RS00560	ABKJ22_RS02470
OG0000311	DR095_RS00610	ABKJ22_RS02430
OG0000312	DR095_RS00630	ABKJ22_RS02415
OG0000313	DR095_RS02705	ABKJ22_RS01600
OG0000314	DR095_RS02775	ABKJ22_RS01930
OG0000315	DR095_RS02805	ABKJ22_RS01960
OG0000316	DR095_RS02815	ABKJ22_RS01970
OG0000317	DR095_RS02840	ABKJ22_RS02065
OG0000318	DR095_RS04005	ABKJ22_RS01975
OG0000319	DR095_RS01290	ABKJ22_RS02180
OG0000320	DR095_RS01355	ABKJ22_RS02315
OG0000321	DR095_RS01420	ABKJ22_RS01350
OG0000322	DR095_RS01465	ABKJ22_RS01395
OG0000323	DR095_RS02955	ABKJ22_RS01525
OG0000324	DR095_RS02035	ABKJ22_RS02140
OG0000325	DR095_RS02075	ABKJ22_RS01000
OG0000326	DR095_RS02170	ABKJ22_RS00905
OG0000327	DR095_RS02175	ABKJ22_RS00900
OG0000328	DR095_RS02440	ABKJ22_RS00815
OG0000329	DR095_RS02420	ABKJ22_RS00795
OG0000330	DR095_RS02235	ABKJ22_RS01120
OG0000331	DR095_RS01720	ABKJ22_RS02915
OG0000332	DR095_RS01815	ABKJ22_RS03015
OG0000333	DR095_RS01825	ABKJ22_RS03025
OG0000334	DR095_RS01890	ABKJ22_RS03110
OG0000335	DR095_RS03875	ABKJ22_RS03120
OG0000336	DR095_RS03950	ABKJ22_RS03285
OG0000337	DR095_RS01160	ABKJ22_RS03460
OG0000338	DR095_RS01120	ABKJ22_RS03500
OG0000339	DR095_RS01375	ABKJ22_RS02290
OG0000340	DR095_RS01400	ABKJ22_RS01330
OG0000341	DR095_RS02015	ABKJ22_RS02120
OG0000342	DR095_RS02105	ABKJ22_RS00970
OG0000343	DR095_RS01835	ABKJ22_RS03035
OG0000344	DR095_RS00060	ABKJ22_RS00575
OG0000345	DR095_RS02305	ABKJ22_RS00660
OG0000346	DR095_RS03945	ABKJ22_RS03290
OG0000347	DR095_RS01490	ABKJ22_RS01420
OG0000348	DR095_RS03905	ABKJ22_RS00895
OG0000349	DR095_RS02540	ABKJ22_RS03350
OG0000350	DR095_RS00295	ABKJ22_RS02695
OG0000351	DR095_RS00660	ABKJ22_RS00495
OG0000352	DR095_RS02755	ABKJ22_RS01910
OG0000353	DR095_RS01460	ABKJ22_RS01390
OG0000354	DR095_RS00110	ABKJ22_RS01065
OG0000355	DR095_RS03980	ABKJ22_RS01885
OG0000356	DR095_RS03985	ABKJ22_RS01965
OG0000357	DR095_RS03860	ABKJ22_RS02995
OG0000358	DR095_RS01800	ABKJ22_RS03000
OG0000359	DR095_RS03900	ABKJ22_RS00925
OG0000360	DR095_RS00880	ABKJ22_RS00270
OG0000361	DR095_RS00850	ABKJ22_RS00300
OG0000362	DR095_RS00540	ABKJ22_RS02490
OG0000363	DR095_RS01530	ABKJ22_RS01460
OG0000365	DR095_RS04025	ABKJ22_RS02015
OG0000366	DR095_RS02870	ABKJ22_RS02035
OG0000367	DR095_RS02860	ABKJ22_RS02045
OG0000368	DR095_RS01055	ABKJ22_RS00060
OG0000369	DR095_RS03410	ABKJ22_RS00025
OG0000370	DR095_RS01095	ABKJ22_RS00020
OG0000371	DR095_RS01100	ABKJ22_RS00015
OG0000372	DR095_RS01105	ABKJ22_RS00010
OG0000373	DR095_RS01130	ABKJ22_RS03490
OG0000374	DR095_RS01140	ABKJ22_RS03480
OG0000375	DR095_RS01285	ABKJ22_RS02185
OG0000376	DR095_RS01340	ABKJ22_RS02330
OG0000377	DR095_RS01350	ABKJ22_RS02320
OG0000378	DR095_RS01385	ABKJ22_RS01310
OG0000379	DR095_RS01455	ABKJ22_RS01385
OG0000380	DR095_RS01480	ABKJ22_RS01410
OG0000381	DR095_RS01520	ABKJ22_RS01450
OG0000382	DR095_RS02910	ABKJ22_RS01480
OG0000383	DR095_RS02950	ABKJ22_RS01520
OG0000384	DR095_RS00655	ABKJ22_RS00515
OG0000385	DR095_RS00005	ABKJ22_RS00520
OG0000386	DR095_RS00025	ABKJ22_RS00540
OG0000387	DR095_RS00050	ABKJ22_RS00565
OG0000388	DR095_RS03755	ABKJ22_RS00570
OG0000389	DR095_RS00090	ABKJ22_RS01085
OG0000390	DR095_RS00190	ABKJ22_RS02845
OG0000391	DR095_RS00200	ABKJ22_RS02835
OG0000392	DR095_RS00225	ABKJ22_RS02810
OG0000393	DR095_RS00280	ABKJ22_RS02755
OG0000394	DR095_RS00345	ABKJ22_RS02670
OG0000395	DR095_RS00350	ABKJ22_RS02665
OG0000396	DR095_RS02695	ABKJ22_RS02375
OG0000397	DR095_RS02740	ABKJ22_RS01895
OG0000398	DR095_RS02745	ABKJ22_RS01900
OG0000399	DR095_RS02790	ABKJ22_RS01945
OG0000400	DR095_RS01760	ABKJ22_RS02960
OG0000401	DR095_RS01820	ABKJ22_RS03020
OG0000402	DR095_RS01830	ABKJ22_RS03030
OG0000403	DR095_RS01840	ABKJ22_RS03040
OG0000404	DR095_RS03865	ABKJ22_RS03065
OG0000405	DR095_RS01875	ABKJ22_RS03080
OG0000406	DR095_RS01905	ABKJ22_RS03125
OG0000407	DR095_RS03880	ABKJ22_RS03130
OG0000408	DR095_RS01915	ABKJ22_RS03135
OG0000409	DR095_RS01920	ABKJ22_RS03140
OG0000410	DR095_RS02965	ABKJ22_RS03195
OG0000411	DR095_RS02975	ABKJ22_RS03185
OG0000412	DR095_RS02980	ABKJ22_RS03180
OG0000413	DR095_RS01965	ABKJ22_RS01535
OG0000414	DR095_RS01975	ABKJ22_RS01545
OG0000415	DR095_RS01980	ABKJ22_RS01550
OG0000416	DR095_RS01990	ABKJ22_RS01560
OG0000417	DR095_RS02020	ABKJ22_RS02125
OG0000418	DR095_RS02025	ABKJ22_RS02130
OG0000419	DR095_RS02085	ABKJ22_RS00990
OG0000420	DR095_RS02120	ABKJ22_RS00955
OG0000421	DR095_RS02155	ABKJ22_RS00920
OG0000422	DR095_RS02165	ABKJ22_RS00910
OG0000423	DR095_RS02480	ABKJ22_RS00855
OG0000424	DR095_RS02475	ABKJ22_RS00850
OG0000425	DR095_RS02465	ABKJ22_RS00840
OG0000426	DR095_RS03585	ABKJ22_RS00835
OG0000427	DR095_RS03920	ABKJ22_RS00810
OG0000428	DR095_RS02410	ABKJ22_RS00785
OG0000429	DR095_RS02315	ABKJ22_RS00670
OG0000430	DR095_RS02270	ABKJ22_RS00625
OG0000431	DR095_RS02260	ABKJ22_RS00615
OG0000432	DR095_RS02240	ABKJ22_RS01115
OG0000433	DR095_RS02230	ABKJ22_RS01130
OG0000434	DR095_RS02225	ABKJ22_RS01135
OG0000435	DR095_RS02210	ABKJ22_RS01150
OG0000436	DR095_RS01570	ABKJ22_RS01175
OG0000437	DR095_RS01580	ABKJ22_RS01185
OG0000438	DR095_RS03840	ABKJ22_RS01190
OG0000439	DR095_RS01590	ABKJ22_RS01195
OG0000440	DR095_RS03855	ABKJ22_RS02895
OG0000441	DR095_RS01745	ABKJ22_RS02935
OG0000442	DR095_RS01025	ABKJ22_RS00140
OG0000443	DR095_RS00965	ABKJ22_RS00185
OG0000444	DR095_RS00950	ABKJ22_RS00200
OG0000445	DR095_RS00925	ABKJ22_RS00225
OG0000446	DR095_RS00900	ABKJ22_RS00250
OG0000447	DR095_RS00895	ABKJ22_RS00255
OG0000448	DR095_RS00865	ABKJ22_RS00285
OG0000449	DR095_RS00840	ABKJ22_RS00310
OG0000450	DR095_RS00830	ABKJ22_RS00320
OG0000451	DR095_RS00790	ABKJ22_RS00360
OG0000452	DR095_RS00765	ABKJ22_RS00385
OG0000453	DR095_RS00730	ABKJ22_RS00420
OG0000455	DR095_RS03825	ABKJ22_RS03395
OG0000456	DR095_RS02615	ABKJ22_RS03275
OG0000457	DR095_RS02640	ABKJ22_RS03250
OG0000458	DR095_RS00570	ABKJ22_RS02460
OG0000459	DR095_RS00545	ABKJ22_RS02485
OG0000460	DR095_RS00535	ABKJ22_RS02495
OG0000461	DR095_RS00490	ABKJ22_RS02540
OG0000462	DR095_RS00495	ABKJ22_RS02535
OG0000463	DR095_RS00500	ABKJ22_RS02530
OG0000464	DR095_RS00505	ABKJ22_RS02525
OG0000465	DR095_RS00510	ABKJ22_RS02520
OG0000466	DR095_RS00760	ABKJ22_RS00390
OG0000467	DR095_RS03790	ABKJ22_RS02620
OG0000468	DR095_RS02785	ABKJ22_RS01940
OG0000469	DR095_RS03050	ABKJ22_RS02000
OG0000470	DR095_RS02485	ABKJ22_RS00860
OG0000471	DR095_RS02405	ABKJ22_RS00780
OG0000472	DR095_RS02665	ABKJ22_RS03205
OG0000473	DR095_RS02510	ABKJ22_RS03380
OG0000474	DR095_RS02505	ABKJ22_RS03385
OG0000475	DR095_RS02500	ABKJ22_RS03390
OG0000476	DR095_RS01220	ABKJ22_RS01570
OG0000477	DR095_RS00465	ABKJ22_RS02565
OG0000478	DR095_RS02565	ABKJ22_RS03325
OG0000479	DR095_RS01415	ABKJ22_RS01345
OG0000480	DR095_RS03245	ABKJ22_RS02005
OG0000481	DR095_RS02190	ABKJ22_RS00885
OG0000482	DR095_RS02050	ABKJ22_RS01225
OG0000483	DR095_RS02855	ABKJ22_RS02050
OG0000484	DR095_RS03800	ABKJ22_RS00195
OG0000485	DR095_RS01575	ABKJ22_RS01180
OG0000486	DR095_RS02000	ABKJ22_RS02105
OG0000487	DR095_RS04010	ABKJ22_RS01980
OG0000488	DR095_RS02885	ABKJ22_RS02020
OG0000489	DR095_RS01065	ABKJ22_RS00050
OG0000490	DR095_RS01125	ABKJ22_RS03495
OG0000491	DR095_RS01435	ABKJ22_RS01365
OG0000492	DR095_RS01510	ABKJ22_RS01440
OG0000493	DR095_RS00065	ABKJ22_RS00580
OG0000494	DR095_RS00115	ABKJ22_RS01060
OG0000495	DR095_RS00255	ABKJ22_RS02780
OG0000496	DR095_RS00265	ABKJ22_RS02770
OG0000497	DR095_RS00270	ABKJ22_RS02765
OG0000498	DR095_RS00340	ABKJ22_RS02675
OG0000499	DR095_RS00400	ABKJ22_RS02640
OG0000500	DR095_RS02750	ABKJ22_RS01905
OG0000501	DR095_RS01770	ABKJ22_RS02970
OG0000502	DR095_RS02060	ABKJ22_RS01215
OG0000503	DR095_RS02135	ABKJ22_RS00940
OG0000504	DR095_RS02430	ABKJ22_RS00805
OG0000505	DR095_RS02395	ABKJ22_RS00755
OG0000506	DR095_RS02385	ABKJ22_RS00740
OG0000507	DR095_RS02350	ABKJ22_RS00705
OG0000508	DR095_RS00905	ABKJ22_RS00245
OG0000509	DR095_RS00870	ABKJ22_RS00280
OG0000510	DR095_RS00860	ABKJ22_RS00290
OG0000511	DR095_RS00725	ABKJ22_RS00435
OG0000512	DR095_RS00530	ABKJ22_RS02500
OG0000513	DR095_RS02580	ABKJ22_RS03310
OG0000514	DR095_RS00230	ABKJ22_RS02805
OG0000516	DR095_RS03000	ABKJ22_RS01985
OG0000517	DR095_RS01050	ABKJ22_RS00065
OG0000518	DR095_RS01810	ABKJ22_RS03010
OG0000519	DR095_RS02160	ABKJ22_RS00915
OG0000520	DR095_RS02415	ABKJ22_RS00790
OG0000521	DR095_RS00890	ABKJ22_RS00260
OG0000522	DR095_RS00855	ABKJ22_RS00295
OG0000523	DR095_RS02645	ABKJ22_RS03245
OG0000524	DR095_RS00425	ABKJ22_RS02615
OG0000525	DR095_RS04060	ABKJ22_RS03210
OG0000528	DR095_RS03010	ABKJ22_RS01990
OG0000529	DR095_RS01300	ABKJ22_RS02170
OG0000530	DR095_RS01365	ABKJ22_RS02300
OG0000531	DR095_RS01485	ABKJ22_RS01415
OG0000533	DR095_RS02250	ABKJ22_RS01100
OG0000534	DR095_RS00775	ABKJ22_RS00375
