Orthogroup	MFC_MF29_genes	MHP_116_genes
OG0000135	DR095_RS00035	ABJ972_RS00535
OG0000136	DR095_RS00040	ABJ972_RS00540
OG0000137	DR095_RS00070	ABJ972_RS00570
OG0000138	DR095_RS00095	ABJ972_RS01050
OG0000139	DR095_RS00125	ABJ972_RS01020
OG0000140	DR095_RS00130	ABJ972_RS01015
OG0000141	DR095_RS00155	ABJ972_RS02855
OG0000142	DR095_RS03765	ABJ972_RS02850
OG0000143	DR095_RS00185	ABJ972_RS02830
OG0000144	DR095_RS00195	ABJ972_RS02820
OG0000145	DR095_RS00205	ABJ972_RS02810
OG0000146	DR095_RS00215	ABJ972_RS02800
OG0000147	DR095_RS00220	ABJ972_RS02795
OG0000148	DR095_RS00235	ABJ972_RS02780
OG0000149	DR095_RS00245	ABJ972_RS02770
OG0000150	DR095_RS00260	ABJ972_RS02755
OG0000151	DR095_RS00315	ABJ972_RS02705
OG0000152	DR095_RS00320	ABJ972_RS02700
OG0000153	DR095_RS00325	ABJ972_RS02695
OG0000154	DR095_RS00335	ABJ972_RS02685
OG0000155	DR095_RS00355	ABJ972_RS02650
OG0000156	DR095_RS00390	ABJ972_RS02645
OG0000157	DR095_RS03780	ABJ972_RS02635
OG0000158	DR095_RS03785	ABJ972_RS02625
OG0000159	DR095_RS00635	ABJ972_RS02405
OG0000160	DR095_RS00640	ABJ972_RS02400
OG0000161	DR095_RS00650	ABJ972_RS02395
OG0000162	DR095_RS02680	ABJ972_RS02385
OG0000163	DR095_RS02685	ABJ972_RS02380
OG0000164	DR095_RS03975	ABJ972_RS01585
OG0000165	DR095_RS02760	ABJ972_RS01905
OG0000166	DR095_RS02780	ABJ972_RS01925
OG0000167	DR095_RS02795	ABJ972_RS01940
OG0000168	DR095_RS02800	ABJ972_RS01945
OG0000169	DR095_RS01750	ABJ972_RS02955
OG0000170	DR095_RS01765	ABJ972_RS02970
OG0000171	DR095_RS01775	ABJ972_RS02980
OG0000172	DR095_RS01780	ABJ972_RS02985
OG0000173	DR095_RS01785	ABJ972_RS02990
OG0000174	DR095_RS01790	ABJ972_RS02995
OG0000175	DR095_RS01805	ABJ972_RS03010
OG0000176	DR095_RS01845	ABJ972_RS03055
OG0000177	DR095_RS01850	ABJ972_RS03060
OG0000178	DR095_RS01855	ABJ972_RS03065
OG0000179	DR095_RS01865	ABJ972_RS03075
OG0000180	DR095_RS01870	ABJ972_RS03080
OG0000181	DR095_RS03870	ABJ972_RS03130
OG0000182	DR095_RS01895	ABJ972_RS03140
OG0000183	DR095_RS01930	ABJ972_RS03175
OG0000184	DR095_RS02970	ABJ972_RS03220
OG0000185	DR095_RS02985	ABJ972_RS03205
OG0000186	DR095_RS01970	ABJ972_RS01510
OG0000187	DR095_RS01985	ABJ972_RS01525
OG0000188	DR095_RS01995	ABJ972_RS01535
OG0000189	DR095_RS03890	ABJ972_RS02250
OG0000190	DR095_RS02010	ABJ972_RS02245
OG0000191	DR095_RS02030	ABJ972_RS02225
OG0000192	DR095_RS02040	ABJ972_RS01205
OG0000193	DR095_RS02055	ABJ972_RS01195
OG0000194	DR095_RS02065	ABJ972_RS00980
OG0000195	DR095_RS02070	ABJ972_RS00975
OG0000196	DR095_RS03895	ABJ972_RS00955
OG0000197	DR095_RS02095	ABJ972_RS00950
OG0000198	DR095_RS02110	ABJ972_RS00930
OG0000199	DR095_RS02115	ABJ972_RS00925
OG0000200	DR095_RS02130	ABJ972_RS00910
OG0000201	DR095_RS02140	ABJ972_RS00900
OG0000202	DR095_RS02195	ABJ972_RS00845
OG0000203	DR095_RS02200	ABJ972_RS00840
OG0000204	DR095_RS03925	ABJ972_RS00835
OG0000205	DR095_RS02490	ABJ972_RS00830
OG0000206	DR095_RS02470	ABJ972_RS00810
OG0000207	DR095_RS02455	ABJ972_RS00795
OG0000208	DR095_RS02450	ABJ972_RS00790
OG0000209	DR095_RS02445	ABJ972_RS00785
OG0000210	DR095_RS02400	ABJ972_RS00740
OG0000211	DR095_RS02390	ABJ972_RS00730
OG0000212	DR095_RS02380	ABJ972_RS00720
OG0000213	DR095_RS02375	ABJ972_RS00715
OG0000214	DR095_RS02370	ABJ972_RS00710
OG0000215	DR095_RS02365	ABJ972_RS00705
OG0000216	DR095_RS02360	ABJ972_RS00700
OG0000217	DR095_RS02355	ABJ972_RS00695
OG0000218	DR095_RS03910	ABJ972_RS00685
OG0000219	DR095_RS02340	ABJ972_RS00680
OG0000220	DR095_RS02335	ABJ972_RS00675
OG0000221	DR095_RS02330	ABJ972_RS00670
OG0000222	DR095_RS02325	ABJ972_RS00665
OG0000223	DR095_RS02320	ABJ972_RS00660
OG0000224	DR095_RS02310	ABJ972_RS00650
OG0000225	DR095_RS02300	ABJ972_RS00640
OG0000226	DR095_RS02295	ABJ972_RS00635
OG0000227	DR095_RS02290	ABJ972_RS00630
OG0000228	DR095_RS04045	ABJ972_RS00625
OG0000229	DR095_RS02280	ABJ972_RS00620
OG0000230	DR095_RS02275	ABJ972_RS00615
OG0000231	DR095_RS02265	ABJ972_RS00605
OG0000232	DR095_RS02255	ABJ972_RS00595
OG0000233	DR095_RS02245	ABJ972_RS01080
OG0000234	DR095_RS02215	ABJ972_RS01115
OG0000235	DR095_RS02205	ABJ972_RS01125
OG0000236	DR095_RS01540	ABJ972_RS01130
OG0000237	DR095_RS01560	ABJ972_RS01135
OG0000238	DR095_RS01565	ABJ972_RS01140
OG0000239	DR095_RS01595	ABJ972_RS02865
OG0000240	DR095_RS01600	ABJ972_RS02870
OG0000241	DR095_RS01705	ABJ972_RS02880
OG0000242	DR095_RS01710	ABJ972_RS02885
OG0000243	DR095_RS01715	ABJ972_RS02890
OG0000244	DR095_RS01725	ABJ972_RS02900
OG0000245	DR095_RS01735	ABJ972_RS02910
OG0000246	DR095_RS01030	ABJ972_RS00125
OG0000247	DR095_RS01020	ABJ972_RS00135
OG0000248	DR095_RS00995	ABJ972_RS00145
OG0000249	DR095_RS00990	ABJ972_RS00150
OG0000250	DR095_RS00975	ABJ972_RS00165
OG0000251	DR095_RS00945	ABJ972_RS00195
OG0000252	DR095_RS00935	ABJ972_RS00205
OG0000253	DR095_RS00930	ABJ972_RS00210
OG0000254	DR095_RS00920	ABJ972_RS00220
OG0000255	DR095_RS00915	ABJ972_RS00225
OG0000256	DR095_RS00910	ABJ972_RS00230
OG0000257	DR095_RS00885	ABJ972_RS00255
OG0000258	DR095_RS00875	ABJ972_RS00265
OG0000259	DR095_RS00845	ABJ972_RS00295
OG0000260	DR095_RS00835	ABJ972_RS00305
OG0000261	DR095_RS03795	ABJ972_RS00315
OG0000262	DR095_RS00810	ABJ972_RS00330
OG0000263	DR095_RS00795	ABJ972_RS00345
OG0000264	DR095_RS00780	ABJ972_RS00360
OG0000265	DR095_RS00770	ABJ972_RS00370
OG0000266	DR095_RS00755	ABJ972_RS00385
OG0000267	DR095_RS00740	ABJ972_RS00400
OG0000268	DR095_RS00735	ABJ972_RS00405
OG0000269	DR095_RS00720	ABJ972_RS00420
OG0000270	DR095_RS03930	ABJ972_RS03395
OG0000271	DR095_RS02520	ABJ972_RS03390
OG0000272	DR095_RS02525	ABJ972_RS03385
OG0000273	DR095_RS02530	ABJ972_RS03380
OG0000274	DR095_RS02550	ABJ972_RS03360
OG0000275	DR095_RS03935	ABJ972_RS03355
OG0000276	DR095_RS02560	ABJ972_RS03350
OG0000277	DR095_RS03940	ABJ972_RS03340
OG0000278	DR095_RS02575	ABJ972_RS03335
OG0000279	DR095_RS02585	ABJ972_RS03325
OG0000280	DR095_RS02590	ABJ972_RS03320
OG0000281	DR095_RS02595	ABJ972_RS03315
OG0000282	DR095_RS02620	ABJ972_RS03290
OG0000283	DR095_RS02625	ABJ972_RS03285
OG0000284	DR095_RS02630	ABJ972_RS03280
OG0000285	DR095_RS03955	ABJ972_RS03275
OG0000286	DR095_RS00590	ABJ972_RS02365
OG0000287	DR095_RS00565	ABJ972_RS02455
OG0000288	DR095_RS00555	ABJ972_RS02465
OG0000289	DR095_RS00550	ABJ972_RS02470
OG0000290	DR095_RS03370	ABJ972_RS02580
OG0000291	DR095_RS00450	ABJ972_RS02570
OG0000292	DR095_RS00455	ABJ972_RS02565
OG0000293	DR095_RS00460	ABJ972_RS02560
OG0000294	DR095_RS00470	ABJ972_RS02550
OG0000295	DR095_RS00475	ABJ972_RS02545
OG0000296	DR095_RS00515	ABJ972_RS02505
OG0000297	DR095_RS00520	ABJ972_RS02500
OG0000298	DR095_RS00980	ABJ972_RS00160
OG0000299	DR095_RS00960	ABJ972_RS00180
OG0000300	DR095_RS00785	ABJ972_RS00355
OG0000301	DR095_RS00750	ABJ972_RS00390
OG0000302	DR095_RS00745	ABJ972_RS00395
OG0000303	DR095_RS00045	ABJ972_RS00545
OG0000304	DR095_RS00080	ABJ972_RS00590
OG0000305	DR095_RS00210	ABJ972_RS02805
OG0000306	DR095_RS00290	ABJ972_RS02730
OG0000307	DR095_RS00330	ABJ972_RS02690
OG0000308	DR095_RS00430	ABJ972_RS02600
OG0000309	DR095_RS00485	ABJ972_RS02535
OG0000310	DR095_RS00560	ABJ972_RS02460
OG0000311	DR095_RS00610	ABJ972_RS02425
OG0000312	DR095_RS00630	ABJ972_RS02410
OG0000313	DR095_RS02705	ABJ972_RS01575
OG0000314	DR095_RS02775	ABJ972_RS01920
OG0000315	DR095_RS02805	ABJ972_RS01950
OG0000316	DR095_RS02815	ABJ972_RS01960
OG0000317	DR095_RS02840	ABJ972_RS02055
OG0000318	DR095_RS04005	ABJ972_RS01965
OG0000319	DR095_RS01290	ABJ972_RS02180
OG0000320	DR095_RS01355	ABJ972_RS02310
OG0000321	DR095_RS01420	ABJ972_RS01320
OG0000322	DR095_RS01465	ABJ972_RS01365
OG0000323	DR095_RS02955	ABJ972_RS01495
OG0000324	DR095_RS02035	ABJ972_RS02220
OG0000325	DR095_RS02075	ABJ972_RS00970
OG0000326	DR095_RS02170	ABJ972_RS00870
OG0000327	DR095_RS02175	ABJ972_RS00865
OG0000328	DR095_RS02440	ABJ972_RS00780
OG0000329	DR095_RS02420	ABJ972_RS00760
OG0000330	DR095_RS02235	ABJ972_RS01090
OG0000331	DR095_RS01720	ABJ972_RS02895
OG0000332	DR095_RS01815	ABJ972_RS03020
OG0000333	DR095_RS01825	ABJ972_RS03030
OG0000334	DR095_RS01890	ABJ972_RS03135
OG0000335	DR095_RS03875	ABJ972_RS03145
OG0000336	DR095_RS03950	ABJ972_RS03305
OG0000337	DR095_RS01160	ABJ972_RS03505
OG0000338	DR095_RS01120	ABJ972_RS03545
OG0000339	DR095_RS01375	ABJ972_RS02285
OG0000340	DR095_RS01400	ABJ972_RS01300
OG0000341	DR095_RS02015	ABJ972_RS02240
OG0000342	DR095_RS02105	ABJ972_RS00935
OG0000343	DR095_RS01835	ABJ972_RS03040
OG0000344	DR095_RS00060	ABJ972_RS00560
OG0000345	DR095_RS02305	ABJ972_RS00645
OG0000346	DR095_RS03945	ABJ972_RS03310
OG0000347	DR095_RS01490	ABJ972_RS01390
OG0000348	DR095_RS03905	ABJ972_RS00860
OG0000349	DR095_RS02540	ABJ972_RS03370
OG0000350	DR095_RS00295	ABJ972_RS02680
OG0000351	DR095_RS00660	ABJ972_RS00480
OG0000352	DR095_RS02755	ABJ972_RS01900
OG0000353	DR095_RS01460	ABJ972_RS01360
OG0000354	DR095_RS00110	ABJ972_RS01035
OG0000355	DR095_RS03980	ABJ972_RS01875
OG0000356	DR095_RS03985	ABJ972_RS01955
OG0000357	DR095_RS03860	ABJ972_RS03000
OG0000358	DR095_RS01800	ABJ972_RS03005
OG0000359	DR095_RS03900	ABJ972_RS00890
OG0000360	DR095_RS00880	ABJ972_RS00260
OG0000361	DR095_RS00850	ABJ972_RS00290
OG0000362	DR095_RS00540	ABJ972_RS02480
OG0000363	DR095_RS01530	ABJ972_RS01430
OG0000365	DR095_RS04025	ABJ972_RS02005
OG0000366	DR095_RS02870	ABJ972_RS02025
OG0000367	DR095_RS02860	ABJ972_RS02035
OG0000368	DR095_RS01055	ABJ972_RS00060
OG0000369	DR095_RS03410	ABJ972_RS00025
OG0000370	DR095_RS01095	ABJ972_RS00020
OG0000371	DR095_RS01100	ABJ972_RS00015
OG0000372	DR095_RS01105	ABJ972_RS00010
OG0000373	DR095_RS01130	ABJ972_RS03535
OG0000374	DR095_RS01140	ABJ972_RS03525
OG0000375	DR095_RS01285	ABJ972_RS02175
OG0000376	DR095_RS01340	ABJ972_RS02325
OG0000377	DR095_RS01350	ABJ972_RS02315
OG0000378	DR095_RS01385	ABJ972_RS01280
OG0000379	DR095_RS01455	ABJ972_RS01355
OG0000380	DR095_RS01480	ABJ972_RS01380
OG0000381	DR095_RS01520	ABJ972_RS01420
OG0000382	DR095_RS02910	ABJ972_RS01450
OG0000383	DR095_RS02950	ABJ972_RS01490
OG0000384	DR095_RS00655	ABJ972_RS00500
OG0000385	DR095_RS00005	ABJ972_RS00505
OG0000386	DR095_RS00025	ABJ972_RS00525
OG0000387	DR095_RS00050	ABJ972_RS00550
OG0000388	DR095_RS03755	ABJ972_RS00555
OG0000389	DR095_RS00090	ABJ972_RS01055
OG0000390	DR095_RS00190	ABJ972_RS02825
OG0000391	DR095_RS00200	ABJ972_RS02815
OG0000392	DR095_RS00225	ABJ972_RS02790
OG0000393	DR095_RS00280	ABJ972_RS02735
OG0000394	DR095_RS00345	ABJ972_RS02660
OG0000395	DR095_RS00350	ABJ972_RS02655
OG0000396	DR095_RS02695	ABJ972_RS02370
OG0000397	DR095_RS02740	ABJ972_RS01885
OG0000398	DR095_RS02745	ABJ972_RS01890
OG0000399	DR095_RS02790	ABJ972_RS01935
OG0000400	DR095_RS01760	ABJ972_RS02965
OG0000401	DR095_RS01820	ABJ972_RS03025
OG0000402	DR095_RS01830	ABJ972_RS03035
OG0000403	DR095_RS01840	ABJ972_RS03045
OG0000404	DR095_RS03865	ABJ972_RS03070
OG0000405	DR095_RS01875	ABJ972_RS03090
OG0000406	DR095_RS01905	ABJ972_RS03150
OG0000407	DR095_RS03880	ABJ972_RS03155
OG0000408	DR095_RS01915	ABJ972_RS03160
OG0000409	DR095_RS01920	ABJ972_RS03165
OG0000410	DR095_RS02965	ABJ972_RS03225
OG0000411	DR095_RS02975	ABJ972_RS03215
OG0000412	DR095_RS02980	ABJ972_RS03210
OG0000413	DR095_RS01965	ABJ972_RS01505
OG0000414	DR095_RS01975	ABJ972_RS01515
OG0000415	DR095_RS01980	ABJ972_RS01520
OG0000416	DR095_RS01990	ABJ972_RS01530
OG0000417	DR095_RS02020	ABJ972_RS02235
OG0000418	DR095_RS02025	ABJ972_RS02230
OG0000419	DR095_RS02085	ABJ972_RS00960
OG0000420	DR095_RS02120	ABJ972_RS00920
OG0000421	DR095_RS02155	ABJ972_RS00885
OG0000422	DR095_RS02165	ABJ972_RS00875
OG0000423	DR095_RS02480	ABJ972_RS00820
OG0000424	DR095_RS02475	ABJ972_RS00815
OG0000425	DR095_RS02465	ABJ972_RS00805
OG0000426	DR095_RS03585	ABJ972_RS00800
OG0000427	DR095_RS03920	ABJ972_RS00775
OG0000428	DR095_RS02410	ABJ972_RS00750
OG0000429	DR095_RS02315	ABJ972_RS00655
OG0000430	DR095_RS02270	ABJ972_RS00610
OG0000431	DR095_RS02260	ABJ972_RS00600
OG0000432	DR095_RS02240	ABJ972_RS01085
OG0000433	DR095_RS02230	ABJ972_RS01100
OG0000434	DR095_RS02225	ABJ972_RS01105
OG0000435	DR095_RS02210	ABJ972_RS01120
OG0000436	DR095_RS01570	ABJ972_RS01145
OG0000437	DR095_RS01580	ABJ972_RS01155
OG0000438	DR095_RS03840	ABJ972_RS01160
OG0000439	DR095_RS01590	ABJ972_RS01165
OG0000440	DR095_RS03855	ABJ972_RS02875
OG0000441	DR095_RS01745	ABJ972_RS02915
OG0000442	DR095_RS01025	ABJ972_RS00130
OG0000443	DR095_RS00965	ABJ972_RS00175
OG0000444	DR095_RS00950	ABJ972_RS00190
OG0000445	DR095_RS00925	ABJ972_RS00215
OG0000446	DR095_RS00900	ABJ972_RS00240
OG0000447	DR095_RS00895	ABJ972_RS00245
OG0000448	DR095_RS00865	ABJ972_RS00275
OG0000449	DR095_RS00840	ABJ972_RS00300
OG0000450	DR095_RS00830	ABJ972_RS00310
OG0000451	DR095_RS00790	ABJ972_RS00350
OG0000452	DR095_RS00765	ABJ972_RS00375
OG0000453	DR095_RS00730	ABJ972_RS00410
OG0000455	DR095_RS03825	ABJ972_RS03415
OG0000456	DR095_RS02615	ABJ972_RS03295
OG0000457	DR095_RS02640	ABJ972_RS03270
OG0000458	DR095_RS00570	ABJ972_RS02450
OG0000459	DR095_RS00545	ABJ972_RS02475
OG0000460	DR095_RS00535	ABJ972_RS02485
OG0000461	DR095_RS00490	ABJ972_RS02530
OG0000462	DR095_RS00495	ABJ972_RS02525
OG0000463	DR095_RS00500	ABJ972_RS02520
OG0000464	DR095_RS00505	ABJ972_RS02515
OG0000465	DR095_RS00510	ABJ972_RS02510
OG0000466	DR095_RS00760	ABJ972_RS00380
OG0000467	DR095_RS03790	ABJ972_RS02610
OG0000468	DR095_RS02785	ABJ972_RS01930
OG0000469	DR095_RS03050	ABJ972_RS01990
OG0000470	DR095_RS02485	ABJ972_RS00825
OG0000471	DR095_RS02405	ABJ972_RS00745
OG0000472	DR095_RS02665	ABJ972_RS03235
OG0000473	DR095_RS02510	ABJ972_RS03400
OG0000474	DR095_RS02505	ABJ972_RS03405
OG0000475	DR095_RS02500	ABJ972_RS03410
OG0000476	DR095_RS01220	ABJ972_RS01540
OG0000477	DR095_RS00465	ABJ972_RS02555
OG0000478	DR095_RS02565	ABJ972_RS03345
OG0000479	DR095_RS01415	ABJ972_RS01315
OG0000480	DR095_RS03245	ABJ972_RS01995
OG0000481	DR095_RS02190	ABJ972_RS00850
OG0000482	DR095_RS02050	ABJ972_RS01200
OG0000483	DR095_RS02855	ABJ972_RS02040
OG0000484	DR095_RS03800	ABJ972_RS00185
OG0000485	DR095_RS01575	ABJ972_RS01150
OG0000486	DR095_RS02000	ABJ972_RS02255
OG0000487	DR095_RS04010	ABJ972_RS01970
OG0000488	DR095_RS02885	ABJ972_RS02010
OG0000489	DR095_RS01065	ABJ972_RS00050
OG0000490	DR095_RS01125	ABJ972_RS03540
OG0000491	DR095_RS01435	ABJ972_RS01335
OG0000492	DR095_RS01510	ABJ972_RS01410
OG0000493	DR095_RS00065	ABJ972_RS00565
OG0000494	DR095_RS00115	ABJ972_RS01030
OG0000495	DR095_RS00255	ABJ972_RS02760
OG0000496	DR095_RS00265	ABJ972_RS02750
OG0000497	DR095_RS00270	ABJ972_RS02745
OG0000498	DR095_RS00340	ABJ972_RS02665
OG0000499	DR095_RS00400	ABJ972_RS02630
OG0000500	DR095_RS02750	ABJ972_RS01895
OG0000501	DR095_RS01770	ABJ972_RS02975
OG0000502	DR095_RS02060	ABJ972_RS01190
OG0000503	DR095_RS02135	ABJ972_RS00905
OG0000504	DR095_RS02430	ABJ972_RS00770
OG0000505	DR095_RS02395	ABJ972_RS00735
OG0000506	DR095_RS02385	ABJ972_RS00725
OG0000507	DR095_RS02350	ABJ972_RS00690
OG0000508	DR095_RS00905	ABJ972_RS00235
OG0000509	DR095_RS00870	ABJ972_RS00270
OG0000510	DR095_RS00860	ABJ972_RS00280
OG0000511	DR095_RS00725	ABJ972_RS00415
OG0000512	DR095_RS00530	ABJ972_RS02490
OG0000513	DR095_RS02580	ABJ972_RS03330
OG0000514	DR095_RS00230	ABJ972_RS02785
OG0000516	DR095_RS03000	ABJ972_RS01975
OG0000517	DR095_RS01050	ABJ972_RS00065
OG0000518	DR095_RS01810	ABJ972_RS03015
OG0000519	DR095_RS02160	ABJ972_RS00880
OG0000520	DR095_RS02415	ABJ972_RS00755
OG0000521	DR095_RS00890	ABJ972_RS00250
OG0000522	DR095_RS00855	ABJ972_RS00285
OG0000523	DR095_RS02645	ABJ972_RS03265
OG0000524	DR095_RS00425	ABJ972_RS02605
OG0000525	DR095_RS04060	ABJ972_RS03240
OG0000528	DR095_RS03010	ABJ972_RS01980
OG0000529	DR095_RS01300	ABJ972_RS02190
OG0000530	DR095_RS01365	ABJ972_RS02295
OG0000531	DR095_RS01485	ABJ972_RS01385
OG0000533	DR095_RS02250	ABJ972_RS01070
OG0000534	DR095_RS00775	ABJ972_RS00365
OG0000535	DR095_RS01070	ABJ972_RS00045
OG0000536	DR095_RS01195	ABJ972_RS03445
OG0000537	DR095_RS02100	ABJ972_RS00945
OG0000538	DR095_RS02220	ABJ972_RS01110
OG0000539	DR095_RS00940	ABJ972_RS00200
OG0000542	DR095_RS00805	ABJ972_RS00335
OG0000547	DR095_RS00180	ABJ972_RS02835
OG0000548	DR095_RS02700	ABJ972_RS01570
OG0000549	DR095_RS02670	ABJ972_RS03230
OG0000550	DR095_RS02545	ABJ972_RS03365
OG0000551	DR095_RS01730	ABJ972_RS02905
OG0000555	DR095_RS03315	ABJ972_RS02840
OG0000585	DR095_RS03450	ABJ972_RS02155
OG0000589	DR095_RS03040	ABJ972_RS02110
OG0000595	DR095_RS03770	ABJ972_RS02925
OG0000597	DR095_RS00365	ABJ972_RS02920
