Orthogroup	MFC_MF29_genes	MHP_UFV02_genes
OG0000075	DR095_RS00815	FEF31_RS00005
OG0000076	DR095_RS00800	FEF31_RS00020
OG0000077	DR095_RS00715	FEF31_RS00105
OG0000079	DR095_RS00525	FEF31_RS02300
OG0000080	DR095_RS03375	FEF31_RS02345
OG0000081	DR095_RS00820	FEF31_RS03610
OG0000082	DR095_RS00585	FEF31_RS02130
OG0000083	DR095_RS03045	FEF31_RS01765
OG0000084	DR095_RS02880	FEF31_RS01795
OG0000085	DR095_RS02875	FEF31_RS01800
OG0000086	DR095_RS03990	FEF31_RS01810
OG0000087	DR095_RS02850	FEF31_RS01825
OG0000088	DR095_RS02845	FEF31_RS01830
OG0000089	DR095_RS02835	FEF31_RS01840
OG0000090	DR095_RS01045	FEF31_RS03355
OG0000091	DR095_RS01060	FEF31_RS03340
OG0000092	DR095_RS01075	FEF31_RS03325
OG0000093	DR095_RS01080	FEF31_RS03320
OG0000094	DR095_RS01085	FEF31_RS03315
OG0000095	DR095_RS01110	FEF31_RS03290
OG0000096	DR095_RS01115	FEF31_RS03285
OG0000097	DR095_RS01135	FEF31_RS03265
OG0000098	DR095_RS01145	FEF31_RS03255
OG0000099	DR095_RS01200	FEF31_RS04640
OG0000100	DR095_RS01210	FEF31_RS03195
OG0000101	DR095_RS01215	FEF31_RS03190
OG0000102	DR095_RS01225	FEF31_RS01365
OG0000103	DR095_RS01275	FEF31_RS01955
OG0000104	DR095_RS01280	FEF31_RS01960
OG0000105	DR095_RS01295	FEF31_RS01975
OG0000106	DR095_RS01305	FEF31_RS01985
OG0000107	DR095_RS01315	FEF31_RS01995
OG0000108	DR095_RS01320	FEF31_RS02000
OG0000109	DR095_RS01325	FEF31_RS02005
OG0000110	DR095_RS01330	FEF31_RS02120
OG0000111	DR095_RS01335	FEF31_RS02115
OG0000112	DR095_RS01345	FEF31_RS02105
OG0000113	DR095_RS03830	FEF31_RS02085
OG0000114	DR095_RS01370	FEF31_RS02075
OG0000115	DR095_RS01380	FEF31_RS02065
OG0000116	DR095_RS01390	FEF31_RS00955
OG0000117	DR095_RS01395	FEF31_RS00960
OG0000118	DR095_RS01425	FEF31_RS00995
OG0000119	DR095_RS01430	FEF31_RS01000
OG0000120	DR095_RS01445	FEF31_RS01020
OG0000121	DR095_RS01470	FEF31_RS01045
OG0000122	DR095_RS01475	FEF31_RS01050
OG0000123	DR095_RS01495	FEF31_RS01070
OG0000124	DR095_RS01500	FEF31_RS01075
OG0000125	DR095_RS01505	FEF31_RS01080
OG0000126	DR095_RS01515	FEF31_RS01090
OG0000127	DR095_RS01525	FEF31_RS01100
OG0000128	DR095_RS02900	FEF31_RS01115
OG0000129	DR095_RS02905	FEF31_RS01120
OG0000130	DR095_RS02915	FEF31_RS01130
OG0000131	DR095_RS02945	FEF31_RS01160
OG0000132	DR095_RS04000	FEF31_RS04430
OG0000133	DR095_RS00015	FEF31_RS00190
OG0000134	DR095_RS03750	FEF31_RS00195
OG0000135	DR095_RS00035	FEF31_RS00210
OG0000136	DR095_RS00040	FEF31_RS00215
OG0000137	DR095_RS00070	FEF31_RS00245
OG0000138	DR095_RS00095	FEF31_RS00280
OG0000139	DR095_RS00125	FEF31_RS00310
OG0000140	DR095_RS00130	FEF31_RS00315
OG0000141	DR095_RS00155	FEF31_RS02670
OG0000142	DR095_RS03765	FEF31_RS04555
OG0000143	DR095_RS00185	FEF31_RS02645
OG0000144	DR095_RS00195	FEF31_RS02635
OG0000145	DR095_RS00205	FEF31_RS02625
OG0000146	DR095_RS00215	FEF31_RS02615
OG0000147	DR095_RS00220	FEF31_RS02610
OG0000148	DR095_RS00235	FEF31_RS02595
OG0000149	DR095_RS00245	FEF31_RS02585
OG0000150	DR095_RS00260	FEF31_RS02570
OG0000151	DR095_RS00315	FEF31_RS02525
OG0000152	DR095_RS00320	FEF31_RS02520
OG0000153	DR095_RS00325	FEF31_RS02515
OG0000154	DR095_RS00335	FEF31_RS02505
OG0000155	DR095_RS00355	FEF31_RS02465
OG0000156	DR095_RS00390	FEF31_RS02455
OG0000157	DR095_RS03780	FEF31_RS04545
OG0000158	DR095_RS03785	FEF31_RS04540
OG0000159	DR095_RS00635	FEF31_RS02195
OG0000160	DR095_RS00640	FEF31_RS02190
OG0000161	DR095_RS00650	FEF31_RS02185
OG0000162	DR095_RS02680	FEF31_RS02175
OG0000163	DR095_RS02685	FEF31_RS02170
OG0000164	DR095_RS03975	FEF31_RS01270
OG0000165	DR095_RS02760	FEF31_RS01685
OG0000166	DR095_RS02780	FEF31_RS01705
OG0000167	DR095_RS02795	FEF31_RS01720
OG0000168	DR095_RS02800	FEF31_RS01725
OG0000169	DR095_RS01750	FEF31_RS03615
OG0000170	DR095_RS01765	FEF31_RS04785, FEF31_RS04795
OG0000171	DR095_RS01775	FEF31_RS03640
OG0000172	DR095_RS01780	FEF31_RS03645
OG0000173	DR095_RS01785	FEF31_RS03650
OG0000174	DR095_RS01790	FEF31_RS03655
OG0000175	DR095_RS01805	FEF31_RS03670
OG0000176	DR095_RS01845	FEF31_RS03715
OG0000177	DR095_RS01850	FEF31_RS03720
OG0000178	DR095_RS01855	FEF31_RS03725
OG0000179	DR095_RS01865	FEF31_RS03735
OG0000180	DR095_RS01870	FEF31_RS03740
OG0000181	DR095_RS03870	FEF31_RS04690
OG0000182	DR095_RS01895	FEF31_RS03795
OG0000183	DR095_RS01930	FEF31_RS03830
OG0000184	DR095_RS02970	FEF31_RS02980
OG0000185	DR095_RS02985	FEF31_RS02965
OG0000186	DR095_RS01970	FEF31_RS04435
OG0000187	DR095_RS01985	FEF31_RS01200
OG0000188	DR095_RS01995	FEF31_RS01210
OG0000189	DR095_RS03890	FEF31_RS04520
OG0000190	DR095_RS02010	FEF31_RS02035
OG0000191	DR095_RS02030	FEF31_RS02015
OG0000192	DR095_RS02040	FEF31_RS00875
OG0000193	DR095_RS02055	FEF31_RS00860
OG0000194	DR095_RS02065	FEF31_RS00345
OG0000195	DR095_RS02070	FEF31_RS00350
OG0000196	DR095_RS03895	FEF31_RS00370
OG0000197	DR095_RS02095	FEF31_RS00375
OG0000198	DR095_RS02110	FEF31_RS00390
OG0000199	DR095_RS02115	FEF31_RS00395
OG0000200	DR095_RS02130	FEF31_RS00410
OG0000201	DR095_RS02140	FEF31_RS00420
OG0000202	DR095_RS02195	FEF31_RS00475
OG0000203	DR095_RS02200	FEF31_RS00480
OG0000204	DR095_RS03925	FEF31_RS00485
OG0000205	DR095_RS02490	FEF31_RS00490
OG0000206	DR095_RS02470	FEF31_RS00510
OG0000207	DR095_RS02455	FEF31_RS00525
OG0000208	DR095_RS02450	FEF31_RS00530
OG0000209	DR095_RS02445	FEF31_RS00535
OG0000210	DR095_RS02400	FEF31_RS00580
OG0000211	DR095_RS02390	FEF31_RS00590
OG0000212	DR095_RS02380	FEF31_RS00600
OG0000213	DR095_RS02375	FEF31_RS00605
OG0000214	DR095_RS02370	FEF31_RS00610
OG0000215	DR095_RS02365	FEF31_RS00615
OG0000216	DR095_RS02360	FEF31_RS00620
OG0000217	DR095_RS02355	FEF31_RS00625
OG0000218	DR095_RS03910	FEF31_RS00635
OG0000219	DR095_RS02340	FEF31_RS00640
OG0000220	DR095_RS02335	FEF31_RS00645
OG0000221	DR095_RS02330	FEF31_RS00650
OG0000222	DR095_RS02325	FEF31_RS00655
OG0000223	DR095_RS02320	FEF31_RS00660
OG0000224	DR095_RS02310	FEF31_RS00670
OG0000225	DR095_RS02300	FEF31_RS00680
OG0000226	DR095_RS02295	FEF31_RS00685
OG0000227	DR095_RS02290	FEF31_RS00690
OG0000228	DR095_RS04045	FEF31_RS04770
OG0000229	DR095_RS02280	FEF31_RS00700
OG0000230	DR095_RS02275	FEF31_RS00705
OG0000231	DR095_RS02265	FEF31_RS00715
OG0000232	DR095_RS02255	FEF31_RS00725
OG0000233	DR095_RS02245	FEF31_RS00750
OG0000234	DR095_RS02215	FEF31_RS00785
OG0000235	DR095_RS02205	FEF31_RS00795
OG0000236	DR095_RS01540	FEF31_RS00800
OG0000237	DR095_RS01560	FEF31_RS00805
OG0000238	DR095_RS01565	FEF31_RS00810
OG0000239	DR095_RS01595	FEF31_RS02680
OG0000240	DR095_RS01600	FEF31_RS02685
OG0000241	DR095_RS01705	FEF31_RS02695
OG0000242	DR095_RS01710	FEF31_RS02700
OG0000243	DR095_RS01715	FEF31_RS02705
OG0000244	DR095_RS01725	FEF31_RS02715
OG0000245	DR095_RS01735	FEF31_RS02720
OG0000246	DR095_RS01030	FEF31_RS03410
OG0000247	DR095_RS01020	FEF31_RS03420
OG0000248	DR095_RS00995	FEF31_RS03430
OG0000249	DR095_RS00990	FEF31_RS03435
OG0000250	DR095_RS00975	FEF31_RS03450
OG0000251	DR095_RS00945	FEF31_RS03480
OG0000252	DR095_RS00935	FEF31_RS03490
OG0000253	DR095_RS00930	FEF31_RS03495
OG0000254	DR095_RS00920	FEF31_RS03505
OG0000255	DR095_RS00915	FEF31_RS03510
OG0000256	DR095_RS00910	FEF31_RS03515
OG0000257	DR095_RS00885	FEF31_RS03540
OG0000258	DR095_RS00875	FEF31_RS03550
OG0000259	DR095_RS00845	FEF31_RS03580
OG0000260	DR095_RS00835	FEF31_RS03590
OG0000261	DR095_RS03795	FEF31_RS04680
OG0000262	DR095_RS00810	FEF31_RS00010
OG0000263	DR095_RS00795	FEF31_RS00025
OG0000264	DR095_RS00780	FEF31_RS00040
OG0000265	DR095_RS00770	FEF31_RS00050
OG0000266	DR095_RS00755	FEF31_RS00065
OG0000267	DR095_RS00740	FEF31_RS00080
OG0000268	DR095_RS00735	FEF31_RS00085
OG0000269	DR095_RS00720	FEF31_RS00100
OG0000270	DR095_RS03930	FEF31_RS04635
OG0000271	DR095_RS02520	FEF31_RS03160
OG0000272	DR095_RS02525	FEF31_RS03155
OG0000273	DR095_RS02530	FEF31_RS03150
OG0000274	DR095_RS02550	FEF31_RS03130
OG0000275	DR095_RS03935	FEF31_RS04625
OG0000276	DR095_RS02560	FEF31_RS03120
OG0000277	DR095_RS03940	FEF31_RS03110
OG0000278	DR095_RS02575	FEF31_RS03105
OG0000279	DR095_RS02585	FEF31_RS03095
OG0000280	DR095_RS02590	FEF31_RS03090
OG0000281	DR095_RS02595	FEF31_RS03085
OG0000282	DR095_RS02620	FEF31_RS04615
OG0000283	DR095_RS02625	FEF31_RS03055
OG0000284	DR095_RS02630	FEF31_RS03050
OG0000285	DR095_RS03955	FEF31_RS04610
OG0000286	DR095_RS00590	FEF31_RS02155
OG0000287	DR095_RS00565	FEF31_RS02260
OG0000288	DR095_RS00555	FEF31_RS02270
OG0000289	DR095_RS00550	FEF31_RS02275
OG0000290	DR095_RS03370	FEF31_RS02385
OG0000291	DR095_RS00450	FEF31_RS02375
OG0000292	DR095_RS00455	FEF31_RS02370
OG0000293	DR095_RS00460	FEF31_RS02365
OG0000294	DR095_RS00470	FEF31_RS02355
OG0000295	DR095_RS00475	FEF31_RS02350
OG0000296	DR095_RS00515	FEF31_RS02310
OG0000297	DR095_RS00520	FEF31_RS02305
OG0000298	DR095_RS00980	FEF31_RS03445
OG0000299	DR095_RS00960	FEF31_RS03465
OG0000300	DR095_RS00785	FEF31_RS00035
OG0000301	DR095_RS00750	FEF31_RS00070
OG0000302	DR095_RS00745	FEF31_RS00075
OG0000303	DR095_RS00045	FEF31_RS00220
OG0000304	DR095_RS00080	FEF31_RS00730
OG0000305	DR095_RS00210	FEF31_RS02620
OG0000306	DR095_RS00290	FEF31_RS02545
OG0000307	DR095_RS00330	FEF31_RS02510
OG0000308	DR095_RS00430	FEF31_RS02405
OG0000309	DR095_RS00485	FEF31_RS02340
OG0000310	DR095_RS00560	FEF31_RS02265
OG0000311	DR095_RS00610	FEF31_RS02215
OG0000312	DR095_RS00630	FEF31_RS02200
OG0000313	DR095_RS02705	FEF31_RS01260
OG0000314	DR095_RS02775	FEF31_RS01700
OG0000315	DR095_RS02805	FEF31_RS01730
OG0000316	DR095_RS02815	FEF31_RS01740
OG0000317	DR095_RS02840	FEF31_RS01835
OG0000318	DR095_RS04005	FEF31_RS04480
OG0000319	DR095_RS01290	FEF31_RS01970
OG0000320	DR095_RS01355	FEF31_RS02095
OG0000321	DR095_RS01420	FEF31_RS00990
OG0000322	DR095_RS01465	FEF31_RS01040
OG0000323	DR095_RS02955	FEF31_RS01170
OG0000324	DR095_RS02035	FEF31_RS02010
OG0000325	DR095_RS02075	FEF31_RS00355
OG0000326	DR095_RS02170	FEF31_RS00450
OG0000327	DR095_RS02175	FEF31_RS00455
OG0000328	DR095_RS02440	FEF31_RS00540
OG0000329	DR095_RS02420	FEF31_RS00560
OG0000330	DR095_RS02235	FEF31_RS00760
OG0000331	DR095_RS01720	FEF31_RS02710
OG0000332	DR095_RS01815	FEF31_RS03680
OG0000333	DR095_RS01825	FEF31_RS03690
OG0000334	DR095_RS01890	FEF31_RS03790
OG0000335	DR095_RS03875	FEF31_RS03800
OG0000336	DR095_RS03950	FEF31_RS04620
OG0000337	DR095_RS01160	FEF31_RS03240
OG0000338	DR095_RS01120	FEF31_RS03280
OG0000339	DR095_RS01375	FEF31_RS02070
OG0000340	DR095_RS01400	FEF31_RS00970
OG0000341	DR095_RS02015	FEF31_RS02030
OG0000342	DR095_RS02105	FEF31_RS00385
OG0000343	DR095_RS01835	FEF31_RS03700
OG0000344	DR095_RS00060	FEF31_RS00235
OG0000345	DR095_RS02305	FEF31_RS00675
OG0000346	DR095_RS03945	FEF31_RS03080
OG0000347	DR095_RS01490	FEF31_RS01065
OG0000348	DR095_RS03905	FEF31_RS00460
OG0000349	DR095_RS02540	FEF31_RS04630
OG0000350	DR095_RS00295	FEF31_RS02500
OG0000351	DR095_RS00660	FEF31_RS00155
OG0000352	DR095_RS02755	FEF31_RS01680
OG0000353	DR095_RS01460	FEF31_RS01035
OG0000354	DR095_RS00110	FEF31_RS00295
OG0000355	DR095_RS03980	FEF31_RS04470
OG0000356	DR095_RS03985	FEF31_RS04475
OG0000357	DR095_RS03860	FEF31_RS04685
OG0000358	DR095_RS01800	FEF31_RS03665
OG0000359	DR095_RS03900	FEF31_RS04380
OG0000360	DR095_RS00880	FEF31_RS03545
OG0000361	DR095_RS00850	FEF31_RS03575
OG0000362	DR095_RS00540	FEF31_RS02285
OG0000363	DR095_RS01530	FEF31_RS01105
OG0000365	DR095_RS04025	FEF31_RS01785
OG0000366	DR095_RS02870	FEF31_RS01805
OG0000367	DR095_RS02860	FEF31_RS01815
OG0000368	DR095_RS01055	FEF31_RS03345
OG0000369	DR095_RS03410	FEF31_RS04650
OG0000370	DR095_RS01095	FEF31_RS03305
OG0000371	DR095_RS01100	FEF31_RS03300
OG0000372	DR095_RS01105	FEF31_RS03295
OG0000373	DR095_RS01130	FEF31_RS03270
OG0000374	DR095_RS01140	FEF31_RS03260
OG0000375	DR095_RS01285	FEF31_RS01965
OG0000376	DR095_RS01340	FEF31_RS02110
OG0000377	DR095_RS01350	FEF31_RS02100
OG0000378	DR095_RS01385	FEF31_RS00950
OG0000379	DR095_RS01455	FEF31_RS01030
OG0000380	DR095_RS01480	FEF31_RS01055
OG0000381	DR095_RS01520	FEF31_RS01095
OG0000382	DR095_RS02910	FEF31_RS01125
OG0000383	DR095_RS02950	FEF31_RS01165
OG0000384	DR095_RS00655	FEF31_RS00175
OG0000385	DR095_RS00005	FEF31_RS00180
OG0000386	DR095_RS00025	FEF31_RS00200
OG0000387	DR095_RS00050	FEF31_RS00225
OG0000388	DR095_RS03755	FEF31_RS04370
OG0000389	DR095_RS00090	FEF31_RS00275
OG0000390	DR095_RS00190	FEF31_RS02640
OG0000391	DR095_RS00200	FEF31_RS02630
OG0000392	DR095_RS00225	FEF31_RS02605
OG0000393	DR095_RS00280	FEF31_RS04550
OG0000394	DR095_RS00345	FEF31_RS02475
OG0000395	DR095_RS00350	FEF31_RS02470
OG0000396	DR095_RS02695	FEF31_RS02160
OG0000397	DR095_RS02740	FEF31_RS01665
OG0000398	DR095_RS02745	FEF31_RS01670
OG0000399	DR095_RS02790	FEF31_RS01715
OG0000400	DR095_RS01760	FEF31_RS03625
OG0000401	DR095_RS01820	FEF31_RS03685
OG0000402	DR095_RS01830	FEF31_RS03695
OG0000403	DR095_RS01840	FEF31_RS03705
OG0000404	DR095_RS03865	FEF31_RS03730
OG0000405	DR095_RS01875	FEF31_RS04800
OG0000406	DR095_RS01905	FEF31_RS03805
OG0000407	DR095_RS03880	FEF31_RS04695
OG0000408	DR095_RS01915	FEF31_RS03815
OG0000409	DR095_RS01920	FEF31_RS03820
OG0000410	DR095_RS02965	FEF31_RS02985
OG0000411	DR095_RS02975	FEF31_RS02975
OG0000412	DR095_RS02980	FEF31_RS02970
OG0000413	DR095_RS01965	FEF31_RS01180
OG0000414	DR095_RS01975	FEF31_RS01190
OG0000415	DR095_RS01980	FEF31_RS01195
OG0000416	DR095_RS01990	FEF31_RS01205
OG0000417	DR095_RS02020	FEF31_RS02025
OG0000418	DR095_RS02025	FEF31_RS02020
OG0000419	DR095_RS02085	FEF31_RS00365
OG0000420	DR095_RS02120	FEF31_RS00400
OG0000421	DR095_RS02155	FEF31_RS00435
OG0000422	DR095_RS02165	FEF31_RS00445
OG0000423	DR095_RS02480	FEF31_RS00500
OG0000424	DR095_RS02475	FEF31_RS00505
OG0000425	DR095_RS02465	FEF31_RS00515
OG0000426	DR095_RS03585	FEF31_RS04385
OG0000427	DR095_RS03920	FEF31_RS04390
OG0000428	DR095_RS02410	FEF31_RS00570
OG0000429	DR095_RS02315	FEF31_RS00665
OG0000430	DR095_RS02270	FEF31_RS00710
OG0000431	DR095_RS02260	FEF31_RS00720
OG0000432	DR095_RS02240	FEF31_RS00755
OG0000433	DR095_RS02230	FEF31_RS00770
OG0000434	DR095_RS02225	FEF31_RS00775
OG0000435	DR095_RS02210	FEF31_RS00790
OG0000436	DR095_RS01570	FEF31_RS00815
OG0000437	DR095_RS01580	FEF31_RS00825
OG0000438	DR095_RS03840	FEF31_RS00830
OG0000439	DR095_RS01590	FEF31_RS04400
OG0000440	DR095_RS03855	FEF31_RS02690
OG0000441	DR095_RS01745	FEF31_RS02725
OG0000442	DR095_RS01025	FEF31_RS03415
OG0000443	DR095_RS00965	FEF31_RS03460
OG0000444	DR095_RS00950	FEF31_RS03475
OG0000445	DR095_RS00925	FEF31_RS03500
OG0000446	DR095_RS00900	FEF31_RS03525
OG0000447	DR095_RS00895	FEF31_RS03530
OG0000448	DR095_RS00865	FEF31_RS03560
OG0000449	DR095_RS00840	FEF31_RS03585
OG0000450	DR095_RS00830	FEF31_RS03595
OG0000451	DR095_RS00790	FEF31_RS00030
OG0000452	DR095_RS00765	FEF31_RS00055
OG0000453	DR095_RS00730	FEF31_RS00090
OG0000455	DR095_RS03825	FEF31_RS03185
OG0000456	DR095_RS02615	FEF31_RS03065
OG0000457	DR095_RS02640	FEF31_RS03040
OG0000458	DR095_RS00570	FEF31_RS02255
OG0000459	DR095_RS00545	FEF31_RS02280
OG0000460	DR095_RS00535	FEF31_RS02290
OG0000461	DR095_RS00490	FEF31_RS02335
OG0000462	DR095_RS00495	FEF31_RS02330
OG0000463	DR095_RS00500	FEF31_RS02325
OG0000464	DR095_RS00505	FEF31_RS02320
OG0000465	DR095_RS00510	FEF31_RS02315
OG0000466	DR095_RS00760	FEF31_RS00060
OG0000467	DR095_RS03790	FEF31_RS04530
OG0000468	DR095_RS02785	FEF31_RS01710
OG0000469	DR095_RS03050	FEF31_RS01770
OG0000470	DR095_RS02485	FEF31_RS00495
OG0000471	DR095_RS02405	FEF31_RS00575
OG0000472	DR095_RS02665	FEF31_RS02995
OG0000473	DR095_RS02510	FEF31_RS03170
OG0000474	DR095_RS02505	FEF31_RS03175
OG0000475	DR095_RS02500	FEF31_RS03180
OG0000476	DR095_RS01220	FEF31_RS01215
OG0000477	DR095_RS00465	FEF31_RS02360
OG0000478	DR095_RS02565	FEF31_RS03115
OG0000479	DR095_RS01415	FEF31_RS00985
OG0000480	DR095_RS03245	FEF31_RS01775
OG0000481	DR095_RS02190	FEF31_RS00470
OG0000482	DR095_RS02050	FEF31_RS00865
OG0000483	DR095_RS02855	FEF31_RS01820
OG0000484	DR095_RS03800	FEF31_RS04675
OG0000485	DR095_RS01575	FEF31_RS00820
OG0000486	DR095_RS02000	FEF31_RS02045
OG0000487	DR095_RS04010	FEF31_RS04485
OG0000488	DR095_RS02885	FEF31_RS01790
OG0000489	DR095_RS01065	FEF31_RS03335
OG0000490	DR095_RS01125	FEF31_RS03275
OG0000491	DR095_RS01435	FEF31_RS01005
OG0000492	DR095_RS01510	FEF31_RS01085
OG0000493	DR095_RS00065	FEF31_RS00240
OG0000494	DR095_RS00115	FEF31_RS00300
OG0000495	DR095_RS00255	FEF31_RS02575
OG0000496	DR095_RS00265	FEF31_RS02565
OG0000497	DR095_RS00270	FEF31_RS02560
OG0000498	DR095_RS00340	FEF31_RS02480
OG0000499	DR095_RS00400	FEF31_RS02445
OG0000500	DR095_RS02750	FEF31_RS01675
OG0000502	DR095_RS02060	FEF31_RS00855
OG0000503	DR095_RS02135	FEF31_RS00415
OG0000504	DR095_RS02430	FEF31_RS00550
OG0000505	DR095_RS02395	FEF31_RS00585
OG0000506	DR095_RS02385	FEF31_RS00595
OG0000507	DR095_RS02350	FEF31_RS00630
OG0000508	DR095_RS00905	FEF31_RS03520
OG0000509	DR095_RS00870	FEF31_RS03555
OG0000510	DR095_RS00860	FEF31_RS03565
OG0000511	DR095_RS00725	FEF31_RS00095
OG0000512	DR095_RS00530	FEF31_RS02295
OG0000513	DR095_RS02580	FEF31_RS03100
OG0000514	DR095_RS00230	FEF31_RS02600
OG0000516	DR095_RS03000	FEF31_RS04490
OG0000517	DR095_RS01050	FEF31_RS03350
OG0000518	DR095_RS01810	FEF31_RS03675
OG0000519	DR095_RS02160	FEF31_RS00440
OG0000520	DR095_RS02415	FEF31_RS00565
OG0000521	DR095_RS00890	FEF31_RS03535
OG0000522	DR095_RS00855	FEF31_RS03570
OG0000523	DR095_RS02645	FEF31_RS03035
OG0000524	DR095_RS00425	FEF31_RS02410
OG0000525	DR095_RS04060	FEF31_RS04585
OG0000528	DR095_RS03010	FEF31_RS01760
OG0000529	DR095_RS01300	FEF31_RS01980
OG0000530	DR095_RS01365	FEF31_RS02080
OG0000531	DR095_RS01485	FEF31_RS01060
OG0000533	DR095_RS02250	FEF31_RS00260
OG0000534	DR095_RS00775	FEF31_RS00045
OG0000535	DR095_RS01070	FEF31_RS04655
OG0000536	DR095_RS01195	FEF31_RS03215
OG0000537	DR095_RS02100	FEF31_RS00380
OG0000538	DR095_RS02220	FEF31_RS00780
OG0000539	DR095_RS00940	FEF31_RS03485
OG0000541	DR095_RS00385	FEF31_RS02460
OG0000542	DR095_RS00805	FEF31_RS00015
OG0000547	DR095_RS00180	FEF31_RS02650
OG0000548	DR095_RS02700	FEF31_RS01255
OG0000549	DR095_RS02670	FEF31_RS04580
OG0000550	DR095_RS02545	FEF31_RS03135
OG0000555	DR095_RS03315	FEF31_RS02655
OG0000556	DR095_RS03845	FEF31_RS04460
OG0000584	DR095_RS01670	FEF31_RS01425
OG0000585	DR095_RS03450	FEF31_RS01950
OG0000589	DR095_RS03040	FEF31_RS01890
OG0000590	DR095_RS01680	FEF31_RS01410
OG0000595	DR095_RS03770	FEF31_RS02735
OG0000596	DR095_RS01005	FEF31_RS01490
OG0000597	DR095_RS00365	FEF31_RS02730
OG0000598	DR095_RS01010	FEF31_RS01495
OG0000599	DR095_RS01015	FEF31_RS01500
OG0000600	DR095_RS01665	FEF31_RS01430
OG0000603	DR095_RS01650	FEF31_RS01440
OG0000605	DR095_RS01645	FEF31_RS01445
OG0000628	DR095_RS01615	FEF31_RS01475
OG0000629	DR095_RS01690	FEF31_RS01400
OG0000630	DR095_RS01605	FEF31_RS01485
OG0000631	DR095_RS01610	FEF31_RS01480
