Seq_id	Size	Description
1	897405	IDJ
2	956514	IDES2
3	927216	ID133A
4	927172	ID131B
5	921541	ID111A
6	920587	IDLH
7	920420	ID154B
8	920392	ID153B
9	918900	IDES2L
10	901311	ID116
11	900736	IDUe273
12	894983	IDF72C
13	891138	ID1257
14	886877	ID4284
15	960532	IDNCTC10127
16	925576	ID168
17	921093	ID168L
18	920079	ID7448
19	898495	ID7422
20	892758	ID232
21	923612	ID112B
22	910816	IDUFV01
23	898336	ID11
24	882420	ID98
25	960219	IDUFV02
26	902476	IDMHP691
27	879752	IDMHP696
28	923878	IDMHP699
29	871408	IDMHP694
30	880293	IDMHP709
31	909216	IDMHP650
32	898402	IDMHP653
33	912568	IDMHP682
34	906915	IDMHP679
35	913664	IDTB1
36	964503	IDKM014
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
10	-	380237	351650	28588
11	-	398571	363661	34911
12	-	396167	369005	27163
13	-	390660	362094	28567
14	-	382197	353651	28547
15	-	170685	138034	32652
16	+	379098	407439	28342
17	+	383120	408662	25543
18	-	395555	362553	33003
19	-	401854	374725	27130
20	-	392247	359598	32650
21	-	402589	375416	27174
22	-	476070	448882	27189
23	-	50722	18052	32671
24	-	319360	288313	31048
25	-	534342	507148	27195
26	-	405236	376379	28858
27	-	352354	323803	28552
28	-	415612	382271	33342
29	-	356226	323254	32973
30	-	392441	363570	28872
31	-	539617	513399	26219
32	-	396559	368953	27607
33	-	399964	373887	26078
34	-	351119	324984	26136
35	+	356596	382194	25599
36	-	620369	590365	30005
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
1	+	450631	461123	10493
2	+	490518	500989	10472
3	+	478723	489229	10507
4	+	478723	489228	10506
5	-	454406	443897	10510
6	+	475226	485721	10496
7	+	454888	465395	10508
8	+	454873	465386	10514
9	+	453852	464283	10432
10	+	455033	465550	10518
11	+	471463	483874	12412
12	-	427815	417338	10478
13	+	464676	475178	10503
14	+	448357	458828	10472
15	+	235538	246012	10475
16	-	522291	511603	10689
17	-	523308	512619	10690
18	+	467170	477678	10509
19	+	475616	486117	10502
20	+	457100	467576	10477
21	-	456114	445800	10315
22	+	569674	580177	10504
23	+	115573	126043	10471
24	+	390542	401476	10935
25	+	627817	638321	10505
26	+	467770	478215	10446
27	+	418095	428886	10792
28	+	482381	492660	10280
29	+	460137	470634	10498
30	+	458171	468702	10532
31	+	605739	615915	10177
32	+	471590	482120	10531
33	+	470914	480917	10004
34	+	445245	455692	10448
35	-	488207	478475	9733
36	+	688218	698692	10475
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	+	552948	568328	15381
2	+	617395	632780	15386
3	+	585210	600537	15328
4	+	585174	600494	15321
5	+	583974	599303	15330
6	+	579496	594840	15345
7	+	585951	601276	15326
8	+	585932	601258	15327
9	+	558430	573744	15315
10	+	559979	575303	15325
11	+	557836	573171	15336
12	+	559908	575197	15290
13	+	565596	580902	15307
14	+	553213	568537	15325
15	+	319598	334954	15357
16	+	573343	588691	15349
17	+	574629	589969	15341
18	+	576321	591606	15286
19	+	574006	589315	15310
20	+	541156	556509	15354
21	+	585887	601256	15370
22	+	670725	686033	15309
23	+	199501	214851	15351
24	+	463250	478574	15325
25	+	728788	744083	15296
26	+	588276	603704	15429
27	+	521624	537054	15431
28	+	581871	597366	15496
29	+	542622	558033	15412
30	+	559128	574561	15434
31	+	708849	724163	15315
32	+	578019	593558	15540
33	+	573279	588759	15481
34	+	537094	552516	15423
35	+	538171	553556	15386
36	+	790801	806136	15336
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
1	+	234241	249386	15146
2	+	245361	260500	15140
3	+	264194	279330	15137
4	+	264210	279346	15137
5	+	259722	274872	15151
6	+	265606	280751	15146
7	+	240957	256103	15147
8	+	240922	256068	15147
9	+	237770	252906	15137
10	+	235967	251121	15155
11	+	246697	261846	15150
12	+	259243	274389	15147
13	+	247292	262446	15155
14	+	240215	255360	15146
15	-	767157	752012	15146
16	+	238079	253224	15146
17	+	238034	253179	15146
18	+	241650	256800	15151
19	+	260605	275756	15152
20	-	207669	194642	13028
21	+	261630	276779	15150
22	+	335621	350766	15146
23	-	758877	745850	13028
24	+	168022	183158	15137
25	+	393973	409118	15146
26	+	263892	278822	14931
27	+	212482	227663	15182
28	+	261629	276774	15146
29	+	209677	224822	15146
30	+	252009	267190	15182
31	+	392934	408079	15146
32	+	255601	270923	15323
33	+	255879	271024	15146
34	+	213342	228494	15153
35	+	214496	229463	14968
36	+	472407	487544	15138
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	-	220025	198578	21448
2	-	231134	208892	22243
3	-	249978	228562	21417
4	-	249993	228576	21418
5	-	245504	223241	22264
6	-	229340	205399	23942
7	+	138882	160632	21751
8	+	138851	160607	21757
9	-	223554	201980	21575
10	+	136384	158334	21951
11	-	232481	210172	22310
12	-	245582	220765	24818
13	+	141644	163885	22242
14	+	142336	164184	21849
15	+	781373	803260	21888
16	+	134048	156269	22222
17	+	134007	156227	22221
18	-	227433	206003	21431
19	-	246388	224943	21446
20	+	221885	243773	21889
21	-	247413	225132	22282
22	-	321423	299838	21586
23	+	773093	794812	21720
24	+	112888	135121	22234
25	-	380384	360174	20211
26	+	158935	179879	20945
27	+	115816	136400	20585
28	-	248104	226780	21325
29	+	118613	139019	20407
30	+	155185	175769	20585
31	-	379389	359301	20089
32	-	242078	224288	17791
33	-	242353	222170	20184
34	-	199720	179685	20036
35	+	118042	138175	20134
36	-	458196	436786	21411
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	+	1442	14899	13458
2	+	1313	14768	13456
3	+	1236	14708	13473
4	+	1236	14710	13475
5	+	1236	14646	13411
6	+	1236	14695	13460
7	+	1236	14692	13457
8	+	1236	14693	13458
9	+	1236	14687	13452
10	+	1259	14723	13465
11	+	1236	14712	13477
12	+	1236	14708	13473
13	+	1284	14752	13469
14	+	1282	14757	13476
15	+	1236	14707	13472
16	+	1236	14685	13450
17	+	1236	14709	13474
18	+	1442	14913	13472
19	+	1442	14926	13485
20	+	1236	14707	13472
21	+	1236	14669	13434
22	+	98823	112295	13473
23	+	534028	547500	13473
24	+	862520	875983	13464
25	+	157254	170726	13473
26	+	26816	40272	13457
27	+	850306	863770	13465
28	+	26851	40315	13465
29	-	418763	405289	13475
30	+	16147	29611	13465
31	+	166115	179549	13435
32	+	16142	29615	13474
33	+	1	13456	13456
34	+	865057	878525	13469
35	+	883204	896702	13499
36	+	190830	204290	13461
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	+	575645	670009	94365
2	+	640097	730915	90819
3	+	607854	699812	91959
4	+	607811	699768	91958
5	+	606620	696390	89771
6	+	602157	691974	89818
7	+	608593	702092	93500
8	+	608575	702077	93503
9	+	581061	673571	92511
10	+	582620	673318	90699
11	+	580488	670284	89797
12	+	582514	673042	90529
13	+	588219	677680	89462
14	+	575854	665974	90121
15	+	342271	432579	90309
16	+	596008	686603	90596
17	+	597286	687902	90617
18	+	598923	691615	92693
19	+	596632	686514	89883
20	+	563826	654185	90360
21	+	608573	698363	89791
22	+	693350	784314	90965
23	+	222168	312428	90261
24	+	485891	575252	89362
25	+	751400	845709	94310
26	+	611021	701000	89980
27	+	544371	635393	91023
28	+	604683	694409	89727
29	+	565350	656123	90774
30	+	581878	673496	91619
31	+	731480	821597	90118
32	+	600875	688664	87790
33	+	596076	689508	93433
34	+	559833	650195	90363
35	+	560873	651588	90716
36	+	813448	903664	90217
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	+	461124	469045	7922
2	+	500990	508911	7922
3	+	489230	497150	7921
4	+	489229	497148	7920
5	-	443896	435975	7922
6	+	485722	493644	7923
7	+	486855	494784	7930
8	+	486846	494776	7931
9	+	464284	472206	7923
10	+	465551	473472	7922
11	+	483875	491797	7923
12	-	417337	409415	7923
13	+	475179	483097	7919
14	+	458829	466751	7923
15	+	246013	253934	7922
16	-	511602	503681	7922
17	-	512618	504697	7922
18	+	477679	485600	7922
19	+	486118	494039	7922
20	+	467577	475498	7922
21	-	445799	437879	7921
22	+	580178	588099	7922
23	+	126044	133965	7922
24	+	401477	409398	7922
25	+	638322	646243	7922
26	+	478216	486138	7923
27	+	428887	436808	7922
28	+	492661	500582	7922
29	+	470635	478556	7922
30	+	468703	476624	7922
31	+	615916	623837	7922
32	+	482121	489385	7265
33	+	480918	488839	7922
34	+	455693	463615	7923
35	-	478474	471211	7264
36	+	698693	706611	7919
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	-	431612	399064	32549
2	-	471505	440640	30866
3	-	459701	428760	30942
4	-	459703	428761	30943
5	+	473444	504389	30946
6	-	456198	425334	30865
7	-	435870	404952	30919
8	-	435851	404928	30924
9	-	434835	401749	33087
10	-	435981	407890	28092
11	-	452396	421485	30912
12	+	446830	477806	30977
13	-	445631	414785	30847
14	-	429332	398409	30924
15	-	216523	185730	30794
16	-	462755	431878	30878
17	-	463775	432896	30880
18	-	448156	417231	30926
19	-	456603	425688	30916
20	-	438085	407294	30792
21	+	475352	506290	30939
22	-	550650	519741	30910
23	-	96549	65767	30783
24	-	371522	338798	32725
25	-	608799	577886	30914
26	-	448724	417535	31190
27	-	399058	368182	30877
28	-	462335	431394	30942
29	-	405160	374208	30953
30	-	439134	408257	30878
31	-	586718	555714	31005
32	-	452533	422009	30525
33	-	451860	421277	30584
34	-	426201	395064	31138
35	-	433281	402434	30848
36	-	669208	636416	32793
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	-	197582	153943	43640
2	-	205789	159520	46270
3	-	227568	183866	43703
4	-	227582	183878	43705
5	-	198873	154999	43875
6	-	204400	162609	41792
7	+	161228	204971	43744
8	+	161203	204937	43735
9	-	200984	159203	41782
10	+	158930	201876	42947
11	-	207067	160816	46252
12	-	199922	158113	41810
13	+	168377	213232	44856
14	+	164780	206559	41780
15	+	803860	847577	43718
16	+	158383	202034	43652
17	+	158341	201990	43650
18	-	205010	161222	43789
19	-	223950	180209	43742
20	+	244373	288087	43715
21	-	198877	154962	43916
22	-	298843	255212	43632
23	+	795412	839129	43718
24	-	798042	754321	43722
25	-	359179	315548	43632
26	+	184306	229263	44958
27	+	136996	178905	41910
28	-	223741	179410	44332
29	+	139615	181578	41964
30	+	176365	218284	41920
31	-	358305	314290	44016
32	-	221182	174927	46256
33	-	220862	178147	42716
34	-	178207	134334	43874
35	+	139580	182276	42697
36	-	435792	392061	43732
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
1	-	513593	503548	10046
2	-	556030	545962	10069
3	-	547922	537728	10195
4	-	547900	537708	10193
5	-	546701	536507	10195
6	-	542022	531966	10057
7	-	548604	538411	10194
8	-	548596	538405	10192
9	-	520762	510720	10043
10	-	522697	512541	10157
11	-	520508	510323	10186
12	-	522598	512547	10052
13	+	488220	499081	10862
14	-	495564	485374	10191
15	-	282497	272443	10055
16	-	534577	523824	10754
17	-	535595	524841	10755
18	-	514316	504110	10207
19	-	536727	526670	10058
20	-	504042	493986	10057
21	-	548599	538406	10194
22	-	633355	623175	10181
23	-	162368	152317	10052
24	-	438181	427989	10193
25	-	691421	681241	10181
26	-	514862	504677	10186
27	-	484010	473702	10309
28	-	544075	533885	10191
29	-	507207	497015	10193
30	-	521874	511678	10197
31	-	669489	658905	10585
32	-	535767	524229	11539
33	-	538685	528104	10582
34	-	506367	496186	10182
35	-	499774	489020	10755
36	-	753481	743279	10203
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
1	+	810364	838210	27847
2	+	867988	895864	27877
3	+	835636	863558	27923
4	+	835598	863515	27918
5	+	832134	860018	27885
6	+	831261	859149	27889
7	+	837893	859076	21184
8	+	837870	859050	21181
9	+	829557	857441	27885
10	+	810874	833358	22485
11	+	815144	839329	24186
12	+	810384	831576	21193
13	+	799935	827776	27842
14	+	804118	825315	21198
15	+	562878	590772	27895
16	+	814423	842316	27894
17	+	813801	841696	27896
18	+	827049	854918	27870
19	+	809293	837156	27864
20	+	803349	831241	27893
21	+	834119	861998	27880
22	+	10482	38377	27896
23	+	443396	471291	27896
24	+	703882	731774	27893
25	+	68934	96827	27894
26	+	826394	854202	27809
27	+	759771	787575	27805
28	+	843875	871685	27811
29	+	793862	821851	27990
30	+	798311	826117	27807
31	+	74746	103304	28559
32	+	814491	842298	27808
33	+	808034	836092	28059
34	+	775402	803207	27806
35	+	774219	802096	27878
36	+	100338	127468	27131
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
1	+	220026	234227	14202
2	+	231135	245347	14213
3	+	249979	264180	14202
4	+	249994	264196	14203
5	+	245505	259708	14204
6	+	229341	243003	13663
7	+	224532	240943	16412
8	+	224497	240908	16412
9	+	223555	237756	14202
10	+	219545	235953	16409
11	+	232482	246683	14202
12	+	245583	259229	13647
13	+	230900	247278	16379
14	+	223794	240201	16408
15	-	781372	767171	14202
16	+	221658	238065	16408
17	+	221613	238020	16408
18	+	227434	241636	14203
19	+	246389	260591	14203
20	-	221884	207683	14202
21	+	247414	261616	14203
22	+	321424	335607	14184
23	-	773092	758891	14202
24	+	150430	168008	17579
25	+	380385	393936	13552
26	+	247292	263878	16587
27	+	196077	212468	16392
28	+	248117	261615	13499
29	+	195144	209663	14520
30	+	235604	251995	16392
31	+	379413	392920	13508
32	+	242984	255587	12604
33	+	242354	255865	13512
34	+	199751	213328	13578
35	+	201850	214482	12633
36	+	458197	472393	14197
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
1	-	897405	882743	14663
2	-	956385	941731	14655
3	-	927010	912366	14645
4	-	926966	912321	14646
5	-	921335	906687	14649
6	-	920381	905694	14688
7	-	920214	905559	14656
8	-	920186	905534	14653
9	-	918694	904059	14636
10	-	901127	886479	14649
11	-	900530	885876	14655
12	-	894777	880125	14653
13	-	890979	876323	14657
14	-	886717	871920	14798
15	-	652065	637418	14648
16	-	925370	910716	14655
17	-	920887	906231	14657
18	-	920079	903476	16604
19	-	898495	883823	14673
20	-	892550	877894	14657
21	-	923306	908643	14664
22	-	97381	82720	14662
23	-	532584	517937	14648
24	-	861078	846394	14685
25	-	155812	141142	14671
26	-	25374	10742	14633
27	-	848863	834209	14655
28	-	25408	10752	14657
29	+	420205	434861	14657
30	-	14704	48	14657
31	-	164673	150018	14656
32	-	14700	46	14655
33	-	898281	883450	14832
34	-	863615	848956	14660
35	-	881752	867011	14742
36	-	189388	174740	14649
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
1	+	143528	153704	10177
2	+	149087	159284	10198
3	+	173424	183622	10199
4	+	173437	183638	10202
5	+	144588	154763	10176
6	+	152632	162576	9945
7	-	217400	205206	12195
8	-	217366	205172	12195
9	+	149278	159170	9893
10	-	214470	202138	12333
11	+	150392	160572	10181
12	+	147052	158070	11019
13	-	225813	213472	12342
14	-	218691	206608	12084
15	-	860181	847816	12366
16	-	214957	202269	12689
17	-	214912	202226	12687
18	+	149221	160983	11763
19	+	169790	179970	10181
20	-	300684	288326	12359
21	+	144551	154726	10176
22	+	244777	254973	10197
23	-	851713	839366	12348
24	-	148741	136081	12661
25	+	305115	315308	10194
26	-	242046	229768	12279
27	-	191033	178938	12096
28	+	169438	179377	9940
29	-	193638	181630	12009
30	-	230560	218317	12244
31	+	304027	314051	10025
32	+	164136	174688	10553
33	+	168408	177866	9459
34	+	123932	134095	10164
35	-	193393	182642	10752
36	+	382010	391824	9815
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
1	+	489650	502773	13124
2	+	532065	545172	13108
3	+	523843	536960	13118
4	+	523823	536940	13118
5	+	522631	535738	13108
6	+	518093	531198	13106
7	+	524542	537643	13102
8	+	524536	537637	13102
9	+	496808	509941	13134
10	+	496908	511751	14844
11	+	496512	509554	13043
12	+	498656	511764	13109
13	-	512266	499921	12346
14	+	471501	484605	13105
15	+	258620	271674	13055
16	-	497072	483973	13100
17	-	498091	485004	13088
18	+	490312	503342	13031
19	+	512870	525874	13005
20	+	480173	493217	13045
21	+	524531	537638	13108
22	+	609258	622407	13150
23	+	138507	151545	13039
24	+	414117	427221	13105
25	+	667313	680472	13160
26	+	490759	503909	13151
27	+	459596	472931	13336
28	+	519715	533116	13402
29	+	483036	496247	13212
30	+	497709	510907	13199
31	+	643244	656347	13104
32	+	507822	520946	13125
33	+	513794	527126	13333
34	+	482247	495418	13172
35	-	465997	452814	13184
36	+	729405	742510	13106
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
1	+	736271	744418	8148
2	+	794898	801573	6676
3	+	766402	773073	6672
4	+	766359	773031	6673
5	+	762976	769647	6672
6	+	761673	768193	6521
7	+	768614	775288	6675
8	+	768601	775275	6675
9	+	735416	741932	6517
10	+	739074	745746	6673
11	+	742707	749233	6527
12	+	741872	747317	5446
13	+	734341	740804	6464
14	+	735677	742348	6672
15	+	493180	499849	6670
16	+	745768	751889	6122
17	+	745140	751261	6122
18	+	757344	764008	6665
19	+	740454	746660	6207
20	+	735670	742339	6670
21	+	764952	771623	6672
22	+	847865	854531	6667
23	+	373707	380375	6669
24	+	633644	640311	6668
25	+	918	7583	6666
25	+	897009	902008	5000
26	+	753493	763398	9906
27	+	690087	696368	6282
28	+	749755	756048	6294
29	+	719586	727779	8194
30	+	728406	734687	6282
31	+	3662	10321	6660
32	+	747651	754315	6665
33	+	740658	748206	7549
35	+	705774	711981	6208
36	+	27909	34424	6516
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
1	+	838938	874211	35274
2	+	896572	933169	36598
3	+	864266	899340	35075
4	+	864223	899296	35074
5	+	860726	895905	35180
6	+	859858	894915	35058
7	+	859784	894825	35042
8	+	859758	894801	35044
9	+	858150	893305	35156
10	+	834083	869356	35274
11	+	840037	875120	35084
12	+	832284	869405	37122
13	+	828506	865592	37087
14	+	826023	861171	35149
15	+	591480	626639	35160
16	+	843024	880110	37087
17	+	842404	877582	35179
18	+	856846	892734	35889
19	+	837864	873074	35211
20	+	831949	867117	35169
21	+	862706	897876	35171
22	+	39085	74169	35085
23	+	471999	507158	35160
24	+	799773	835651	35879
25	+	97535	132607	35073
26	+	854910	890206	35297
27	+	788283	823447	35165
28	+	872393	907902	35510
29	+	822559	857814	35256
30	+	826825	861967	35143
31	+	104012	139254	35243
32	+	843006	879994	36989
33	+	836800	872366	35567
34	+	803915	839132	35218
35	+	802804	838109	35306
36	+	128188	163964	35777
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
1	+	517196	539034	21839
2	+	583627	603616	19990
3	+	551507	571556	20050
4	+	551476	571523	20048
5	+	550287	570331	20045
6	+	545622	565626	20005
7	+	552229	572219	19991
8	+	552210	572200	19991
9	+	524340	544405	20066
10	+	526287	546330	20044
11	+	524122	544171	20050
12	+	526186	546228	20043
13	+	531888	551950	20063
14	+	517601	539563	21963
15	+	286084	305968	19885
16	+	538168	559583	21416
17	+	539174	560600	21427
18	+	540724	562663	21940
19	+	540352	560345	19994
20	+	507636	527524	19889
21	+	552197	572242	20046
22	+	636951	656781	19831
23	+	165952	185874	19923
24	+	441781	461831	20051
25	+	695021	714941	19921
26	+	554591	574619	20029
27	+	487680	507880	20201
28	+	548095	568212	20118
29	+	508769	528886	20118
30	+	525334	545383	20050
31	+	673477	694939	21463
32	+	544315	564325	20011
33	+	539407	559446	20040
34	+	509719	529445	19727
35	+	503166	524506	21341
36	+	757073	777066	19994
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
1	+	253352	334942	81591
2	+	264508	347330	82823
3	+	282794	367059	84266
4	+	282810	367072	84263
5	+	278838	360654	81817
6	+	284732	366608	81877
7	+	260069	342355	82287
8	+	260034	342331	82298
9	+	256872	339325	82454
10	+	257186	338827	81642
11	+	264897	346943	82047
12	+	277439	357939	80501
13	+	268437	351012	82576
14	+	259329	341205	81877
15	-	749516	666419	83098
16	+	277229	364487	87259
17	+	277183	364606	87424
18	+	261913	348662	86750
19	+	279722	361518	81797
20	-	191427	106933	84495
21	+	280745	362579	81835
22	+	354732	436618	81887
23	-	742642	658146	84497
24	+	187124	272087	84964
25	+	413084	494919	81836
26	+	281779	364399	82621
27	+	231629	313464	81836
28	+	280740	364672	83933
29	+	229081	310983	81903
30	+	271156	352650	81495
31	+	412401	498564	86164
32	+	274889	358364	83476
33	+	274990	358313	83324
34	+	232460	314593	82134
35	+	253584	339741	86158
36	+	491510	573050	81541
--------------------------------------------------------------------------------
Block #25
Seq_id	Strand	Start	End	Length
1	+	94734	134210	39477
2	+	100195	139726	39532
3	+	127267	164146	36880
4	+	127271	164159	36889
5	+	95718	135253	39536
6	+	102627	143342	40716
7	+	100802	138881	38080
8	+	100799	138850	38052
9	+	100008	139975	39968
10	+	96923	136316	39394
11	+	101353	140869	39517
12	+	102621	140752	38132
13	+	101285	141624	40340
14	+	102854	142335	39482
15	-	905638	867351	38288
16	+	94665	134047	39383
17	+	94602	134002	39401
18	+	101478	139526	38049
19	+	101368	137621	36254
20	-	347291	307854	39438
21	+	95690	135219	39530
22	+	197691	236629	38939
23	-	898320	858883	39438
24	+	74656	112887	38232
25	+	256214	295773	39560
26	+	121818	158925	37108
27	+	78792	115815	37024
28	+	126094	161320	35227
29	+	83046	118603	35558
30	+	118571	155184	36614
31	+	259262	295929	36668
32	+	115271	154148	38878
33	+	101937	136964	35028
34	+	77830	115632	37803
35	+	80287	118041	37755
36	+	338129	376226	38098
--------------------------------------------------------------------------------
Block #26
Seq_id	Strand	Start	End	Length
1	+	670037	724241	54205
2	+	730943	781924	50982
3	+	699840	751633	51794
4	+	699796	751586	51791
5	+	696418	748203	51786
6	+	692002	742966	50965
7	+	702120	753893	51774
8	+	702105	753877	51773
9	+	673610	724578	50969
10	+	673346	724314	50969
11	+	670312	721187	50876
12	+	673070	724053	50984
13	+	677708	730616	52909
14	+	666002	716981	50980
15	+	432607	483594	50988
16	+	686631	739542	52912
17	+	687930	738900	50971
18	+	691643	742610	50968
19	+	686542	737350	50809
20	+	675276	726366	51091
21	+	698391	750178	51788
22	+	784342	835341	51000
23	+	318850	369963	51114
24	+	575280	626941	51662
25	+	845737	896726	50990
26	+	701028	753171	52144
27	+	635421	686522	51102
28	+	694437	745515	51079
29	+	656151	707217	51067
30	+	673524	724478	50955
31	+	821625	872604	50980
32	+	688692	740560	51869
33	+	689536	739989	50454
34	+	650227	701097	50871
