Orthogroup	MHP_153B_genes	MFC_MF18_genes
OG0000089	NB625_RS02190	DR082_RS02745
OG0000090	NB625_RS00070	DR082_RS00130
OG0000091	NB625_RS00055	DR082_RS00115
OG0000092	NB625_RS00040	DR082_RS00100
OG0000093	NB625_RS00035	DR082_RS00095
OG0000094	NB625_RS00030	DR082_RS00090
OG0000095	NB625_RS00005	DR082_RS00065
OG0000096	NB625_RS03760	DR082_RS00060
OG0000097	NB625_RS03740	DR082_RS00040
OG0000098	NB625_RS03730	DR082_RS00030
OG0000099	NB625_RS03685	DR082_RS02420
OG0000100	NB625_RS03675	DR082_RS02410
OG0000101	NB625_RS03665	DR082_RS02405
OG0000102	NB625_RS01710	DR082_RS02395
OG0000103	NB625_RS02360	DR082_RS01870
OG0000104	NB625_RS02365	DR082_RS01875
OG0000105	NB625_RS02380	DR082_RS01890
OG0000106	NB625_RS02390	DR082_RS01900
OG0000107	NB625_RS02400	DR082_RS01910
OG0000108	NB625_RS02405	DR082_RS01915
OG0000109	NB625_RS02410	DR082_RS01920
OG0000110	NB625_RS02530	DR082_RS01925
OG0000111	NB625_RS02525	DR082_RS01930
OG0000112	NB625_RS02515	DR082_RS01940
OG0000113	NB625_RS02495	DR082_RS03785
OG0000114	NB625_RS02485	DR082_RS01965
OG0000115	NB625_RS02475	DR082_RS01975
OG0000116	NB625_RS01300	DR082_RS01985
OG0000117	NB625_RS01305	DR082_RS01990
OG0000118	NB625_RS01340	DR082_RS02020
OG0000119	NB625_RS01345	DR082_RS02025
OG0000120	NB625_RS01360	DR082_RS02040
OG0000121	NB625_RS01385	DR082_RS02065
OG0000122	NB625_RS01390	DR082_RS02080
OG0000123	NB625_RS01410	DR082_RS02870
OG0000124	NB625_RS01415	DR082_RS02865
OG0000125	NB625_RS01420	DR082_RS02860
OG0000126	NB625_RS01430	DR082_RS02850
OG0000127	NB625_RS01440	DR082_RS02840
OG0000128	NB625_RS01460	DR082_RS02820
OG0000129	NB625_RS01465	DR082_RS02815
OG0000130	NB625_RS01475	DR082_RS02805
OG0000131	NB625_RS01505	DR082_RS02775
OG0000132	NB625_RS01520	DR082_RS03915
OG0000133	NB625_RS00530	DR082_RS00535
OG0000134	NB625_RS00535	DR082_RS03675
OG0000135	NB625_RS00550	DR082_RS00555
OG0000136	NB625_RS00555	DR082_RS00560
OG0000137	NB625_RS00595	DR082_RS00590
OG0000138	NB625_RS01065	DR082_RS00615
OG0000139	NB625_RS01035	DR082_RS00645
OG0000140	NB625_RS01030	DR082_RS00650
OG0000141	NB625_RS03090	DR082_RS00675
OG0000142	NB625_RS03085	DR082_RS03690
OG0000143	NB625_RS03065	DR082_RS00705
OG0000144	NB625_RS03050	DR082_RS00715
OG0000145	NB625_RS03040	DR082_RS00725
OG0000146	NB625_RS03030	DR082_RS00735
OG0000147	NB625_RS03025	DR082_RS00740
OG0000148	NB625_RS03010	DR082_RS00755
OG0000149	NB625_RS03000	DR082_RS00765
OG0000150	NB625_RS02985	DR082_RS00780
OG0000151	NB625_RS02940	DR082_RS00840
OG0000152	NB625_RS02935	DR082_RS00845
OG0000153	NB625_RS02930	DR082_RS00850
OG0000154	NB625_RS02920	DR082_RS00860
OG0000155	NB625_RS02880	DR082_RS00880
OG0000156	NB625_RS02870	DR082_RS00895
OG0000157	NB625_RS02865	DR082_RS03695
OG0000158	NB625_RS02855	DR082_RS03700
OG0000159	NB625_RS02610	DR082_RS01145
OG0000160	NB625_RS02605	DR082_RS01150
OG0000161	NB625_RS02600	DR082_RS01155
OG0000162	NB625_RS02590	DR082_RS01165
OG0000163	NB625_RS02585	DR082_RS01170
OG0000164	NB625_RS01610	DR082_RS03710
OG0000165	NB625_RS01945	DR082_RS02620
OG0000166	NB625_RS01960	DR082_RS02640
OG0000167	NB625_RS01975	DR082_RS02655
OG0000168	NB625_RS01980	DR082_RS02660
OG0000169	NB625_RS03200	DR082_RS01635
OG0000170	NB625_RS03215	DR082_RS01670
OG0000171	NB625_RS03225	DR082_RS01680
OG0000172	NB625_RS03230	DR082_RS01685
OG0000173	NB625_RS03235	DR082_RS01690
OG0000174	NB625_RS03240	DR082_RS01695
OG0000175	NB625_RS03255	DR082_RS01710
OG0000176	NB625_RS03315	DR082_RS01750
OG0000177	NB625_RS03320	DR082_RS01755
OG0000178	NB625_RS03330	DR082_RS01760
OG0000179	NB625_RS03335	DR082_RS01770
OG0000180	NB625_RS03340	DR082_RS01775
OG0000181	NB625_RS03380	DR082_RS03760
OG0000182	NB625_RS03390	DR082_RS01800
OG0000183	NB625_RS03425	DR082_RS01835
OG0000184	NB625_RS03470	DR082_RS02940
OG0000185	NB625_RS03455	DR082_RS02925
OG0000186	NB625_RS01530	DR082_RS02095
OG0000187	NB625_RS01545	DR082_RS02110
OG0000188	NB625_RS01555	DR082_RS02120
OG0000189	NB625_RS02450	DR082_RS03800
OG0000190	NB625_RS02445	DR082_RS02135
OG0000191	NB625_RS02420	DR082_RS02155
OG0000192	NB625_RS01215	DR082_RS02165
OG0000193	NB625_RS01200	DR082_RS02180
OG0000194	NB625_RS00995	DR082_RS02190
OG0000195	NB625_RS00990	DR082_RS02195
OG0000196	NB625_RS00965	DR082_RS03805
OG0000197	NB625_RS00960	DR082_RS02220
OG0000198	NB625_RS00945	DR082_RS02235
OG0000199	NB625_RS00940	DR082_RS02240
OG0000200	NB625_RS00925	DR082_RS02255
OG0000201	NB625_RS00915	DR082_RS02265
OG0000202	NB625_RS00860	DR082_RS02320
OG0000203	NB625_RS00855	DR082_RS02325
OG0000204	NB625_RS00850	DR082_RS01220
OG0000205	NB625_RS00845	DR082_RS01225
OG0000206	NB625_RS00825	DR082_RS01245
OG0000207	NB625_RS00810	DR082_RS01260
OG0000208	NB625_RS00805	DR082_RS01265
OG0000209	NB625_RS00800	DR082_RS01270
OG0000210	NB625_RS00755	DR082_RS01315
OG0000211	NB625_RS00745	DR082_RS01325
OG0000212	NB625_RS00735	DR082_RS01335
OG0000213	NB625_RS00730	DR082_RS01340
OG0000214	NB625_RS00725	DR082_RS01345
OG0000215	NB625_RS00720	DR082_RS01350
OG0000216	NB625_RS00715	DR082_RS01355
OG0000217	NB625_RS00710	DR082_RS01360
OG0000218	NB625_RS00700	DR082_RS03735
OG0000219	NB625_RS00695	DR082_RS01375
OG0000220	NB625_RS00690	DR082_RS01380
OG0000221	NB625_RS00685	DR082_RS01385
OG0000222	NB625_RS00680	DR082_RS01390
OG0000223	NB625_RS00675	DR082_RS01395
OG0000224	NB625_RS00665	DR082_RS01405
OG0000225	NB625_RS00655	DR082_RS01415
OG0000226	NB625_RS00650	DR082_RS01420
OG0000227	NB625_RS00645	DR082_RS01425
OG0000228	NB625_RS00640	DR082_RS03975
OG0000229	NB625_RS00635	DR082_RS01435
OG0000230	NB625_RS00630	DR082_RS01440
OG0000231	NB625_RS00620	DR082_RS01450
OG0000232	NB625_RS00610	DR082_RS01460
OG0000233	NB625_RS01100	DR082_RS01470
OG0000234	NB625_RS01135	DR082_RS01500
OG0000235	NB625_RS01145	DR082_RS01510
OG0000236	NB625_RS01150	DR082_RS01515
OG0000237	NB625_RS01155	DR082_RS01535
OG0000238	NB625_RS01160	DR082_RS01540
OG0000239	NB625_RS03100	DR082_RS01570
OG0000240	NB625_RS03105	DR082_RS01575
OG0000241	NB625_RS03115	DR082_RS01585
OG0000242	NB625_RS03120	DR082_RS01590
OG0000243	NB625_RS03125	DR082_RS01595
OG0000244	NB625_RS03135	DR082_RS01605
OG0000245	NB625_RS03145	DR082_RS01615
OG0000246	NB625_RS00145	DR082_RS00145
OG0000247	NB625_RS00155	DR082_RS00155
OG0000248	NB625_RS00165	DR082_RS00180
OG0000249	NB625_RS00170	DR082_RS00185
OG0000250	NB625_RS00185	DR082_RS00200
OG0000251	NB625_RS00215	DR082_RS00230
OG0000252	NB625_RS00225	DR082_RS00240
OG0000253	NB625_RS00230	DR082_RS00245
OG0000254	NB625_RS00240	DR082_RS00255
OG0000255	NB625_RS00245	DR082_RS00260
OG0000256	NB625_RS00250	DR082_RS00265
OG0000257	NB625_RS00275	DR082_RS00290
OG0000258	NB625_RS00285	DR082_RS00300
OG0000259	NB625_RS00315	DR082_RS00330
OG0000260	NB625_RS00325	DR082_RS00340
OG0000261	NB625_RS00335	DR082_RS03670
OG0000262	NB625_RS00350	DR082_RS00365
OG0000263	NB625_RS00365	DR082_RS00380
OG0000264	NB625_RS00385	DR082_RS00395
OG0000265	NB625_RS00390	DR082_RS00405
OG0000266	NB625_RS00405	DR082_RS00420
OG0000267	NB625_RS00420	DR082_RS00435
OG0000268	NB625_RS00425	DR082_RS00440
OG0000269	NB625_RS00440	DR082_RS00455
OG0000270	NB625_RS03640	DR082_RS03820
OG0000271	NB625_RS03635	DR082_RS02340
OG0000272	NB625_RS03630	DR082_RS02335
OG0000273	NB625_RS03625	DR082_RS02330
OG0000274	NB625_RS03610	DR082_RS02460
OG0000275	NB625_RS03600	DR082_RS03850
OG0000276	NB625_RS03595	DR082_RS02470
OG0000277	NB625_RS03585	DR082_RS03855
OG0000278	NB625_RS03580	DR082_RS02485
OG0000279	NB625_RS03570	DR082_RS02495
OG0000280	NB625_RS03565	DR082_RS02500
OG0000281	NB625_RS03560	DR082_RS02505
OG0000282	NB625_RS03535	DR082_RS02530
OG0000283	NB625_RS03530	DR082_RS02535
OG0000284	NB625_RS03525	DR082_RS02540
OG0000285	NB625_RS03520	DR082_RS03870
OG0000286	NB625_RS02570	DR082_RS01100
OG0000287	NB625_RS02670	DR082_RS01075
OG0000288	NB625_RS02680	DR082_RS01065
OG0000289	NB625_RS02685	DR082_RS01060
OG0000290	NB625_RS02800	DR082_RS03275
OG0000291	NB625_RS02790	DR082_RS00960
OG0000292	NB625_RS02785	DR082_RS00965
OG0000293	NB625_RS02780	DR082_RS00970
OG0000294	NB625_RS02770	DR082_RS00980
OG0000295	NB625_RS02765	DR082_RS00985
OG0000296	NB625_RS02720	DR082_RS01025
OG0000297	NB625_RS02715	DR082_RS01030
OG0000298	NB625_RS00180	DR082_RS00195
OG0000299	NB625_RS00200	DR082_RS00215
OG0000300	NB625_RS00375	DR082_RS00390
OG0000301	NB625_RS00410	DR082_RS00425
OG0000302	NB625_RS00415	DR082_RS00430
OG0000303	NB625_RS00560	DR082_RS00565
OG0000304	NB625_RS00605	DR082_RS00600
OG0000305	NB625_RS03035	DR082_RS00730
OG0000306	NB625_RS02960	DR082_RS00810
OG0000307	NB625_RS02925	DR082_RS00855
OG0000308	NB625_RS02825	DR082_RS00940
OG0000309	NB625_RS02755	DR082_RS00995
OG0000310	NB625_RS02675	DR082_RS01070
OG0000311	NB625_RS02630	DR082_RS01120
OG0000312	NB625_RS02615	DR082_RS01140
OG0000313	NB625_RS01600	DR082_RS01190
OG0000314	NB625_RS01955	DR082_RS02635
OG0000315	NB625_RS01985	DR082_RS02665
OG0000316	NB625_RS01995	DR082_RS02675
OG0000317	NB625_RS02185	DR082_RS02740
OG0000318	NB625_RS02000	DR082_RS03940
OG0000319	NB625_RS02375	DR082_RS01885
OG0000320	NB625_RS02505	DR082_RS01950
OG0000321	NB625_RS01335	DR082_RS02015
OG0000322	NB625_RS01380	DR082_RS02060
OG0000323	NB625_RS01515	DR082_RS02765
OG0000324	NB625_RS02415	DR082_RS02160
OG0000325	NB625_RS00985	DR082_RS02200
OG0000326	NB625_RS00885	DR082_RS02295
OG0000327	NB625_RS00880	DR082_RS02300
OG0000328	NB625_RS00795	DR082_RS01275
OG0000329	NB625_RS00775	DR082_RS01295
OG0000330	NB625_RS01110	DR082_RS01480
OG0000331	NB625_RS03130	DR082_RS01600
OG0000332	NB625_RS03270	DR082_RS01720
OG0000333	NB625_RS03280	DR082_RS01730
OG0000334	NB625_RS03385	DR082_RS01795
OG0000335	NB625_RS03395	DR082_RS03765
OG0000336	NB625_RS03550	DR082_RS03865
OG0000337	NB625_RS03715	DR082_RS00015
OG0000338	NB625_RS03755	DR082_RS00055
OG0000339	NB625_RS02480	DR082_RS01970
OG0000340	NB625_RS01315	DR082_RS01995
OG0000341	NB625_RS02440	DR082_RS02140
OG0000342	NB625_RS00955	DR082_RS02230
OG0000343	NB625_RS03290	DR082_RS01740
OG0000344	NB625_RS00575	DR082_RS00580
OG0000345	NB625_RS00660	DR082_RS01410
OG0000346	NB625_RS03555	DR082_RS03860
OG0000347	NB625_RS01405	DR082_RS02875
OG0000348	NB625_RS00875	DR082_RS03815
OG0000349	NB625_RS03615	DR082_RS02450
OG0000350	NB625_RS02915	DR082_RS00815
OG0000351	NB625_RS00495	DR082_RS00515
OG0000352	NB625_RS01935	DR082_RS02615
OG0000353	NB625_RS01375	DR082_RS02055
OG0000354	NB625_RS01050	DR082_RS00630
OG0000355	NB625_RS01910	DR082_RS03715
OG0000356	NB625_RS01990	DR082_RS03900
OG0000357	NB625_RS03245	DR082_RS03750
OG0000358	NB625_RS03250	DR082_RS01705
OG0000359	NB625_RS00905	DR082_RS03810
OG0000360	NB625_RS00280	DR082_RS00295
OG0000361	NB625_RS00310	DR082_RS00325
OG0000362	NB625_RS02695	DR082_RS01050
OG0000363	NB625_RS01445	DR082_RS03985
OG0000365	NB625_RS02040	DR082_RS03955
OG0000366	NB625_RS02060	DR082_RS02710
OG0000367	NB625_RS02165	DR082_RS02720
OG0000368	NB625_RS00060	DR082_RS00120
OG0000369	NB625_RS00025	DR082_RS03655
OG0000370	NB625_RS00020	DR082_RS00080
OG0000371	NB625_RS00015	DR082_RS00075
OG0000372	NB625_RS00010	DR082_RS00070
OG0000373	NB625_RS03745	DR082_RS00045
OG0000374	NB625_RS03735	DR082_RS00035
OG0000375	NB625_RS02370	DR082_RS01880
OG0000376	NB625_RS02520	DR082_RS01935
OG0000377	NB625_RS02510	DR082_RS01945
OG0000378	NB625_RS01295	DR082_RS01980
OG0000379	NB625_RS01370	DR082_RS02050
OG0000381	NB625_RS01435	DR082_RS02845
OG0000382	NB625_RS01470	DR082_RS02810
OG0000383	NB625_RS01510	DR082_RS02770
OG0000384	NB625_RS00515	DR082_RS00520
OG0000385	NB625_RS00520	DR082_RS00525
OG0000386	NB625_RS00540	DR082_RS00545
OG0000387	NB625_RS00565	DR082_RS00570
OG0000388	NB625_RS00570	DR082_RS03680
OG0000389	NB625_RS01070	DR082_RS00610
OG0000390	NB625_RS03055	DR082_RS00710
OG0000391	NB625_RS03045	DR082_RS00720
OG0000392	NB625_RS03020	DR082_RS00745
OG0000393	NB625_RS02965	DR082_RS00800
OG0000394	NB625_RS02895	DR082_RS00870
OG0000395	NB625_RS02885	DR082_RS00875
OG0000396	NB625_RS02575	DR082_RS01180
OG0000397	NB625_RS01920	DR082_RS02600
OG0000398	NB625_RS01925	DR082_RS02605
OG0000399	NB625_RS01970	DR082_RS02650
OG0000400	NB625_RS03210	DR082_RS01665
OG0000401	NB625_RS03275	DR082_RS01725
OG0000402	NB625_RS03285	DR082_RS01735
OG0000403	NB625_RS03295	DR082_RS01745
OG0000405	NB625_RS03350	DR082_RS01780
OG0000406	NB625_RS03400	DR082_RS01810
OG0000407	NB625_RS03405	DR082_RS03770
OG0000408	NB625_RS03410	DR082_RS01820
OG0000409	NB625_RS03415	DR082_RS01825
OG0000410	NB625_RS03480	DR082_RS02945
OG0000411	NB625_RS03465	DR082_RS02935
OG0000412	NB625_RS03460	DR082_RS02930
OG0000413	NB625_RS01525	DR082_RS02090
OG0000414	NB625_RS01535	DR082_RS02100
OG0000415	NB625_RS01540	DR082_RS02105
OG0000416	NB625_RS01550	DR082_RS02115
OG0000417	NB625_RS02435	DR082_RS02145
OG0000418	NB625_RS02425	DR082_RS02150
OG0000419	NB625_RS00970	DR082_RS02210
OG0000420	NB625_RS00935	DR082_RS02245
OG0000421	NB625_RS00900	DR082_RS02280
OG0000422	NB625_RS00895	DR082_RS02290
OG0000423	NB625_RS00835	DR082_RS01235
OG0000424	NB625_RS00830	DR082_RS01240
OG0000425	NB625_RS00820	DR082_RS01250
OG0000426	NB625_RS00815	DR082_RS03720
OG0000427	NB625_RS00790	DR082_RS03725
OG0000428	NB625_RS00765	DR082_RS01305
OG0000429	NB625_RS00670	DR082_RS01400
OG0000430	NB625_RS00625	DR082_RS01445
OG0000431	NB625_RS00615	DR082_RS01455
OG0000432	NB625_RS01105	DR082_RS01475
OG0000433	NB625_RS01120	DR082_RS01485
OG0000434	NB625_RS01130	DR082_RS01490
OG0000435	NB625_RS01140	DR082_RS01505
OG0000436	NB625_RS01165	DR082_RS01545
OG0000437	NB625_RS01175	DR082_RS01555
OG0000438	NB625_RS01180	DR082_RS03740
OG0000439	NB625_RS01185	DR082_RS01565
OG0000440	NB625_RS03110	DR082_RS01580
OG0000441	NB625_RS03150	DR082_RS01620
OG0000442	NB625_RS00150	DR082_RS00150
OG0000443	NB625_RS00195	DR082_RS00210
OG0000444	NB625_RS00210	DR082_RS00225
OG0000445	NB625_RS00235	DR082_RS00250
OG0000446	NB625_RS00260	DR082_RS00275
OG0000447	NB625_RS00265	DR082_RS00280
OG0000448	NB625_RS00295	DR082_RS00310
OG0000449	NB625_RS00320	DR082_RS00335
OG0000450	NB625_RS00330	DR082_RS00345
OG0000451	NB625_RS00370	DR082_RS00385
OG0000452	NB625_RS00395	DR082_RS00410
OG0000453	NB625_RS00430	DR082_RS00445
OG0000455	NB625_RS03660	DR082_RS03825
OG0000456	NB625_RS03540	DR082_RS02525
OG0000457	NB625_RS03510	DR082_RS02550
OG0000458	NB625_RS02665	DR082_RS01080
OG0000459	NB625_RS02690	DR082_RS01055
OG0000460	NB625_RS02700	DR082_RS01045
OG0000461	NB625_RS02745	DR082_RS01000
OG0000462	NB625_RS02740	DR082_RS01005
OG0000463	NB625_RS02735	DR082_RS01010
OG0000464	NB625_RS02730	DR082_RS01015
OG0000465	NB625_RS02725	DR082_RS01020
OG0000466	NB625_RS00400	DR082_RS00415
OG0000467	NB625_RS02835	DR082_RS03705
OG0000468	NB625_RS01965	DR082_RS02645
OG0000469	NB625_RS02025	DR082_RS02985
OG0000470	NB625_RS00840	DR082_RS01230
OG0000471	NB625_RS00760	DR082_RS01310
OG0000472	NB625_RS03485	DR082_RS02585
OG0000473	NB625_RS03645	DR082_RS02350
OG0000474	NB625_RS03650	DR082_RS02355
OG0000475	NB625_RS03655	DR082_RS02360
OG0000476	NB625_RS01565	DR082_RS02400
OG0000477	NB625_RS02775	DR082_RS00975
OG0000478	NB625_RS03590	DR082_RS02475
OG0000479	NB625_RS01330	DR082_RS02010
OG0000480	NB625_RS02030	DR082_RS03145
OG0000481	NB625_RS00865	DR082_RS02315
OG0000482	NB625_RS01205	DR082_RS02175
OG0000483	NB625_RS02170	DR082_RS02725
OG0000484	NB625_RS00205	DR082_RS03665
OG0000485	NB625_RS01170	DR082_RS01550
OG0000486	NB625_RS02455	DR082_RS02125
OG0000487	NB625_RS02005	DR082_RS03945
OG0000488	NB625_RS02045	DR082_RS02695
OG0000489	NB625_RS00050	DR082_RS00110
OG0000490	NB625_RS03750	DR082_RS00050
OG0000491	NB625_RS01350	DR082_RS02030
OG0000492	NB625_RS01425	DR082_RS02855
OG0000493	NB625_RS00580	DR082_RS00585
OG0000494	NB625_RS01045	DR082_RS00635
OG0000495	NB625_RS02990	DR082_RS00775
OG0000496	NB625_RS02980	DR082_RS00785
OG0000498	NB625_RS02900	DR082_RS00865
OG0000499	NB625_RS02860	DR082_RS00905
OG0000500	NB625_RS01930	DR082_RS02610
OG0000501	NB625_RS03220	DR082_RS01675
OG0000503	NB625_RS00920	DR082_RS02260
OG0000504	NB625_RS00785	DR082_RS01285
OG0000505	NB625_RS00750	DR082_RS01320
OG0000506	NB625_RS00740	DR082_RS01330
OG0000507	NB625_RS00705	DR082_RS01365
OG0000508	NB625_RS00255	DR082_RS00270
OG0000509	NB625_RS00290	DR082_RS00305
OG0000510	NB625_RS00300	DR082_RS00315
OG0000511	NB625_RS00435	DR082_RS00450
OG0000512	NB625_RS02705	DR082_RS01040
OG0000513	NB625_RS03575	DR082_RS02490
OG0000514	NB625_RS03015	DR082_RS00750
OG0000516	NB625_RS02015	DR082_RS02960
OG0000517	NB625_RS00065	DR082_RS00125
OG0000518	NB625_RS03260	DR082_RS01715
OG0000520	NB625_RS00770	DR082_RS01300
OG0000521	NB625_RS00270	DR082_RS00285
OG0000522	NB625_RS00305	DR082_RS00320
OG0000524	NB625_RS02830	DR082_RS00935
OG0000525	NB625_RS03490	DR082_RS03885
OG0000529	NB625_RS02385	DR082_RS01895
OG0000530	NB625_RS02490	DR082_RS01960
OG0000533	NB625_RS01090	DR082_RS01465
OG0000535	NB625_RS00045	DR082_RS00105
OG0000536	NB625_RS03690	DR082_RS02425
OG0000539	NB625_RS00220	DR082_RS00235
OG0000541	NB625_RS02875	DR082_RS00890
OG0000542	NB625_RS00355	DR082_RS00370
OG0000551	NB625_RS03140	DR082_RS01610
OG0000555	NB625_RS03075	DR082_RS03245
OG0000589	NB625_RS02245	DR082_RS02910
OG0000597	NB625_RS03160	DR082_RS01645
