Orthogroup	MHP_153B_genes	MHP_98_genes
OG0000081	NB625_RS00340	GOM18_RS01445
OG0000082	NB625_RS02540	GOM18_RS02535
OG0000083	NB625_RS02020	GOM18_RS02245
OG0000084	NB625_RS02050	GOM18_RS02275
OG0000085	NB625_RS02055	GOM18_RS02280
OG0000086	NB625_RS02160	GOM18_RS02290
OG0000087	NB625_RS02175	GOM18_RS02305
OG0000088	NB625_RS02180	GOM18_RS02310
OG0000089	NB625_RS02190	GOM18_RS02320
OG0000090	NB625_RS00070	GOM18_RS00650
OG0000091	NB625_RS00055	GOM18_RS00635
OG0000092	NB625_RS00040	GOM18_RS00620
OG0000093	NB625_RS00035	GOM18_RS00615
OG0000094	NB625_RS00030	GOM18_RS00610
OG0000095	NB625_RS00005	GOM18_RS00585
OG0000096	NB625_RS03760	GOM18_RS00580
OG0000097	NB625_RS03740	GOM18_RS00560
OG0000098	NB625_RS03730	GOM18_RS00550
OG0000099	NB625_RS03685	GOM18_RS04285
OG0000100	NB625_RS03675	GOM18_RS00485
OG0000101	NB625_RS03665	GOM18_RS00480
OG0000102	NB625_RS01710	GOM18_RS02995
OG0000103	NB625_RS02360	GOM18_RS02360
OG0000104	NB625_RS02365	GOM18_RS02365
OG0000105	NB625_RS02380	GOM18_RS02380
OG0000106	NB625_RS02390	GOM18_RS02390
OG0000107	NB625_RS02400	GOM18_RS02400
OG0000108	NB625_RS02405	GOM18_RS02405
OG0000109	NB625_RS02410	GOM18_RS02410
OG0000110	NB625_RS02530	GOM18_RS02525
OG0000111	NB625_RS02525	GOM18_RS02520
OG0000112	NB625_RS02515	GOM18_RS02510
OG0000113	NB625_RS02495	GOM18_RS02490
OG0000114	NB625_RS02485	GOM18_RS02480
OG0000115	NB625_RS02475	GOM18_RS02470
OG0000116	NB625_RS01300	GOM18_RS02855
OG0000117	NB625_RS01305	GOM18_RS02850
OG0000118	NB625_RS01340	GOM18_RS02815
OG0000119	NB625_RS01345	GOM18_RS02810
OG0000120	NB625_RS01360	GOM18_RS02795
OG0000121	NB625_RS01385	GOM18_RS02775
OG0000122	NB625_RS01390	GOM18_RS02770
OG0000123	NB625_RS01410	GOM18_RS02750
OG0000124	NB625_RS01415	GOM18_RS02745
OG0000125	NB625_RS01420	GOM18_RS02740
OG0000126	NB625_RS01430	GOM18_RS02730
OG0000127	NB625_RS01440	GOM18_RS02720
OG0000128	NB625_RS01460	GOM18_RS02705
OG0000129	NB625_RS01465	GOM18_RS02700
OG0000130	NB625_RS01475	GOM18_RS02690
OG0000131	NB625_RS01505	GOM18_RS04475
OG0000132	NB625_RS01520	GOM18_RS04470
OG0000133	NB625_RS00530	GOM18_RS01635
OG0000134	NB625_RS00535	GOM18_RS01640
OG0000135	NB625_RS00550	GOM18_RS01655
OG0000136	NB625_RS00555	GOM18_RS01660
OG0000137	NB625_RS00595	GOM18_RS01690
OG0000138	NB625_RS01065	GOM18_RS03470
OG0000139	NB625_RS01035	GOM18_RS03440
OG0000140	NB625_RS01030	GOM18_RS03435
OG0000141	NB625_RS03090	GOM18_RS01125
OG0000142	NB625_RS03085	GOM18_RS04380
OG0000143	NB625_RS03065	GOM18_RS01150
OG0000144	NB625_RS03050	GOM18_RS01160
OG0000145	NB625_RS03040	GOM18_RS01170
OG0000146	NB625_RS03030	GOM18_RS01180
OG0000147	NB625_RS03025	GOM18_RS01185
OG0000148	NB625_RS03010	GOM18_RS01200
OG0000149	NB625_RS03000	GOM18_RS01210
OG0000150	NB625_RS02985	GOM18_RS01225
OG0000151	NB625_RS02940	GOM18_RS03115
OG0000152	NB625_RS02935	GOM18_RS03110
OG0000153	NB625_RS02930	GOM18_RS03105
OG0000154	NB625_RS02920	GOM18_RS03095
OG0000155	NB625_RS02880	GOM18_RS02160
OG0000156	NB625_RS02870	GOM18_RS02150
OG0000157	NB625_RS02865	GOM18_RS04415
OG0000158	NB625_RS02855	GOM18_RS04410
OG0000159	NB625_RS02610	GOM18_RS01915
OG0000160	NB625_RS02605	GOM18_RS01910
OG0000161	NB625_RS02600	GOM18_RS01905
OG0000162	NB625_RS02590	GOM18_RS01895
OG0000163	NB625_RS02585	GOM18_RS01890
OG0000164	NB625_RS01610	GOM18_RS03635
OG0000165	NB625_RS01945	GOM18_RS03260
OG0000166	NB625_RS01960	GOM18_RS02185
OG0000167	NB625_RS01975	GOM18_RS02200
OG0000168	NB625_RS01980	GOM18_RS02205
OG0000169	NB625_RS03200	GOM18_RS01040
OG0000170	NB625_RS03215	GOM18_RS01025
OG0000171	NB625_RS03225	GOM18_RS01015
OG0000172	NB625_RS03230	GOM18_RS01010
OG0000173	NB625_RS03235	GOM18_RS01005
OG0000174	NB625_RS03240	GOM18_RS01000
OG0000175	NB625_RS03255	GOM18_RS00985
OG0000176	NB625_RS03315	GOM18_RS00935
OG0000177	NB625_RS03320	GOM18_RS00930
OG0000178	NB625_RS03330	GOM18_RS00925
OG0000179	NB625_RS03335	GOM18_RS00915
OG0000180	NB625_RS03340	GOM18_RS00910
OG0000181	NB625_RS03380	GOM18_RS04365
OG0000182	NB625_RS03390	GOM18_RS00860
OG0000183	NB625_RS03425	GOM18_RS00825
OG0000184	NB625_RS03470	GOM18_RS00780
OG0000185	NB625_RS03455	GOM18_RS00795
OG0000186	NB625_RS01530	GOM18_RS04465
OG0000187	NB625_RS01545	GOM18_RS02595
OG0000188	NB625_RS01555	GOM18_RS02585
OG0000189	NB625_RS02450	GOM18_RS04445
OG0000190	NB625_RS02445	GOM18_RS02440
OG0000191	NB625_RS02420	GOM18_RS02420
OG0000192	NB625_RS01215	GOM18_RS03170
OG0000193	NB625_RS01200	GOM18_RS03155
OG0000194	NB625_RS00995	GOM18_RS00120
OG0000195	NB625_RS00990	GOM18_RS00125
OG0000196	NB625_RS00965	GOM18_RS00145
OG0000197	NB625_RS00960	GOM18_RS00150
OG0000198	NB625_RS00945	GOM18_RS00165
OG0000199	NB625_RS00940	GOM18_RS00170
OG0000200	NB625_RS00925	GOM18_RS00185
OG0000201	NB625_RS00915	GOM18_RS00195
OG0000202	NB625_RS00860	GOM18_RS00250
OG0000203	NB625_RS00855	GOM18_RS00255
OG0000204	NB625_RS00850	GOM18_RS00260
OG0000205	NB625_RS00845	GOM18_RS00265
OG0000206	NB625_RS00825	GOM18_RS00285
OG0000207	NB625_RS00810	GOM18_RS00300
OG0000208	NB625_RS00805	GOM18_RS00305
OG0000209	NB625_RS00800	GOM18_RS00310
OG0000210	NB625_RS00755	GOM18_RS00360
OG0000211	NB625_RS00745	GOM18_RS01855
OG0000212	NB625_RS00735	GOM18_RS01845
OG0000213	NB625_RS00730	GOM18_RS01840
OG0000214	NB625_RS00725	GOM18_RS01835
OG0000215	NB625_RS00720	GOM18_RS01830
OG0000216	NB625_RS00715	GOM18_RS01825
OG0000217	NB625_RS00710	GOM18_RS01820
OG0000218	NB625_RS00700	GOM18_RS01810
OG0000219	NB625_RS00695	GOM18_RS01805
OG0000220	NB625_RS00690	GOM18_RS01800
OG0000221	NB625_RS00685	GOM18_RS01795
OG0000222	NB625_RS00680	GOM18_RS01790
OG0000223	NB625_RS00675	GOM18_RS01785
OG0000224	NB625_RS00665	GOM18_RS01775
OG0000225	NB625_RS00655	GOM18_RS01765
OG0000226	NB625_RS00650	GOM18_RS01760
OG0000227	NB625_RS00645	GOM18_RS01755
OG0000228	NB625_RS00640	GOM18_RS04580
OG0000229	NB625_RS00635	GOM18_RS01745
OG0000230	NB625_RS00630	GOM18_RS01740
OG0000231	NB625_RS00620	GOM18_RS01730
OG0000232	NB625_RS00610	GOM18_RS01720
OG0000233	NB625_RS01100	GOM18_RS02880
OG0000234	NB625_RS01135	GOM18_RS02915
OG0000235	NB625_RS01145	GOM18_RS02925
OG0000236	NB625_RS01150	GOM18_RS02930
OG0000237	NB625_RS01155	GOM18_RS02935
OG0000238	NB625_RS01160	GOM18_RS02940
OG0000239	NB625_RS03100	GOM18_RS01115
OG0000240	NB625_RS03105	GOM18_RS01110
OG0000241	NB625_RS03115	GOM18_RS01100
OG0000242	NB625_RS03120	GOM18_RS01095
OG0000243	NB625_RS03125	GOM18_RS01090
OG0000244	NB625_RS03135	GOM18_RS01080
OG0000245	NB625_RS03145	GOM18_RS01070
OG0000246	NB625_RS00145	GOM18_RS01250
OG0000247	NB625_RS00155	GOM18_RS01260
OG0000248	NB625_RS00165	GOM18_RS01270
OG0000249	NB625_RS00170	GOM18_RS01275
OG0000250	NB625_RS00185	GOM18_RS01290
OG0000251	NB625_RS00215	GOM18_RS01320
OG0000252	NB625_RS00225	GOM18_RS01330
OG0000253	NB625_RS00230	GOM18_RS01335
OG0000254	NB625_RS00240	GOM18_RS01345
OG0000255	NB625_RS00245	GOM18_RS01350
OG0000256	NB625_RS00250	GOM18_RS01355
OG0000257	NB625_RS00275	GOM18_RS01380
OG0000258	NB625_RS00285	GOM18_RS01390
OG0000259	NB625_RS00315	GOM18_RS01420
OG0000260	NB625_RS00325	GOM18_RS01430
OG0000261	NB625_RS00335	GOM18_RS04390
OG0000262	NB625_RS00350	GOM18_RS01455
OG0000263	NB625_RS00365	GOM18_RS01470
OG0000264	NB625_RS00385	GOM18_RS01485
OG0000265	NB625_RS00390	GOM18_RS01495
OG0000266	NB625_RS00405	GOM18_RS01510
OG0000267	NB625_RS00420	GOM18_RS01525
OG0000268	NB625_RS00425	GOM18_RS01530
OG0000269	NB625_RS00440	GOM18_RS01545
OG0000270	NB625_RS03640	GOM18_RS04280
OG0000271	NB625_RS03635	GOM18_RS00450
OG0000272	NB625_RS03630	GOM18_RS00445
OG0000273	NB625_RS03625	GOM18_RS00440
OG0000274	NB625_RS03610	GOM18_RS00420
OG0000275	NB625_RS03600	GOM18_RS04270
OG0000276	NB625_RS03595	GOM18_RS00410
OG0000277	NB625_RS03585	GOM18_RS00400
OG0000278	NB625_RS03580	GOM18_RS00395
OG0000279	NB625_RS03570	GOM18_RS00385
OG0000280	NB625_RS03565	GOM18_RS00380
OG0000281	NB625_RS03560	GOM18_RS00375
OG0000282	NB625_RS03535	GOM18_RS04310
OG0000283	NB625_RS03530	GOM18_RS00705
OG0000284	NB625_RS03525	GOM18_RS00710
OG0000285	NB625_RS03520	GOM18_RS04315
OG0000286	NB625_RS02570	GOM18_RS01875
OG0000287	NB625_RS02670	GOM18_RS01965
OG0000288	NB625_RS02680	GOM18_RS01975
OG0000289	NB625_RS02685	GOM18_RS01980
OG0000290	NB625_RS02800	GOM18_RS02090
OG0000291	NB625_RS02790	GOM18_RS02080
OG0000292	NB625_RS02785	GOM18_RS02075
OG0000293	NB625_RS02780	GOM18_RS02070
OG0000294	NB625_RS02770	GOM18_RS02060
OG0000295	NB625_RS02765	GOM18_RS02055
OG0000296	NB625_RS02720	GOM18_RS02015
OG0000297	NB625_RS02715	GOM18_RS02010
OG0000298	NB625_RS00180	GOM18_RS01285
OG0000299	NB625_RS00200	GOM18_RS03940
OG0000300	NB625_RS00375	GOM18_RS01480
OG0000301	NB625_RS00410	GOM18_RS01515
OG0000302	NB625_RS00415	GOM18_RS01520
OG0000303	NB625_RS00560	GOM18_RS01665
OG0000304	NB625_RS00605	GOM18_RS01710
OG0000305	NB625_RS03035	GOM18_RS01175
OG0000306	NB625_RS02960	GOM18_RS03130
OG0000307	NB625_RS02925	GOM18_RS03100
OG0000308	NB625_RS02825	GOM18_RS02110
OG0000309	NB625_RS02755	GOM18_RS02045
OG0000310	NB625_RS02675	GOM18_RS01970
OG0000311	NB625_RS02630	GOM18_RS01935
OG0000312	NB625_RS02615	GOM18_RS01920
OG0000313	NB625_RS01600	GOM18_RS03620
OG0000314	NB625_RS01955	GOM18_RS03245
OG0000315	NB625_RS01985	GOM18_RS02210
OG0000316	NB625_RS01995	GOM18_RS02220
OG0000317	NB625_RS02185	GOM18_RS02315
OG0000318	NB625_RS02000	GOM18_RS04425
OG0000319	NB625_RS02375	GOM18_RS02375
OG0000320	NB625_RS02505	GOM18_RS02500
OG0000321	NB625_RS01335	GOM18_RS02820
OG0000322	NB625_RS01380	GOM18_RS02780
OG0000323	NB625_RS01515	GOM18_RS02625
OG0000324	NB625_RS02415	GOM18_RS02415
OG0000325	NB625_RS00985	GOM18_RS00130
OG0000326	NB625_RS00885	GOM18_RS00225
OG0000327	NB625_RS00880	GOM18_RS00230
OG0000328	NB625_RS00795	GOM18_RS00315
OG0000329	NB625_RS00775	GOM18_RS00335
OG0000330	NB625_RS01110	GOM18_RS02890
OG0000331	NB625_RS03130	GOM18_RS01085
OG0000332	NB625_RS03270	GOM18_RS00975
OG0000333	NB625_RS03280	GOM18_RS00965
OG0000334	NB625_RS03385	GOM18_RS00865
OG0000335	NB625_RS03395	GOM18_RS00855
OG0000336	NB625_RS03550	GOM18_RS04265
OG0000337	NB625_RS03715	GOM18_RS00535
OG0000338	NB625_RS03755	GOM18_RS00575
OG0000339	NB625_RS02480	GOM18_RS02475
OG0000340	NB625_RS01315	GOM18_RS02840
OG0000341	NB625_RS02440	GOM18_RS02435
OG0000342	NB625_RS00955	GOM18_RS00160
OG0000343	NB625_RS03290	GOM18_RS00955
OG0000344	NB625_RS00575	GOM18_RS01680
OG0000345	NB625_RS00660	GOM18_RS01770
OG0000346	NB625_RS03555	GOM18_RS00370
OG0000347	NB625_RS01405	GOM18_RS02755
OG0000348	NB625_RS00875	GOM18_RS00235
OG0000349	NB625_RS03615	GOM18_RS04275
OG0000350	NB625_RS02915	GOM18_RS03090
OG0000351	NB625_RS00495	GOM18_RS01600
OG0000352	NB625_RS01935	GOM18_RS03265
OG0000353	NB625_RS01375	GOM18_RS02785
OG0000354	NB625_RS01050	GOM18_RS03455
OG0000355	NB625_RS01910	GOM18_RS04535
OG0000356	NB625_RS01990	GOM18_RS04420
OG0000357	NB625_RS03245	GOM18_RS04370
OG0000358	NB625_RS03250	GOM18_RS00990
OG0000359	NB625_RS00905	GOM18_RS04245
OG0000360	NB625_RS00280	GOM18_RS01385
OG0000361	NB625_RS00310	GOM18_RS01415
OG0000362	NB625_RS02695	GOM18_RS01990
OG0000363	NB625_RS01445	GOM18_RS04485
OG0000365	NB625_RS02040	GOM18_RS04440
OG0000366	NB625_RS02060	GOM18_RS02285
OG0000367	NB625_RS02165	GOM18_RS02295
OG0000368	NB625_RS00060	GOM18_RS00640
OG0000369	NB625_RS00025	GOM18_RS04300
OG0000370	NB625_RS00020	GOM18_RS00600
OG0000371	NB625_RS00015	GOM18_RS00595
OG0000372	NB625_RS00010	GOM18_RS00590
OG0000373	NB625_RS03745	GOM18_RS00565
OG0000374	NB625_RS03735	GOM18_RS00555
OG0000375	NB625_RS02370	GOM18_RS02370
OG0000376	NB625_RS02520	GOM18_RS02515
OG0000377	NB625_RS02510	GOM18_RS02505
OG0000378	NB625_RS01295	GOM18_RS02860
OG0000380	NB625_RS01400	GOM18_RS02765
OG0000381	NB625_RS01435	GOM18_RS02725
OG0000382	NB625_RS01470	GOM18_RS02695
OG0000383	NB625_RS01510	GOM18_RS02630
OG0000384	NB625_RS00515	GOM18_RS01620
OG0000385	NB625_RS00520	GOM18_RS01625
OG0000386	NB625_RS00540	GOM18_RS01645
OG0000387	NB625_RS00565	GOM18_RS01670
OG0000388	NB625_RS00570	GOM18_RS04395
OG0000389	NB625_RS01070	GOM18_RS03480
OG0000390	NB625_RS03055	GOM18_RS01155
OG0000391	NB625_RS03045	GOM18_RS01165
OG0000392	NB625_RS03020	GOM18_RS01190
OG0000393	NB625_RS02965	GOM18_RS04515
OG0000395	NB625_RS02885	GOM18_RS02165
OG0000396	NB625_RS02575	GOM18_RS01880
OG0000397	NB625_RS01920	GOM18_RS03280
OG0000398	NB625_RS01925	GOM18_RS03275
OG0000399	NB625_RS01970	GOM18_RS02195
OG0000400	NB625_RS03210	GOM18_RS01030
OG0000401	NB625_RS03275	GOM18_RS00970
OG0000402	NB625_RS03285	GOM18_RS00960
OG0000403	NB625_RS03295	GOM18_RS00950
OG0000405	NB625_RS03350	GOM18_RS00905
OG0000406	NB625_RS03400	GOM18_RS00850
OG0000407	NB625_RS03405	GOM18_RS04360
OG0000408	NB625_RS03410	GOM18_RS00840
OG0000409	NB625_RS03415	GOM18_RS00835
OG0000410	NB625_RS03480	GOM18_RS00775
OG0000411	NB625_RS03465	GOM18_RS00785
OG0000412	NB625_RS03460	GOM18_RS00790
OG0000413	NB625_RS01525	GOM18_RS02615
OG0000414	NB625_RS01535	GOM18_RS02605
OG0000415	NB625_RS01540	GOM18_RS02600
OG0000416	NB625_RS01550	GOM18_RS02590
OG0000417	NB625_RS02435	GOM18_RS02430
OG0000418	NB625_RS02425	GOM18_RS02425
OG0000419	NB625_RS00970	GOM18_RS00140
OG0000420	NB625_RS00935	GOM18_RS00175
OG0000421	NB625_RS00900	GOM18_RS00210
OG0000422	NB625_RS00895	GOM18_RS00220
OG0000423	NB625_RS00835	GOM18_RS00275
OG0000424	NB625_RS00830	GOM18_RS00280
OG0000425	NB625_RS00820	GOM18_RS00290
OG0000426	NB625_RS00815	GOM18_RS04250
OG0000427	NB625_RS00790	GOM18_RS04255
OG0000428	NB625_RS00765	GOM18_RS00345
OG0000429	NB625_RS00670	GOM18_RS01780
OG0000430	NB625_RS00625	GOM18_RS01735
OG0000431	NB625_RS00615	GOM18_RS01725
OG0000432	NB625_RS01105	GOM18_RS02885
OG0000433	NB625_RS01120	GOM18_RS02900
OG0000434	NB625_RS01130	GOM18_RS02905
OG0000435	NB625_RS01140	GOM18_RS02920
OG0000436	NB625_RS01165	GOM18_RS02945
OG0000437	NB625_RS01175	GOM18_RS02955
OG0000438	NB625_RS01180	GOM18_RS02960
OG0000439	NB625_RS01185	GOM18_RS04495
OG0000440	NB625_RS03110	GOM18_RS04375
OG0000441	NB625_RS03150	GOM18_RS01065
OG0000442	NB625_RS00150	GOM18_RS01255
OG0000443	NB625_RS00195	GOM18_RS01300
OG0000444	NB625_RS00210	GOM18_RS01315
OG0000445	NB625_RS00235	GOM18_RS03665
OG0000446	NB625_RS00260	GOM18_RS01365
OG0000447	NB625_RS00265	GOM18_RS01370
OG0000448	NB625_RS00295	GOM18_RS01400
OG0000449	NB625_RS00320	GOM18_RS01425
OG0000450	NB625_RS00330	GOM18_RS01435
OG0000451	NB625_RS00370	GOM18_RS01475
OG0000452	NB625_RS00395	GOM18_RS01500
OG0000453	NB625_RS00430	GOM18_RS01535
OG0000455	NB625_RS03660	GOM18_RS00475
OG0000456	NB625_RS03540	GOM18_RS00695
OG0000457	NB625_RS03510	GOM18_RS00720
OG0000458	NB625_RS02665	GOM18_RS01960
OG0000459	NB625_RS02690	GOM18_RS01985
OG0000460	NB625_RS02700	GOM18_RS01995
OG0000461	NB625_RS02745	GOM18_RS02040
OG0000462	NB625_RS02740	GOM18_RS02035
OG0000463	NB625_RS02735	GOM18_RS02030
OG0000464	NB625_RS02730	GOM18_RS02025
OG0000465	NB625_RS02725	GOM18_RS02020
OG0000466	NB625_RS00400	GOM18_RS01505
OG0000467	NB625_RS02835	GOM18_RS04400
OG0000468	NB625_RS01965	GOM18_RS02190
OG0000469	NB625_RS02025	GOM18_RS02250
OG0000470	NB625_RS00840	GOM18_RS00270
OG0000471	NB625_RS00760	GOM18_RS00350
OG0000472	NB625_RS03485	GOM18_RS00765
OG0000473	NB625_RS03645	GOM18_RS00460
OG0000474	NB625_RS03650	GOM18_RS00465
OG0000475	NB625_RS03655	GOM18_RS00470
OG0000476	NB625_RS01565	GOM18_RS02580
OG0000477	NB625_RS02775	GOM18_RS02065
OG0000478	NB625_RS03590	GOM18_RS00405
OG0000479	NB625_RS01330	GOM18_RS02825
OG0000480	NB625_RS02030	GOM18_RS02255
OG0000481	NB625_RS00865	GOM18_RS00245
OG0000482	NB625_RS01205	GOM18_RS03160
OG0000483	NB625_RS02170	GOM18_RS02300
OG0000484	NB625_RS00205	GOM18_RS04385
OG0000485	NB625_RS01170	GOM18_RS02950
OG0000486	NB625_RS02455	GOM18_RS02450
OG0000487	NB625_RS02005	GOM18_RS04430
OG0000488	NB625_RS02045	GOM18_RS02270
OG0000489	NB625_RS00050	GOM18_RS00630
OG0000490	NB625_RS03750	GOM18_RS00570
OG0000491	NB625_RS01350	GOM18_RS02805
OG0000492	NB625_RS01425	GOM18_RS02735
OG0000493	NB625_RS00580	GOM18_RS01685
OG0000494	NB625_RS01045	GOM18_RS03450
OG0000495	NB625_RS02990	GOM18_RS01220
OG0000496	NB625_RS02980	GOM18_RS01230
OG0000498	NB625_RS02900	GOM18_RS03070
OG0000499	NB625_RS02860	GOM18_RS02140
OG0000500	NB625_RS01930	GOM18_RS03270
OG0000501	NB625_RS03220	GOM18_RS01020
OG0000503	NB625_RS00920	GOM18_RS00190
OG0000504	NB625_RS00785	GOM18_RS00325
OG0000505	NB625_RS00750	GOM18_RS01860
OG0000506	NB625_RS00740	GOM18_RS01850
OG0000507	NB625_RS00705	GOM18_RS01815
OG0000508	NB625_RS00255	GOM18_RS01360
OG0000509	NB625_RS00290	GOM18_RS01395
OG0000510	NB625_RS00300	GOM18_RS01405
OG0000511	NB625_RS00435	GOM18_RS01540
OG0000512	NB625_RS02705	GOM18_RS02000
OG0000513	NB625_RS03575	GOM18_RS00390
OG0000514	NB625_RS03015	GOM18_RS01195
OG0000515	NB625_RS01570	GOM18_RS02570
OG0000516	NB625_RS02015	GOM18_RS04435
OG0000517	NB625_RS00065	GOM18_RS00645
OG0000518	NB625_RS03260	GOM18_RS00980
OG0000520	NB625_RS00770	GOM18_RS00340
OG0000521	NB625_RS00270	GOM18_RS01375
OG0000522	NB625_RS00305	GOM18_RS01410
OG0000524	NB625_RS02830	GOM18_RS02115
OG0000525	NB625_RS03490	GOM18_RS04345
OG0000526	NB625_RS01825	GOM18_RS04200
OG0000527	NB625_RS01765	GOM18_RS03490
OG0000529	NB625_RS02385	GOM18_RS02385
OG0000530	NB625_RS02490	GOM18_RS02485
OG0000532	NB625_RS01625	GOM18_RS03550
OG0000535	NB625_RS00045	GOM18_RS04305
OG0000536	NB625_RS03690	GOM18_RS00505
OG0000539	NB625_RS00220	GOM18_RS01325
OG0000540	NB625_RS02795	GOM18_RS02085
OG0000541	NB625_RS02875	GOM18_RS02155
OG0000542	NB625_RS00355	GOM18_RS01460
OG0000543	NB625_RS02070	GOM18_RS00010
OG0000544	NB625_RS01250	GOM18_RS04525
OG0000545	NB625_RS01815	GOM18_RS03390
OG0000546	NB625_RS02945	GOM18_RS03120
