Orthogroup	MHP_MHP699_genes	MHP_KM014_genes
OG0000054	DR100_RS02740	CIB43_RS03395
OG0000055	DR100_RS01060	CIB43_RS00835
OG0000056	DR100_RS01270	CIB43_RS00630, CIB43_RS03960
OG0000057	DR100_RS01665	CIB43_RS03840
OG0000058	DR100_RS01560	CIB43_RS01140
OG0000058	DR100_RS01565	CIB43_RS01300
OG0000059	DR100_RS04135	CIB43_RS00080, CIB43_RS01165
OG0000060	DR100_RS00115, DR100_RS01110	CIB43_RS00780
OG0000061	DR100_RS02060	CIB43_RS02745
OG0000062	DR100_RS01225	CIB43_RS00675
OG0000063	DR100_RS04645	CIB43_RS00660
OG0000064	DR100_RS01240	CIB43_RS00650
OG0000065	DR100_RS03025	CIB43_RS03145
OG0000068	DR100_RS00760	CIB43_RS01520
OG0000069	DR100_RS01775	CIB43_RS03740
OG0000070	DR100_RS02745	CIB43_RS03400
OG0000071	DR100_RS03100	CIB43_RS00360
OG0000072	DR100_RS04835	CIB43_RS00375
OG0000073	DR100_RS00805	CIB43_RS01580
OG0000075	DR100_RS00505	CIB43_RS01060
OG0000077	DR100_RS00400	CIB43_RS01330
OG0000078	DR100_RS02200	CIB43_RS02560
OG0000079	DR100_RS01910	CIB43_RS03480
OG0000080	DR100_RS04175	CIB43_RS03525
OG0000081	DR100_RS00510	CIB43_RS01055
OG0000082	DR100_RS02290	CIB43_RS03315
OG0000083	DR100_RS02770	CIB43_RS02935
OG0000084	DR100_RS02590	CIB43_RS02955
OG0000086	DR100_RS02575	CIB43_RS02970
OG0000087	DR100_RS02560	CIB43_RS02975
OG0000088	DR100_RS02555	CIB43_RS02980
OG0000089	DR100_RS02545	CIB43_RS02990
OG0000090	DR100_RS01120	CIB43_RS00770
OG0000091	DR100_RS01135	CIB43_RS00760
OG0000092	DR100_RS01150	CIB43_RS00745
OG0000093	DR100_RS01155	CIB43_RS00735
OG0000094	DR100_RS01160	CIB43_RS00730
OG0000095	DR100_RS01185	CIB43_RS00715
OG0000096	DR100_RS01190	CIB43_RS00700
OG0000097	DR100_RS01210	CIB43_RS00690
OG0000100	DR100_RS01280	CIB43_RS00610
OG0000101	DR100_RS01285	CIB43_RS00600
OG0000102	DR100_RS02175	CIB43_RS02580
OG0000103	DR100_RS02990	CIB43_RS03110
OG0000104	DR100_RS02995	CIB43_RS03120
OG0000105	DR100_RS03010	CIB43_RS03130
OG0000106	DR100_RS03020	CIB43_RS03140
OG0000107	DR100_RS03030	CIB43_RS03150
OG0000108	DR100_RS03035	CIB43_RS03155
OG0000109	DR100_RS00005	CIB43_RS03160
OG0000110	DR100_RS02280	CIB43_RS03290
OG0000111	DR100_RS02275	CIB43_RS03285
OG0000112	DR100_RS02265	CIB43_RS03280
OG0000113	DR100_RS04875	CIB43_RS03260
OG0000114	DR100_RS03465	CIB43_RS03245
OG0000115	DR100_RS03475	CIB43_RS03230
OG0000116	DR100_RS00220	CIB43_RS02165
OG0000117	DR100_RS00225	CIB43_RS02170
OG0000118	DR100_RS00260	CIB43_RS02205
OG0000119	DR100_RS00265	CIB43_RS02210
OG0000120	DR100_RS00280	CIB43_RS02230
OG0000121	DR100_RS00305	CIB43_RS02250
OG0000122	DR100_RS00310	CIB43_RS02255
OG0000123	DR100_RS00330	CIB43_RS02275
OG0000124	DR100_RS00335	CIB43_RS02280
OG0000125	DR100_RS00345	CIB43_RS02285
OG0000126	DR100_RS02315	CIB43_RS02295
OG0000127	DR100_RS02325	CIB43_RS02305
OG0000128	DR100_RS02340	CIB43_RS02320
OG0000129	DR100_RS02345	CIB43_RS02330
OG0000130	DR100_RS02355	CIB43_RS02335
OG0000131	DR100_RS02385	CIB43_RS02370
OG0000132	DR100_RS04760	CIB43_RS02385
OG0000133	DR100_RS02665	CIB43_RS01415
OG0000134	DR100_RS02660	CIB43_RS01425
OG0000135	DR100_RS02645	CIB43_RS01435
OG0000136	DR100_RS02640	CIB43_RS01440
OG0000137	DR100_RS02610	CIB43_RS01470
OG0000138	DR100_RS00735	CIB43_RS01495
OG0000139	DR100_RS00765	CIB43_RS01525
OG0000140	DR100_RS00770	CIB43_RS01540
OG0000141	DR100_RS01655	CIB43_RS03850
OG0000142	DR100_RS04720	CIB43_RS03845
OG0000143	DR100_RS01685	CIB43_RS03835
OG0000144	DR100_RS01695	CIB43_RS03815
OG0000145	DR100_RS01705	CIB43_RS03805
OG0000146	DR100_RS01715	CIB43_RS03790
OG0000147	DR100_RS01720	CIB43_RS03785
OG0000148	DR100_RS01735	CIB43_RS03780
OG0000149	DR100_RS01745	CIB43_RS03760
OG0000150	DR100_RS01760	CIB43_RS03745
OG0000151	DR100_RS03315	CIB43_RS03700
OG0000152	DR100_RS03310	CIB43_RS03695
OG0000153	DR100_RS03305	CIB43_RS03690
OG0000154	DR100_RS03295	CIB43_RS03680
OG0000155	DR100_RS02500	CIB43_RS03645
OG0000156	DR100_RS02490	CIB43_RS03635
OG0000157	DR100_RS04790	CIB43_RS03625
OG0000158	DR100_RS04785	CIB43_RS03620
OG0000159	DR100_RS02730	CIB43_RS03385
OG0000160	DR100_RS02725	CIB43_RS03380
OG0000161	DR100_RS02720	CIB43_RS03375
OG0000163	DR100_RS02705	CIB43_RS03370
OG0000164	DR100_RS03410	CIB43_RS02495
OG0000165	DR100_RS01980	CIB43_RS02840
OG0000166	DR100_RS01960	CIB43_RS02860
OG0000167	DR100_RS02815	CIB43_RS02875
OG0000168	DR100_RS02810	CIB43_RS02880
OG0000169	DR100_RS01460	CIB43_RS00130
OG0000171	DR100_RS01485	CIB43_RS00155
OG0000172	DR100_RS01490	CIB43_RS00160
OG0000173	DR100_RS01495	CIB43_RS00165
OG0000174	DR100_RS01500	CIB43_RS00170
OG0000175	DR100_RS01515	CIB43_RS00190
OG0000176	DR100_RS03330	CIB43_RS00235
OG0000177	DR100_RS03335	CIB43_RS00240
OG0000178	DR100_RS03340	CIB43_RS00245
OG0000179	DR100_RS03350	CIB43_RS00255
OG0000180	DR100_RS03355	CIB43_RS00260
OG0000181	DR100_RS04825	CIB43_RS00310
OG0000182	DR100_RS03060	CIB43_RS00320
OG0000183	DR100_RS03095	CIB43_RS00355
OG0000184	DR100_RS03180	CIB43_RS00430
OG0000185	DR100_RS03195	CIB43_RS00380
OG0000186	DR100_RS04765	CIB43_RS02400
OG0000187	DR100_RS02425	CIB43_RS02410
OG0000188	DR100_RS02435	CIB43_RS02425
OG0000189	DR100_RS04845	CIB43_RS03200
OG0000190	DR100_RS03230	CIB43_RS03195
OG0000191	DR100_RS03210	CIB43_RS03180
OG0000192	DR100_RS00140	CIB43_RS02085
OG0000193	DR100_RS00125	CIB43_RS02075
OG0000194	DR100_RS00790	CIB43_RS01560
OG0000195	DR100_RS00795	CIB43_RS01565
OG0000196	DR100_RS00815	CIB43_RS01585
OG0000197	DR100_RS00820	CIB43_RS01590
OG0000198	DR100_RS00835	CIB43_RS01605
OG0000199	DR100_RS00840	CIB43_RS01615
OG0000200	DR100_RS00855	CIB43_RS01630
OG0000201	DR100_RS00865	CIB43_RS01635
OG0000202	DR100_RS00920	CIB43_RS01690
OG0000203	DR100_RS00925	CIB43_RS01695
OG0000204	DR100_RS00930	CIB43_RS01700
OG0000205	DR100_RS00935	CIB43_RS01705
OG0000206	DR100_RS00955	CIB43_RS01735
OG0000207	DR100_RS00970	CIB43_RS01740
OG0000208	DR100_RS00975	CIB43_RS01745
OG0000209	DR100_RS00980	CIB43_RS01750
OG0000210	DR100_RS01025	CIB43_RS01800
OG0000211	DR100_RS02965	CIB43_RS01805
OG0000212	DR100_RS02955	CIB43_RS01815
OG0000213	DR100_RS02950	CIB43_RS01820
OG0000214	DR100_RS02945	CIB43_RS01825
OG0000215	DR100_RS02940	CIB43_RS01830
OG0000216	DR100_RS02935	CIB43_RS01835
OG0000217	DR100_RS02930	CIB43_RS01845
OG0000218	DR100_RS02920	CIB43_RS01850
OG0000219	DR100_RS02915	CIB43_RS01855
OG0000220	DR100_RS02910	CIB43_RS01860
OG0000221	DR100_RS02905	CIB43_RS01865
OG0000222	DR100_RS02900	CIB43_RS01870
OG0000223	DR100_RS02895	CIB43_RS01875
OG0000225	DR100_RS02875	CIB43_RS01895
OG0000226	DR100_RS02870	CIB43_RS01900
OG0000227	DR100_RS02865	CIB43_RS01905
OG0000228	DR100_RS04935	CIB43_RS01910
OG0000229	DR100_RS02855	CIB43_RS01915
OG0000230	DR100_RS02850	CIB43_RS01920
OG0000231	DR100_RS02840	CIB43_RS01935
OG0000232	DR100_RS02830	CIB43_RS01940
OG0000233	DR100_RS00010	CIB43_RS01965
OG0000234	DR100_RS00045	CIB43_RS02000
OG0000235	DR100_RS00055	CIB43_RS02005
OG0000236	DR100_RS00060	CIB43_RS02010
OG0000237	DR100_RS00065	CIB43_RS02015
OG0000238	DR100_RS00075	CIB43_RS02025
OG0000239	DR100_RS03120	CIB43_RS03860
OG0000240	DR100_RS03125	CIB43_RS03870
OG0000241	DR100_RS03135	CIB43_RS03875
OG0000242	DR100_RS03140	CIB43_RS03880
OG0000243	DR100_RS03145	CIB43_RS03885
OG0000244	DR100_RS03155	CIB43_RS03900
OG0000245	DR100_RS03165	CIB43_RS03905
OG0000246	DR100_RS01055	CIB43_RS00845
OG0000247	DR100_RS00705	CIB43_RS00850
OG0000248	DR100_RS00695	CIB43_RS00875
OG0000250	DR100_RS00675	CIB43_RS00885
OG0000251	DR100_RS00640	CIB43_RS00925
OG0000252	DR100_RS00630	CIB43_RS00930
OG0000253	DR100_RS00625	CIB43_RS00940
OG0000254	DR100_RS00615	CIB43_RS00950
OG0000255	DR100_RS00605	CIB43_RS00955
OG0000256	DR100_RS00600	CIB43_RS00960
OG0000257	DR100_RS00575	CIB43_RS00985
OG0000258	DR100_RS00565	CIB43_RS01015
OG0000259	DR100_RS00535	CIB43_RS01030
OG0000260	DR100_RS00525	CIB43_RS01045
OG0000262	DR100_RS00500	CIB43_RS01075
OG0000263	DR100_RS00485	CIB43_RS01080
OG0000264	DR100_RS00470	CIB43_RS01100
OG0000265	DR100_RS00460	CIB43_RS01110
OG0000266	DR100_RS00445	CIB43_RS01120
OG0000267	DR100_RS00430	CIB43_RS01135
OG0000268	DR100_RS00425	CIB43_RS01305
OG0000269	DR100_RS00410	CIB43_RS01320
OG0000270	DR100_RS04660	CIB43_RS00575
OG0000271	DR100_RS01315	CIB43_RS00570
OG0000272	DR100_RS01320	CIB43_RS00565
OG0000273	DR100_RS01325	CIB43_RS00560
OG0000274	DR100_RS01345	CIB43_RS00545
OG0000275	DR100_RS04670	CIB43_RS00535
OG0000276	DR100_RS01355	CIB43_RS00530
OG0000277	DR100_RS01365	CIB43_RS00525
OG0000278	DR100_RS01370	CIB43_RS00515
OG0000279	DR100_RS01380	CIB43_RS00510
OG0000280	DR100_RS01385	CIB43_RS00500
OG0000281	DR100_RS01390	CIB43_RS00495
OG0000283	DR100_RS01420	CIB43_RS00475
OG0000284	DR100_RS01425	CIB43_RS00460
OG0000285	DR100_RS04685	CIB43_RS00455
OG0000286	DR100_RS02690	CIB43_RS03345
OG0000287	DR100_RS01950	CIB43_RS03440
OG0000288	DR100_RS01940	CIB43_RS03450
OG0000289	DR100_RS01935	CIB43_RS03455
OG0000290	DR100_RS01825	CIB43_RS03565
OG0000291	DR100_RS01835	CIB43_RS03560
OG0000292	DR100_RS01840	CIB43_RS03550
OG0000293	DR100_RS01845	CIB43_RS03545
OG0000294	DR100_RS01855	CIB43_RS03540
OG0000295	DR100_RS01860	CIB43_RS03530
OG0000296	DR100_RS01900	CIB43_RS03495
OG0000297	DR100_RS01905	CIB43_RS03485
OG0000298	DR100_RS00680	CIB43_RS00880
OG0000299	DR100_RS00655	CIB43_RS00915
OG0000300	DR100_RS00475	CIB43_RS01090
OG0000301	DR100_RS00440	CIB43_RS01125
OG0000302	DR100_RS00435	CIB43_RS01130
OG0000303	DR100_RS02635	CIB43_RS01455
OG0000304	DR100_RS03515	CIB43_RS01950
OG0000305	DR100_RS01710	CIB43_RS03795
OG0000306	DR100_RS01785	CIB43_RS03725
OG0000307	DR100_RS03300	CIB43_RS03685
OG0000308	DR100_RS01805	CIB43_RS03600
OG0000309	DR100_RS01870	CIB43_RS03520
OG0000310	DR100_RS01945	CIB43_RS03445
OG0000311	DR100_RS02750	CIB43_RS03405
OG0000312	DR100_RS02735	CIB43_RS03390
OG0000313	DR100_RS03420	CIB43_RS02485
OG0000314	DR100_RS01965	CIB43_RS02855
OG0000315	DR100_RS02805	CIB43_RS02885
OG0000316	DR100_RS02795	CIB43_RS02895
OG0000317	DR100_RS02550	CIB43_RS02985
OG0000318	DR100_RS04815	CIB43_RS02900
OG0000319	DR100_RS03005	CIB43_RS03125
OG0000320	DR100_RS02255	CIB43_RS03270
OG0000321	DR100_RS00255	CIB43_RS02200
OG0000322	DR100_RS00300	CIB43_RS02245
OG0000323	DR100_RS02395	CIB43_RS02375
OG0000324	DR100_RS03205	CIB43_RS03170
OG0000325	DR100_RS00800	CIB43_RS01570
OG0000326	DR100_RS00895	CIB43_RS01665
OG0000327	DR100_RS00900	CIB43_RS01670
OG0000328	DR100_RS00985	CIB43_RS01760
OG0000329	DR100_RS01005	CIB43_RS01775
OG0000330	DR100_RS00020	CIB43_RS01970
OG0000331	DR100_RS03150	CIB43_RS03890
OG0000332	DR100_RS01525	CIB43_RS00200
OG0000333	DR100_RS01535	CIB43_RS00210
OG0000334	DR100_RS03055	CIB43_RS00315
OG0000335	DR100_RS03065	CIB43_RS00340
OG0000336	DR100_RS04675	CIB43_RS00485
OG0000337	DR100_RS01235	CIB43_RS00655
OG0000338	DR100_RS01195	CIB43_RS00695
OG0000339	DR100_RS03470	CIB43_RS03235
OG0000340	DR100_RS00235	CIB43_RS02185
OG0000341	DR100_RS03225	CIB43_RS03190
OG0000342	DR100_RS00830	CIB43_RS01600
OG0000343	DR100_RS01545	CIB43_RS00215
OG0000344	DR100_RS02620	CIB43_RS01465
OG0000345	DR100_RS02880	CIB43_RS01890
OG0000346	DR100_RS01395	CIB43_RS00490
OG0000347	DR100_RS00325	CIB43_RS02270
OG0000348	DR100_RS00905	CIB43_RS01685
OG0000349	DR100_RS04665	CIB43_RS00550
OG0000350	DR100_RS03290	CIB43_RS03675
OG0000351	DR100_RS00350	CIB43_RS01385
OG0000352	DR100_RS01985	CIB43_RS02830
OG0000353	DR100_RS00295	CIB43_RS02240
OG0000354	DR100_RS00750	CIB43_RS01515
OG0000355	DR100_RS04730	CIB43_RS02805
OG0000356	DR100_RS04820	CIB43_RS02890
OG0000357	DR100_RS04705	CIB43_RS00175
OG0000358	DR100_RS01510	CIB43_RS00180
OG0000359	DR100_RS04590	CIB43_RS01650
OG0000360	DR100_RS00570	CIB43_RS00990
OG0000361	DR100_RS00540	CIB43_RS01020
OG0000362	DR100_RS01925	CIB43_RS03475
OG0000363	DR100_RS02330	CIB43_RS02310
OG0000364	DR100_RS02040	CIB43_RS02775
OG0000369	DR100_RS04640	CIB43_RS00725
OG0000370	DR100_RS01170	CIB43_RS00720
OG0000378	DR100_RS00215	CIB43_RS02160
OG0000379	DR100_RS00290	CIB43_RS02235
OG0000380	DR100_RS00315	CIB43_RS02260
OG0000381	DR100_RS02320	CIB43_RS02300
OG0000385	DR100_RS02675	CIB43_RS01405
OG0000389	DR100_RS00730	CIB43_RS01490
OG0000394	DR100_RS02510	CIB43_RS03660
OG0000396	DR100_RS02695	CIB43_RS03350
OG0000403	DR100_RS01550	CIB43_RS00220
OG0000404	DR100_RS03345	CIB43_RS00250
OG0000405	DR100_RS03365	CIB43_RS00265
OG0000409	DR100_RS03085	CIB43_RS00345
OG0000412	DR100_RS03190	CIB43_RS00390
OG0000417	DR100_RS03220	CIB43_RS03185
OG0000428	DR100_RS01015	CIB43_RS01785
OG0000429	DR100_RS02890	CIB43_RS01885
OG0000430	DR100_RS02845	CIB43_RS01925
OG0000434	DR100_RS00035	CIB43_RS01985
OG0000436	DR100_RS00080	CIB43_RS02030
OG0000437	DR100_RS00090	CIB43_RS02065
OG0000441	DR100_RS03170	CIB43_RS03910
OG0000451	DR100_RS00480	CIB43_RS01085
OG0000453	DR100_RS00420	CIB43_RS01315
OG0000457	DR100_RS01435	CIB43_RS00450
OG0000459	DR100_RS01930	CIB43_RS03460
OG0000463	DR100_RS01885	CIB43_RS03515
OG0000464	DR100_RS01890	CIB43_RS03500
OG0000466	DR100_RS00450	CIB43_RS01115
OG0000468	DR100_RS02825	CIB43_RS02870
OG0000471	DR100_RS01020	CIB43_RS01790
OG0000473	DR100_RS01305	CIB43_RS00580
OG0000474	DR100_RS01300	CIB43_RS00585
OG0000475	DR100_RS01295	CIB43_RS00595
OG0000482	DR100_RS00130	CIB43_RS02080
OG0000485	DR100_RS00085	CIB43_RS02035
OG0000486	DR100_RS03240	CIB43_RS03205
OG0000487	DR100_RS04810	CIB43_RS02915
OG0000488	DR100_RS02600	CIB43_RS02940
OG0000489	DR100_RS01140	CIB43_RS00750
OG0000491	DR100_RS00270	CIB43_RS02220
OG0000495	DR100_RS01755	CIB43_RS03750
OG0000502	DR100_RS00120	CIB43_RS02070
OG0000504	DR100_RS00995	CIB43_RS01770
OG0000506	DR100_RS02960	CIB43_RS01810
OG0000508	DR100_RS00595	CIB43_RS00980
OG0000517	DR100_RS01125	CIB43_RS00765
OG0000519	DR100_RS00885	CIB43_RS01660
OG0000520	DR100_RS01010	CIB43_RS01780
OG0000523	DR100_RS01440	CIB43_RS00445
OG0000526	DR100_RS04195	CIB43_RS02720
OG0000527	DR100_RS04455	CIB43_RS02640
OG0000529	DR100_RS03015	CIB43_RS03135
OG0000530	DR100_RS03460	CIB43_RS03250
OG0000531	DR100_RS00320	CIB43_RS02265
OG0000537	DR100_RS00825	CIB43_RS01595
OG0000538	DR100_RS00040	CIB43_RS01990
OG0000543	DR100_RS01640	CIB43_RS01215
OG0000544	DR100_RS04560	CIB43_RS02125
OG0000545	DR100_RS02100	CIB43_RS02715
OG0000546	DR100_RS04445	CIB43_RS03705
OG0000552	DR100_RS01555	CIB43_RS00225
OG0000553	DR100_RS04780	CIB43_RS03610
OG0000554	DR100_RS02285	CIB43_RS03295
OG0000556	DR100_RS04710	CIB43_RS01290
OG0000557	DR100_RS00185	CIB43_RS02130
OG0000558	DR100_RS00155	CIB43_RS02100
OG0000559	DR100_RS02180	CIB43_RS02575
OG0000560	DR100_RS02115	CIB43_RS02680
OG0000561	DR100_RS00025	CIB43_RS01980
OG0000562	DR100_RS02110	CIB43_RS02685
OG0000563	DR100_RS02125	CIB43_RS02670
OG0000564	DR100_RS03935	CIB43_RS02155
OG0000565	DR100_RS02050	CIB43_RS02760
OG0000566	DR100_RS02065	CIB43_RS02740
OG0000568	DR100_RS00785	CIB43_RS01555
OG0000569	DR100_RS00160	CIB43_RS02105
OG0000570	DR100_RS04555	CIB43_RS02110
OG0000571	DR100_RS00170	CIB43_RS02115
OG0000572	DR100_RS00190	CIB43_RS02135
OG0000573	DR100_RS02185	CIB43_RS02570
OG0000574	DR100_RS00230	CIB43_RS02175
OG0000575	DR100_RS00145	CIB43_RS02090
OG0000576	DR100_RS02230	CIB43_RS02530
OG0000577	DR100_RS01810	CIB43_RS03580
OG0000579	DR100_RS03380	CIB43_RS02660
OG0000580	DR100_RS04170	CIB43_RS03710
OG0000581	DR100_RS03395	CIB43_RS02645
OG0000584	DR100_RS01610	CIB43_RS01255
OG0000585	DR100_RS03870	CIB43_RS03105
OG0000588	DR100_RS02235	CIB43_RS02525
OG0000589	DR100_RS03530	CIB43_RS03055
OG0000590	DR100_RS01620	CIB43_RS01190
OG0000594	DR100_RS00150	CIB43_RS02095
OG0000595	DR100_RS03575	CIB43_RS03920
OG0000597	DR100_RS03565	CIB43_RS03915
OG0000600	DR100_RS01605	CIB43_RS01175, CIB43_RS00040
OG0000601	DR100_RS02120	CIB43_RS02675
OG0000603	DR100_RS01600	CIB43_RS00060, CIB43_RS01270, CIB43_RS01170
OG0000606	DR100_RS03390	CIB43_RS02655
OG0000608	DR100_RS02105	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000614	DR100_RS04525	CIB43_RS03070
OG0000616	DR100_RS01580	CIB43_RS01280
OG0000642	DR100_RS01630	CIB43_RS03975
