Orthogroup	MHP_MHP699_genes	MHP_UFV02_genes
OG0000029	DR100_RS00725	FEF31_RS00270
OG0000030	DR100_RS04855	FEF31_RS04590
OG0000030	DR100_RS04695	FEF31_RS04600
OG0000032	DR100_RS03775	FEF31_RS03020
OG0000034	DR100_RS03620	FEF31_RS01895
OG0000035	DR100_RS03560	FEF31_RS03765
OG0000036	DR100_RS01080	FEF31_RS03385
OG0000036	DR100_RS01065	FEF31_RS03400
OG0000039	DR100_RS04510, DR100_RS03660	FEF31_RS01275
OG0000040	DR100_RS03895	FEF31_RS03890
OG0000041	DR100_RS00105	FEF31_RS00330
OG0000042	DR100_RS03115	FEF31_RS02675
OG0000043	DR100_RS02005	FEF31_RS01660, FEF31_RS01455
OG0000044	DR100_RS04930	FEF31_RS04775
OG0000045	DR100_RS03545	FEF31_RS01280, FEF31_RS01285
OG0000048	DR100_RS02540	FEF31_RS01845
OG0000049	DR100_RS01465	FEF31_RS03620
OG0000050	DR100_RS02715	FEF31_RS02180
OG0000051	DR100_RS01815	FEF31_RS02395
OG0000052	DR100_RS01115	FEF31_RS03360
OG0000053	DR100_RS04755	FEF31_RS04425
OG0000054	DR100_RS02740	FEF31_RS02205
OG0000055	DR100_RS01060	FEF31_RS03405
OG0000056	DR100_RS01270	FEF31_RS03205
OG0000057	DR100_RS01665	FEF31_RS02660
OG0000058	DR100_RS01560	FEF31_RS01470
OG0000059	DR100_RS04135	FEF31_RS01460
OG0000060	DR100_RS00115	FEF31_RS00850
OG0000061	DR100_RS02060	FEF31_RS01245
OG0000062	DR100_RS01225	FEF31_RS03250
OG0000063	DR100_RS04645	FEF31_RS04645
OG0000064	DR100_RS01240	FEF31_RS03235
OG0000065	DR100_RS03025	FEF31_RS01990
OG0000066	DR100_RS00275	FEF31_RS01015
OG0000067	DR100_RS02670	FEF31_RS00185
OG0000068	DR100_RS00760	FEF31_RS00305
OG0000069	DR100_RS01775	FEF31_RS02555
OG0000070	DR100_RS02745	FEF31_RS02210
OG0000071	DR100_RS03100	FEF31_RS03835
OG0000072	DR100_RS04835	FEF31_RS04700
OG0000073	DR100_RS00805	FEF31_RS00360
OG0000074	DR100_RS04605	FEF31_RS04395
OG0000075	DR100_RS00505	FEF31_RS00005
OG0000076	DR100_RS00490	FEF31_RS00020
OG0000077	DR100_RS00400	FEF31_RS00105
OG0000078	DR100_RS02200	FEF31_RS01340
OG0000079	DR100_RS01910	FEF31_RS02300
OG0000080	DR100_RS04175	FEF31_RS02345
OG0000081	DR100_RS00510	FEF31_RS03610
OG0000082	DR100_RS02290	FEF31_RS02130
OG0000083	DR100_RS02770	FEF31_RS01765
OG0000084	DR100_RS02590	FEF31_RS01795
OG0000085	DR100_RS02585	FEF31_RS01800
OG0000086	DR100_RS02575	FEF31_RS01810
OG0000087	DR100_RS02560	FEF31_RS01825
OG0000088	DR100_RS02555	FEF31_RS01830
OG0000089	DR100_RS02545	FEF31_RS01840
OG0000090	DR100_RS01120	FEF31_RS03355
OG0000091	DR100_RS01135	FEF31_RS03340
OG0000092	DR100_RS01150	FEF31_RS03325
OG0000093	DR100_RS01155	FEF31_RS03320
OG0000094	DR100_RS01160	FEF31_RS03315
OG0000095	DR100_RS01185	FEF31_RS03290
OG0000096	DR100_RS01190	FEF31_RS03285
OG0000097	DR100_RS01210	FEF31_RS03265
OG0000098	DR100_RS01220	FEF31_RS03255
OG0000099	DR100_RS03485	FEF31_RS04640
OG0000100	DR100_RS01280	FEF31_RS03195
OG0000101	DR100_RS01285	FEF31_RS03190
OG0000102	DR100_RS02175	FEF31_RS01365
OG0000103	DR100_RS02990	FEF31_RS01955
OG0000104	DR100_RS02995	FEF31_RS01960
OG0000105	DR100_RS03010	FEF31_RS01975
OG0000106	DR100_RS03020	FEF31_RS01985
OG0000107	DR100_RS03030	FEF31_RS01995
OG0000108	DR100_RS03035	FEF31_RS02000
OG0000109	DR100_RS00005	FEF31_RS02005
OG0000110	DR100_RS02280	FEF31_RS02120
OG0000111	DR100_RS02275	FEF31_RS02115
OG0000112	DR100_RS02265	FEF31_RS02105
OG0000113	DR100_RS04875	FEF31_RS02085
OG0000114	DR100_RS03465	FEF31_RS02075
OG0000115	DR100_RS03475	FEF31_RS02065
OG0000116	DR100_RS00220	FEF31_RS00955
OG0000117	DR100_RS00225	FEF31_RS00960
OG0000118	DR100_RS00260	FEF31_RS00995
OG0000119	DR100_RS00265	FEF31_RS01000
OG0000120	DR100_RS00280	FEF31_RS01020
OG0000121	DR100_RS00305	FEF31_RS01045
OG0000122	DR100_RS00310	FEF31_RS01050
OG0000123	DR100_RS00330	FEF31_RS01070
OG0000124	DR100_RS00335	FEF31_RS01075
OG0000125	DR100_RS00345	FEF31_RS01080
OG0000126	DR100_RS02315	FEF31_RS01090
OG0000127	DR100_RS02325	FEF31_RS01100
OG0000128	DR100_RS02340	FEF31_RS01115
OG0000129	DR100_RS02345	FEF31_RS01120
OG0000130	DR100_RS02355	FEF31_RS01130
OG0000131	DR100_RS02385	FEF31_RS01160
OG0000132	DR100_RS04760	FEF31_RS04430
OG0000133	DR100_RS02665	FEF31_RS00190
OG0000134	DR100_RS02660	FEF31_RS00195
OG0000135	DR100_RS02645	FEF31_RS00210
OG0000136	DR100_RS02640	FEF31_RS00215
OG0000137	DR100_RS02610	FEF31_RS00245
OG0000138	DR100_RS00735	FEF31_RS00280
OG0000139	DR100_RS00765	FEF31_RS00310
OG0000140	DR100_RS00770	FEF31_RS00315
OG0000141	DR100_RS01655	FEF31_RS02670
OG0000142	DR100_RS04720	FEF31_RS04555
OG0000143	DR100_RS01685	FEF31_RS02645
OG0000144	DR100_RS01695	FEF31_RS02635
OG0000145	DR100_RS01705	FEF31_RS02625
OG0000146	DR100_RS01715	FEF31_RS02615
OG0000147	DR100_RS01720	FEF31_RS02610
OG0000148	DR100_RS01735	FEF31_RS02595
OG0000149	DR100_RS01745	FEF31_RS02585
OG0000150	DR100_RS01760	FEF31_RS02570
OG0000151	DR100_RS03315	FEF31_RS02525
OG0000152	DR100_RS03310	FEF31_RS02520
OG0000153	DR100_RS03305	FEF31_RS02515
OG0000154	DR100_RS03295	FEF31_RS02505
OG0000155	DR100_RS02500	FEF31_RS02465
OG0000156	DR100_RS02490	FEF31_RS02455
OG0000157	DR100_RS04790	FEF31_RS04545
OG0000158	DR100_RS04785	FEF31_RS04540
OG0000159	DR100_RS02730	FEF31_RS02195
OG0000160	DR100_RS02725	FEF31_RS02190
OG0000161	DR100_RS02720	FEF31_RS02185
OG0000162	DR100_RS02710	FEF31_RS02175
OG0000163	DR100_RS02705	FEF31_RS02170
OG0000164	DR100_RS03410	FEF31_RS01270
OG0000165	DR100_RS01980	FEF31_RS01685
OG0000166	DR100_RS01960	FEF31_RS01705
OG0000167	DR100_RS02815	FEF31_RS01720
OG0000168	DR100_RS02810	FEF31_RS01725
OG0000169	DR100_RS01460	FEF31_RS03615
OG0000170	DR100_RS01475	FEF31_RS04785, FEF31_RS04795
OG0000171	DR100_RS01485	FEF31_RS03640
OG0000172	DR100_RS01490	FEF31_RS03645
OG0000173	DR100_RS01495	FEF31_RS03650
OG0000174	DR100_RS01500	FEF31_RS03655
OG0000175	DR100_RS01515	FEF31_RS03670
OG0000176	DR100_RS03330	FEF31_RS03715
OG0000177	DR100_RS03335	FEF31_RS03720
OG0000178	DR100_RS03340	FEF31_RS03725
OG0000179	DR100_RS03350	FEF31_RS03735
OG0000180	DR100_RS03355	FEF31_RS03740
OG0000181	DR100_RS04825	FEF31_RS04690
OG0000182	DR100_RS03060	FEF31_RS03795
OG0000183	DR100_RS03095	FEF31_RS03830
OG0000184	DR100_RS03180	FEF31_RS02980
OG0000185	DR100_RS03195	FEF31_RS02965
OG0000186	DR100_RS04765	FEF31_RS04435
OG0000187	DR100_RS02425	FEF31_RS01200
OG0000188	DR100_RS02435	FEF31_RS01210
OG0000189	DR100_RS04845	FEF31_RS04520
OG0000190	DR100_RS03230	FEF31_RS02035
OG0000191	DR100_RS03210	FEF31_RS02015
OG0000192	DR100_RS00140	FEF31_RS00875
OG0000193	DR100_RS00125	FEF31_RS00860
OG0000194	DR100_RS00790	FEF31_RS00345
OG0000195	DR100_RS00795	FEF31_RS00350
OG0000196	DR100_RS00815	FEF31_RS00370
OG0000197	DR100_RS00820	FEF31_RS00375
OG0000198	DR100_RS00835	FEF31_RS00390
OG0000199	DR100_RS00840	FEF31_RS00395
OG0000200	DR100_RS00855	FEF31_RS00410
OG0000201	DR100_RS00865	FEF31_RS00420
OG0000202	DR100_RS00920	FEF31_RS00475
OG0000203	DR100_RS00925	FEF31_RS00480
OG0000204	DR100_RS00930	FEF31_RS00485
OG0000205	DR100_RS00935	FEF31_RS00490
OG0000206	DR100_RS00955	FEF31_RS00510
OG0000207	DR100_RS00970	FEF31_RS00525
OG0000208	DR100_RS00975	FEF31_RS00530
OG0000209	DR100_RS00980	FEF31_RS00535
OG0000210	DR100_RS01025	FEF31_RS00580
OG0000211	DR100_RS02965	FEF31_RS00590
OG0000212	DR100_RS02955	FEF31_RS00600
OG0000213	DR100_RS02950	FEF31_RS00605
OG0000214	DR100_RS02945	FEF31_RS00610
OG0000215	DR100_RS02940	FEF31_RS00615
OG0000216	DR100_RS02935	FEF31_RS00620
OG0000217	DR100_RS02930	FEF31_RS00625
OG0000218	DR100_RS02920	FEF31_RS00635
OG0000219	DR100_RS02915	FEF31_RS00640
OG0000220	DR100_RS02910	FEF31_RS00645
OG0000221	DR100_RS02905	FEF31_RS00650
OG0000222	DR100_RS02900	FEF31_RS00655
OG0000223	DR100_RS02895	FEF31_RS00660
OG0000224	DR100_RS02885	FEF31_RS00670
OG0000224	DR100_RS03890	FEF31_RS00670
OG0000225	DR100_RS02875	FEF31_RS00680
OG0000226	DR100_RS02870	FEF31_RS00685
OG0000227	DR100_RS02865	FEF31_RS00690
OG0000228	DR100_RS04935	FEF31_RS04770
OG0000229	DR100_RS02855	FEF31_RS00700
OG0000230	DR100_RS02850	FEF31_RS00705
OG0000231	DR100_RS02840	FEF31_RS00715
OG0000232	DR100_RS02830	FEF31_RS00725
OG0000233	DR100_RS00010	FEF31_RS00750
OG0000234	DR100_RS00045	FEF31_RS00785
OG0000235	DR100_RS00055	FEF31_RS00795
OG0000236	DR100_RS00060	FEF31_RS00800
OG0000237	DR100_RS00065	FEF31_RS00805
OG0000238	DR100_RS00075	FEF31_RS00810
OG0000239	DR100_RS03120	FEF31_RS02680
OG0000240	DR100_RS03125	FEF31_RS02685
OG0000241	DR100_RS03135	FEF31_RS02695
OG0000242	DR100_RS03140	FEF31_RS02700
OG0000243	DR100_RS03145	FEF31_RS02705
OG0000244	DR100_RS03155	FEF31_RS02715
OG0000245	DR100_RS03165	FEF31_RS02720
OG0000246	DR100_RS01055	FEF31_RS03410
OG0000247	DR100_RS00705	FEF31_RS03420
OG0000248	DR100_RS00695	FEF31_RS03430
OG0000249	DR100_RS00690	FEF31_RS03435
OG0000250	DR100_RS00675	FEF31_RS03450
OG0000251	DR100_RS00640	FEF31_RS03480
OG0000252	DR100_RS00630	FEF31_RS03490
OG0000253	DR100_RS00625	FEF31_RS03495
OG0000254	DR100_RS00615	FEF31_RS03505
OG0000255	DR100_RS00605	FEF31_RS03510
OG0000256	DR100_RS00600	FEF31_RS03515
OG0000257	DR100_RS00575	FEF31_RS03540
OG0000258	DR100_RS00565	FEF31_RS03550
OG0000259	DR100_RS00535	FEF31_RS03580
OG0000260	DR100_RS00525	FEF31_RS03590
OG0000261	DR100_RS04575	FEF31_RS04680
OG0000262	DR100_RS00500	FEF31_RS00010
OG0000263	DR100_RS00485	FEF31_RS00025
OG0000264	DR100_RS00470	FEF31_RS00040
OG0000265	DR100_RS00460	FEF31_RS00050
OG0000266	DR100_RS00445	FEF31_RS00065
OG0000267	DR100_RS00430	FEF31_RS00080
OG0000268	DR100_RS00425	FEF31_RS00085
OG0000269	DR100_RS00410	FEF31_RS00100
OG0000270	DR100_RS04660	FEF31_RS04635
OG0000271	DR100_RS01315	FEF31_RS03160
OG0000272	DR100_RS01320	FEF31_RS03155
OG0000273	DR100_RS01325	FEF31_RS03150
OG0000274	DR100_RS01345	FEF31_RS03130
OG0000275	DR100_RS04670	FEF31_RS04625
OG0000276	DR100_RS01355	FEF31_RS03120
OG0000277	DR100_RS01365	FEF31_RS03110
OG0000278	DR100_RS01370	FEF31_RS03105
OG0000279	DR100_RS01380	FEF31_RS03095
OG0000280	DR100_RS01385	FEF31_RS03090
OG0000281	DR100_RS01390	FEF31_RS03085
OG0000282	DR100_RS04680	FEF31_RS04615
OG0000283	DR100_RS01420	FEF31_RS03055
OG0000284	DR100_RS01425	FEF31_RS03050
OG0000285	DR100_RS04685	FEF31_RS04610
OG0000286	DR100_RS02690	FEF31_RS02155
OG0000287	DR100_RS01950	FEF31_RS02260
OG0000288	DR100_RS01940	FEF31_RS02270
OG0000289	DR100_RS01935	FEF31_RS02275
OG0000290	DR100_RS01825	FEF31_RS02385
OG0000291	DR100_RS01835	FEF31_RS02375
OG0000292	DR100_RS01840	FEF31_RS02370
OG0000293	DR100_RS01845	FEF31_RS02365
OG0000294	DR100_RS01855	FEF31_RS02355
OG0000295	DR100_RS01860	FEF31_RS02350
OG0000296	DR100_RS01900	FEF31_RS02310
OG0000297	DR100_RS01905	FEF31_RS02305
OG0000298	DR100_RS00680	FEF31_RS03445
OG0000299	DR100_RS00655	FEF31_RS03465
OG0000300	DR100_RS00475	FEF31_RS00035
OG0000301	DR100_RS00440	FEF31_RS00070
OG0000302	DR100_RS00435	FEF31_RS00075
OG0000303	DR100_RS02635	FEF31_RS00220
OG0000304	DR100_RS03515	FEF31_RS00730
OG0000305	DR100_RS01710	FEF31_RS02620
OG0000306	DR100_RS01785	FEF31_RS02545
OG0000307	DR100_RS03300	FEF31_RS02510
OG0000308	DR100_RS01805	FEF31_RS02405
OG0000309	DR100_RS01870	FEF31_RS02340
OG0000310	DR100_RS01945	FEF31_RS02265
OG0000311	DR100_RS02750	FEF31_RS02215
OG0000312	DR100_RS02735	FEF31_RS02200
OG0000313	DR100_RS03420	FEF31_RS01260
OG0000314	DR100_RS01965	FEF31_RS01700
OG0000315	DR100_RS02805	FEF31_RS01730
OG0000316	DR100_RS02795	FEF31_RS01740
OG0000317	DR100_RS02550	FEF31_RS01835
OG0000318	DR100_RS04815	FEF31_RS04480
OG0000319	DR100_RS03005	FEF31_RS01970
OG0000320	DR100_RS02255	FEF31_RS02095
OG0000321	DR100_RS00255	FEF31_RS00990
OG0000322	DR100_RS00300	FEF31_RS01040
OG0000323	DR100_RS02395	FEF31_RS01170
OG0000324	DR100_RS03205	FEF31_RS02010
OG0000325	DR100_RS00800	FEF31_RS00355
OG0000326	DR100_RS00895	FEF31_RS00450
OG0000327	DR100_RS00900	FEF31_RS00455
OG0000328	DR100_RS00985	FEF31_RS00540
OG0000329	DR100_RS01005	FEF31_RS00560
OG0000330	DR100_RS00020	FEF31_RS00760
OG0000331	DR100_RS03150	FEF31_RS02710
OG0000332	DR100_RS01525	FEF31_RS03680
OG0000333	DR100_RS01535	FEF31_RS03690
OG0000334	DR100_RS03055	FEF31_RS03790
OG0000335	DR100_RS03065	FEF31_RS03800
OG0000336	DR100_RS04675	FEF31_RS04620
OG0000337	DR100_RS01235	FEF31_RS03240
OG0000338	DR100_RS01195	FEF31_RS03280
OG0000339	DR100_RS03470	FEF31_RS02070
OG0000340	DR100_RS00235	FEF31_RS00970
OG0000341	DR100_RS03225	FEF31_RS02030
OG0000342	DR100_RS00830	FEF31_RS00385
OG0000343	DR100_RS01545	FEF31_RS03700
OG0000344	DR100_RS02620	FEF31_RS00235
OG0000345	DR100_RS02880	FEF31_RS00675
OG0000346	DR100_RS01395	FEF31_RS03080
OG0000347	DR100_RS00325	FEF31_RS01065
OG0000348	DR100_RS00905	FEF31_RS00460
OG0000349	DR100_RS04665	FEF31_RS04630
OG0000350	DR100_RS03290	FEF31_RS02500
OG0000351	DR100_RS00350	FEF31_RS00155
OG0000352	DR100_RS01985	FEF31_RS01680
OG0000353	DR100_RS00295	FEF31_RS01035
OG0000354	DR100_RS00750	FEF31_RS00295
OG0000355	DR100_RS04730	FEF31_RS04470
OG0000356	DR100_RS04820	FEF31_RS04475
OG0000357	DR100_RS04705	FEF31_RS04685
OG0000358	DR100_RS01510	FEF31_RS03665
OG0000359	DR100_RS04590	FEF31_RS04380
OG0000360	DR100_RS00570	FEF31_RS03545
OG0000361	DR100_RS00540	FEF31_RS03575
OG0000362	DR100_RS01925	FEF31_RS02285
OG0000363	DR100_RS02330	FEF31_RS01105
OG0000364	DR100_RS02040	FEF31_RS01635
OG0000365	DR100_RS04795	FEF31_RS01785
OG0000366	DR100_RS02580	FEF31_RS01805
OG0000367	DR100_RS02570	FEF31_RS01815
OG0000368	DR100_RS01130	FEF31_RS03345
OG0000369	DR100_RS04640	FEF31_RS04650
OG0000370	DR100_RS01170	FEF31_RS03305
OG0000371	DR100_RS01175	FEF31_RS03300
OG0000372	DR100_RS01180	FEF31_RS03295
OG0000373	DR100_RS01205	FEF31_RS03270
OG0000374	DR100_RS01215	FEF31_RS03260
OG0000375	DR100_RS03000	FEF31_RS01965
OG0000376	DR100_RS02270	FEF31_RS02110
OG0000377	DR100_RS02260	FEF31_RS02100
OG0000378	DR100_RS00215	FEF31_RS00950
OG0000379	DR100_RS00290	FEF31_RS01030
OG0000380	DR100_RS00315	FEF31_RS01055
OG0000381	DR100_RS02320	FEF31_RS01095
OG0000382	DR100_RS02350	FEF31_RS01125
OG0000383	DR100_RS02390	FEF31_RS01165
OG0000384	DR100_RS02680	FEF31_RS00175
OG0000385	DR100_RS02675	FEF31_RS00180
OG0000386	DR100_RS02655	FEF31_RS00200
OG0000387	DR100_RS02630	FEF31_RS00225
OG0000388	DR100_RS04800	FEF31_RS04370
OG0000389	DR100_RS00730	FEF31_RS00275
OG0000390	DR100_RS01690	FEF31_RS02640
OG0000391	DR100_RS01700	FEF31_RS02630
OG0000392	DR100_RS01725	FEF31_RS02605
OG0000393	DR100_RS04725	FEF31_RS04550
OG0000394	DR100_RS02510	FEF31_RS02475
OG0000395	DR100_RS02505	FEF31_RS02470
OG0000396	DR100_RS02695	FEF31_RS02160
OG0000397	DR100_RS02000	FEF31_RS01665
OG0000398	DR100_RS01995	FEF31_RS01670
OG0000399	DR100_RS02820	FEF31_RS01715
OG0000400	DR100_RS01470	FEF31_RS03625
OG0000401	DR100_RS01530	FEF31_RS03685
OG0000402	DR100_RS01540	FEF31_RS03695
OG0000403	DR100_RS01550	FEF31_RS03705
OG0000404	DR100_RS03345	FEF31_RS03730
OG0000405	DR100_RS03365	FEF31_RS04800
OG0000406	DR100_RS03070	FEF31_RS03805
OG0000407	DR100_RS04830	FEF31_RS04695
OG0000408	DR100_RS03080	FEF31_RS03815
OG0000409	DR100_RS03085	FEF31_RS03820
OG0000410	DR100_RS03175	FEF31_RS02985
OG0000411	DR100_RS03185	FEF31_RS02975
OG0000412	DR100_RS03190	FEF31_RS02970
OG0000413	DR100_RS02405	FEF31_RS01180
OG0000414	DR100_RS02415	FEF31_RS01190
OG0000415	DR100_RS02420	FEF31_RS01195
OG0000416	DR100_RS02430	FEF31_RS01205
OG0000417	DR100_RS03220	FEF31_RS02025
OG0000418	DR100_RS03215	FEF31_RS02020
OG0000419	DR100_RS00810	FEF31_RS00365
OG0000420	DR100_RS00845	FEF31_RS00400
OG0000421	DR100_RS00880	FEF31_RS00435
OG0000422	DR100_RS00890	FEF31_RS00445
OG0000423	DR100_RS00945	FEF31_RS00500
OG0000424	DR100_RS00950	FEF31_RS00505
OG0000425	DR100_RS00960	FEF31_RS00515
OG0000426	DR100_RS04595	FEF31_RS04385
OG0000427	DR100_RS04600	FEF31_RS04390
OG0000428	DR100_RS01015	FEF31_RS00570
OG0000429	DR100_RS02890	FEF31_RS00665
OG0000430	DR100_RS02845	FEF31_RS00710
OG0000431	DR100_RS02835	FEF31_RS00720
OG0000432	DR100_RS00015	FEF31_RS00755
OG0000433	DR100_RS00030	FEF31_RS00770
OG0000434	DR100_RS00035	FEF31_RS00775
OG0000435	DR100_RS00050	FEF31_RS00790
OG0000436	DR100_RS00080	FEF31_RS00815
OG0000437	DR100_RS00090	FEF31_RS00825
OG0000438	DR100_RS00095	FEF31_RS00830
OG0000439	DR100_RS04550	FEF31_RS04400
OG0000440	DR100_RS03130	FEF31_RS02690
OG0000441	DR100_RS03170	FEF31_RS02725
OG0000442	DR100_RS01050	FEF31_RS03415
OG0000443	DR100_RS00660	FEF31_RS03460
OG0000444	DR100_RS00645	FEF31_RS03475
OG0000445	DR100_RS00620	FEF31_RS03500
OG0000446	DR100_RS00590	FEF31_RS03525
OG0000447	DR100_RS00585	FEF31_RS03530
OG0000448	DR100_RS00555	FEF31_RS03560
OG0000449	DR100_RS00530	FEF31_RS03585
OG0000450	DR100_RS00520	FEF31_RS03595
OG0000451	DR100_RS00480	FEF31_RS00030
OG0000452	DR100_RS00455	FEF31_RS00055
OG0000453	DR100_RS00420	FEF31_RS00090
OG0000455	DR100_RS01290	FEF31_RS03185
OG0000456	DR100_RS01410	FEF31_RS03065
OG0000457	DR100_RS01435	FEF31_RS03040
OG0000458	DR100_RS01955	FEF31_RS02255
OG0000459	DR100_RS01930	FEF31_RS02280
OG0000460	DR100_RS01920	FEF31_RS02290
OG0000461	DR100_RS01875	FEF31_RS02335
OG0000462	DR100_RS01880	FEF31_RS02330
OG0000463	DR100_RS01885	FEF31_RS02325
OG0000464	DR100_RS01890	FEF31_RS02320
OG0000465	DR100_RS01895	FEF31_RS02315
OG0000466	DR100_RS00450	FEF31_RS00060
OG0000467	DR100_RS04775	FEF31_RS04530
OG0000468	DR100_RS02825	FEF31_RS01710
OG0000469	DR100_RS02765	FEF31_RS01770
OG0000470	DR100_RS03815	FEF31_RS00495
OG0000471	DR100_RS01020	FEF31_RS00575
OG0000472	DR100_RS03260	FEF31_RS02995
OG0000473	DR100_RS01305	FEF31_RS03170
OG0000474	DR100_RS01300	FEF31_RS03175
OG0000475	DR100_RS01295	FEF31_RS03180
OG0000476	DR100_RS02440	FEF31_RS01215
OG0000477	DR100_RS01850	FEF31_RS02360
OG0000478	DR100_RS01360	FEF31_RS03115
OG0000479	DR100_RS00250	FEF31_RS00985
OG0000480	DR100_RS03855	FEF31_RS01775
OG0000481	DR100_RS00915	FEF31_RS00470
OG0000482	DR100_RS00130	FEF31_RS00865
OG0000483	DR100_RS02565	FEF31_RS01820
OG0000484	DR100_RS04580	FEF31_RS04675
OG0000485	DR100_RS00085	FEF31_RS00820
OG0000486	DR100_RS03240	FEF31_RS02045
OG0000487	DR100_RS04810	FEF31_RS04485
OG0000488	DR100_RS02600	FEF31_RS01790
OG0000489	DR100_RS01140	FEF31_RS03335
OG0000490	DR100_RS01200	FEF31_RS03275
OG0000491	DR100_RS00270	FEF31_RS01005
OG0000493	DR100_RS02615	FEF31_RS00240
OG0000494	DR100_RS00755	FEF31_RS00300
OG0000495	DR100_RS01755	FEF31_RS02575
OG0000496	DR100_RS01765	FEF31_RS02565
OG0000497	DR100_RS01770	FEF31_RS02560
OG0000498	DR100_RS03270	FEF31_RS02480
OG0000499	DR100_RS02480	FEF31_RS02445
OG0000500	DR100_RS01990	FEF31_RS01675
OG0000502	DR100_RS00120	FEF31_RS00855
OG0000503	DR100_RS00860	FEF31_RS00415
OG0000504	DR100_RS00995	FEF31_RS00550
OG0000505	DR100_RS02970	FEF31_RS00585
OG0000506	DR100_RS02960	FEF31_RS00595
OG0000507	DR100_RS02925	FEF31_RS00630
OG0000508	DR100_RS00595	FEF31_RS03520
OG0000509	DR100_RS00560	FEF31_RS03555
OG0000510	DR100_RS00550	FEF31_RS03565
OG0000511	DR100_RS00415	FEF31_RS00095
OG0000512	DR100_RS01915	FEF31_RS02295
OG0000513	DR100_RS01375	FEF31_RS03100
OG0000514	DR100_RS01730	FEF31_RS02600
OG0000515	DR100_RS04295	FEF31_RS01240, FEF31_RS01235
OG0000515	DR100_RS04290	FEF31_RS01230
OG0000516	DR100_RS04805	FEF31_RS04490
OG0000517	DR100_RS01125	FEF31_RS03350
OG0000518	DR100_RS01520	FEF31_RS03675
OG0000519	DR100_RS00885	FEF31_RS00440
OG0000520	DR100_RS01010	FEF31_RS00565
OG0000521	DR100_RS00580	FEF31_RS03535
OG0000522	DR100_RS00545	FEF31_RS03570
OG0000523	DR100_RS01440	FEF31_RS03035
OG0000524	DR100_RS02455	FEF31_RS02410
OG0000525	DR100_RS04860	FEF31_RS04585
OG0000526	DR100_RS04195	FEF31_RS01585
OG0000527	DR100_RS04455	FEF31_RS01525
OG0000528	DR100_RS02775	FEF31_RS01760
OG0000529	DR100_RS03015	FEF31_RS01980
OG0000530	DR100_RS03460	FEF31_RS02080
OG0000531	DR100_RS00320	FEF31_RS01060
OG0000532	DR100_RS03540	FEF31_RS01290
OG0000533	DR100_RS00715	FEF31_RS00260
OG0000534	DR100_RS00465	FEF31_RS00045
OG0000535	DR100_RS04635	FEF31_RS04655
