Orthogroup	MHP_112B_genes	MHP_1257_genes
OG0000022	NBX26_RS01790	ABKJ22_RS01655
OG0000022	NBX26_RS01845	ABKJ22_RS01710
OG0000024	NBX26_RS02915	ABKJ22_RS02680
OG0000024	NBX26_RS01400	ABKJ22_RS01290
OG0000025	NBX26_RS01795	ABKJ22_RS01660
OG0000025	NBX26_RS01840	ABKJ22_RS01705
OG0000026	NBX26_RS01490	ABKJ22_RS01380
OG0000026	NBX26_RS01820	ABKJ22_RS01685
OG0000027	NBX26_RS03535	ABKJ22_RS03225
OG0000027	NBX26_RS03555	ABKJ22_RS03240
OG0000028	NBX26_RS02575, NBX26_RS02580	ABKJ22_RS02365
OG0000029	NBX26_RS01225	ABKJ22_RS00600
OG0000029	NBX26_RS00610	ABKJ22_RS01090
OG0000030	NBX26_RS03525	ABKJ22_RS03215
OG0000030	NBX26_RS03550	ABKJ22_RS03235
OG0000032	NBX26_RS01700	ABKJ22_RS01585
OG0000032	NBX26_RS03540, NBX26_RS03545	ABKJ22_RS03230
OG0000033	NBX26_RS02555	ABKJ22_RS02360
OG0000034	NBX26_RS00975	ABKJ22_RS02240
OG0000035	NBX26_RS03365	ABKJ22_RS03095
OG0000036	NBX26_RS00120	ABKJ22_RS00110
OG0000037	NBX26_RS01705	ABKJ22_RS01590
OG0000038	NBX26_RS02340	ABKJ22_RS00505
OG0000039	NBX26_RS01735	ABKJ22_RS01615
OG0000041	NBX26_RS00670	ABKJ22_RS01030
OG0000043	NBX26_RS02185	ABKJ22_RS01890
OG0000044	NBX26_RS01805	ABKJ22_RS01670
OG0000045	NBX26_RS01745, NBX26_RS01740	ABKJ22_RS01620
OG0000046	NBX26_RS03475, NBX26_RS03465, NBX26_RS03460	ABKJ22_RS03170
OG0000048	NBX26_RS01920	ABKJ22_RS02075
OG0000049	NBX26_RS03220	ABKJ22_RS02955
OG0000050	NBX26_RS02610	ABKJ22_RS02395
OG0000051	NBX26_RS02825	ABKJ22_RS02600
OG0000052	NBX26_RS00080, NBX26_RS00075	ABKJ22_RS00075
OG0000053	NBX26_RS01580	ABKJ22_RS01465
OG0000054	NBX26_RS02635	ABKJ22_RS02420
OG0000055	NBX26_RS00125	ABKJ22_RS00130
OG0000056	NBX26_RS03730	ABKJ22_RS03415
OG0000057	NBX26_RS03095	ABKJ22_RS02865
OG0000060	NBX26_RS00085	ABKJ22_RS00080
OG0000061	NBX26_RS02240	ABKJ22_RS01845
OG0000062	NBX26_RS03775	ABKJ22_RS03470
OG0000063	NBX26_RS03770	ABKJ22_RS03465
OG0000064	NBX26_RS03760	ABKJ22_RS03455
OG0000065	NBX26_RS02400	ABKJ22_RS02160
OG0000066	NBX26_RS01480	ABKJ22_RS01370
OG0000068	NBX26_RS00645	ABKJ22_RS01055
OG0000069	NBX26_RS02990	ABKJ22_RS02760
OG0000070	NBX26_RS02640	ABKJ22_RS02425
OG0000071	NBX26_RS03445	ABKJ22_RS03155
OG0000072	NBX26_RS03450	ABKJ22_RS03160
OG0000073	NBX26_RS00715	ABKJ22_RS00995
OG0000074	NBX26_RS00910	ABKJ22_RS00800
OG0000075	NBX26_RS00335	ABKJ22_RS00335
OG0000076	NBX26_RS00350	ABKJ22_RS00350
OG0000077	NBX26_RS00435	ABKJ22_RS00445
OG0000078	NBX26_RS01810	ABKJ22_RS01675
OG0000079	NBX26_RS02720	ABKJ22_RS02505
OG0000080	NBX26_RS02765	ABKJ22_RS02550
OG0000081	NBX26_RS00330	ABKJ22_RS00330
OG0000083	NBX26_RS02080	ABKJ22_RS01995
OG0000084	NBX26_RS02050	ABKJ22_RS02025
OG0000085	NBX26_RS02045	ABKJ22_RS02030
OG0000086	NBX26_RS02030	ABKJ22_RS02040
OG0000087	NBX26_RS02015	ABKJ22_RS02055
OG0000088	NBX26_RS02010	ABKJ22_RS02060
OG0000089	NBX26_RS02000	ABKJ22_RS02070
OG0000090	NBX26_RS00070	ABKJ22_RS00070
OG0000091	NBX26_RS00055	ABKJ22_RS00055
OG0000092	NBX26_RS00040	ABKJ22_RS00040
OG0000093	NBX26_RS00035	ABKJ22_RS00035
OG0000094	NBX26_RS00030	ABKJ22_RS00030
OG0000095	NBX26_RS00005	ABKJ22_RS00005
OG0000096	NBX26_RS03810	ABKJ22_RS03505
OG0000097	NBX26_RS03790	ABKJ22_RS03485
OG0000098	NBX26_RS03780	ABKJ22_RS03475
OG0000099	NBX26_RS03735	ABKJ22_RS03425
OG0000100	NBX26_RS03720	ABKJ22_RS03405
OG0000101	NBX26_RS03715	ABKJ22_RS03400
OG0000102	NBX26_RS01835	ABKJ22_RS01700
OG0000103	NBX26_RS02365	ABKJ22_RS02195
OG0000104	NBX26_RS02370	ABKJ22_RS02190
OG0000105	NBX26_RS02390	ABKJ22_RS02175
OG0000106	NBX26_RS02395	ABKJ22_RS02165
OG0000107	NBX26_RS02405	ABKJ22_RS02155
OG0000108	NBX26_RS02410	ABKJ22_RS02150
OG0000109	NBX26_RS02415	ABKJ22_RS02145
OG0000110	NBX26_RS02535	ABKJ22_RS02340
OG0000111	NBX26_RS02530	ABKJ22_RS02335
OG0000112	NBX26_RS02520	ABKJ22_RS02325
OG0000113	NBX26_RS02500	ABKJ22_RS02305
OG0000114	NBX26_RS02490	ABKJ22_RS02295
OG0000115	NBX26_RS02480	ABKJ22_RS02285
OG0000116	NBX26_RS01420	ABKJ22_RS01315
OG0000117	NBX26_RS01425	ABKJ22_RS01320
OG0000118	NBX26_RS01460	ABKJ22_RS01355
OG0000119	NBX26_RS01470	ABKJ22_RS01360
OG0000120	NBX26_RS01485	ABKJ22_RS01375
OG0000121	NBX26_RS01515	ABKJ22_RS01400
OG0000122	NBX26_RS01520	ABKJ22_RS01405
OG0000123	NBX26_RS01540	ABKJ22_RS01425
OG0000124	NBX26_RS01545	ABKJ22_RS01430
OG0000125	NBX26_RS01550	ABKJ22_RS01435
OG0000126	NBX26_RS01560	ABKJ22_RS01445
OG0000127	NBX26_RS01570	ABKJ22_RS01455
OG0000128	NBX26_RS01585	ABKJ22_RS01470
OG0000129	NBX26_RS01590	ABKJ22_RS01475
OG0000130	NBX26_RS01600	ABKJ22_RS01485
OG0000131	NBX26_RS01630	ABKJ22_RS01515
OG0000132	NBX26_RS01645	ABKJ22_RS01530
OG0000133	NBX26_RS00530	ABKJ22_RS00530
OG0000134	NBX26_RS00535	ABKJ22_RS00535
OG0000135	NBX26_RS00550	ABKJ22_RS00550
OG0000136	NBX26_RS00555	ABKJ22_RS00555
OG0000137	NBX26_RS00595	ABKJ22_RS00585
OG0000138	NBX26_RS00620	ABKJ22_RS01080
OG0000139	NBX26_RS00650	ABKJ22_RS01050
OG0000140	NBX26_RS00655	ABKJ22_RS01045
OG0000141	NBX26_RS03105	ABKJ22_RS02875
OG0000142	NBX26_RS03100	ABKJ22_RS02870
OG0000143	NBX26_RS03085	ABKJ22_RS02850
OG0000144	NBX26_RS03070	ABKJ22_RS02840
OG0000145	NBX26_RS03060	ABKJ22_RS02830
OG0000146	NBX26_RS03050	ABKJ22_RS02820
OG0000147	NBX26_RS03045	ABKJ22_RS02815
OG0000148	NBX26_RS03030	ABKJ22_RS02800
OG0000149	NBX26_RS03020	ABKJ22_RS02790
OG0000150	NBX26_RS03005	ABKJ22_RS02775
OG0000151	NBX26_RS02955	ABKJ22_RS02720
OG0000152	NBX26_RS02950	ABKJ22_RS02715
OG0000153	NBX26_RS02945	ABKJ22_RS02710
OG0000154	NBX26_RS02935	ABKJ22_RS02700
OG0000155	NBX26_RS02895	ABKJ22_RS02660
OG0000156	NBX26_RS02890	ABKJ22_RS02650
OG0000157	NBX26_RS02880	ABKJ22_RS02645
OG0000158	NBX26_RS02870	ABKJ22_RS02635
OG0000159	NBX26_RS02625	ABKJ22_RS02410
OG0000160	NBX26_RS02620	ABKJ22_RS02405
OG0000161	NBX26_RS02615	ABKJ22_RS02400
OG0000162	NBX26_RS02605	ABKJ22_RS02390
OG0000163	NBX26_RS02600	ABKJ22_RS02385
OG0000164	NBX26_RS01730	ABKJ22_RS01610
OG0000165	NBX26_RS02160	ABKJ22_RS01915
OG0000166	NBX26_RS02140	ABKJ22_RS01935
OG0000167	NBX26_RS02125	ABKJ22_RS01950
OG0000168	NBX26_RS02120	ABKJ22_RS01955
OG0000169	NBX26_RS03215	ABKJ22_RS02950
OG0000170	NBX26_RS03230	ABKJ22_RS02965
OG0000171	NBX26_RS03240	ABKJ22_RS02975
OG0000172	NBX26_RS03245	ABKJ22_RS02980
OG0000173	NBX26_RS03250	ABKJ22_RS02985
OG0000174	NBX26_RS03255	ABKJ22_RS02990
OG0000175	NBX26_RS03270	ABKJ22_RS03005
OG0000176	NBX26_RS03330	ABKJ22_RS03050
OG0000177	NBX26_RS03335	ABKJ22_RS03055
OG0000178	NBX26_RS03340	ABKJ22_RS03060
OG0000179	NBX26_RS03350	ABKJ22_RS03070
OG0000180	NBX26_RS03355	ABKJ22_RS03075
OG0000181	NBX26_RS03395	ABKJ22_RS03105
OG0000182	NBX26_RS03405	ABKJ22_RS03115
OG0000183	NBX26_RS03440	ABKJ22_RS03150
OG0000184	NBX26_RS03495	ABKJ22_RS03190
OG0000185	NBX26_RS03480	ABKJ22_RS03175
OG0000186	NBX26_RS01655	ABKJ22_RS01540
OG0000187	NBX26_RS01670	ABKJ22_RS01555
OG0000188	NBX26_RS01680	ABKJ22_RS01565
OG0000189	NBX26_RS02455	ABKJ22_RS02110
OG0000190	NBX26_RS02450	ABKJ22_RS02115
OG0000191	NBX26_RS02425	ABKJ22_RS02135
OG0000192	NBX26_RS01345	ABKJ22_RS01230
OG0000193	NBX26_RS01330	ABKJ22_RS01220
OG0000194	NBX26_RS00695	ABKJ22_RS01010
OG0000195	NBX26_RS00700	ABKJ22_RS01005
OG0000196	NBX26_RS00725	ABKJ22_RS00985
OG0000197	NBX26_RS00735	ABKJ22_RS00980
OG0000198	NBX26_RS00745	ABKJ22_RS00965
OG0000199	NBX26_RS00750	ABKJ22_RS00960
OG0000200	NBX26_RS00765	ABKJ22_RS00945
OG0000201	NBX26_RS00775	ABKJ22_RS00935
OG0000202	NBX26_RS00830	ABKJ22_RS00880
OG0000203	NBX26_RS00835	ABKJ22_RS00875
OG0000204	NBX26_RS00840	ABKJ22_RS00870
OG0000205	NBX26_RS00845	ABKJ22_RS00865
OG0000206	NBX26_RS00865	ABKJ22_RS00845
OG0000207	NBX26_RS00880	ABKJ22_RS00830
OG0000208	NBX26_RS00885	ABKJ22_RS00825
OG0000209	NBX26_RS00890	ABKJ22_RS00820
OG0000210	NBX26_RS00935	ABKJ22_RS00775
OG0000211	NBX26_RS01080	ABKJ22_RS00745
OG0000212	NBX26_RS01085	ABKJ22_RS00735
OG0000213	NBX26_RS01090	ABKJ22_RS00730
OG0000214	NBX26_RS01095	ABKJ22_RS00725
OG0000215	NBX26_RS01100	ABKJ22_RS00720
OG0000216	NBX26_RS01105	ABKJ22_RS00715
OG0000217	NBX26_RS01110	ABKJ22_RS00710
OG0000218	NBX26_RS01120	ABKJ22_RS00700
OG0000219	NBX26_RS01125	ABKJ22_RS00695
OG0000220	NBX26_RS01130	ABKJ22_RS00690
OG0000221	NBX26_RS01135	ABKJ22_RS00685
OG0000222	NBX26_RS01140	ABKJ22_RS00680
OG0000223	NBX26_RS01145	ABKJ22_RS00675
OG0000224	NBX26_RS01155	ABKJ22_RS00665
OG0000225	NBX26_RS01165	ABKJ22_RS00655
OG0000226	NBX26_RS01170	ABKJ22_RS00650
OG0000227	NBX26_RS01175	ABKJ22_RS00645
OG0000228	NBX26_RS01180	ABKJ22_RS00640
OG0000229	NBX26_RS01185	ABKJ22_RS00635
OG0000230	NBX26_RS01190	ABKJ22_RS00630
OG0000231	NBX26_RS01200	ABKJ22_RS00620
OG0000232	NBX26_RS01210	ABKJ22_RS00610
OG0000233	NBX26_RS01230	ABKJ22_RS01110
OG0000234	NBX26_RS01265	ABKJ22_RS01145
OG0000235	NBX26_RS01275	ABKJ22_RS01155
OG0000236	NBX26_RS01280	ABKJ22_RS01160
OG0000237	NBX26_RS01285	ABKJ22_RS01165
OG0000238	NBX26_RS01295	ABKJ22_RS01170
OG0000239	NBX26_RS03115	ABKJ22_RS02885
OG0000240	NBX26_RS03120	ABKJ22_RS02890
OG0000241	NBX26_RS03130	ABKJ22_RS02900
OG0000242	NBX26_RS03135	ABKJ22_RS02905
OG0000243	NBX26_RS03140	ABKJ22_RS02910
OG0000244	NBX26_RS03150	ABKJ22_RS02920
OG0000245	NBX26_RS03160	ABKJ22_RS02930
OG0000246	NBX26_RS00130	ABKJ22_RS00135
OG0000247	NBX26_RS00140	ABKJ22_RS00145
OG0000248	NBX26_RS00150	ABKJ22_RS00155
OG0000249	NBX26_RS00155	ABKJ22_RS00160
OG0000250	NBX26_RS00180	ABKJ22_RS00175
OG0000251	NBX26_RS00210	ABKJ22_RS00205
OG0000252	NBX26_RS00215	ABKJ22_RS00215
OG0000253	NBX26_RS00220	ABKJ22_RS00220
OG0000254	NBX26_RS00230	ABKJ22_RS00230
OG0000255	NBX26_RS00235	ABKJ22_RS00235
OG0000256	NBX26_RS00240	ABKJ22_RS00240
OG0000257	NBX26_RS00265	ABKJ22_RS00265
OG0000258	NBX26_RS00280	ABKJ22_RS00275
OG0000259	NBX26_RS00305	ABKJ22_RS00305
OG0000260	NBX26_RS00315	ABKJ22_RS00315
OG0000261	NBX26_RS00325	ABKJ22_RS00325
OG0000262	NBX26_RS00340	ABKJ22_RS00340
OG0000263	NBX26_RS00355	ABKJ22_RS00355
OG0000264	NBX26_RS00370	ABKJ22_RS00370
OG0000265	NBX26_RS00380	ABKJ22_RS00380
OG0000266	NBX26_RS00395	ABKJ22_RS00395
OG0000267	NBX26_RS00410	ABKJ22_RS00410
OG0000268	NBX26_RS00415	ABKJ22_RS00415
OG0000269	NBX26_RS00430	ABKJ22_RS00440
OG0000270	NBX26_RS03690	ABKJ22_RS03375
OG0000271	NBX26_RS03685	ABKJ22_RS03370
OG0000272	NBX26_RS03680	ABKJ22_RS03365
OG0000273	NBX26_RS03675	ABKJ22_RS03360
OG0000274	NBX26_RS03660	ABKJ22_RS03340
OG0000275	NBX26_RS03650	ABKJ22_RS03335
OG0000276	NBX26_RS03645	ABKJ22_RS03330
OG0000277	NBX26_RS03635	ABKJ22_RS03320
OG0000278	NBX26_RS03630	ABKJ22_RS03315
OG0000279	NBX26_RS03620	ABKJ22_RS03305
OG0000280	NBX26_RS03615	ABKJ22_RS03300
OG0000281	NBX26_RS03610	ABKJ22_RS03295
OG0000282	NBX26_RS03585	ABKJ22_RS03270
OG0000283	NBX26_RS03580	ABKJ22_RS03265
OG0000284	NBX26_RS03575	ABKJ22_RS03260
OG0000285	NBX26_RS03570	ABKJ22_RS03255
OG0000286	NBX26_RS02585	ABKJ22_RS02370
OG0000287	NBX26_RS02680	ABKJ22_RS02465
OG0000288	NBX26_RS02690	ABKJ22_RS02475
OG0000289	NBX26_RS02695	ABKJ22_RS02480
OG0000290	NBX26_RS02815	ABKJ22_RS02590
OG0000291	NBX26_RS02800	ABKJ22_RS02580
OG0000292	NBX26_RS02795	ABKJ22_RS02575
OG0000293	NBX26_RS02785	ABKJ22_RS02570
OG0000294	NBX26_RS02775	ABKJ22_RS02560
OG0000295	NBX26_RS02770	ABKJ22_RS02555
OG0000296	NBX26_RS02730	ABKJ22_RS02515
OG0000297	NBX26_RS02725	ABKJ22_RS02510
OG0000298	NBX26_RS00165	ABKJ22_RS00170
OG0000299	NBX26_RS00190	ABKJ22_RS00190
OG0000300	NBX26_RS00365	ABKJ22_RS00365
OG0000301	NBX26_RS00400	ABKJ22_RS00400
OG0000302	NBX26_RS00405	ABKJ22_RS00405
OG0000303	NBX26_RS00560	ABKJ22_RS00560
OG0000304	NBX26_RS01215	ABKJ22_RS00605
OG0000305	NBX26_RS03055	ABKJ22_RS02825
OG0000306	NBX26_RS02980	ABKJ22_RS02745
OG0000307	NBX26_RS02940	ABKJ22_RS02705
OG0000308	NBX26_RS02850	ABKJ22_RS02610
OG0000309	NBX26_RS02760	ABKJ22_RS02545
OG0000310	NBX26_RS02685	ABKJ22_RS02470
OG0000311	NBX26_RS02645	ABKJ22_RS02430
OG0000312	NBX26_RS02630	ABKJ22_RS02415
OG0000313	NBX26_RS01720	ABKJ22_RS01600
OG0000314	NBX26_RS02145	ABKJ22_RS01930
OG0000315	NBX26_RS02115	ABKJ22_RS01960
OG0000316	NBX26_RS02105	ABKJ22_RS01970
OG0000317	NBX26_RS02005	ABKJ22_RS02065
OG0000318	NBX26_RS02100	ABKJ22_RS01975
OG0000319	NBX26_RS02380	ABKJ22_RS02180
OG0000320	NBX26_RS02510	ABKJ22_RS02315
OG0000321	NBX26_RS01455	ABKJ22_RS01350
OG0000322	NBX26_RS01510	ABKJ22_RS01395
OG0000323	NBX26_RS01640	ABKJ22_RS01525
OG0000324	NBX26_RS02420	ABKJ22_RS02140
OG0000325	NBX26_RS00710	ABKJ22_RS01000
OG0000326	NBX26_RS00805	ABKJ22_RS00905
OG0000327	NBX26_RS00810	ABKJ22_RS00900
OG0000328	NBX26_RS00895	ABKJ22_RS00815
OG0000329	NBX26_RS00920	ABKJ22_RS00795
OG0000330	NBX26_RS01240	ABKJ22_RS01120
OG0000331	NBX26_RS03145	ABKJ22_RS02915
OG0000332	NBX26_RS03285	ABKJ22_RS03015
OG0000333	NBX26_RS03295	ABKJ22_RS03025
OG0000334	NBX26_RS03400	ABKJ22_RS03110
OG0000335	NBX26_RS03410	ABKJ22_RS03120
OG0000336	NBX26_RS03600	ABKJ22_RS03285
OG0000337	NBX26_RS03765	ABKJ22_RS03460
OG0000338	NBX26_RS03805	ABKJ22_RS03500
OG0000339	NBX26_RS02485	ABKJ22_RS02290
OG0000340	NBX26_RS01435	ABKJ22_RS01330
OG0000341	NBX26_RS02445	ABKJ22_RS02120
OG0000342	NBX26_RS00740	ABKJ22_RS00970
OG0000343	NBX26_RS03305	ABKJ22_RS03035
OG0000344	NBX26_RS00575	ABKJ22_RS00575
OG0000345	NBX26_RS01160	ABKJ22_RS00660
OG0000346	NBX26_RS03605	ABKJ22_RS03290
OG0000347	NBX26_RS01535	ABKJ22_RS01420
OG0000348	NBX26_RS00815	ABKJ22_RS00895
OG0000349	NBX26_RS03665	ABKJ22_RS03350
OG0000350	NBX26_RS02930	ABKJ22_RS02695
OG0000351	NBX26_RS00485	ABKJ22_RS00495
OG0000352	NBX26_RS02165	ABKJ22_RS01910
OG0000353	NBX26_RS01500	ABKJ22_RS01390
OG0000354	NBX26_RS00635	ABKJ22_RS01065
OG0000355	NBX26_RS02190	ABKJ22_RS01885
OG0000356	NBX26_RS02110	ABKJ22_RS01965
OG0000357	NBX26_RS03260	ABKJ22_RS02995
OG0000358	NBX26_RS03265	ABKJ22_RS03000
OG0000359	NBX26_RS00785	ABKJ22_RS00925
OG0000360	NBX26_RS00270	ABKJ22_RS00270
OG0000361	NBX26_RS00300	ABKJ22_RS00300
OG0000362	NBX26_RS02705	ABKJ22_RS02490
OG0000363	NBX26_RS01575	ABKJ22_RS01460
OG0000364	NBX26_RS02215	ABKJ22_RS01860
OG0000365	NBX26_RS02065	ABKJ22_RS02015
OG0000366	NBX26_RS02040	ABKJ22_RS02035
OG0000367	NBX26_RS02025	ABKJ22_RS02045
OG0000368	NBX26_RS00060	ABKJ22_RS00060
OG0000369	NBX26_RS00025	ABKJ22_RS00025
OG0000370	NBX26_RS00020	ABKJ22_RS00020
OG0000371	NBX26_RS00015	ABKJ22_RS00015
OG0000372	NBX26_RS00010	ABKJ22_RS00010
OG0000373	NBX26_RS03795	ABKJ22_RS03490
OG0000374	NBX26_RS03785	ABKJ22_RS03480
OG0000375	NBX26_RS02375	ABKJ22_RS02185
OG0000376	NBX26_RS02525	ABKJ22_RS02330
OG0000377	NBX26_RS02515	ABKJ22_RS02320
OG0000378	NBX26_RS01415	ABKJ22_RS01310
OG0000379	NBX26_RS01495	ABKJ22_RS01385
OG0000380	NBX26_RS01530	ABKJ22_RS01410
OG0000381	NBX26_RS01565	ABKJ22_RS01450
OG0000382	NBX26_RS01595	ABKJ22_RS01480
OG0000383	NBX26_RS01635	ABKJ22_RS01520
OG0000384	NBX26_RS00515	ABKJ22_RS00515
OG0000385	NBX26_RS00525	ABKJ22_RS00520
OG0000386	NBX26_RS00540	ABKJ22_RS00540
OG0000387	NBX26_RS00565	ABKJ22_RS00565
OG0000388	NBX26_RS00570	ABKJ22_RS00570
OG0000389	NBX26_RS00615	ABKJ22_RS01085
OG0000390	NBX26_RS03075	ABKJ22_RS02845
OG0000391	NBX26_RS03065	ABKJ22_RS02835
OG0000392	NBX26_RS03040	ABKJ22_RS02810
OG0000393	NBX26_RS02985	ABKJ22_RS02755
OG0000394	NBX26_RS02905	ABKJ22_RS02670
OG0000395	NBX26_RS02900	ABKJ22_RS02665
OG0000396	NBX26_RS02590	ABKJ22_RS02375
OG0000397	NBX26_RS02180	ABKJ22_RS01895
OG0000398	NBX26_RS02175	ABKJ22_RS01900
OG0000399	NBX26_RS02130	ABKJ22_RS01945
OG0000400	NBX26_RS03225	ABKJ22_RS02960
OG0000401	NBX26_RS03290	ABKJ22_RS03020
OG0000402	NBX26_RS03300	ABKJ22_RS03030
OG0000403	NBX26_RS03310	ABKJ22_RS03040
OG0000404	NBX26_RS03345	ABKJ22_RS03065
OG0000405	NBX26_RS03360	ABKJ22_RS03080
OG0000406	NBX26_RS03415	ABKJ22_RS03125
OG0000407	NBX26_RS03420	ABKJ22_RS03130
OG0000408	NBX26_RS03425	ABKJ22_RS03135
OG0000409	NBX26_RS03430	ABKJ22_RS03140
OG0000410	NBX26_RS03505	ABKJ22_RS03195
OG0000411	NBX26_RS03490	ABKJ22_RS03185
OG0000412	NBX26_RS03485	ABKJ22_RS03180
OG0000413	NBX26_RS01650	ABKJ22_RS01535
OG0000414	NBX26_RS01660	ABKJ22_RS01545
OG0000415	NBX26_RS01665	ABKJ22_RS01550
OG0000416	NBX26_RS01675	ABKJ22_RS01560
OG0000417	NBX26_RS02440	ABKJ22_RS02125
OG0000418	NBX26_RS02430	ABKJ22_RS02130
OG0000419	NBX26_RS00720	ABKJ22_RS00990
OG0000420	NBX26_RS00755	ABKJ22_RS00955
OG0000421	NBX26_RS00795	ABKJ22_RS00920
OG0000422	NBX26_RS00800	ABKJ22_RS00910
OG0000423	NBX26_RS00855	ABKJ22_RS00855
OG0000424	NBX26_RS00860	ABKJ22_RS00850
OG0000425	NBX26_RS00870	ABKJ22_RS00840
OG0000426	NBX26_RS00875	ABKJ22_RS00835
OG0000427	NBX26_RS00900	ABKJ22_RS00810
OG0000428	NBX26_RS00925	ABKJ22_RS00785
OG0000429	NBX26_RS01150	ABKJ22_RS00670
OG0000430	NBX26_RS01195	ABKJ22_RS00625
OG0000431	NBX26_RS01205	ABKJ22_RS00615
OG0000432	NBX26_RS01235	ABKJ22_RS01115
OG0000433	NBX26_RS01260	ABKJ22_RS01130
OG0000435	NBX26_RS01270	ABKJ22_RS01150
OG0000437	NBX26_RS01305	ABKJ22_RS01185
OG0000438	NBX26_RS01310	ABKJ22_RS01190
OG0000439	NBX26_RS01315	ABKJ22_RS01195
OG0000440	NBX26_RS03125	ABKJ22_RS02895
OG0000441	NBX26_RS03165	ABKJ22_RS02935
OG0000442	NBX26_RS00135	ABKJ22_RS00140
OG0000443	NBX26_RS00185	ABKJ22_RS00185
OG0000444	NBX26_RS00200	ABKJ22_RS00200
OG0000445	NBX26_RS00225	ABKJ22_RS00225
OG0000446	NBX26_RS00250	ABKJ22_RS00250
OG0000447	NBX26_RS00255	ABKJ22_RS00255
OG0000448	NBX26_RS00290	ABKJ22_RS00285
OG0000449	NBX26_RS00310	ABKJ22_RS00310
OG0000450	NBX26_RS00320	ABKJ22_RS00320
OG0000451	NBX26_RS00360	ABKJ22_RS00360
OG0000452	NBX26_RS00385	ABKJ22_RS00385
OG0000453	NBX26_RS00420	ABKJ22_RS00420
OG0000454	NBX26_RS01695	ABKJ22_RS01580
OG0000455	NBX26_RS03710	ABKJ22_RS03395
OG0000456	NBX26_RS03590	ABKJ22_RS03275
OG0000457	NBX26_RS03565	ABKJ22_RS03250
OG0000458	NBX26_RS02675	ABKJ22_RS02460
OG0000459	NBX26_RS02700	ABKJ22_RS02485
OG0000460	NBX26_RS02710	ABKJ22_RS02495
OG0000461	NBX26_RS02755	ABKJ22_RS02540
OG0000462	NBX26_RS02750	ABKJ22_RS02535
OG0000463	NBX26_RS02745	ABKJ22_RS02530
OG0000464	NBX26_RS02740	ABKJ22_RS02525
OG0000465	NBX26_RS02735	ABKJ22_RS02520
OG0000466	NBX26_RS00390	ABKJ22_RS00390
OG0000467	NBX26_RS02855	ABKJ22_RS02620
OG0000468	NBX26_RS02135	ABKJ22_RS01940
OG0000469	NBX26_RS02075	ABKJ22_RS02000
OG0000470	NBX26_RS00850	ABKJ22_RS00860
OG0000471	NBX26_RS00930	ABKJ22_RS00780
OG0000472	NBX26_RS03515	ABKJ22_RS03205
OG0000473	NBX26_RS03695	ABKJ22_RS03380
