Orthogroup	MFC_MF30_genes	MHP_ES2L_genes
OG0000386	DR084_RS00360	HZK19_RS00530
OG0000387	DR084_RS00385	HZK19_RS00555
OG0000388	DR084_RS03460	HZK19_RS00560
OG0000389	DR084_RS00425	HZK19_RS00605
OG0000390	DR084_RS00525	HZK19_RS02865
OG0000391	DR084_RS00535	HZK19_RS02855
OG0000392	DR084_RS00560	HZK19_RS02830
OG0000393	DR084_RS00615	HZK19_RS02775
OG0000394	DR084_RS00675	HZK19_RS02700
OG0000395	DR084_RS00680	HZK19_RS02695
OG0000396	DR084_RS00985	HZK19_RS02395
OG0000397	DR084_RS01030	HZK19_RS01880
OG0000398	DR084_RS01035	HZK19_RS01885
OG0000399	DR084_RS01080	HZK19_RS01935
OG0000400	DR084_RS02055	HZK19_RS03000
OG0000401	DR084_RS02115	HZK19_RS03155
OG0000402	DR084_RS02125	HZK19_RS03165
OG0000403	DR084_RS02135	HZK19_RS03175
OG0000404	DR084_RS03565	HZK19_RS03205
OG0000405	DR084_RS02170	HZK19_RS03220
OG0000406	DR084_RS02200	HZK19_RS03285
OG0000407	DR084_RS03580	HZK19_RS03290
OG0000408	DR084_RS02210	HZK19_RS03295
OG0000409	DR084_RS02215	HZK19_RS03300
OG0000410	DR084_RS02860	HZK19_RS03360
OG0000411	DR084_RS02870	HZK19_RS03350
OG0000412	DR084_RS02875	HZK19_RS03345
OG0000413	DR084_RS01130	HZK19_RS01485
OG0000414	DR084_RS01140	HZK19_RS01495
OG0000415	DR084_RS01145	HZK19_RS01500
OG0000416	DR084_RS01155	HZK19_RS01510
OG0000417	DR084_RS01185	HZK19_RS02255
OG0000418	DR084_RS01190	HZK19_RS02250
OG0000419	DR084_RS01250	HZK19_RS00685
OG0000420	DR084_RS01285	HZK19_RS00720
OG0000421	DR084_RS01320	HZK19_RS00755
OG0000422	DR084_RS01330	HZK19_RS00765
OG0000423	DR084_RS01385	HZK19_RS00820
OG0000424	DR084_RS01390	HZK19_RS00825
OG0000425	DR084_RS01400	HZK19_RS00835
OG0000426	DR084_RS03530	HZK19_RS00840
OG0000427	DR084_RS03535	HZK19_RS00865
OG0000428	DR084_RS01455	HZK19_RS00890
OG0000429	DR084_RS01550	HZK19_RS00985
OG0000430	DR084_RS01595	HZK19_RS01030
OG0000431	DR084_RS01605	HZK19_RS01040
OG0000432	DR084_RS01625	HZK19_RS01075
OG0000433	DR084_RS01635	HZK19_RS01090
OG0000434	DR084_RS01640	HZK19_RS01095
OG0000435	DR084_RS01655	HZK19_RS01110
OG0000436	DR084_RS01690	HZK19_RS01135
OG0000437	DR084_RS01700	HZK19_RS01145
OG0000438	DR084_RS03545	HZK19_RS01150
OG0000439	DR084_RS01710	HZK19_RS01155
OG0000440	DR084_RS01725	HZK19_RS02915
OG0000441	DR084_RS01765	HZK19_RS02955
OG0000442	DR084_RS02390	HZK19_RS00130
OG0000443	DR084_RS00025	HZK19_RS00175
OG0000444	DR084_RS00040	HZK19_RS00190
OG0000445	DR084_RS00065	HZK19_RS00215
OG0000446	DR084_RS00090	HZK19_RS00240
OG0000447	DR084_RS00095	HZK19_RS00245
OG0000448	DR084_RS00125	HZK19_RS00275
OG0000449	DR084_RS00150	HZK19_RS00300
OG0000450	DR084_RS00160	HZK19_RS00310
OG0000451	DR084_RS00200	HZK19_RS00350
OG0000452	DR084_RS00225	HZK19_RS00375
OG0000453	DR084_RS00260	HZK19_RS00410
OG0000455	DR084_RS03615	HZK19_RS03560
OG0000456	DR084_RS02620	HZK19_RS03440
OG0000457	DR084_RS02645	HZK19_RS03415
OG0000458	DR084_RS00880	HZK19_RS02480
OG0000459	DR084_RS00855	HZK19_RS02505
OG0000460	DR084_RS00845	HZK19_RS02520
OG0000461	DR084_RS00800	HZK19_RS02560
OG0000462	DR084_RS00805	HZK19_RS02555
OG0000463	DR084_RS00810	HZK19_RS02550
OG0000465	DR084_RS00820	HZK19_RS02545
OG0000466	DR084_RS00230	HZK19_RS00380
OG0000467	DR084_RS03485	HZK19_RS02645
OG0000468	DR084_RS01075	HZK19_RS01930
OG0000469	DR084_RS02850	HZK19_RS01990
OG0000470	DR084_RS01380	HZK19_RS00815
OG0000471	DR084_RS01460	HZK19_RS00895
OG0000472	DR084_RS02670	HZK19_RS03370
OG0000473	DR084_RS02455	HZK19_RS03545
OG0000474	DR084_RS02460	HZK19_RS03550
OG0000475	DR084_RS02465	HZK19_RS03555
OG0000476	DR084_RS02500	HZK19_RS01520
OG0000477	DR084_RS00775	HZK19_RS02585
OG0000478	DR084_RS02570	HZK19_RS03490
OG0000479	DR084_RS01920	HZK19_RS01295
OG0000480	DR084_RS03020	HZK19_RS01995
OG0000481	DR084_RS01355	HZK19_RS00790
OG0000483	DR084_RS02715	HZK19_RS02040
OG0000484	DR084_RS03445	HZK19_RS00185
OG0000485	DR084_RS01695	HZK19_RS01140
OG0000486	DR084_RS01165	HZK19_RS02275
OG0000487	DR084_RS03685	HZK19_RS01970
OG0000488	DR084_RS02685	HZK19_RS02010
OG0000489	DR084_RS02350	HZK19_RS00050
OG0000490	DR084_RS02290	HZK19_RS03655
OG0000491	DR084_RS01940	HZK19_RS01315
OG0000492	DR084_RS02015	HZK19_RS01390
OG0000493	DR084_RS00400	HZK19_RS00570
OG0000494	DR084_RS00450	HZK19_RS00630
OG0000495	DR084_RS00590	HZK19_RS02800
OG0000496	DR084_RS00600	HZK19_RS02790
OG0000497	DR084_RS00605	HZK19_RS02785
OG0000498	DR084_RS00670	HZK19_RS02705
OG0000499	DR084_RS00710	HZK19_RS02670
OG0000500	DR084_RS01040	HZK19_RS01890
OG0000501	DR084_RS02065	HZK19_RS03010
OG0000502	DR084_RS01225	HZK19_RS01165
OG0000503	DR084_RS01300	HZK19_RS00735
OG0000504	DR084_RS01435	HZK19_RS00870
OG0000505	DR084_RS01470	HZK19_RS00905
OG0000506	DR084_RS01480	HZK19_RS00915
OG0000507	DR084_RS01515	HZK19_RS00950
OG0000508	DR084_RS00085	HZK19_RS00235
OG0000509	DR084_RS00120	HZK19_RS00270
OG0000510	DR084_RS00130	HZK19_RS00280
OG0000511	DR084_RS00265	HZK19_RS00415
OG0000513	DR084_RS02585	HZK19_RS03475
OG0000514	DR084_RS00565	HZK19_RS02825
OG0000516	DR084_RS03415, DR084_RS03410	HZK19_RS01975
OG0000517	DR084_RS02365	HZK19_RS00065
OG0000518	DR084_RS02105	HZK19_RS03145
OG0000519	DR084_RS01325	HZK19_RS00760
OG0000520	DR084_RS01450	HZK19_RS00885
OG0000521	DR084_RS00100	HZK19_RS00250
OG0000522	DR084_RS00135	HZK19_RS00285
OG0000523	DR084_RS02650	HZK19_RS03410
OG0000524	DR084_RS00735	HZK19_RS02640
OG0000525	DR084_RS03715	HZK19_RS03375
OG0000528	DR084_RS03690	HZK19_RS01980
OG0000529	DR084_RS01805	HZK19_RS02210
OG0000530	DR084_RS01870	HZK19_RS02315
OG0000531	DR084_RS01990	HZK19_RS01365
OG0000533	DR084_RS01615	HZK19_RS00590
OG0000534	DR084_RS00215	HZK19_RS00365
OG0000535	DR084_RS02345	HZK19_RS00045
OG0000536	DR084_RS02525	HZK19_RS03590
OG0000537	DR084_RS01265	HZK19_RS00700
OG0000538	DR084_RS01645	HZK19_RS01100
OG0000539	DR084_RS00050	HZK19_RS00200
OG0000540	DR084_RS00755	HZK19_RS02605
OG0000541	DR084_RS00695	HZK19_RS02685
OG0000542	DR084_RS00185	HZK19_RS00335
OG0000547	DR084_RS00515	HZK19_RS02875
OG0000548	DR084_RS00990	HZK19_RS01560
OG0000549	DR084_RS02675	HZK19_RS03365
OG0000550	DR084_RS02550	HZK19_RS03510
OG0000551	DR084_RS01755	HZK19_RS02945
OG0000555	DR084_RS03090	HZK19_RS02880
OG0000602	DR084_RS02680	HZK19_RS02005
