Orthogroup	MFC_MF30_genes	MHP_MHP653_genes
OG0000074	DR084_RS03540	DR096_RS04705
OG0000075	DR084_RS00175	DR096_RS00165
OG0000077	DR084_RS00275	DR096_RS00060
OG0000078	DR084_RS00725	DR096_RS02015
OG0000079	DR084_RS00835	DR096_RS02960
OG0000080	DR084_RS03130	DR096_RS04245
OG0000081	DR084_RS00170	DR096_RS00170
OG0000082	DR084_RS00895	DR096_RS01735
OG0000083	DR084_RS02845	DR096_RS00560
OG0000084	DR084_RS02690	DR096_RS00585
OG0000085	DR084_RS02695	DR096_RS00590
OG0000086	DR084_RS03665	DR096_RS00600
OG0000087	DR084_RS02720	DR096_RS00615
OG0000088	DR084_RS02725	DR096_RS00620
OG0000089	DR084_RS02735	DR096_RS03525
OG0000090	DR084_RS02370	DR096_RS02835
OG0000091	DR084_RS02355	DR096_RS01865
OG0000092	DR084_RS02340	DR096_RS01850
OG0000093	DR084_RS02335	DR096_RS01845
OG0000094	DR084_RS02330	DR096_RS01840
OG0000095	DR084_RS02305	DR096_RS01815
OG0000096	DR084_RS02300	DR096_RS01810
OG0000097	DR084_RS02280	DR096_RS01790
OG0000098	DR084_RS02270	DR096_RS01780
OG0000099	DR084_RS02520	DR096_RS03485
OG0000100	DR084_RS02510	DR096_RS01035
OG0000101	DR084_RS02505	DR096_RS01030
OG0000102	DR084_RS02495	DR096_RS02040
OG0000103	DR084_RS01780	DR096_RS02890
OG0000104	DR084_RS01785	DR096_RS02885
OG0000105	DR084_RS01800	DR096_RS02870
OG0000106	DR084_RS01810	DR096_RS02860
OG0000107	DR084_RS01820	DR096_RS02850
OG0000108	DR084_RS01825	DR096_RS02845
OG0000109	DR084_RS01830	DR096_RS02840
OG0000110	DR084_RS01835	DR096_RS01725
OG0000111	DR084_RS01840	DR096_RS01720
OG0000112	DR084_RS01850	DR096_RS01710
OG0000113	DR084_RS03550	DR096_RS04785
OG0000114	DR084_RS01875	DR096_RS03255
OG0000115	DR084_RS01885	DR096_RS03245
OG0000116	DR084_RS01895	DR096_RS01665
OG0000117	DR084_RS01900	DR096_RS01660
OG0000118	DR084_RS01930	DR096_RS01625
OG0000119	DR084_RS01935	DR096_RS01620
OG0000120	DR084_RS01950	DR096_RS01605
OG0000121	DR084_RS01975	DR096_RS01580
OG0000122	DR084_RS01980	DR096_RS01575
OG0000123	DR084_RS02000	DR096_RS01555
OG0000124	DR084_RS02005	DR096_RS01550
OG0000125	DR084_RS02010	DR096_RS01545
OG0000126	DR084_RS02020	DR096_RS01210
OG0000127	DR084_RS02030	DR096_RS01220
OG0000128	DR084_RS02760	DR096_RS01235
OG0000129	DR084_RS02765	DR096_RS01240
OG0000130	DR084_RS02775	DR096_RS01250
OG0000131	DR084_RS02805	DR096_RS04595
OG0000132	DR084_RS03675	DR096_RS04600
OG0000133	DR084_RS00350	DR096_RS02600
OG0000134	DR084_RS03455	DR096_RS02605
OG0000135	DR084_RS00370	DR096_RS02620
OG0000136	DR084_RS00375	DR096_RS02625
OG0000137	DR084_RS00405	DR096_RS02665
OG0000138	DR084_RS00430	DR096_RS03305
OG0000139	DR084_RS00460	DR096_RS03275
OG0000140	DR084_RS00465	DR096_RS03270
OG0000141	DR084_RS00490	DR096_RS01055
OG0000142	DR084_RS03470	DR096_RS04575
OG0000143	DR084_RS00520	DR096_RS01085
OG0000144	DR084_RS00530	DR096_RS01095
OG0000145	DR084_RS00540	DR096_RS01105
OG0000146	DR084_RS00550	DR096_RS01115
OG0000147	DR084_RS00555	DR096_RS01120
OG0000148	DR084_RS00570	DR096_RS01135
OG0000149	DR084_RS00580	DR096_RS01145
OG0000150	DR084_RS00595	DR096_RS01160
OG0000151	DR084_RS00645	DR096_RS01530
OG0000152	DR084_RS00650	DR096_RS01525
OG0000153	DR084_RS00655	DR096_RS01520
OG0000154	DR084_RS00665	DR096_RS01510
OG0000155	DR084_RS00685	DR096_RS01470
OG0000156	DR084_RS00700	DR096_RS01460
OG0000157	DR084_RS03475	DR096_RS04635
OG0000158	DR084_RS03480	DR096_RS04630
OG0000159	DR084_RS00950	DR096_RS03005
OG0000160	DR084_RS00955	DR096_RS03010
OG0000161	DR084_RS00960	DR096_RS03015
OG0000162	DR084_RS02975, DR084_RS00970	DR096_RS03025
OG0000163	DR084_RS00975	DR096_RS03030
OG0000164	DR084_RS03490	DR096_RS01375
OG0000165	DR084_RS01050	DR096_RS00480
OG0000166	DR084_RS01070	DR096_RS00500
OG0000167	DR084_RS01085	DR096_RS00515
OG0000168	DR084_RS01090	DR096_RS00520
OG0000169	DR084_RS02045	DR096_RS00775
OG0000170	DR084_RS02060	DR096_RS00760
OG0000171	DR084_RS02070	DR096_RS00750
OG0000172	DR084_RS02075	DR096_RS00740
OG0000173	DR084_RS02080	DR096_RS00735
OG0000174	DR084_RS02085	DR096_RS00730
OG0000175	DR084_RS02100	DR096_RS00715
OG0000176	DR084_RS02140	DR096_RS00665
OG0000177	DR084_RS02145	DR096_RS00660
OG0000178	DR084_RS02150	DR096_RS00655
OG0000179	DR084_RS02160	DR096_RS00645
OG0000180	DR084_RS02165	DR096_RS00640
OG0000181	DR084_RS03570	DR096_RS04745
OG0000182	DR084_RS02190	DR096_RS03095
OG0000183	DR084_RS02225	DR096_RS03060
OG0000184	DR084_RS02865	DR096_RS03135
OG0000185	DR084_RS02880	DR096_RS03120
OG0000186	DR084_RS01135	DR096_RS04605
OG0000187	DR084_RS01150	DR096_RS01320
OG0000188	DR084_RS01160	DR096_RS01330
OG0000189	DR084_RS03510	DR096_RS04750
OG0000190	DR084_RS01175	DR096_RS03155
OG0000191	DR084_RS01195	DR096_RS03175
OG0000192	DR084_RS01205	DR096_RS02270
OG0000193	DR084_RS01220	DR096_RS02285
OG0000194	DR084_RS01230	DR096_RS02075
OG0000195	DR084_RS01235	DR096_RS02080
OG0000196	DR084_RS03515	DR096_RS02100
OG0000197	DR084_RS01260	DR096_RS02105
OG0000198	DR084_RS01275	DR096_RS02120
OG0000199	DR084_RS01280	DR096_RS02125
OG0000200	DR084_RS01295	DR096_RS02140
OG0000201	DR084_RS01305	DR096_RS02150
OG0000202	DR084_RS01360	DR096_RS02205
OG0000203	DR084_RS01365	DR096_RS02215
OG0000204	DR084_RS01370	DR096_RS04690
OG0000205	DR084_RS01375	DR096_RS02315
OG0000206	DR084_RS01395	DR096_RS02335
OG0000207	DR084_RS01410	DR096_RS02350
OG0000208	DR084_RS01415	DR096_RS02355
OG0000209	DR084_RS01420	DR096_RS02360
OG0000210	DR084_RS01465	DR096_RS02405
OG0000211	DR084_RS01475	DR096_RS02680
OG0000212	DR084_RS01485	DR096_RS02690
OG0000213	DR084_RS01490	DR096_RS02695
OG0000214	DR084_RS01495	DR096_RS02700
OG0000215	DR084_RS01500	DR096_RS02705
OG0000216	DR084_RS01505	DR096_RS02710
OG0000217	DR084_RS01510	DR096_RS02715
OG0000218	DR084_RS01520	DR096_RS02725
OG0000219	DR084_RS01525	DR096_RS02730
OG0000220	DR084_RS01530	DR096_RS02735
OG0000221	DR084_RS01535	DR096_RS02740
OG0000222	DR084_RS01540	DR096_RS02745
OG0000223	DR084_RS01545	DR096_RS02750
OG0000224	DR084_RS01555	DR096_RS02760
OG0000225	DR084_RS01565	DR096_RS02770
OG0000226	DR084_RS01570	DR096_RS02775
OG0000227	DR084_RS01575	DR096_RS02780
OG0000228	DR084_RS03705	DR096_RS04885
OG0000229	DR084_RS01585	DR096_RS02790
OG0000230	DR084_RS01590	DR096_RS02795
OG0000231	DR084_RS01600	DR096_RS02805
OG0000232	DR084_RS01610	DR096_RS02815
OG0000233	DR084_RS01620	DR096_RS01885
OG0000234	DR084_RS01650	DR096_RS01920
OG0000235	DR084_RS01660	DR096_RS01930
OG0000236	DR084_RS01665	DR096_RS01935
OG0000237	DR084_RS01680	DR096_RS01940
OG0000238	DR084_RS01685	DR096_RS01950
OG0000239	DR084_RS01715	DR096_RS00850
OG0000240	DR084_RS01720	DR096_RS00845
OG0000241	DR084_RS01730	DR096_RS00835
OG0000242	DR084_RS01735	DR096_RS00830
OG0000243	DR084_RS01740	DR096_RS00825
OG0000244	DR084_RS01750	DR096_RS00815
OG0000245	DR084_RS01760	DR096_RS00805
OG0000246	DR084_RS02385	DR096_RS02525
OG0000247	DR084_RS02395	DR096_RS00365
OG0000248	DR084_RS02420	DR096_RS00355
OG0000249	DR084_RS02425	DR096_RS00350
OG0000250	DR084_RS00015	DR096_RS00335
OG0000251	DR084_RS00045	DR096_RS00300
OG0000252	DR084_RS00055	DR096_RS00290
OG0000253	DR084_RS00060	DR096_RS00285
OG0000254	DR084_RS00070	DR096_RS00275
OG0000255	DR084_RS00075	DR096_RS00265
OG0000256	DR084_RS00080	DR096_RS00260
OG0000257	DR084_RS00105	DR096_RS00235
OG0000258	DR084_RS00115	DR096_RS00225
OG0000259	DR084_RS00145	DR096_RS00195
OG0000260	DR084_RS00155	DR096_RS00185
OG0000261	DR084_RS03450	DR096_RS04485
OG0000262	DR084_RS00180	DR096_RS00160
OG0000263	DR084_RS00195	DR096_RS00145
OG0000264	DR084_RS00210	DR096_RS00130
OG0000265	DR084_RS00220	DR096_RS00120
OG0000266	DR084_RS00235	DR096_RS00105
OG0000267	DR084_RS00250	DR096_RS00090
OG0000268	DR084_RS00255	DR096_RS00085
OG0000269	DR084_RS00270	DR096_RS00070
OG0000270	DR084_RS03610	DR096_RS04570
OG0000271	DR084_RS02445	DR096_RS01000
OG0000272	DR084_RS02440	DR096_RS00995
OG0000273	DR084_RS02435	DR096_RS00990
OG0000274	DR084_RS02555	DR096_RS00970
OG0000275	DR084_RS03630	DR096_RS04560
OG0000276	DR084_RS02565	DR096_RS00960
OG0000277	DR084_RS03635	DR096_RS00950
OG0000278	DR084_RS02580	DR096_RS00945
OG0000279	DR084_RS02590	DR096_RS00935
OG0000280	DR084_RS02595	DR096_RS00930
OG0000281	DR084_RS02600	DR096_RS00925
OG0000282	DR084_RS02625	DR096_RS04550
OG0000283	DR084_RS02630	DR096_RS00895
OG0000284	DR084_RS02635	DR096_RS00890
OG0000285	DR084_RS03650	DR096_RS04545
OG0000286	DR084_RS00900	DR096_RS03490
OG0000287	DR084_RS00875	DR096_RS02920
OG0000288	DR084_RS00865	DR096_RS02930
OG0000289	DR084_RS00860	DR096_RS02935
OG0000290	DR084_RS00750	DR096_RS02450
OG0000291	DR084_RS00760	DR096_RS02460
OG0000292	DR084_RS00765	DR096_RS02465
OG0000293	DR084_RS00770	DR096_RS02470
OG0000294	DR084_RS00780	DR096_RS02480
OG0000295	DR084_RS00785	DR096_RS02485
OG0000296	DR084_RS00825	DR096_RS02970
OG0000297	DR084_RS00830	DR096_RS02965
OG0000298	DR084_RS00010	DR096_RS00340
OG0000299	DR084_RS00030	DR096_RS00315
OG0000300	DR084_RS00205	DR096_RS00135
OG0000301	DR084_RS00240	DR096_RS00100
OG0000302	DR084_RS00245	DR096_RS00095
OG0000303	DR084_RS00380	DR096_RS02630
OG0000304	DR084_RS00415	DR096_RS02820
OG0000305	DR084_RS00545	DR096_RS01110
OG0000306	DR084_RS00625	DR096_RS01185
OG0000307	DR084_RS00660	DR096_RS01515
OG0000308	DR084_RS00740	DR096_RS02430
OG0000309	DR084_RS00795	DR096_RS02495
OG0000310	DR084_RS00870	DR096_RS02925
OG0000311	DR084_RS00925	DR096_RS02985
OG0000312	DR084_RS00945	DR096_RS03000
OG0000313	DR084_RS00995	DR096_RS01365
OG0000314	DR084_RS01065	DR096_RS00495
OG0000315	DR084_RS01095	DR096_RS00525
OG0000316	DR084_RS01105	DR096_RS00535
OG0000317	DR084_RS02730	DR096_RS00625
OG0000318	DR084_RS03680	DR096_RS04510
OG0000319	DR084_RS01795	DR096_RS02875
OG0000320	DR084_RS01860	DR096_RS01700
OG0000321	DR084_RS01925	DR096_RS01630
OG0000322	DR084_RS01970	DR096_RS01585
OG0000323	DR084_RS02815	DR096_RS01290
OG0000324	DR084_RS01200	DR096_RS03180
OG0000325	DR084_RS01240	DR096_RS02085
OG0000326	DR084_RS01335	DR096_RS02180
OG0000327	DR084_RS01340	DR096_RS02185
OG0000328	DR084_RS01425	DR096_RS02365
OG0000329	DR084_RS01445	DR096_RS02385
OG0000330	DR084_RS01630	DR096_RS01895
OG0000331	DR084_RS01745	DR096_RS00820
OG0000332	DR084_RS02110	DR096_RS00705
OG0000333	DR084_RS02120	DR096_RS00695
OG0000334	DR084_RS02185	DR096_RS03100
OG0000335	DR084_RS03575	DR096_RS04740
OG0000336	DR084_RS03645	DR096_RS04555
OG0000337	DR084_RS02255	DR096_RS01765
OG0000338	DR084_RS02295	DR096_RS01805
OG0000339	DR084_RS01880	DR096_RS03250
OG0000340	DR084_RS01905	DR096_RS01650
OG0000341	DR084_RS01180	DR096_RS03160
OG0000342	DR084_RS01270	DR096_RS02115
OG0000343	DR084_RS02130	DR096_RS00685
OG0000344	DR084_RS00395	DR096_RS02645
OG0000345	DR084_RS01560	DR096_RS02765
OG0000346	DR084_RS03640	DR096_RS04835
OG0000347	DR084_RS01995	DR096_RS01560
OG0000348	DR084_RS03525	DR096_RS02190
OG0000349	DR084_RS02545	DR096_RS04565
OG0000350	DR084_RS02995	DR096_RS01505
OG0000351	DR084_RS00330	DR096_RS00010
OG0000352	DR084_RS01045	DR096_RS00475
OG0000353	DR084_RS01965	DR096_RS01590
OG0000354	DR084_RS00445	DR096_RS03290
OG0000355	DR084_RS03495	DR096_RS04500
OG0000356	DR084_RS03500	DR096_RS04505
OG0000357	DR084_RS03560	DR096_RS04530
OG0000358	DR084_RS02095	DR096_RS00720
OG0000359	DR084_RS03520	DR096_RS04670
OG0000360	DR084_RS00110	DR096_RS00230
OG0000361	DR084_RS00140	DR096_RS00200
OG0000362	DR084_RS00850	DR096_RS02945
OG0000363	DR084_RS02040	DR096_RS01225
OG0000365	DR084_RS03695	DR096_RS00575
OG0000366	DR084_RS02700	DR096_RS00595
OG0000367	DR084_RS02710	DR096_RS00605
OG0000368	DR084_RS02360	DR096_RS01870
OG0000369	DR084_RS03595	DR096_RS04650
OG0000370	DR084_RS02320	DR096_RS01830
OG0000371	DR084_RS02315	DR096_RS01825
OG0000372	DR084_RS02310	DR096_RS01820
OG0000373	DR084_RS02285	DR096_RS01795
OG0000374	DR084_RS02275	DR096_RS01785
OG0000375	DR084_RS01790	DR096_RS02880
OG0000376	DR084_RS01845	DR096_RS01715
OG0000377	DR084_RS01855	DR096_RS01705
OG0000378	DR084_RS01890	DR096_RS01670
OG0000379	DR084_RS01960	DR096_RS01595
OG0000380	DR084_RS01985	DR096_RS01570
OG0000381	DR084_RS02025	DR096_RS01215
OG0000382	DR084_RS02770	DR096_RS01245
OG0000383	DR084_RS02810	DR096_RS01285
OG0000384	DR084_RS00335	DR096_RS03380
OG0000385	DR084_RS00340	DR096_RS03375
OG0000386	DR084_RS00360	DR096_RS02610
OG0000387	DR084_RS00385	DR096_RS02635
OG0000388	DR084_RS03460	DR096_RS04725
OG0000389	DR084_RS00425	DR096_RS03310
OG0000390	DR084_RS00525	DR096_RS01090
OG0000391	DR084_RS00535	DR096_RS01100
OG0000392	DR084_RS00560	DR096_RS01125
OG0000393	DR084_RS00615	DR096_RS04585
OG0000394	DR084_RS00675	DR096_RS01480
OG0000395	DR084_RS00680	DR096_RS01475
OG0000396	DR084_RS00985	DR096_RS03045
OG0000397	DR084_RS01030	DR096_RS00460
OG0000398	DR084_RS01035	DR096_RS00465
OG0000399	DR084_RS01080	DR096_RS00510
OG0000400	DR084_RS02055	DR096_RS00765
OG0000401	DR084_RS02115	DR096_RS00700
OG0000402	DR084_RS02125	DR096_RS00690
OG0000403	DR084_RS02135	DR096_RS00680
OG0000404	DR084_RS03565	DR096_RS00650
OG0000405	DR084_RS02170	DR096_RS00635
OG0000406	DR084_RS02200	DR096_RS03085
OG0000407	DR084_RS03580	DR096_RS04735
OG0000408	DR084_RS02210	DR096_RS03075
OG0000409	DR084_RS02215	DR096_RS03070
OG0000410	DR084_RS02860	DR096_RS03140
OG0000411	DR084_RS02870	DR096_RS03130
OG0000412	DR084_RS02875	DR096_RS03125
OG0000413	DR084_RS01130	DR096_RS01300
OG0000414	DR084_RS01140	DR096_RS01310
OG0000415	DR084_RS01145	DR096_RS01315
OG0000416	DR084_RS01155	DR096_RS01325
OG0000417	DR084_RS01185	DR096_RS03165
OG0000418	DR084_RS01190	DR096_RS03170
OG0000419	DR084_RS01250	DR096_RS02095
OG0000420	DR084_RS01285	DR096_RS02130
OG0000421	DR084_RS01320	DR096_RS02165
OG0000422	DR084_RS01330	DR096_RS02175
OG0000423	DR084_RS01385	DR096_RS02325
OG0000424	DR084_RS01390	DR096_RS02330
OG0000425	DR084_RS01400	DR096_RS02340
OG0000426	DR084_RS03530	DR096_RS04695
OG0000427	DR084_RS03535	DR096_RS04700
OG0000428	DR084_RS01455	DR096_RS02395
OG0000429	DR084_RS01550	DR096_RS02755
OG0000430	DR084_RS01595	DR096_RS02800
OG0000431	DR084_RS01605	DR096_RS02810
OG0000432	DR084_RS01625	DR096_RS01890
OG0000433	DR084_RS01635	DR096_RS01905
OG0000434	DR084_RS01640	DR096_RS01910
OG0000435	DR084_RS01655	DR096_RS01925
OG0000436	DR084_RS01690	DR096_RS01955
OG0000437	DR084_RS01700	DR096_RS01965
OG0000438	DR084_RS03545	DR096_RS01970
OG0000439	DR084_RS01710	DR096_RS01975
OG0000440	DR084_RS01725	DR096_RS00840
OG0000441	DR084_RS01765	DR096_RS00800
OG0000442	DR084_RS02390	DR096_RS02520
OG0000443	DR084_RS00025	DR096_RS00320
OG0000444	DR084_RS00040	DR096_RS00305
OG0000445	DR084_RS00065	DR096_RS00280
OG0000446	DR084_RS00090	DR096_RS00250
OG0000447	DR084_RS00095	DR096_RS00245
OG0000448	DR084_RS00125	DR096_RS00215
OG0000449	DR084_RS00150	DR096_RS00190
OG0000450	DR084_RS00160	DR096_RS00180
OG0000451	DR084_RS00200	DR096_RS00140
OG0000452	DR084_RS00225	DR096_RS03845
OG0000453	DR084_RS00260	DR096_RS00080
OG0000455	DR084_RS03615	DR096_RS01025
OG0000456	DR084_RS02620	DR096_RS00905
OG0000457	DR084_RS02645	DR096_RS00880
OG0000458	DR084_RS00880	DR096_RS02915
OG0000459	DR084_RS00855	DR096_RS02940
OG0000460	DR084_RS00845	DR096_RS02950
OG0000461	DR084_RS00800	DR096_RS02500
OG0000462	DR084_RS00805	DR096_RS02505
OG0000463	DR084_RS00810	DR096_RS02510
OG0000464	DR084_RS00815	DR096_RS02980
OG0000465	DR084_RS00820	DR096_RS02975
OG0000466	DR084_RS00230	DR096_RS00110
OG0000467	DR084_RS03485	DR096_RS04620
OG0000468	DR084_RS01075	DR096_RS00505
OG0000469	DR084_RS02850	DR096_RS00565
OG0000470	DR084_RS01380	DR096_RS03815
OG0000471	DR084_RS01460	DR096_RS02400
OG0000472	DR084_RS02670	DR096_RS03190
OG0000473	DR084_RS02455	DR096_RS01010
OG0000474	DR084_RS02460	DR096_RS01015
OG0000475	DR084_RS02465	DR096_RS01020
OG0000476	DR084_RS02500	DR096_RS01335
OG0000477	DR084_RS00775	DR096_RS02475
OG0000478	DR084_RS02570	DR096_RS00955
OG0000479	DR084_RS01920	DR096_RS01635
OG0000480	DR084_RS03020	DR096_RS03790
OG0000481	DR084_RS01355	DR096_RS02200
OG0000482	DR084_RS01215	DR096_RS02280
OG0000483	DR084_RS02715	DR096_RS00610
OG0000484	DR084_RS03445	DR096_RS04490
OG0000485	DR084_RS01695	DR096_RS01960
OG0000486	DR084_RS01165	DR096_RS03145
OG0000487	DR084_RS03685	DR096_RS04515
OG0000488	DR084_RS02685	DR096_RS00580
OG0000489	DR084_RS02350	DR096_RS01860
OG0000490	DR084_RS02290	DR096_RS01800
OG0000491	DR084_RS01940	DR096_RS01615
OG0000492	DR084_RS02015	DR096_RS01540
OG0000493	DR084_RS00400	DR096_RS02650
OG0000494	DR084_RS00450	DR096_RS03285
OG0000495	DR084_RS00590	DR096_RS01155
OG0000496	DR084_RS00600	DR096_RS01165
OG0000497	DR084_RS00605	DR096_RS01170
OG0000498	DR084_RS00670	DR096_RS01485
OG0000499	DR084_RS00710	DR096_RS01450
OG0000500	DR084_RS01040	DR096_RS00470
OG0000501	DR084_RS02065	DR096_RS00755
OG0000502	DR084_RS01225	DR096_RS02290
OG0000503	DR084_RS01300	DR096_RS02145
OG0000504	DR084_RS01435	DR096_RS02375
OG0000505	DR084_RS01470	DR096_RS02675
OG0000506	DR084_RS01480	DR096_RS02685
OG0000507	DR084_RS01515	DR096_RS02720
OG0000508	DR084_RS00085	DR096_RS00255
OG0000509	DR084_RS00120	DR096_RS00220
OG0000510	DR084_RS00130	DR096_RS00210
OG0000511	DR084_RS00265	DR096_RS00075
OG0000512	DR084_RS00840	DR096_RS02955
OG0000513	DR084_RS02585	DR096_RS00940
OG0000514	DR084_RS00565	DR096_RS01130
OG0000516	DR084_RS03415, DR084_RS03410	DR096_RS04520
OG0000517	DR084_RS02365	DR096_RS01880
OG0000518	DR084_RS02105	DR096_RS00710
OG0000519	DR084_RS01325	DR096_RS02170
OG0000520	DR084_RS01450	DR096_RS02390
OG0000521	DR084_RS00100	DR096_RS00240
OG0000522	DR084_RS00135	DR096_RS00205
OG0000523	DR084_RS02650	DR096_RS00875
OG0000524	DR084_RS00735	DR096_RS01420
OG0000525	DR084_RS03715	DR096_RS04760
OG0000528	DR084_RS03690	DR096_RS00555
OG0000529	DR084_RS01805	DR096_RS02865
OG0000530	DR084_RS01870	DR096_RS03260
OG0000531	DR084_RS01990	DR096_RS01565
OG0000533	DR084_RS01615	DR096_RS03320
OG0000534	DR084_RS00215	DR096_RS00125
OG0000535	DR084_RS02345	DR096_RS04655
OG0000537	DR084_RS01265	DR096_RS02110
OG0000538	DR084_RS01645	DR096_RS01915
OG0000539	DR084_RS00050	DR096_RS00295
OG0000540	DR084_RS00755	DR096_RS02455
OG0000541	DR084_RS00695	DR096_RS01465
OG0000542	DR084_RS00185	DR096_RS00155
OG0000547	DR084_RS00515	DR096_RS01080
OG0000548	DR084_RS00990	DR096_RS01360
OG0000549	DR084_RS02675	DR096_RS04755
OG0000550	DR084_RS02550	DR096_RS00975
OG0000551	DR084_RS01755	DR096_RS00810
OG0000555	DR084_RS03090	DR096_RS04580
OG0000596	DR084_RS02410	DR096_RS03350
OG0000598	DR084_RS02405	DR096_RS03355
OG0000599	DR084_RS02400	DR096_RS03360
