Orthogroup	MFC_MF30_genes	MFC_MF22_genes
OG0000160	DR084_RS00955	DR094_RS00015
OG0000161	DR084_RS00960	DR094_RS00010
OG0000162	DR084_RS00970	DR094_RS02560
OG0000163	DR084_RS00975	DR094_RS02565
OG0000164	DR084_RS03490	DR094_RS03770
OG0000165	DR084_RS01050	DR094_RS02890
OG0000166	DR084_RS01070	DR094_RS02910
OG0000167	DR084_RS01085	DR094_RS02925
OG0000168	DR084_RS01090	DR094_RS02930
OG0000169	DR084_RS02045	DR094_RS01830
OG0000170	DR084_RS02060	DR094_RS01845
OG0000171	DR084_RS02070	DR094_RS01855
OG0000172	DR084_RS02075	DR094_RS01860
OG0000173	DR084_RS02080	DR094_RS01865
OG0000174	DR084_RS02085	DR094_RS01870
OG0000175	DR084_RS02100	DR094_RS01885
OG0000176	DR084_RS02140	DR094_RS01925
OG0000177	DR084_RS02145	DR094_RS01930
OG0000178	DR084_RS02150	DR094_RS01935
OG0000179	DR084_RS02160	DR094_RS01945
OG0000180	DR084_RS02165	DR094_RS01950
OG0000181	DR084_RS03570	DR094_RS03710
OG0000182	DR084_RS02190	DR094_RS01975
OG0000183	DR084_RS02225	DR094_RS02010
OG0000184	DR084_RS02865	DR094_RS02865
OG0000185	DR084_RS02880	DR094_RS02880
OG0000186	DR084_RS01135	DR094_RS02535
OG0000187	DR084_RS01150	DR094_RS02520
OG0000188	DR084_RS01160	DR094_RS02510
OG0000189	DR084_RS03510	DR094_RS03755
OG0000190	DR084_RS01175	DR094_RS02495
OG0000191	DR084_RS01195	DR094_RS02475
OG0000192	DR084_RS01205	DR094_RS02465
OG0000193	DR084_RS01220	DR094_RS02450
OG0000194	DR084_RS01230	DR094_RS02440
OG0000195	DR084_RS01235	DR094_RS02435
OG0000196	DR084_RS03515	DR094_RS03750
OG0000197	DR084_RS01260	DR094_RS02410
OG0000198	DR084_RS01275	DR094_RS02395
OG0000199	DR084_RS01280	DR094_RS02390
OG0000200	DR084_RS01295	DR094_RS02375
OG0000201	DR084_RS01305	DR094_RS02365
OG0000202	DR084_RS01360	DR094_RS02310
OG0000203	DR084_RS01365	DR094_RS02305
OG0000204	DR084_RS01370	DR094_RS03670
OG0000205	DR084_RS01375	DR094_RS01420
OG0000206	DR084_RS01395	DR094_RS01440
OG0000207	DR084_RS01410	DR094_RS01455
OG0000208	DR084_RS01415	DR094_RS01460
OG0000209	DR084_RS01420	DR094_RS01465
OG0000210	DR084_RS01465	DR094_RS01510
OG0000211	DR084_RS01475	DR094_RS01520
OG0000212	DR084_RS01485	DR094_RS01530
OG0000213	DR084_RS01490	DR094_RS01535
OG0000214	DR084_RS01495	DR094_RS01540
OG0000215	DR084_RS01500	DR094_RS01545
OG0000216	DR084_RS01505	DR094_RS01550
OG0000217	DR084_RS01510	DR094_RS01555
OG0000218	DR084_RS01520	DR094_RS03690
OG0000219	DR084_RS01525	DR094_RS01570
OG0000220	DR084_RS01530	DR094_RS01575
OG0000221	DR084_RS01535	DR094_RS01580
OG0000222	DR084_RS01540	DR094_RS01585
OG0000223	DR084_RS01545	DR094_RS01590
OG0000224	DR084_RS01555	DR094_RS01600
OG0000225	DR084_RS01565	DR094_RS01610
OG0000226	DR084_RS01570	DR094_RS01615
OG0000227	DR084_RS01575	DR094_RS01620
OG0000228	DR084_RS03705	DR094_RS03855
OG0000229	DR084_RS01585	DR094_RS01630
OG0000230	DR084_RS01590	DR094_RS01635
OG0000231	DR084_RS01600	DR094_RS01645
OG0000232	DR084_RS01610	DR094_RS01655
OG0000233	DR084_RS01620	DR094_RS01665
OG0000234	DR084_RS01650	DR094_RS01695
OG0000235	DR084_RS01660	DR094_RS01705
OG0000236	DR084_RS01665	DR094_RS01710
OG0000237	DR084_RS01680	DR094_RS01730
OG0000238	DR084_RS01685	DR094_RS01735
OG0000239	DR084_RS01715	DR094_RS01765
OG0000240	DR084_RS01720	DR094_RS01770
OG0000241	DR084_RS01730	DR094_RS01780
OG0000242	DR084_RS01735	DR094_RS01785
OG0000243	DR084_RS01740	DR094_RS01790
OG0000244	DR084_RS01750	DR094_RS01800
OG0000245	DR084_RS01760	DR094_RS01810
OG0000246	DR084_RS02385	DR094_RS01005
OG0000247	DR084_RS02395	DR094_RS00995
OG0000248	DR084_RS02420	DR094_RS00970
OG0000249	DR084_RS02425	DR094_RS00965
OG0000250	DR084_RS00015	DR094_RS00950
OG0000251	DR084_RS00045	DR094_RS00920
OG0000252	DR084_RS00055	DR094_RS00910
OG0000253	DR084_RS00060	DR094_RS00905
OG0000254	DR084_RS00070	DR094_RS00895
OG0000255	DR084_RS00075	DR094_RS00890
OG0000256	DR084_RS00080	DR094_RS00885
OG0000257	DR084_RS00105	DR094_RS00860
OG0000258	DR084_RS00115	DR094_RS00850
OG0000259	DR084_RS00145	DR094_RS00820
OG0000260	DR084_RS00155	DR094_RS00810
OG0000261	DR084_RS03450	DR094_RS03570
OG0000262	DR084_RS00180	DR094_RS00785
OG0000263	DR084_RS00195	DR094_RS00770
OG0000264	DR084_RS00210	DR094_RS00755
OG0000265	DR084_RS00220	DR094_RS00745
OG0000266	DR084_RS00235	DR094_RS00730
OG0000267	DR084_RS00250	DR094_RS00715
OG0000268	DR084_RS00255	DR094_RS00710
OG0000269	DR084_RS00270	DR094_RS00695
OG0000270	DR084_RS03610	DR094_RS03620
OG0000271	DR084_RS02445	DR094_RS01250
OG0000272	DR084_RS02440	DR094_RS01255
OG0000273	DR084_RS02435	DR094_RS01260
OG0000274	DR084_RS02555	DR094_RS01280
OG0000275	DR084_RS03630	DR094_RS03625
OG0000276	DR084_RS02565	DR094_RS01290
OG0000277	DR084_RS03635	DR094_RS03630
OG0000278	DR084_RS02580	DR094_RS01305
OG0000279	DR084_RS02590	DR094_RS01315
OG0000280	DR084_RS02595	DR094_RS01320
OG0000281	DR084_RS02600	DR094_RS01325
OG0000282	DR084_RS02625	DR094_RS01350
OG0000283	DR084_RS02630	DR094_RS01355
OG0000284	DR084_RS02635	DR094_RS01360
OG0000285	DR084_RS03650	DR094_RS03645
OG0000286	DR084_RS00900	DR094_RS00065
OG0000287	DR084_RS00875	DR094_RS00090
OG0000288	DR084_RS00865	DR094_RS00100
OG0000289	DR084_RS00860	DR094_RS00105
OG0000290	DR084_RS00750	DR094_RS00215
OG0000291	DR084_RS00760	DR094_RS03090
OG0000292	DR084_RS00765	DR094_RS00200
OG0000293	DR084_RS00770	DR094_RS00195
OG0000294	DR084_RS00780	DR094_RS00185
OG0000295	DR084_RS00785	DR094_RS00180
OG0000296	DR084_RS00825	DR094_RS00140
OG0000297	DR084_RS00830	DR094_RS00135
OG0000298	DR084_RS00010	DR094_RS00955
OG0000299	DR084_RS00030	DR094_RS00935
OG0000300	DR084_RS00205	DR094_RS00760
OG0000301	DR084_RS00240	DR094_RS00725
OG0000302	DR084_RS00245	DR094_RS00720
OG0000303	DR084_RS00380	DR094_RS00585
OG0000304	DR084_RS00415	DR094_RS00550
OG0000305	DR084_RS00545	DR094_RS00420
OG0000306	DR084_RS00625	DR094_RS00340
OG0000307	DR084_RS00660	DR094_RS00300
OG0000308	DR084_RS00740	DR094_RS00225
OG0000309	DR084_RS00795	DR094_RS00170
OG0000310	DR084_RS00870	DR094_RS00095
OG0000311	DR084_RS00925	DR094_RS00045
OG0000312	DR084_RS00945	DR094_RS00025
OG0000313	DR084_RS00995	DR094_RS02585
OG0000314	DR084_RS01065	DR094_RS02905
OG0000315	DR084_RS01095	DR094_RS02935
OG0000316	DR084_RS01105	DR094_RS02945
OG0000317	DR084_RS02730	DR094_RS02685
OG0000318	DR084_RS03680	DR094_RS03800
OG0000319	DR084_RS01795	DR094_RS02055
OG0000320	DR084_RS01860	DR094_RS02120
OG0000321	DR084_RS01925	DR094_RS02185
OG0000322	DR084_RS01970	DR094_RS02230
OG0000323	DR084_RS02815	DR094_RS02805
OG0000324	DR084_RS01200	DR094_RS02470
OG0000325	DR084_RS01240	DR094_RS02430
OG0000326	DR084_RS01335	DR094_RS02335
OG0000327	DR084_RS01340	DR094_RS02330
OG0000328	DR084_RS01425	DR094_RS01470
OG0000329	DR084_RS01445	DR094_RS01490
OG0000330	DR084_RS01630	DR094_RS01675
OG0000331	DR084_RS01745	DR094_RS01795
OG0000332	DR084_RS02110	DR094_RS01895
OG0000333	DR084_RS02120	DR094_RS01905
OG0000334	DR084_RS02185	DR094_RS01970
OG0000335	DR084_RS03575	DR094_RS03715
OG0000336	DR084_RS03645	DR094_RS03640
OG0000337	DR084_RS02255	DR094_RS01135
OG0000338	DR084_RS02295	DR094_RS01095
OG0000339	DR084_RS01880	DR094_RS02140
OG0000340	DR084_RS01905	DR094_RS02165
OG0000341	DR084_RS01180	DR094_RS02490
OG0000342	DR084_RS01270	DR094_RS02400
OG0000343	DR084_RS02130	DR094_RS01915
OG0000344	DR084_RS00395	DR094_RS00570
OG0000345	DR084_RS01560	DR094_RS01605
OG0000346	DR084_RS03640	DR094_RS03635
OG0000347	DR084_RS01995	DR094_RS02255
OG0000348	DR084_RS03525	DR094_RS03740
OG0000349	DR084_RS02545	DR094_RS01270
OG0000350	DR084_RS02995	DR094_RS00335
OG0000351	DR084_RS00330	DR094_RS00635
OG0000352	DR084_RS01045	DR094_RS02885
OG0000353	DR084_RS01965	DR094_RS02225
OG0000354	DR084_RS00445	DR094_RS00520
OG0000355	DR084_RS03495	DR094_RS03775
OG0000356	DR084_RS03500	DR094_RS03825
OG0000357	DR084_RS03560	DR094_RS03700
OG0000358	DR084_RS02095	DR094_RS01880
OG0000359	DR084_RS03520	DR094_RS03745
OG0000360	DR084_RS00110	DR094_RS00855
OG0000361	DR084_RS00140	DR094_RS00825
OG0000362	DR084_RS00850	DR094_RS00115
OG0000363	DR084_RS02040	DR094_RS02300
OG0000365	DR084_RS03695	DR094_RS03785
OG0000366	DR084_RS02700	DR094_RS02655
OG0000367	DR084_RS02710	DR094_RS02665
OG0000368	DR084_RS02360	DR094_RS01030
OG0000369	DR084_RS03595	DR094_RS03585
OG0000370	DR084_RS02320	DR094_RS01070
OG0000371	DR084_RS02315	DR094_RS01075
OG0000372	DR084_RS02310	DR094_RS01080
OG0000373	DR084_RS02285	DR094_RS01105
OG0000374	DR084_RS02275	DR094_RS01115
OG0000375	DR084_RS01790	DR094_RS02050
OG0000376	DR084_RS01845	DR094_RS02105
OG0000377	DR084_RS01855	DR094_RS02115
OG0000378	DR084_RS01890	DR094_RS02150
OG0000379	DR084_RS01960	DR094_RS02220
OG0000380	DR084_RS01985	DR094_RS02245
OG0000381	DR084_RS02025	DR094_RS02285
OG0000382	DR084_RS02770	DR094_RS02760
OG0000383	DR084_RS02810	DR094_RS02800
OG0000384	DR084_RS00335	DR094_RS00630
OG0000385	DR084_RS00340	DR094_RS00625
OG0000386	DR084_RS00360	DR094_RS00605
OG0000387	DR084_RS00385	DR094_RS00580
OG0000388	DR084_RS03460	DR094_RS03560
OG0000389	DR084_RS00425	DR094_RS00540
OG0000390	DR084_RS00525	DR094_RS00440
OG0000391	DR084_RS00535	DR094_RS00430
OG0000392	DR084_RS00560	DR094_RS00405
OG0000393	DR084_RS00615	DR094_RS00350
OG0000394	DR084_RS00675	DR094_RS00285
OG0000395	DR084_RS00680	DR094_RS00280
OG0000396	DR084_RS00985	DR094_RS02575
OG0000397	DR084_RS01030	DR094_RS02620
OG0000398	DR084_RS01035	DR094_RS02625
OG0000399	DR084_RS01080	DR094_RS02920
OG0000400	DR084_RS02055	DR094_RS01840
OG0000401	DR084_RS02115	DR094_RS01900
OG0000402	DR084_RS02125	DR094_RS01910
OG0000403	DR084_RS02135	DR094_RS01920
OG0000404	DR084_RS03565	DR094_RS03705
OG0000405	DR084_RS02170	DR094_RS01955
OG0000406	DR084_RS02200	DR094_RS01985
OG0000407	DR084_RS03580	DR094_RS03720
OG0000408	DR084_RS02210	DR094_RS01995
OG0000409	DR084_RS02215	DR094_RS02000
OG0000410	DR084_RS02860	DR094_RS02860
OG0000411	DR084_RS02870	DR094_RS02870
OG0000412	DR084_RS02875	DR094_RS02875
OG0000413	DR084_RS01130	DR094_RS02540
OG0000414	DR084_RS01140	DR094_RS02530
OG0000415	DR084_RS01145	DR094_RS02525
OG0000416	DR084_RS01155	DR094_RS02515
OG0000417	DR084_RS01185	DR094_RS02485
OG0000418	DR084_RS01190	DR094_RS02480
OG0000419	DR084_RS01250	DR094_RS02420
OG0000420	DR084_RS01285	DR094_RS02385
OG0000421	DR084_RS01320	DR094_RS02350
OG0000422	DR084_RS01330	DR094_RS02340
OG0000423	DR084_RS01385	DR094_RS01430
OG0000424	DR084_RS01390	DR094_RS01435
OG0000425	DR084_RS01400	DR094_RS01445
OG0000426	DR084_RS03530	DR094_RS03675
OG0000427	DR084_RS03535	DR094_RS03680
OG0000428	DR084_RS01455	DR094_RS01500
OG0000429	DR084_RS01550	DR094_RS01595
OG0000430	DR084_RS01595	DR094_RS01640
OG0000431	DR084_RS01605	DR094_RS01650
OG0000432	DR084_RS01625	DR094_RS01670
OG0000433	DR084_RS01635	DR094_RS01680
OG0000434	DR084_RS01640	DR094_RS01685
OG0000435	DR084_RS01655	DR094_RS01700
OG0000436	DR084_RS01690	DR094_RS01740
OG0000437	DR084_RS01700	DR094_RS01750
OG0000438	DR084_RS03545	DR094_RS03695
OG0000439	DR084_RS01710	DR094_RS01760
OG0000440	DR084_RS01725	DR094_RS01775
OG0000441	DR084_RS01765	DR094_RS01815
OG0000442	DR084_RS02390	DR094_RS01000
OG0000443	DR084_RS00025	DR094_RS00940
OG0000444	DR084_RS00040	DR094_RS00925
OG0000445	DR084_RS00065	DR094_RS00900
OG0000446	DR084_RS00090	DR094_RS00875
OG0000447	DR084_RS00095	DR094_RS00870
OG0000448	DR084_RS00125	DR094_RS00840
OG0000449	DR084_RS00150	DR094_RS00815
OG0000450	DR084_RS00160	DR094_RS00805
OG0000451	DR084_RS00200	DR094_RS00765
OG0000452	DR084_RS00225	DR094_RS00740
OG0000453	DR084_RS00260	DR094_RS00705
OG0000455	DR084_RS03615	DR094_RS03615
OG0000456	DR084_RS02620	DR094_RS01345
OG0000457	DR084_RS02645	DR094_RS01370
OG0000458	DR084_RS00880	DR094_RS00085
OG0000459	DR084_RS00855	DR094_RS00110
OG0000460	DR084_RS00845	DR094_RS00120
OG0000461	DR084_RS00800	DR094_RS00165
OG0000462	DR084_RS00805	DR094_RS00160
OG0000463	DR084_RS00810	DR094_RS00155
OG0000464	DR084_RS00815	DR094_RS00150
OG0000465	DR084_RS00820	DR094_RS00145
OG0000466	DR084_RS00230	DR094_RS00735
OG0000467	DR084_RS03485	DR094_RS03535
OG0000468	DR084_RS01075	DR094_RS02915
OG0000469	DR084_RS02850	DR094_RS02710
OG0000470	DR084_RS01380	DR094_RS01425
OG0000471	DR084_RS01460	DR094_RS01505
OG0000472	DR084_RS02670	DR094_RS01405
OG0000473	DR084_RS02455	DR094_RS01240
OG0000474	DR084_RS02460	DR094_RS01235
OG0000475	DR084_RS02465	DR094_RS01230
OG0000476	DR084_RS02500	DR094_RS01195
OG0000477	DR084_RS00775	DR094_RS00190
OG0000478	DR084_RS02570	DR094_RS01295
OG0000479	DR084_RS01920	DR094_RS02180
OG0000480	DR084_RS03020	DR094_RS03065
OG0000481	DR084_RS01355	DR094_RS02315
OG0000482	DR084_RS01215	DR094_RS02455
OG0000483	DR084_RS02715	DR094_RS02670
OG0000484	DR084_RS03445	DR094_RS03575
OG0000485	DR084_RS01695	DR094_RS01745
OG0000486	DR084_RS01165	DR094_RS02505
OG0000487	DR084_RS03685	DR094_RS03795
OG0000488	DR084_RS02685	DR094_RS02640
OG0000489	DR084_RS02350	DR094_RS01040
OG0000490	DR084_RS02290	DR094_RS01100
OG0000491	DR084_RS01940	DR094_RS02200
OG0000492	DR084_RS02015	DR094_RS02275
OG0000493	DR084_RS00400	DR094_RS00565
OG0000494	DR084_RS00450	DR094_RS00515
OG0000495	DR084_RS00590	DR094_RS00375
OG0000496	DR084_RS00600	DR094_RS00365
OG0000497	DR084_RS00605	DR094_RS00360
OG0000498	DR084_RS00670	DR094_RS00290
OG0000499	DR084_RS00710	DR094_RS00250
OG0000500	DR084_RS01040	DR094_RS02630
OG0000501	DR084_RS02065	DR094_RS01850
OG0000502	DR084_RS01225	DR094_RS02445
OG0000503	DR084_RS01300	DR094_RS02370
OG0000504	DR084_RS01435	DR094_RS01480
OG0000505	DR084_RS01470	DR094_RS01515
OG0000506	DR084_RS01480	DR094_RS01525
OG0000507	DR084_RS01515	DR094_RS01560
OG0000508	DR084_RS00085	DR094_RS00880
OG0000509	DR084_RS00120	DR094_RS00845
OG0000510	DR084_RS00130	DR094_RS00835
OG0000511	DR084_RS00265	DR094_RS00700
OG0000512	DR084_RS00840	DR094_RS00125
OG0000513	DR084_RS02585	DR094_RS01310
OG0000514	DR084_RS00565	DR094_RS00400
OG0000516	DR084_RS03410	DR094_RS02725
OG0000517	DR084_RS02365	DR094_RS01025
OG0000518	DR084_RS02105	DR094_RS01890
OG0000519	DR084_RS01325	DR094_RS02345
OG0000520	DR084_RS01450	DR094_RS01495
OG0000521	DR084_RS00100	DR094_RS00865
OG0000522	DR084_RS00135	DR094_RS00830
OG0000523	DR084_RS02650	DR094_RS01375
OG0000524	DR084_RS00735	DR094_RS00230
OG0000525	DR084_RS03715	DR094_RS03660
OG0000528	DR084_RS03690	DR094_RS03790
OG0000529	DR084_RS01805	DR094_RS02065
OG0000530	DR084_RS01870	DR094_RS02130
OG0000531	DR084_RS01990	DR094_RS02250
OG0000533	DR084_RS01615	DR094_RS01660
OG0000534	DR084_RS00215	DR094_RS00750
OG0000535	DR084_RS02345	DR094_RS01045
OG0000536	DR084_RS02525	DR094_RS01170
OG0000537	DR084_RS01265	DR094_RS02405
OG0000538	DR084_RS01645	DR094_RS01690
OG0000539	DR084_RS00050	DR094_RS00915
OG0000541	DR084_RS00695	DR094_RS00265
OG0000542	DR084_RS00185	DR094_RS00780
OG0000547	DR084_RS00515	DR094_RS00450
OG0000548	DR084_RS00990	DR094_RS02580
OG0000549	DR084_RS02675	DR094_RS03665
OG0000550	DR084_RS02550	DR094_RS01275
OG0000551	DR084_RS01755	DR094_RS01805
OG0000555	DR084_RS03090	DR094_RS03120
OG0000596	DR084_RS02410	DR094_RS00980
OG0000598	DR084_RS02405	DR094_RS00985
OG0000599	DR084_RS02400	DR094_RS00990
OG0000602	DR084_RS02680	DR094_RS02635
OG0000634	DR084_RS01775	DR094_RS02035
OG0000635	DR084_RS00720	DR094_RS00240
OG0000636	DR084_RS03225	DR094_RS03365
OG0000637	DR084_RS01210	DR094_RS02460
OG0000638	DR084_RS00280	DR094_RS00685
OG0000639	DR084_RS01675	DR094_RS01720
OG0000640	DR084_RS03075	DR094_RS03145
OG0000643	DR084_RS03205	DR094_RS01725
