Orthogroup	MFC_MF18_genes	MHP_131B_genes
OG0000051	DR082_RS01520	NB627_RS02845
OG0000052	DR082_RS03660	NB627_RS00075
OG0000053	DR082_RS03920	NB627_RS01580
OG0000054	DR082_RS01135	NB627_RS02655
OG0000055	DR082_RS03970	NB627_RS00135
OG0000056	DR082_RS02415	NB627_RS03735
OG0000057	DR082_RS00685	NB627_RS03110
OG0000062	DR082_RS00025	NB627_RS03790
OG0000063	DR082_RS00020	NB627_RS03785
OG0000064	DR082_RS00010	NB627_RS03775
OG0000065	DR082_RS01905	NB627_RS02410
OG0000066	DR082_RS02035	NB627_RS01480, NB627_RS01475
OG0000068	DR082_RS00640	NB627_RS00755
OG0000069	DR082_RS00795	NB627_RS03005
OG0000070	DR082_RS01115	NB627_RS02660
OG0000071	DR082_RS01840	NB627_RS03465
OG0000072	DR082_RS03775	NB627_RS03470
OG0000073	DR082_RS02205	NB627_RS00820
OG0000076	DR082_RS00375	NB627_RS00365
OG0000077	DR082_RS00460	NB627_RS00550
OG0000079	DR082_RS01035	NB627_RS02745
OG0000080	DR082_RS03280	NB627_RS02795
OG0000081	DR082_RS00355	NB627_RS00340
OG0000083	DR082_RS02990	NB627_RS02160
OG0000084	DR082_RS02700	NB627_RS02190
OG0000085	DR082_RS03060, DR082_RS02705	NB627_RS02195
OG0000086	DR082_RS03910	NB627_RS02210
OG0000087	DR082_RS02730	NB627_RS02225
OG0000088	DR082_RS02735	NB627_RS02230
OG0000089	DR082_RS02745	NB627_RS02240
OG0000090	DR082_RS00130	NB627_RS00070
OG0000091	DR082_RS00115	NB627_RS00055
OG0000092	DR082_RS00100	NB627_RS00050
OG0000093	DR082_RS00095	NB627_RS00035
OG0000094	DR082_RS00090	NB627_RS00030
OG0000095	DR082_RS00065	NB627_RS00005
OG0000096	DR082_RS00060	NB627_RS03825
OG0000097	DR082_RS00040	NB627_RS03805
OG0000098	DR082_RS00030	NB627_RS03795
OG0000099	DR082_RS02420	NB627_RS03745
OG0000100	DR082_RS02410	NB627_RS03725
OG0000101	DR082_RS02405	NB627_RS03720
OG0000102	DR082_RS02395	NB627_RS01835
OG0000103	DR082_RS01870	NB627_RS02375
OG0000104	DR082_RS01875	NB627_RS02380
OG0000105	DR082_RS01890	NB627_RS02400
OG0000106	DR082_RS01900	NB627_RS02405
OG0000107	DR082_RS01910	NB627_RS02415
OG0000108	DR082_RS01915	NB627_RS02420
OG0000109	DR082_RS01920	NB627_RS02425
OG0000110	DR082_RS01925	NB627_RS02555
OG0000111	DR082_RS01930	NB627_RS02550
OG0000112	DR082_RS01940	NB627_RS02540
OG0000113	DR082_RS03785	NB627_RS02515
OG0000114	DR082_RS01965	NB627_RS02510
OG0000115	DR082_RS01975	NB627_RS02495
OG0000116	DR082_RS01985	NB627_RS01420
OG0000117	DR082_RS01990	NB627_RS01425
OG0000118	DR082_RS02020	NB627_RS01460
OG0000119	DR082_RS02025	NB627_RS01465
OG0000120	DR082_RS02040	NB627_RS01485
OG0000121	DR082_RS02065	NB627_RS01515
OG0000122	DR082_RS02080	NB627_RS01520
OG0000123	DR082_RS02870	NB627_RS01540
OG0000124	DR082_RS02865	NB627_RS01545
OG0000125	DR082_RS02860	NB627_RS01550
OG0000126	DR082_RS02850	NB627_RS01560
OG0000127	DR082_RS02840	NB627_RS01570
OG0000128	DR082_RS02820	NB627_RS01585
OG0000129	DR082_RS02815	NB627_RS01590
OG0000130	DR082_RS02805	NB627_RS01600
OG0000131	DR082_RS02775	NB627_RS01630
OG0000132	DR082_RS03915	NB627_RS01645
OG0000133	DR082_RS00535	NB627_RS00640
OG0000134	DR082_RS03675	NB627_RS00645
OG0000135	DR082_RS00555	NB627_RS00660
OG0000136	DR082_RS00560	NB627_RS00665
OG0000137	DR082_RS00590	NB627_RS00695
OG0000138	DR082_RS00615	NB627_RS00730
OG0000139	DR082_RS00645	NB627_RS00760
OG0000140	DR082_RS00650	NB627_RS00765
OG0000141	DR082_RS00675	NB627_RS03120
OG0000142	DR082_RS03690	NB627_RS03115
OG0000143	DR082_RS00705	NB627_RS03100
OG0000144	DR082_RS00715	NB627_RS03085
OG0000145	DR082_RS00725	NB627_RS03075
OG0000146	DR082_RS00735	NB627_RS03065
OG0000147	DR082_RS00740	NB627_RS03060
OG0000148	DR082_RS00755	NB627_RS03045
OG0000149	DR082_RS00765	NB627_RS03035
OG0000150	DR082_RS00780	NB627_RS03025
OG0000151	DR082_RS00840	NB627_RS02970
OG0000152	DR082_RS00845	NB627_RS02965
OG0000153	DR082_RS00850	NB627_RS02960
OG0000154	DR082_RS00860	NB627_RS02950
OG0000155	DR082_RS00880	NB627_RS02910
OG0000156	DR082_RS00895	NB627_RS02905
OG0000157	DR082_RS03695	NB627_RS02895
OG0000158	DR082_RS03700	NB627_RS02885
OG0000159	DR082_RS01145	NB627_RS02645
OG0000160	DR082_RS01150	NB627_RS02640
OG0000161	DR082_RS01155	NB627_RS02635
OG0000162	DR082_RS01165	NB627_RS02625
OG0000163	DR082_RS01170	NB627_RS02620
OG0000164	DR082_RS03710	NB627_RS01735
OG0000165	DR082_RS02620	NB627_RS02080
OG0000166	DR082_RS02640	NB627_RS02100
OG0000167	DR082_RS02655	NB627_RS02115
OG0000168	DR082_RS02660	NB627_RS02120
OG0000169	DR082_RS01635	NB627_RS03235
OG0000170	DR082_RS01670	NB627_RS03255
OG0000171	DR082_RS01680	NB627_RS03265
OG0000172	DR082_RS01685	NB627_RS03270
OG0000173	DR082_RS01690	NB627_RS03275
OG0000174	DR082_RS01695	NB627_RS03280
OG0000175	DR082_RS01710	NB627_RS03295
OG0000176	DR082_RS01750	NB627_RS03350
OG0000177	DR082_RS01755	NB627_RS03355
OG0000178	DR082_RS01760	NB627_RS03365
OG0000179	DR082_RS01770	NB627_RS03370
OG0000180	DR082_RS01775	NB627_RS03375
OG0000181	DR082_RS03760	NB627_RS03415
OG0000182	DR082_RS01800	NB627_RS03425
OG0000183	DR082_RS01835	NB627_RS03460
OG0000184	DR082_RS02940	NB627_RS03505
OG0000185	DR082_RS02925	NB627_RS03490
OG0000186	DR082_RS02095	NB627_RS01655
OG0000187	DR082_RS02110	NB627_RS01670
OG0000188	DR082_RS02120	NB627_RS01680
OG0000189	DR082_RS03800	NB627_RS02465
OG0000190	DR082_RS02135	NB627_RS02460
OG0000191	DR082_RS02155	NB627_RS02435
OG0000192	DR082_RS02165	NB627_RS01335
OG0000193	DR082_RS02180	NB627_RS01315
OG0000194	DR082_RS02190	NB627_RS00800
OG0000195	DR082_RS02195	NB627_RS00805
OG0000196	DR082_RS03805	NB627_RS00830
OG0000197	DR082_RS02220	NB627_RS00840
OG0000198	DR082_RS02235	NB627_RS00850
OG0000199	DR082_RS02240	NB627_RS00855
OG0000200	DR082_RS02255	NB627_RS00875
OG0000201	DR082_RS02265	NB627_RS00880
OG0000202	DR082_RS02320	NB627_RS00940
OG0000203	DR082_RS02325	NB627_RS00945
OG0000204	DR082_RS01220	NB627_RS00950
OG0000205	DR082_RS01225	NB627_RS00955
OG0000206	DR082_RS01245	NB627_RS00975
OG0000207	DR082_RS01260	NB627_RS00990
OG0000208	DR082_RS01265	NB627_RS00995
OG0000209	DR082_RS01270	NB627_RS01000
OG0000210	DR082_RS01315	NB627_RS01045
OG0000211	DR082_RS01325	NB627_RS01055
OG0000212	DR082_RS01335	NB627_RS01065
OG0000213	DR082_RS01340	NB627_RS01070
OG0000214	DR082_RS01345	NB627_RS01075
OG0000215	DR082_RS01350	NB627_RS01080
OG0000216	DR082_RS01355	NB627_RS01085
OG0000217	DR082_RS01360	NB627_RS01090
OG0000218	DR082_RS03735	NB627_RS01100
OG0000219	DR082_RS01375	NB627_RS01105
OG0000220	DR082_RS01380	NB627_RS01110
OG0000221	DR082_RS01385	NB627_RS01115
OG0000222	DR082_RS01390	NB627_RS01120
OG0000223	DR082_RS01395	NB627_RS01125
OG0000224	DR082_RS01405	NB627_RS01135
OG0000225	DR082_RS01415	NB627_RS01145
OG0000226	DR082_RS01420	NB627_RS01150
OG0000227	DR082_RS01425	NB627_RS01155
OG0000228	DR082_RS03975	NB627_RS01160
OG0000229	DR082_RS01435	NB627_RS01165
OG0000230	DR082_RS01440	NB627_RS01170
OG0000231	DR082_RS01450	NB627_RS01180
OG0000232	DR082_RS01460	NB627_RS01190
OG0000233	DR082_RS01470	NB627_RS01210
OG0000234	DR082_RS01500	NB627_RS01245
OG0000235	DR082_RS01510	NB627_RS01255
OG0000236	DR082_RS01515	NB627_RS01260
OG0000237	DR082_RS01535	NB627_RS01265
OG0000238	DR082_RS01540	NB627_RS01270
OG0000239	DR082_RS01570	NB627_RS03130
OG0000240	DR082_RS01575	NB627_RS03135
OG0000241	DR082_RS01585	NB627_RS03145
OG0000242	DR082_RS01590	NB627_RS03150
OG0000243	DR082_RS01595	NB627_RS03155
OG0000244	DR082_RS01605	NB627_RS03165
OG0000245	DR082_RS01615	NB627_RS03175
OG0000246	DR082_RS00145	NB627_RS00140
OG0000247	DR082_RS00155	NB627_RS00150
OG0000248	DR082_RS00180	NB627_RS00160
OG0000249	DR082_RS00185	NB627_RS00165
OG0000250	DR082_RS00200	NB627_RS00180
OG0000251	DR082_RS00230	NB627_RS00215
OG0000252	DR082_RS00240	NB627_RS00220
OG0000253	DR082_RS00245	NB627_RS00225
OG0000254	DR082_RS00255	NB627_RS00235
OG0000255	DR082_RS00260	NB627_RS00240
OG0000256	DR082_RS00265	NB627_RS00245
OG0000257	DR082_RS00290	NB627_RS00270
OG0000258	DR082_RS00300	NB627_RS00280
OG0000259	DR082_RS00330	NB627_RS00310
OG0000260	DR082_RS00340	NB627_RS00320
OG0000261	DR082_RS03670	NB627_RS00330
OG0000262	DR082_RS00365	NB627_RS00360
OG0000263	DR082_RS00380	NB627_RS00375
OG0000264	DR082_RS00395	NB627_RS00395
OG0000265	DR082_RS00405	NB627_RS00400
OG0000266	DR082_RS00420	NB627_RS00415
OG0000267	DR082_RS00435	NB627_RS00430
OG0000268	DR082_RS00440	NB627_RS00530
OG0000269	DR082_RS00455	NB627_RS00545
OG0000270	DR082_RS03820	NB627_RS03700
OG0000271	DR082_RS02340	NB627_RS03690
OG0000272	DR082_RS02335	NB627_RS03685
OG0000273	DR082_RS02330	NB627_RS03680
OG0000274	DR082_RS02460	NB627_RS03665
OG0000275	DR082_RS03850	NB627_RS03655
OG0000276	DR082_RS02470	NB627_RS03650
OG0000277	DR082_RS03855	NB627_RS03640
OG0000278	DR082_RS02485	NB627_RS03635
OG0000279	DR082_RS02495	NB627_RS03625
OG0000280	DR082_RS02500	NB627_RS03620
OG0000281	DR082_RS02505	NB627_RS03615
OG0000282	DR082_RS02530	NB627_RS03590
OG0000283	DR082_RS02535	NB627_RS03585
OG0000284	DR082_RS02540	NB627_RS03580
OG0000285	DR082_RS03870	NB627_RS03575
OG0000286	DR082_RS01100	NB627_RS02605
OG0000287	DR082_RS01075	NB627_RS02705
OG0000288	DR082_RS01065	NB627_RS02715
OG0000289	DR082_RS01060	NB627_RS02720
OG0000290	DR082_RS03275	NB627_RS02840
OG0000291	DR082_RS00960	NB627_RS02825
OG0000292	DR082_RS00965	NB627_RS02820
OG0000293	DR082_RS00970	NB627_RS02815
OG0000294	DR082_RS00980	NB627_RS02805
OG0000295	DR082_RS00985	NB627_RS02800
OG0000296	DR082_RS01025	NB627_RS02755
OG0000297	DR082_RS01030	NB627_RS02750
OG0000298	DR082_RS00195	NB627_RS00175
OG0000299	DR082_RS00215	NB627_RS00195
OG0000300	DR082_RS00390	NB627_RS00385
OG0000301	DR082_RS00425	NB627_RS00420
OG0000302	DR082_RS00430	NB627_RS00425
OG0000303	DR082_RS00565	NB627_RS00670
OG0000304	DR082_RS00600	NB627_RS01195
OG0000305	DR082_RS00730	NB627_RS03070
OG0000306	DR082_RS00810	NB627_RS02995
OG0000307	DR082_RS00855	NB627_RS02955
OG0000308	DR082_RS00940	NB627_RS02855
OG0000309	DR082_RS00995	NB627_RS02790
OG0000310	DR082_RS01070	NB627_RS02710
OG0000311	DR082_RS01120	NB627_RS02665
OG0000312	DR082_RS01140	NB627_RS02650
OG0000313	DR082_RS01190	NB627_RS01725
OG0000314	DR082_RS02635	NB627_RS02095
OG0000315	DR082_RS02665	NB627_RS02125
OG0000316	DR082_RS02675	NB627_RS02135
OG0000317	DR082_RS02740	NB627_RS02235
OG0000318	DR082_RS03940	NB627_RS02155
OG0000319	DR082_RS01885	NB627_RS02390
OG0000320	DR082_RS01950	NB627_RS02530
OG0000321	DR082_RS02015	NB627_RS01455
OG0000322	DR082_RS02060	NB627_RS01510
OG0000323	DR082_RS02765	NB627_RS01640
OG0000324	DR082_RS02160	NB627_RS02430
OG0000325	DR082_RS02200	NB627_RS00815
OG0000326	DR082_RS02295	NB627_RS00910
OG0000327	DR082_RS02300	NB627_RS00915
OG0000328	DR082_RS01275	NB627_RS01005
OG0000329	DR082_RS01295	NB627_RS01025
OG0000330	DR082_RS01480	NB627_RS01220
OG0000331	DR082_RS01600	NB627_RS03160
OG0000332	DR082_RS01720	NB627_RS03305
OG0000333	DR082_RS01730	NB627_RS03315
OG0000334	DR082_RS01795	NB627_RS03420
OG0000335	DR082_RS03765	NB627_RS03430
OG0000336	DR082_RS03865	NB627_RS03605
OG0000337	DR082_RS00015	NB627_RS03780
OG0000338	DR082_RS00055	NB627_RS03820
OG0000339	DR082_RS01970	NB627_RS02500
OG0000340	DR082_RS01995	NB627_RS01435
OG0000341	DR082_RS02140	NB627_RS02455
OG0000342	DR082_RS02230	NB627_RS00845
OG0000343	DR082_RS01740	NB627_RS03325
OG0000344	DR082_RS00580	NB627_RS00685
OG0000345	DR082_RS01410	NB627_RS01140
OG0000346	DR082_RS03860	NB627_RS03610
OG0000347	DR082_RS02875	NB627_RS01535
OG0000348	DR082_RS03815	NB627_RS00920
OG0000349	DR082_RS02450	NB627_RS03670
OG0000350	DR082_RS00815	NB627_RS02945
OG0000351	DR082_RS00515	NB627_RS00600
OG0000352	DR082_RS02615	NB627_RS02075
OG0000353	DR082_RS02055	NB627_RS01500
OG0000354	DR082_RS00630	NB627_RS00745
OG0000355	DR082_RS03715	NB627_RS02050
OG0000356	DR082_RS03900	NB627_RS02130
OG0000357	DR082_RS03750	NB627_RS03285
OG0000358	DR082_RS01705	NB627_RS03290
OG0000359	DR082_RS03810	NB627_RS00890
OG0000360	DR082_RS00295	NB627_RS00275
OG0000361	DR082_RS00325	NB627_RS00305
OG0000362	DR082_RS01050	NB627_RS02730
OG0000363	DR082_RS03985	NB627_RS01575
OG0000365	DR082_RS03955	NB627_RS02180
OG0000366	DR082_RS02710	NB627_RS02200
OG0000367	DR082_RS02720	NB627_RS02215
OG0000368	DR082_RS00120	NB627_RS00060
OG0000369	DR082_RS03655	NB627_RS00025
OG0000370	DR082_RS00080	NB627_RS00020
OG0000371	DR082_RS00075	NB627_RS00015
OG0000372	DR082_RS00070	NB627_RS00010
OG0000373	DR082_RS00045	NB627_RS03810
OG0000374	DR082_RS00035	NB627_RS03800
OG0000375	DR082_RS01880	NB627_RS02385
OG0000376	DR082_RS01935	NB627_RS02545
OG0000377	DR082_RS01945	NB627_RS02535
OG0000378	DR082_RS01980	NB627_RS01415
OG0000379	DR082_RS02050	NB627_RS01495
OG0000381	DR082_RS02845	NB627_RS01565
OG0000382	DR082_RS02810	NB627_RS01595
OG0000383	DR082_RS02770	NB627_RS01635
OG0000384	DR082_RS00520	NB627_RS00625
OG0000385	DR082_RS00525	NB627_RS00630
OG0000386	DR082_RS00545	NB627_RS00650
OG0000387	DR082_RS00570	NB627_RS00675
OG0000388	DR082_RS03680	NB627_RS00680
OG0000389	DR082_RS00610	NB627_RS00725
OG0000390	DR082_RS00710	NB627_RS03090
OG0000391	DR082_RS00720	NB627_RS03080
OG0000392	DR082_RS00745	NB627_RS03055
OG0000393	DR082_RS00800	NB627_RS03000
OG0000394	DR082_RS00870	NB627_RS02920
OG0000395	DR082_RS00875	NB627_RS02915
OG0000396	DR082_RS01180	NB627_RS02610
OG0000397	DR082_RS02600	NB627_RS02060
OG0000398	DR082_RS02605	NB627_RS02065
OG0000399	DR082_RS02650	NB627_RS02110
OG0000400	DR082_RS01665	NB627_RS03250
OG0000401	DR082_RS01725	NB627_RS03310
OG0000402	DR082_RS01735	NB627_RS03320
OG0000403	DR082_RS01745	NB627_RS03330
OG0000405	DR082_RS01780	NB627_RS03380
OG0000406	DR082_RS01810	NB627_RS03435
OG0000407	DR082_RS03770	NB627_RS03440
OG0000408	DR082_RS01820	NB627_RS03445
OG0000409	DR082_RS01825	NB627_RS03450
OG0000410	DR082_RS02945	NB627_RS03515
OG0000411	DR082_RS02935	NB627_RS03500
OG0000412	DR082_RS02930	NB627_RS03495
OG0000413	DR082_RS02090	NB627_RS01650
OG0000414	DR082_RS02100	NB627_RS01660
OG0000415	DR082_RS02105	NB627_RS01665
OG0000416	DR082_RS02115	NB627_RS01675
OG0000417	DR082_RS02145	NB627_RS02450
OG0000418	DR082_RS02150	NB627_RS02440
OG0000419	DR082_RS02210	NB627_RS00825
OG0000420	DR082_RS02245	NB627_RS00860
OG0000421	DR082_RS02280	NB627_RS00900
OG0000422	DR082_RS02290	NB627_RS00905
OG0000423	DR082_RS01235	NB627_RS00965
OG0000424	DR082_RS01240	NB627_RS00970
OG0000425	DR082_RS01250	NB627_RS00980
OG0000426	DR082_RS03720	NB627_RS00985
OG0000427	DR082_RS03725	NB627_RS01010
OG0000429	DR082_RS01400	NB627_RS01130
OG0000430	DR082_RS01445	NB627_RS01175
OG0000431	DR082_RS01455	NB627_RS01185
OG0000432	DR082_RS01475	NB627_RS01215
OG0000433	DR082_RS01485	NB627_RS01230
OG0000434	DR082_RS01490	NB627_RS01235
OG0000435	DR082_RS01505	NB627_RS01250
OG0000436	DR082_RS01545	NB627_RS01275
OG0000437	DR082_RS01555	NB627_RS01285
OG0000438	DR082_RS03740	NB627_RS01290
OG0000439	DR082_RS01565	NB627_RS01295
OG0000440	DR082_RS01580	NB627_RS03140
OG0000441	DR082_RS01620	NB627_RS03185
OG0000442	DR082_RS00150	NB627_RS00145
OG0000443	DR082_RS00210	NB627_RS00190
OG0000444	DR082_RS00225	NB627_RS00205
OG0000445	DR082_RS00250	NB627_RS00230
OG0000446	DR082_RS00275	NB627_RS00255
OG0000447	DR082_RS00280	NB627_RS00260
OG0000448	DR082_RS00310	NB627_RS00290
OG0000449	DR082_RS00335	NB627_RS00315
OG0000450	DR082_RS00345	NB627_RS00325
OG0000451	DR082_RS00385	NB627_RS00380
OG0000452	DR082_RS00410	NB627_RS00405
OG0000453	DR082_RS00445	NB627_RS00535
OG0000455	DR082_RS03825	NB627_RS03715
OG0000456	DR082_RS02525	NB627_RS03595
OG0000457	DR082_RS02550	NB627_RS03565
OG0000458	DR082_RS01080	NB627_RS02700
OG0000459	DR082_RS01055	NB627_RS02725
OG0000460	DR082_RS01045	NB627_RS02735
OG0000461	DR082_RS01000	NB627_RS02780
OG0000462	DR082_RS01005	NB627_RS02775
OG0000463	DR082_RS01010	NB627_RS02770
OG0000464	DR082_RS01015	NB627_RS02765
OG0000465	DR082_RS01020	NB627_RS02760
OG0000466	DR082_RS00415	NB627_RS00410
OG0000467	DR082_RS03705	NB627_RS02865
OG0000468	DR082_RS02645	NB627_RS02105
OG0000469	DR082_RS02985	NB627_RS02165
OG0000470	DR082_RS01230	NB627_RS00960
OG0000471	DR082_RS01310	NB627_RS01040
OG0000472	DR082_RS02585	NB627_RS03520
OG0000474	DR082_RS02355	NB627_RS03705
OG0000475	DR082_RS02360	NB627_RS03710
OG0000476	DR082_RS02400	NB627_RS01685
OG0000477	DR082_RS00975	NB627_RS02810
OG0000478	DR082_RS02475	NB627_RS03645
OG0000479	DR082_RS02010	NB627_RS01450
OG0000480	DR082_RS03145	NB627_RS02170
OG0000481	DR082_RS02315	NB627_RS00935
OG0000482	DR082_RS02175	NB627_RS01320
OG0000483	DR082_RS02725	NB627_RS02220
OG0000484	DR082_RS03665	NB627_RS00200
OG0000485	DR082_RS01550	NB627_RS01280
OG0000486	DR082_RS02125	NB627_RS02470
OG0000488	DR082_RS02695	NB627_RS02185
OG0000490	DR082_RS00050	NB627_RS03815
OG0000491	DR082_RS02030	NB627_RS01470
OG0000492	DR082_RS02855	NB627_RS01555
OG0000493	DR082_RS00585	NB627_RS00690
OG0000494	DR082_RS00635	NB627_RS00750
OG0000496	DR082_RS00785	NB627_RS03015
OG0000497	DR082_RS00790	NB627_RS03010
OG0000498	DR082_RS00865	NB627_RS02925
OG0000499	DR082_RS00905	NB627_RS02890
OG0000500	DR082_RS02610	NB627_RS02070
OG0000501	DR082_RS01675	NB627_RS03260
OG0000504	DR082_RS01285	NB627_RS01015
OG0000505	DR082_RS01320	NB627_RS01050
OG0000506	DR082_RS01330	NB627_RS01060
OG0000507	DR082_RS01365	NB627_RS01095
OG0000508	DR082_RS00270	NB627_RS00250
OG0000509	DR082_RS00305	NB627_RS00285
OG0000510	DR082_RS00315	NB627_RS00300
OG0000511	DR082_RS00450	NB627_RS00540
OG0000512	DR082_RS01040	NB627_RS02740
OG0000513	DR082_RS02490	NB627_RS03630
OG0000514	DR082_RS00750	NB627_RS03050
OG0000517	DR082_RS00125	NB627_RS00065
OG0000518	DR082_RS01715	NB627_RS03300
OG0000520	DR082_RS01300	NB627_RS01035
OG0000521	DR082_RS00285	NB627_RS00265
OG0000523	DR082_RS02555	NB627_RS03560
OG0000524	DR082_RS00935	NB627_RS02860
OG0000525	DR082_RS03885	NB627_RS03525
OG0000531	DR082_RS03140	NB627_RS01530
OG0000533	DR082_RS01465	NB627_RS00710
OG0000538	DR082_RS01495	NB627_RS01240
OG0000551	DR082_RS01610	NB627_RS03170
OG0000555	DR082_RS03245	NB627_RS03105
OG0000589	DR082_RS02910	NB627_RS02300
OG0000595	DR082_RS01655	NB627_RS03195
OG0000596	DR082_RS00170	NB627_RS01870
OG0000597	DR082_RS01645	NB627_RS03190
OG0000598	DR082_RS00165	NB627_RS01875
OG0000599	DR082_RS00160	NB627_RS01880
OG0000627	DR082_RS02430	NB627_RS03750
