Orthogroup	MHP_153B_proteins	MHP_MHP679_proteins
OG0000170	WP_020835862.1	WP_160585651.1
OG0000171	WP_011206422.1	WP_160590197.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011290368.1	WP_160585649.1
OG0000174	WP_160600929.1	WP_160590195.1
OG0000175	WP_160585645.1	WP_160590193.1
OG0000176	WP_404924025.1	WP_160590187.1
OG0000177	WP_160585273.1	WP_160585273.1
OG0000178	WP_044272620.1	WP_044272620.1
OG0000179	WP_014579979.1	WP_160590183.1
OG0000180	WP_011206445.1	WP_160590181.1
OG0000181	WP_020835888.1	WP_160590523.1
OG0000182	WP_011206453.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160585238.1	WP_011206468.1
OG0000185	WP_404924034.1	WP_020835897.1
OG0000186	WP_020835656.1	WP_160590268.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_404923954.1	WP_160590301.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_146379633.1	WP_135619204.1
OG0000192	WP_011205992.1	WP_011284001.1
OG0000193	WP_094521610.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_160590430.1
OG0000195	WP_094521583.1	WP_011290024.1
OG0000196	WP_179695841.1	WP_179695841.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_404924099.1	WP_020835575.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_011290039.1	WP_160590491.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_308704708.1
OG0000205	WP_160606691.1	WP_160585610.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_094521594.1	WP_094521594.1
OG0000208	WP_135618591.1	WP_160590413.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_011206052.1
OG0000211	WP_011290054.1	WP_011206050.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_020835589.1	WP_011290055.1
OG0000216	WP_160585193.1	WP_160590389.1
OG0000217	WP_404924088.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_020835591.1	WP_011206041.1
OG0000220	WP_020835592.1	WP_160590391.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_160590395.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011206031.1
OG0000228	WP_404924087.1	WP_094521599.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_014579605.1	WP_160585185.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011290071.1
OG0000234	WP_404924109.1	WP_160590255.1
OG0000235	WP_404924111.1	WP_011290078.1
OG0000236	WP_404924112.1	WP_011283989.1
OG0000237	WP_404924113.1	WP_160590257.1
OG0000238	WP_011206006.1	WP_011283991.1
OG0000239	WP_404924009.1	WP_146379700.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_044284696.1	WP_044272588.1
OG0000242	WP_020835854.1	WP_146379702.1
OG0000243	WP_160608089.1	WP_146379703.1
OG0000244	WP_041361690.1	WP_011206406.1
OG0000245	WP_404924010.1	WP_135619044.1
OG0000246	WP_050195463.1	WP_258555717.1
OG0000247	WP_146379457.1	WP_308704696.1
OG0000248	WP_404924202.1	WP_160585552.1
OG0000249	WP_404924064.1	WP_160589978.1
OG0000250	WP_404924066.1	WP_011289957.1
OG0000251	WP_318023737.1	WP_146379462.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_404924069.1	WP_160589983.1
OG0000254	WP_404924070.1	WP_160589986.1
OG0000255	WP_014579550.1	WP_014579550.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011289974.1
OG0000259	WP_146379775.1	WP_020835520.1
OG0000260	WP_011289982.1	WP_011289982.1
OG0000261	WP_404924075.1	WP_160589998.1
OG0000262	WP_041361531.1	WP_135618519.1
OG0000263	WP_160606511.1	WP_160590002.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_404924077.1	WP_044284579.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_044284773.1	WP_146379477.1
OG0000268	WP_404924078.1	WP_146379478.1
OG0000269	WP_011206134.1	WP_011206134.1
OG0000270	WP_404924047.1	WP_160590356.1
OG0000271	WP_404924046.1	WP_160590354.1
OG0000272	WP_404912074.1	WP_146379758.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_404924044.1	WP_160590207.1
OG0000275	WP_011290422.1	WP_228366117.1
OG0000276	WP_160600741.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_404924043.1	WP_011290418.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_011290416.1	WP_011290416.1
OG0000282	WP_404924041.1	WP_160590212.1
OG0000283	WP_044272663.1	WP_160590214.1
OG0000284	WP_011206484.1	WP_160590216.1
OG0000285	WP_404924039.1	WP_160584909.1
OG0000286	WP_404923971.1	WP_146379652.1
OG0000287	WP_146379659.1	WP_160590143.1
OG0000288	WP_348571747.1	WP_011206299.1
OG0000289	WP_404923975.1	WP_160590139.1
OG0000290	WP_404923983.1	WP_160590123.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160585667.1	WP_160590127.1
OG0000293	WP_020835805.1	WP_160590129.1
OG0000294	WP_404923981.1	WP_160590133.1
OG0000295	WP_011206315.1	WP_160590135.1
OG0000296	WP_044272552.1	WP_041361673.1
OG0000297	WP_160608046.1	WP_011284225.1
OG0000298	WP_135618474.1	WP_160589980.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_160590003.1
OG0000302	WP_011205925.1	WP_011205925.1
OG0000303	WP_011206118.1	WP_011206118.1
OG0000304	WP_220190741.1	WP_011283978.1
OG0000305	WP_404924005.1	WP_160590159.1
OG0000306	WP_404924000.1	WP_160590147.1
OG0000307	WP_020835826.1	WP_160590460.1
OG0000308	WP_404911934.1	WP_160590117.1
OG0000309	WP_404923979.1	WP_160590137.1
OG0000310	WP_011206298.1	WP_160590141.1
OG0000311	WP_160606809.1	WP_011206293.1
OG0000312	WP_041361671.1	WP_160590316.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_020835716.1	WP_160590026.1
OG0000315	WP_011290197.1	WP_160585171.1
OG0000316	WP_404911774.1	WP_160590036.1
OG0000317	WP_146379589.1	WP_146379589.1
OG0000318	WP_404924185.1	WP_220190711.1
OG0000319	WP_044272490.1	WP_308704706.1
OG0000320	WP_404923961.1	WP_160590446.1
OG0000321	WP_404924126.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_404924138.1	WP_160590272.1
OG0000324	WP_094521693.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_404924096.1	WP_160590495.1
OG0000327	WP_404924095.1	WP_160590493.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_011206056.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_041361688.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_160590521.1
OG0000335	WP_404924029.1	WP_160590338.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011284387.1	WP_011290441.1
OG0000338	WP_014580051.1	WP_011284394.1
OG0000339	WP_404923957.1	WP_160590509.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_160590303.1
OG0000342	WP_011290029.1	WP_094521586.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160606838.1	WP_160590335.1
OG0000345	WP_014579611.1	WP_160590393.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_014579636.1	WP_240536364.1
OG0000349	WP_404924045.1	WP_094521522.1
OG0000350	WP_404923995.1	WP_160590468.1
OG0000351	WP_404924081.1	WP_308704698.1
OG0000352	WP_404924181.1	WP_160590018.1
OG0000353	WP_404924130.1	WP_160590290.1
OG0000354	WP_404924102.1	WP_308507047.1
OG0000355	WP_404924179.1	WP_011206194.1
OG0000356	WP_404924184.1	WP_308704699.1
OG0000357	WP_404924018.1	WP_228366113.1
OG0000358	WP_404924019.1	WP_160588052.1
OG0000359	WP_404924097.1	WP_308704713.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_160589992.1
OG0000362	WP_094521719.1	WP_011290282.1
OG0000363	WP_233417364.1	WP_308704679.1
OG0000364	WP_404924178.1	WP_160590015.1
OG0000365	WP_404924188.1	WP_160590046.1
OG0000366	WP_011206224.1	WP_146379594.1
OG0000367	WP_225973040.1	WP_220200603.1
OG0000368	WP_011289935.1	WP_160590170.1
OG0000369	WP_011205844.1	WP_160588112.1
OG0000370	WP_044272260.1	WP_044272260.1
OG0000371	WP_044272256.1	WP_044272256.1
OG0000372	WP_160584860.1	WP_160590172.1
OG0000373	WP_404924057.1	WP_160585758.1
OG0000374	WP_404924055.1	WP_160590174.1
OG0000375	WP_011284163.1	WP_146379628.1
OG0000376	WP_404923964.1	WP_160590440.1
OG0000377	WP_404923962.1	WP_160590444.1
OG0000378	WP_020835632.1	WP_011290102.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_404924131.1	WP_146379558.1
OG0000381	WP_404924134.1	WP_160590284.1
OG0000382	WP_404924137.1	WP_160590276.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_041361727.1	WP_041361727.1
OG0000385	WP_044272311.1	WP_160590327.1
OG0000386	WP_011206121.1	WP_011206121.1
OG0000387	WP_404924084.1	WP_160590331.1
OG0000388	WP_179221014.1	WP_160590333.1
OG0000389	WP_011290013.1	WP_160590407.1
OG0000390	WP_011290340.1	WP_160590163.1
OG0000391	WP_020835843.1	WP_160590161.1
OG0000392	WP_404924004.1	WP_020835840.1
OG0000393	WP_404924001.1	WP_160590149.1
OG0000394	WP_011290313.1	WP_160590539.1
OG0000395	WP_404923992.1	WP_160585121.1
OG0000396	WP_020835781.1	WP_160585153.1
OG0000397	WP_011206196.1	WP_160585022.1
OG0000398	WP_404924180.1	WP_146379611.1
OG0000399	WP_404924183.1	WP_160590031.1
OG0000400	WP_243216310.1	WP_160590199.1
OG0000401	WP_404924021.1	WP_135619070.1
OG0000402	WP_020835872.1	WP_160590189.1
OG0000403	WP_404924022.1	WP_220200769.1
OG0000405	WP_404924026.1	WP_160590179.1
OG0000406	WP_404924030.1	WP_160590340.1
OG0000407	WP_011290391.1	WP_160590342.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_404924035.1	WP_160590352.1
OG0000412	WP_146379741.1	WP_160590350.1
OG0000413	WP_146379568.1	WP_146379568.1
OG0000414	WP_404924139.1	WP_011290131.1
OG0000415	WP_020835657.1	WP_160590266.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_160585790.1	WP_160590305.1
OG0000418	WP_404923952.1	WP_258555694.1
OG0000419	WP_404924100.1	WP_160590432.1
OG0000420	WP_146379500.1	WP_020835574.1
OG0000421	WP_011290034.1	WP_011206080.1
OG0000422	WP_146379504.1	WP_146379504.1
OG0000423	WP_404924094.1	WP_135618585.1
OG0000424	WP_011290043.1	WP_135618587.1
OG0000425	WP_404924093.1	WP_011206065.1
OG0000426	WP_404924092.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_160590415.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_050195474.1	WP_094521600.1
OG0000431	WP_146379524.1	WP_160590397.1
OG0000432	WP_404924108.1	WP_160590251.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_020835607.1	WP_160590253.1
OG0000435	WP_404924110.1	WP_160584678.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_404924114.1	WP_160590259.1
OG0000438	WP_404924115.1	WP_160590261.1
OG0000439	WP_044272377.1	WP_160590263.1
OG0000440	WP_160588325.1	WP_160585229.1
OG0000441	WP_404924011.1	WP_135619046.1
OG0000442	WP_160607726.1	WP_258555718.1
OG0000443	WP_044272282.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_044284571.1
OG0000446	WP_146379467.1	WP_135618497.1
OG0000447	WP_404924071.1	WP_014579553.1
OG0000448	WP_146379469.1	WP_011205897.1
OG0000449	WP_011289981.1	WP_160584763.1
OG0000450	WP_404924074.1	WP_160589995.1
OG0000451	WP_044272294.1	WP_011205913.1
OG0000452	WP_011205921.1	WP_160584747.1
OG0000453	WP_404924079.1	WP_160590005.1
OG0000455	WP_347952324.1	WP_160590360.1
OG0000456	WP_404924042.1	WP_011206487.1
OG0000457	WP_404924201.1	WP_160590218.1
OG0000458	WP_160588321.1	WP_020835790.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_348602552.1	WP_044272549.1
OG0000461	WP_404924197.1	WP_220200762.1
OG0000462	WP_011284228.1	WP_011284228.1
OG0000463	WP_404923977.1	WP_011206310.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_160585762.1	WP_011284227.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_404923988.1	WP_160590113.1
OG0000468	WP_160585598.1	WP_011290194.1
OG0000469	WP_404924187.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_014579622.1
OG0000472	WP_404924036.1	WP_160590454.1
OG0000473	WP_020835917.1	WP_160588156.1
OG0000474	WP_041361711.1	WP_041361711.1
OG0000475	WP_404924048.1	WP_160590358.1
OG0000476	WP_404924140.1	WP_011205931.1
OG0000477	WP_135618962.1	WP_160590131.1
OG0000478	WP_011284367.1	WP_160590209.1
OG0000479	WP_404924190.1	WP_160590295.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_308704712.1
OG0000482	WP_404924117.1	WP_160590377.1
OG0000483	WP_347952210.1	WP_160590070.1
OG0000484	WP_135618485.1	WP_225973007.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_160585249.1	WP_160585249.1
OG0000487	WP_404924186.1	WP_220200751.1
OG0000488	WP_020835728.1	WP_011206221.1
OG0000489	WP_011205849.1	WP_160584852.1
OG0000490	WP_146379773.1	WP_146379773.1
OG0000491	WP_404924128.1	WP_160588241.1
OG0000492	WP_404924133.1	WP_160590286.1
OG0000493	WP_404924085.1	WP_160585737.1
OG0000494	WP_404924101.1	WP_160590403.1
OG0000495	WP_011290329.1	WP_146379689.1
OG0000496	WP_011206375.1	WP_160590151.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_020835817.1	WP_011206333.1
OG0000500	WP_347952479.1	WP_146379610.1
OG0000501	WP_220190663.1	WP_220200770.1
OG0000503	WP_404924098.1	WP_020835576.1
OG0000504	WP_011283955.1	WP_011283955.1
OG0000505	WP_404924089.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_160585191.1
OG0000508	WP_020835512.1	WP_094521758.1
OG0000509	WP_020835518.1	WP_020835518.1
OG0000510	WP_404924072.1	WP_011289977.1
OG0000511	WP_011283896.1	WP_160590007.1
OG0000512	WP_160585006.1	WP_160585006.1
OG0000513	WP_179695855.1	WP_041361708.1
OG0000514	WP_404924003.1	WP_160590157.1
OG0000516	WP_160607660.1	WP_011206214.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_404924200.1	WP_160590191.1
OG0000520	WP_404924090.1	WP_146379514.1
OG0000521	WP_020835515.1	WP_146379468.1
OG0000522	WP_404924073.1	WP_135618505.1
OG0000524	WP_404923987.1	WP_160590115.1
OG0000525	WP_404912046.1	WP_160590456.1
OG0000526	WP_404924171.1	WP_258555664.1
OG0000527	WP_404924163.1	WP_258555658.1
OG0000529	WP_014579831.1	WP_014579831.1
OG0000530	WP_011284186.1	WP_146379640.1
OG0000532	WP_404924144.1	WP_160590479.1
OG0000533	WP_011206110.1	WP_160584784.1
OG0000535	WP_404924058.1	WP_160584854.1
OG0000536	WP_404924052.1	WP_160590368.1
OG0000539	WP_404924068.1	WP_146379463.1
OG0000540	WP_404923982.1	WP_160590125.1
OG0000541	WP_404923991.1	WP_160590426.1
OG0000542	WP_011289986.1	WP_011289986.1
OG0000543	WP_160585706.1	WP_220191275.1
OG0000544	WP_014579703.1	WP_308507054.1
OG0000545	WP_404924169.1	WP_160590087.1
OG0000546	WP_404923998.1	WP_258555239.1
OG0000551	WP_011206407.1	WP_135619042.1
OG0000552	WP_404924024.1	WP_094521504.1
OG0000553	WP_404923990.1, WP_404923989.1	WP_160590422.1
OG0000554	WP_404923965.1	WP_160590436.1
OG0000556	WP_094521569.1	WP_160590095.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_404924118.1	WP_160590381.1
OG0000559	WP_020835677.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_094521603.1	WP_011290073.1
OG0000562	WP_348572112.1	WP_160585755.1
OG0000563	WP_011290172.1	WP_160590085.1
OG0000564	WP_041361605.1	WP_258555724.1
OG0000565	WP_404924177.1	WP_146379612.1
OG0000566	WP_404924176.1	WP_258555665.1
OG0000567	WP_404924170.1	WP_308704700.1
OG0000568	WP_044272325.1	WP_160590428.1
OG0000569	WP_404924119.1	WP_160590383.1
OG0000570	WP_404924120.1	WP_160590385.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_404924123.1	WP_160590387.1
OG0000573	WP_020835676.1	WP_160590232.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_011290089.1	WP_146379542.1
OG0000576	WP_404924148.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_011206325.1
OG0000578	WP_041361678.1	WP_258555672.1
OG0000579	WP_404924167.1	WP_258555659.1
OG0000580	WP_258555565.1	WP_160587867.1
OG0000581	WP_404924164.1	WP_160590075.1
OG0000582	WP_404924122.1	WP_308704707.1
OG0000583	WP_404924154.1	WP_160590236.1
OG0000584	WP_404923921.1	WP_014579687.1
OG0000585	WP_404923950.1	WP_160590313.1
