Orthogroup	MHP_153B_proteins	MHP_MHP650_proteins
OG0000023	WP_044272391.1	WP_160601161.1
OG0000024	WP_404923993.1	WP_258556699.1
OG0000024	WP_404924124.1	WP_160600862.1
OG0000025	WP_404924150.1	WP_160601008.1
OG0000025	WP_160606775.1	WP_160601016.1
OG0000026	WP_404924129.1	WP_044284614.1
OG0000026	WP_404924155.1	WP_160585054.1
OG0000027	WP_146379747.1	WP_011206475.1
OG0000028	WP_404923970.1	WP_160600719.1, WP_160600717.1
OG0000029	WP_404924086.1	WP_160601095.1
OG0000029	WP_404924105.1	WP_160601231.1
OG0000030	WP_404924037.1	WP_308704764.1
OG0000031	WP_404923928.1	WP_088172525.1
OG0000032	WP_404924142.1	WP_160601271.1
OG0000033	WP_404923969.1	WP_160600708.1
OG0000034	WP_243234977.1	WP_233688423.1
OG0000034	WP_233688424.1	WP_233688424.1
OG0000035	WP_404924028.1	WP_160601253.1
OG0000036	WP_020835495.1, WP_146379454.1	WP_014579530.1
OG0000037	WP_404924191.1	WP_308704768.1
OG0000039	WP_179221095.1	WP_160601257.1
OG0000040	WP_404924032.1	WP_160601121.1
OG0000041	WP_011290019.1	WP_232039589.1
OG0000041	WP_404912290.1	WP_220200864.1
OG0000042	WP_404924008.1	WP_160600794.1
OG0000043	WP_014579804.1	WP_014579804.1
OG0000044	WP_225973034.1	WP_225973034.1
OG0000044	WP_404924168.1	WP_011206179.1
OG0000045	WP_404924192.1	WP_160590485.1
OG0000046	WP_404924033.1	WP_308704763.1
OG0000047	WP_404923919.1	WP_160601275.1
OG0000048	WP_011290213.1	WP_011284150.1
OG0000049	WP_020835860.1	WP_160600923.1
OG0000050	WP_404923972.1	WP_160600723.1
OG0000051	WP_404923985.1	WP_160601045.1
OG0000052	WP_404924060.1	WP_011283836.1
OG0000053	WP_404924135.1	WP_160600836.1
OG0000054	WP_404923973.1	WP_160600727.1
OG0000055	WP_146379455.1	WP_014579531.1
OG0000056	WP_404924050.1	WP_160600810.1
OG0000057	WP_258555814.1	WP_258556625.1, WP_258556626.1
OG0000058	WP_404923930.1	WP_160601091.1
OG0000058	WP_404923929.1	WP_160601093.1
OG0000059	WP_404923925.1	WP_258555521.1
OG0000060	WP_020835489.1	WP_220200887.1
OG0000061	WP_020835703.1	WP_160587888.1
OG0000062	WP_160588098.1	WP_160588098.1
OG0000063	WP_404924054.1	WP_041361715.1
OG0000064	WP_011290440.1	WP_011290440.1
OG0000065	WP_233688433.1	WP_243216185.1
OG0000066	WP_011205965.1	WP_160600846.1
OG0000067	WP_404924083.1	WP_160601069.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_011206373.1	WP_011284269.1
OG0000070	WP_011206292.1	WP_011206292.1
OG0000071	WP_160585219.1	WP_160601125.1
OG0000072	WP_404924031.1	WP_160601123.1
OG0000073	WP_404912207.1	WP_011290025.1
OG0000074	WP_404924091.1	WP_011206057.1
OG0000075	WP_014579568.1	WP_014579568.1
OG0000076	WP_160607908.1	WP_160600693.1
OG0000077	WP_404924080.1	WP_160601219.1
OG0000078	WP_404924153.1	WP_160601010.1
OG0000079	WP_404923976.1	WP_160600966.1
OG0000080	WP_404923980.1	WP_011206314.1
OG0000081	WP_404924076.1	WP_160600689.1
OG0000083	WP_014579823.1	WP_014579823.1
OG0000084	WP_011284142.1	WP_011284142.1
OG0000085	WP_011206223.1	WP_160601152.1
OG0000086	WP_011290207.1	WP_160601147.1
OG0000087	WP_404912425.1	WP_160601142.1
OG0000088	WP_020835733.1	WP_020835733.1
OG0000089	WP_011290212.1	WP_011206231.1
OG0000090	WP_404924059.1	WP_011283835.1
OG0000091	WP_020835487.1	WP_160600822.1
OG0000092	WP_011205847.1	WP_011205847.1
OG0000093	WP_011205846.1	WP_020835484.1
OG0000094	WP_014579519.1	WP_014579519.1
OG0000095	WP_044272251.1	WP_044272251.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_404924056.1	WP_146379771.1
OG0000098	WP_160588100.1	WP_160600816.1
OG0000099	WP_404924051.1	WP_160600812.1
OG0000100	WP_404924049.1	WP_160600806.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_020835678.1	WP_135619192.1
OG0000103	WP_011290214.1	WP_160601114.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_146379630.1	WP_160588282.1
OG0000106	WP_404923951.1	WP_011284167.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_192894278.1	WP_011206247.1
OG0000109	WP_220200503.1	WP_160601110.1
OG0000110	WP_020835772.1	WP_160601201.1
OG0000111	WP_020835771.1	WP_258556696.1
OG0000112	WP_404923963.1	WP_258556695.1
OG0000113	WP_404923959.1	WP_160601227.1
OG0000114	WP_404923958.1	WP_258555507.1
OG0000115	WP_011284183.1	WP_011290245.1
OG0000116	WP_011290103.1	WP_160600860.1
OG0000117	WP_044272388.1	WP_160600858.1
OG0000118	WP_404924127.1	WP_011284023.1
OG0000119	WP_160585678.1	WP_160600850.1
OG0000120	WP_011284027.1	WP_160600844.1
OG0000121	WP_146379557.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_404924132.1	WP_160600842.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_160606641.1	WP_146379560.1
OG0000127	WP_160590282.1	WP_011290122.1
OG0000128	WP_146379564.1	WP_160600834.1
OG0000129	WP_014579732.1	WP_160600832.1
OG0000130	WP_011284046.1	WP_160600828.1
OG0000131	WP_160585099.1	WP_146379566.1
OG0000132	WP_011205939.1	WP_094521636.1
OG0000133	WP_014579589.1	WP_011206123.1
OG0000134	WP_225973012.1	WP_308704761.1
OG0000135	WP_160585148.1	WP_011206120.1
OG0000136	WP_179695961.1	WP_135618546.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_404924103.1	WP_160584793.1
OG0000139	WP_011206102.1	WP_011206102.1
OG0000140	WP_160584795.1	WP_011206101.1
OG0000141	WP_011284290.1	WP_160600792.1
OG0000142	WP_011284289.1	WP_160600791.1
OG0000143	WP_135619026.1	WP_011206391.1
OG0000144	WP_404924007.1	WP_160600787.1
OG0000145	WP_225972996.1	WP_228365394.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_160600783.1
OG0000148	WP_135619012.1	WP_160600779.1
OG0000149	WP_011290331.1	WP_011290331.1
OG0000150	WP_135619006.1	WP_160600775.1
OG0000151	WP_404923997.1	WP_160600765.1
OG0000152	WP_404923996.1	WP_160600763.1
OG0000153	WP_011206347.1	WP_160600761.1
OG0000154	WP_011290318.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_011206337.1
OG0000156	WP_011206335.1	WP_160601028.1
OG0000157	WP_020835818.1	WP_160601030.1
OG0000158	WP_404911941.1	WP_160601032.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_179221158.1	WP_011284209.1
OG0000161	WP_146379654.1	WP_011206287.1
OG0000162	WP_167871270.1	WP_135619210.1
OG0000163	WP_044272529.1	WP_160600721.1
OG0000164	WP_404924143.1	WP_160601269.1
OG0000165	WP_020835712.1	WP_160600902.1
OG0000166	WP_404924182.1	WP_160600910.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_135618848.1	WP_160587908.1
OG0000169	WP_179221201.1	WP_002557698.1
OG0000170	WP_020835862.1	WP_011206420.1
OG0000171	WP_011206422.1	WP_050195447.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011290368.1	WP_160600927.1
OG0000174	WP_160600929.1	WP_160600929.1
OG0000175	WP_160585645.1	WP_160588054.1
OG0000176	WP_404924025.1	WP_160600939.1
OG0000177	WP_160585273.1	WP_014579977.1
OG0000178	WP_044272620.1	WP_020835878.1
OG0000179	WP_014579979.1	WP_160600943.1
OG0000180	WP_011206445.1	WP_160600945.1
OG0000181	WP_020835888.1	WP_160601136.1
OG0000182	WP_011206453.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160585238.1	WP_135619119.1
OG0000185	WP_404924034.1	WP_020835897.1
OG0000186	WP_020835656.1	WP_160601247.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_160601241.1
OG0000189	WP_404923954.1	WP_160601185.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_146379633.1	WP_135619204.1
OG0000192	WP_011205992.1	WP_011284001.1
OG0000193	WP_094521610.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_094521582.1
OG0000195	WP_094521583.1	WP_094521583.1
OG0000196	WP_179695841.1	WP_228729168.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_404924099.1	WP_160600870.1
OG0000201	WP_011283934.1	WP_160600874.1
OG0000202	WP_011290039.1	WP_308704756.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_014579633.1
OG0000205	WP_160606691.1	WP_014579632.1
OG0000206	WP_011290044.1	WP_160600886.1
OG0000207	WP_094521594.1	WP_011283951.1
OG0000208	WP_135618591.1	WP_011290046.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_044284597.1
OG0000211	WP_011290054.1	WP_011206050.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_160601104.1
OG0000215	WP_020835589.1	WP_011206046.1
OG0000216	WP_160585193.1	WP_014579616.1
OG0000217	WP_404924088.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011206042.1
OG0000219	WP_020835591.1	WP_220200886.1
OG0000220	WP_020835592.1	WP_011206040.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_160601098.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011206031.1
OG0000228	WP_404924087.1	WP_094521599.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_014579605.1	WP_014579605.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011290071.1
OG0000234	WP_404924109.1	WP_044284822.1
OG0000235	WP_404924111.1	WP_020835611.1
OG0000236	WP_404924112.1	WP_160600997.1
OG0000237	WP_404924113.1	WP_160600995.1
OG0000238	WP_011206006.1	WP_160600993.1
OG0000239	WP_404924009.1	WP_160600796.1
OG0000240	WP_020835851.1	WP_011206400.1
OG0000241	WP_044284696.1	WP_011206402.1
OG0000242	WP_020835854.1	WP_160600798.1
OG0000243	WP_160608089.1	WP_011206404.1
OG0000244	WP_041361690.1	WP_160600800.1
OG0000245	WP_404924010.1	WP_011206408.1
OG0000246	WP_050195463.1	WP_050195463.1
OG0000247	WP_146379457.1	WP_160600649.1
OG0000248	WP_404924202.1	WP_160600703.1
OG0000249	WP_404924064.1	WP_160600651.1
OG0000250	WP_404924066.1	WP_011205875.1
OG0000251	WP_318023737.1	WP_318023737.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_404924069.1	WP_011289964.1
OG0000254	WP_404924070.1	WP_160600665.1
OG0000255	WP_014579550.1	WP_160600667.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011283871.1
OG0000259	WP_146379775.1	WP_220200824.1
OG0000260	WP_011289982.1	WP_011283879.1
OG0000261	WP_404924075.1	WP_160600687.1
OG0000262	WP_041361531.1	WP_014579569.1
OG0000263	WP_160606511.1	WP_011283885.1
OG0000264	WP_011283887.1	WP_011205916.1
OG0000265	WP_404924077.1	WP_160600699.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_044284773.1	WP_014579577.1
OG0000268	WP_404924078.1	WP_011283894.1
OG0000269	WP_011206134.1	WP_011206134.1
OG0000270	WP_404924047.1	WP_160600753.1
OG0000271	WP_404924046.1	WP_160600751.1
OG0000272	WP_404912074.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_404924044.1	WP_160600745.1
OG0000275	WP_011290422.1	WP_308704753.1
OG0000276	WP_160600741.1	WP_160600741.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_160600739.1
OG0000279	WP_404924043.1	WP_014580014.1
OG0000280	WP_011206490.1	WP_135619140.1
OG0000281	WP_011290416.1	WP_014580012.1
OG0000282	WP_404924041.1	WP_160600735.1
OG0000283	WP_044272663.1	WP_160584907.1
OG0000284	WP_011206484.1	WP_014580008.1
OG0000285	WP_404924039.1	WP_160600733.1
OG0000286	WP_404923971.1	WP_146379652.1
OG0000287	WP_146379659.1	WP_011206297.1
OG0000288	WP_348571747.1	WP_160600959.1
OG0000289	WP_404923975.1	WP_020835793.1
OG0000290	WP_404923983.1	WP_135618967.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160585667.1	WP_011206319.1
OG0000293	WP_020835805.1	WP_094521723.1
OG0000294	WP_404923981.1	WP_160600980.1
OG0000295	WP_011206315.1	WP_011206315.1
OG0000296	WP_044272552.1	WP_160600968.1
OG0000297	WP_160608046.1	WP_011284225.1
OG0000298	WP_135618474.1	WP_160600655.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_014579572.1
OG0000301	WP_011283891.1	WP_011283891.1
OG0000302	WP_011205925.1	WP_014579576.1
OG0000303	WP_011206118.1	WP_011206118.1
OG0000304	WP_220190741.1	WP_011283978.1
OG0000305	WP_404924005.1	WP_160600785.1
OG0000306	WP_404924000.1	WP_160600769.1
OG0000307	WP_020835826.1	WP_160600759.1
OG0000308	WP_404911934.1	WP_160601043.1
OG0000309	WP_404923979.1	WP_160600978.1
OG0000310	WP_011206298.1	WP_160600957.1
OG0000311	WP_160606809.1	WP_160600729.1
OG0000312	WP_041361671.1	WP_160600725.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_020835716.1	WP_160600908.1
OG0000315	WP_011290197.1	WP_011290197.1
OG0000316	WP_404911774.1	WP_160587912.1
OG0000317	WP_146379589.1	WP_160601140.1
OG0000318	WP_404924185.1	WP_220200854.1
OG0000319	WP_044272490.1	WP_146379629.1
OG0000320	WP_404923961.1	WP_160601193.1
OG0000321	WP_404924126.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_404924138.1	WP_135618712.1
OG0000324	WP_094521693.1	WP_011284172.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_404924096.1	WP_160600880.1
OG0000327	WP_404924095.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_220200845.1
OG0000329	WP_011206056.1	WP_044284742.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_041361688.1	WP_011206405.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_160601134.1
OG0000335	WP_404924029.1	WP_160601132.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011284387.1	WP_011290441.1
OG0000338	WP_014580051.1	WP_011284394.1
OG0000339	WP_404923957.1	WP_160601221.1
OG0000340	WP_011205973.1	WP_146379551.1
OG0000341	WP_011290226.1	WP_160601183.1
OG0000342	WP_011290029.1	WP_258556639.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160606838.1	WP_160601077.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_014579636.1	WP_160600882.1
OG0000349	WP_404924045.1	WP_160600749.1
OG0000350	WP_404923995.1	WP_160600757.1
OG0000351	WP_404924081.1	WP_240536362.1
OG0000352	WP_404924181.1	WP_160600900.1
OG0000353	WP_404924130.1	WP_160584724.1
OG0000354	WP_404924102.1	WP_258556697.1
OG0000355	WP_404924179.1	WP_011206194.1
OG0000356	WP_404924184.1	WP_308507057.1
OG0000357	WP_404924018.1	WP_228366113.1
OG0000358	WP_404924019.1	WP_135619062.1
OG0000359	WP_404924097.1	WP_160600876.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_160600681.1
OG0000362	WP_094521719.1	WP_160600961.1
OG0000363	WP_233417364.1	WP_308704679.1
OG0000365	WP_404924188.1	WP_160600917.1
OG0000366	WP_011206224.1	WP_160601150.1
OG0000367	WP_225973040.1	WP_220200893.1
OG0000368	WP_011289935.1	WP_160600824.1
OG0000369	WP_011205844.1	WP_160588112.1
OG0000370	WP_044272260.1	WP_160588110.1
OG0000371	WP_044272256.1	WP_160600818.1
OG0000372	WP_160584860.1	WP_160584860.1
OG0000373	WP_404924057.1	WP_160585758.1
OG0000374	WP_404924055.1	WP_160590174.1
OG0000375	WP_011284163.1	WP_011284163.1
OG0000376	WP_404923964.1	WP_160601197.1
OG0000377	WP_404923962.1	WP_011206271.1
OG0000378	WP_020835632.1	WP_011205977.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_404924131.1	WP_160588252.1
OG0000381	WP_404924134.1	WP_160600838.1
OG0000382	WP_404924137.1	WP_160600830.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_041361727.1	WP_160601065.1
OG0000385	WP_044272311.1	WP_160601067.1
OG0000386	WP_011206121.1	WP_160601071.1
OG0000387	WP_404924084.1	WP_160601073.1
OG0000388	WP_179221014.1	WP_160601075.1
OG0000390	WP_011290340.1	WP_011206390.1
OG0000391	WP_020835843.1	WP_044284693.1
OG0000392	WP_404924004.1	WP_011284277.1
OG0000393	WP_404924001.1	WP_160600771.1
OG0000394	WP_011290313.1	WP_014579921.1
OG0000395	WP_404923992.1	WP_160601235.1
OG0000396	WP_020835781.1	WP_020835781.1
OG0000397	WP_011206196.1	WP_044284644.1
OG0000398	WP_404924180.1	WP_011206197.1
OG0000399	WP_404924183.1	WP_160600914.1
OG0000400	WP_243216310.1	WP_135619057.1
OG0000401	WP_404924021.1	WP_160600933.1
OG0000402	WP_020835872.1	WP_160600935.1
OG0000403	WP_404924022.1	WP_220200860.1
OG0000406	WP_404924030.1	WP_160601138.1
OG0000407	WP_011290391.1	WP_160601130.1
OG0000408	WP_011206457.1	WP_160601129.1
OG0000409	WP_011206458.1	WP_160601127.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_404924035.1	WP_011206467.1
OG0000412	WP_146379741.1	WP_011290399.1
OG0000413	WP_146379568.1	WP_146379568.1
OG0000414	WP_404924139.1	WP_011284053.1
OG0000415	WP_020835657.1	WP_160601245.1
OG0000416	WP_011284056.1	WP_160601243.1
OG0000417	WP_160585790.1	WP_160601181.1
OG0000418	WP_404923952.1	WP_258556689.1
OG0000419	WP_404924100.1	WP_020835572.1
OG0000420	WP_146379500.1	WP_160600868.1
OG0000421	WP_011290034.1	WP_011283936.1
OG0000422	WP_146379504.1	WP_160600878.1
OG0000423	WP_404924094.1	WP_011206068.1
OG0000424	WP_011290043.1	WP_011206067.1
OG0000425	WP_404924093.1	WP_160600888.1
OG0000426	WP_404924092.1	WP_160600890.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000428	WP_011206054.1	WP_011283958.1
OG0000429	WP_011206036.1	WP_160601100.1
OG0000430	WP_050195474.1	WP_014579604.1
OG0000431	WP_146379524.1	WP_011290067.1
OG0000432	WP_404924108.1	WP_160601002.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_020835607.1	WP_160601000.1
OG0000435	WP_404924110.1	WP_011283987.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_404924114.1	WP_011206003.1
OG0000438	WP_404924115.1	WP_160600989.1
OG0000439	WP_044272377.1	WP_160600987.1
OG0000440	WP_160588325.1	WP_014579953.1
OG0000441	WP_404924011.1	WP_011284299.1
OG0000442	WP_160607726.1	WP_160600647.1
OG0000443	WP_044272282.1	WP_160600657.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_160600663.1
OG0000446	WP_146379467.1	WP_011205891.1
OG0000447	WP_404924071.1	WP_160600671.1
OG0000448	WP_146379469.1	WP_160600675.1
OG0000449	WP_011289981.1	WP_160600683.1
OG0000450	WP_404924074.1	WP_160600685.1
OG0000451	WP_044272294.1	WP_160600695.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_404924079.1	WP_160600701.1
OG0000455	WP_347952324.1	WP_160600804.1
OG0000456	WP_404924042.1	WP_011206487.1
OG0000457	WP_404924201.1	WP_160600731.1
OG0000458	WP_160588321.1	WP_160600955.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_348602552.1	WP_160600962.1
OG0000461	WP_404924197.1	WP_160600976.1
OG0000462	WP_011284228.1	WP_160600974.1
OG0000463	WP_404923977.1	WP_160600972.1
OG0000464	WP_011206309.1	WP_160600970.1
OG0000465	WP_160585762.1	WP_160585762.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_404923988.1	WP_160601040.1
OG0000468	WP_160585598.1	WP_160600912.1
OG0000469	WP_404924187.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_308704757.1
OG0000472	WP_404924036.1	WP_160601175.1
OG0000473	WP_020835917.1	WP_160600755.1
OG0000474	WP_041361711.1	WP_011284377.1
OG0000476	WP_404924140.1	WP_011205931.1
OG0000477	WP_135618962.1	WP_160600982.1
OG0000478	WP_011284367.1	WP_011284367.1
OG0000479	WP_404924190.1	WP_160600852.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_160600884.1
OG0000482	WP_404924117.1	WP_094521611.1
OG0000483	WP_347952210.1	WP_160601144.1
OG0000484	WP_135618485.1	WP_160600659.1
OG0000485	WP_020835615.1	WP_160600991.1
OG0000486	WP_160585249.1	WP_160601187.1
OG0000487	WP_404924186.1	WP_220200855.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_146379773.1	WP_146379773.1
OG0000491	WP_404924128.1	WP_160600848.1
OG0000492	WP_404924133.1	WP_160600840.1
OG0000493	WP_404924085.1	WP_011206114.1
OG0000494	WP_404924101.1	WP_052259108.1
OG0000495	WP_011290329.1	WP_011284272.1
OG0000496	WP_011206375.1	WP_160600773.1
OG0000498	WP_011290314.1	WP_011206340.1
OG0000499	WP_020835817.1	WP_011206333.1
OG0000500	WP_347952479.1	WP_160600898.1
OG0000501	WP_220190663.1	WP_220200859.1
OG0000503	WP_404924098.1	WP_160600872.1
OG0000504	WP_011283955.1	WP_160600892.1
OG0000505	WP_404924089.1	WP_160601106.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_160601102.1
OG0000508	WP_020835512.1	WP_160600669.1
OG0000509	WP_020835518.1	WP_187286314.1
OG0000510	WP_404924072.1	WP_160600677.1
OG0000512	WP_160585006.1	WP_160600964.1
OG0000513	WP_179695855.1	WP_011206492.1
OG0000514	WP_404924003.1	WP_160600781.1
OG0000515	WP_404924141.1	WP_258556704.1
OG0000516	WP_160607660.1	WP_160587914.1
OG0000518	WP_404924200.1	WP_160600931.1
OG0000521	WP_020835515.1	WP_160600673.1
OG0000522	WP_404924073.1	WP_160600679.1
OG0000524	WP_404923987.1	WP_160601041.1
OG0000525	WP_404912046.1	WP_160601177.1
OG0000526	WP_404924171.1	WP_258556670.1
OG0000527	WP_404924163.1	WP_258556663.1
OG0000529	WP_014579831.1	WP_011206243.1
OG0000530	WP_011284186.1	WP_160601225.1
OG0000532	WP_404924144.1	WP_258556706.1
OG0000533	WP_011206110.1	WP_011206110.1
OG0000535	WP_404924058.1	WP_160600820.1
OG0000536	WP_404924052.1	WP_160600814.1
OG0000539	WP_404924068.1	WP_160600661.1
OG0000540	WP_404923982.1	WP_160600983.1
OG0000541	WP_404923991.1	WP_371863324.1
OG0000542	WP_011289986.1	WP_160600691.1
OG0000543	WP_160585706.1	WP_160585706.1
OG0000544	WP_014579703.1	WP_014579703.1
OG0000545	WP_404924169.1	WP_258556669.1, WP_258556667.1
OG0000546	WP_404923998.1	WP_258556622.1
OG0000552	WP_404924024.1	WP_160600937.1
OG0000553	WP_404923990.1, WP_404923989.1	WP_160601038.1
OG0000554	WP_404923965.1	WP_160601203.1
OG0000556	WP_404923924.1, WP_094521569.1	WP_160601239.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_404924118.1	WP_160601087.1
OG0000559	WP_020835677.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_094521603.1	WP_011206015.1
OG0000562	WP_348572112.1	WP_160601053.1
OG0000563	WP_011290172.1	WP_014579786.1
OG0000564	WP_041361605.1	WP_094521768.1
OG0000565	WP_404924177.1	WP_160601059.1
OG0000566	WP_404924176.1	WP_258556671.1
OG0000567	WP_404924170.1	WP_308704760.1
OG0000568	WP_044272325.1	WP_011206097.1
OG0000569	WP_404924119.1	WP_160601085.1
OG0000570	WP_404924120.1	WP_160601083.1
OG0000571	WP_011205986.1	WP_044284610.1
OG0000572	WP_404924123.1	WP_160601081.1
OG0000573	WP_020835676.1	WP_160601014.1
OG0000574	WP_011284018.1	WP_160600856.1
OG0000575	WP_011290089.1	WP_011284002.1
OG0000576	WP_404924148.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_044284684.1
