Orthogroup	MHP_MHP653_protein	MFC_MF29_protein
OG0000297	WP_011206038.1	WP_002557826.1
OG0000298	WP_041361589.1	WP_002557827.1
OG0000299	WP_160615864.1	WP_002557831.1
OG0000300	WP_011206032.1	WP_002557832.1
OG0000301	WP_011290064.1	WP_002557833.1
OG0000302	WP_160615866.1	WP_002557834.1
OG0000303	WP_011206028.1	WP_002557835.1
OG0000304	WP_011206027.1	WP_160581335.1
OG0000305	WP_050195474.1	WP_002557837.1
OG0000306	WP_011206025.1	WP_160581334.1
OG0000307	WP_011290067.1	WP_002557839.1
OG0000308	WP_014579601.1	WP_002557840.1
OG0000309	WP_146379528.1	WP_160581330.1
OG0000310	WP_160615748.1	WP_160581328.1
OG0000311	WP_011206014.1	WP_002557845.1
OG0000312	WP_044284602.1	WP_160581326.1
OG0000313	WP_160615752.1	WP_318026671.1
OG0000314	WP_160584678.1	WP_002557849.1
OG0000315	WP_160615754.1	WP_002557850.1
OG0000316	WP_011283989.1	WP_160581215.1
OG0000317	WP_160615756.1	WP_002557855.1
OG0000318	WP_011206006.1	WP_002557856.1
OG0000319	WP_011206005.1	WP_002557857.1
OG0000320	WP_160615758.1	WP_160581219.1
OG0000321	WP_160615760.1	WP_160581221.1
OG0000322	WP_160590263.1	WP_160581223.1
OG0000323	WP_146379700.1	WP_002557863.1
OG0000324	WP_020835851.1	WP_002557864.1
OG0000325	WP_160615607.1	WP_160581244.1
OG0000326	WP_044272588.1	WP_002557866.1
OG0000327	WP_020835854.1	WP_160581246.1
OG0000328	WP_146379703.1	WP_002557868.1
OG0000329	WP_160615603.1	WP_002557870.1
OG0000330	WP_146379707.1	WP_002557872.1
OG0000331	WP_011284299.1	WP_160581250.1
OG0000332	WP_258555948.1	WP_160581082.1
OG0000333	WP_160615834.1	WP_160581080.1
OG0000334	WP_308507025.1	WP_160581077.1
OG0000335	WP_020835500.1	WP_160581069.1
OG0000336	WP_160585547.1	WP_160581063.1
OG0000337	WP_011289957.1	WP_160581059.1
OG0000338	WP_044272282.1	WP_160581057.1
OG0000339	WP_011205880.1	WP_160581053.1
OG0000340	WP_146379462.1	WP_002557891.1
OG0000341	WP_146379463.1	WP_002557892.1
OG0000342	WP_011205883.1	WP_160581051.1
OG0000343	WP_160589983.1	WP_160581049.1
OG0000344	WP_044284571.1	WP_002557895.1
OG0000345	WP_160589986.1	WP_160581047.1
OG0000346	WP_014579550.1	WP_002557898.1
OG0000347	WP_011205889.1	WP_002557899.1
OG0000348	WP_020835512.1	WP_002557900.1
OG0000349	WP_160615529.1	WP_002557901.1
OG0000350	WP_014579553.1	WP_002557902.1
OG0000351	WP_020835515.1	WP_002557903.1
OG0000352	WP_011289973.1	WP_002557904.1
OG0000353	WP_011289974.1	WP_160581044.1
OG0000354	WP_020835518.1	WP_220190183.1
OG0000355	WP_011289976.1	WP_160581042.1
OG0000356	WP_011289977.1	WP_160581040.1
OG0000357	WP_135618505.1	WP_160581038.1
OG0000358	WP_220191250.1	WP_160581036.1
OG0000359	WP_011289981.1	WP_002557912.1
OG0000360	WP_146379471.1	WP_160581035.1
OG0000361	WP_160615525.1	WP_002557914.1
OG0000362	WP_160615523.1	WP_160581032.1
OG0000363	WP_135618519.1	WP_002557919.1
OG0000364	WP_160607908.1	WP_160581024.1
OG0000365	WP_011283885.1	WP_160581022.1
OG0000366	WP_011283887.1	WP_160581017.1
OG0000367	WP_044284579.1	WP_002557927.1
OG0000368	WP_258555899.1	WP_002557928.1
OG0000369	WP_011205923.1	WP_002557930.1
OG0000370	WP_146379477.1	WP_160581015.1
OG0000371	WP_160615515.1	WP_160581013.1
OG0000372	WP_011283896.1	WP_002557935.1
OG0000373	WP_011206134.1	WP_002557936.1
OG0000374	WP_160590360.1	WP_160581138.1
OG0000375	WP_160615634.1	WP_160581371.1
OG0000376	WP_160615632.1	WP_002557946.1
OG0000377	WP_146379758.1	WP_002557947.1
OG0000378	WP_011206502.1	WP_002557948.1
OG0000379	WP_220191147.1	WP_160581373.1
OG0000380	WP_160590207.1	WP_160581375.1
OG0000381	WP_308507031.1	WP_160581377.1
OG0000382	WP_160600741.1	WP_002557954.1
OG0000383	WP_011206494.1	WP_160581382.1
OG0000384	WP_011290418.1	WP_002557959.1
OG0000385	WP_011206490.1	WP_002557960.1
OG0000386	WP_011290416.1	WP_002557961.1
OG0000387	WP_011206487.1	WP_160581386.1
OG0000388	WP_160615626.1	WP_160581388.1
OG0000389	WP_014580009.1	WP_002557965.1
OG0000390	WP_011206484.1	WP_160581390.1
OG0000391	WP_160615625.1	WP_002557967.1
OG0000392	WP_160615623.1	WP_160581392.1
OG0000393	WP_160615969.1	WP_160580983.1
OG0000394	WP_160585766.1	WP_002557978.1
OG0000395	WP_160615882.1	WP_002557980.1
OG0000396	WP_160615884.1	WP_160580975.1
OG0000397	WP_160615886.1	WP_002557984.1
OG0000398	WP_160590123.1	WP_002558003.1
OG0000399	WP_011206320.1	WP_002558005.1
OG0000400	WP_160615820.1	WP_160580955.1
OG0000401	WP_160615822.1	WP_002558007.1
OG0000402	WP_160615824.1	WP_160580957.1
OG0000403	WP_160615826.1	WP_160580958.1
OG0000404	WP_160615828.1	WP_160580962.1
OG0000405	WP_160615830.1	WP_002558013.1
OG0000406	WP_160585762.1	WP_002558017.1
OG0000407	WP_044272552.1	WP_160580964.1
OG0000408	WP_160608046.1	WP_160580966.1
OG0000409	WP_160615535.1	WP_160581061.1
OG0000410	WP_094521545.1	WP_039387487.1
OG0000411	WP_041361533.1	WP_039387496.1
OG0000412	WP_135618529.1	WP_039387501.1
OG0000413	WP_011205925.1	WP_039387504.1
OG0000414	WP_146379484.1	WP_160580856.1
OG0000415	WP_011283978.1	WP_160580864.1
OG0000416	WP_160590159.1	WP_258555751.1
OG0000417	WP_011206346.1	WP_160580924.1
OG0000418	WP_160615679.1	WP_220200546.1
OG0000419	WP_160607822.1	WP_160580950.1
OG0000420	WP_146379668.1	WP_160580960.1
OG0000421	WP_011206298.1	WP_160580977.1
OG0000422	WP_011206293.1	WP_039387548.1
OG0000423	WP_011206141.1	WP_039387554.1
OG0000424	WP_160615552.1	WP_039387562.1
OG0000425	WP_160585171.1	WP_160581431.1
OG0000426	WP_160615557.1	WP_160581432.1
OG0000427	WP_135618864.1	WP_160581441.1
OG0000428	WP_014579824.1	WP_039387592.1
OG0000429	WP_220191255.1	WP_160581470.1
OG0000430	WP_135618880.1	WP_308704654.1
OG0000431	WP_160615720.1	WP_160581169.1
OG0000432	WP_011205969.1	WP_039387610.1
OG0000433	WP_020835642.1	WP_039387613.1
OG0000434	WP_146379567.1	WP_160581463.1
OG0000435	WP_094521693.1	WP_160581297.1
OG0000436	WP_011206094.1	WP_039387628.1
OG0000437	WP_160615787.1	WP_039387636.1
OG0000438	WP_146379506.1	WP_160581309.1
OG0000439	WP_011206069.1	WP_039387641.1
OG0000440	WP_041361583.1	WP_220200580.1
OG0000441	WP_135618597.1	WP_160581352.1
OG0000442	WP_135618603.1	WP_039387651.1
OG0000443	WP_011206016.1	WP_039387658.1
OG0000444	WP_160615605.1	WP_039387665.1
OG0000445	WP_011290372.1	WP_039387681.1
OG0000446	WP_011206433.1	WP_039387683.1
OG0000447	WP_014579986.1	WP_160581276.1
OG0000448	WP_160615903.1	WP_160581278.1
OG0000449	WP_011284361.1	WP_039387704.1
OG0000450	WP_041361708.1	WP_039387707.1
OG0000451	WP_044272671.1	WP_039387713.1
OG0000452	WP_011205931.1	WP_039387719.1
OG0000453	WP_011284387.1	WP_160581112.1
OG0000454	WP_094521531.1	WP_039387723.1
OG0000455	WP_160590131.1	WP_039387750.1
OG0000456	WP_011284150.1	WP_160581439.1
OG0000457	WP_160590509.1	WP_160581172.1
OG0000458	WP_011205973.1	WP_039387777.1
OG0000459	WP_011290226.1	WP_039387782.1
OG0000460	WP_146379499.1	WP_039387785.1
OG0000461	WP_011206435.1	WP_039387808.1
OG0000462	WP_160615628.1	WP_160581379.1
OG0000463	WP_020835636.1	WP_258555777.1
OG0000464	WP_160615858.1	WP_051054279.1
OG0000465	WP_014579611.1	WP_051054304.1
OG0000466	WP_308507030.1	WP_081605287.1
OG0000467	WP_160615642.1	WP_160581124.1
OG0000468	WP_011205955.1	WP_081605280.1
OG0000469	WP_225973015.1	WP_308704659.1
OG0000470	WP_011206380.1	WP_160580898.1
OG0000471	WP_094521522.1	WP_155897264.1
OG0000472	WP_011206218.1	WP_169742226.1
OG0000473	WP_044272343.1	WP_308704660.1
OG0000474	WP_258555926.1	WP_220200545.1
OG0000475	WP_308507022.1	WP_220190748.1
OG0000476	WP_160615546.1	WP_220190833.1
OG0000477	WP_146379591.1	WP_236681784.1
OG0000478	WP_160607804.1	WP_308704656.1
OG0000479	WP_308507047.1	WP_220200544.1
OG0000480	WP_220191254.1	WP_231237866.1
OG0000481	WP_308507027.1	WP_308507120.1
OG0000482	WP_308507029.1	WP_002557710.1
OG0000483	WP_160615589.1	WP_160581259.1
OG0000484	WP_308507023.1	WP_231237877.1
OG0000485	WP_225973008.1	WP_231237879.1
OG0000486	WP_160615527.1	WP_258555761.1
OG0000487	WP_011290282.1	WP_255454460.1
OG0000488	WP_160615595.1	WP_308704657.1
OG0000489	WP_308507035.1	WP_334199004.1
OG0000491	WP_011283834.1	WP_160581087.1
OG0000492	WP_011289930.1	WP_308704650.1
OG0000493	WP_044272260.1	WP_002557476.1
OG0000494	WP_160615740.1	WP_160581098.1
OG0000495	WP_160615923.1	WP_160581116.1
OG0000496	WP_160615927.1	WP_160581171.1
OG0000497	WP_011205962.1	WP_002557546.1
OG0000498	WP_160588252.1	WP_160581196.1
OG0000499	WP_160615704.1	WP_160581205.1
OG0000500	WP_160615953.1	WP_160580848.1
OG0000501	WP_160585737.1	WP_160580862.1
OG0000502	WP_052269169.1	WP_160580870.1
OG0000503	WP_308507032.1	WP_002557605.1
OG0000504	WP_160615655.1	WP_160580905.1
OG0000505	WP_011290314.1	WP_002557639.1
OG0000506	WP_160615695.1	WP_002557640.1
OG0000507	WP_160615689.1	WP_160580943.1
OG0000508	WP_160615894.1	WP_002557673.1
OG0000509	WP_220191265.1	WP_160581254.1
OG0000510	WP_220191264.1	WP_160581266.1
OG0000512	WP_160615914.1	WP_160581295.1
OG0000513	WP_135618599.1	WP_160581350.1
OG0000514	WP_011290053.1	WP_160581345.1
OG0000515	WP_020835590.1	WP_002557821.1
OG0000516	WP_011206036.1	WP_160581337.1
OG0000517	WP_011289986.1	WP_160581026.1
OG0000518	WP_160615519.1	WP_160581019.1
OG0000519	WP_160615517.1	WP_002557926.1
OG0000520	WP_011289994.1	WP_160581011.1
OG0000522	WP_160615619.1	WP_160581395.1
OG0000523	WP_160615617.1	WP_160581397.1
OG0000524	WP_014579890.1	WP_160580973.1
OG0000525	WP_160615888.1	WP_002557985.1
OG0000526	WP_135618955.1	WP_002558014.1
OG0000527	WP_011206309.1	WP_002558016.1
OG0000528	WP_011205922.1	WP_039387498.1
OG0000529	WP_160615677.1	WP_220200547.1
OG0000530	WP_160607658.1	WP_160581425.1
OG0000531	WP_160615636.1	WP_160581369.1
OG0000532	WP_160615638.1	WP_220200585.1
OG0000533	WP_160585562.1	WP_201771017.1
OG0000534	WP_020835615.1	WP_039387661.1
OG0000535	WP_160615651.1	WP_160580894.1
OG0000536	WP_011290228.1	WP_258555787.1
OG0000537	WP_160615937.1	WP_160580866.1
OG0000538	WP_160615875.1	WP_160581434.1
OG0000539	WP_011283955.1	WP_002557806.1
OG0000540	WP_160615921.1	WP_308704662.1
OG0000543	WP_011206110.1	WP_160581332.1
OG0000546	WP_146379706.1	WP_258555783.1
OG0000549	WP_308507050.1	WP_160581495.1
OG0000555	WP_014579752.1	WP_160581071.1
OG0000556	WP_160615943.1	WP_160581075.1
OG0000563	WP_258555966.1	WP_160581073.1
OG0000605	WP_160615955.1	WP_160581489.1
OG0000619	WP_160615957.1	WP_002557988.1
OG0000620	WP_160615973.1	WP_160581480.1
OG0000622	WP_160615873.1	WP_258555775.1
OG0000624	WP_160615601.1	WP_160580930.1
OG0000625	WP_160615975.1	WP_002557992.1
OG0000626	WP_220191267.1	WP_160580932.1
OG0000630	WP_160585819.1	WP_160581482.1
