Orthogroup	MHP_153B_genes	MHP_11_genes
OG0000071	NB625_RS03430	B5C39_RS00455
OG0000072	NB625_RS03435	B5C39_RS00460
OG0000073	NB625_RS00980	B5C39_RS02200
OG0000074	NB625_RS00780	B5C39_RS02005
OG0000075	NB625_RS00345	B5C39_RS01170
OG0000076	NB625_RS00360	B5C39_RS01185
OG0000077	NB625_RS00445	B5C39_RS02455
OG0000079	NB625_RS02710	B5C39_RS02835
OG0000080	NB625_RS02760	B5C39_RS03700
OG0000081	NB625_RS00340	B5C39_RS01165
OG0000082	NB625_RS02540	B5C39_RS02680
OG0000083	NB625_RS02020	B5C39_RS03525
OG0000084	NB625_RS02050	B5C39_RS03550
OG0000085	NB625_RS02055	B5C39_RS03555
OG0000086	NB625_RS02160	B5C39_RS03565
OG0000087	NB625_RS02175	B5C39_RS03580
OG0000088	NB625_RS02180	B5C39_RS03585
OG0000089	NB625_RS02190	B5C39_RS03595
OG0000090	NB625_RS00070	B5C39_RS00885
OG0000091	NB625_RS00055	B5C39_RS00870
OG0000092	NB625_RS00040	B5C39_RS00855
OG0000093	NB625_RS00035	B5C39_RS00850
OG0000094	NB625_RS00030	B5C39_RS00845
OG0000095	NB625_RS00005	B5C39_RS00820
OG0000096	NB625_RS03760	B5C39_RS00815
OG0000097	NB625_RS03740	B5C39_RS00795
OG0000098	NB625_RS03730	B5C39_RS00785
OG0000099	NB625_RS03685	B5C39_RS00725
OG0000100	NB625_RS03675	B5C39_RS00710
OG0000101	NB625_RS03665	B5C39_RS00705
OG0000102	NB625_RS01710	B5C39_RS03215
OG0000103	NB625_RS02360	B5C39_RS02495
OG0000104	NB625_RS02365	B5C39_RS02500
OG0000105	NB625_RS02380	B5C39_RS02515
OG0000106	NB625_RS02390	B5C39_RS02525
OG0000107	NB625_RS02400	B5C39_RS02535
OG0000108	NB625_RS02405	B5C39_RS02540
OG0000109	NB625_RS02410	B5C39_RS02545
OG0000110	NB625_RS02530	B5C39_RS02670
OG0000111	NB625_RS02525	B5C39_RS02665
OG0000112	NB625_RS02515	B5C39_RS02655
OG0000113	NB625_RS02495	B5C39_RS02635
OG0000114	NB625_RS02485	B5C39_RS02625
OG0000115	NB625_RS02475	B5C39_RS02610
OG0000116	NB625_RS01300	B5C39_RS01600
OG0000117	NB625_RS01305	B5C39_RS01595
OG0000118	NB625_RS01340	B5C39_RS01560
OG0000119	NB625_RS01345	B5C39_RS01555
OG0000120	NB625_RS01360	B5C39_RS01540
OG0000121	NB625_RS01385	B5C39_RS01515
OG0000122	NB625_RS01390	B5C39_RS01510
OG0000123	NB625_RS01410	B5C39_RS01490
OG0000124	NB625_RS01415	B5C39_RS01485
OG0000125	NB625_RS01420	B5C39_RS01480
OG0000126	NB625_RS01430	B5C39_RS01470
OG0000127	NB625_RS01440	B5C39_RS01460
OG0000128	NB625_RS01460	B5C39_RS01445
OG0000129	NB625_RS01465	B5C39_RS01440
OG0000130	NB625_RS01475	B5C39_RS01430
OG0000131	NB625_RS01505	B5C39_RS01400
OG0000132	NB625_RS01520	B5C39_RS01385
OG0000133	NB625_RS00530	B5C39_RS02365
OG0000134	NB625_RS00535	B5C39_RS02360
OG0000135	NB625_RS00550	B5C39_RS02345
OG0000136	NB625_RS00555	B5C39_RS02340
OG0000137	NB625_RS00595	B5C39_RS02310
OG0000138	NB625_RS01065	B5C39_RS02275
OG0000139	NB625_RS01035	B5C39_RS02245
OG0000140	NB625_RS01030	B5C39_RS02240
OG0000141	NB625_RS03090	B5C39_RS00155
OG0000142	NB625_RS03085	B5C39_RS00150
OG0000143	NB625_RS03065	B5C39_RS00125
OG0000144	NB625_RS03050	B5C39_RS00115
OG0000145	NB625_RS03040	B5C39_RS00105
OG0000146	NB625_RS03030	B5C39_RS00095
OG0000147	NB625_RS03025	B5C39_RS00090
OG0000148	NB625_RS03010	B5C39_RS00075
OG0000149	NB625_RS03000	B5C39_RS00065
OG0000150	NB625_RS02985	B5C39_RS00050
OG0000151	NB625_RS02940	B5C39_RS03055
OG0000152	NB625_RS02935	B5C39_RS03050
OG0000153	NB625_RS02930	B5C39_RS03045
OG0000154	NB625_RS02920	B5C39_RS03035
OG0000155	NB625_RS02880	B5C39_RS02995
OG0000156	NB625_RS02870	B5C39_RS02985
OG0000157	NB625_RS02865	B5C39_RS02980
OG0000158	NB625_RS02855	B5C39_RS03905
OG0000159	NB625_RS02610	B5C39_RS03950
OG0000160	NB625_RS02605	B5C39_RS02735
OG0000161	NB625_RS02600	B5C39_RS02730
OG0000162	NB625_RS02590	B5C39_RS02720
OG0000163	NB625_RS02585	B5C39_RS02715
OG0000164	NB625_RS01610	B5C39_RS03120
OG0000165	NB625_RS01945	B5C39_RS03445
OG0000166	NB625_RS01960	B5C39_RS03465
OG0000167	NB625_RS01975	B5C39_RS03480
OG0000168	NB625_RS01980	B5C39_RS03485
OG0000169	NB625_RS03200	B5C39_RS00235
OG0000170	NB625_RS03215	B5C39_RS00250
OG0000171	NB625_RS03225	B5C39_RS00260
OG0000172	NB625_RS03230	B5C39_RS00265
OG0000173	NB625_RS03235	B5C39_RS00270
OG0000174	NB625_RS03240	B5C39_RS00275
OG0000175	NB625_RS03255	B5C39_RS00290
OG0000176	NB625_RS03315	B5C39_RS00340
OG0000177	NB625_RS03320	B5C39_RS00345
OG0000178	NB625_RS03330	B5C39_RS00350
OG0000179	NB625_RS03335	B5C39_RS00360
OG0000180	NB625_RS03340	B5C39_RS00365
OG0000181	NB625_RS03380	B5C39_RS00405
OG0000182	NB625_RS03390	B5C39_RS00415
OG0000183	NB625_RS03425	B5C39_RS00450
OG0000184	NB625_RS03470	B5C39_RS00495
OG0000185	NB625_RS03455	B5C39_RS00480
OG0000186	NB625_RS01530	B5C39_RS01375
OG0000187	NB625_RS01545	B5C39_RS01360
OG0000188	NB625_RS01555	B5C39_RS01350
OG0000189	NB625_RS02450	B5C39_RS02580
OG0000190	NB625_RS02445	B5C39_RS02575
OG0000191	NB625_RS02420	B5C39_RS02555
OG0000192	NB625_RS01215	B5C39_RS01685
OG0000193	NB625_RS01200	B5C39_RS01695
OG0000194	NB625_RS00995	B5C39_RS02215
OG0000195	NB625_RS00990	B5C39_RS02210
OG0000196	NB625_RS00965	B5C39_RS02190
OG0000197	NB625_RS00960	B5C39_RS02185
OG0000198	NB625_RS00945	B5C39_RS02170
OG0000199	NB625_RS00940	B5C39_RS02165
OG0000200	NB625_RS00925	B5C39_RS02150
OG0000201	NB625_RS00915	B5C39_RS02140
OG0000202	NB625_RS00860	B5C39_RS02085
OG0000203	NB625_RS00855	B5C39_RS02080
OG0000204	NB625_RS00850	B5C39_RS02075
OG0000205	NB625_RS00845	B5C39_RS02070
OG0000206	NB625_RS00825	B5C39_RS02050
OG0000207	NB625_RS00810	B5C39_RS02035
OG0000208	NB625_RS00805	B5C39_RS02030
OG0000209	NB625_RS00800	B5C39_RS02025
OG0000210	NB625_RS00755	B5C39_RS01980
OG0000211	NB625_RS00745	B5C39_RS01970
OG0000212	NB625_RS00735	B5C39_RS01960
OG0000213	NB625_RS00730	B5C39_RS01955
OG0000214	NB625_RS00725	B5C39_RS01950
OG0000215	NB625_RS00720	B5C39_RS01945
OG0000216	NB625_RS00715	B5C39_RS01940
OG0000217	NB625_RS00710	B5C39_RS01935
OG0000218	NB625_RS00700	B5C39_RS01925
OG0000219	NB625_RS00695	B5C39_RS01920
OG0000220	NB625_RS00690	B5C39_RS01915
OG0000221	NB625_RS00685	B5C39_RS01910
OG0000222	NB625_RS00680	B5C39_RS01905
OG0000223	NB625_RS00675	B5C39_RS01900
OG0000224	NB625_RS00665	B5C39_RS01890
OG0000225	NB625_RS00655	B5C39_RS01880
OG0000226	NB625_RS00650	B5C39_RS01875
OG0000227	NB625_RS00645	B5C39_RS01870
OG0000228	NB625_RS00640	B5C39_RS03945
OG0000229	NB625_RS00635	B5C39_RS01860
OG0000230	NB625_RS00630	B5C39_RS01855
OG0000231	NB625_RS00620	B5C39_RS01845
OG0000232	NB625_RS00610	B5C39_RS01835
OG0000233	NB625_RS01100	B5C39_RS01815
OG0000234	NB625_RS01135	B5C39_RS01780
OG0000235	NB625_RS01145	B5C39_RS01770
OG0000236	NB625_RS01150	B5C39_RS01765
OG0000237	NB625_RS01155	B5C39_RS01760
OG0000238	NB625_RS01160	B5C39_RS01750
OG0000239	NB625_RS03100	B5C39_RS00165
OG0000240	NB625_RS03105	B5C39_RS00170
OG0000241	NB625_RS03115	B5C39_RS00180
OG0000242	NB625_RS03120	B5C39_RS00185
OG0000243	NB625_RS03125	B5C39_RS00190
OG0000244	NB625_RS03135	B5C39_RS00200
OG0000245	NB625_RS03145	B5C39_RS00210
OG0000246	NB625_RS00145	B5C39_RS00955
OG0000247	NB625_RS00155	B5C39_RS00965
OG0000248	NB625_RS00165	B5C39_RS00975
OG0000249	NB625_RS00170	B5C39_RS00980
OG0000250	NB625_RS00185	B5C39_RS00995
OG0000251	NB625_RS00215	B5C39_RS01030
OG0000252	NB625_RS00225	B5C39_RS01040
OG0000253	NB625_RS00230	B5C39_RS01045
OG0000254	NB625_RS00240	B5C39_RS01055
OG0000255	NB625_RS00245	B5C39_RS01065
OG0000256	NB625_RS00250	B5C39_RS01070
OG0000257	NB625_RS00275	B5C39_RS01095
OG0000258	NB625_RS00285	B5C39_RS01105
OG0000259	NB625_RS00315	B5C39_RS01135
OG0000260	NB625_RS00325	B5C39_RS01145
OG0000261	NB625_RS00335	B5C39_RS01155
OG0000262	NB625_RS00350	B5C39_RS01175
OG0000263	NB625_RS00365	B5C39_RS01190
OG0000264	NB625_RS00385	B5C39_RS01205
OG0000265	NB625_RS00390	B5C39_RS01215
OG0000266	NB625_RS00405	B5C39_RS01235
OG0000267	NB625_RS00420	B5C39_RS01250
OG0000268	NB625_RS00425	B5C39_RS02480
OG0000269	NB625_RS00440	B5C39_RS02465
OG0000270	NB625_RS03640	B5C39_RS00680
OG0000271	NB625_RS03635	B5C39_RS00675
OG0000272	NB625_RS03630	B5C39_RS00670
OG0000273	NB625_RS03625	B5C39_RS00665
OG0000274	NB625_RS03610	B5C39_RS00645
OG0000275	NB625_RS03600	B5C39_RS00640
OG0000276	NB625_RS03595	B5C39_RS00635
OG0000277	NB625_RS03585	B5C39_RS00625
OG0000278	NB625_RS03580	B5C39_RS00620
OG0000279	NB625_RS03570	B5C39_RS00610
OG0000280	NB625_RS03565	B5C39_RS00605
OG0000281	NB625_RS03560	B5C39_RS00600
OG0000282	NB625_RS03535	B5C39_RS00575
OG0000283	NB625_RS03530	B5C39_RS00570
OG0000284	NB625_RS03525	B5C39_RS00565
OG0000285	NB625_RS03520	B5C39_RS00560
OG0000286	NB625_RS02570	B5C39_RS02700
OG0000287	NB625_RS02670	B5C39_RS02795
OG0000288	NB625_RS02680	B5C39_RS02805
OG0000289	NB625_RS02685	B5C39_RS02810
OG0000290	NB625_RS02800	B5C39_RS02920
OG0000291	NB625_RS02790	B5C39_RS02910
OG0000292	NB625_RS02785	B5C39_RS02905
OG0000293	NB625_RS02780	B5C39_RS02900
OG0000294	NB625_RS02770	B5C39_RS02890
OG0000295	NB625_RS02765	B5C39_RS02885
OG0000296	NB625_RS02720	B5C39_RS02845
OG0000297	NB625_RS02715	B5C39_RS02840
OG0000298	NB625_RS00180	B5C39_RS00990
OG0000299	NB625_RS00200	B5C39_RS01015
OG0000300	NB625_RS00375	B5C39_RS01200
OG0000301	NB625_RS00410	B5C39_RS01240
OG0000302	NB625_RS00415	B5C39_RS01245
OG0000303	NB625_RS00560	B5C39_RS02335
OG0000304	NB625_RS00605	B5C39_RS01830
OG0000305	NB625_RS03035	B5C39_RS00100
OG0000306	NB625_RS02960	B5C39_RS03080
OG0000307	NB625_RS02925	B5C39_RS03040
OG0000308	NB625_RS02825	B5C39_RS02940
OG0000309	NB625_RS02755	B5C39_RS02875
OG0000310	NB625_RS02675	B5C39_RS02800
OG0000311	NB625_RS02630	B5C39_RS02760
OG0000312	NB625_RS02615	B5C39_RS02745
OG0000313	NB625_RS01600	B5C39_RS03110
OG0000314	NB625_RS01955	B5C39_RS03460
OG0000315	NB625_RS01985	B5C39_RS03490
OG0000316	NB625_RS01995	B5C39_RS03500
OG0000317	NB625_RS02185	B5C39_RS03590
OG0000318	NB625_RS02000	B5C39_RS03505
OG0000319	NB625_RS02375	B5C39_RS02510
OG0000320	NB625_RS02505	B5C39_RS02645
OG0000321	NB625_RS01335	B5C39_RS01565
OG0000322	NB625_RS01380	B5C39_RS01520
OG0000323	NB625_RS01515	B5C39_RS01390
OG0000324	NB625_RS02415	B5C39_RS02550
OG0000325	NB625_RS00985	B5C39_RS02205
OG0000326	NB625_RS00885	B5C39_RS02110
OG0000327	NB625_RS00880	B5C39_RS02105
OG0000328	NB625_RS00795	B5C39_RS02020
OG0000329	NB625_RS00775	B5C39_RS02000
OG0000330	NB625_RS01110	B5C39_RS01805
OG0000331	NB625_RS03130	B5C39_RS00195
OG0000332	NB625_RS03270	B5C39_RS00300
OG0000333	NB625_RS03280	B5C39_RS00310
OG0000334	NB625_RS03385	B5C39_RS00410
OG0000335	NB625_RS03395	B5C39_RS00420
OG0000336	NB625_RS03550	B5C39_RS00590
OG0000337	NB625_RS03715	B5C39_RS00770
OG0000338	NB625_RS03755	B5C39_RS00810
OG0000339	NB625_RS02480	B5C39_RS02615
OG0000340	NB625_RS01315	B5C39_RS01585
OG0000341	NB625_RS02440	B5C39_RS02570
OG0000342	NB625_RS00955	B5C39_RS02175
OG0000343	NB625_RS03290	B5C39_RS00320
OG0000344	NB625_RS00575	B5C39_RS02320
OG0000345	NB625_RS00660	B5C39_RS01885
OG0000346	NB625_RS03555	B5C39_RS03940
OG0000347	NB625_RS01405	B5C39_RS01495
OG0000348	NB625_RS00875	B5C39_RS02100
OG0000349	NB625_RS03615	B5C39_RS00655
OG0000350	NB625_RS02915	B5C39_RS03030
OG0000351	NB625_RS00495	B5C39_RS02405
OG0000352	NB625_RS01935	B5C39_RS03440
OG0000353	NB625_RS01375	B5C39_RS01525
OG0000354	NB625_RS01050	B5C39_RS02260
OG0000355	NB625_RS01910	B5C39_RS03410
OG0000356	NB625_RS01990	B5C39_RS03495
OG0000357	NB625_RS03245	B5C39_RS00280
OG0000358	NB625_RS03250	B5C39_RS00285
OG0000359	NB625_RS00905	B5C39_RS02130
OG0000360	NB625_RS00280	B5C39_RS01100
OG0000361	NB625_RS00310	B5C39_RS01130
OG0000362	NB625_RS02695	B5C39_RS02820
OG0000363	NB625_RS01445	B5C39_RS03800
OG0000364	NB625_RS01885	B5C39_RS03710
OG0000365	NB625_RS02040	B5C39_RS03540
OG0000366	NB625_RS02060	B5C39_RS03560
OG0000367	NB625_RS02165	B5C39_RS03570
OG0000368	NB625_RS00060	B5C39_RS00875
OG0000369	NB625_RS00025	B5C39_RS00840
OG0000370	NB625_RS00020	B5C39_RS00835
OG0000371	NB625_RS00015	B5C39_RS00830
OG0000372	NB625_RS00010	B5C39_RS00825
OG0000373	NB625_RS03745	B5C39_RS00800
OG0000374	NB625_RS03735	B5C39_RS00790
OG0000375	NB625_RS02370	B5C39_RS02505
OG0000376	NB625_RS02520	B5C39_RS02660
OG0000377	NB625_RS02510	B5C39_RS02650
OG0000378	NB625_RS01295	B5C39_RS01605
OG0000379	NB625_RS01370	B5C39_RS01530
OG0000380	NB625_RS01400	B5C39_RS01505
OG0000381	NB625_RS01435	B5C39_RS01465
OG0000382	NB625_RS01470	B5C39_RS01435
OG0000383	NB625_RS01510	B5C39_RS01395
OG0000384	NB625_RS00515	B5C39_RS02380
OG0000385	NB625_RS00520	B5C39_RS02375
OG0000386	NB625_RS00540	B5C39_RS02355
OG0000387	NB625_RS00565	B5C39_RS02330
OG0000388	NB625_RS00570	B5C39_RS02325
OG0000389	NB625_RS01070	B5C39_RS02280
OG0000390	NB625_RS03055	B5C39_RS00120
OG0000391	NB625_RS03045	B5C39_RS00110
OG0000392	NB625_RS03020	B5C39_RS00085
OG0000393	NB625_RS02965	B5C39_RS00030
OG0000394	NB625_RS02895	B5C39_RS03005
OG0000395	NB625_RS02885	B5C39_RS03000
OG0000396	NB625_RS02575	B5C39_RS02705
OG0000397	NB625_RS01920	B5C39_RS03425
OG0000398	NB625_RS01925	B5C39_RS03430
OG0000399	NB625_RS01970	B5C39_RS03475
OG0000400	NB625_RS03210	B5C39_RS00245
OG0000401	NB625_RS03275	B5C39_RS00305
OG0000402	NB625_RS03285	B5C39_RS00315
OG0000403	NB625_RS03295	B5C39_RS00325
OG0000405	NB625_RS03350	B5C39_RS00370
OG0000406	NB625_RS03400	B5C39_RS00425
OG0000407	NB625_RS03405	B5C39_RS00430
OG0000408	NB625_RS03410	B5C39_RS00435
OG0000409	NB625_RS03415	B5C39_RS00440
OG0000410	NB625_RS03480	B5C39_RS00500
OG0000411	NB625_RS03465	B5C39_RS00490
OG0000412	NB625_RS03460	B5C39_RS00485
OG0000413	NB625_RS01525	B5C39_RS01380
OG0000414	NB625_RS01535	B5C39_RS01370
OG0000415	NB625_RS01540	B5C39_RS01365
OG0000416	NB625_RS01550	B5C39_RS01355
OG0000417	NB625_RS02435	B5C39_RS02565
OG0000418	NB625_RS02425	B5C39_RS02560
OG0000419	NB625_RS00970	B5C39_RS02195
OG0000420	NB625_RS00935	B5C39_RS02160
OG0000421	NB625_RS00900	B5C39_RS02125
OG0000422	NB625_RS00895	B5C39_RS02115
OG0000423	NB625_RS00835	B5C39_RS02060
OG0000424	NB625_RS00830	B5C39_RS02055
OG0000425	NB625_RS00820	B5C39_RS02045
OG0000426	NB625_RS00815	B5C39_RS02040
OG0000427	NB625_RS00790	B5C39_RS02015
OG0000428	NB625_RS00765	B5C39_RS01990
OG0000429	NB625_RS00670	B5C39_RS01895
OG0000430	NB625_RS00625	B5C39_RS01850
OG0000431	NB625_RS00615	B5C39_RS01840
OG0000432	NB625_RS01105	B5C39_RS01810
OG0000433	NB625_RS01120	B5C39_RS01795
OG0000434	NB625_RS01130	B5C39_RS01790
OG0000435	NB625_RS01140	B5C39_RS01775
OG0000436	NB625_RS01165	B5C39_RS01745
OG0000437	NB625_RS01175	B5C39_RS01735
OG0000438	NB625_RS01180	B5C39_RS01730
OG0000439	NB625_RS01185	B5C39_RS01725
OG0000440	NB625_RS03110	B5C39_RS00175
OG0000441	NB625_RS03150	B5C39_RS00215
OG0000442	NB625_RS00150	B5C39_RS00960
OG0000443	NB625_RS00195	B5C39_RS01010
OG0000444	NB625_RS00210	B5C39_RS01025
OG0000445	NB625_RS00235	B5C39_RS01050
OG0000446	NB625_RS00260	B5C39_RS01080
OG0000447	NB625_RS00265	B5C39_RS01085
OG0000448	NB625_RS00295	B5C39_RS01115
OG0000449	NB625_RS00320	B5C39_RS01140
OG0000450	NB625_RS00330	B5C39_RS01150
OG0000451	NB625_RS00370	B5C39_RS01195
OG0000452	NB625_RS00395	B5C39_RS01225
OG0000453	NB625_RS00430	B5C39_RS02475
OG0000455	NB625_RS03660	B5C39_RS00700
OG0000456	NB625_RS03540	B5C39_RS00580
OG0000457	NB625_RS03510	B5C39_RS00555
OG0000458	NB625_RS02665	B5C39_RS02790
OG0000459	NB625_RS02690	B5C39_RS02815
OG0000460	NB625_RS02700	B5C39_RS02825
OG0000461	NB625_RS02745	B5C39_RS02870
OG0000462	NB625_RS02740	B5C39_RS02865
OG0000463	NB625_RS02735	B5C39_RS02860
OG0000464	NB625_RS02730	B5C39_RS02855
OG0000465	NB625_RS02725	B5C39_RS02850
OG0000466	NB625_RS00400	B5C39_RS01230
OG0000467	NB625_RS02835	B5C39_RS02950
OG0000468	NB625_RS01965	B5C39_RS03470
OG0000469	NB625_RS02025	B5C39_RS03530
OG0000470	NB625_RS00840	B5C39_RS03690
OG0000471	NB625_RS00760	B5C39_RS01985
OG0000472	NB625_RS03485	B5C39_RS00510
OG0000473	NB625_RS03645	B5C39_RS00685
OG0000474	NB625_RS03650	B5C39_RS00690
OG0000475	NB625_RS03655	B5C39_RS00695
OG0000476	NB625_RS01565	B5C39_RS01345
OG0000477	NB625_RS02775	B5C39_RS02895
OG0000478	NB625_RS03590	B5C39_RS00630
OG0000479	NB625_RS01330	B5C39_RS01570
OG0000480	NB625_RS02030	B5C39_RS03725
OG0000481	NB625_RS00865	B5C39_RS02090
OG0000482	NB625_RS01205	B5C39_RS01690
OG0000483	NB625_RS02170	B5C39_RS03575
OG0000484	NB625_RS00205	B5C39_RS01020
OG0000485	NB625_RS01170	B5C39_RS01740
OG0000486	NB625_RS02455	B5C39_RS02585
OG0000487	NB625_RS02005	B5C39_RS03510
OG0000488	NB625_RS02045	B5C39_RS03545
OG0000489	NB625_RS00050	B5C39_RS00865
OG0000490	NB625_RS03750	B5C39_RS00805
OG0000491	NB625_RS01350	B5C39_RS01550
OG0000492	NB625_RS01425	B5C39_RS01475
OG0000493	NB625_RS00580	B5C39_RS02315
OG0000494	NB625_RS01045	B5C39_RS02255
OG0000495	NB625_RS02990	B5C39_RS00055
OG0000496	NB625_RS02980	B5C39_RS00045
OG0000498	NB625_RS02900	B5C39_RS03010
OG0000499	NB625_RS02860	B5C39_RS02975
OG0000500	NB625_RS01930	B5C39_RS03435
OG0000501	NB625_RS03220	B5C39_RS00255
OG0000503	NB625_RS00920	B5C39_RS02145
OG0000504	NB625_RS00785	B5C39_RS02010
OG0000505	NB625_RS00750	B5C39_RS01975
OG0000506	NB625_RS00740	B5C39_RS01965
OG0000507	NB625_RS00705	B5C39_RS01930
OG0000508	NB625_RS00255	B5C39_RS01075
OG0000509	NB625_RS00290	B5C39_RS01110
OG0000510	NB625_RS00300	B5C39_RS01120
OG0000511	NB625_RS00435	B5C39_RS02470
OG0000512	NB625_RS02705	B5C39_RS02830
OG0000513	NB625_RS03575	B5C39_RS00615
OG0000514	NB625_RS03015	B5C39_RS00080
OG0000515	NB625_RS01570	B5C39_RS01335
OG0000516	NB625_RS02015	B5C39_RS03515
OG0000517	NB625_RS00065	B5C39_RS00880
OG0000518	NB625_RS03260	B5C39_RS00295
OG0000520	NB625_RS00770	B5C39_RS01995
OG0000521	NB625_RS00270	B5C39_RS01090
OG0000522	NB625_RS00305	B5C39_RS01125
OG0000524	NB625_RS02830	B5C39_RS02945
OG0000525	NB625_RS03490	B5C39_RS00515
OG0000526	NB625_RS01825	B5C39_RS03895
OG0000527	NB625_RS01765	B5C39_RS03280
OG0000529	NB625_RS02385	B5C39_RS02520
OG0000530	NB625_RS02490	B5C39_RS02630
OG0000532	NB625_RS01625	B5C39_RS03145
OG0000533	NB625_RS01090	B5C39_RS02295
OG0000535	NB625_RS00045	B5C39_RS00860
OG0000536	NB625_RS03690	B5C39_RS00730
OG0000539	NB625_RS00220	B5C39_RS01035
OG0000540	NB625_RS02795	B5C39_RS02915
OG0000541	NB625_RS02875	B5C39_RS02990
OG0000542	NB625_RS00355	B5C39_RS01180
OG0000543	NB625_RS02070	B5C39_RS00015
OG0000544	NB625_RS01250	B5C39_RS01645
OG0000545	NB625_RS01815	B5C39_RS03330
OG0000546	NB625_RS02945	B5C39_RS03060
OG0000551	NB625_RS03140	B5C39_RS00205
OG0000552	NB625_RS03305	B5C39_RS00330
OG0000553	NB625_RS02850, NB625_RS02845	B5C39_RS02960
OG0000554	NB625_RS02535	B5C39_RS02675
OG0000555	NB625_RS03075	B5C39_RS03755
OG0000556	NB625_RS02115	B5C39_RS01280
OG0000557	NB625_RS01265	B5C39_RS01635
OG0000558	NB625_RS01230	B5C39_RS01665
