Orthogroup	MHP_153B_genes	MHP_133A_genes
OG0000023	NB625_RS01320	NB626_RS01435, NB626_RS00490
OG0000024	NB625_RS02905	NB626_RS02925
OG0000024	NB625_RS01275	NB626_RS01390
OG0000025	NB625_RS01670	NB626_RS01780
OG0000025	NB625_RS01715	NB626_RS01825
OG0000026	NB625_RS01365	NB626_RS01480
OG0000026	NB625_RS01695	NB626_RS01805
OG0000027	NB625_RS03505	NB626_RS03540
OG0000028	NB625_RS02565	NB626_RS02595
OG0000029	NB625_RS00600	NB626_RS01205
OG0000029	NB625_RS01080	NB626_RS00710
OG0000030	NB625_RS03495	NB626_RS03530
OG0000031	NB625_RS02145	NB626_RS00435
OG0000031	NB625_RS01605	NB626_RS01710
OG0000032	NB625_RS01585	NB626_RS01690
OG0000033	NB625_RS02560	NB626_RS02590
OG0000033	NB625_RS02555	NB626_RS02580
OG0000035	NB625_RS03365	NB626_RS03395
OG0000036	NB625_RS00110	NB626_RS00115
OG0000036	NB625_RS00130	NB626_RS00130
OG0000039	NB625_RS01615	NB626_RS01720
OG0000040	NB625_RS03440	NB626_RS03470
OG0000041	NB625_RS01015	NB626_RS00770
OG0000041	NB625_RS01195	NB626_RS01305
OG0000042	NB625_RS03095	NB626_RS03120
OG0000043	NB625_RS01915	NB626_RS02045
OG0000044	NB625_RS01680	NB626_RS01790
OG0000044	NB625_RS01790	NB626_RS01915
OG0000045	NB625_RS01620	NB626_RS01725
OG0000046	NB625_RS03445	NB626_RS03480
OG0000046	NB625_RS03450	NB626_RS03475
OG0000048	NB625_RS02195	NB626_RS02235
OG0000049	NB625_RS03205	NB626_RS03235
OG0000050	NB625_RS02595	NB626_RS02625
OG0000051	NB625_RS02810	NB626_RS02835
OG0000052	NB625_RS00075	NB626_RS00075
OG0000053	NB625_RS01450	NB626_RS01570
OG0000054	NB625_RS02620	NB626_RS02650
OG0000055	NB625_RS00135	NB626_RS00135
OG0000056	NB625_RS03680	NB626_RS03740
OG0000057	NB625_RS03080	NB626_RS03105
OG0000058	NB625_RS02155	NB626_RS00425
OG0000058	NB625_RS02150	NB626_RS00430
OG0000059	NB625_RS02135	NB626_RS00440
OG0000059	NB625_RS02125	NB626_RS00455
OG0000060	NB625_RS00080	NB626_RS00080
OG0000061	NB625_RS01860	NB626_RS01985
OG0000062	NB625_RS03725	NB626_RS03790
OG0000063	NB625_RS03720	NB626_RS03785
OG0000064	NB625_RS03710	NB626_RS03775
OG0000065	NB625_RS02395	NB626_RS02405
OG0000066	NB625_RS01355	NB626_RS01470
OG0000068	NB625_RS01040	NB626_RS00745
OG0000069	NB625_RS02975	NB626_RS03000
OG0000070	NB625_RS02625	NB626_RS02655
OG0000071	NB625_RS03430	NB626_RS03460
OG0000072	NB625_RS03435	NB626_RS03465
OG0000073	NB625_RS00980	NB626_RS00810
OG0000074	NB625_RS00780	NB626_RS01020
OG0000075	NB625_RS00345	NB626_RS00340
OG0000076	NB625_RS00360	NB626_RS00360
OG0000077	NB625_RS00445	NB626_RS00540
OG0000078	NB625_RS01685	NB626_RS01795
OG0000079	NB625_RS02710	NB626_RS02740
OG0000080	NB625_RS02760	NB626_RS02790
OG0000081	NB625_RS00340	NB626_RS00335
OG0000083	NB625_RS02020	NB626_RS02155
OG0000084	NB625_RS02050	NB626_RS02185
OG0000085	NB625_RS02055	NB626_RS02190
OG0000086	NB625_RS02160	NB626_RS02200
OG0000087	NB625_RS02175	NB626_RS02215
OG0000088	NB625_RS02180	NB626_RS02220
OG0000089	NB625_RS02190	NB626_RS02230
OG0000090	NB625_RS00070	NB626_RS00070
OG0000091	NB625_RS00055	NB626_RS00055
OG0000092	NB625_RS00040	NB626_RS00045
OG0000093	NB625_RS00035	NB626_RS00035
OG0000094	NB625_RS00030	NB626_RS00030
OG0000095	NB625_RS00005	NB626_RS00005
OG0000096	NB625_RS03760	NB626_RS03825
OG0000097	NB625_RS03740	NB626_RS03805
OG0000098	NB625_RS03730	NB626_RS03795
OG0000099	NB625_RS03685	NB626_RS03745
OG0000100	NB625_RS03675	NB626_RS03730
OG0000101	NB625_RS03665	NB626_RS03725
OG0000102	NB625_RS01710	NB626_RS01820
OG0000103	NB625_RS02360	NB626_RS02370
OG0000104	NB625_RS02365	NB626_RS02375
OG0000105	NB625_RS02380	NB626_RS02395
OG0000106	NB625_RS02390	NB626_RS02400
OG0000107	NB625_RS02400	NB626_RS02410
OG0000108	NB625_RS02405	NB626_RS02415
OG0000109	NB625_RS02410	NB626_RS02420
OG0000110	NB625_RS02530	NB626_RS02550
OG0000111	NB625_RS02525	NB626_RS02545
OG0000112	NB625_RS02515	NB626_RS02535
OG0000113	NB625_RS02495	NB626_RS02510
OG0000114	NB625_RS02485	NB626_RS02500
OG0000115	NB625_RS02475	NB626_RS02490
OG0000116	NB625_RS01300	NB626_RS01415
OG0000117	NB625_RS01305	NB626_RS01420
OG0000118	NB625_RS01340	NB626_RS01455
OG0000119	NB625_RS01345	NB626_RS01460
OG0000120	NB625_RS01360	NB626_RS01475
OG0000121	NB625_RS01385	NB626_RS01505
OG0000122	NB625_RS01390	NB626_RS01510
OG0000123	NB625_RS01410	NB626_RS01530
OG0000124	NB625_RS01415	NB626_RS01535
OG0000125	NB625_RS01420	NB626_RS01540
OG0000126	NB625_RS01430	NB626_RS01550
OG0000127	NB625_RS01440	NB626_RS01560
OG0000128	NB625_RS01460	NB626_RS01575
OG0000129	NB625_RS01465	NB626_RS01580
OG0000130	NB625_RS01475	NB626_RS01590
OG0000131	NB625_RS01505	NB626_RS01620
OG0000132	NB625_RS01520	NB626_RS01635
OG0000133	NB625_RS00530	NB626_RS00630
OG0000134	NB625_RS00535	NB626_RS00635
OG0000135	NB625_RS00550	NB626_RS00650
OG0000136	NB625_RS00555	NB626_RS00655
OG0000137	NB625_RS00595	NB626_RS00685
OG0000138	NB625_RS01065	NB626_RS00720
OG0000139	NB625_RS01035	NB626_RS00750
OG0000140	NB625_RS01030	NB626_RS00755
OG0000141	NB625_RS03090	NB626_RS03115
OG0000142	NB625_RS03085	NB626_RS03110
OG0000143	NB625_RS03065	NB626_RS03095
OG0000144	NB625_RS03050	NB626_RS03080
OG0000145	NB625_RS03040	NB626_RS03070
OG0000146	NB625_RS03030	NB626_RS03060
OG0000147	NB625_RS03025	NB626_RS03055
OG0000148	NB625_RS03010	NB626_RS03040
OG0000149	NB625_RS03000	NB626_RS03030
OG0000150	NB625_RS02985	NB626_RS03025
OG0000151	NB625_RS02940	NB626_RS02965
OG0000152	NB625_RS02935	NB626_RS02960
OG0000153	NB625_RS02930	NB626_RS02955
OG0000154	NB625_RS02920	NB626_RS02945
OG0000155	NB625_RS02880	NB626_RS02905
OG0000156	NB625_RS02870	NB626_RS02895
OG0000157	NB625_RS02865	NB626_RS02890
OG0000158	NB625_RS02855	NB626_RS02880
OG0000159	NB625_RS02610	NB626_RS02640
OG0000160	NB625_RS02605	NB626_RS02635
OG0000161	NB625_RS02600	NB626_RS02630
OG0000162	NB625_RS02590	NB626_RS02620
OG0000163	NB625_RS02585	NB626_RS02615
OG0000164	NB625_RS01610	NB626_RS01715
OG0000165	NB625_RS01945	NB626_RS02075
OG0000166	NB625_RS01960	NB626_RS02090
OG0000167	NB625_RS01975	NB626_RS02105
OG0000168	NB625_RS01980	NB626_RS02110
OG0000169	NB625_RS03200	NB626_RS03230
OG0000170	NB625_RS03215	NB626_RS03245
OG0000171	NB625_RS03225	NB626_RS03255
OG0000172	NB625_RS03230	NB626_RS03260
OG0000173	NB625_RS03235	NB626_RS03265
OG0000174	NB625_RS03240	NB626_RS03270
OG0000175	NB625_RS03255	NB626_RS03290
OG0000176	NB625_RS03315	NB626_RS03345
OG0000177	NB625_RS03320	NB626_RS03350
OG0000178	NB625_RS03330	NB626_RS03355
OG0000179	NB625_RS03335	NB626_RS03365
OG0000180	NB625_RS03340	NB626_RS03370
OG0000181	NB625_RS03380	NB626_RS03410
OG0000182	NB625_RS03390	NB626_RS03420
OG0000183	NB625_RS03425	NB626_RS03455
OG0000184	NB625_RS03470	NB626_RS03500
OG0000185	NB625_RS03455	NB626_RS03485
OG0000186	NB625_RS01530	NB626_RS01645
OG0000187	NB625_RS01545	NB626_RS01660
OG0000188	NB625_RS01555	NB626_RS01670
OG0000189	NB625_RS02450	NB626_RS02460
OG0000190	NB625_RS02445	NB626_RS02455
OG0000191	NB625_RS02420	NB626_RS02430
OG0000192	NB625_RS01215	NB626_RS01335
OG0000193	NB625_RS01200	NB626_RS01320
OG0000194	NB625_RS00995	NB626_RS00790
OG0000195	NB625_RS00990	NB626_RS00795
OG0000196	NB625_RS00965	NB626_RS00820
OG0000197	NB625_RS00960	NB626_RS00830
OG0000198	NB625_RS00945	NB626_RS00840
OG0000199	NB625_RS00940	NB626_RS00845
OG0000200	NB625_RS00925	NB626_RS00860
OG0000201	NB625_RS00915	NB626_RS00870
OG0000202	NB625_RS00860	NB626_RS00940
OG0000203	NB625_RS00855	NB626_RS00945
OG0000204	NB625_RS00850	NB626_RS00950
OG0000205	NB625_RS00845	NB626_RS00955
OG0000206	NB625_RS00825	NB626_RS00975
OG0000207	NB625_RS00810	NB626_RS00990
OG0000208	NB625_RS00805	NB626_RS00995
OG0000209	NB625_RS00800	NB626_RS01000
OG0000210	NB625_RS00755	NB626_RS01050
OG0000211	NB625_RS00745	NB626_RS01065
OG0000212	NB625_RS00735	NB626_RS01070
OG0000213	NB625_RS00730	NB626_RS01075
OG0000214	NB625_RS00725	NB626_RS01080
OG0000215	NB625_RS00720	NB626_RS01085
OG0000216	NB625_RS00715	NB626_RS01090
OG0000217	NB625_RS00710	NB626_RS01095
OG0000218	NB625_RS00700	NB626_RS01105
OG0000219	NB625_RS00695	NB626_RS01110
OG0000220	NB625_RS00690	NB626_RS01115
OG0000221	NB625_RS00685	NB626_RS01120
OG0000222	NB625_RS00680	NB626_RS01125
OG0000223	NB625_RS00675	NB626_RS01130
OG0000224	NB625_RS00665	NB626_RS01140
OG0000225	NB625_RS00655	NB626_RS01150
OG0000226	NB625_RS00650	NB626_RS01155
OG0000227	NB625_RS00645	NB626_RS01160
OG0000228	NB625_RS00640	NB626_RS01165
OG0000229	NB625_RS00635	NB626_RS01170
OG0000230	NB625_RS00630	NB626_RS01180
OG0000231	NB625_RS00620	NB626_RS01185
OG0000232	NB625_RS00610	NB626_RS01195
OG0000233	NB625_RS01100	NB626_RS01215
OG0000234	NB625_RS01135	NB626_RS01250
OG0000235	NB625_RS01145	NB626_RS01260
OG0000236	NB625_RS01150	NB626_RS01265
OG0000237	NB625_RS01155	NB626_RS01270
OG0000238	NB625_RS01160	NB626_RS01275
OG0000239	NB625_RS03100	NB626_RS03125
OG0000240	NB625_RS03105	NB626_RS03130
OG0000241	NB625_RS03115	NB626_RS03140
OG0000242	NB625_RS03120	NB626_RS03145
OG0000243	NB625_RS03125	NB626_RS03150
OG0000244	NB625_RS03135	NB626_RS03160
OG0000245	NB625_RS03145	NB626_RS03170
OG0000246	NB625_RS00145	NB626_RS00140
OG0000247	NB625_RS00155	NB626_RS00150
OG0000248	NB625_RS00165	NB626_RS00160
OG0000249	NB625_RS00170	NB626_RS00165
OG0000250	NB625_RS00185	NB626_RS00180
OG0000251	NB625_RS00215	NB626_RS00215
OG0000252	NB625_RS00225	NB626_RS00220
OG0000253	NB625_RS00230	NB626_RS00225
OG0000254	NB625_RS00240	NB626_RS00235
OG0000255	NB625_RS00245	NB626_RS00240
OG0000256	NB625_RS00250	NB626_RS00250
OG0000257	NB625_RS00275	NB626_RS00270
OG0000258	NB625_RS00285	NB626_RS00280
OG0000259	NB625_RS00315	NB626_RS00310
OG0000260	NB625_RS00325	NB626_RS00320
OG0000261	NB625_RS00335	NB626_RS00330
OG0000262	NB625_RS00350	NB626_RS00350
OG0000263	NB625_RS00365	NB626_RS00365
OG0000264	NB625_RS00385	NB626_RS00380
OG0000265	NB625_RS00390	NB626_RS00390
OG0000266	NB625_RS00405	NB626_RS00405
OG0000267	NB625_RS00420	NB626_RS00420
OG0000268	NB625_RS00425	NB626_RS00520
OG0000269	NB625_RS00440	NB626_RS00535
OG0000270	NB625_RS03640	NB626_RS03700
OG0000271	NB625_RS03635	NB626_RS03695
OG0000272	NB625_RS03630	NB626_RS03690
OG0000273	NB625_RS03625	NB626_RS03685
OG0000274	NB625_RS03610	NB626_RS03670
OG0000275	NB625_RS03600	NB626_RS03660
OG0000276	NB625_RS03595	NB626_RS03655
OG0000277	NB625_RS03585	NB626_RS03645
OG0000278	NB625_RS03580	NB626_RS03640
OG0000279	NB625_RS03570	NB626_RS03630
OG0000280	NB625_RS03565	NB626_RS03620
OG0000281	NB625_RS03560	NB626_RS03615
OG0000282	NB625_RS03535	NB626_RS03590
OG0000283	NB625_RS03530	NB626_RS03585
OG0000284	NB625_RS03525	NB626_RS03580
OG0000285	NB625_RS03520	NB626_RS03575
OG0000286	NB625_RS02570	NB626_RS02600
OG0000287	NB625_RS02670	NB626_RS02700
OG0000288	NB625_RS02680	NB626_RS02710
OG0000289	NB625_RS02685	NB626_RS02715
OG0000290	NB625_RS02800	NB626_RS02830
OG0000291	NB625_RS02790	NB626_RS02820
OG0000292	NB625_RS02785	NB626_RS02815
OG0000293	NB625_RS02780	NB626_RS02810
OG0000294	NB625_RS02770	NB626_RS02800
OG0000295	NB625_RS02765	NB626_RS02795
OG0000296	NB625_RS02720	NB626_RS02750
OG0000297	NB625_RS02715	NB626_RS02745
OG0000298	NB625_RS00180	NB626_RS00175
OG0000299	NB625_RS00200	NB626_RS00195
OG0000300	NB625_RS00375	NB626_RS00375
OG0000301	NB625_RS00410	NB626_RS00410
OG0000302	NB625_RS00415	NB626_RS00415
OG0000303	NB625_RS00560	NB626_RS00660
OG0000304	NB625_RS00605	NB626_RS01200
OG0000305	NB625_RS03035	NB626_RS03065
OG0000306	NB625_RS02960	NB626_RS02990
OG0000307	NB625_RS02925	NB626_RS02950
OG0000308	NB625_RS02825	NB626_RS02850
OG0000309	NB625_RS02755	NB626_RS02785
OG0000310	NB625_RS02675	NB626_RS02705
OG0000311	NB625_RS02630	NB626_RS02660
OG0000312	NB625_RS02615	NB626_RS02645
OG0000313	NB625_RS01600	NB626_RS01705
OG0000314	NB625_RS01955	NB626_RS02085
OG0000315	NB625_RS01985	NB626_RS02115
OG0000316	NB625_RS01995	NB626_RS02125
OG0000317	NB625_RS02185	NB626_RS02225
OG0000318	NB625_RS02000	NB626_RS02130
OG0000319	NB625_RS02375	NB626_RS02385
OG0000320	NB625_RS02505	NB626_RS02525
OG0000321	NB625_RS01335	NB626_RS01450
OG0000322	NB625_RS01380	NB626_RS01500
OG0000323	NB625_RS01515	NB626_RS01630
OG0000324	NB625_RS02415	NB626_RS02425
OG0000325	NB625_RS00985	NB626_RS00805
OG0000326	NB625_RS00885	NB626_RS00910
OG0000327	NB625_RS00880	NB626_RS00915
OG0000328	NB625_RS00795	NB626_RS01005
OG0000329	NB625_RS00775	NB626_RS01035
OG0000330	NB625_RS01110	NB626_RS01225
OG0000331	NB625_RS03130	NB626_RS03155
OG0000332	NB625_RS03270	NB626_RS03300
OG0000333	NB625_RS03280	NB626_RS03310
OG0000334	NB625_RS03385	NB626_RS03415
OG0000335	NB625_RS03395	NB626_RS03425
OG0000336	NB625_RS03550	NB626_RS03605
OG0000337	NB625_RS03715	NB626_RS03780
OG0000338	NB625_RS03755	NB626_RS03820
OG0000339	NB625_RS02480	NB626_RS02495
OG0000340	NB625_RS01315	NB626_RS01430
OG0000341	NB625_RS02440	NB626_RS02450
OG0000342	NB625_RS00955	NB626_RS00835
OG0000343	NB625_RS03290	NB626_RS03320
OG0000344	NB625_RS00575	NB626_RS00675
OG0000345	NB625_RS00660	NB626_RS01145
OG0000346	NB625_RS03555	NB626_RS03610
OG0000347	NB625_RS01405	NB626_RS01525
OG0000348	NB625_RS00875	NB626_RS00920
OG0000349	NB625_RS03615	NB626_RS03675
OG0000350	NB625_RS02915	NB626_RS02940
OG0000351	NB625_RS00495	NB626_RS00590
OG0000352	NB625_RS01935	NB626_RS02065
OG0000353	NB625_RS01375	NB626_RS01490
OG0000354	NB625_RS01050	NB626_RS00735
OG0000355	NB625_RS01910	NB626_RS02040
OG0000356	NB625_RS01990	NB626_RS02120
OG0000357	NB625_RS03245	NB626_RS03275
OG0000358	NB625_RS03250	NB626_RS03280
OG0000359	NB625_RS00905	NB626_RS00880
OG0000360	NB625_RS00280	NB626_RS00275
OG0000361	NB625_RS00310	NB626_RS00305
OG0000362	NB625_RS02695	NB626_RS02725
OG0000363	NB625_RS01445	NB626_RS01565
OG0000364	NB625_RS01885	NB626_RS02015
OG0000365	NB625_RS02040	NB626_RS02175
OG0000366	NB625_RS02060	NB626_RS02195
OG0000367	NB625_RS02165	NB626_RS02205
OG0000368	NB625_RS00060	NB626_RS00060
OG0000369	NB625_RS00025	NB626_RS00025
OG0000370	NB625_RS00020	NB626_RS00020
OG0000371	NB625_RS00015	NB626_RS00015
OG0000372	NB625_RS00010	NB626_RS00010
OG0000373	NB625_RS03745	NB626_RS03810
OG0000374	NB625_RS03735	NB626_RS03800
OG0000375	NB625_RS02370	NB626_RS02380
OG0000376	NB625_RS02520	NB626_RS02540
OG0000377	NB625_RS02510	NB626_RS02530
OG0000379	NB625_RS01370	NB626_RS01485
OG0000380	NB625_RS01400	NB626_RS01520
OG0000381	NB625_RS01435	NB626_RS01555
OG0000382	NB625_RS01470	NB626_RS01585
OG0000383	NB625_RS01510	NB626_RS01625
OG0000384	NB625_RS00515	NB626_RS00615
OG0000385	NB625_RS00520	NB626_RS00625
OG0000386	NB625_RS00540	NB626_RS00640
OG0000387	NB625_RS00565	NB626_RS00665
OG0000388	NB625_RS00570	NB626_RS00670
OG0000389	NB625_RS01070	NB626_RS00715
OG0000390	NB625_RS03055	NB626_RS03085
OG0000391	NB625_RS03045	NB626_RS03075
OG0000392	NB625_RS03020	NB626_RS03050
OG0000393	NB625_RS02965	NB626_RS02995
OG0000394	NB625_RS02895	NB626_RS02915
OG0000395	NB625_RS02885	NB626_RS02910
OG0000396	NB625_RS02575	NB626_RS02605
OG0000397	NB625_RS01920	NB626_RS02050
OG0000398	NB625_RS01925	NB626_RS02060
OG0000399	NB625_RS01970	NB626_RS02100
OG0000400	NB625_RS03210	NB626_RS03240
OG0000401	NB625_RS03275	NB626_RS03305
OG0000402	NB625_RS03285	NB626_RS03315
OG0000403	NB625_RS03295	NB626_RS03325
OG0000405	NB625_RS03350	NB626_RS03375
OG0000406	NB625_RS03400	NB626_RS03430
OG0000407	NB625_RS03405	NB626_RS03435
OG0000408	NB625_RS03410	NB626_RS03440
OG0000409	NB625_RS03415	NB626_RS03445
OG0000410	NB625_RS03480	NB626_RS03510
OG0000411	NB625_RS03465	NB626_RS03495
OG0000412	NB625_RS03460	NB626_RS03490
OG0000413	NB625_RS01525	NB626_RS01640
OG0000414	NB625_RS01535	NB626_RS01650
OG0000415	NB625_RS01540	NB626_RS01655
OG0000416	NB625_RS01550	NB626_RS01665
OG0000417	NB625_RS02435	NB626_RS02445
OG0000418	NB625_RS02425	NB626_RS02435
OG0000419	NB625_RS00970	NB626_RS00815
OG0000420	NB625_RS00935	NB626_RS00850
OG0000421	NB625_RS00900	NB626_RS00895
OG0000422	NB625_RS00895	NB626_RS00905
OG0000423	NB625_RS00835	NB626_RS00965
OG0000424	NB625_RS00830	NB626_RS00970
OG0000425	NB625_RS00820	NB626_RS00980
OG0000426	NB625_RS00815	NB626_RS00985
OG0000427	NB625_RS00790	NB626_RS01010
OG0000428	NB625_RS00765	NB626_RS01040
OG0000429	NB625_RS00670	NB626_RS01135
OG0000431	NB625_RS00615	NB626_RS01190
OG0000432	NB625_RS01105	NB626_RS01220
OG0000433	NB625_RS01120	NB626_RS01235
OG0000434	NB625_RS01130	NB626_RS01245
OG0000435	NB625_RS01140	NB626_RS01255
OG0000436	NB625_RS01165	NB626_RS01280
OG0000437	NB625_RS01175	NB626_RS01290
OG0000438	NB625_RS01180	NB626_RS01295
OG0000439	NB625_RS01185	NB626_RS01300
OG0000440	NB625_RS03110	NB626_RS03135
OG0000441	NB625_RS03150	NB626_RS03180
OG0000442	NB625_RS00150	NB626_RS00145
OG0000443	NB625_RS00195	NB626_RS00190
OG0000444	NB625_RS00210	NB626_RS00205
OG0000445	NB625_RS00235	NB626_RS00230
OG0000446	NB625_RS00260	NB626_RS00255
OG0000447	NB625_RS00265	NB626_RS00265
OG0000448	NB625_RS00295	NB626_RS00290
OG0000449	NB625_RS00320	NB626_RS00315
OG0000450	NB625_RS00330	NB626_RS00325
OG0000451	NB625_RS00370	NB626_RS00370
OG0000452	NB625_RS00395	NB626_RS00395
OG0000453	NB625_RS00430	NB626_RS00525
OG0000455	NB625_RS03660	NB626_RS03720
OG0000456	NB625_RS03540	NB626_RS03595
OG0000457	NB625_RS03510	NB626_RS03565
OG0000458	NB625_RS02665	NB626_RS02695
OG0000459	NB625_RS02690	NB626_RS02720
OG0000460	NB625_RS02700	NB626_RS02730
OG0000461	NB625_RS02745	NB626_RS02775
OG0000462	NB625_RS02740	NB626_RS02770
OG0000463	NB625_RS02735	NB626_RS02765
OG0000464	NB625_RS02730	NB626_RS02760
OG0000465	NB625_RS02725	NB626_RS02755
OG0000466	NB625_RS00400	NB626_RS00400
OG0000467	NB625_RS02835	NB626_RS02860
OG0000468	NB625_RS01965	NB626_RS02095
OG0000469	NB625_RS02025	NB626_RS02160
OG0000470	NB625_RS00840	NB626_RS00960
OG0000471	NB625_RS00760	NB626_RS01045
OG0000472	NB625_RS03485	NB626_RS03515
OG0000473	NB625_RS03645	NB626_RS03705
OG0000474	NB625_RS03650	NB626_RS03710
OG0000475	NB625_RS03655	NB626_RS03715
OG0000476	NB625_RS01565	NB626_RS01675
OG0000477	NB625_RS02775	NB626_RS02805
OG0000478	NB625_RS03590	NB626_RS03650
OG0000479	NB625_RS01330	NB626_RS01445
OG0000480	NB625_RS02030	NB626_RS02165
OG0000481	NB625_RS00865	NB626_RS00935
OG0000482	NB625_RS01205	NB626_RS01325
OG0000483	NB625_RS02170	NB626_RS02210
OG0000484	NB625_RS00205	NB626_RS00200
OG0000485	NB625_RS01170	NB626_RS01285
OG0000486	NB625_RS02455	NB626_RS02465
OG0000487	NB625_RS02005	NB626_RS02150
OG0000488	NB625_RS02045	NB626_RS02180
OG0000489	NB625_RS00050	NB626_RS00050
OG0000490	NB625_RS03750	NB626_RS03815
OG0000491	NB625_RS01350	NB626_RS01465
OG0000492	NB625_RS01425	NB626_RS01545
OG0000493	NB625_RS00580	NB626_RS00680
OG0000494	NB625_RS01045	NB626_RS00740
OG0000496	NB625_RS02980	NB626_RS03010
OG0000498	NB625_RS02900	NB626_RS02920
OG0000499	NB625_RS02860	NB626_RS02885
OG0000501	NB625_RS03220	NB626_RS03250
OG0000503	NB625_RS00920	NB626_RS00865
OG0000504	NB625_RS00785	NB626_RS01015
OG0000505	NB625_RS00750	NB626_RS01055
OG0000507	NB625_RS00705	NB626_RS01100
OG0000509	NB625_RS00290	NB626_RS00285
OG0000510	NB625_RS00300	NB626_RS00295
OG0000511	NB625_RS00435	NB626_RS00530
OG0000512	NB625_RS02705	NB626_RS02735
OG0000513	NB625_RS03575	NB626_RS03635
OG0000514	NB625_RS03015	NB626_RS03045
OG0000517	NB625_RS00065	NB626_RS00065
OG0000518	NB625_RS03260	NB626_RS03295
OG0000522	NB625_RS00305	NB626_RS00300
OG0000524	NB625_RS02830	NB626_RS02855
OG0000525	NB625_RS03490	NB626_RS03520
OG0000526	NB625_RS01825	NB626_RS01960, NB626_RS01955
OG0000527	NB625_RS01765	NB626_RS01900
OG0000530	NB625_RS02490	NB626_RS02505
OG0000532	NB625_RS01625	NB626_RS01735
OG0000533	NB625_RS01090	NB626_RS00700
OG0000536	NB625_RS03690	NB626_RS03750
OG0000540	NB625_RS02795	NB626_RS02825
OG0000541	NB625_RS02875	NB626_RS02900
OG0000543	NB625_RS02070	NB626_RS00510
OG0000544	NB625_RS01250	NB626_RS01370
OG0000545	NB625_RS01815	NB626_RS01945
OG0000546	NB625_RS02945	NB626_RS02970
OG0000551	NB625_RS03140	NB626_RS03165
OG0000552	NB625_RS03305	NB626_RS03335
OG0000553	NB625_RS02850, NB625_RS02845	NB626_RS02870
OG0000554	NB625_RS02535	NB626_RS02560
OG0000555	NB625_RS03075	NB626_RS03100
OG0000556	NB625_RS02115	NB626_RS00450
OG0000557	NB625_RS01265	NB626_RS01380
OG0000558	NB625_RS01230	NB626_RS01350
OG0000559	NB625_RS01705	NB626_RS01815
OG0000560	NB625_RS01805	NB626_RS01930
OG0000561	NB625_RS01115	NB626_RS01230
OG0000562	NB625_RS01810	NB626_RS01935
OG0000563	NB625_RS01800	NB626_RS01925
OG0000564	NB625_RS01290	NB626_RS01410
OG0000565	NB625_RS01875	NB626_RS02000
OG0000566	NB625_RS01855	NB626_RS01980
OG0000567	NB625_RS01820	NB626_RS01950
OG0000568	NB625_RS01000	NB626_RS00785
OG0000569	NB625_RS01235	NB626_RS01355
OG0000570	NB625_RS01240	NB626_RS01360
OG0000571	NB625_RS01245	NB626_RS01365
OG0000572	NB625_RS01270	NB626_RS01385
OG0000573	NB625_RS01700	NB626_RS01810
OG0000574	NB625_RS01310	NB626_RS01425
