Orthogroup	MHP_153B_genes	MHP_ES2_genes
OG0000016	NB625_RS00175	E5E95_RS00160
OG0000017	NB625_RS00160	E5E95_RS00145
OG0000017	NB625_RS03005	E5E95_RS03050
OG0000019	NB625_RS03175	E5E95_RS04175
OG0000019	NB625_RS03195	E5E95_RS04180
OG0000021	NB625_RS01755	E5E95_RS03845
OG0000021	NB625_RS01760	E5E95_RS00510
OG0000022	NB625_RS01665	E5E95_RS01770
OG0000022	NB625_RS01720	E5E95_RS01825
OG0000023	NB625_RS01320	E5E95_RS01335, E5E95_RS01720, E5E95_RS04100, E5E95_RS04110, E5E95_RS04105
OG0000024	NB625_RS02905	E5E95_RS02945
OG0000024	NB625_RS01275	E5E95_RS01290
OG0000025	NB625_RS01670	E5E95_RS01775
OG0000025	NB625_RS01715	E5E95_RS01820
OG0000026	NB625_RS01365	E5E95_RS01380
OG0000026	NB625_RS01695	E5E95_RS01800
OG0000027	NB625_RS03505	E5E95_RS03560
OG0000028	NB625_RS02565	E5E95_RS02620
OG0000029	NB625_RS00600	E5E95_RS01100
OG0000029	NB625_RS01080	E5E95_RS00610
OG0000030	NB625_RS03495	E5E95_RS03550
OG0000031	NB625_RS01605	E5E95_RS01625
OG0000032	NB625_RS01585	E5E95_RS03995
OG0000034	NB625_RS02250	E5E95_RS04045
OG0000034	NB625_RS02255	E5E95_RS04050
OG0000035	NB625_RS03365	E5E95_RS03405
OG0000036	NB625_RS00110	E5E95_RS00105
OG0000036	NB625_RS00130	E5E95_RS00120
OG0000038	NB625_RS01745	E5E95_RS01910
OG0000039	NB625_RS01615	E5E95_RS01650, E5E95_RS01645
OG0000040	NB625_RS03440	E5E95_RS03495
OG0000041	NB625_RS01015	E5E95_RS00670
OG0000042	NB625_RS03095	E5E95_RS03140
OG0000043	NB625_RS01915	E5E95_RS02030
OG0000044	NB625_RS01680	E5E95_RS04290
OG0000045	NB625_RS01620	E5E95_RS01655
OG0000046	NB625_RS03445	E5E95_RS03505
OG0000047	NB625_RS02080	E5E95_RS01725
OG0000048	NB625_RS02195	E5E95_RS02215
OG0000049	NB625_RS03205	E5E95_RS03260
OG0000050	NB625_RS02595	E5E95_RS02655
OG0000051	NB625_RS02810	E5E95_RS02855
OG0000052	NB625_RS00075	E5E95_RS00075
OG0000053	NB625_RS01450, NB625_RS01455	E5E95_RS01465
OG0000054	NB625_RS02620	E5E95_RS02680
OG0000055	NB625_RS00135	E5E95_RS00125
OG0000056	NB625_RS03680	E5E95_RS03750
OG0000057	NB625_RS03080	E5E95_RS03125
OG0000058	NB625_RS02155	E5E95_RS01660, E5E95_RS02525, E5E95_RS02530
OG0000059	NB625_RS02125	E5E95_RS02510
OG0000060	NB625_RS00080	E5E95_RS00080
OG0000061	NB625_RS01860	E5E95_RS01980
OG0000062	NB625_RS03725	E5E95_RS03805
OG0000063	NB625_RS03720	E5E95_RS03800
OG0000064	NB625_RS03710	E5E95_RS03790
OG0000065	NB625_RS02395	E5E95_RS02365
OG0000066	NB625_RS01355	E5E95_RS01370
OG0000067	NB625_RS00525	E5E95_RS00525
OG0000068	NB625_RS01040	E5E95_RS00645
OG0000069	NB625_RS02975	E5E95_RS03015
OG0000070	NB625_RS02625	E5E95_RS02685
OG0000071	NB625_RS03430	E5E95_RS03485
OG0000072	NB625_RS03435	E5E95_RS03490
OG0000073	NB625_RS00980	E5E95_RS00705
OG0000074	NB625_RS00780	E5E95_RS00900
OG0000075	NB625_RS00345	E5E95_RS00340
OG0000077	NB625_RS00445	E5E95_RS00445
OG0000079	NB625_RS02710	E5E95_RS02760
OG0000080	NB625_RS02760	E5E95_RS03935
OG0000081	NB625_RS00340	E5E95_RS00335
OG0000083	NB625_RS02020	E5E95_RS02140
OG0000084	NB625_RS02050	E5E95_RS02165
OG0000085	NB625_RS02055	E5E95_RS02170
OG0000086	NB625_RS02160	E5E95_RS02180
OG0000087	NB625_RS02175	E5E95_RS02195
OG0000088	NB625_RS02180	E5E95_RS02200
OG0000089	NB625_RS02190	E5E95_RS02210
OG0000090	NB625_RS00070	E5E95_RS00070
OG0000091	NB625_RS00055	E5E95_RS00055
OG0000092	NB625_RS00040	E5E95_RS00040
OG0000093	NB625_RS00035	E5E95_RS00035
OG0000094	NB625_RS00030	E5E95_RS00030
OG0000095	NB625_RS00005	E5E95_RS00005
OG0000096	NB625_RS03760	E5E95_RS03840
OG0000097	NB625_RS03740	E5E95_RS03820
OG0000098	NB625_RS03730	E5E95_RS03810
OG0000099	NB625_RS03685	E5E95_RS03760
OG0000100	NB625_RS03675	E5E95_RS03740
OG0000101	NB625_RS03665	E5E95_RS03735
OG0000102	NB625_RS01710	E5E95_RS01815
OG0000103	NB625_RS02360	E5E95_RS02330
OG0000104	NB625_RS02365	E5E95_RS02335
OG0000105	NB625_RS02380	E5E95_RS02350
OG0000106	NB625_RS02390	E5E95_RS02360
OG0000107	NB625_RS02400	E5E95_RS02370
OG0000108	NB625_RS02405	E5E95_RS02375
OG0000109	NB625_RS02410	E5E95_RS02380
OG0000110	NB625_RS02530	E5E95_RS02595
OG0000111	NB625_RS02525	E5E95_RS02590
OG0000112	NB625_RS02515	E5E95_RS02580
OG0000113	NB625_RS02495	E5E95_RS02560
OG0000114	NB625_RS02485	E5E95_RS04300
OG0000115	NB625_RS02475	E5E95_RS02535
OG0000116	NB625_RS01300	E5E95_RS01315
OG0000117	NB625_RS01305	E5E95_RS01320
OG0000118	NB625_RS01340	E5E95_RS01355
OG0000119	NB625_RS01345	E5E95_RS01360
OG0000120	NB625_RS01360	E5E95_RS01375
OG0000121	NB625_RS01385	E5E95_RS01400
OG0000122	NB625_RS01390	E5E95_RS01405
OG0000123	NB625_RS01410	E5E95_RS01425
OG0000124	NB625_RS01415	E5E95_RS01430
OG0000125	NB625_RS01420	E5E95_RS01435
OG0000126	NB625_RS01430	E5E95_RS01445
OG0000127	NB625_RS01440	E5E95_RS01455
OG0000128	NB625_RS01460	E5E95_RS01470
OG0000129	NB625_RS01465	E5E95_RS01475
OG0000130	NB625_RS01475	E5E95_RS01485
OG0000131	NB625_RS01505	E5E95_RS01515
OG0000132	NB625_RS01520	E5E95_RS01530
OG0000133	NB625_RS00530	E5E95_RS00530
OG0000134	NB625_RS00535	E5E95_RS00535
OG0000135	NB625_RS00550	E5E95_RS00550
OG0000136	NB625_RS00555	E5E95_RS00555
OG0000137	NB625_RS00595	E5E95_RS00585
OG0000138	NB625_RS01065	E5E95_RS00620
OG0000139	NB625_RS01035	E5E95_RS00650
OG0000140	NB625_RS01030	E5E95_RS00655
OG0000141	NB625_RS03090	E5E95_RS03135
OG0000142	NB625_RS03085	E5E95_RS03130
OG0000143	NB625_RS03065	E5E95_RS03105
OG0000144	NB625_RS03050	E5E95_RS03095
OG0000145	NB625_RS03040	E5E95_RS03085
OG0000146	NB625_RS03030	E5E95_RS03075
OG0000147	NB625_RS03025	E5E95_RS03070
OG0000148	NB625_RS03010	E5E95_RS03055
OG0000149	NB625_RS03000	E5E95_RS03045
OG0000150	NB625_RS02985	E5E95_RS03030
OG0000151	NB625_RS02940	E5E95_RS02985
OG0000152	NB625_RS02935	E5E95_RS02980
OG0000153	NB625_RS02930	E5E95_RS02975
OG0000154	NB625_RS02920	E5E95_RS02965
OG0000155	NB625_RS02880	E5E95_RS02925
OG0000156	NB625_RS02870	E5E95_RS02915
OG0000157	NB625_RS02865	E5E95_RS02910
OG0000158	NB625_RS02855	E5E95_RS02905
OG0000159	NB625_RS02610	E5E95_RS04310
OG0000160	NB625_RS02605	E5E95_RS02665
OG0000161	NB625_RS02600	E5E95_RS02660
OG0000162	NB625_RS02590	E5E95_RS02650
OG0000163	NB625_RS02585	E5E95_RS02645
OG0000164	NB625_RS01610	E5E95_RS01630
OG0000165	NB625_RS01945	E5E95_RS02055
OG0000166	NB625_RS01960	E5E95_RS02080
OG0000167	NB625_RS01975	E5E95_RS02095
OG0000168	NB625_RS01980	E5E95_RS02100
OG0000169	NB625_RS03200	E5E95_RS03255
OG0000170	NB625_RS03215	E5E95_RS03270
OG0000171	NB625_RS03225	E5E95_RS03280
OG0000172	NB625_RS03230	E5E95_RS03285
OG0000173	NB625_RS03235	E5E95_RS03290
OG0000174	NB625_RS03240	E5E95_RS03295
OG0000175	NB625_RS03255	E5E95_RS03310
OG0000176	NB625_RS03315	E5E95_RS03360
OG0000177	NB625_RS03320	E5E95_RS03365
OG0000178	NB625_RS03330	E5E95_RS03370
OG0000179	NB625_RS03335	E5E95_RS03380
OG0000180	NB625_RS03340	E5E95_RS03385
OG0000181	NB625_RS03380	E5E95_RS03435
OG0000182	NB625_RS03390	E5E95_RS03445
OG0000183	NB625_RS03425	E5E95_RS03480
OG0000184	NB625_RS03470	E5E95_RS03525
OG0000185	NB625_RS03455	E5E95_RS03510
OG0000186	NB625_RS01530	E5E95_RS01540
OG0000187	NB625_RS01545	E5E95_RS01555
OG0000188	NB625_RS01555	E5E95_RS01565
OG0000189	NB625_RS02450	E5E95_RS02415
OG0000190	NB625_RS02445	E5E95_RS02410
OG0000191	NB625_RS02420	E5E95_RS02390
OG0000192	NB625_RS01215	E5E95_RS01235
OG0000193	NB625_RS01200	E5E95_RS01225
OG0000194	NB625_RS00995	E5E95_RS00690
OG0000195	NB625_RS00990	E5E95_RS00695
OG0000196	NB625_RS00965	E5E95_RS00715
OG0000197	NB625_RS00960	E5E95_RS00720
OG0000198	NB625_RS00945	E5E95_RS00735
OG0000199	NB625_RS00940	E5E95_RS00740
OG0000200	NB625_RS00925	E5E95_RS00755
OG0000201	NB625_RS00915	E5E95_RS00765
OG0000202	NB625_RS00860	E5E95_RS00820
OG0000203	NB625_RS00855	E5E95_RS00825
OG0000204	NB625_RS00850	E5E95_RS00830
OG0000205	NB625_RS00845	E5E95_RS00835
OG0000206	NB625_RS00825	E5E95_RS00855
OG0000207	NB625_RS00810	E5E95_RS00870
OG0000208	NB625_RS00805	E5E95_RS00875
OG0000209	NB625_RS00800	E5E95_RS00880
OG0000210	NB625_RS00755	E5E95_RS00925
OG0000211	NB625_RS00745	E5E95_RS00955
OG0000212	NB625_RS00735	E5E95_RS00965
OG0000213	NB625_RS00730	E5E95_RS00970
OG0000214	NB625_RS00725	E5E95_RS00975
OG0000215	NB625_RS00720	E5E95_RS00980
OG0000216	NB625_RS00715	E5E95_RS00985
OG0000217	NB625_RS00710	E5E95_RS00995
OG0000218	NB625_RS00700	E5E95_RS01000
OG0000219	NB625_RS00695	E5E95_RS01005
OG0000220	NB625_RS00690	E5E95_RS01010
OG0000221	NB625_RS00685	E5E95_RS01015
OG0000222	NB625_RS00680	E5E95_RS01020
OG0000223	NB625_RS00675	E5E95_RS01025
OG0000224	NB625_RS00665	E5E95_RS01035
OG0000225	NB625_RS00655	E5E95_RS01045
OG0000226	NB625_RS00650	E5E95_RS01050
OG0000227	NB625_RS00645	E5E95_RS01055
OG0000228	NB625_RS00640	E5E95_RS04285
OG0000229	NB625_RS00635	E5E95_RS01065
OG0000230	NB625_RS00630	E5E95_RS01070
OG0000231	NB625_RS00620	E5E95_RS01080
OG0000232	NB625_RS00610	E5E95_RS01090
OG0000233	NB625_RS01100	E5E95_RS01110
OG0000234	NB625_RS01135	E5E95_RS01145
OG0000235	NB625_RS01145	E5E95_RS01155
OG0000236	NB625_RS01150	E5E95_RS01160
OG0000237	NB625_RS01155	E5E95_RS01165
OG0000238	NB625_RS01160	E5E95_RS01175
OG0000239	NB625_RS03100	E5E95_RS03145
OG0000240	NB625_RS03105	E5E95_RS03150
OG0000241	NB625_RS03115	E5E95_RS03160
OG0000242	NB625_RS03120	E5E95_RS03165
OG0000243	NB625_RS03125	E5E95_RS03170
OG0000244	NB625_RS03135	E5E95_RS03180
OG0000245	NB625_RS03145	E5E95_RS03190
OG0000246	NB625_RS00145	E5E95_RS00130
OG0000247	NB625_RS00155	E5E95_RS00140
OG0000248	NB625_RS00165	E5E95_RS00150
OG0000249	NB625_RS00170	E5E95_RS00155
OG0000250	NB625_RS00185	E5E95_RS00170
OG0000251	NB625_RS00215	E5E95_RS00205
OG0000252	NB625_RS00225	E5E95_RS00215
OG0000253	NB625_RS00230	E5E95_RS00220
OG0000254	NB625_RS00240	E5E95_RS00230
OG0000255	NB625_RS00245	E5E95_RS00240
OG0000256	NB625_RS00250	E5E95_RS00245
OG0000257	NB625_RS00275	E5E95_RS00270
OG0000258	NB625_RS00285	E5E95_RS00280
OG0000259	NB625_RS00315	E5E95_RS00310
OG0000260	NB625_RS00325	E5E95_RS00320
OG0000261	NB625_RS00335	E5E95_RS00330
OG0000262	NB625_RS00350	E5E95_RS00350
OG0000263	NB625_RS00365	E5E95_RS00360
OG0000264	NB625_RS00385	E5E95_RS00375
OG0000265	NB625_RS00390	E5E95_RS00385
OG0000266	NB625_RS00405	E5E95_RS00400
OG0000267	NB625_RS00420	E5E95_RS00415
OG0000268	NB625_RS00425	E5E95_RS00420
OG0000269	NB625_RS00440	E5E95_RS00435
OG0000270	NB625_RS03640	E5E95_RS03710
OG0000271	NB625_RS03635	E5E95_RS03705
OG0000272	NB625_RS03630	E5E95_RS03700
OG0000273	NB625_RS03625	E5E95_RS03695
OG0000274	NB625_RS03610	E5E95_RS03675
OG0000275	NB625_RS03600	E5E95_RS03670
OG0000276	NB625_RS03595	E5E95_RS03665
OG0000277	NB625_RS03585	E5E95_RS03655
OG0000278	NB625_RS03580	E5E95_RS03650
OG0000279	NB625_RS03570	E5E95_RS03640
OG0000280	NB625_RS03565	E5E95_RS03635
OG0000281	NB625_RS03560	E5E95_RS03630
OG0000282	NB625_RS03535	E5E95_RS03605
OG0000283	NB625_RS03530	E5E95_RS03600
OG0000284	NB625_RS03525	E5E95_RS03595
OG0000285	NB625_RS03520	E5E95_RS03590
OG0000286	NB625_RS02570	E5E95_RS04305
OG0000287	NB625_RS02670	E5E95_RS02720
OG0000288	NB625_RS02680	E5E95_RS02730
OG0000289	NB625_RS02685	E5E95_RS02735
OG0000290	NB625_RS02800	E5E95_RS02845
OG0000291	NB625_RS02790	E5E95_RS02835
OG0000292	NB625_RS02785	E5E95_RS02830
OG0000293	NB625_RS02780	E5E95_RS02825
OG0000294	NB625_RS02770	E5E95_RS02815
OG0000295	NB625_RS02765	E5E95_RS02810
OG0000296	NB625_RS02720	E5E95_RS02770
OG0000297	NB625_RS02715	E5E95_RS02765
OG0000298	NB625_RS00180	E5E95_RS00165
OG0000299	NB625_RS00200	E5E95_RS00190
OG0000300	NB625_RS00375	E5E95_RS00370
OG0000301	NB625_RS00410	E5E95_RS00405
OG0000302	NB625_RS00415	E5E95_RS00410
OG0000303	NB625_RS00560	E5E95_RS00560
OG0000304	NB625_RS00605	E5E95_RS01095
OG0000305	NB625_RS03035	E5E95_RS03080
OG0000306	NB625_RS02960	E5E95_RS03005
OG0000307	NB625_RS02925	E5E95_RS02970
OG0000308	NB625_RS02825	E5E95_RS02875
OG0000309	NB625_RS02755	E5E95_RS02800
OG0000310	NB625_RS02675	E5E95_RS02725
OG0000311	NB625_RS02630	E5E95_RS02690
OG0000312	NB625_RS02615	E5E95_RS02675
OG0000313	NB625_RS01600	E5E95_RS01620
OG0000314	NB625_RS01955	E5E95_RS02075
OG0000315	NB625_RS01985	E5E95_RS02105
OG0000316	NB625_RS01995	E5E95_RS02115
OG0000317	NB625_RS02185	E5E95_RS02205
OG0000318	NB625_RS02000	E5E95_RS02120
OG0000319	NB625_RS02375	E5E95_RS02345
OG0000320	NB625_RS02505	E5E95_RS02570
OG0000321	NB625_RS01335	E5E95_RS01350
OG0000322	NB625_RS01380	E5E95_RS01395
OG0000323	NB625_RS01515	E5E95_RS01525
OG0000324	NB625_RS02415	E5E95_RS02385
OG0000325	NB625_RS00985	E5E95_RS00700
OG0000326	NB625_RS00885	E5E95_RS00795
OG0000327	NB625_RS00880	E5E95_RS00800
OG0000328	NB625_RS00795	E5E95_RS00885
OG0000329	NB625_RS00775	E5E95_RS00905
OG0000330	NB625_RS01110	E5E95_RS01120
OG0000331	NB625_RS03130	E5E95_RS03175
OG0000332	NB625_RS03270	E5E95_RS03320
OG0000333	NB625_RS03280	E5E95_RS03330
OG0000334	NB625_RS03385	E5E95_RS03440
OG0000335	NB625_RS03395	E5E95_RS03450
OG0000336	NB625_RS03550	E5E95_RS03620
OG0000337	NB625_RS03715	E5E95_RS03795
OG0000338	NB625_RS03755	E5E95_RS03835
OG0000339	NB625_RS02480	E5E95_RS02540
OG0000340	NB625_RS01315	E5E95_RS01330
OG0000341	NB625_RS02440	E5E95_RS02405
OG0000342	NB625_RS00955	E5E95_RS00730
OG0000343	NB625_RS03290	E5E95_RS03340
OG0000344	NB625_RS00575	E5E95_RS00575
OG0000345	NB625_RS00660	E5E95_RS01040
OG0000346	NB625_RS03555	E5E95_RS03625
OG0000347	NB625_RS01405	E5E95_RS01420
OG0000348	NB625_RS00875	E5E95_RS00805
OG0000349	NB625_RS03615	E5E95_RS03685
OG0000350	NB625_RS02915	E5E95_RS02960
OG0000351	NB625_RS00495	E5E95_RS00495
OG0000352	NB625_RS01935	E5E95_RS02050
OG0000353	NB625_RS01375	E5E95_RS01390
OG0000354	NB625_RS01050	E5E95_RS00635
OG0000355	NB625_RS01910	E5E95_RS02020
OG0000356	NB625_RS01990	E5E95_RS02110
OG0000357	NB625_RS03245	E5E95_RS03300
OG0000358	NB625_RS03250	E5E95_RS03305
OG0000359	NB625_RS00905	E5E95_RS00775
OG0000360	NB625_RS00280	E5E95_RS00275
OG0000361	NB625_RS00310	E5E95_RS00305
OG0000362	NB625_RS02695	E5E95_RS02745
OG0000363	NB625_RS01445	E5E95_RS03985
OG0000364	NB625_RS01885	E5E95_RS01995
OG0000365	NB625_RS02040	E5E95_RS02150
OG0000366	NB625_RS02060	E5E95_RS02175
OG0000367	NB625_RS02165	E5E95_RS02185
OG0000368	NB625_RS00060	E5E95_RS00060
OG0000369	NB625_RS00025	E5E95_RS00025
OG0000370	NB625_RS00020	E5E95_RS00020
OG0000371	NB625_RS00015	E5E95_RS00015
OG0000372	NB625_RS00010	E5E95_RS00010
OG0000373	NB625_RS03745	E5E95_RS03825
OG0000374	NB625_RS03735	E5E95_RS03815
OG0000375	NB625_RS02370	E5E95_RS02340
OG0000376	NB625_RS02520	E5E95_RS02585
OG0000377	NB625_RS02510	E5E95_RS02575
OG0000378	NB625_RS01295	E5E95_RS01310
OG0000379	NB625_RS01370	E5E95_RS01385
OG0000380	NB625_RS01400	E5E95_RS01410
OG0000381	NB625_RS01435	E5E95_RS01450
OG0000382	NB625_RS01470	E5E95_RS01480
OG0000383	NB625_RS01510	E5E95_RS01520
OG0000384	NB625_RS00515	E5E95_RS00515
OG0000385	NB625_RS00520	E5E95_RS00520
OG0000386	NB625_RS00540	E5E95_RS00540
OG0000387	NB625_RS00565	E5E95_RS00565
OG0000388	NB625_RS00570	E5E95_RS00570
OG0000389	NB625_RS01070	E5E95_RS00615
OG0000390	NB625_RS03055	E5E95_RS03100
OG0000391	NB625_RS03045	E5E95_RS03090
OG0000392	NB625_RS03020	E5E95_RS03065
OG0000393	NB625_RS02965	E5E95_RS03010
OG0000394	NB625_RS02895	E5E95_RS02940
OG0000395	NB625_RS02885	E5E95_RS02930
OG0000397	NB625_RS01920	E5E95_RS02035
OG0000398	NB625_RS01925	E5E95_RS02040
OG0000399	NB625_RS01970	E5E95_RS02090
OG0000400	NB625_RS03210	E5E95_RS03265
OG0000401	NB625_RS03275	E5E95_RS03325
OG0000402	NB625_RS03285	E5E95_RS03335
OG0000403	NB625_RS03295	E5E95_RS03345
OG0000405	NB625_RS03350	E5E95_RS03390
OG0000406	NB625_RS03400	E5E95_RS03455
OG0000407	NB625_RS03405	E5E95_RS03460
OG0000408	NB625_RS03410	E5E95_RS03465
OG0000409	NB625_RS03415	E5E95_RS03470
OG0000410	NB625_RS03480	E5E95_RS03530
OG0000411	NB625_RS03465	E5E95_RS03520
OG0000412	NB625_RS03460	E5E95_RS03515
OG0000413	NB625_RS01525	E5E95_RS01535
OG0000414	NB625_RS01535	E5E95_RS01545
OG0000415	NB625_RS01540	E5E95_RS01550
OG0000416	NB625_RS01550	E5E95_RS01560
OG0000417	NB625_RS02435	E5E95_RS02400
OG0000418	NB625_RS02425	E5E95_RS02395
OG0000419	NB625_RS00970	E5E95_RS00710
OG0000420	NB625_RS00935	E5E95_RS00745
OG0000421	NB625_RS00900	E5E95_RS00780
OG0000422	NB625_RS00895	E5E95_RS00790
OG0000423	NB625_RS00835	E5E95_RS00845
OG0000424	NB625_RS00830	E5E95_RS00850
OG0000425	NB625_RS00820	E5E95_RS00860
OG0000426	NB625_RS00815	E5E95_RS00865
OG0000427	NB625_RS00790	E5E95_RS00890
OG0000428	NB625_RS00765	E5E95_RS00915
OG0000429	NB625_RS00670	E5E95_RS01030
OG0000430	NB625_RS00625	E5E95_RS01075
OG0000431	NB625_RS00615	E5E95_RS01085
OG0000432	NB625_RS01105	E5E95_RS01115
OG0000433	NB625_RS01120	E5E95_RS01130
OG0000434	NB625_RS01130	E5E95_RS01135
OG0000435	NB625_RS01140	E5E95_RS01150
OG0000436	NB625_RS01165	E5E95_RS01180
OG0000437	NB625_RS01175	E5E95_RS01190
OG0000438	NB625_RS01180	E5E95_RS01195
OG0000439	NB625_RS01185	E5E95_RS01200
OG0000440	NB625_RS03110	E5E95_RS03155
OG0000441	NB625_RS03150	E5E95_RS03195
OG0000442	NB625_RS00150	E5E95_RS00135
OG0000443	NB625_RS00195	E5E95_RS00185
OG0000444	NB625_RS00210	E5E95_RS00200
OG0000445	NB625_RS00235	E5E95_RS00225
OG0000446	NB625_RS00260	E5E95_RS00255
OG0000447	NB625_RS00265	E5E95_RS00260
OG0000448	NB625_RS00295	E5E95_RS00290
OG0000449	NB625_RS00320	E5E95_RS00315
OG0000450	NB625_RS00330	E5E95_RS00325
OG0000451	NB625_RS00370	E5E95_RS00365
OG0000452	NB625_RS00395	E5E95_RS00390
OG0000453	NB625_RS00430	E5E95_RS00425
OG0000455	NB625_RS03660	E5E95_RS03730
OG0000456	NB625_RS03540	E5E95_RS03610
OG0000457	NB625_RS03510	E5E95_RS03585
OG0000458	NB625_RS02665	E5E95_RS02715
OG0000459	NB625_RS02690	E5E95_RS02740
OG0000460	NB625_RS02700	E5E95_RS02750
OG0000461	NB625_RS02745	E5E95_RS02795
OG0000462	NB625_RS02740	E5E95_RS02790
OG0000463	NB625_RS02735	E5E95_RS02785
OG0000464	NB625_RS02730	E5E95_RS02780
OG0000465	NB625_RS02725	E5E95_RS02775
OG0000466	NB625_RS00400	E5E95_RS00395
OG0000467	NB625_RS02835	E5E95_RS02880
OG0000468	NB625_RS01965	E5E95_RS02085
OG0000469	NB625_RS02025	E5E95_RS02145
OG0000470	NB625_RS00840	E5E95_RS03895
OG0000471	NB625_RS00760	E5E95_RS00920
OG0000472	NB625_RS03485	E5E95_RS03540
OG0000473	NB625_RS03645	E5E95_RS03715
OG0000474	NB625_RS03650	E5E95_RS03720
OG0000475	NB625_RS03655	E5E95_RS03725
OG0000476	NB625_RS01565	E5E95_RS01570
OG0000477	NB625_RS02775	E5E95_RS02820
OG0000478	NB625_RS03590	E5E95_RS03660
OG0000479	NB625_RS01330	E5E95_RS01345
OG0000480	NB625_RS02030	E5E95_RS03865
OG0000481	NB625_RS00865	E5E95_RS00815
OG0000482	NB625_RS01205	E5E95_RS01230
OG0000483	NB625_RS02170	E5E95_RS02190
OG0000484	NB625_RS00205	E5E95_RS00195
OG0000485	NB625_RS01170	E5E95_RS01185
OG0000486	NB625_RS02455	E5E95_RS02420
OG0000487	NB625_RS02005	E5E95_RS02125
OG0000488	NB625_RS02045	E5E95_RS02160
OG0000489	NB625_RS00050	E5E95_RS00050
OG0000490	NB625_RS03750	E5E95_RS03830
OG0000491	NB625_RS01350	E5E95_RS01365
OG0000492	NB625_RS01425	E5E95_RS01440
OG0000493	NB625_RS00580	E5E95_RS00580
OG0000494	NB625_RS01045	E5E95_RS00640
OG0000495	NB625_RS02990	E5E95_RS03035
OG0000496	NB625_RS02980	E5E95_RS03025
OG0000500	NB625_RS01930	E5E95_RS02045
OG0000501	NB625_RS03220	E5E95_RS04280, E5E95_RS04275
OG0000503	NB625_RS00920	E5E95_RS00760
OG0000504	NB625_RS00785	E5E95_RS00895
OG0000506	NB625_RS00740	E5E95_RS00960
OG0000508	NB625_RS00255	E5E95_RS00250
OG0000509	NB625_RS00290	E5E95_RS00285
OG0000510	NB625_RS00300	E5E95_RS00295
OG0000511	NB625_RS00435	E5E95_RS00430
OG0000512	NB625_RS02705	E5E95_RS02755
OG0000513	NB625_RS03575	E5E95_RS03645
OG0000514	NB625_RS03015	E5E95_RS03060
OG0000516	NB625_RS02015	E5E95_RS02130
OG0000517	NB625_RS00065	E5E95_RS00065
OG0000518	NB625_RS03260	E5E95_RS03315
OG0000520	NB625_RS00770	E5E95_RS00910
OG0000521	NB625_RS00270	E5E95_RS00265
OG0000522	NB625_RS00305	E5E95_RS00300
OG0000525	NB625_RS03490	E5E95_RS03545
OG0000526	NB625_RS01825	E5E95_RS04020
OG0000527	NB625_RS01765	E5E95_RS01880
OG0000529	NB625_RS02385	E5E95_RS02355
OG0000532	NB625_RS01625	E5E95_RS01740
OG0000533	NB625_RS01090	E5E95_RS00600
OG0000535	NB625_RS00045	E5E95_RS00045
OG0000536	NB625_RS03690	E5E95_RS03765
