Orthogroup	MHP_153B_genes	MFC_MF22_genes
OG0000185	NB625_RS03455	DR094_RS02880
OG0000186	NB625_RS01530	DR094_RS02535
OG0000187	NB625_RS01545	DR094_RS02520
OG0000188	NB625_RS01555	DR094_RS02510
OG0000189	NB625_RS02450	DR094_RS03755
OG0000190	NB625_RS02445	DR094_RS02495
OG0000191	NB625_RS02420	DR094_RS02475
OG0000192	NB625_RS01215	DR094_RS02465
OG0000193	NB625_RS01200	DR094_RS02450
OG0000194	NB625_RS00995	DR094_RS02440
OG0000195	NB625_RS00990	DR094_RS02435
OG0000196	NB625_RS00965	DR094_RS03750
OG0000197	NB625_RS00960	DR094_RS02410
OG0000198	NB625_RS00945	DR094_RS02395
OG0000199	NB625_RS00940	DR094_RS02390
OG0000200	NB625_RS00925	DR094_RS02375
OG0000201	NB625_RS00915	DR094_RS02365
OG0000202	NB625_RS00860	DR094_RS02310
OG0000203	NB625_RS00855	DR094_RS02305
OG0000204	NB625_RS00850	DR094_RS03670
OG0000205	NB625_RS00845	DR094_RS01420
OG0000206	NB625_RS00825	DR094_RS01440
OG0000207	NB625_RS00810	DR094_RS01455
OG0000208	NB625_RS00805	DR094_RS01460
OG0000209	NB625_RS00800	DR094_RS01465
OG0000210	NB625_RS00755	DR094_RS01510
OG0000211	NB625_RS00745	DR094_RS01520
OG0000212	NB625_RS00735	DR094_RS01530
OG0000213	NB625_RS00730	DR094_RS01535
OG0000214	NB625_RS00725	DR094_RS01540
OG0000215	NB625_RS00720	DR094_RS01545
OG0000216	NB625_RS00715	DR094_RS01550
OG0000217	NB625_RS00710	DR094_RS01555
OG0000218	NB625_RS00700	DR094_RS03690
OG0000219	NB625_RS00695	DR094_RS01570
OG0000220	NB625_RS00690	DR094_RS01575
OG0000221	NB625_RS00685	DR094_RS01580
OG0000222	NB625_RS00680	DR094_RS01585
OG0000223	NB625_RS00675	DR094_RS01590
OG0000224	NB625_RS00665	DR094_RS01600
OG0000225	NB625_RS00655	DR094_RS01610
OG0000226	NB625_RS00650	DR094_RS01615
OG0000227	NB625_RS00645	DR094_RS01620
OG0000228	NB625_RS00640	DR094_RS03855
OG0000229	NB625_RS00635	DR094_RS01630
OG0000230	NB625_RS00630	DR094_RS01635
OG0000231	NB625_RS00620	DR094_RS01645
OG0000232	NB625_RS00610	DR094_RS01655
OG0000233	NB625_RS01100	DR094_RS01665
OG0000234	NB625_RS01135	DR094_RS01695
OG0000235	NB625_RS01145	DR094_RS01705
OG0000236	NB625_RS01150	DR094_RS01710
OG0000237	NB625_RS01155	DR094_RS01730
OG0000238	NB625_RS01160	DR094_RS01735
OG0000239	NB625_RS03100	DR094_RS01765
OG0000240	NB625_RS03105	DR094_RS01770
OG0000241	NB625_RS03115	DR094_RS01780
OG0000242	NB625_RS03120	DR094_RS01785
OG0000243	NB625_RS03125	DR094_RS01790
OG0000244	NB625_RS03135	DR094_RS01800
OG0000245	NB625_RS03145	DR094_RS01810
OG0000246	NB625_RS00145	DR094_RS01005
OG0000247	NB625_RS00155	DR094_RS00995
OG0000248	NB625_RS00165	DR094_RS00970
OG0000249	NB625_RS00170	DR094_RS00965
OG0000250	NB625_RS00185	DR094_RS00950
OG0000251	NB625_RS00215	DR094_RS00920
OG0000252	NB625_RS00225	DR094_RS00910
OG0000253	NB625_RS00230	DR094_RS00905
OG0000254	NB625_RS00240	DR094_RS00895
OG0000255	NB625_RS00245	DR094_RS00890
OG0000256	NB625_RS00250	DR094_RS00885
OG0000257	NB625_RS00275	DR094_RS00860
OG0000258	NB625_RS00285	DR094_RS00850
OG0000259	NB625_RS00315	DR094_RS00820
OG0000260	NB625_RS00325	DR094_RS00810
OG0000261	NB625_RS00335	DR094_RS03570
OG0000262	NB625_RS00350	DR094_RS00785
OG0000263	NB625_RS00365	DR094_RS00770
OG0000264	NB625_RS00385	DR094_RS00755
OG0000265	NB625_RS00390	DR094_RS00745
OG0000266	NB625_RS00405	DR094_RS00730
OG0000267	NB625_RS00420	DR094_RS00715
OG0000268	NB625_RS00425	DR094_RS00710
OG0000269	NB625_RS00440	DR094_RS00695
OG0000270	NB625_RS03640	DR094_RS03620
OG0000271	NB625_RS03635	DR094_RS01250
OG0000272	NB625_RS03630	DR094_RS01255
OG0000273	NB625_RS03625	DR094_RS01260
OG0000274	NB625_RS03610	DR094_RS01280
OG0000275	NB625_RS03600	DR094_RS03625
OG0000276	NB625_RS03595	DR094_RS01290
OG0000277	NB625_RS03585	DR094_RS03630
OG0000278	NB625_RS03580	DR094_RS01305
OG0000279	NB625_RS03570	DR094_RS01315
OG0000280	NB625_RS03565	DR094_RS01320
OG0000281	NB625_RS03560	DR094_RS01325
OG0000282	NB625_RS03535	DR094_RS01350
OG0000283	NB625_RS03530	DR094_RS01355
OG0000284	NB625_RS03525	DR094_RS01360
OG0000285	NB625_RS03520	DR094_RS03645
OG0000286	NB625_RS02570	DR094_RS00065
OG0000287	NB625_RS02670	DR094_RS00090
OG0000288	NB625_RS02680	DR094_RS00100
OG0000289	NB625_RS02685	DR094_RS00105
OG0000290	NB625_RS02800	DR094_RS00215
OG0000291	NB625_RS02790	DR094_RS03090
OG0000292	NB625_RS02785	DR094_RS00200
OG0000293	NB625_RS02780	DR094_RS00195
OG0000294	NB625_RS02770	DR094_RS00185
OG0000295	NB625_RS02765	DR094_RS00180
OG0000296	NB625_RS02720	DR094_RS00140
OG0000297	NB625_RS02715	DR094_RS00135
OG0000298	NB625_RS00180	DR094_RS00955
OG0000299	NB625_RS00200	DR094_RS00935
OG0000300	NB625_RS00375	DR094_RS00760
OG0000301	NB625_RS00410	DR094_RS00725
OG0000302	NB625_RS00415	DR094_RS00720
OG0000303	NB625_RS00560	DR094_RS00585
OG0000304	NB625_RS00605	DR094_RS00550
OG0000305	NB625_RS03035	DR094_RS00420
OG0000306	NB625_RS02960	DR094_RS00340
OG0000307	NB625_RS02925	DR094_RS00300
OG0000308	NB625_RS02825	DR094_RS00225
OG0000309	NB625_RS02755	DR094_RS00170
OG0000310	NB625_RS02675	DR094_RS00095
OG0000311	NB625_RS02630	DR094_RS00045
OG0000312	NB625_RS02615	DR094_RS00025
OG0000313	NB625_RS01600	DR094_RS02585
OG0000314	NB625_RS01955	DR094_RS02905
OG0000315	NB625_RS01985	DR094_RS02935
OG0000316	NB625_RS01995	DR094_RS02945
OG0000317	NB625_RS02185	DR094_RS02685
OG0000318	NB625_RS02000	DR094_RS03800
OG0000319	NB625_RS02375	DR094_RS02055
OG0000320	NB625_RS02505	DR094_RS02120
OG0000321	NB625_RS01335	DR094_RS02185
OG0000322	NB625_RS01380	DR094_RS02230
OG0000323	NB625_RS01515	DR094_RS02805
OG0000324	NB625_RS02415	DR094_RS02470
OG0000325	NB625_RS00985	DR094_RS02430
OG0000326	NB625_RS00885	DR094_RS02335
OG0000327	NB625_RS00880	DR094_RS02330
OG0000328	NB625_RS00795	DR094_RS01470
OG0000329	NB625_RS00775	DR094_RS01490
OG0000330	NB625_RS01110	DR094_RS01675
OG0000331	NB625_RS03130	DR094_RS01795
OG0000332	NB625_RS03270	DR094_RS01895
OG0000333	NB625_RS03280	DR094_RS01905
OG0000334	NB625_RS03385	DR094_RS01970
OG0000335	NB625_RS03395	DR094_RS03715
OG0000336	NB625_RS03550	DR094_RS03640
OG0000337	NB625_RS03715	DR094_RS01135
OG0000338	NB625_RS03755	DR094_RS01095
OG0000339	NB625_RS02480	DR094_RS02140
OG0000340	NB625_RS01315	DR094_RS02165
OG0000341	NB625_RS02440	DR094_RS02490
OG0000342	NB625_RS00955	DR094_RS02400
OG0000343	NB625_RS03290	DR094_RS01915
OG0000344	NB625_RS00575	DR094_RS00570
OG0000345	NB625_RS00660	DR094_RS01605
OG0000346	NB625_RS03555	DR094_RS03635
OG0000347	NB625_RS01405	DR094_RS02255
OG0000348	NB625_RS00875	DR094_RS03740
OG0000349	NB625_RS03615	DR094_RS01270
OG0000350	NB625_RS02915	DR094_RS00335
OG0000351	NB625_RS00495	DR094_RS00635
OG0000352	NB625_RS01935	DR094_RS02885
OG0000353	NB625_RS01375	DR094_RS02225
OG0000354	NB625_RS01050	DR094_RS00520
OG0000355	NB625_RS01910	DR094_RS03775
OG0000356	NB625_RS01990	DR094_RS03825
OG0000357	NB625_RS03245	DR094_RS03700
OG0000358	NB625_RS03250	DR094_RS01880
OG0000359	NB625_RS00905	DR094_RS03745
OG0000360	NB625_RS00280	DR094_RS00855
OG0000361	NB625_RS00310	DR094_RS00825
OG0000362	NB625_RS02695	DR094_RS00115
OG0000363	NB625_RS01445	DR094_RS02300
OG0000365	NB625_RS02040	DR094_RS03785
OG0000366	NB625_RS02060	DR094_RS02655
OG0000367	NB625_RS02165	DR094_RS02665
OG0000368	NB625_RS00060	DR094_RS01030
OG0000369	NB625_RS00025	DR094_RS03585
OG0000370	NB625_RS00020	DR094_RS01070
OG0000371	NB625_RS00015	DR094_RS01075
OG0000372	NB625_RS00010	DR094_RS01080
OG0000373	NB625_RS03745	DR094_RS01105
OG0000374	NB625_RS03735	DR094_RS01115
OG0000375	NB625_RS02370	DR094_RS02050
OG0000376	NB625_RS02520	DR094_RS02105
OG0000377	NB625_RS02510	DR094_RS02115
OG0000378	NB625_RS01295	DR094_RS02150
OG0000379	NB625_RS01370	DR094_RS02220
OG0000380	NB625_RS01400	DR094_RS02245
OG0000381	NB625_RS01435	DR094_RS02285
OG0000382	NB625_RS01470	DR094_RS02760
OG0000383	NB625_RS01510	DR094_RS02800
OG0000384	NB625_RS00515	DR094_RS00630
OG0000385	NB625_RS00520	DR094_RS00625
OG0000386	NB625_RS00540	DR094_RS00605
OG0000387	NB625_RS00565	DR094_RS00580
OG0000388	NB625_RS00570	DR094_RS03560
OG0000389	NB625_RS01070	DR094_RS00540
OG0000390	NB625_RS03055	DR094_RS00440
OG0000391	NB625_RS03045	DR094_RS00430
OG0000392	NB625_RS03020	DR094_RS00405
OG0000393	NB625_RS02965	DR094_RS00350
OG0000394	NB625_RS02895	DR094_RS00285
OG0000395	NB625_RS02885	DR094_RS00280
OG0000396	NB625_RS02575	DR094_RS02575
OG0000397	NB625_RS01920	DR094_RS02620
OG0000398	NB625_RS01925	DR094_RS02625
OG0000399	NB625_RS01970	DR094_RS02920
OG0000400	NB625_RS03210	DR094_RS01840
OG0000401	NB625_RS03275	DR094_RS01900
OG0000402	NB625_RS03285	DR094_RS01910
OG0000403	NB625_RS03295	DR094_RS01920
OG0000405	NB625_RS03350	DR094_RS01955
OG0000406	NB625_RS03400	DR094_RS01985
OG0000407	NB625_RS03405	DR094_RS03720
OG0000408	NB625_RS03410	DR094_RS01995
OG0000409	NB625_RS03415	DR094_RS02000
OG0000410	NB625_RS03480	DR094_RS02860
OG0000411	NB625_RS03465	DR094_RS02870
OG0000412	NB625_RS03460	DR094_RS02875
OG0000413	NB625_RS01525	DR094_RS02540
OG0000414	NB625_RS01535	DR094_RS02530
OG0000415	NB625_RS01540	DR094_RS02525
OG0000416	NB625_RS01550	DR094_RS02515
OG0000417	NB625_RS02435	DR094_RS02485
OG0000418	NB625_RS02425	DR094_RS02480
OG0000419	NB625_RS00970	DR094_RS02420
OG0000420	NB625_RS00935	DR094_RS02385
OG0000421	NB625_RS00900	DR094_RS02350
OG0000422	NB625_RS00895	DR094_RS02340
OG0000423	NB625_RS00835	DR094_RS01430
OG0000424	NB625_RS00830	DR094_RS01435
OG0000425	NB625_RS00820	DR094_RS01445
OG0000426	NB625_RS00815	DR094_RS03675
OG0000427	NB625_RS00790	DR094_RS03680
OG0000428	NB625_RS00765	DR094_RS01500
OG0000429	NB625_RS00670	DR094_RS01595
OG0000430	NB625_RS00625	DR094_RS01640
OG0000431	NB625_RS00615	DR094_RS01650
OG0000432	NB625_RS01105	DR094_RS01670
OG0000433	NB625_RS01120	DR094_RS01680
OG0000434	NB625_RS01130	DR094_RS01685
OG0000435	NB625_RS01140	DR094_RS01700
OG0000436	NB625_RS01165	DR094_RS01740
OG0000437	NB625_RS01175	DR094_RS01750
OG0000438	NB625_RS01180	DR094_RS03695
OG0000439	NB625_RS01185	DR094_RS01760
OG0000440	NB625_RS03110	DR094_RS01775
OG0000441	NB625_RS03150	DR094_RS01815
OG0000442	NB625_RS00150	DR094_RS01000
OG0000443	NB625_RS00195	DR094_RS00940
OG0000444	NB625_RS00210	DR094_RS00925
OG0000445	NB625_RS00235	DR094_RS00900
OG0000446	NB625_RS00260	DR094_RS00875
OG0000447	NB625_RS00265	DR094_RS00870
OG0000448	NB625_RS00295	DR094_RS00840
OG0000449	NB625_RS00320	DR094_RS00815
OG0000450	NB625_RS00330	DR094_RS00805
OG0000451	NB625_RS00370	DR094_RS00765
OG0000452	NB625_RS00395	DR094_RS00740
OG0000453	NB625_RS00430	DR094_RS00705
OG0000455	NB625_RS03660	DR094_RS03615
OG0000456	NB625_RS03540	DR094_RS01345
OG0000457	NB625_RS03510	DR094_RS01370
OG0000458	NB625_RS02665	DR094_RS00085
OG0000459	NB625_RS02690	DR094_RS00110
OG0000460	NB625_RS02700	DR094_RS00120
OG0000461	NB625_RS02745	DR094_RS00165
OG0000462	NB625_RS02740	DR094_RS00160
OG0000463	NB625_RS02735	DR094_RS00155
OG0000464	NB625_RS02730	DR094_RS00150
OG0000465	NB625_RS02725	DR094_RS00145
OG0000466	NB625_RS00400	DR094_RS00735
OG0000467	NB625_RS02835	DR094_RS03535
OG0000468	NB625_RS01965	DR094_RS02915
OG0000469	NB625_RS02025	DR094_RS02710
OG0000470	NB625_RS00840	DR094_RS01425
OG0000471	NB625_RS00760	DR094_RS01505
OG0000472	NB625_RS03485	DR094_RS01405
OG0000473	NB625_RS03645	DR094_RS01240
OG0000474	NB625_RS03650	DR094_RS01235
OG0000475	NB625_RS03655	DR094_RS01230
OG0000476	NB625_RS01565	DR094_RS01195
OG0000477	NB625_RS02775	DR094_RS00190
OG0000478	NB625_RS03590	DR094_RS01295
OG0000479	NB625_RS01330	DR094_RS02180
OG0000480	NB625_RS02030	DR094_RS03065
OG0000481	NB625_RS00865	DR094_RS02315
OG0000482	NB625_RS01205	DR094_RS02455
OG0000483	NB625_RS02170	DR094_RS02670
OG0000484	NB625_RS00205	DR094_RS03575
OG0000485	NB625_RS01170	DR094_RS01745
OG0000486	NB625_RS02455	DR094_RS02505
OG0000487	NB625_RS02005	DR094_RS03795
OG0000488	NB625_RS02045	DR094_RS02640
OG0000489	NB625_RS00050	DR094_RS01040
OG0000490	NB625_RS03750	DR094_RS01100
OG0000491	NB625_RS01350	DR094_RS02200
OG0000492	NB625_RS01425	DR094_RS02275
OG0000493	NB625_RS00580	DR094_RS00565
OG0000494	NB625_RS01045	DR094_RS00515
OG0000495	NB625_RS02990	DR094_RS00375
OG0000496	NB625_RS02980	DR094_RS00365
OG0000498	NB625_RS02900	DR094_RS00290
OG0000499	NB625_RS02860	DR094_RS00250
OG0000500	NB625_RS01930	DR094_RS02630
OG0000501	NB625_RS03220	DR094_RS01850
OG0000503	NB625_RS00920	DR094_RS02370
OG0000504	NB625_RS00785	DR094_RS01480
OG0000505	NB625_RS00750	DR094_RS01515
OG0000506	NB625_RS00740	DR094_RS01525
OG0000507	NB625_RS00705	DR094_RS01560
OG0000508	NB625_RS00255	DR094_RS00880
OG0000509	NB625_RS00290	DR094_RS00845
OG0000510	NB625_RS00300	DR094_RS00835
OG0000511	NB625_RS00435	DR094_RS00700
OG0000512	NB625_RS02705	DR094_RS00125
OG0000513	NB625_RS03575	DR094_RS01310
OG0000514	NB625_RS03015	DR094_RS00400
OG0000516	NB625_RS02015	DR094_RS02725
OG0000517	NB625_RS00065	DR094_RS01025
OG0000518	NB625_RS03260	DR094_RS01890
OG0000520	NB625_RS00770	DR094_RS01495
OG0000521	NB625_RS00270	DR094_RS00865
OG0000522	NB625_RS00305	DR094_RS00830
OG0000524	NB625_RS02830	DR094_RS00230
OG0000525	NB625_RS03490	DR094_RS03660
OG0000529	NB625_RS02385	DR094_RS02065
OG0000530	NB625_RS02490	DR094_RS02130
OG0000533	NB625_RS01090	DR094_RS01660
OG0000535	NB625_RS00045	DR094_RS01045
OG0000536	NB625_RS03690	DR094_RS01170
OG0000539	NB625_RS00220	DR094_RS00915
OG0000541	NB625_RS02875	DR094_RS00265
OG0000542	NB625_RS00355	DR094_RS00780
OG0000551	NB625_RS03140	DR094_RS01805
OG0000555	NB625_RS03075	DR094_RS03120
OG0000589	NB625_RS02245	DR094_RS02835
