Orthogroup	MHP_131B_genes	MFC_MF18_genes
OG0000094	NB627_RS00030	DR082_RS00090
OG0000095	NB627_RS00005	DR082_RS00065
OG0000096	NB627_RS03825	DR082_RS00060
OG0000097	NB627_RS03805	DR082_RS00040
OG0000098	NB627_RS03795	DR082_RS00030
OG0000099	NB627_RS03745	DR082_RS02420
OG0000100	NB627_RS03725	DR082_RS02410
OG0000101	NB627_RS03720	DR082_RS02405
OG0000102	NB627_RS01835	DR082_RS02395
OG0000103	NB627_RS02375	DR082_RS01870
OG0000104	NB627_RS02380	DR082_RS01875
OG0000105	NB627_RS02400	DR082_RS01890
OG0000106	NB627_RS02405	DR082_RS01900
OG0000107	NB627_RS02415	DR082_RS01910
OG0000108	NB627_RS02420	DR082_RS01915
OG0000109	NB627_RS02425	DR082_RS01920
OG0000110	NB627_RS02555	DR082_RS01925
OG0000111	NB627_RS02550	DR082_RS01930
OG0000112	NB627_RS02540	DR082_RS01940
OG0000113	NB627_RS02515	DR082_RS03785
OG0000114	NB627_RS02510	DR082_RS01965
OG0000115	NB627_RS02495	DR082_RS01975
OG0000116	NB627_RS01420	DR082_RS01985
OG0000117	NB627_RS01425	DR082_RS01990
OG0000118	NB627_RS01460	DR082_RS02020
OG0000119	NB627_RS01465	DR082_RS02025
OG0000120	NB627_RS01485	DR082_RS02040
OG0000121	NB627_RS01515	DR082_RS02065
OG0000122	NB627_RS01520	DR082_RS02080
OG0000123	NB627_RS01540	DR082_RS02870
OG0000124	NB627_RS01545	DR082_RS02865
OG0000125	NB627_RS01550	DR082_RS02860
OG0000126	NB627_RS01560	DR082_RS02850
OG0000127	NB627_RS01570	DR082_RS02840
OG0000128	NB627_RS01585	DR082_RS02820
OG0000129	NB627_RS01590	DR082_RS02815
OG0000130	NB627_RS01600	DR082_RS02805
OG0000131	NB627_RS01630	DR082_RS02775
OG0000132	NB627_RS01645	DR082_RS03915
OG0000133	NB627_RS00640	DR082_RS00535
OG0000134	NB627_RS00645	DR082_RS03675
OG0000135	NB627_RS00660	DR082_RS00555
OG0000136	NB627_RS00665	DR082_RS00560
OG0000137	NB627_RS00695	DR082_RS00590
OG0000138	NB627_RS00730	DR082_RS00615
OG0000139	NB627_RS00760	DR082_RS00645
OG0000140	NB627_RS00765	DR082_RS00650
OG0000141	NB627_RS03120	DR082_RS00675
OG0000142	NB627_RS03115	DR082_RS03690
OG0000143	NB627_RS03100	DR082_RS00705
OG0000144	NB627_RS03085	DR082_RS00715
OG0000145	NB627_RS03075	DR082_RS00725
OG0000146	NB627_RS03065	DR082_RS00735
OG0000147	NB627_RS03060	DR082_RS00740
OG0000148	NB627_RS03045	DR082_RS00755
OG0000149	NB627_RS03035	DR082_RS00765
OG0000150	NB627_RS03025	DR082_RS00780
OG0000151	NB627_RS02970	DR082_RS00840
OG0000152	NB627_RS02965	DR082_RS00845
OG0000153	NB627_RS02960	DR082_RS00850
OG0000154	NB627_RS02950	DR082_RS00860
OG0000155	NB627_RS02910	DR082_RS00880
OG0000156	NB627_RS02905	DR082_RS00895
OG0000157	NB627_RS02895	DR082_RS03695
OG0000158	NB627_RS02885	DR082_RS03700
OG0000159	NB627_RS02645	DR082_RS01145
OG0000160	NB627_RS02640	DR082_RS01150
OG0000161	NB627_RS02635	DR082_RS01155
OG0000162	NB627_RS02625	DR082_RS01165
OG0000163	NB627_RS02620	DR082_RS01170
OG0000164	NB627_RS01735	DR082_RS03710
OG0000165	NB627_RS02080	DR082_RS02620
OG0000166	NB627_RS02100	DR082_RS02640
OG0000167	NB627_RS02115	DR082_RS02655
OG0000168	NB627_RS02120	DR082_RS02660
OG0000169	NB627_RS03235	DR082_RS01635
OG0000170	NB627_RS03255	DR082_RS01670
OG0000171	NB627_RS03265	DR082_RS01680
OG0000172	NB627_RS03270	DR082_RS01685
OG0000173	NB627_RS03275	DR082_RS01690
OG0000174	NB627_RS03280	DR082_RS01695
OG0000175	NB627_RS03295	DR082_RS01710
OG0000176	NB627_RS03350	DR082_RS01750
OG0000177	NB627_RS03355	DR082_RS01755
OG0000178	NB627_RS03365	DR082_RS01760
OG0000179	NB627_RS03370	DR082_RS01770
OG0000180	NB627_RS03375	DR082_RS01775
OG0000181	NB627_RS03415	DR082_RS03760
OG0000182	NB627_RS03425	DR082_RS01800
OG0000183	NB627_RS03460	DR082_RS01835
OG0000184	NB627_RS03505	DR082_RS02940
OG0000185	NB627_RS03490	DR082_RS02925
OG0000186	NB627_RS01655	DR082_RS02095
OG0000187	NB627_RS01670	DR082_RS02110
OG0000188	NB627_RS01680	DR082_RS02120
OG0000189	NB627_RS02465	DR082_RS03800
OG0000190	NB627_RS02460	DR082_RS02135
OG0000191	NB627_RS02435	DR082_RS02155
OG0000192	NB627_RS01335	DR082_RS02165
OG0000193	NB627_RS01315	DR082_RS02180
OG0000194	NB627_RS00800	DR082_RS02190
OG0000195	NB627_RS00805	DR082_RS02195
OG0000196	NB627_RS00830	DR082_RS03805
OG0000197	NB627_RS00840	DR082_RS02220
OG0000198	NB627_RS00850	DR082_RS02235
OG0000199	NB627_RS00855	DR082_RS02240
OG0000200	NB627_RS00875	DR082_RS02255
OG0000201	NB627_RS00880	DR082_RS02265
OG0000202	NB627_RS00940	DR082_RS02320
OG0000203	NB627_RS00945	DR082_RS02325
OG0000204	NB627_RS00950	DR082_RS01220
OG0000205	NB627_RS00955	DR082_RS01225
OG0000206	NB627_RS00975	DR082_RS01245
OG0000207	NB627_RS00990	DR082_RS01260
OG0000208	NB627_RS00995	DR082_RS01265
OG0000209	NB627_RS01000	DR082_RS01270
OG0000210	NB627_RS01045	DR082_RS01315
OG0000211	NB627_RS01055	DR082_RS01325
OG0000212	NB627_RS01065	DR082_RS01335
OG0000213	NB627_RS01070	DR082_RS01340
OG0000214	NB627_RS01075	DR082_RS01345
OG0000215	NB627_RS01080	DR082_RS01350
OG0000216	NB627_RS01085	DR082_RS01355
OG0000217	NB627_RS01090	DR082_RS01360
OG0000218	NB627_RS01100	DR082_RS03735
OG0000219	NB627_RS01105	DR082_RS01375
OG0000220	NB627_RS01110	DR082_RS01380
OG0000221	NB627_RS01115	DR082_RS01385
OG0000222	NB627_RS01120	DR082_RS01390
OG0000223	NB627_RS01125	DR082_RS01395
OG0000224	NB627_RS01135	DR082_RS01405
OG0000225	NB627_RS01145	DR082_RS01415
OG0000226	NB627_RS01150	DR082_RS01420
OG0000227	NB627_RS01155	DR082_RS01425
OG0000228	NB627_RS01160	DR082_RS03975
OG0000229	NB627_RS01165	DR082_RS01435
OG0000230	NB627_RS01170	DR082_RS01440
OG0000231	NB627_RS01180	DR082_RS01450
OG0000232	NB627_RS01190	DR082_RS01460
OG0000233	NB627_RS01210	DR082_RS01470
OG0000234	NB627_RS01245	DR082_RS01500
OG0000235	NB627_RS01255	DR082_RS01510
OG0000236	NB627_RS01260	DR082_RS01515
OG0000237	NB627_RS01265	DR082_RS01535
OG0000238	NB627_RS01270	DR082_RS01540
OG0000239	NB627_RS03130	DR082_RS01570
OG0000240	NB627_RS03135	DR082_RS01575
OG0000241	NB627_RS03145	DR082_RS01585
OG0000242	NB627_RS03150	DR082_RS01590
OG0000243	NB627_RS03155	DR082_RS01595
OG0000244	NB627_RS03165	DR082_RS01605
OG0000245	NB627_RS03175	DR082_RS01615
OG0000246	NB627_RS00140	DR082_RS00145
OG0000247	NB627_RS00150	DR082_RS00155
OG0000248	NB627_RS00160	DR082_RS00180
OG0000249	NB627_RS00165	DR082_RS00185
OG0000250	NB627_RS00180	DR082_RS00200
OG0000251	NB627_RS00215	DR082_RS00230
OG0000252	NB627_RS00220	DR082_RS00240
OG0000253	NB627_RS00225	DR082_RS00245
OG0000254	NB627_RS00235	DR082_RS00255
OG0000255	NB627_RS00240	DR082_RS00260
OG0000256	NB627_RS00245	DR082_RS00265
OG0000257	NB627_RS00270	DR082_RS00290
OG0000258	NB627_RS00280	DR082_RS00300
OG0000259	NB627_RS00310	DR082_RS00330
OG0000260	NB627_RS00320	DR082_RS00340
OG0000261	NB627_RS00330	DR082_RS03670
OG0000262	NB627_RS00360	DR082_RS00365
OG0000263	NB627_RS00375	DR082_RS00380
OG0000264	NB627_RS00395	DR082_RS00395
OG0000265	NB627_RS00400	DR082_RS00405
OG0000266	NB627_RS00415	DR082_RS00420
OG0000267	NB627_RS00430	DR082_RS00435
OG0000268	NB627_RS00530	DR082_RS00440
OG0000269	NB627_RS00545	DR082_RS00455
OG0000270	NB627_RS03700	DR082_RS03820
OG0000271	NB627_RS03690	DR082_RS02340
OG0000272	NB627_RS03685	DR082_RS02335
OG0000273	NB627_RS03680	DR082_RS02330
OG0000274	NB627_RS03665	DR082_RS02460
OG0000275	NB627_RS03655	DR082_RS03850
OG0000276	NB627_RS03650	DR082_RS02470
OG0000277	NB627_RS03640	DR082_RS03855
OG0000278	NB627_RS03635	DR082_RS02485
OG0000279	NB627_RS03625	DR082_RS02495
OG0000280	NB627_RS03620	DR082_RS02500
OG0000281	NB627_RS03615	DR082_RS02505
OG0000282	NB627_RS03590	DR082_RS02530
OG0000283	NB627_RS03585	DR082_RS02535
OG0000284	NB627_RS03580	DR082_RS02540
OG0000285	NB627_RS03575	DR082_RS03870
OG0000286	NB627_RS02605	DR082_RS01100
OG0000287	NB627_RS02705	DR082_RS01075
OG0000288	NB627_RS02715	DR082_RS01065
OG0000289	NB627_RS02720	DR082_RS01060
OG0000290	NB627_RS02840	DR082_RS03275
OG0000291	NB627_RS02825	DR082_RS00960
OG0000292	NB627_RS02820	DR082_RS00965
OG0000293	NB627_RS02815	DR082_RS00970
OG0000294	NB627_RS02805	DR082_RS00980
OG0000295	NB627_RS02800	DR082_RS00985
OG0000296	NB627_RS02755	DR082_RS01025
OG0000297	NB627_RS02750	DR082_RS01030
OG0000298	NB627_RS00175	DR082_RS00195
OG0000299	NB627_RS00195	DR082_RS00215
OG0000300	NB627_RS00385	DR082_RS00390
OG0000301	NB627_RS00420	DR082_RS00425
OG0000302	NB627_RS00425	DR082_RS00430
OG0000303	NB627_RS00670	DR082_RS00565
OG0000304	NB627_RS01195	DR082_RS00600
OG0000305	NB627_RS03070	DR082_RS00730
OG0000306	NB627_RS02995	DR082_RS00810
OG0000307	NB627_RS02955	DR082_RS00855
OG0000308	NB627_RS02855	DR082_RS00940
OG0000309	NB627_RS02790	DR082_RS00995
OG0000310	NB627_RS02710	DR082_RS01070
OG0000311	NB627_RS02665	DR082_RS01120
OG0000312	NB627_RS02650	DR082_RS01140
OG0000313	NB627_RS01725	DR082_RS01190
OG0000314	NB627_RS02095	DR082_RS02635
OG0000315	NB627_RS02125	DR082_RS02665
OG0000316	NB627_RS02135	DR082_RS02675
OG0000317	NB627_RS02235	DR082_RS02740
OG0000318	NB627_RS02155	DR082_RS03940
OG0000319	NB627_RS02390	DR082_RS01885
OG0000320	NB627_RS02530	DR082_RS01950
OG0000321	NB627_RS01455	DR082_RS02015
OG0000322	NB627_RS01510	DR082_RS02060
OG0000323	NB627_RS01640	DR082_RS02765
OG0000324	NB627_RS02430	DR082_RS02160
OG0000325	NB627_RS00815	DR082_RS02200
OG0000326	NB627_RS00910	DR082_RS02295
OG0000327	NB627_RS00915	DR082_RS02300
OG0000328	NB627_RS01005	DR082_RS01275
OG0000329	NB627_RS01025	DR082_RS01295
OG0000330	NB627_RS01220	DR082_RS01480
OG0000331	NB627_RS03160	DR082_RS01600
OG0000332	NB627_RS03305	DR082_RS01720
OG0000333	NB627_RS03315	DR082_RS01730
OG0000334	NB627_RS03420	DR082_RS01795
OG0000335	NB627_RS03430	DR082_RS03765
OG0000336	NB627_RS03605	DR082_RS03865
OG0000337	NB627_RS03780	DR082_RS00015
OG0000338	NB627_RS03820	DR082_RS00055
OG0000339	NB627_RS02500	DR082_RS01970
OG0000340	NB627_RS01435	DR082_RS01995
OG0000341	NB627_RS02455	DR082_RS02140
OG0000342	NB627_RS00845	DR082_RS02230
OG0000343	NB627_RS03325	DR082_RS01740
OG0000344	NB627_RS00685	DR082_RS00580
OG0000345	NB627_RS01140	DR082_RS01410
OG0000346	NB627_RS03610	DR082_RS03860
OG0000347	NB627_RS01535	DR082_RS02875
OG0000348	NB627_RS00920	DR082_RS03815
OG0000349	NB627_RS03670	DR082_RS02450
OG0000350	NB627_RS02945	DR082_RS00815
OG0000351	NB627_RS00600	DR082_RS00515
OG0000352	NB627_RS02075	DR082_RS02615
OG0000353	NB627_RS01500	DR082_RS02055
OG0000354	NB627_RS00745	DR082_RS00630
OG0000355	NB627_RS02050	DR082_RS03715
OG0000356	NB627_RS02130	DR082_RS03900
OG0000357	NB627_RS03285	DR082_RS03750
OG0000358	NB627_RS03290	DR082_RS01705
OG0000359	NB627_RS00890	DR082_RS03810
OG0000360	NB627_RS00275	DR082_RS00295
OG0000361	NB627_RS00305	DR082_RS00325
OG0000362	NB627_RS02730	DR082_RS01050
OG0000363	NB627_RS01575	DR082_RS03985
OG0000365	NB627_RS02180	DR082_RS03955
OG0000366	NB627_RS02200	DR082_RS02710
OG0000367	NB627_RS02215	DR082_RS02720
OG0000368	NB627_RS00060	DR082_RS00120
OG0000369	NB627_RS00025	DR082_RS03655
OG0000370	NB627_RS00020	DR082_RS00080
OG0000371	NB627_RS00015	DR082_RS00075
OG0000372	NB627_RS00010	DR082_RS00070
OG0000373	NB627_RS03810	DR082_RS00045
OG0000374	NB627_RS03800	DR082_RS00035
OG0000375	NB627_RS02385	DR082_RS01880
OG0000376	NB627_RS02545	DR082_RS01935
OG0000377	NB627_RS02535	DR082_RS01945
OG0000378	NB627_RS01415	DR082_RS01980
OG0000379	NB627_RS01495	DR082_RS02050
OG0000381	NB627_RS01565	DR082_RS02845
OG0000382	NB627_RS01595	DR082_RS02810
OG0000383	NB627_RS01635	DR082_RS02770
OG0000384	NB627_RS00625	DR082_RS00520
OG0000385	NB627_RS00630	DR082_RS00525
OG0000386	NB627_RS00650	DR082_RS00545
OG0000387	NB627_RS00675	DR082_RS00570
OG0000388	NB627_RS00680	DR082_RS03680
OG0000389	NB627_RS00725	DR082_RS00610
OG0000390	NB627_RS03090	DR082_RS00710
OG0000391	NB627_RS03080	DR082_RS00720
OG0000392	NB627_RS03055	DR082_RS00745
OG0000393	NB627_RS03000	DR082_RS00800
OG0000394	NB627_RS02920	DR082_RS00870
OG0000395	NB627_RS02915	DR082_RS00875
OG0000396	NB627_RS02610	DR082_RS01180
OG0000397	NB627_RS02060	DR082_RS02600
OG0000398	NB627_RS02065	DR082_RS02605
OG0000399	NB627_RS02110	DR082_RS02650
OG0000400	NB627_RS03250	DR082_RS01665
OG0000401	NB627_RS03310	DR082_RS01725
OG0000402	NB627_RS03320	DR082_RS01735
OG0000403	NB627_RS03330	DR082_RS01745
OG0000405	NB627_RS03380	DR082_RS01780
OG0000406	NB627_RS03435	DR082_RS01810
OG0000407	NB627_RS03440	DR082_RS03770
OG0000408	NB627_RS03445	DR082_RS01820
OG0000409	NB627_RS03450	DR082_RS01825
OG0000410	NB627_RS03515	DR082_RS02945
OG0000411	NB627_RS03500	DR082_RS02935
OG0000412	NB627_RS03495	DR082_RS02930
OG0000413	NB627_RS01650	DR082_RS02090
OG0000414	NB627_RS01660	DR082_RS02100
OG0000415	NB627_RS01665	DR082_RS02105
OG0000416	NB627_RS01675	DR082_RS02115
OG0000417	NB627_RS02450	DR082_RS02145
OG0000418	NB627_RS02440	DR082_RS02150
OG0000419	NB627_RS00825	DR082_RS02210
OG0000420	NB627_RS00860	DR082_RS02245
OG0000421	NB627_RS00900	DR082_RS02280
OG0000422	NB627_RS00905	DR082_RS02290
OG0000423	NB627_RS00965	DR082_RS01235
OG0000424	NB627_RS00970	DR082_RS01240
OG0000425	NB627_RS00980	DR082_RS01250
OG0000426	NB627_RS00985	DR082_RS03720
OG0000427	NB627_RS01010	DR082_RS03725
OG0000429	NB627_RS01130	DR082_RS01400
OG0000430	NB627_RS01175	DR082_RS01445
OG0000431	NB627_RS01185	DR082_RS01455
OG0000432	NB627_RS01215	DR082_RS01475
OG0000433	NB627_RS01230	DR082_RS01485
OG0000434	NB627_RS01235	DR082_RS01490
OG0000435	NB627_RS01250	DR082_RS01505
OG0000436	NB627_RS01275	DR082_RS01545
OG0000437	NB627_RS01285	DR082_RS01555
OG0000438	NB627_RS01290	DR082_RS03740
OG0000439	NB627_RS01295	DR082_RS01565
OG0000440	NB627_RS03140	DR082_RS01580
OG0000441	NB627_RS03185	DR082_RS01620
OG0000442	NB627_RS00145	DR082_RS00150
OG0000443	NB627_RS00190	DR082_RS00210
OG0000444	NB627_RS00205	DR082_RS00225
OG0000445	NB627_RS00230	DR082_RS00250
OG0000446	NB627_RS00255	DR082_RS00275
OG0000447	NB627_RS00260	DR082_RS00280
OG0000448	NB627_RS00290	DR082_RS00310
OG0000449	NB627_RS00315	DR082_RS00335
OG0000450	NB627_RS00325	DR082_RS00345
OG0000451	NB627_RS00380	DR082_RS00385
OG0000452	NB627_RS00405	DR082_RS00410
OG0000453	NB627_RS00535	DR082_RS00445
OG0000455	NB627_RS03715	DR082_RS03825
OG0000456	NB627_RS03595	DR082_RS02525
OG0000457	NB627_RS03565	DR082_RS02550
OG0000458	NB627_RS02700	DR082_RS01080
OG0000459	NB627_RS02725	DR082_RS01055
OG0000460	NB627_RS02735	DR082_RS01045
OG0000461	NB627_RS02780	DR082_RS01000
OG0000462	NB627_RS02775	DR082_RS01005
OG0000463	NB627_RS02770	DR082_RS01010
OG0000464	NB627_RS02765	DR082_RS01015
OG0000465	NB627_RS02760	DR082_RS01020
OG0000466	NB627_RS00410	DR082_RS00415
OG0000467	NB627_RS02865	DR082_RS03705
OG0000468	NB627_RS02105	DR082_RS02645
OG0000469	NB627_RS02165	DR082_RS02985
OG0000470	NB627_RS00960	DR082_RS01230
OG0000471	NB627_RS01040	DR082_RS01310
OG0000472	NB627_RS03520	DR082_RS02585
OG0000474	NB627_RS03705	DR082_RS02355
OG0000475	NB627_RS03710	DR082_RS02360
OG0000476	NB627_RS01685	DR082_RS02400
OG0000477	NB627_RS02810	DR082_RS00975
OG0000478	NB627_RS03645	DR082_RS02475
OG0000479	NB627_RS01450	DR082_RS02010
OG0000480	NB627_RS02170	DR082_RS03145
OG0000481	NB627_RS00935	DR082_RS02315
OG0000482	NB627_RS01320	DR082_RS02175
OG0000483	NB627_RS02220	DR082_RS02725
OG0000484	NB627_RS00200	DR082_RS03665
OG0000485	NB627_RS01280	DR082_RS01550
OG0000486	NB627_RS02470	DR082_RS02125
OG0000488	NB627_RS02185	DR082_RS02695
OG0000490	NB627_RS03815	DR082_RS00050
OG0000491	NB627_RS01470	DR082_RS02030
OG0000492	NB627_RS01555	DR082_RS02855
OG0000493	NB627_RS00690	DR082_RS00585
OG0000494	NB627_RS00750	DR082_RS00635
OG0000496	NB627_RS03015	DR082_RS00785
OG0000497	NB627_RS03010	DR082_RS00790
OG0000498	NB627_RS02925	DR082_RS00865
OG0000499	NB627_RS02890	DR082_RS00905
OG0000500	NB627_RS02070	DR082_RS02610
OG0000501	NB627_RS03260	DR082_RS01675
OG0000504	NB627_RS01015	DR082_RS01285
OG0000505	NB627_RS01050	DR082_RS01320
OG0000506	NB627_RS01060	DR082_RS01330
OG0000507	NB627_RS01095	DR082_RS01365
OG0000508	NB627_RS00250	DR082_RS00270
OG0000509	NB627_RS00285	DR082_RS00305
OG0000510	NB627_RS00300	DR082_RS00315
OG0000511	NB627_RS00540	DR082_RS00450
OG0000512	NB627_RS02740	DR082_RS01040
OG0000513	NB627_RS03630	DR082_RS02490
OG0000514	NB627_RS03050	DR082_RS00750
OG0000517	NB627_RS00065	DR082_RS00125
OG0000518	NB627_RS03300	DR082_RS01715
OG0000520	NB627_RS01035	DR082_RS01300
OG0000521	NB627_RS00265	DR082_RS00285
OG0000523	NB627_RS03560	DR082_RS02555
OG0000524	NB627_RS02860	DR082_RS00935
OG0000525	NB627_RS03525	DR082_RS03885
OG0000531	NB627_RS01530	DR082_RS03140
OG0000533	NB627_RS00710	DR082_RS01465
OG0000538	NB627_RS01240	DR082_RS01495
OG0000551	NB627_RS03170	DR082_RS01610
OG0000555	NB627_RS03105	DR082_RS03245
OG0000589	NB627_RS02300	DR082_RS02910
OG0000595	NB627_RS03195	DR082_RS01655
OG0000596	NB627_RS01870	DR082_RS00170
OG0000597	NB627_RS03190	DR082_RS01645
OG0000598	NB627_RS01875	DR082_RS00165
OG0000599	NB627_RS01880	DR082_RS00160
OG0000627	NB627_RS03750	DR082_RS02430
