Orthogroup	MHP_MHP650_genes	MHP_153B_genes
OG0000197	DR083_RS01280	NB625_RS00960
OG0000198	DR083_RS01295	NB625_RS00945
OG0000199	DR083_RS01300	NB625_RS00940
OG0000200	DR083_RS01315	NB625_RS00925
OG0000201	DR083_RS01325	NB625_RS00915
OG0000202	DR083_RS04685	NB625_RS00860
OG0000203	DR083_RS01385	NB625_RS00855
OG0000204	DR083_RS01390	NB625_RS00850
OG0000205	DR083_RS01395	NB625_RS00845
OG0000206	DR083_RS01415	NB625_RS00825
OG0000207	DR083_RS01430	NB625_RS00810
OG0000208	DR083_RS01435	NB625_RS00805
OG0000209	DR083_RS01440	NB625_RS00800
OG0000210	DR083_RS02680	NB625_RS00755
OG0000211	DR083_RS02670	NB625_RS00745
OG0000212	DR083_RS02660	NB625_RS00735
OG0000213	DR083_RS02655	NB625_RS00730
OG0000214	DR083_RS02650	NB625_RS00725
OG0000215	DR083_RS02645	NB625_RS00720
OG0000216	DR083_RS02640	NB625_RS00715
OG0000217	DR083_RS02635	NB625_RS00710
OG0000218	DR083_RS02625	NB625_RS00700
OG0000219	DR083_RS02620	NB625_RS00695
OG0000220	DR083_RS02615	NB625_RS00690
OG0000221	DR083_RS02610	NB625_RS00685
OG0000222	DR083_RS02605	NB625_RS00680
OG0000223	DR083_RS02600	NB625_RS00675
OG0000224	DR083_RS02590	NB625_RS00665
OG0000225	DR083_RS02580	NB625_RS00655
OG0000226	DR083_RS02575	NB625_RS00650
OG0000227	DR083_RS02570	NB625_RS00645
OG0000228	DR083_RS05030	NB625_RS00640
OG0000229	DR083_RS02560	NB625_RS00635
OG0000230	DR083_RS02555	NB625_RS00630
OG0000231	DR083_RS02545	NB625_RS00620
OG0000232	DR083_RS02535	NB625_RS00610
OG0000233	DR083_RS02035	NB625_RS01100
OG0000234	DR083_RS01995	NB625_RS01135
OG0000235	DR083_RS01985	NB625_RS01145
OG0000236	DR083_RS01980	NB625_RS01150
OG0000237	DR083_RS01975	NB625_RS01155
OG0000238	DR083_RS01965	NB625_RS01160
OG0000239	DR083_RS00735	NB625_RS03100
OG0000240	DR083_RS00740	NB625_RS03105
OG0000241	DR083_RS00750	NB625_RS03115
OG0000242	DR083_RS00755	NB625_RS03120
OG0000243	DR083_RS00760	NB625_RS03125
OG0000244	DR083_RS00770	NB625_RS03135
OG0000245	DR083_RS00780	NB625_RS03145
OG0000246	DR083_RS00010	NB625_RS00145
OG0000247	DR083_RS00020	NB625_RS00155
OG0000248	DR083_RS00030	NB625_RS00165
OG0000249	DR083_RS00035	NB625_RS00170
OG0000250	DR083_RS00050	NB625_RS00185
OG0000251	DR083_RS00085	NB625_RS00215
OG0000252	DR083_RS00095	NB625_RS00225
OG0000253	DR083_RS00100	NB625_RS00230
OG0000254	DR083_RS00110	NB625_RS00240
OG0000255	DR083_RS00120	NB625_RS00245
OG0000256	DR083_RS00125	NB625_RS00250
OG0000257	DR083_RS00150	NB625_RS00275
OG0000258	DR083_RS00160	NB625_RS00285
OG0000259	DR083_RS00190	NB625_RS00315
OG0000260	DR083_RS00200	NB625_RS00325
OG0000261	DR083_RS04585	NB625_RS00335
OG0000262	DR083_RS00225	NB625_RS00350
OG0000263	DR083_RS00240	NB625_RS00365
OG0000264	DR083_RS00255	NB625_RS00385
OG0000265	DR083_RS00265	NB625_RS00390
OG0000266	DR083_RS00280	NB625_RS00405
OG0000267	DR083_RS00295	NB625_RS00420
OG0000268	DR083_RS00300	NB625_RS00425
OG0000269	DR083_RS03225	NB625_RS00440
OG0000270	DR083_RS04615	NB625_RS03640
OG0000271	DR083_RS00515	NB625_RS03635
OG0000272	DR083_RS00510	NB625_RS03630
OG0000273	DR083_RS00505	NB625_RS03625
OG0000274	DR083_RS00485	NB625_RS03610
OG0000275	DR083_RS04605	NB625_RS03600
OG0000276	DR083_RS00475	NB625_RS03595
OG0000277	DR083_RS00465	NB625_RS03585
OG0000278	DR083_RS00460	NB625_RS03580
OG0000279	DR083_RS00450	NB625_RS03570
OG0000280	DR083_RS00445	NB625_RS03565
OG0000281	DR083_RS00440	NB625_RS03560
OG0000282	DR083_RS04595	NB625_RS03535
OG0000283	DR083_RS00410	NB625_RS03530
OG0000284	DR083_RS00405	NB625_RS03525
OG0000285	DR083_RS04590	NB625_RS03520
OG0000286	DR083_RS00325	NB625_RS02570
OG0000287	DR083_RS01805	NB625_RS02670
OG0000288	DR083_RS01815	NB625_RS02680
OG0000289	DR083_RS01820	NB625_RS02685
OG0000290	DR083_RS02205	NB625_RS02800
OG0000291	DR083_RS01920	NB625_RS02790
OG0000292	DR083_RS01915	NB625_RS02785
OG0000293	DR083_RS01910	NB625_RS02780
OG0000294	DR083_RS01900	NB625_RS02770
OG0000295	DR083_RS01895	NB625_RS02765
OG0000296	DR083_RS01855	NB625_RS02720
OG0000297	DR083_RS01850	NB625_RS02715
OG0000298	DR083_RS00045	NB625_RS00180
OG0000299	DR083_RS00070	NB625_RS00200
OG0000300	DR083_RS00250	NB625_RS00375
OG0000301	DR083_RS00285	NB625_RS00410
OG0000302	DR083_RS00290	NB625_RS00415
OG0000303	DR083_RS02385	NB625_RS00560
OG0000304	DR083_RS02530	NB625_RS00605
OG0000305	DR083_RS00670	NB625_RS03035
OG0000306	DR083_RS00595	NB625_RS02960
OG0000307	DR083_RS00560	NB625_RS02925
OG0000308	DR083_RS02185	NB625_RS02825
OG0000309	DR083_RS01885	NB625_RS02755
OG0000310	DR083_RS01810	NB625_RS02675
OG0000311	DR083_RS00385	NB625_RS02630
OG0000312	DR083_RS00370	NB625_RS02615
OG0000313	DR083_RS03565	NB625_RS01600
OG0000314	DR083_RS01560	NB625_RS01955
OG0000315	DR083_RS01590	NB625_RS01985
OG0000316	DR083_RS01600	NB625_RS01995
OG0000317	DR083_RS02870	NB625_RS02185
OG0000318	DR083_RS04715	NB625_RS02000
OG0000319	DR083_RS02735	NB625_RS02375
OG0000320	DR083_RS03115	NB625_RS02505
OG0000321	DR083_RS01150	NB625_RS01335
OG0000322	DR083_RS01105	NB625_RS01380
OG0000323	DR083_RS00975	NB625_RS01515
OG0000324	DR083_RS03000	NB625_RS02415
OG0000325	DR083_RS01260	NB625_RS00985
OG0000326	DR083_RS01355	NB625_RS00885
OG0000327	DR083_RS01360	NB625_RS00880
OG0000328	DR083_RS01445	NB625_RS00795
OG0000329	DR083_RS01470	NB625_RS00775
OG0000330	DR083_RS02020	NB625_RS01110
OG0000331	DR083_RS00765	NB625_RS03130
OG0000332	DR083_RS01725	NB625_RS03270
OG0000333	DR083_RS01735	NB625_RS03280
OG0000334	DR083_RS02835	NB625_RS03385
OG0000335	DR083_RS02825	NB625_RS03395
OG0000336	DR083_RS04600	NB625_RS03550
OG0000337	DR083_RS00855	NB625_RS03715
OG0000338	DR083_RS00895	NB625_RS03755
OG0000339	DR083_RS03295	NB625_RS02480
OG0000340	DR083_RS01170	NB625_RS01315
OG0000341	DR083_RS03020	NB625_RS02440
OG0000342	DR083_RS01290	NB625_RS00955
OG0000343	DR083_RS01745	NB625_RS03290
OG0000344	DR083_RS02400	NB625_RS00575
OG0000345	DR083_RS02585	NB625_RS00660
OG0000346	DR083_RS04950	NB625_RS03555
OG0000347	DR083_RS01080	NB625_RS01405
OG0000348	DR083_RS01365	NB625_RS00875
OG0000349	DR083_RS04610	NB625_RS03615
OG0000350	DR083_RS00550	NB625_RS02915
OG0000351	DR083_RS03285	NB625_RS00495
OG0000352	DR083_RS01540	NB625_RS01935
OG0000353	DR083_RS01110	NB625_RS01375
OG0000354	DR083_RS03170	NB625_RS01050
OG0000355	DR083_RS04705	NB625_RS01910
OG0000356	DR083_RS04710	NB625_RS01990
OG0000357	DR083_RS04740	NB625_RS03245
OG0000358	DR083_RS01710	NB625_RS03250
OG0000359	DR083_RS04680	NB625_RS00905
OG0000360	DR083_RS00155	NB625_RS00280
OG0000361	DR083_RS00185	NB625_RS00310
OG0000362	DR083_RS01830	NB625_RS02695
OG0000363	DR083_RS04670	NB625_RS01445
OG0000365	DR083_RS03815	NB625_RS02040
OG0000366	DR083_RS02900	NB625_RS02060
OG0000367	DR083_RS02890	NB625_RS02165
OG0000368	DR083_RS05110	NB625_RS00060
OG0000369	DR083_RS04650	NB625_RS00025
OG0000370	DR083_RS00920	NB625_RS00020
OG0000371	DR083_RS00915	NB625_RS00015
OG0000372	DR083_RS00910	NB625_RS00010
OG0000373	DR083_RS00885	NB625_RS03745
OG0000374	DR083_RS00875	NB625_RS03735
OG0000375	DR083_RS02740	NB625_RS02370
OG0000376	DR083_RS03130	NB625_RS02520
OG0000377	DR083_RS03120	NB625_RS02510
OG0000378	DR083_RS01190	NB625_RS01295
OG0000379	DR083_RS01115	NB625_RS01370
OG0000380	DR083_RS01090	NB625_RS01400
OG0000381	DR083_RS01050	NB625_RS01435
OG0000382	DR083_RS01020	NB625_RS01470
OG0000383	DR083_RS00980	NB625_RS01510
OG0000384	DR083_RS02340	NB625_RS00515
OG0000385	DR083_RS02345	NB625_RS00520
OG0000386	DR083_RS02365	NB625_RS00540
OG0000387	DR083_RS02390	NB625_RS00565
OG0000388	DR083_RS04795	NB625_RS00570
OG0000390	DR083_RS00690	NB625_RS03055
OG0000391	DR083_RS00680	NB625_RS03045
OG0000392	DR083_RS00655	NB625_RS03020
OG0000393	DR083_RS04620	NB625_RS02965
OG0000394	DR083_RS03350	NB625_RS02895
OG0000395	DR083_RS03345	NB625_RS02885
OG0000396	DR083_RS00330	NB625_RS02575
OG0000397	DR083_RS01525	NB625_RS01920
OG0000398	DR083_RS01530	NB625_RS01925
OG0000399	DR083_RS01575	NB625_RS01970
OG0000400	DR083_RS01665	NB625_RS03210
OG0000401	DR083_RS01730	NB625_RS03275
OG0000402	DR083_RS01740	NB625_RS03285
OG0000403	DR083_RS01750	NB625_RS03295
OG0000406	DR083_RS02820	NB625_RS03400
OG0000407	DR083_RS04825	NB625_RS03405
OG0000408	DR083_RS02810	NB625_RS03410
OG0000409	DR083_RS02805	NB625_RS03415
OG0000410	DR083_RS03105	NB625_RS03480
OG0000411	DR083_RS03095	NB625_RS03465
OG0000412	DR083_RS03090	NB625_RS03460
OG0000413	DR083_RS03435	NB625_RS01525
OG0000414	DR083_RS03425	NB625_RS01535
OG0000415	DR083_RS03420	NB625_RS01540
OG0000416	DR083_RS03410	NB625_RS01550
OG0000417	DR083_RS03015	NB625_RS02435
OG0000418	DR083_RS03010	NB625_RS02425
OG0000419	DR083_RS01270	NB625_RS00970
OG0000420	DR083_RS01305	NB625_RS00935
OG0000421	DR083_RS01340	NB625_RS00900
OG0000422	DR083_RS01350	NB625_RS00895
OG0000423	DR083_RS01405	NB625_RS00835
OG0000424	DR083_RS01410	NB625_RS00830
OG0000425	DR083_RS01420	NB625_RS00820
OG0000426	DR083_RS04690	NB625_RS00815
OG0000427	DR083_RS04695	NB625_RS00790
OG0000428	DR083_RS01475	NB625_RS00765
OG0000429	DR083_RS02595	NB625_RS00670
OG0000430	DR083_RS02550	NB625_RS00625
OG0000431	DR083_RS02540	NB625_RS00615
OG0000432	DR083_RS02025	NB625_RS01105
OG0000433	DR083_RS02010	NB625_RS01120
OG0000434	DR083_RS02005	NB625_RS01130
OG0000435	DR083_RS01990	NB625_RS01140
OG0000436	DR083_RS01960	NB625_RS01165
OG0000437	DR083_RS01950	NB625_RS01175
OG0000438	DR083_RS01945	NB625_RS01180
OG0000439	DR083_RS04745	NB625_RS01185
OG0000440	DR083_RS00745	NB625_RS03110
OG0000441	DR083_RS00785	NB625_RS03150
OG0000442	DR083_RS00015	NB625_RS00150
OG0000443	DR083_RS00065	NB625_RS00195
OG0000444	DR083_RS00080	NB625_RS00210
OG0000445	DR083_RS00105	NB625_RS00235
OG0000446	DR083_RS00135	NB625_RS00260
OG0000447	DR083_RS00140	NB625_RS00265
OG0000448	DR083_RS00170	NB625_RS00295
OG0000449	DR083_RS00195	NB625_RS00320
OG0000450	DR083_RS00205	NB625_RS00330
OG0000451	DR083_RS00245	NB625_RS00370
OG0000452	DR083_RS00270	NB625_RS00395
OG0000453	DR083_RS00305	NB625_RS00430
OG0000455	DR083_RS00795	NB625_RS03660
OG0000456	DR083_RS00420	NB625_RS03540
OG0000457	DR083_RS00395	NB625_RS03510
OG0000458	DR083_RS01800	NB625_RS02665
OG0000459	DR083_RS01825	NB625_RS02690
OG0000460	DR083_RS01835	NB625_RS02700
OG0000461	DR083_RS01880	NB625_RS02745
OG0000462	DR083_RS01875	NB625_RS02740
OG0000463	DR083_RS01870	NB625_RS02735
OG0000464	DR083_RS01865	NB625_RS02730
OG0000465	DR083_RS01860	NB625_RS02725
OG0000466	DR083_RS00275	NB625_RS00400
OG0000467	DR083_RS04780	NB625_RS02835
OG0000468	DR083_RS01570	NB625_RS01965
OG0000469	DR083_RS01630	NB625_RS02025
OG0000470	DR083_RS03825	NB625_RS00840
OG0000471	DR083_RS03775	NB625_RS00760
OG0000472	DR083_RS02975	NB625_RS03485
OG0000473	DR083_RS00525	NB625_RS03645
OG0000474	DR083_RS00530	NB625_RS03650
OG0000476	DR083_RS03485	NB625_RS01565
OG0000477	DR083_RS01905	NB625_RS02775
OG0000478	DR083_RS00470	NB625_RS03590
OG0000479	DR083_RS01155	NB625_RS01330
OG0000480	DR083_RS03830	NB625_RS02030
OG0000481	DR083_RS01375	NB625_RS00865
OG0000482	DR083_RS02485	NB625_RS01205
OG0000483	DR083_RS02885	NB625_RS02170
OG0000484	DR083_RS04580	NB625_RS00205
OG0000485	DR083_RS01955	NB625_RS01170
OG0000486	DR083_RS03035	NB625_RS02455
OG0000487	DR083_RS04720	NB625_RS02005
OG0000489	DR083_RS00950	NB625_RS00050
OG0000490	DR083_RS00890	NB625_RS03750
OG0000491	DR083_RS01135	NB625_RS01350
OG0000492	DR083_RS01060	NB625_RS01425
OG0000493	DR083_RS02405	NB625_RS00580
OG0000494	DR083_RS03165	NB625_RS01045
OG0000495	DR083_RS00625	NB625_RS02990
OG0000496	DR083_RS00615	NB625_RS02980
OG0000498	DR083_RS03355	NB625_RS02900
OG0000499	DR083_RS02150	NB625_RS02860
OG0000500	DR083_RS01535	NB625_RS01930
OG0000501	DR083_RS01675	NB625_RS03220
OG0000503	DR083_RS01320	NB625_RS00920
OG0000504	DR083_RS01455	NB625_RS00785
OG0000505	DR083_RS02675	NB625_RS00750
OG0000506	DR083_RS02665	NB625_RS00740
OG0000507	DR083_RS02630	NB625_RS00705
OG0000508	DR083_RS00130	NB625_RS00255
OG0000509	DR083_RS00165	NB625_RS00290
OG0000510	DR083_RS00175	NB625_RS00300
OG0000512	DR083_RS01840	NB625_RS02705
OG0000513	DR083_RS00455	NB625_RS03575
OG0000514	DR083_RS00650	NB625_RS03015
OG0000515	DR083_RS03495	NB625_RS01570
OG0000516	DR083_RS04725	NB625_RS02015
OG0000518	DR083_RS01720	NB625_RS03260
OG0000521	DR083_RS00145	NB625_RS00270
OG0000522	DR083_RS00180	NB625_RS00305
OG0000524	DR083_RS02180	NB625_RS02830
OG0000525	DR083_RS04850	NB625_RS03490
OG0000526	DR083_RS04265	NB625_RS01825
OG0000527	DR083_RS02220	NB625_RS01765
OG0000529	DR083_RS02725	NB625_RS02385
OG0000530	DR083_RS03310	NB625_RS02490
OG0000532	DR083_RS05100	NB625_RS01625
OG0000533	DR083_RS03335	NB625_RS01090
OG0000535	DR083_RS04655	NB625_RS00045
OG0000536	DR083_RS00825	NB625_RS03690
OG0000539	DR083_RS00090	NB625_RS00220
OG0000540	DR083_RS01925	NB625_RS02795
OG0000541	DR083_RS02135	NB625_RS02875
OG0000542	DR083_RS00230	NB625_RS00355
OG0000543	DR083_RS03635	NB625_RS02070
OG0000544	DR083_RS04805	NB625_RS01250
OG0000545	DR083_RS04260, DR083_RS04250	NB625_RS01815
OG0000546	DR083_RS00580	NB625_RS02945
OG0000552	DR083_RS01755	NB625_RS03305
OG0000553	DR083_RS04775	NB625_RS02850, NB625_RS02845
OG0000554	DR083_RS03145	NB625_RS02535
OG0000556	DR083_RS04895	NB625_RS02115, NB625_RS02130
OG0000557	DR083_RS02430	NB625_RS01265
OG0000558	DR083_RS02460	NB625_RS01230
OG0000559	DR083_RS02095	NB625_RS01705
OG0000560	DR083_RS02260	NB625_RS01805
OG0000561	DR083_RS02015	NB625_RS01115
OG0000562	DR083_RS02265	NB625_RS01810
OG0000563	DR083_RS02250	NB625_RS01800
OG0000564	DR083_RS01195	NB625_RS01290
OG0000565	DR083_RS02325	NB625_RS01875
OG0000566	DR083_RS02310	NB625_RS01855
OG0000567	DR083_RS02280	NB625_RS01820
OG0000568	DR083_RS01245	NB625_RS01000
OG0000569	DR083_RS02455	NB625_RS01235
OG0000570	DR083_RS04810	NB625_RS01240
OG0000571	DR083_RS02445	NB625_RS01245
OG0000572	DR083_RS02425	NB625_RS01270
OG0000573	DR083_RS02090	NB625_RS01700
OG0000574	DR083_RS01175	NB625_RS01310
OG0000575	DR083_RS02470	NB625_RS01220
OG0000576	DR083_RS05080	NB625_RS01655
OG0000577	DR083_RS02190	NB625_RS02815
OG0000578	DR083_RS02170	NB625_RS02840
