Orthogroup	MHP_MHP650_genes	MHP_UFV01_genes
OG0000062	DR083_RS00865	FEF30_RS00295
OG0000063	DR083_RS04645	FEF30_RS04165
OG0000064	DR083_RS00850	FEF30_RS00280
OG0000065	DR083_RS02715	FEF30_RS02625
OG0000066	DR083_RS01130	FEF30_RS01670
OG0000067	DR083_RS02350	FEF30_RS00835
OG0000068	DR083_RS03160	FEF30_RS00960
OG0000069	DR083_RS00605	FEF30_RS03195
OG0000070	DR083_RS00380	FEF30_RS02850
OG0000071	DR083_RS02790	FEF30_RS03610
OG0000072	DR083_RS04820	FEF30_RS04405
OG0000073	DR083_RS01265	FEF30_RS01015
OG0000074	DR083_RS04700	FEF30_RS04230
OG0000075	DR083_RS00220	FEF30_RS00655
OG0000076	DR083_RS00235	FEF30_RS00670
OG0000077	DR083_RS03235	FEF30_RS00755
OG0000078	DR083_RS02075	FEF30_RS01995
OG0000079	DR083_RS01845	FEF30_RS02935
OG0000080	DR083_RS04190	FEF30_RS02980
OG0000081	DR083_RS00215	FEF30_RS00650
OG0000083	DR083_RS01625	FEF30_RS02400
OG0000084	DR083_RS02910	FEF30_RS02430
OG0000085	DR083_RS02905	FEF30_RS02435
OG0000086	DR083_RS02895	FEF30_RS02445
OG0000087	DR083_RS02880	FEF30_RS02460
OG0000088	DR083_RS02875	FEF30_RS02465
OG0000089	DR083_RS02865	FEF30_RS02475
OG0000090	DR083_RS02695	FEF30_RS00400
OG0000091	DR083_RS00955	FEF30_RS00385
OG0000092	DR083_RS00940	FEF30_RS00370
OG0000093	DR083_RS00935	FEF30_RS00365
OG0000094	DR083_RS00930	FEF30_RS00360
OG0000095	DR083_RS00905	FEF30_RS00335
OG0000096	DR083_RS00900	FEF30_RS00330
OG0000097	DR083_RS00880	FEF30_RS00310
OG0000098	DR083_RS00870	FEF30_RS00300
OG0000099	DR083_RS04630	FEF30_RS04160
OG0000100	DR083_RS00805	FEF30_RS00240
OG0000101	DR083_RS00800	FEF30_RS00235
OG0000102	DR083_RS02100	FEF30_RS02020
OG0000103	DR083_RS02750	FEF30_RS02590
OG0000104	DR083_RS02745	FEF30_RS02595
OG0000105	DR083_RS02730	FEF30_RS02610
OG0000106	DR083_RS02720	FEF30_RS02620
OG0000107	DR083_RS02710	FEF30_RS02630
OG0000108	DR083_RS02705	FEF30_RS02635
OG0000109	DR083_RS02700	FEF30_RS02640
OG0000110	DR083_RS03140	FEF30_RS02760
OG0000111	DR083_RS03135	FEF30_RS02755
OG0000112	DR083_RS03125	FEF30_RS02745
OG0000113	DR083_RS03315	FEF30_RS02725
OG0000114	DR083_RS03305	FEF30_RS02715
OG0000115	DR083_RS03290	FEF30_RS02705
OG0000116	DR083_RS01185	FEF30_RS01610
OG0000117	DR083_RS01180	FEF30_RS01615
OG0000118	DR083_RS01145	FEF30_RS01650
OG0000119	DR083_RS01140	FEF30_RS01655
OG0000120	DR083_RS01125	FEF30_RS01675
OG0000121	DR083_RS01100	FEF30_RS01700
OG0000122	DR083_RS01095	FEF30_RS01705
OG0000123	DR083_RS01075	FEF30_RS01725
OG0000124	DR083_RS01070	FEF30_RS01730
OG0000125	DR083_RS01065	FEF30_RS01735
OG0000126	DR083_RS01055	FEF30_RS01745
OG0000127	DR083_RS01045	FEF30_RS01755
OG0000128	DR083_RS01030	FEF30_RS01770
OG0000129	DR083_RS01025	FEF30_RS01775
OG0000130	DR083_RS01015	FEF30_RS01785
OG0000131	DR083_RS00985	FEF30_RS04265
OG0000132	DR083_RS04660	FEF30_RS04270
OG0000133	DR083_RS02355	FEF30_RS00840
OG0000134	DR083_RS04790	FEF30_RS00845
OG0000135	DR083_RS02375	FEF30_RS00860
OG0000136	DR083_RS02380	FEF30_RS00865
OG0000137	DR083_RS02420	FEF30_RS00905
OG0000138	DR083_RS03185	FEF30_RS00935
OG0000139	DR083_RS03155	FEF30_RS00965
OG0000140	DR083_RS03150	FEF30_RS00970
OG0000141	DR083_RS00725	FEF30_RS03310
OG0000142	DR083_RS04625	FEF30_RS04385
OG0000143	DR083_RS00695	FEF30_RS03285
OG0000144	DR083_RS00685	FEF30_RS03275
OG0000145	DR083_RS00675	FEF30_RS03265
OG0000146	DR083_RS00665	FEF30_RS03255
OG0000147	DR083_RS00660	FEF30_RS03250
OG0000148	DR083_RS00645	FEF30_RS03235
OG0000149	DR083_RS00635	FEF30_RS03225
OG0000150	DR083_RS00620	FEF30_RS03210
OG0000151	DR083_RS00575	FEF30_RS03160
OG0000152	DR083_RS00570	FEF30_RS03155
OG0000153	DR083_RS00565	FEF30_RS03150
OG0000154	DR083_RS00555	FEF30_RS03140
OG0000155	DR083_RS03340	FEF30_RS03100
OG0000156	DR083_RS02140	FEF30_RS03090
OG0000157	DR083_RS04765	FEF30_RS04375
OG0000158	DR083_RS04770	FEF30_RS04370
OG0000159	DR083_RS04945	FEF30_RS02835
OG0000160	DR083_RS00360	FEF30_RS02830
OG0000161	DR083_RS00355	FEF30_RS02825
OG0000162	DR083_RS00345	FEF30_RS02815
OG0000163	DR083_RS00340	FEF30_RS02810
OG0000164	DR083_RS03555	FEF30_RS01925
OG0000165	DR083_RS01545	FEF30_RS02320
OG0000166	DR083_RS01565	FEF30_RS02340
OG0000167	DR083_RS01580	FEF30_RS02355
OG0000168	DR083_RS01585	FEF30_RS02360
OG0000169	DR083_RS01655	FEF30_RS03395
OG0000170	DR083_RS01670	FEF30_RS04475
OG0000171	DR083_RS01680	FEF30_RS03420
OG0000172	DR083_RS01690	FEF30_RS03425
OG0000173	DR083_RS01695	FEF30_RS03430
OG0000174	DR083_RS01700	FEF30_RS03435
OG0000175	DR083_RS01715	FEF30_RS03450
OG0000176	DR083_RS01765	FEF30_RS03495
OG0000177	DR083_RS01770	FEF30_RS03500
OG0000178	DR083_RS01775	FEF30_RS03505
OG0000179	DR083_RS01785	FEF30_RS03515
OG0000180	DR083_RS01790	FEF30_RS03520
OG0000181	DR083_RS04830	FEF30_RS04395
OG0000182	DR083_RS02830	FEF30_RS03570
OG0000183	DR083_RS02795	FEF30_RS03605
OG0000184	DR083_RS03100	FEF30_RS00025
OG0000185	DR083_RS03085	FEF30_RS00010
OG0000186	DR083_RS04900	FEF30_RS04275
OG0000187	DR083_RS03415	FEF30_RS01855
OG0000188	DR083_RS03405	FEF30_RS01865
OG0000189	DR083_RS04865	FEF30_RS04355
OG0000190	DR083_RS03025	FEF30_RS02670
OG0000191	DR083_RS03005	FEF30_RS02650
OG0000192	DR083_RS02475	FEF30_RS01530
OG0000193	DR083_RS02490	FEF30_RS01515
OG0000194	DR083_RS01250	FEF30_RS01000
OG0000195	DR083_RS01255	FEF30_RS01005
OG0000196	DR083_RS01275	FEF30_RS01025
OG0000197	DR083_RS01280	FEF30_RS01030
OG0000198	DR083_RS01295	FEF30_RS01045
OG0000199	DR083_RS01300	FEF30_RS01050
OG0000200	DR083_RS01315	FEF30_RS01065
OG0000201	DR083_RS01325	FEF30_RS01075
OG0000202	DR083_RS04685	FEF30_RS01130
OG0000203	DR083_RS01385	FEF30_RS01135
OG0000204	DR083_RS01390	FEF30_RS01140
OG0000205	DR083_RS01395	FEF30_RS01145
OG0000206	DR083_RS01415	FEF30_RS01165
OG0000207	DR083_RS01430	FEF30_RS01180
OG0000208	DR083_RS01435	FEF30_RS01185
OG0000209	DR083_RS01440	FEF30_RS01190
OG0000210	DR083_RS02680	FEF30_RS01235
OG0000211	DR083_RS02670	FEF30_RS01245
OG0000212	DR083_RS02660	FEF30_RS01255
OG0000213	DR083_RS02655	FEF30_RS01260
OG0000214	DR083_RS02650	FEF30_RS01265
OG0000215	DR083_RS02645	FEF30_RS01270
OG0000216	DR083_RS02640	FEF30_RS01275
OG0000217	DR083_RS02635	FEF30_RS01280
OG0000218	DR083_RS02625	FEF30_RS01290
OG0000219	DR083_RS02620	FEF30_RS01295
OG0000220	DR083_RS02615	FEF30_RS01300
OG0000221	DR083_RS02610	FEF30_RS01305
OG0000222	DR083_RS02605	FEF30_RS01310
OG0000223	DR083_RS02600	FEF30_RS01315
OG0000224	DR083_RS02590	FEF30_RS01325
OG0000225	DR083_RS02580	FEF30_RS01335
OG0000226	DR083_RS02575	FEF30_RS01340
OG0000227	DR083_RS02570	FEF30_RS01345
OG0000228	DR083_RS05030	FEF30_RS04410
OG0000229	DR083_RS02560	FEF30_RS01355
OG0000230	DR083_RS02555	FEF30_RS01360
OG0000231	DR083_RS02545	FEF30_RS01370
OG0000232	DR083_RS02535	FEF30_RS01380
OG0000233	DR083_RS02035	FEF30_RS01405
OG0000234	DR083_RS01995	FEF30_RS01440
OG0000235	DR083_RS01985	FEF30_RS01450
OG0000236	DR083_RS01980	FEF30_RS01455
OG0000237	DR083_RS01975	FEF30_RS01460
OG0000238	DR083_RS01965	FEF30_RS01465
OG0000239	DR083_RS00735	FEF30_RS03320
OG0000240	DR083_RS00740	FEF30_RS03325
OG0000241	DR083_RS00750	FEF30_RS03335
OG0000242	DR083_RS00755	FEF30_RS03340
OG0000243	DR083_RS00760	FEF30_RS03345
OG0000244	DR083_RS00770	FEF30_RS03355
OG0000245	DR083_RS00780	FEF30_RS03365
OG0000246	DR083_RS00010	FEF30_RS00455
OG0000247	DR083_RS00020	FEF30_RS00465
OG0000248	DR083_RS00030	FEF30_RS00475
OG0000249	DR083_RS00035	FEF30_RS03675, FEF30_RS00480
OG0000250	DR083_RS00050	FEF30_RS00495
OG0000251	DR083_RS00085	FEF30_RS00525
OG0000252	DR083_RS00095	FEF30_RS00535
OG0000253	DR083_RS00100	FEF30_RS00540
OG0000254	DR083_RS00110	FEF30_RS00550
OG0000255	DR083_RS00120	FEF30_RS00555
OG0000256	DR083_RS00125	FEF30_RS00560
OG0000257	DR083_RS00150	FEF30_RS00585
OG0000258	DR083_RS00160	FEF30_RS00595
OG0000259	DR083_RS00190	FEF30_RS00625
OG0000260	DR083_RS00200	FEF30_RS00635
OG0000261	DR083_RS04585	FEF30_RS04195
OG0000262	DR083_RS00225	FEF30_RS00660
OG0000263	DR083_RS00240	FEF30_RS00675
OG0000264	DR083_RS00255	FEF30_RS00690
OG0000265	DR083_RS00265	FEF30_RS00700
OG0000266	DR083_RS00280	FEF30_RS00715
OG0000267	DR083_RS00295	FEF30_RS00730
OG0000268	DR083_RS00300	FEF30_RS00735
OG0000269	DR083_RS03225	FEF30_RS00750
OG0000270	DR083_RS04615	FEF30_RS04155
OG0000271	DR083_RS00515	FEF30_RS00205
OG0000272	DR083_RS00510	FEF30_RS00200
OG0000273	DR083_RS00505	FEF30_RS00195
OG0000274	DR083_RS00485	FEF30_RS00175
OG0000275	DR083_RS04605	FEF30_RS04145
OG0000276	DR083_RS00475	FEF30_RS00165
OG0000277	DR083_RS00465	FEF30_RS00155
OG0000278	DR083_RS00460	FEF30_RS00150
OG0000279	DR083_RS00450	FEF30_RS00140
OG0000280	DR083_RS00445	FEF30_RS00135
OG0000281	DR083_RS00440	FEF30_RS00130
OG0000282	DR083_RS04595	FEF30_RS04135
OG0000283	DR083_RS00410	FEF30_RS00100
OG0000284	DR083_RS00405	FEF30_RS00095
OG0000285	DR083_RS04590	FEF30_RS04130
OG0000286	DR083_RS00325	FEF30_RS02795
OG0000287	DR083_RS01805	FEF30_RS02895
OG0000288	DR083_RS01815	FEF30_RS02905
OG0000289	DR083_RS01820	FEF30_RS02910
OG0000290	DR083_RS02205	FEF30_RS03020
OG0000291	DR083_RS01920	FEF30_RS03010
OG0000292	DR083_RS01915	FEF30_RS03005
OG0000293	DR083_RS01910	FEF30_RS03000
OG0000294	DR083_RS01900	FEF30_RS02990
OG0000295	DR083_RS01895	FEF30_RS02985
OG0000296	DR083_RS01855	FEF30_RS02945
OG0000297	DR083_RS01850	FEF30_RS02940
OG0000298	DR083_RS00045	FEF30_RS00490
OG0000299	DR083_RS00070	FEF30_RS00510
OG0000300	DR083_RS00250	FEF30_RS00685
OG0000301	DR083_RS00285	FEF30_RS00720
OG0000302	DR083_RS00290	FEF30_RS00725
OG0000303	DR083_RS02385	FEF30_RS00870
OG0000304	DR083_RS02530	FEF30_RS01385
OG0000305	DR083_RS00670	FEF30_RS03260
OG0000306	DR083_RS00595	FEF30_RS03185
OG0000307	DR083_RS00560	FEF30_RS03145
OG0000308	DR083_RS02185	FEF30_RS03040
OG0000309	DR083_RS01885	FEF30_RS02975
OG0000310	DR083_RS01810	FEF30_RS02900
OG0000311	DR083_RS00385	FEF30_RS02855
OG0000312	DR083_RS00370	FEF30_RS02840
OG0000313	DR083_RS03565	FEF30_RS01915
OG0000314	DR083_RS01560	FEF30_RS02335
OG0000315	DR083_RS01590	FEF30_RS02365
OG0000316	DR083_RS01600	FEF30_RS02375
OG0000317	DR083_RS02870	FEF30_RS02470
OG0000318	DR083_RS04715	FEF30_RS04320
OG0000319	DR083_RS02735	FEF30_RS02605
OG0000320	DR083_RS03115	FEF30_RS02735
OG0000321	DR083_RS01150	FEF30_RS01645
OG0000322	DR083_RS01105	FEF30_RS01695
OG0000323	DR083_RS00975	FEF30_RS01825
OG0000324	DR083_RS03000	FEF30_RS02645
OG0000325	DR083_RS01260	FEF30_RS01010
OG0000326	DR083_RS01355	FEF30_RS01105
OG0000327	DR083_RS01360	FEF30_RS01110
OG0000328	DR083_RS01445	FEF30_RS01195
OG0000329	DR083_RS01470	FEF30_RS01215
OG0000330	DR083_RS02020	FEF30_RS01415
OG0000331	DR083_RS00765	FEF30_RS03350
OG0000332	DR083_RS01725	FEF30_RS03460
OG0000333	DR083_RS01735	FEF30_RS03470
OG0000334	DR083_RS02835	FEF30_RS03565
OG0000335	DR083_RS02825	FEF30_RS03575
OG0000336	DR083_RS04600	FEF30_RS04140
OG0000337	DR083_RS00855	FEF30_RS00285
OG0000338	DR083_RS00895	FEF30_RS00325
OG0000339	DR083_RS03295	FEF30_RS02710
OG0000340	DR083_RS01170	FEF30_RS01625
OG0000341	DR083_RS03020	FEF30_RS02665
OG0000342	DR083_RS01290	FEF30_RS01040
OG0000343	DR083_RS01745	FEF30_RS03480
OG0000344	DR083_RS02400	FEF30_RS00885
OG0000345	DR083_RS02585	FEF30_RS01330
OG0000346	DR083_RS04950	FEF30_RS00125
OG0000347	DR083_RS01080	FEF30_RS01720
OG0000348	DR083_RS01365	FEF30_RS01115
OG0000349	DR083_RS04610	FEF30_RS04150
OG0000350	DR083_RS00550	FEF30_RS03135
OG0000351	DR083_RS03285	FEF30_RS00805
OG0000352	DR083_RS01540	FEF30_RS02315
OG0000353	DR083_RS01110	FEF30_RS01690
OG0000354	DR083_RS03170	FEF30_RS00950
OG0000355	DR083_RS04705	FEF30_RS04310
OG0000356	DR083_RS04710	FEF30_RS04315
OG0000357	DR083_RS04740	FEF30_RS04390
OG0000358	DR083_RS01710	FEF30_RS03445
OG0000359	DR083_RS04680	FEF30_RS04215
OG0000360	DR083_RS00155	FEF30_RS00590
OG0000361	DR083_RS00185	FEF30_RS00620
OG0000362	DR083_RS01830	FEF30_RS02920
OG0000363	DR083_RS04670	FEF30_RS01760
OG0000365	DR083_RS03815	FEF30_RS04335
OG0000366	DR083_RS02900	FEF30_RS02440
OG0000367	DR083_RS02890	FEF30_RS02450
OG0000368	DR083_RS05110	FEF30_RS00390
OG0000369	DR083_RS04650	FEF30_RS04170
OG0000370	DR083_RS00920	FEF30_RS00350
OG0000371	DR083_RS00915	FEF30_RS00345
OG0000372	DR083_RS00910	FEF30_RS00340
OG0000373	DR083_RS00885	FEF30_RS00315
OG0000374	DR083_RS00875	FEF30_RS00305
OG0000375	DR083_RS02740	FEF30_RS02600
OG0000376	DR083_RS03130	FEF30_RS02750
OG0000377	DR083_RS03120	FEF30_RS02740
OG0000378	DR083_RS01190	FEF30_RS01605
OG0000379	DR083_RS01115	FEF30_RS01685
OG0000380	DR083_RS01090	FEF30_RS01710
OG0000381	DR083_RS01050	FEF30_RS01750
OG0000382	DR083_RS01020	FEF30_RS01780
OG0000383	DR083_RS00980	FEF30_RS01820
OG0000384	DR083_RS02340	FEF30_RS00825
OG0000385	DR083_RS02345	FEF30_RS00830
OG0000386	DR083_RS02365	FEF30_RS00850
OG0000387	DR083_RS02390	FEF30_RS00875
OG0000388	DR083_RS04795	FEF30_RS04205
OG0000390	DR083_RS00690	FEF30_RS03280
OG0000391	DR083_RS00680	FEF30_RS03270
OG0000392	DR083_RS00655	FEF30_RS03245
OG0000393	DR083_RS04620	FEF30_RS04380
OG0000394	DR083_RS03350	FEF30_RS03110
OG0000395	DR083_RS03345	FEF30_RS03105
OG0000396	DR083_RS00330	FEF30_RS02800
OG0000397	DR083_RS01525	FEF30_RS02300
OG0000398	DR083_RS01530	FEF30_RS02305
OG0000399	DR083_RS01575	FEF30_RS02350
OG0000400	DR083_RS01665	FEF30_RS03405
OG0000401	DR083_RS01730	FEF30_RS03465
OG0000402	DR083_RS01740	FEF30_RS03475
OG0000403	DR083_RS01750	FEF30_RS03485
OG0000404	DR083_RS01780	FEF30_RS03510
OG0000406	DR083_RS02820	FEF30_RS03580
OG0000407	DR083_RS04825	FEF30_RS04400
OG0000408	DR083_RS02810	FEF30_RS03590
OG0000409	DR083_RS02805	FEF30_RS03595
OG0000410	DR083_RS03105	FEF30_RS00030
OG0000411	DR083_RS03095	FEF30_RS00020
OG0000412	DR083_RS03090	FEF30_RS00015
OG0000413	DR083_RS03435	FEF30_RS01835
OG0000414	DR083_RS03425	FEF30_RS01845
OG0000415	DR083_RS03420	FEF30_RS01850
OG0000416	DR083_RS03410	FEF30_RS01860
OG0000417	DR083_RS03015	FEF30_RS02660
OG0000418	DR083_RS03010	FEF30_RS02655
OG0000419	DR083_RS01270	FEF30_RS01020
OG0000420	DR083_RS01305	FEF30_RS01055
OG0000421	DR083_RS01340	FEF30_RS01090
OG0000422	DR083_RS01350	FEF30_RS01100
OG0000423	DR083_RS01405	FEF30_RS01155
OG0000424	DR083_RS01410	FEF30_RS01160
OG0000425	DR083_RS01420	FEF30_RS01170
OG0000426	DR083_RS04690	FEF30_RS04220
OG0000427	DR083_RS04695	FEF30_RS04225
OG0000428	DR083_RS01475	FEF30_RS01225
OG0000429	DR083_RS02595	FEF30_RS01320
OG0000430	DR083_RS02550	FEF30_RS01365
OG0000431	DR083_RS02540	FEF30_RS01375
OG0000432	DR083_RS02025	FEF30_RS01410
OG0000433	DR083_RS02010	FEF30_RS01425
OG0000434	DR083_RS02005	FEF30_RS01430
OG0000435	DR083_RS01990	FEF30_RS01445
OG0000436	DR083_RS01960	FEF30_RS01470
OG0000437	DR083_RS01950	FEF30_RS01480
OG0000438	DR083_RS01945	FEF30_RS01485
OG0000439	DR083_RS04745	FEF30_RS04235
OG0000440	DR083_RS00745	FEF30_RS03330
OG0000441	DR083_RS00785	FEF30_RS03370
OG0000442	DR083_RS00015	FEF30_RS00460
OG0000443	DR083_RS00065	FEF30_RS00505
OG0000444	DR083_RS00080	FEF30_RS00520
OG0000445	DR083_RS00105	FEF30_RS00545
OG0000446	DR083_RS00135	FEF30_RS00570
OG0000447	DR083_RS00140	FEF30_RS00575
OG0000448	DR083_RS00170	FEF30_RS00605
OG0000449	DR083_RS00195	FEF30_RS00630
OG0000450	DR083_RS00205	FEF30_RS00640
OG0000451	DR083_RS00245	FEF30_RS00680
OG0000452	DR083_RS00270	FEF30_RS00705
OG0000453	DR083_RS00305	FEF30_RS00740
OG0000455	DR083_RS00795	FEF30_RS00230
OG0000456	DR083_RS00420	FEF30_RS00110
OG0000457	DR083_RS00395	FEF30_RS00085
OG0000458	DR083_RS01800	FEF30_RS02890
OG0000459	DR083_RS01825	FEF30_RS02915
OG0000460	DR083_RS01835	FEF30_RS02925
OG0000461	DR083_RS01880	FEF30_RS02970
OG0000462	DR083_RS01875	FEF30_RS02965
OG0000463	DR083_RS01870	FEF30_RS02960
OG0000464	DR083_RS01865	FEF30_RS02955
OG0000465	DR083_RS01860	FEF30_RS02950
OG0000466	DR083_RS00275	FEF30_RS00710
OG0000467	DR083_RS04780	FEF30_RS04360
OG0000468	DR083_RS01570	FEF30_RS02345
OG0000469	DR083_RS01630	FEF30_RS02405
OG0000470	DR083_RS03825	FEF30_RS01150
OG0000471	DR083_RS03775	FEF30_RS01230
OG0000472	DR083_RS02975	FEF30_RS00040
OG0000473	DR083_RS00525	FEF30_RS00215
OG0000474	DR083_RS00530	FEF30_RS00220
OG0000476	DR083_RS03485	FEF30_RS01870
OG0000477	DR083_RS01905	FEF30_RS02995
OG0000478	DR083_RS00470	FEF30_RS00160
OG0000479	DR083_RS01155	FEF30_RS01640
OG0000480	DR083_RS03830	FEF30_RS02410
OG0000481	DR083_RS01375	FEF30_RS01125
OG0000482	DR083_RS02485	FEF30_RS01520
OG0000483	DR083_RS02885	FEF30_RS02455
OG0000484	DR083_RS04580	FEF30_RS04190
OG0000485	DR083_RS01955	FEF30_RS01475
OG0000486	DR083_RS03035	FEF30_RS02680
OG0000487	DR083_RS04720	FEF30_RS04325
OG0000489	DR083_RS00950	FEF30_RS00380
OG0000490	DR083_RS00890	FEF30_RS00320
OG0000491	DR083_RS01135	FEF30_RS01660
OG0000492	DR083_RS01060	FEF30_RS01740
OG0000493	DR083_RS02405	FEF30_RS00890
OG0000494	DR083_RS03165	FEF30_RS00955
OG0000495	DR083_RS00625	FEF30_RS03215
OG0000496	DR083_RS00615	FEF30_RS03205
OG0000497	DR083_RS00610	FEF30_RS03200
OG0000498	DR083_RS03355	FEF30_RS03115
OG0000499	DR083_RS02150	FEF30_RS03080
OG0000500	DR083_RS01535	FEF30_RS02310
OG0000502	DR083_RS02495	FEF30_RS01510
OG0000503	DR083_RS01320	FEF30_RS01070
OG0000504	DR083_RS01455	FEF30_RS01205
OG0000505	DR083_RS02675	FEF30_RS01240
OG0000506	DR083_RS02665	FEF30_RS01250
OG0000507	DR083_RS02630	FEF30_RS01285
OG0000508	DR083_RS00130	FEF30_RS00565
OG0000509	DR083_RS00165	FEF30_RS00600
OG0000510	DR083_RS00175	FEF30_RS00610
OG0000512	DR083_RS01840	FEF30_RS02930
OG0000513	DR083_RS00455	FEF30_RS00145
OG0000514	DR083_RS00650	FEF30_RS03240
OG0000515	DR083_RS03495	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885
OG0000516	DR083_RS04725	FEF30_RS04330
OG0000518	DR083_RS01720	FEF30_RS03455
OG0000519	DR083_RS01345	FEF30_RS01095
OG0000521	DR083_RS00145	FEF30_RS00580
OG0000522	DR083_RS00180	FEF30_RS00615
OG0000524	DR083_RS02180	FEF30_RS03045
OG0000525	DR083_RS04850	FEF30_RS04105
OG0000526	DR083_RS04265	FEF30_RS02235
OG0000527	DR083_RS02220	FEF30_RS02175
OG0000528	DR083_RS04730	FEF30_RS02395
OG0000529	DR083_RS02725	FEF30_RS02615
OG0000530	DR083_RS03310	FEF30_RS02720
OG0000531	DR083_RS01085	FEF30_RS01715
OG0000532	DR083_RS05100	FEF30_RS01945
OG0000533	DR083_RS03335	FEF30_RS00915
OG0000534	DR083_RS00260	FEF30_RS00695
OG0000535	DR083_RS04655	FEF30_RS04175
OG0000536	DR083_RS00825	FEF30_RS00260
OG0000537	DR083_RS01285	FEF30_RS01035
OG0000538	DR083_RS02000	FEF30_RS01435
OG0000539	DR083_RS00090	FEF30_RS00530
OG0000540	DR083_RS01925	FEF30_RS03015
OG0000541	DR083_RS02135	FEF30_RS03095
OG0000542	DR083_RS00230	FEF30_RS00665
OG0000544	DR083_RS04805	FEF30_RS04245
