NZ_CP098238.1	+	1	1392	ID153B	+	1	1392
NZ_CP098238.1	+	166881	168920	seqID	-	start	end
NZ_CP098238.1	+	168892	169275	seqID	-	start	end
NZ_CP098238.1	+	169293	169745	seqID	-	start	end
NZ_CP098238.1	+	169745	170140	seqID	-	start	end
NZ_CP098238.1	+	170147	171028	seqID	-	start	end
NZ_CP098238.1	+	171508	172188	seqID	-	start	end
NZ_CP098238.1	+	172215	172775	seqID	-	start	end
NZ_CP098238.1	+	172756	173349	seqID	-	start	end
NZ_CP098238.1	+	173350	174207	seqID	-	start	end
NZ_CP098238.1	+	174188	174838	seqID	-	start	end
NZ_CP098238.1	-	174918	175340	seqID	+	start	end
NZ_CP098238.1	-	175485	176813	seqID	+	start	end
NZ_CP098238.1	-	177009	178244	seqID	+	start	end
NZ_CP098238.1	-	178260	179072	seqID	+	start	end
NZ_CP098238.1	-	179082	179732	seqID	+	start	end
NZ_CP098238.1	-	179716	180321	seqID	+	start	end
NZ_CP098238.1	+	180380	180454	seqID	-	start	end
NZ_CP098238.1	-	180461	181219	seqID	+	start	end
NZ_CP098238.1	-	181206	181730	seqID	+	start	end
NZ_CP098238.1	-	181723	182154	seqID	+	start	end
NZ_CP098238.1	-	182145	183548	seqID	+	start	end
NZ_CP098238.1	-	183609	184326	seqID	+	start	end
NZ_CP098238.1	-	184313	185398	seqID	+	start	end
NZ_CP098238.1	-	185443	188283	seqID	+	start	end
NZ_CP098238.1	+	188345	188428	seqID	-	start	end
NZ_CP098238.1	-	188688	189635	seqID	+	start	end
NZ_CP098238.1	-	189761	191215	seqID	+	start	end
NZ_CP098238.1	-	191428	192531	seqID	+	start	end
NZ_CP098238.1	-	192559	192655	seqID	+	start	end
NZ_CP098238.1	+	192785	193609	seqID	-	start	end
NZ_CP098238.1	-	193868	194122	seqID	+	start	end
NZ_CP098238.1	-	194131	194430	seqID	+	start	end
NZ_CP098238.1	+	194582	195241	seqID	-	start	end
NZ_CP098238.1	+	195293	196362	seqID	-	start	end
NZ_CP098238.1	-	196391	196666	seqID	+	start	end
NZ_CP098238.1	+	196741	197532	seqID	-	start	end
NZ_CP098238.1	+	197639	199075	seqID	-	start	end
NZ_CP098238.1	+	199304	199642	seqID	-	start	end
NZ_CP098238.1	+	199657	199797	seqID	-	start	end
NZ_CP098238.1	+	199949	200143	seqID	-	start	end
NZ_CP098238.1	+	200188	200541	seqID	-	start	end
NZ_CP098238.1	+	200597	200791	seqID	-	start	end
NZ_CP098238.1	-	200956	201657	seqID	+	start	end
NZ_CP098238.1	-	201626	202498	seqID	+	start	end
NZ_CP098238.1	+	203064	203189	seqID	-	start	end
NZ_CP098238.1	-	203279	204028	seqID	+	start	end
NZ_CP098238.1	-	204037	204864	seqID	+	start	end
NZ_CP098238.1	+	205496	205571	seqID	-	start	end
NZ_CP098238.1	-	205691	206695	seqID	+	start	end
NZ_CP098238.1	-	206695	207819	seqID	+	start	end
NZ_CP098238.1	-	208010	208525	seqID	+	start	end
NZ_CP098238.1	-	208538	210127	seqID	+	start	end
NZ_CP098238.1	-	210212	211429	seqID	+	start	end
NZ_CP098238.1	+	211654	211739	seqID	-	start	end
NZ_CP098238.1	+	211743	211818	seqID	-	start	end
NZ_CP098238.1	+	211880	212848	seqID	-	start	end
NZ_CP098238.1	+	213320	215239	seqID	-	start	end
NZ_CP098238.1	+	215508	217166	seqID	-	start	end
NZ_CP098238.1	+	217439	220597	seqID	-	start	end
NZ_CP098238.1	+	220618	223467	seqID	-	start	end
NZ_CP098238.1	+	223693	224292	seqID	-	start	end
NZ_CP098238.1	+	224528	227245	seqID	-	start	end
NZ_CP098238.1	-	227562	228245	seqID	+	start	end
NZ_CP098238.1	+	228320	230971	seqID	-	start	end
NZ_CP098238.1	+	230947	231378	seqID	-	start	end
NZ_CP098238.1	+	231384	231812	seqID	-	start	end
NZ_CP098238.1	+	231846	232400	seqID	-	start	end
NZ_CP098238.1	+	232378	233271	seqID	-	start	end
NZ_CP098238.1	+	233311	235457	seqID	-	start	end
NZ_CP098238.1	+	235581	237047	seqID	-	start	end
NZ_CP098238.1	+	237049	237879	seqID	-	start	end
NZ_CP098238.1	-	237868	239196	seqID	+	start	end
NZ_CP098238.1	-	239240	240856	seqID	+	start	end
NZ_CP098238.1	+	241026	242078	seqID	-	start	end
NZ_CP098238.1	+	242538	243638	seqID	-	start	end
NZ_CP098238.1	+	243638	244603	seqID	-	start	end
NZ_CP098238.1	+	244605	246017	seqID	-	start	end
NZ_CP098238.1	+	246007	247338	seqID	-	start	end
NZ_CP098238.1	+	247325	253468	seqID	-	start	end
NZ_CP098238.1	+	253479	256157	seqID	-	start	end
NZ_CP098238.1	-	256248	256919	seqID	+	start	end
NZ_CP098238.1	-	257854	260015	seqID	+	start	end
NZ_CP098238.1	-	260071	260523	seqID	+	start	end
NZ_CP098238.1	-	260527	261609	seqID	+	start	end
NZ_CP098238.1	+	261978	262124	seqID	-	start	end
NZ_CP098238.1	-	262265	263521	seqID	+	start	end
NZ_CP098238.1	+	264018	265487	seqID	-	start	end
NZ_CP098238.1	+	265487	266503	seqID	-	start	end
NZ_CP098238.1	+	266487	267293	seqID	-	start	end
NZ_CP098238.1	+	267283	268302	seqID	-	start	end
NZ_CP098238.1	+	268302	270272	seqID	-	start	end
NZ_CP098238.1	+	270272	271174	seqID	-	start	end
NZ_CP098238.1	+	271186	272715	seqID	-	start	end
NZ_CP098238.1	+	272728	273324	seqID	-	start	end
NZ_CP098238.1	+	273456	274541	seqID	-	start	end
NZ_CP098238.1	+	274564	275769	seqID	-	start	end
NZ_CP098238.1	+	275792	276835	seqID	-	start	end
NZ_CP098238.1	-	276946	278007	seqID	+	start	end
NZ_CP098238.1	-	278011	278520	seqID	+	start	end
NZ_CP098238.1	-	278823	279401	seqID	+	start	end
NZ_CP098238.1	-	279382	279933	seqID	+	start	end
NZ_CP098238.1	+	280838	283435	seqID	-	start	end
NZ_CP098238.1	+	283525	284811	seqID	-	start	end
NZ_CP098238.1	+	284804	286507	seqID	-	start	end
NZ_CP098238.1	+	286582	287037	seqID	-	start	end
NZ_CP098238.1	+	287177	287449	seqID	-	start	end
NZ_CP098238.1	-	287613	291245	seqID	+	start	end
NZ_CP098238.1	-	291245	293887	seqID	+	start	end
NZ_CP098238.1	-	293920	296133	seqID	+	start	end
NZ_CP098238.1	-	296166	296474	seqID	+	start	end
NZ_CP098238.1	-	296474	297253	seqID	+	start	end
NZ_CP098238.1	+	297547	298905	seqID	-	start	end
NZ_CP098238.1	+	298914	300155	seqID	-	start	end
NZ_CP098238.1	+	300285	300821	seqID	-	start	end
NZ_CP098238.1	-	300824	301624	seqID	+	start	end
NZ_CP098238.1	-	301625	302623	seqID	+	start	end
NZ_CP098238.1	-	302640	302975	seqID	+	start	end
NZ_CP098238.1	+	303096	305249	seqID	-	start	end
NZ_CP098238.1	+	305312	305593	seqID	-	start	end
NZ_CP098238.1	+	305596	306180	seqID	-	start	end
NZ_CP098238.1	+	306183	306818	seqID	-	start	end
NZ_CP098238.1	+	306799	307671	seqID	-	start	end
NZ_CP098238.1	+	307675	308408	seqID	-	start	end
NZ_CP098238.1	+	308440	308976	seqID	-	start	end
NZ_CP098238.1	+	309004	309822	seqID	-	start	end
NZ_CP098238.1	+	309795	310697	seqID	-	start	end
NZ_CP098238.1	+	310687	311649	seqID	-	start	end
NZ_CP098238.1	+	311653	313731	seqID	-	start	end
NZ_CP098238.1	+	313801	314754	seqID	-	start	end
NZ_CP098238.1	-	314751	317366	seqID	+	start	end
NZ_CP098238.1	+	317456	317893	seqID	-	start	end
NZ_CP098238.1	+	318166	318519	seqID	-	start	end
NZ_CP098238.1	-	318639	320669	seqID	+	start	end
NZ_CP098238.1	-	320837	321670	seqID	+	start	end
NZ_CP098238.1	-	321721	324819	seqID	+	start	end
NZ_CP098238.1	+	325318	325998	seqID	-	start	end
NZ_CP098238.1	+	326009	328165	seqID	-	start	end
NZ_CP098238.1	+	328224	328421	seqID	-	start	end
NZ_CP098238.1	+	328543	328617	seqID	-	start	end
NZ_CP098238.1	+	328621	328696	seqID	-	start	end
NZ_CP098238.1	+	328704	328779	seqID	-	start	end
NZ_CP098238.1	+	328784	328860	seqID	-	start	end
NZ_CP098238.1	+	328896	328979	seqID	-	start	end
NZ_CP098238.1	+	329033	329875	seqID	-	start	end
NZ_CP098238.1	+	329889	330698	seqID	-	start	end
NZ_CP098238.1	+	330700	331536	seqID	-	start	end
NZ_CP098238.1	-	331533	332348	seqID	+	start	end
NZ_CP098238.1	+	332858	334462	seqID	-	start	end
NZ_CP098238.1	-	334467	335054	seqID	+	start	end
NZ_CP098238.1	-	335036	335683	seqID	+	start	end
NZ_CP098238.1	-	335714	337624	seqID	+	start	end
NZ_CP098238.1	-	337629	337994	seqID	+	start	end
NZ_CP098238.1	-	338047	338730	seqID	+	start	end
NZ_CP098238.1	-	338752	339018	seqID	+	start	end
NZ_CP098238.1	-	339274	339726	seqID	+	start	end
NZ_CP098238.1	-	339886	342206	seqID	+	start	end
NZ_CP098238.1	-	342193	343989	seqID	+	start	end
NZ_CP098238.1	-	344510	344851	seqID	+	start	end
NZ_CP098238.1	+	344973	345308	seqID	-	start	end
NZ_CP098238.1	+	345437	347446	seqID	-	start	end
NZ_CP098238.1	+	347518	348111	seqID	-	start	end
NZ_CP098238.1	-	349387	350488	seqID	+	start	end
NZ_CP098238.1	-	350498	350761	seqID	+	start	end
NZ_CP098238.1	-	350779	351339	seqID	+	start	end
NZ_CP098238.1	-	351357	352082	seqID	+	start	end
NZ_CP098238.1	-	352824	353966	seqID	+	start	end
NZ_CP098238.1	-	354005	354769	seqID	+	start	end
NZ_CP098238.1	+	354924	355676	seqID	-	start	end
NZ_CP098238.1	-	356043	356222	seqID	+	start	end
NZ_CP098238.1	+	356780	357352	seqID	-	start	end
NZ_CP098238.1	+	357652	358902	seqID	-	start	end
NZ_CP098238.1	+	359039	360472	seqID	-	start	end
NZ_CP098238.1	+	360465	361199	seqID	-	start	end
NZ_CP098238.1	+	361237	361290	seqID	-	start	end
NZ_CP098238.1	+	361303	361455	seqID	-	start	end
NZ_CP098238.1	-	361772	363724	seqID	+	start	end
NZ_CP098238.1	-	363801	366083	seqID	+	start	end
NZ_CP098238.1	-	366049	366933	seqID	+	start	end
NZ_CP098238.1	-	367156	367305	seqID	+	start	end
NZ_CP098238.1	+	367437	373364	seqID	-	start	end
NZ_CP098238.1	-	373670	374842	seqID	+	start	end
NZ_CP098238.1	-	374845	375876	seqID	+	start	end
NZ_CP098238.1	-	375879	376742	seqID	+	start	end
NZ_CP098238.1	-	376723	377055	seqID	+	start	end
NZ_CP098238.1	+	377462	378298	seqID	-	start	end
NZ_CP098238.1	+	378301	380619	seqID	-	start	end
NZ_CP098238.1	+	380711	382663	seqID	-	start	end
NZ_CP098238.1	+	382811	384505	seqID	-	start	end
NZ_CP098238.1	+	384510	386924	seqID	-	start	end
NZ_CP098238.1	-	387255	387416	seqID	+	start	end
NZ_CP098238.1	-	387715	389373	seqID	+	start	end
NZ_CP098238.1	-	389707	391179	seqID	+	start	end
NZ_CP098238.1	-	391169	393250	ID153B	-	387715	389373
NZ_CP098238.1	+	393434	393640	ID153B	-	683108	684766
NZ_CP098238.1	+	393648	393902	ID153B	+	389707	391179
NZ_CP098238.1	-	394034	394822	ID153B	-	391169	393250
NZ_CP098238.1	-	394823	396244	ID153B	-	393434	393640
NZ_CP098238.1	-	396413	397300	ID153B	-	393648	393902
NZ_CP098238.1	-	397403	398332	ID153B	-	394034	394822
NZ_CP098238.1	-	398401	399243	ID153B	-	394823	396244
NZ_CP098238.1	-	399437	399664	ID153B	-	396413	397300
NZ_CP098238.1	-	399867	400499	ID153B	-	397403	398332
NZ_CP098238.1	+	400913	401976	ID153B	+	398401	399243
NZ_CP098238.1	+	402047	402694	ID153B	+	399437	399664
NZ_CP098238.1	-	403176	403622	ID153B	-	399867	400499
NZ_CP098238.1	+	404117	404914	ID153B	+	400913	401976
NZ_CP098238.1	-	405525	406997	ID153B	-	402047	402694
NZ_CP098238.1	-	406999	408441	ID153B	-	403176	403622
NZ_CP098238.1	-	408428	408823	ID153B	-	404117	404914
NZ_CP098238.1	+	408915	409079	ID153B	+	405525	406997
NZ_CP098238.1	-	409115	409342	ID153B	-	406999	408441
NZ_CP098238.1	-	409360	410010	ID153B	-	408428	408823
NZ_CP098238.1	-	409955	411748	ID153B	-	408915	409079
NZ_CP098238.1	-	411735	413624	ID153B	-	409115	409342
NZ_CP098238.1	-	413627	414295	ID153B	-	409360	410010
NZ_CP098238.1	+	415174	415311	ID153B	+	409955	411748
NZ_CP098238.1	+	415667	415759	ID153B	+	411735	413624
NZ_CP098238.1	-	415901	416914	ID153B	-	413627	414295
NZ_CP098238.1	-	417502	417696	ID153B	-	415174	415311
NZ_CP098238.1	+	417909	418826	ID153B	+	415667	415759
NZ_CP098238.1	-	419680	419802	ID153B	-	415901	416914
NZ_CP098238.1	-	420386	420511	ID153B	-	417502	417696
NZ_CP098238.1	-	420827	420903	ID153B	-	417909	418826
NZ_CP098238.1	-	420913	420987	ID153B	-	419680	419802
NZ_CP098238.1	-	421055	421891	ID153B	-	420386	420511
NZ_CP098238.1	-	422908	423699	ID153B	-	420827	420903
NZ_CP098238.1	-	423898	424869	ID153B	-	420913	420987
NZ_CP098238.1	-	424890	426230	ID153B	-	421055	421891
NZ_CP098238.1	+	426390	428495	ID153B	+	422908	423699
NZ_CP098238.1	+	428511	430109	ID153B	+	423898	424869
NZ_CP098238.1	+	430141	430473	ID153B	+	424890	426230
NZ_CP098238.1	-	430528	432184	ID153B	-	426390	428495
NZ_CP098238.1	-	432298	433857	ID153B	-	428511	430109
NZ_CP098238.1	+	433971	435548	ID153B	+	430141	430473
NZ_CP098238.1	-	435944	436690	ID153B	-	430528	432184
NZ_CP098238.1	-	436704	438236	ID153B	-	432298	433857
NZ_CP098238.1	+	438575	439840	ID153B	+	433971	435548
NZ_CP098238.1	+	439824	440594	ID153B	+	435944	436690
NZ_CP098238.1	+	440587	442293	ID153B	+	436704	438236
NZ_CP098238.1	+	442401	442877	ID153B	+	438575	439840
NZ_CP098238.1	+	443045	444058	ID153B	+	439824	440594
NZ_CP098238.1	+	444104	445033	ID153B	+	440587	442293
NZ_CP098238.1	+	445342	447555	ID153B	+	442401	442877
NZ_CP098238.1	+	447576	449687	ID153B	+	443045	444058
NZ_CP098238.1	+	449714	450646	ID153B	+	444104	445033
NZ_CP098238.1	+	450660	452836	ID153B	+	445342	447555
NZ_CP098238.1	+	452836	453846	ID153B	+	447576	449687
NZ_CP098238.1	+	453809	454774	ID153B	+	449714	450646
NZ_CP098238.1	+	454778	454945	ID153B	+	450660	452836
NZ_CP098238.1	-	455104	457977	ID153B	-	452836	453846
NZ_CP098238.1	-	457990	460954	ID153B	-	453809	454774
NZ_CP098238.1	-	461119	461598	ID153B	-	454778	454945
NZ_CP098238.1	-	461623	461913	ID153B	-	455104	457977
NZ_CP098238.1	-	462348	464117	ID153B	-	457990	460954
NZ_CP098238.1	-	464216	465268	ID153B	-	461119	461598
NZ_CP098238.1	-	465737	466954	ID153B	-	461623	461913
NZ_CP098238.1	+	467075	467281	ID153B	+	462348	464117
NZ_CP098238.1	+	467262	468881	ID153B	+	464216	465268
NZ_CP098238.1	-	468976	472637	ID153B	-	465737	466954
NZ_CP098238.1	-	472659	473486	ID153B	-	467075	467281
NZ_CP098238.1	-	473479	476178	ID153B	-	467262	468881
NZ_CP098238.1	-	476156	477856	ID153B	-	468976	472637
NZ_CP098238.1	-	477875	478264	ID153B	-	472659	473486
NZ_CP098238.1	-	478266	478457	ID153B	-	473479	476178
NZ_CP098238.1	-	478587	478733	ID153B	-	476156	477856
NZ_CP098238.1	-	479675	481915	ID153B	-	477875	478264
NZ_CP098238.1	-	481956	482222	ID153B	-	478266	478457
NZ_CP098238.1	-	482536	483639	ID153B	-	478587	478733
NZ_CP098238.1	-	483632	483820	ID153B	-	479675	481915
NZ_CP098238.1	-	483846	484640	ID153B	-	481956	482222
NZ_CP098238.1	-	484547	484885	ID153B	-	482536	483639
NZ_CP098238.1	-	484892	485344	ID153B	-	483632	483820
NZ_CP098238.1	-	485362	486180	ID153B	-	483846	484640
NZ_CP098238.1	-	486255	486758	ID153B	-	484547	484885
NZ_CP098238.1	-	486921	488735	ID153B	-	484892	485344
NZ_CP098238.1	+	488879	490039	ID153B	+	485362	486180
NZ_CP098238.1	+	489984	490964	ID153B	+	486255	486758
NZ_CP098238.1	+	490948	491787	ID153B	+	486921	488735
NZ_CP098238.1	+	491797	492363	ID153B	+	488879	490039
NZ_CP098238.1	+	492474	494774	ID153B	+	489984	490964
NZ_CP098238.1	-	494870	495202	ID153B	-	490948	491787
NZ_CP098238.1	-	495269	496708	ID153B	-	491797	492363
NZ_CP098238.1	-	496753	496827	ID153B	-	492474	494774
NZ_CP098238.1	-	496832	496915	ID153B	-	494870	495202
NZ_CP098238.1	+	497199	499019	ID153B	+	495269	496708
NZ_CP098238.1	+	499092	499451	ID153B	+	496753	496827
NZ_CP098238.1	+	499462	500793	ID153B	+	496832	496915
NZ_CP098238.1	+	500866	501234	ID153B	+	497199	499019
NZ_CP098238.1	+	501234	502571	ID153B	+	499092	499451
NZ_CP098238.1	+	502590	505022	ID153B	+	499462	500793
NZ_CP098238.1	+	505200	505583	ID153B	+	500866	501234
NZ_CP098238.1	-	505813	507235	ID153B	-	501234	502571
NZ_CP098238.1	-	507297	507482	ID153B	-	502590	505022
NZ_CP098238.1	-	507563	507979	ID153B	-	505200	505583
NZ_CP098238.1	+	508316	508954	ID153B	+	505813	507235
NZ_CP098238.1	-	509025	510489	ID153B	-	507297	507482
NZ_CP098238.1	+	510608	512266	ID153B	+	507563	507979
NZ_CP098238.1	+	512474	513211	ID153B	+	508316	508954
NZ_CP098238.1	+	513153	513593	ID153B	+	509025	510489
NZ_CP098238.1	+	513946	514077	ID153B	+	510608	512266
NZ_CP098238.1	+	514241	514777	ID153B	+	512474	513211
NZ_CP098238.1	+	514768	515409	ID153B	+	513153	513593
NZ_CP098238.1	+	515651	516130	ID153B	+	513946	514077
NZ_CP098238.1	+	516411	517193	ID153B	+	514241	514777
NZ_CP098238.1	+	517639	519633	ID153B	+	514768	515409
NZ_CP098238.1	+	519635	520567	ID153B	+	515651	516130
NZ_CP098238.1	+	520785	521294	ID153B	+	516411	517193
NZ_CP098238.1	+	521396	521593	ID153B	+	517639	519633
NZ_CP098238.1	+	522247	522651	ID153B	+	519635	520567
