Orthogroup	MHP_4284_genes	MHP_133A_genes
OG0000098	ABLE99_RS03450	NB626_RS03795
OG0000099	ABLE99_RS03400	NB626_RS03745
OG0000100	ABLE99_RS03385	NB626_RS03730
OG0000101	ABLE99_RS03380	NB626_RS03725
OG0000102	ABLE99_RS01655	NB626_RS01820
OG0000103	ABLE99_RS02050	NB626_RS02370
OG0000104	ABLE99_RS02055	NB626_RS02375
OG0000105	ABLE99_RS02070	NB626_RS02395
OG0000106	ABLE99_RS02080	NB626_RS02400
OG0000107	ABLE99_RS02090	NB626_RS02410
OG0000108	ABLE99_RS02095	NB626_RS02415
OG0000109	ABLE99_RS02100	NB626_RS02420
OG0000110	ABLE99_RS02290	NB626_RS02550
OG0000111	ABLE99_RS02285	NB626_RS02545
OG0000112	ABLE99_RS02275	NB626_RS02535
OG0000113	ABLE99_RS02255	NB626_RS02510
OG0000114	ABLE99_RS02245	NB626_RS02500
OG0000115	ABLE99_RS02235	NB626_RS02490
OG0000116	ABLE99_RS01265	NB626_RS01415
OG0000117	ABLE99_RS01270	NB626_RS01420
OG0000118	ABLE99_RS01305	NB626_RS01455
OG0000119	ABLE99_RS01310	NB626_RS01460
OG0000120	ABLE99_RS01325	NB626_RS01475
OG0000121	ABLE99_RS01350	NB626_RS01505
OG0000122	ABLE99_RS01355	NB626_RS01510
OG0000123	ABLE99_RS01375	NB626_RS01530
OG0000124	ABLE99_RS01380	NB626_RS01535
OG0000125	ABLE99_RS01385	NB626_RS01540
OG0000126	ABLE99_RS01395	NB626_RS01550
OG0000127	ABLE99_RS01405	NB626_RS01560
OG0000128	ABLE99_RS01420	NB626_RS01575
OG0000129	ABLE99_RS01425	NB626_RS01580
OG0000130	ABLE99_RS01435	NB626_RS01590
OG0000131	ABLE99_RS01465	NB626_RS01620
OG0000132	ABLE99_RS01480	NB626_RS01635
OG0000133	ABLE99_RS00525	NB626_RS00630
OG0000134	ABLE99_RS00530	NB626_RS00635
OG0000135	ABLE99_RS00545	NB626_RS00650
OG0000136	ABLE99_RS00550	NB626_RS00655
OG0000137	ABLE99_RS00580	NB626_RS00685
OG0000138	ABLE99_RS01040	NB626_RS00720
OG0000139	ABLE99_RS01010	NB626_RS00750
OG0000140	ABLE99_RS01005	NB626_RS00755
OG0000141	ABLE99_RS02825	NB626_RS03115
OG0000142	ABLE99_RS02820	NB626_RS03110
OG0000143	ABLE99_RS02800	NB626_RS03095
OG0000144	ABLE99_RS02790	NB626_RS03080
OG0000145	ABLE99_RS02780	NB626_RS03070
OG0000146	ABLE99_RS02770	NB626_RS03060
OG0000147	ABLE99_RS02765	NB626_RS03055
OG0000148	ABLE99_RS02750	NB626_RS03040
OG0000149	ABLE99_RS02740	NB626_RS03030
OG0000150	ABLE99_RS02725	NB626_RS03025
OG0000151	ABLE99_RS02675	NB626_RS02965
OG0000152	ABLE99_RS02670	NB626_RS02960
OG0000153	ABLE99_RS02665	NB626_RS02955
OG0000154	ABLE99_RS02655	NB626_RS02945
OG0000155	ABLE99_RS02615	NB626_RS02905
OG0000156	ABLE99_RS02610	NB626_RS02895
OG0000157	ABLE99_RS02600	NB626_RS02890
OG0000158	ABLE99_RS02590	NB626_RS02880
OG0000159	ABLE99_RS02365	NB626_RS02640
OG0000160	ABLE99_RS02360	NB626_RS02635
OG0000161	ABLE99_RS02355	NB626_RS02630
OG0000162	ABLE99_RS02345	NB626_RS02620
OG0000163	ABLE99_RS02340	NB626_RS02615
OG0000164	ABLE99_RS01560	NB626_RS01715
OG0000165	ABLE99_RS01855	NB626_RS02075
OG0000166	ABLE99_RS01875	NB626_RS02090
OG0000167	ABLE99_RS01890	NB626_RS02105
OG0000168	ABLE99_RS01895	NB626_RS02110
OG0000169	ABLE99_RS02935	NB626_RS03230
OG0000170	ABLE99_RS02950	NB626_RS03245
OG0000171	ABLE99_RS02960	NB626_RS03255
OG0000172	ABLE99_RS02965	NB626_RS03260
OG0000173	ABLE99_RS02970	NB626_RS03265
OG0000174	ABLE99_RS02975	NB626_RS03270
OG0000175	ABLE99_RS02990	NB626_RS03290
OG0000176	ABLE99_RS03040	NB626_RS03345
OG0000177	ABLE99_RS03045	NB626_RS03350
OG0000178	ABLE99_RS03050	NB626_RS03355
OG0000179	ABLE99_RS03060	NB626_RS03365
OG0000180	ABLE99_RS03065	NB626_RS03370
OG0000181	ABLE99_RS03105	NB626_RS03410
OG0000182	ABLE99_RS03115	NB626_RS03420
OG0000183	ABLE99_RS03150	NB626_RS03455
OG0000184	ABLE99_RS03175	NB626_RS03500
OG0000185	ABLE99_RS03190	NB626_RS03485
OG0000186	ABLE99_RS01490	NB626_RS01645
OG0000187	ABLE99_RS01505	NB626_RS01660
OG0000188	ABLE99_RS01515	NB626_RS01670
OG0000189	ABLE99_RS02135	NB626_RS02460
OG0000190	ABLE99_RS02130	NB626_RS02455
OG0000191	ABLE99_RS02110	NB626_RS02430
OG0000192	ABLE99_RS01185	NB626_RS01335
OG0000193	ABLE99_RS01170	NB626_RS01320
OG0000194	ABLE99_RS00985	NB626_RS00790
OG0000195	ABLE99_RS00980	NB626_RS00795
OG0000196	ABLE99_RS00960	NB626_RS00820
OG0000197	ABLE99_RS00955	NB626_RS00830
OG0000198	ABLE99_RS00940	NB626_RS00840
OG0000199	ABLE99_RS00935	NB626_RS00845
OG0000200	ABLE99_RS00920	NB626_RS00860
OG0000201	ABLE99_RS00910	NB626_RS00870
OG0000202	ABLE99_RS00855	NB626_RS00940
OG0000203	ABLE99_RS00850	NB626_RS00945
OG0000204	ABLE99_RS00845	NB626_RS00950
OG0000205	ABLE99_RS00840	NB626_RS00955
OG0000206	ABLE99_RS00820	NB626_RS00975
OG0000207	ABLE99_RS00805	NB626_RS00990
OG0000208	ABLE99_RS00800	NB626_RS00995
OG0000209	ABLE99_RS00795	NB626_RS01000
OG0000210	ABLE99_RS00750	NB626_RS01050
OG0000211	ABLE99_RS00740	NB626_RS01065
OG0000212	ABLE99_RS00730	NB626_RS01070
OG0000213	ABLE99_RS00725	NB626_RS01075
OG0000214	ABLE99_RS00720	NB626_RS01080
OG0000215	ABLE99_RS00715	NB626_RS01085
OG0000216	ABLE99_RS00710	NB626_RS01090
OG0000217	ABLE99_RS00705	NB626_RS01095
OG0000218	ABLE99_RS00695	NB626_RS01105
OG0000219	ABLE99_RS00690	NB626_RS01110
OG0000220	ABLE99_RS00685	NB626_RS01115
OG0000221	ABLE99_RS00680	NB626_RS01120
OG0000222	ABLE99_RS00675	NB626_RS01125
OG0000223	ABLE99_RS00670	NB626_RS01130
OG0000224	ABLE99_RS00660	NB626_RS01140
OG0000225	ABLE99_RS00650	NB626_RS01150
OG0000226	ABLE99_RS00645	NB626_RS01155
OG0000227	ABLE99_RS00640	NB626_RS01160
OG0000228	ABLE99_RS00635	NB626_RS01165
OG0000229	ABLE99_RS00630	NB626_RS01170
OG0000230	ABLE99_RS00625	NB626_RS01180
OG0000231	ABLE99_RS00615	NB626_RS01185
OG0000232	ABLE99_RS00605	NB626_RS01195
OG0000233	ABLE99_RS01065	NB626_RS01215
OG0000234	ABLE99_RS01100	NB626_RS01250
OG0000235	ABLE99_RS01110	NB626_RS01260
OG0000236	ABLE99_RS01115	NB626_RS01265
OG0000237	ABLE99_RS01120	NB626_RS01270
OG0000238	ABLE99_RS01125	NB626_RS01275
OG0000239	ABLE99_RS02835	NB626_RS03125
OG0000240	ABLE99_RS02840	NB626_RS03130
OG0000241	ABLE99_RS02850	NB626_RS03140
OG0000242	ABLE99_RS02855	NB626_RS03145
OG0000243	ABLE99_RS02860	NB626_RS03150
OG0000244	ABLE99_RS02870	NB626_RS03160
OG0000245	ABLE99_RS02880	NB626_RS03170
OG0000246	ABLE99_RS00140	NB626_RS00140
OG0000247	ABLE99_RS00150	NB626_RS00150
OG0000248	ABLE99_RS00160	NB626_RS00160
OG0000249	ABLE99_RS00165	NB626_RS00165
OG0000250	ABLE99_RS00185	NB626_RS00180
OG0000251	ABLE99_RS00210	NB626_RS00215
OG0000252	ABLE99_RS00220	NB626_RS00220
OG0000253	ABLE99_RS00225	NB626_RS00225
OG0000254	ABLE99_RS00235	NB626_RS00235
OG0000255	ABLE99_RS00240	NB626_RS00240
OG0000256	ABLE99_RS00245	NB626_RS00250
OG0000257	ABLE99_RS00270	NB626_RS00270
OG0000258	ABLE99_RS00280	NB626_RS00280
OG0000259	ABLE99_RS00310	NB626_RS00310
OG0000260	ABLE99_RS00320	NB626_RS00320
OG0000261	ABLE99_RS00330	NB626_RS00330
OG0000262	ABLE99_RS00345	NB626_RS00350
OG0000263	ABLE99_RS00360	NB626_RS00365
OG0000264	ABLE99_RS00375	NB626_RS00380
OG0000265	ABLE99_RS00385	NB626_RS00390
OG0000266	ABLE99_RS00400	NB626_RS00405
OG0000267	ABLE99_RS00415	NB626_RS00420
OG0000268	ABLE99_RS00420	NB626_RS00520
OG0000269	ABLE99_RS00435	NB626_RS00535
OG0000270	ABLE99_RS03355	NB626_RS03700
OG0000271	ABLE99_RS03350	NB626_RS03695
OG0000272	ABLE99_RS03345	NB626_RS03690
OG0000273	ABLE99_RS03340	NB626_RS03685
OG0000274	ABLE99_RS03320	NB626_RS03670
OG0000275	ABLE99_RS03315	NB626_RS03660
OG0000276	ABLE99_RS03310	NB626_RS03655
OG0000277	ABLE99_RS03300	NB626_RS03645
OG0000278	ABLE99_RS03295	NB626_RS03640
OG0000279	ABLE99_RS03285	NB626_RS03630
OG0000280	ABLE99_RS03280	NB626_RS03620
OG0000281	ABLE99_RS03275	NB626_RS03615
OG0000282	ABLE99_RS03250	NB626_RS03590
OG0000283	ABLE99_RS03245	NB626_RS03585
OG0000284	ABLE99_RS03240	NB626_RS03580
OG0000285	ABLE99_RS03235	NB626_RS03575
OG0000286	ABLE99_RS02325	NB626_RS02600
OG0000287	ABLE99_RS02415	NB626_RS02700
OG0000288	ABLE99_RS02425	NB626_RS02710
OG0000289	ABLE99_RS02430	NB626_RS02715
OG0000290	ABLE99_RS02540	NB626_RS02830
OG0000291	ABLE99_RS02530	NB626_RS02820
OG0000292	ABLE99_RS02525	NB626_RS02815
OG0000293	ABLE99_RS02520	NB626_RS02810
OG0000294	ABLE99_RS02510	NB626_RS02800
OG0000295	ABLE99_RS02505	NB626_RS02795
OG0000296	ABLE99_RS02465	NB626_RS02750
OG0000297	ABLE99_RS02460	NB626_RS02745
OG0000298	ABLE99_RS00175	NB626_RS00175
OG0000299	ABLE99_RS00195	NB626_RS00195
OG0000300	ABLE99_RS00370	NB626_RS00375
OG0000301	ABLE99_RS00405	NB626_RS00410
OG0000302	ABLE99_RS00410	NB626_RS00415
OG0000303	ABLE99_RS00555	NB626_RS00660
OG0000304	ABLE99_RS00600	NB626_RS01200
OG0000305	ABLE99_RS02775	NB626_RS03065
OG0000306	ABLE99_RS02700	NB626_RS02990
OG0000307	ABLE99_RS02660	NB626_RS02950
OG0000308	ABLE99_RS02560	NB626_RS02850
OG0000309	ABLE99_RS02495	NB626_RS02785
OG0000310	ABLE99_RS02420	NB626_RS02705
OG0000311	ABLE99_RS02385	NB626_RS02660
OG0000312	ABLE99_RS02370	NB626_RS02645
OG0000313	ABLE99_RS01550	NB626_RS01705
OG0000314	ABLE99_RS01870	NB626_RS02085
OG0000315	ABLE99_RS01900	NB626_RS02115
OG0000316	ABLE99_RS01910	NB626_RS02125
OG0000317	ABLE99_RS02005	NB626_RS02225
OG0000318	ABLE99_RS01915	NB626_RS02130
OG0000319	ABLE99_RS02065	NB626_RS02385
OG0000320	ABLE99_RS02265	NB626_RS02525
OG0000321	ABLE99_RS01300	NB626_RS01450
OG0000322	ABLE99_RS01345	NB626_RS01500
OG0000323	ABLE99_RS01475	NB626_RS01630
OG0000324	ABLE99_RS02105	NB626_RS02425
OG0000325	ABLE99_RS00975	NB626_RS00805
OG0000326	ABLE99_RS00880	NB626_RS00910
OG0000327	ABLE99_RS00875	NB626_RS00915
OG0000328	ABLE99_RS00790	NB626_RS01005
OG0000329	ABLE99_RS00770	NB626_RS01035
OG0000330	ABLE99_RS01075	NB626_RS01225
OG0000331	ABLE99_RS02865	NB626_RS03155
OG0000332	ABLE99_RS03000	NB626_RS03300
OG0000333	ABLE99_RS03010	NB626_RS03310
OG0000334	ABLE99_RS03110	NB626_RS03415
OG0000335	ABLE99_RS03120	NB626_RS03425
OG0000336	ABLE99_RS03265	NB626_RS03605
OG0000337	ABLE99_RS03435	NB626_RS03780
OG0000338	ABLE99_RS03475	NB626_RS03820
OG0000339	ABLE99_RS02240	NB626_RS02495
OG0000340	ABLE99_RS01280	NB626_RS01430
OG0000341	ABLE99_RS02125	NB626_RS02450
OG0000342	ABLE99_RS00945	NB626_RS00835
OG0000343	ABLE99_RS03020	NB626_RS03320
OG0000344	ABLE99_RS00570	NB626_RS00675
OG0000345	ABLE99_RS00655	NB626_RS01145
OG0000346	ABLE99_RS03270	NB626_RS03610
OG0000347	ABLE99_RS01370	NB626_RS01525
OG0000348	ABLE99_RS00870	NB626_RS00920
OG0000349	ABLE99_RS03330	NB626_RS03675
OG0000350	ABLE99_RS02650	NB626_RS02940
OG0000351	ABLE99_RS00490	NB626_RS00590
OG0000352	ABLE99_RS01850	NB626_RS02065
OG0000353	ABLE99_RS01340	NB626_RS01490
OG0000354	ABLE99_RS01025	NB626_RS00735
OG0000355	ABLE99_RS01825	NB626_RS02040
OG0000356	ABLE99_RS01905	NB626_RS02120
OG0000357	ABLE99_RS02980	NB626_RS03275
OG0000358	ABLE99_RS02985	NB626_RS03280
OG0000359	ABLE99_RS00900	NB626_RS00880
OG0000360	ABLE99_RS00275	NB626_RS00275
OG0000361	ABLE99_RS00305	NB626_RS00305
OG0000362	ABLE99_RS02440	NB626_RS02725
OG0000363	ABLE99_RS01410	NB626_RS01565
OG0000364	ABLE99_RS01800	NB626_RS02015
OG0000365	ABLE99_RS01950	NB626_RS02175
OG0000366	ABLE99_RS01975	NB626_RS02195
OG0000367	ABLE99_RS01985	NB626_RS02205
OG0000368	ABLE99_RS00060	NB626_RS00060
OG0000369	ABLE99_RS00025	NB626_RS00025
OG0000370	ABLE99_RS00020	NB626_RS00020
OG0000371	ABLE99_RS00015	NB626_RS00015
OG0000372	ABLE99_RS00010	NB626_RS00010
OG0000373	ABLE99_RS03465	NB626_RS03810
OG0000374	ABLE99_RS03455	NB626_RS03800
OG0000375	ABLE99_RS02060	NB626_RS02380
OG0000376	ABLE99_RS02280	NB626_RS02540
OG0000377	ABLE99_RS02270	NB626_RS02530
OG0000379	ABLE99_RS01335	NB626_RS01485
OG0000380	ABLE99_RS01360	NB626_RS01520
OG0000381	ABLE99_RS01400	NB626_RS01555
OG0000382	ABLE99_RS01430	NB626_RS01585
OG0000383	ABLE99_RS01470	NB626_RS01625
OG0000384	ABLE99_RS00510	NB626_RS00615
OG0000385	ABLE99_RS00515	NB626_RS00625
OG0000386	ABLE99_RS00535	NB626_RS00640
OG0000387	ABLE99_RS00560	NB626_RS00665
OG0000388	ABLE99_RS00565	NB626_RS00670
OG0000389	ABLE99_RS01050	NB626_RS00715
OG0000390	ABLE99_RS02795	NB626_RS03085
OG0000391	ABLE99_RS02785	NB626_RS03075
OG0000392	ABLE99_RS02760	NB626_RS03050
OG0000393	ABLE99_RS02705	NB626_RS02995
OG0000394	ABLE99_RS02625	NB626_RS02915
OG0000395	ABLE99_RS02620	NB626_RS02910
OG0000396	ABLE99_RS02330	NB626_RS02605
OG0000397	ABLE99_RS01835	NB626_RS02050
OG0000398	ABLE99_RS01840	NB626_RS02060
OG0000399	ABLE99_RS01885	NB626_RS02100
OG0000400	ABLE99_RS02945	NB626_RS03240
OG0000401	ABLE99_RS03005	NB626_RS03305
OG0000402	ABLE99_RS03015	NB626_RS03315
OG0000403	ABLE99_RS03025	NB626_RS03325
OG0000404	ABLE99_RS03055	NB626_RS03360
OG0000405	ABLE99_RS03075	NB626_RS03375
OG0000406	ABLE99_RS03125	NB626_RS03430
OG0000407	ABLE99_RS03130	NB626_RS03435
OG0000408	ABLE99_RS03135	NB626_RS03440
OG0000409	ABLE99_RS03140	NB626_RS03445
OG0000410	ABLE99_RS03170	NB626_RS03510
OG0000411	ABLE99_RS03180	NB626_RS03495
OG0000412	ABLE99_RS03185	NB626_RS03490
OG0000413	ABLE99_RS01485	NB626_RS01640
OG0000414	ABLE99_RS01495	NB626_RS01650
OG0000415	ABLE99_RS01500	NB626_RS01655
OG0000416	ABLE99_RS01510	NB626_RS01665
OG0000417	ABLE99_RS02120	NB626_RS02445
OG0000418	ABLE99_RS02115	NB626_RS02435
OG0000419	ABLE99_RS00965	NB626_RS00815
OG0000420	ABLE99_RS00930	NB626_RS00850
OG0000421	ABLE99_RS00895	NB626_RS00895
OG0000422	ABLE99_RS00885	NB626_RS00905
OG0000423	ABLE99_RS00830	NB626_RS00965
OG0000424	ABLE99_RS00825	NB626_RS00970
OG0000425	ABLE99_RS00815	NB626_RS00980
OG0000426	ABLE99_RS00810	NB626_RS00985
OG0000427	ABLE99_RS00785	NB626_RS01010
OG0000428	ABLE99_RS00760	NB626_RS01040
OG0000429	ABLE99_RS00665	NB626_RS01135
OG0000431	ABLE99_RS00610	NB626_RS01190
OG0000432	ABLE99_RS01070	NB626_RS01220
OG0000433	ABLE99_RS01085	NB626_RS01235
OG0000434	ABLE99_RS01090	NB626_RS01245
OG0000435	ABLE99_RS01105	NB626_RS01255
OG0000436	ABLE99_RS01130	NB626_RS01280
OG0000437	ABLE99_RS01140	NB626_RS01290
OG0000438	ABLE99_RS01145	NB626_RS01295
OG0000439	ABLE99_RS01150	NB626_RS01300
OG0000440	ABLE99_RS02845	NB626_RS03135
OG0000442	ABLE99_RS00145	NB626_RS00145
OG0000443	ABLE99_RS00190	NB626_RS00190
OG0000444	ABLE99_RS00205	NB626_RS00205
OG0000445	ABLE99_RS00230	NB626_RS00230
OG0000446	ABLE99_RS00255	NB626_RS00255
OG0000447	ABLE99_RS00260	NB626_RS00265
OG0000448	ABLE99_RS00290	NB626_RS00290
OG0000449	ABLE99_RS00315	NB626_RS00315
OG0000450	ABLE99_RS00325	NB626_RS00325
OG0000451	ABLE99_RS00365	NB626_RS00370
OG0000452	ABLE99_RS00390	NB626_RS00395
OG0000453	ABLE99_RS00425	NB626_RS00525
OG0000454	ABLE99_RS01530	NB626_RS01685
OG0000455	ABLE99_RS03375	NB626_RS03720
OG0000456	ABLE99_RS03255	NB626_RS03595
OG0000457	ABLE99_RS03230	NB626_RS03565
OG0000458	ABLE99_RS02410	NB626_RS02695
OG0000459	ABLE99_RS02435	NB626_RS02720
OG0000460	ABLE99_RS02445	NB626_RS02730
OG0000461	ABLE99_RS02490	NB626_RS02775
OG0000462	ABLE99_RS02485	NB626_RS02770
OG0000463	ABLE99_RS02480	NB626_RS02765
OG0000464	ABLE99_RS02475	NB626_RS02760
OG0000465	ABLE99_RS02470	NB626_RS02755
OG0000466	ABLE99_RS00395	NB626_RS00400
OG0000467	ABLE99_RS02570	NB626_RS02860
OG0000468	ABLE99_RS01880	NB626_RS02095
OG0000469	ABLE99_RS01940	NB626_RS02160
OG0000470	ABLE99_RS00835	NB626_RS00960
OG0000471	ABLE99_RS00755	NB626_RS01045
OG0000472	ABLE99_RS03205	NB626_RS03515
OG0000473	ABLE99_RS03360	NB626_RS03705
OG0000474	ABLE99_RS03365	NB626_RS03710
OG0000475	ABLE99_RS03370	NB626_RS03715
OG0000476	ABLE99_RS01520	NB626_RS01675
OG0000477	ABLE99_RS02515	NB626_RS02805
OG0000478	ABLE99_RS03305	NB626_RS03650
OG0000479	ABLE99_RS01295	NB626_RS01445
OG0000480	ABLE99_RS01945	NB626_RS02165
OG0000481	ABLE99_RS00860	NB626_RS00935
OG0000482	ABLE99_RS01175	NB626_RS01325
OG0000483	ABLE99_RS01990	NB626_RS02210
OG0000484	ABLE99_RS00200	NB626_RS00200
OG0000485	ABLE99_RS01135	NB626_RS01285
OG0000486	ABLE99_RS02140	NB626_RS02465
OG0000487	ABLE99_RS01920	NB626_RS02150
OG0000488	ABLE99_RS01960	NB626_RS02180
OG0000489	ABLE99_RS00050	NB626_RS00050
OG0000490	ABLE99_RS03470	NB626_RS03815
OG0000491	ABLE99_RS01315	NB626_RS01465
OG0000492	ABLE99_RS01390	NB626_RS01545
OG0000493	ABLE99_RS00575	NB626_RS00680
OG0000494	ABLE99_RS01020	NB626_RS00740
OG0000496	ABLE99_RS02720	NB626_RS03010
OG0000497	ABLE99_RS02715	NB626_RS03005
OG0000498	ABLE99_RS02630	NB626_RS02920
OG0000499	ABLE99_RS02595	NB626_RS02885
OG0000501	ABLE99_RS02955	NB626_RS03250
OG0000502	ABLE99_RS01165	NB626_RS01315
OG0000503	ABLE99_RS00915	NB626_RS00865
OG0000504	ABLE99_RS00780	NB626_RS01015
OG0000505	ABLE99_RS00745	NB626_RS01055
OG0000507	ABLE99_RS00700	NB626_RS01100
OG0000509	ABLE99_RS00285	NB626_RS00285
OG0000510	ABLE99_RS00295	NB626_RS00295
OG0000511	ABLE99_RS00430	NB626_RS00530
OG0000512	ABLE99_RS02450	NB626_RS02735
OG0000513	ABLE99_RS03290	NB626_RS03635
OG0000514	ABLE99_RS02755	NB626_RS03045
OG0000517	ABLE99_RS00065	NB626_RS00065
OG0000518	ABLE99_RS02995	NB626_RS03295
OG0000519	ABLE99_RS00890	NB626_RS00900
OG0000522	ABLE99_RS00300	NB626_RS00300
OG0000523	ABLE99_RS03225	NB626_RS03560
OG0000524	ABLE99_RS02565	NB626_RS02855
OG0000525	ABLE99_RS03210	NB626_RS03520
OG0000527	ABLE99_RS01700	NB626_RS01900
OG0000530	ABLE99_RS02250	NB626_RS02505
OG0000532	ABLE99_RS01580	NB626_RS01735
