Orthogroup	MHP_4284_genes	MHP_ES2L_genes
OG0000039	ABLE99_RS01570, ABLE99_RS01565	HZK19_RS01580
OG0000040	ABLE99_RS03165	HZK19_RS03325
OG0000041	ABLE99_RS01155	HZK19_RS01160
OG0000042	ABLE99_RS02830	HZK19_RS02900
OG0000043	ABLE99_RS01830	HZK19_RS01875
OG0000044	ABLE99_RS01625	HZK19_RS03955
OG0000044	ABLE99_RS01720	HZK19_RS01755
OG0000045	ABLE99_RS01575	HZK19_RS01585
OG0000048	ABLE99_RS02015	HZK19_RS02065
OG0000049	ABLE99_RS02940	HZK19_RS02995
OG0000050	ABLE99_RS02350	HZK19_RS02415
OG0000051	ABLE99_RS02550	HZK19_RS02620
OG0000052	ABLE99_RS00075	HZK19_RS00075
OG0000053	ABLE99_RS01415	HZK19_RS01415
OG0000054	ABLE99_RS02375	HZK19_RS02440
OG0000055	ABLE99_RS00135	HZK19_RS00120
OG0000056	ABLE99_RS03395	HZK19_RS03580
OG0000057	ABLE99_RS02815	HZK19_RS02885
OG0000060	ABLE99_RS01160	HZK19_RS00080
OG0000061	ABLE99_RS01780	HZK19_RS01820
OG0000062	ABLE99_RS03445	HZK19_RS03630
OG0000063	ABLE99_RS03440	HZK19_RS03625
OG0000064	ABLE99_RS03430	HZK19_RS03615
OG0000065	ABLE99_RS02085	HZK19_RS02220
OG0000066	ABLE99_RS01320	HZK19_RS01320
OG0000067	ABLE99_RS00520	HZK19_RS00515
OG0000068	ABLE99_RS01015	HZK19_RS00635
OG0000069	ABLE99_RS02710	HZK19_RS02780
OG0000070	ABLE99_RS02380	HZK19_RS02445
OG0000071	ABLE99_RS03155	HZK19_RS03315
OG0000072	ABLE99_RS03160	HZK19_RS03320
OG0000073	ABLE99_RS00970	HZK19_RS00680
OG0000074	ABLE99_RS00775	HZK19_RS00875
OG0000075	ABLE99_RS00340	HZK19_RS00325
OG0000076	ABLE99_RS00355	HZK19_RS00340
OG0000077	ABLE99_RS00440	HZK19_RS00425
OG0000078	ABLE99_RS01630	HZK19_RS01645
OG0000079	ABLE99_RS02455	HZK19_RS02525
OG0000080	ABLE99_RS02500	HZK19_RS02570
OG0000081	ABLE99_RS00335	HZK19_RS00320
OG0000082	ABLE99_RS02300	HZK19_RS02365
OG0000083	ABLE99_RS01935	HZK19_RS01985
OG0000084	ABLE99_RS01965	HZK19_RS02015
OG0000085	ABLE99_RS01970	HZK19_RS02020
OG0000086	ABLE99_RS01980	HZK19_RS02030
OG0000087	ABLE99_RS01995	HZK19_RS02045
OG0000088	ABLE99_RS02000	HZK19_RS02050
OG0000089	ABLE99_RS02010	HZK19_RS02060
OG0000090	ABLE99_RS00070	HZK19_RS00070
OG0000091	ABLE99_RS00055	HZK19_RS00055
OG0000092	ABLE99_RS00040	HZK19_RS00040
OG0000093	ABLE99_RS00035	HZK19_RS00035
OG0000094	ABLE99_RS00030	HZK19_RS00030
OG0000095	ABLE99_RS00005	HZK19_RS00005
OG0000096	ABLE99_RS03480	HZK19_RS03665
OG0000097	ABLE99_RS03460	HZK19_RS03645
OG0000098	ABLE99_RS03450	HZK19_RS03635
OG0000099	ABLE99_RS03400	HZK19_RS03585
OG0000100	ABLE99_RS03385	HZK19_RS03570
OG0000101	ABLE99_RS03380	HZK19_RS03565
OG0000102	ABLE99_RS01655	HZK19_RS01675
OG0000103	ABLE99_RS02050	HZK19_RS02185
OG0000104	ABLE99_RS02055	HZK19_RS02190
OG0000105	ABLE99_RS02070	HZK19_RS02205
OG0000106	ABLE99_RS02080	HZK19_RS02215
OG0000107	ABLE99_RS02090	HZK19_RS02225
OG0000108	ABLE99_RS02095	HZK19_RS02230
OG0000109	ABLE99_RS02100	HZK19_RS02235
OG0000110	ABLE99_RS02290	HZK19_RS02355
OG0000111	ABLE99_RS02285	HZK19_RS02350
OG0000112	ABLE99_RS02275	HZK19_RS02340
OG0000113	ABLE99_RS02255	HZK19_RS02320
OG0000114	ABLE99_RS02245	HZK19_RS02310
OG0000115	ABLE99_RS02235	HZK19_RS02300
OG0000116	ABLE99_RS01265	HZK19_RS01265
OG0000117	ABLE99_RS01270	HZK19_RS01270
OG0000118	ABLE99_RS01305	HZK19_RS01305
OG0000119	ABLE99_RS01310	HZK19_RS01310
OG0000120	ABLE99_RS01325	HZK19_RS01325
OG0000121	ABLE99_RS01350	HZK19_RS01350
OG0000122	ABLE99_RS01355	HZK19_RS01355
OG0000123	ABLE99_RS01375	HZK19_RS01375
OG0000124	ABLE99_RS01380	HZK19_RS01380
OG0000125	ABLE99_RS01385	HZK19_RS01385
OG0000126	ABLE99_RS01395	HZK19_RS01395
OG0000127	ABLE99_RS01405	HZK19_RS01405
OG0000128	ABLE99_RS01420	HZK19_RS01420
OG0000129	ABLE99_RS01425	HZK19_RS01425
OG0000130	ABLE99_RS01435	HZK19_RS01435
OG0000131	ABLE99_RS01465	HZK19_RS01465
OG0000132	ABLE99_RS01480	HZK19_RS01480
OG0000133	ABLE99_RS00525	HZK19_RS00520
OG0000134	ABLE99_RS00530	HZK19_RS00525
OG0000135	ABLE99_RS00545	HZK19_RS00540
OG0000136	ABLE99_RS00550	HZK19_RS00545
OG0000137	ABLE99_RS00580	HZK19_RS00575
OG0000138	ABLE99_RS01040	HZK19_RS00610
OG0000139	ABLE99_RS01010	HZK19_RS00640
OG0000140	ABLE99_RS01005	HZK19_RS00645
OG0000141	ABLE99_RS02825	HZK19_RS02895
OG0000142	ABLE99_RS02820	HZK19_RS02890
OG0000143	ABLE99_RS02800	HZK19_RS02870
OG0000144	ABLE99_RS02790	HZK19_RS02860
OG0000145	ABLE99_RS02780	HZK19_RS02850
OG0000146	ABLE99_RS02770	HZK19_RS02840
OG0000147	ABLE99_RS02765	HZK19_RS02835
OG0000148	ABLE99_RS02750	HZK19_RS02820
OG0000149	ABLE99_RS02740	HZK19_RS02810
OG0000150	ABLE99_RS02725	HZK19_RS02795
OG0000151	ABLE99_RS02675	HZK19_RS02750
OG0000152	ABLE99_RS02670	HZK19_RS02745
OG0000153	ABLE99_RS02665	HZK19_RS02740
OG0000154	ABLE99_RS02655	HZK19_RS02730
OG0000155	ABLE99_RS02615	HZK19_RS02690
OG0000156	ABLE99_RS02610	HZK19_RS02680
OG0000157	ABLE99_RS02600	HZK19_RS02675
OG0000158	ABLE99_RS02590	HZK19_RS03895
OG0000159	ABLE99_RS02365	HZK19_RS03970
OG0000160	ABLE99_RS02360	HZK19_RS02425
OG0000161	ABLE99_RS02355	HZK19_RS02420
OG0000162	ABLE99_RS02345	HZK19_RS02410
OG0000163	ABLE99_RS02340	HZK19_RS02405
OG0000164	ABLE99_RS01560	HZK19_RS01575
OG0000165	ABLE99_RS01855	HZK19_RS01905
OG0000166	ABLE99_RS01875	HZK19_RS01925
OG0000167	ABLE99_RS01890	HZK19_RS01940
OG0000168	ABLE99_RS01895	HZK19_RS01945
OG0000169	ABLE99_RS02935	HZK19_RS02990
OG0000170	ABLE99_RS02950	HZK19_RS03005
OG0000171	ABLE99_RS02960	HZK19_RS03110
OG0000172	ABLE99_RS02965	HZK19_RS03115
OG0000173	ABLE99_RS02970	HZK19_RS03120
OG0000174	ABLE99_RS02975	HZK19_RS03125
OG0000175	ABLE99_RS02990	HZK19_RS03140
OG0000176	ABLE99_RS03040	HZK19_RS03190
OG0000177	ABLE99_RS03045	HZK19_RS03195
OG0000178	ABLE99_RS03050	HZK19_RS03200
OG0000179	ABLE99_RS03060	HZK19_RS03210
OG0000180	ABLE99_RS03065	HZK19_RS03215
OG0000181	ABLE99_RS03105	HZK19_RS03265
OG0000182	ABLE99_RS03115	HZK19_RS03275
OG0000183	ABLE99_RS03150	HZK19_RS03310
OG0000184	ABLE99_RS03175	HZK19_RS03355
OG0000185	ABLE99_RS03190	HZK19_RS03340
OG0000186	ABLE99_RS01490	HZK19_RS01490
OG0000187	ABLE99_RS01505	HZK19_RS01505
OG0000188	ABLE99_RS01515	HZK19_RS01515
OG0000189	ABLE99_RS02135	HZK19_RS02270
OG0000190	ABLE99_RS02130	HZK19_RS02265
OG0000191	ABLE99_RS02110	HZK19_RS02245
OG0000192	ABLE99_RS01185	HZK19_RS01180
OG0000193	ABLE99_RS01170	HZK19_RS01175
OG0000194	ABLE99_RS00985	HZK19_RS00665
OG0000195	ABLE99_RS00980	HZK19_RS00670
OG0000196	ABLE99_RS00960	HZK19_RS00690
OG0000197	ABLE99_RS00955	HZK19_RS00695
OG0000198	ABLE99_RS00940	HZK19_RS00710
OG0000199	ABLE99_RS00935	HZK19_RS00715
OG0000200	ABLE99_RS00920	HZK19_RS00730
OG0000201	ABLE99_RS00910	HZK19_RS00740
OG0000202	ABLE99_RS00855	HZK19_RS00795
OG0000203	ABLE99_RS00850	HZK19_RS00800
OG0000204	ABLE99_RS00845	HZK19_RS00805
OG0000205	ABLE99_RS00840	HZK19_RS00810
OG0000206	ABLE99_RS00820	HZK19_RS00830
OG0000207	ABLE99_RS00805	HZK19_RS00845
OG0000208	ABLE99_RS00800	HZK19_RS00850
OG0000209	ABLE99_RS00795	HZK19_RS00855
OG0000210	ABLE99_RS00750	HZK19_RS00900
OG0000211	ABLE99_RS00740	HZK19_RS00910
OG0000212	ABLE99_RS00730	HZK19_RS00920
OG0000213	ABLE99_RS00725	HZK19_RS00925
OG0000214	ABLE99_RS00720	HZK19_RS00930
OG0000215	ABLE99_RS00715	HZK19_RS00935
OG0000216	ABLE99_RS00710	HZK19_RS00940
OG0000217	ABLE99_RS00705	HZK19_RS00945
OG0000218	ABLE99_RS00695	HZK19_RS00955
OG0000219	ABLE99_RS00690	HZK19_RS00960
OG0000220	ABLE99_RS00685	HZK19_RS00965
OG0000221	ABLE99_RS00680	HZK19_RS00970
OG0000222	ABLE99_RS00675	HZK19_RS00975
OG0000223	ABLE99_RS00670	HZK19_RS00980
OG0000224	ABLE99_RS00660	HZK19_RS00990
OG0000225	ABLE99_RS00650	HZK19_RS01000
OG0000226	ABLE99_RS00645	HZK19_RS01005
OG0000227	ABLE99_RS00640	HZK19_RS01010
OG0000228	ABLE99_RS00635	HZK19_RS03950
OG0000229	ABLE99_RS00630	HZK19_RS01020
OG0000230	ABLE99_RS00625	HZK19_RS01025
OG0000231	ABLE99_RS00615	HZK19_RS01035
OG0000232	ABLE99_RS00605	HZK19_RS01045
OG0000233	ABLE99_RS01065	HZK19_RS01070
OG0000234	ABLE99_RS01100	HZK19_RS01105
OG0000235	ABLE99_RS01110	HZK19_RS01115
OG0000236	ABLE99_RS01115	HZK19_RS01120
OG0000237	ABLE99_RS01120	HZK19_RS01125
OG0000238	ABLE99_RS01125	HZK19_RS01130
OG0000239	ABLE99_RS02835	HZK19_RS02905
OG0000240	ABLE99_RS02840	HZK19_RS02910
OG0000241	ABLE99_RS02850	HZK19_RS02920
OG0000242	ABLE99_RS02855	HZK19_RS02925
OG0000243	ABLE99_RS02860	HZK19_RS02930
OG0000244	ABLE99_RS02870	HZK19_RS02940
OG0000245	ABLE99_RS02880	HZK19_RS02950
OG0000246	ABLE99_RS00140	HZK19_RS00125
OG0000247	ABLE99_RS00150	HZK19_RS00135
OG0000248	ABLE99_RS00160	HZK19_RS00145
OG0000249	ABLE99_RS00165	HZK19_RS00150
OG0000250	ABLE99_RS00185	HZK19_RS00165
OG0000251	ABLE99_RS00210	HZK19_RS00195
OG0000252	ABLE99_RS00220	HZK19_RS00205
OG0000253	ABLE99_RS00225	HZK19_RS00210
OG0000254	ABLE99_RS00235	HZK19_RS00220
OG0000255	ABLE99_RS00240	HZK19_RS00225
OG0000256	ABLE99_RS00245	HZK19_RS00230
OG0000257	ABLE99_RS00270	HZK19_RS00255
OG0000258	ABLE99_RS00280	HZK19_RS00265
OG0000259	ABLE99_RS00310	HZK19_RS00295
OG0000260	ABLE99_RS00320	HZK19_RS00305
OG0000261	ABLE99_RS00330	HZK19_RS00315
OG0000262	ABLE99_RS00345	HZK19_RS00330
OG0000263	ABLE99_RS00360	HZK19_RS00345
OG0000264	ABLE99_RS00375	HZK19_RS00360
OG0000265	ABLE99_RS00385	HZK19_RS00370
OG0000266	ABLE99_RS00400	HZK19_RS00385
OG0000267	ABLE99_RS00415	HZK19_RS00400
OG0000268	ABLE99_RS00420	HZK19_RS00405
OG0000269	ABLE99_RS00435	HZK19_RS00420
OG0000270	ABLE99_RS03355	HZK19_RS03540
OG0000271	ABLE99_RS03350	HZK19_RS03535
OG0000272	ABLE99_RS03345	HZK19_RS03530
OG0000273	ABLE99_RS03340	HZK19_RS03525
OG0000274	ABLE99_RS03320	HZK19_RS03505
OG0000275	ABLE99_RS03315	HZK19_RS03500
OG0000276	ABLE99_RS03310	HZK19_RS03495
OG0000277	ABLE99_RS03300	HZK19_RS03485
OG0000278	ABLE99_RS03295	HZK19_RS03480
OG0000279	ABLE99_RS03285	HZK19_RS03470
OG0000280	ABLE99_RS03280	HZK19_RS03465
OG0000281	ABLE99_RS03275	HZK19_RS03460
OG0000282	ABLE99_RS03250	HZK19_RS03435
OG0000283	ABLE99_RS03245	HZK19_RS03430
OG0000284	ABLE99_RS03240	HZK19_RS03425
OG0000285	ABLE99_RS03235	HZK19_RS03420
OG0000286	ABLE99_RS02325	HZK19_RS02390
OG0000287	ABLE99_RS02415	HZK19_RS02485
OG0000288	ABLE99_RS02425	HZK19_RS02495
OG0000289	ABLE99_RS02430	HZK19_RS02500
OG0000290	ABLE99_RS02540	HZK19_RS02610
OG0000291	ABLE99_RS02530	HZK19_RS02600
OG0000292	ABLE99_RS02525	HZK19_RS02595
OG0000293	ABLE99_RS02520	HZK19_RS02590
OG0000294	ABLE99_RS02510	HZK19_RS02580
OG0000295	ABLE99_RS02505	HZK19_RS02575
OG0000296	ABLE99_RS02465	HZK19_RS02535
OG0000297	ABLE99_RS02460	HZK19_RS02530
OG0000298	ABLE99_RS00175	HZK19_RS00160
OG0000299	ABLE99_RS00195	HZK19_RS00180
OG0000300	ABLE99_RS00370	HZK19_RS00355
OG0000301	ABLE99_RS00405	HZK19_RS00390
OG0000302	ABLE99_RS00410	HZK19_RS00395
OG0000303	ABLE99_RS00555	HZK19_RS00550
OG0000304	ABLE99_RS00600	HZK19_RS01055
OG0000305	ABLE99_RS02775	HZK19_RS02845
OG0000306	ABLE99_RS02700	HZK19_RS02770
OG0000307	ABLE99_RS02660	HZK19_RS02735
OG0000308	ABLE99_RS02560	HZK19_RS02635
OG0000309	ABLE99_RS02495	HZK19_RS02565
OG0000310	ABLE99_RS02420	HZK19_RS02490
OG0000311	ABLE99_RS02385	HZK19_RS02450
OG0000312	ABLE99_RS02370	HZK19_RS02435
OG0000313	ABLE99_RS01550	HZK19_RS01565
OG0000314	ABLE99_RS01870	HZK19_RS01920
OG0000315	ABLE99_RS01900	HZK19_RS01950
OG0000316	ABLE99_RS01910	HZK19_RS01960
OG0000317	ABLE99_RS02005	HZK19_RS02055
OG0000318	ABLE99_RS01915	HZK19_RS01965
OG0000319	ABLE99_RS02065	HZK19_RS02200
OG0000320	ABLE99_RS02265	HZK19_RS02330
OG0000321	ABLE99_RS01300	HZK19_RS01300
OG0000322	ABLE99_RS01345	HZK19_RS01345
OG0000323	ABLE99_RS01475	HZK19_RS01475
OG0000324	ABLE99_RS02105	HZK19_RS02240
OG0000325	ABLE99_RS00975	HZK19_RS00675
OG0000326	ABLE99_RS00880	HZK19_RS00770
OG0000327	ABLE99_RS00875	HZK19_RS00775
OG0000328	ABLE99_RS00790	HZK19_RS00860
OG0000329	ABLE99_RS00770	HZK19_RS00880
OG0000330	ABLE99_RS01075	HZK19_RS01080
OG0000331	ABLE99_RS02865	HZK19_RS02935
OG0000332	ABLE99_RS03000	HZK19_RS03150
OG0000333	ABLE99_RS03010	HZK19_RS03160
OG0000334	ABLE99_RS03110	HZK19_RS03270
OG0000335	ABLE99_RS03120	HZK19_RS03280
OG0000336	ABLE99_RS03265	HZK19_RS03450
OG0000337	ABLE99_RS03435	HZK19_RS03620
OG0000338	ABLE99_RS03475	HZK19_RS03660
OG0000339	ABLE99_RS02240	HZK19_RS02305
OG0000340	ABLE99_RS01280	HZK19_RS01280
OG0000341	ABLE99_RS02125	HZK19_RS02260
OG0000342	ABLE99_RS00945	HZK19_RS00705
OG0000343	ABLE99_RS03020	HZK19_RS03170
OG0000344	ABLE99_RS00570	HZK19_RS00565
OG0000345	ABLE99_RS00655	HZK19_RS00995
OG0000346	ABLE99_RS03270	HZK19_RS03455
OG0000347	ABLE99_RS01370	HZK19_RS01370
OG0000348	ABLE99_RS00870	HZK19_RS00780
OG0000349	ABLE99_RS03330	HZK19_RS03515
OG0000350	ABLE99_RS02650	HZK19_RS02725
OG0000351	ABLE99_RS00490	HZK19_RS00480
OG0000352	ABLE99_RS01850	HZK19_RS01895
OG0000353	ABLE99_RS01340	HZK19_RS01340
OG0000354	ABLE99_RS01025	HZK19_RS00625
OG0000355	ABLE99_RS01825	HZK19_RS01870
OG0000356	ABLE99_RS01905	HZK19_RS01955
OG0000357	ABLE99_RS02980	HZK19_RS03130
OG0000358	ABLE99_RS02985	HZK19_RS03135
OG0000359	ABLE99_RS00900	HZK19_RS00750
OG0000360	ABLE99_RS00275	HZK19_RS00260
OG0000361	ABLE99_RS00305	HZK19_RS00290
OG0000362	ABLE99_RS02440	HZK19_RS02510
OG0000363	ABLE99_RS01410	HZK19_RS03730
OG0000364	ABLE99_RS01800	HZK19_RS03760, HZK19_RS01855
OG0000365	ABLE99_RS01950	HZK19_RS02000
OG0000366	ABLE99_RS01975	HZK19_RS02025
OG0000367	ABLE99_RS01985	HZK19_RS02035
OG0000368	ABLE99_RS00060	HZK19_RS00060
OG0000369	ABLE99_RS00025	HZK19_RS00025
OG0000370	ABLE99_RS00020	HZK19_RS00020
OG0000371	ABLE99_RS00015	HZK19_RS00015
OG0000372	ABLE99_RS00010	HZK19_RS00010
OG0000373	ABLE99_RS03465	HZK19_RS03650
OG0000374	ABLE99_RS03455	HZK19_RS03640
OG0000375	ABLE99_RS02060	HZK19_RS02195
OG0000376	ABLE99_RS02280	HZK19_RS02345
OG0000377	ABLE99_RS02270	HZK19_RS02335
OG0000378	ABLE99_RS01260	HZK19_RS01260
OG0000379	ABLE99_RS01335	HZK19_RS01335
OG0000380	ABLE99_RS01360	HZK19_RS01360
OG0000381	ABLE99_RS01400	HZK19_RS01400
OG0000382	ABLE99_RS01430	HZK19_RS01430
OG0000383	ABLE99_RS01470	HZK19_RS01470
OG0000384	ABLE99_RS00510	HZK19_RS00505
OG0000385	ABLE99_RS00515	HZK19_RS00510
OG0000386	ABLE99_RS00535	HZK19_RS00530
OG0000387	ABLE99_RS00560	HZK19_RS00555
OG0000388	ABLE99_RS00565	HZK19_RS00560
OG0000389	ABLE99_RS01050	HZK19_RS00605
OG0000390	ABLE99_RS02795	HZK19_RS02865
OG0000391	ABLE99_RS02785	HZK19_RS02855
OG0000392	ABLE99_RS02760	HZK19_RS02830
OG0000393	ABLE99_RS02705	HZK19_RS02775
OG0000394	ABLE99_RS02625	HZK19_RS02700
OG0000395	ABLE99_RS02620	HZK19_RS02695
OG0000396	ABLE99_RS02330	HZK19_RS02395
OG0000397	ABLE99_RS01835	HZK19_RS01880
OG0000398	ABLE99_RS01840	HZK19_RS01885
OG0000399	ABLE99_RS01885	HZK19_RS01935
OG0000400	ABLE99_RS02945	HZK19_RS03000
OG0000401	ABLE99_RS03005	HZK19_RS03155
OG0000402	ABLE99_RS03015	HZK19_RS03165
OG0000403	ABLE99_RS03025	HZK19_RS03175
OG0000404	ABLE99_RS03055	HZK19_RS03205
OG0000405	ABLE99_RS03075	HZK19_RS03220
OG0000406	ABLE99_RS03125	HZK19_RS03285
OG0000407	ABLE99_RS03130	HZK19_RS03290
OG0000408	ABLE99_RS03135	HZK19_RS03295
OG0000409	ABLE99_RS03140	HZK19_RS03300
OG0000410	ABLE99_RS03170	HZK19_RS03360
OG0000411	ABLE99_RS03180	HZK19_RS03350
OG0000412	ABLE99_RS03185	HZK19_RS03345
OG0000413	ABLE99_RS01485	HZK19_RS01485
OG0000414	ABLE99_RS01495	HZK19_RS01495
OG0000415	ABLE99_RS01500	HZK19_RS01500
OG0000416	ABLE99_RS01510	HZK19_RS01510
OG0000417	ABLE99_RS02120	HZK19_RS02255
OG0000418	ABLE99_RS02115	HZK19_RS02250
OG0000419	ABLE99_RS00965	HZK19_RS00685
OG0000420	ABLE99_RS00930	HZK19_RS00720
OG0000421	ABLE99_RS00895	HZK19_RS00755
OG0000422	ABLE99_RS00885	HZK19_RS00765
OG0000423	ABLE99_RS00830	HZK19_RS00820
OG0000424	ABLE99_RS00825	HZK19_RS00825
OG0000425	ABLE99_RS00815	HZK19_RS00835
OG0000426	ABLE99_RS00810	HZK19_RS00840
OG0000427	ABLE99_RS00785	HZK19_RS00865
OG0000428	ABLE99_RS00760	HZK19_RS00890
OG0000429	ABLE99_RS00665	HZK19_RS00985
OG0000430	ABLE99_RS00620	HZK19_RS01030
OG0000431	ABLE99_RS00610	HZK19_RS01040
OG0000432	ABLE99_RS01070	HZK19_RS01075
OG0000433	ABLE99_RS01085	HZK19_RS01090
OG0000434	ABLE99_RS01090	HZK19_RS01095
OG0000435	ABLE99_RS01105	HZK19_RS01110
OG0000436	ABLE99_RS01130	HZK19_RS01135
OG0000437	ABLE99_RS01140	HZK19_RS01145
OG0000438	ABLE99_RS01145	HZK19_RS01150
OG0000439	ABLE99_RS01150	HZK19_RS01155
OG0000440	ABLE99_RS02845	HZK19_RS02915
OG0000442	ABLE99_RS00145	HZK19_RS00130
OG0000443	ABLE99_RS00190	HZK19_RS00175
OG0000444	ABLE99_RS00205	HZK19_RS00190
OG0000445	ABLE99_RS00230	HZK19_RS00215
OG0000446	ABLE99_RS00255	HZK19_RS00240
OG0000447	ABLE99_RS00260	HZK19_RS00245
OG0000448	ABLE99_RS00290	HZK19_RS00275
OG0000449	ABLE99_RS00315	HZK19_RS00300
OG0000450	ABLE99_RS00325	HZK19_RS00310
OG0000451	ABLE99_RS00365	HZK19_RS00350
OG0000452	ABLE99_RS00390	HZK19_RS00375
OG0000453	ABLE99_RS00425	HZK19_RS00410
OG0000454	ABLE99_RS01530	HZK19_RS03100
OG0000455	ABLE99_RS03375	HZK19_RS03560
OG0000456	ABLE99_RS03255	HZK19_RS03440
OG0000457	ABLE99_RS03230	HZK19_RS03415
OG0000458	ABLE99_RS02410	HZK19_RS02480
OG0000459	ABLE99_RS02435	HZK19_RS02505
OG0000460	ABLE99_RS02445	HZK19_RS02520
OG0000461	ABLE99_RS02490	HZK19_RS02560
OG0000462	ABLE99_RS02485	HZK19_RS02555
OG0000463	ABLE99_RS02480	HZK19_RS02550
OG0000465	ABLE99_RS02470	HZK19_RS02545
OG0000466	ABLE99_RS00395	HZK19_RS00380
OG0000467	ABLE99_RS02570	HZK19_RS02645
OG0000468	ABLE99_RS01880	HZK19_RS01930
OG0000469	ABLE99_RS01940	HZK19_RS01990
OG0000470	ABLE99_RS00835	HZK19_RS00815
OG0000471	ABLE99_RS00755	HZK19_RS00895
OG0000472	ABLE99_RS03205	HZK19_RS03370
OG0000473	ABLE99_RS03360	HZK19_RS03545
OG0000474	ABLE99_RS03365	HZK19_RS03550
OG0000475	ABLE99_RS03370	HZK19_RS03555
OG0000476	ABLE99_RS01520	HZK19_RS01520
OG0000477	ABLE99_RS02515	HZK19_RS02585
OG0000478	ABLE99_RS03305	HZK19_RS03490
OG0000479	ABLE99_RS01295	HZK19_RS01295
OG0000480	ABLE99_RS01945	HZK19_RS01995
OG0000481	ABLE99_RS00860	HZK19_RS00790
OG0000483	ABLE99_RS01990	HZK19_RS02040
OG0000484	ABLE99_RS00200	HZK19_RS00185
OG0000485	ABLE99_RS01135	HZK19_RS01140
OG0000486	ABLE99_RS02140	HZK19_RS02275
OG0000487	ABLE99_RS01920	HZK19_RS01970
OG0000488	ABLE99_RS01960	HZK19_RS02010
OG0000489	ABLE99_RS00050	HZK19_RS00050
OG0000490	ABLE99_RS03470	HZK19_RS03655
OG0000491	ABLE99_RS01315	HZK19_RS01315
OG0000492	ABLE99_RS01390	HZK19_RS01390
OG0000493	ABLE99_RS00575	HZK19_RS00570
OG0000494	ABLE99_RS01020	HZK19_RS00630
OG0000495	ABLE99_RS02730	HZK19_RS02800
OG0000496	ABLE99_RS02720	HZK19_RS02790
OG0000497	ABLE99_RS02715	HZK19_RS02785
