Orthogroup	MHP_4284_genes	MHP_UFV02_genes
OG0000068	ABLE99_RS01015	FEF31_RS00305
OG0000069	ABLE99_RS02710	FEF31_RS02555
OG0000070	ABLE99_RS02380	FEF31_RS02210
OG0000071	ABLE99_RS03155	FEF31_RS03835
OG0000072	ABLE99_RS03160	FEF31_RS04700
OG0000073	ABLE99_RS00970	FEF31_RS00360
OG0000074	ABLE99_RS00775	FEF31_RS04395
OG0000075	ABLE99_RS00340	FEF31_RS00005
OG0000076	ABLE99_RS00355	FEF31_RS00020
OG0000077	ABLE99_RS00440	FEF31_RS00105
OG0000078	ABLE99_RS01630	FEF31_RS01340
OG0000079	ABLE99_RS02455	FEF31_RS02300
OG0000080	ABLE99_RS02500	FEF31_RS02345
OG0000081	ABLE99_RS00335	FEF31_RS03610
OG0000082	ABLE99_RS02300	FEF31_RS02130
OG0000083	ABLE99_RS01935	FEF31_RS01765
OG0000084	ABLE99_RS01965	FEF31_RS01795
OG0000085	ABLE99_RS01970	FEF31_RS01800
OG0000086	ABLE99_RS01980	FEF31_RS01810
OG0000087	ABLE99_RS01995	FEF31_RS01825
OG0000088	ABLE99_RS02000	FEF31_RS01830
OG0000089	ABLE99_RS02010	FEF31_RS01840
OG0000090	ABLE99_RS00070	FEF31_RS03355
OG0000091	ABLE99_RS00055	FEF31_RS03340
OG0000092	ABLE99_RS00040	FEF31_RS03325
OG0000093	ABLE99_RS00035	FEF31_RS03320
OG0000094	ABLE99_RS00030	FEF31_RS03315
OG0000095	ABLE99_RS00005	FEF31_RS03290
OG0000096	ABLE99_RS03480	FEF31_RS03285
OG0000097	ABLE99_RS03460	FEF31_RS03265
OG0000098	ABLE99_RS03450	FEF31_RS03255
OG0000099	ABLE99_RS03400	FEF31_RS04640
OG0000100	ABLE99_RS03385	FEF31_RS03195
OG0000101	ABLE99_RS03380	FEF31_RS03190
OG0000102	ABLE99_RS01655	FEF31_RS01365
OG0000103	ABLE99_RS02050	FEF31_RS01955
OG0000104	ABLE99_RS02055	FEF31_RS01960
OG0000105	ABLE99_RS02070	FEF31_RS01975
OG0000106	ABLE99_RS02080	FEF31_RS01985
OG0000107	ABLE99_RS02090	FEF31_RS01995
OG0000108	ABLE99_RS02095	FEF31_RS02000
OG0000109	ABLE99_RS02100	FEF31_RS02005
OG0000110	ABLE99_RS02290	FEF31_RS02120
OG0000111	ABLE99_RS02285	FEF31_RS02115
OG0000112	ABLE99_RS02275	FEF31_RS02105
OG0000113	ABLE99_RS02255	FEF31_RS02085
OG0000114	ABLE99_RS02245	FEF31_RS02075
OG0000115	ABLE99_RS02235	FEF31_RS02065
OG0000116	ABLE99_RS01265	FEF31_RS00955
OG0000117	ABLE99_RS01270	FEF31_RS00960
OG0000118	ABLE99_RS01305	FEF31_RS00995
OG0000119	ABLE99_RS01310	FEF31_RS01000
OG0000120	ABLE99_RS01325	FEF31_RS01020
OG0000121	ABLE99_RS01350	FEF31_RS01045
OG0000122	ABLE99_RS01355	FEF31_RS01050
OG0000123	ABLE99_RS01375	FEF31_RS01070
OG0000124	ABLE99_RS01380	FEF31_RS01075
OG0000125	ABLE99_RS01385	FEF31_RS01080
OG0000126	ABLE99_RS01395	FEF31_RS01090
OG0000127	ABLE99_RS01405	FEF31_RS01100
OG0000128	ABLE99_RS01420	FEF31_RS01115
OG0000129	ABLE99_RS01425	FEF31_RS01120
OG0000130	ABLE99_RS01435	FEF31_RS01130
OG0000131	ABLE99_RS01465	FEF31_RS01160
OG0000132	ABLE99_RS01480	FEF31_RS04430
OG0000133	ABLE99_RS00525	FEF31_RS00190
OG0000134	ABLE99_RS00530	FEF31_RS00195
OG0000135	ABLE99_RS00545	FEF31_RS00210
OG0000136	ABLE99_RS00550	FEF31_RS00215
OG0000137	ABLE99_RS00580	FEF31_RS00245
OG0000138	ABLE99_RS01040	FEF31_RS00280
OG0000139	ABLE99_RS01010	FEF31_RS00310
OG0000140	ABLE99_RS01005	FEF31_RS00315
OG0000141	ABLE99_RS02825	FEF31_RS02670
OG0000142	ABLE99_RS02820	FEF31_RS04555
OG0000143	ABLE99_RS02800	FEF31_RS02645
OG0000144	ABLE99_RS02790	FEF31_RS02635
OG0000145	ABLE99_RS02780	FEF31_RS02625
OG0000146	ABLE99_RS02770	FEF31_RS02615
OG0000147	ABLE99_RS02765	FEF31_RS02610
OG0000148	ABLE99_RS02750	FEF31_RS02595
OG0000149	ABLE99_RS02740	FEF31_RS02585
OG0000150	ABLE99_RS02725	FEF31_RS02570
OG0000151	ABLE99_RS02675	FEF31_RS02525
OG0000152	ABLE99_RS02670	FEF31_RS02520
OG0000153	ABLE99_RS02665	FEF31_RS02515
OG0000154	ABLE99_RS02655	FEF31_RS02505
OG0000155	ABLE99_RS02615	FEF31_RS02465
OG0000156	ABLE99_RS02610	FEF31_RS02455
OG0000157	ABLE99_RS02600	FEF31_RS04545
OG0000158	ABLE99_RS02590	FEF31_RS04540
OG0000159	ABLE99_RS02365	FEF31_RS02195
OG0000160	ABLE99_RS02360	FEF31_RS02190
OG0000161	ABLE99_RS02355	FEF31_RS02185
OG0000162	ABLE99_RS02345	FEF31_RS02175
OG0000163	ABLE99_RS02340	FEF31_RS02170
OG0000164	ABLE99_RS01560	FEF31_RS01270
OG0000165	ABLE99_RS01855	FEF31_RS01685
OG0000166	ABLE99_RS01875	FEF31_RS01705
OG0000167	ABLE99_RS01890	FEF31_RS01720
OG0000168	ABLE99_RS01895	FEF31_RS01725
OG0000169	ABLE99_RS02935	FEF31_RS03615
OG0000170	ABLE99_RS02950	FEF31_RS04785, FEF31_RS04795
OG0000171	ABLE99_RS02960	FEF31_RS03640
OG0000172	ABLE99_RS02965	FEF31_RS03645
OG0000173	ABLE99_RS02970	FEF31_RS03650
OG0000174	ABLE99_RS02975	FEF31_RS03655
OG0000175	ABLE99_RS02990	FEF31_RS03670
OG0000176	ABLE99_RS03040	FEF31_RS03715
OG0000177	ABLE99_RS03045	FEF31_RS03720
OG0000178	ABLE99_RS03050	FEF31_RS03725
OG0000179	ABLE99_RS03060	FEF31_RS03735
OG0000180	ABLE99_RS03065	FEF31_RS03740
OG0000181	ABLE99_RS03105	FEF31_RS04690
OG0000182	ABLE99_RS03115	FEF31_RS03795
OG0000183	ABLE99_RS03150	FEF31_RS03830
OG0000184	ABLE99_RS03175	FEF31_RS02980
OG0000185	ABLE99_RS03190	FEF31_RS02965
OG0000186	ABLE99_RS01490	FEF31_RS04435
OG0000187	ABLE99_RS01505	FEF31_RS01200
OG0000188	ABLE99_RS01515	FEF31_RS01210
OG0000189	ABLE99_RS02135	FEF31_RS04520
OG0000190	ABLE99_RS02130	FEF31_RS02035
OG0000191	ABLE99_RS02110	FEF31_RS02015
OG0000192	ABLE99_RS01185	FEF31_RS00875
OG0000193	ABLE99_RS01170	FEF31_RS00860
OG0000194	ABLE99_RS00985	FEF31_RS00345
OG0000195	ABLE99_RS00980	FEF31_RS00350
OG0000196	ABLE99_RS00960	FEF31_RS00370
OG0000197	ABLE99_RS00955	FEF31_RS00375
OG0000198	ABLE99_RS00940	FEF31_RS00390
OG0000199	ABLE99_RS00935	FEF31_RS00395
OG0000200	ABLE99_RS00920	FEF31_RS00410
OG0000201	ABLE99_RS00910	FEF31_RS00420
OG0000202	ABLE99_RS00855	FEF31_RS00475
OG0000203	ABLE99_RS00850	FEF31_RS00480
OG0000204	ABLE99_RS00845	FEF31_RS00485
OG0000205	ABLE99_RS00840	FEF31_RS00490
OG0000206	ABLE99_RS00820	FEF31_RS00510
OG0000207	ABLE99_RS00805	FEF31_RS00525
OG0000208	ABLE99_RS00800	FEF31_RS00530
OG0000209	ABLE99_RS00795	FEF31_RS00535
OG0000210	ABLE99_RS00750	FEF31_RS00580
OG0000211	ABLE99_RS00740	FEF31_RS00590
OG0000212	ABLE99_RS00730	FEF31_RS00600
OG0000213	ABLE99_RS00725	FEF31_RS00605
OG0000214	ABLE99_RS00720	FEF31_RS00610
OG0000215	ABLE99_RS00715	FEF31_RS00615
OG0000216	ABLE99_RS00710	FEF31_RS00620
OG0000217	ABLE99_RS00705	FEF31_RS00625
OG0000218	ABLE99_RS00695	FEF31_RS00635
OG0000219	ABLE99_RS00690	FEF31_RS00640
OG0000220	ABLE99_RS00685	FEF31_RS00645
OG0000221	ABLE99_RS00680	FEF31_RS00650
OG0000222	ABLE99_RS00675	FEF31_RS00655
OG0000223	ABLE99_RS00670	FEF31_RS00660
OG0000224	ABLE99_RS00660	FEF31_RS00670
OG0000225	ABLE99_RS00650	FEF31_RS00680
OG0000226	ABLE99_RS00645	FEF31_RS00685
OG0000227	ABLE99_RS00640	FEF31_RS00690
OG0000228	ABLE99_RS00635	FEF31_RS04770
OG0000229	ABLE99_RS00630	FEF31_RS00700
OG0000230	ABLE99_RS00625	FEF31_RS00705
OG0000231	ABLE99_RS00615	FEF31_RS00715
OG0000232	ABLE99_RS00605	FEF31_RS00725
OG0000233	ABLE99_RS01065	FEF31_RS00750
OG0000234	ABLE99_RS01100	FEF31_RS00785
OG0000235	ABLE99_RS01110	FEF31_RS00795
OG0000236	ABLE99_RS01115	FEF31_RS00800
OG0000237	ABLE99_RS01120	FEF31_RS00805
OG0000238	ABLE99_RS01125	FEF31_RS00810
OG0000239	ABLE99_RS02835	FEF31_RS02680
OG0000240	ABLE99_RS02840	FEF31_RS02685
OG0000241	ABLE99_RS02850	FEF31_RS02695
OG0000242	ABLE99_RS02855	FEF31_RS02700
OG0000243	ABLE99_RS02860	FEF31_RS02705
OG0000244	ABLE99_RS02870	FEF31_RS02715
OG0000245	ABLE99_RS02880	FEF31_RS02720
OG0000246	ABLE99_RS00140	FEF31_RS03410
OG0000247	ABLE99_RS00150	FEF31_RS03420
OG0000248	ABLE99_RS00160	FEF31_RS03430
OG0000249	ABLE99_RS00165	FEF31_RS03435
OG0000250	ABLE99_RS00185	FEF31_RS03450
OG0000251	ABLE99_RS00210	FEF31_RS03480
OG0000252	ABLE99_RS00220	FEF31_RS03490
OG0000253	ABLE99_RS00225	FEF31_RS03495
OG0000254	ABLE99_RS00235	FEF31_RS03505
OG0000255	ABLE99_RS00240	FEF31_RS03510
OG0000256	ABLE99_RS00245	FEF31_RS03515
OG0000257	ABLE99_RS00270	FEF31_RS03540
OG0000258	ABLE99_RS00280	FEF31_RS03550
OG0000259	ABLE99_RS00310	FEF31_RS03580
OG0000260	ABLE99_RS00320	FEF31_RS03590
OG0000261	ABLE99_RS00330	FEF31_RS04680
OG0000262	ABLE99_RS00345	FEF31_RS00010
OG0000263	ABLE99_RS00360	FEF31_RS00025
OG0000264	ABLE99_RS00375	FEF31_RS00040
OG0000265	ABLE99_RS00385	FEF31_RS00050
OG0000266	ABLE99_RS00400	FEF31_RS00065
OG0000267	ABLE99_RS00415	FEF31_RS00080
OG0000268	ABLE99_RS00420	FEF31_RS00085
OG0000269	ABLE99_RS00435	FEF31_RS00100
OG0000270	ABLE99_RS03355	FEF31_RS04635
OG0000271	ABLE99_RS03350	FEF31_RS03160
OG0000272	ABLE99_RS03345	FEF31_RS03155
OG0000273	ABLE99_RS03340	FEF31_RS03150
OG0000274	ABLE99_RS03320	FEF31_RS03130
OG0000275	ABLE99_RS03315	FEF31_RS04625
OG0000276	ABLE99_RS03310	FEF31_RS03120
OG0000277	ABLE99_RS03300	FEF31_RS03110
OG0000278	ABLE99_RS03295	FEF31_RS03105
OG0000279	ABLE99_RS03285	FEF31_RS03095
OG0000280	ABLE99_RS03280	FEF31_RS03090
OG0000281	ABLE99_RS03275	FEF31_RS03085
OG0000282	ABLE99_RS03250	FEF31_RS04615
OG0000283	ABLE99_RS03245	FEF31_RS03055
OG0000284	ABLE99_RS03240	FEF31_RS03050
OG0000285	ABLE99_RS03235	FEF31_RS04610
OG0000286	ABLE99_RS02325	FEF31_RS02155
OG0000287	ABLE99_RS02415	FEF31_RS02260
OG0000288	ABLE99_RS02425	FEF31_RS02270
OG0000289	ABLE99_RS02430	FEF31_RS02275
OG0000290	ABLE99_RS02540	FEF31_RS02385
OG0000291	ABLE99_RS02530	FEF31_RS02375
OG0000292	ABLE99_RS02525	FEF31_RS02370
OG0000293	ABLE99_RS02520	FEF31_RS02365
OG0000294	ABLE99_RS02510	FEF31_RS02355
OG0000295	ABLE99_RS02505	FEF31_RS02350
OG0000296	ABLE99_RS02465	FEF31_RS02310
OG0000297	ABLE99_RS02460	FEF31_RS02305
OG0000298	ABLE99_RS00175	FEF31_RS03445
OG0000299	ABLE99_RS00195	FEF31_RS03465
OG0000300	ABLE99_RS00370	FEF31_RS00035
OG0000301	ABLE99_RS00405	FEF31_RS00070
OG0000302	ABLE99_RS00410	FEF31_RS00075
OG0000303	ABLE99_RS00555	FEF31_RS00220
OG0000304	ABLE99_RS00600	FEF31_RS00730
OG0000305	ABLE99_RS02775	FEF31_RS02620
OG0000306	ABLE99_RS02700	FEF31_RS02545
OG0000307	ABLE99_RS02660	FEF31_RS02510
OG0000308	ABLE99_RS02560	FEF31_RS02405
OG0000309	ABLE99_RS02495	FEF31_RS02340
OG0000310	ABLE99_RS02420	FEF31_RS02265
OG0000311	ABLE99_RS02385	FEF31_RS02215
OG0000312	ABLE99_RS02370	FEF31_RS02200
OG0000313	ABLE99_RS01550	FEF31_RS01260
OG0000314	ABLE99_RS01870	FEF31_RS01700
OG0000315	ABLE99_RS01900	FEF31_RS01730
OG0000316	ABLE99_RS01910	FEF31_RS01740
OG0000317	ABLE99_RS02005	FEF31_RS01835
OG0000318	ABLE99_RS01915	FEF31_RS04480
OG0000319	ABLE99_RS02065	FEF31_RS01970
OG0000320	ABLE99_RS02265	FEF31_RS02095
OG0000321	ABLE99_RS01300	FEF31_RS00990
OG0000322	ABLE99_RS01345	FEF31_RS01040
OG0000323	ABLE99_RS01475	FEF31_RS01170
OG0000324	ABLE99_RS02105	FEF31_RS02010
OG0000325	ABLE99_RS00975	FEF31_RS00355
OG0000326	ABLE99_RS00880	FEF31_RS00450
OG0000327	ABLE99_RS00875	FEF31_RS00455
OG0000328	ABLE99_RS00790	FEF31_RS00540
OG0000329	ABLE99_RS00770	FEF31_RS00560
OG0000330	ABLE99_RS01075	FEF31_RS00760
OG0000331	ABLE99_RS02865	FEF31_RS02710
OG0000332	ABLE99_RS03000	FEF31_RS03680
OG0000333	ABLE99_RS03010	FEF31_RS03690
OG0000334	ABLE99_RS03110	FEF31_RS03790
OG0000335	ABLE99_RS03120	FEF31_RS03800
OG0000336	ABLE99_RS03265	FEF31_RS04620
OG0000337	ABLE99_RS03435	FEF31_RS03240
OG0000338	ABLE99_RS03475	FEF31_RS03280
OG0000339	ABLE99_RS02240	FEF31_RS02070
OG0000340	ABLE99_RS01280	FEF31_RS00970
OG0000341	ABLE99_RS02125	FEF31_RS02030
OG0000342	ABLE99_RS00945	FEF31_RS00385
OG0000343	ABLE99_RS03020	FEF31_RS03700
OG0000344	ABLE99_RS00570	FEF31_RS00235
OG0000345	ABLE99_RS00655	FEF31_RS00675
OG0000346	ABLE99_RS03270	FEF31_RS03080
OG0000347	ABLE99_RS01370	FEF31_RS01065
OG0000348	ABLE99_RS00870	FEF31_RS00460
OG0000349	ABLE99_RS03330	FEF31_RS04630
OG0000350	ABLE99_RS02650	FEF31_RS02500
OG0000351	ABLE99_RS00490	FEF31_RS00155
OG0000352	ABLE99_RS01850	FEF31_RS01680
OG0000353	ABLE99_RS01340	FEF31_RS01035
OG0000354	ABLE99_RS01025	FEF31_RS00295
OG0000355	ABLE99_RS01825	FEF31_RS04470
OG0000356	ABLE99_RS01905	FEF31_RS04475
OG0000357	ABLE99_RS02980	FEF31_RS04685
OG0000358	ABLE99_RS02985	FEF31_RS03665
OG0000359	ABLE99_RS00900	FEF31_RS04380
OG0000360	ABLE99_RS00275	FEF31_RS03545
OG0000361	ABLE99_RS00305	FEF31_RS03575
OG0000362	ABLE99_RS02440	FEF31_RS02285
OG0000363	ABLE99_RS01410	FEF31_RS01105
OG0000364	ABLE99_RS01800	FEF31_RS01635
OG0000365	ABLE99_RS01950	FEF31_RS01785
OG0000366	ABLE99_RS01975	FEF31_RS01805
OG0000367	ABLE99_RS01985	FEF31_RS01815
OG0000368	ABLE99_RS00060	FEF31_RS03345
OG0000369	ABLE99_RS00025	FEF31_RS04650
OG0000370	ABLE99_RS00020	FEF31_RS03305
OG0000371	ABLE99_RS00015	FEF31_RS03300
OG0000372	ABLE99_RS00010	FEF31_RS03295
OG0000373	ABLE99_RS03465	FEF31_RS03270
OG0000374	ABLE99_RS03455	FEF31_RS03260
OG0000375	ABLE99_RS02060	FEF31_RS01965
OG0000376	ABLE99_RS02280	FEF31_RS02110
OG0000377	ABLE99_RS02270	FEF31_RS02100
OG0000378	ABLE99_RS01260	FEF31_RS00950
OG0000379	ABLE99_RS01335	FEF31_RS01030
OG0000380	ABLE99_RS01360	FEF31_RS01055
OG0000381	ABLE99_RS01400	FEF31_RS01095
OG0000382	ABLE99_RS01430	FEF31_RS01125
OG0000383	ABLE99_RS01470	FEF31_RS01165
OG0000384	ABLE99_RS00510	FEF31_RS00175
OG0000385	ABLE99_RS00515	FEF31_RS00180
OG0000386	ABLE99_RS00535	FEF31_RS00200
OG0000387	ABLE99_RS00560	FEF31_RS00225
OG0000388	ABLE99_RS00565	FEF31_RS04370
OG0000389	ABLE99_RS01050	FEF31_RS00275
OG0000390	ABLE99_RS02795	FEF31_RS02640
OG0000391	ABLE99_RS02785	FEF31_RS02630
OG0000392	ABLE99_RS02760	FEF31_RS02605
OG0000393	ABLE99_RS02705	FEF31_RS04550
OG0000394	ABLE99_RS02625	FEF31_RS02475
OG0000395	ABLE99_RS02620	FEF31_RS02470
OG0000396	ABLE99_RS02330	FEF31_RS02160
OG0000397	ABLE99_RS01835	FEF31_RS01665
OG0000398	ABLE99_RS01840	FEF31_RS01670
OG0000399	ABLE99_RS01885	FEF31_RS01715
OG0000400	ABLE99_RS02945	FEF31_RS03625
OG0000401	ABLE99_RS03005	FEF31_RS03685
OG0000402	ABLE99_RS03015	FEF31_RS03695
OG0000403	ABLE99_RS03025	FEF31_RS03705
OG0000404	ABLE99_RS03055	FEF31_RS03730
OG0000405	ABLE99_RS03075	FEF31_RS04800
OG0000406	ABLE99_RS03125	FEF31_RS03805
OG0000407	ABLE99_RS03130	FEF31_RS04695
OG0000408	ABLE99_RS03135	FEF31_RS03815
OG0000409	ABLE99_RS03140	FEF31_RS03820
OG0000410	ABLE99_RS03170	FEF31_RS02985
OG0000411	ABLE99_RS03180	FEF31_RS02975
OG0000412	ABLE99_RS03185	FEF31_RS02970
OG0000413	ABLE99_RS01485	FEF31_RS01180
OG0000414	ABLE99_RS01495	FEF31_RS01190
OG0000415	ABLE99_RS01500	FEF31_RS01195
OG0000416	ABLE99_RS01510	FEF31_RS01205
OG0000417	ABLE99_RS02120	FEF31_RS02025
OG0000418	ABLE99_RS02115	FEF31_RS02020
OG0000419	ABLE99_RS00965	FEF31_RS00365
OG0000420	ABLE99_RS00930	FEF31_RS00400
OG0000421	ABLE99_RS00895	FEF31_RS00435
OG0000422	ABLE99_RS00885	FEF31_RS00445
OG0000423	ABLE99_RS00830	FEF31_RS00500
OG0000424	ABLE99_RS00825	FEF31_RS00505
OG0000425	ABLE99_RS00815	FEF31_RS00515
OG0000426	ABLE99_RS00810	FEF31_RS04385
OG0000427	ABLE99_RS00785	FEF31_RS04390
OG0000428	ABLE99_RS00760	FEF31_RS00570
OG0000429	ABLE99_RS00665	FEF31_RS00665
OG0000430	ABLE99_RS00620	FEF31_RS00710
OG0000431	ABLE99_RS00610	FEF31_RS00720
OG0000432	ABLE99_RS01070	FEF31_RS00755
OG0000433	ABLE99_RS01085	FEF31_RS00770
OG0000434	ABLE99_RS01090	FEF31_RS00775
OG0000435	ABLE99_RS01105	FEF31_RS00790
OG0000436	ABLE99_RS01130	FEF31_RS00815
OG0000437	ABLE99_RS01140	FEF31_RS00825
OG0000438	ABLE99_RS01145	FEF31_RS00830
OG0000439	ABLE99_RS01150	FEF31_RS04400
OG0000440	ABLE99_RS02845	FEF31_RS02690
OG0000442	ABLE99_RS00145	FEF31_RS03415
OG0000443	ABLE99_RS00190	FEF31_RS03460
OG0000444	ABLE99_RS00205	FEF31_RS03475
OG0000445	ABLE99_RS00230	FEF31_RS03500
OG0000446	ABLE99_RS00255	FEF31_RS03525
OG0000447	ABLE99_RS00260	FEF31_RS03530
OG0000448	ABLE99_RS00290	FEF31_RS03560
OG0000449	ABLE99_RS00315	FEF31_RS03585
OG0000450	ABLE99_RS00325	FEF31_RS03595
OG0000451	ABLE99_RS00365	FEF31_RS00030
OG0000452	ABLE99_RS00390	FEF31_RS00055
OG0000453	ABLE99_RS00425	FEF31_RS00090
OG0000455	ABLE99_RS03375	FEF31_RS03185
OG0000456	ABLE99_RS03255	FEF31_RS03065
OG0000457	ABLE99_RS03230	FEF31_RS03040
OG0000458	ABLE99_RS02410	FEF31_RS02255
OG0000459	ABLE99_RS02435	FEF31_RS02280
OG0000460	ABLE99_RS02445	FEF31_RS02290
OG0000461	ABLE99_RS02490	FEF31_RS02335
OG0000462	ABLE99_RS02485	FEF31_RS02330
OG0000463	ABLE99_RS02480	FEF31_RS02325
OG0000464	ABLE99_RS02475	FEF31_RS02320
OG0000465	ABLE99_RS02470	FEF31_RS02315
OG0000466	ABLE99_RS00395	FEF31_RS00060
OG0000467	ABLE99_RS02570	FEF31_RS04530
OG0000468	ABLE99_RS01880	FEF31_RS01710
OG0000469	ABLE99_RS01940	FEF31_RS01770
OG0000470	ABLE99_RS00835	FEF31_RS00495
OG0000471	ABLE99_RS00755	FEF31_RS00575
OG0000472	ABLE99_RS03205	FEF31_RS02995
OG0000473	ABLE99_RS03360	FEF31_RS03170
OG0000474	ABLE99_RS03365	FEF31_RS03175
OG0000475	ABLE99_RS03370	FEF31_RS03180
OG0000476	ABLE99_RS01520	FEF31_RS01215
OG0000477	ABLE99_RS02515	FEF31_RS02360
OG0000478	ABLE99_RS03305	FEF31_RS03115
OG0000479	ABLE99_RS01295	FEF31_RS00985
OG0000480	ABLE99_RS01945	FEF31_RS01775
OG0000481	ABLE99_RS00860	FEF31_RS00470
OG0000482	ABLE99_RS01175	FEF31_RS00865
OG0000483	ABLE99_RS01990	FEF31_RS01820
OG0000484	ABLE99_RS00200	FEF31_RS04675
OG0000485	ABLE99_RS01135	FEF31_RS00820
OG0000486	ABLE99_RS02140	FEF31_RS02045
OG0000487	ABLE99_RS01920	FEF31_RS04485
OG0000488	ABLE99_RS01960	FEF31_RS01790
OG0000489	ABLE99_RS00050	FEF31_RS03335
OG0000490	ABLE99_RS03470	FEF31_RS03275
OG0000491	ABLE99_RS01315	FEF31_RS01005
OG0000492	ABLE99_RS01390	FEF31_RS01085
OG0000493	ABLE99_RS00575	FEF31_RS00240
OG0000494	ABLE99_RS01020	FEF31_RS00300
OG0000495	ABLE99_RS02730	FEF31_RS02575
OG0000496	ABLE99_RS02720	FEF31_RS02565
OG0000497	ABLE99_RS02715	FEF31_RS02560
OG0000498	ABLE99_RS02630	FEF31_RS02480
OG0000499	ABLE99_RS02595	FEF31_RS02445
OG0000500	ABLE99_RS01845	FEF31_RS01675
