Orthogroup	MHP_MHP696_proteins	MHP_7422_proteins
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_160588282.1	WP_011290216.1
OG0000106	WP_135618884.1	WP_011290218.1
OG0000107	WP_011284169.1	WP_020835753.1
OG0000108	WP_308507065.1	WP_011206247.1
OG0000109	WP_146379632.1	WP_020835754.1
OG0000110	WP_160585726.1	WP_020835772.1
OG0000111	WP_258555345.1	WP_020835771.1
OG0000112	WP_237697204.1	WP_020835769.1
OG0000113	WP_160585296.1	WP_020835765.1
OG0000114	WP_258555347.1	WP_236607949.1
OG0000115	WP_160585718.1	WP_011284183.1
OG0000116	WP_146379549.1	WP_011290103.1
OG0000117	WP_160588005.1	WP_020835633.1
OG0000118	WP_179221071.1	WP_011290108.1
OG0000119	WP_135618686.1	WP_020835638.1
OG0000120	WP_011284027.1	WP_011284027.1
OG0000121	WP_011284032.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011290118.1	WP_011290118.1
OG0000125	WP_160588259.1	WP_011205952.1
OG0000126	WP_146379560.1	WP_011290120.1
OG0000127	WP_011290122.1	WP_011290122.1
OG0000128	WP_160585095.1	WP_020835650.1
OG0000129	WP_020835651.1	WP_020835651.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_160588225.1	WP_011284047.1
OG0000132	WP_160588229.1	WP_011205939.1
OG0000133	WP_094521764.1	WP_014579589.1
OG0000134	WP_228365407.1	WP_020835541.1
OG0000135	WP_011206120.1	WP_011206120.1
OG0000136	WP_011206119.1	WP_020835542.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_160587956.1	WP_020835566.1
OG0000139	WP_011206102.1	WP_011290017.1
OG0000140	WP_160584795.1	WP_011206101.1
OG0000141	WP_160617495.1	WP_011284290.1
OG0000142	WP_011284289.1	WP_020835848.1
OG0000143	WP_011206391.1	WP_011206391.1
OG0000144	WP_160587861.1	WP_020835844.1
OG0000145	WP_225972996.1	WP_225972996.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_160587854.1	WP_041361684.1
OG0000149	WP_011290331.1	WP_011290331.1
OG0000150	WP_135619006.1	WP_011206376.1
OG0000151	WP_020835828.1	WP_020835828.1
OG0000152	WP_020835827.1	WP_228366106.1
OG0000153	WP_011206347.1	WP_011206347.1
OG0000154	WP_160587842.1	WP_041361682.1
OG0000155	WP_020835820.1	WP_020835820.1
OG0000156	WP_160587838.1	WP_011206335.1
OG0000157	WP_160587836.1	WP_020835818.1
OG0000158	WP_160587834.1	WP_020835816.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_179221158.1	WP_020835785.1
OG0000161	WP_146379654.1	WP_014579880.1
OG0000162	WP_135619210.1	WP_081430781.1
OG0000163	WP_160588299.1	WP_020835782.1
OG0000164	WP_146379571.1	WP_020835663.1
OG0000165	WP_011206200.1	WP_020835712.1
OG0000166	WP_011206204.1	WP_020835717.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_160587908.1	WP_236607945.1
OG0000169	WP_002557698.1	WP_002557698.1
OG0000170	WP_160588047.1	WP_020835862.1
OG0000171	WP_146379717.1	WP_020835864.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_160588049.1	WP_020835865.1
OG0000174	WP_160588051.1	WP_020835866.1
OG0000175	WP_160588054.1	WP_020835868.1
OG0000176	WP_160607777.1	WP_020835876.1
OG0000177	WP_160585273.1	WP_020835877.1
OG0000178	WP_160585275.1	WP_020835878.1
OG0000179	WP_020835880.1	WP_020835880.1
OG0000180	WP_081642895.1	WP_081642895.1
OG0000181	WP_020835888.1	WP_020835888.1
OG0000182	WP_011284337.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160588140.1	WP_011290401.1
OG0000185	WP_160588138.1	WP_020835897.1
OG0000186	WP_020835656.1	WP_020835656.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160588291.1	WP_020835758.1
OG0000190	WP_146379637.1	WP_020835757.1
OG0000191	WP_020835755.1	WP_020835755.1
OG0000192	WP_160587990.1	WP_011290088.1
OG0000193	WP_094521610.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_011290023.1
OG0000195	WP_094521583.1	WP_011290024.1
OG0000196	WP_179695841.1	WP_020835573.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_160588272.1	WP_020835575.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_160588267.1	WP_011290039.1
OG0000203	WP_160588265.1	WP_011206072.1
OG0000204	WP_160617497.1	WP_011206071.1
OG0000205	WP_160588086.1	WP_020835584.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_094521594.1	WP_011206063.1
OG0000208	WP_011290046.1	WP_011290046.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_011206052.1
OG0000211	WP_011290054.1	WP_011290054.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_160588083.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_020835589.1
OG0000216	WP_014579616.1	WP_011290056.1
OG0000217	WP_160588081.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_020835591.1	WP_020835591.1
OG0000220	WP_020835592.1	WP_020835592.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_160588076.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_160588073.1	WP_020835596.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011290064.1
OG0000228	WP_041361593.1	WP_041361593.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_014579605.1	WP_011206027.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_020835604.1
OG0000234	WP_160587977.1	WP_041361598.1
OG0000235	WP_160587980.1	WP_020835611.1
OG0000236	WP_011283989.1	WP_020835612.1
OG0000237	WP_160587982.1	WP_020835613.1
OG0000238	WP_011283991.1	WP_011283991.1
OG0000239	WP_011290347.1	WP_011290347.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_044272588.1	WP_020835853.1
OG0000242	WP_160588327.1	WP_020835854.1
OG0000243	WP_146379703.1	WP_041361686.1
OG0000244	WP_041361690.1	WP_041361690.1
OG0000245	WP_146379707.1	WP_020835856.1
OG0000246	WP_050195463.1	WP_041361522.1
OG0000247	WP_160617488.1	WP_011289951.1
OG0000248	WP_052259122.1	WP_014579535.1
OG0000249	WP_160588044.1	WP_020835502.1
OG0000250	WP_160588038.1	WP_011289957.1
OG0000251	WP_020835507.1	WP_020835507.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_160588034.1	WP_011289964.1
OG0000254	WP_160588032.1	WP_020835510.1
OG0000255	WP_014579550.1	WP_020835511.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_160588029.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011289974.1
OG0000259	WP_041361723.1	WP_020835520.1
OG0000260	WP_011289982.1	WP_011289982.1
OG0000261	WP_160588025.1	WP_020835521.1
OG0000262	WP_041361531.1	WP_041361531.1
OG0000263	WP_160585532.1	WP_011283885.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_146379476.1	WP_020835529.1
OG0000266	WP_011205923.1	WP_041361536.1
OG0000267	WP_014579577.1	WP_020835532.1
OG0000268	WP_160588019.1	WP_011289993.1
OG0000269	WP_160584741.1	WP_011206134.1
OG0000270	WP_160588154.1	WP_020835916.1
OG0000271	WP_160588152.1	WP_020835915.1
OG0000272	WP_160588150.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_160588177.1	WP_011290423.1
OG0000275	WP_160588179.1	WP_020835912.1
OG0000276	WP_011290421.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_160588182.1	WP_011206493.1
OG0000279	WP_160588183.1	WP_011290418.1
OG0000280	WP_094521520.1	WP_011206490.1
OG0000281	WP_014580012.1	WP_011290416.1
OG0000282	WP_160588184.1	WP_020835909.1
OG0000283	WP_011206485.1	WP_011206485.1
OG0000284	WP_011206484.1	WP_011206484.1
OG0000285	WP_160584909.1	WP_020835908.1
OG0000286	WP_146379652.1	WP_020835780.1
OG0000287	WP_011284216.1	WP_020835791.1
OG0000288	WP_011206299.1	WP_041361791.1
OG0000289	WP_020835793.1	WP_020835793.1
OG0000290	WP_011284237.1	WP_020835808.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160587820.1	WP_020835806.1
OG0000293	WP_160587817.1	WP_020835805.1
OG0000294	WP_160587813.1	WP_041361676.1
OG0000295	WP_011206315.1	WP_011206315.1
OG0000296	WP_044272552.1	WP_041361673.1
OG0000297	WP_160588315.1	WP_020835798.1
OG0000298	WP_160588040.1	WP_011289956.1
OG0000299	WP_094521545.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_011283891.1
OG0000302	WP_014579576.1	WP_011205925.1
OG0000303	WP_146379484.1	WP_011206118.1
OG0000304	WP_011283978.1	WP_220190741.1
OG0000305	WP_160587859.1	WP_020835841.1
OG0000306	WP_044272563.1	WP_020835832.1
OG0000307	WP_160587844.1	WP_020835826.1
OG0000308	WP_044284683.1	WP_020835811.1
OG0000309	WP_011206313.1	WP_011206313.1
OG0000310	WP_160588319.1	WP_011206298.1
OG0000311	WP_011206293.1	WP_011206293.1
OG0000312	WP_041361671.1	WP_041361671.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160587902.1	WP_020835716.1
OG0000315	WP_011290197.1	WP_011290197.1
OG0000316	WP_160587912.1	WP_014579818.1
OG0000317	WP_160585126.1	WP_020835734.1
OG0000318	WP_220191051.1	WP_020835722.1
OG0000319	WP_160588280.1	WP_020835750.1
OG0000320	WP_160588217.1	WP_020835767.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_160588227.1	WP_041361746.1
OG0000324	WP_160588283.1	WP_011290222.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160588270.1	WP_041361576.1
OG0000327	WP_146379506.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_225973017.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_041361688.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_020835889.1
OG0000335	WP_160588128.1	WP_041361699.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_011290441.1
OG0000338	WP_160584861.1	WP_011284394.1
OG0000339	WP_160585719.1	WP_020835763.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_160588289.1	WP_011290226.1
OG0000342	WP_011290029.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160588307.1	WP_041361546.1
OG0000345	WP_014579611.1	WP_051129925.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_020835582.1
OG0000349	WP_160588173.1	WP_236607960.1
OG0000350	WP_258555238.1	WP_041361796.1
OG0000351	WP_160588011.1	WP_011289997.1
OG0000352	WP_160587896.1	WP_020835711.1
OG0000353	WP_160588248.1	WP_020835641.1
OG0000354	WP_308507053.1	WP_220200712.1
OG0000355	WP_020835708.1	WP_020835708.1
OG0000356	WP_308507057.1	WP_236607946.1
OG0000357	WP_011206427.1	WP_011206427.1
OG0000358	WP_160588052.1	WP_020835867.1
OG0000359	WP_192894285.1	WP_051129934.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_011289979.1
OG0000362	WP_160588317.1	WP_020835794.1
OG0000363	WP_308507063.1	WP_269076336.1
OG0000364	WP_160587890.1	WP_236607972.1, WP_020835705.1
OG0000365	WP_160587919.1	WP_020835726.1
OG0000366	WP_011206224.1	WP_011206224.1
OG0000367	WP_220190703.1	WP_020835730.1
OG0000368	WP_160588120.1	WP_011289935.1
OG0000369	WP_160588112.1	WP_011289930.1
OG0000370	WP_160588110.1	WP_041361514.1
OG0000371	WP_160588108.1	WP_020835481.1
OG0000372	WP_160588106.1	WP_011289927.1
OG0000373	WP_160588104.1	WP_020835935.1
OG0000374	WP_160588102.1	WP_020835933.1
OG0000375	WP_146379628.1	WP_011284163.1
OG0000376	WP_160585724.1	WP_020835770.1
OG0000377	WP_011206271.1	WP_041361661.1
OG0000378	WP_146379548.1	WP_020835632.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_160588252.1	WP_020835644.1
OG0000381	WP_160588219.1	WP_020835647.1
OG0000382	WP_160588223.1	WP_020835652.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_041361727.1	WP_041361727.1
OG0000386	WP_011290004.1	WP_011290004.1
OG0000387	WP_160588311.1	WP_020835543.1
OG0000388	WP_160588309.1	WP_020835544.1
OG0000389	WP_160587959.1	WP_020835565.1
OG0000390	WP_011284284.1	WP_011284284.1
OG0000391	WP_020835843.1	WP_020835843.1
OG0000392	WP_020835840.1	WP_020835840.1
OG0000393	WP_160587848.1	WP_020835833.1
OG0000394	WP_011290313.1	WP_011290313.1
OG0000395	WP_146379682.1	WP_020835821.1
OG0000396	WP_160585153.1	WP_020835781.1
OG0000397	WP_011206196.1	WP_011206196.1
OG0000398	WP_160587892.1	WP_020835709.1
OG0000399	WP_160587906.1	WP_011290195.1
OG0000400	WP_044272610.1	WP_020835861.1
OG0000401	WP_135619070.1	WP_020835871.1
OG0000402	WP_160588059.1	WP_020835872.1
OG0000403	WP_020835873.1	WP_020835873.1
OG0000404	WP_160617499.1	WP_020835879.1
OG0000405	WP_160585278.1	WP_081642900.1
OG0000406	WP_160588130.1	WP_020835892.1
OG0000407	WP_160588132.1	WP_011290391.1
OG0000408	WP_044284717.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_146379742.1	WP_011290400.1
OG0000412	WP_011290399.1	WP_011290399.1
OG0000413	WP_011290129.1	WP_020835655.1
OG0000414	WP_011290131.1	WP_011290131.1
OG0000415	WP_020835657.1	WP_020835657.1
OG0000416	WP_160588231.1	WP_011284056.1
OG0000418	WP_160588285.1	WP_020835756.1
OG0000419	WP_160588274.1	WP_020835572.1
OG0000420	WP_020835574.1	WP_020835574.1
OG0000421	WP_011206080.1	WP_011206080.1
OG0000422	WP_146379504.1	WP_020835580.1
OG0000423	WP_135618585.1	WP_020835585.1
OG0000424	WP_135618587.1	WP_011290043.1
OG0000425	WP_011206065.1	WP_041361580.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_011290048.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011290062.1	WP_011206036.1
OG0000430	WP_014579604.1	WP_020835599.1
OG0000431	WP_011290067.1	WP_020835600.1
OG0000432	WP_160587974.1	WP_020835605.1
OG0000433	WP_011206014.1	WP_011290074.1
OG0000434	WP_160585569.1	WP_020835607.1
OG0000435	WP_011283987.1	WP_020835610.1
OG0000436	WP_011206005.1	WP_020835614.1
OG0000437	WP_044272373.1	WP_020835616.1
OG0000438	WP_160587984.1	WP_020835617.1
OG0000439	WP_020835619.1	WP_020835619.1
OG0000440	WP_160588325.1	WP_020835852.1
OG0000441	WP_011284299.1	WP_020835857.1
OG0000442	WP_258555485.1	WP_020835499.1
OG0000443	WP_160588036.1	WP_020835505.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_020835509.1
OG0000446	WP_135618497.1	WP_020835513.1
OG0000447	WP_160588031.1	WP_014579553.1
OG0000448	WP_146379469.1	WP_011289976.1
OG0000449	WP_011289981.1	WP_011289981.1
OG0000450	WP_160588027.1	WP_011289983.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_011206136.1	WP_011289994.1
OG0000455	WP_146379761.1	WP_041361713.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_160588187.1	WP_020835907.1
OG0000458	WP_160588321.1	WP_020835790.1
OG0000459	WP_011206301.1	WP_014579890.1
OG0000460	WP_044272549.1	WP_020835795.1
OG0000461	WP_160587811.1	WP_041361674.1
OG0000462	WP_160587809.1	WP_020835802.1
OG0000463	WP_160587807.1	WP_020835801.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_160585762.1	WP_020835800.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160587829.1	WP_020835813.1
OG0000468	WP_160587904.1	WP_011290194.1
OG0000469	WP_014579824.1	WP_011290203.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_041361586.1
OG0000472	WP_160588144.1	WP_020835900.1
OG0000473	WP_160588156.1	WP_020835917.1
OG0000474	WP_160588158.1	WP_041361711.1
OG0000475	WP_160588160.1	WP_020835919.1
OG0000476	WP_011205931.1	WP_011205931.1
OG0000477	WP_160587815.1	WP_011290293.1
OG0000478	WP_146379753.1	WP_011284367.1
OG0000479	WP_160588237.1	WP_020835636.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_308507052.1	WP_020835583.1
OG0000482	WP_160587986.1	WP_020835622.1
OG0000483	WP_160587946.1	WP_051129930.1
OG0000484	WP_225973007.1	WP_228366121.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_160588293.1	WP_020835759.1
OG0000487	WP_220191052.1	WP_044272470.1
OG0000488	WP_160587923.1	WP_020835728.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000491	WP_160588241.1	WP_020835639.1
OG0000492	WP_160617506.1	WP_020835646.1
OG0000494	WP_052269169.1	WP_020835567.1
OG0000495	WP_146379689.1	WP_011284272.1
OG0000496	WP_011206375.1	WP_020835835.1
OG0000497	WP_160587850.1	WP_011206374.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_020835817.1
OG0000500	WP_160587894.1	WP_020835710.1
OG0000501	WP_220190663.1	WP_020835863.1
OG0000502	WP_094521609.1	WP_020835621.1
OG0000503	WP_016340193.1	WP_020835576.1
OG0000504	WP_146379513.1	WP_011283955.1
OG0000505	WP_011290053.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_160588078.1	WP_020835590.1
OG0000508	WP_044272682.1	WP_020835512.1
OG0000509	WP_020835518.1	WP_020835518.1
OG0000510	WP_011289977.1	WP_011289977.1
OG0000511	WP_160588017.1	WP_011206135.1
OG0000512	WP_160585006.1	WP_020835796.1
OG0000513	WP_160585582.1	WP_041361708.1
OG0000514	WP_160587856.1	WP_020835839.1
OG0000515	WP_014579793.1	WP_014579793.1
OG0000516	WP_160587914.1	WP_020835724.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_160588057.1	WP_318023954.1
OG0000519	WP_020835579.1	WP_020835579.1
OG0000520	WP_146379514.1	WP_011290050.1
OG0000521	WP_020835515.1	WP_020835515.1
OG0000522	WP_135618505.1	WP_020835519.1
OG0000523	WP_020835906.1	WP_020835906.1
OG0000524	WP_160587827.1	WP_020835812.1
OG0000525	WP_160588146.1	WP_011290405.1
OG0000526	WP_225972970.1	WP_236607970.1
OG0000527	WP_258555253.1	WP_020835689.1
OG0000528	WP_160587916.1	WP_011290201.1
OG0000529	WP_014579831.1	WP_014579831.1
OG0000530	WP_160585722.1	WP_011284186.1
OG0000531	WP_160588256.1	WP_020835645.1
OG0000532	WP_011284067.1	WP_236607969.1
OG0000533	WP_011206110.1	WP_236607965.1, WP_236607964.1
OG0000534	WP_160588021.1	WP_020835528.1
OG0000535	WP_160588116.1	WP_020835486.1
OG0000536	WP_160588166.1	WP_020835926.1
OG0000537	WP_011290028.1	WP_011290028.1
OG0000538	WP_146379532.1	WP_020835608.1
OG0000539	WP_011289963.1	WP_020835508.1
OG0000540	WP_160587822.1	WP_020835807.1
OG0000541	WP_160587840.1	WP_020835819.1
OG0000542	WP_011289986.1	WP_020835525.1
OG0000544	WP_308507054.1	WP_020835626.1
OG0000545	WP_160587882.1	WP_020835698.1
OG0000546	WP_258555239.1	WP_020835829.1
OG0000547	WP_011290341.1	WP_020835845.1
OG0000548	WP_135618730.1	WP_020835662.1
OG0000549	WP_160588142.1	WP_020835899.1
OG0000550	WP_160588175.1	WP_020835913.1
OG0000551	WP_011206407.1	WP_011206407.1
OG0000552	WP_044284704.1	WP_020835874.1
OG0000553	WP_160587832.1	WP_020835815.1
