Orthogroup	MHP_7422_genes	MHP_TB1_genes
OG0000024	MHL_RS02790	B5M19_RS02500
OG0000024	MHL_RS01355	B5M19_RS04395, B5M19_RS04390
OG0000025	MHL_RS01745	B5M19_RS04315
OG0000025	MHL_RS01785	B5M19_RS02085
OG0000026	MHL_RS01445	B5M19_RS01210
OG0000027	MHL_RS03755	B5M19_RS00565
OG0000027	MHL_RS03360	B5M19_RS00550
OG0000029	MHL_RS01165	B5M19_RS03200
OG0000029	MHL_RS00700	B5M19_RS04520, B5M19_RS03510
OG0000030	MHL_RS03335	B5M19_RS00570
OG0000030	MHL_RS03355	B5M19_RS00555
OG0000031	MHL_RS00630	B5M19_RS04360
OG0000032	MHL_RS03350	B5M19_RS00560
OG0000035	MHL_RS03210	B5M19_RS01610
OG0000035	MHL_RS03195	B5M19_RS04235
OG0000036	MHL_RS00120, MHL_RS00135	B5M19_RS00040
OG0000039	MHL_RS01705	B5M19_RS03320
OG0000041	MHL_RS00760	B5M19_RS03050
OG0000041	MHL_RS01270	B5M19_RS04355
OG0000042	MHL_RS02985	B5M19_RS01320
OG0000043	MHL_RS01990	B5M19_RS00735
OG0000043	MHL_RS00625	B5M19_RS02270
OG0000045	MHL_RS01710	B5M19_RS03325
OG0000046	MHL_RS03290	B5M19_RS03125
OG0000047	MHL_RS01655	B5M19_RS03245
OG0000047	MHL_RS00650	B5M19_RS02295
OG0000048	MHL_RS02170	B5M19_RS03695
OG0000049	MHL_RS03060	B5M19_RS01455
OG0000050	MHL_RS02510	B5M19_RS02825
OG0000051	MHL_RS02710	B5M19_RS00915
OG0000052	MHL_RS00080	B5M19_RS00005
OG0000053	MHL_RS01530	B5M19_RS01120
OG0000054	MHL_RS02535	B5M19_RS02800
OG0000055	MHL_RS00140	B5M19_RS00045
OG0000056	MHL_RS03530	B5M19_RS00375
OG0000057	MHL_RS02970	B5M19_RS01340
OG0000058	MHL_RS00610	B5M19_RS02250
OG0000059	MHL_RS00620	B5M19_RS02265
OG0000060	MHL_RS04115	B5M19_RS03995
OG0000061	MHL_RS01940	B5M19_RS03265
OG0000062	MHL_RS03580	B5M19_RS01970
OG0000063	MHL_RS03575	B5M19_RS01975
OG0000064	MHL_RS03565	B5M19_RS01990
OG0000065	MHL_RS02310	B5M19_RS02925
OG0000066	MHL_RS01435	B5M19_RS01220
OG0000067	MHL_RS00525	B5M19_RS02375
OG0000068	MHL_RS00735	B5M19_RS04480
OG0000069	MHL_RS02860	B5M19_RS03520
OG0000070	MHL_RS02540	B5M19_RS02795
OG0000071	MHL_RS03275	B5M19_RS02995
OG0000072	MHL_RS03280	B5M19_RS02990
OG0000073	MHL_RS00795	B5M19_RS01840
OG0000074	MHL_RS03950, MHL_RS04210	B5M19_RS01645
OG0000075	MHL_RS00345	B5M19_RS00265
OG0000076	MHL_RS00360	B5M19_RS00280
OG0000077	MHL_RS00450	B5M19_RS03440
OG0000078	MHL_RS01755	B5M19_RS02055
OG0000079	MHL_RS02615	B5M19_RS01010
OG0000080	MHL_RS03870	B5M19_RS03900
OG0000081	MHL_RS00340	B5M19_RS00260
OG0000082	MHL_RS02460	B5M19_RS04415
OG0000083	MHL_RS02095	B5M19_RS00845
OG0000084	MHL_RS02120	B5M19_RS02760
OG0000085	MHL_RS02125	B5M19_RS02755
OG0000086	MHL_RS02135	B5M19_RS02745
OG0000087	MHL_RS02150	B5M19_RS02730
OG0000088	MHL_RS02155	B5M19_RS02725
OG0000089	MHL_RS02165	B5M19_RS03690
OG0000090	MHL_RS00075	B5M19_RS03775
OG0000091	MHL_RS00060	B5M19_RS04280
OG0000092	MHL_RS00045	B5M19_RS01895
OG0000093	MHL_RS00040	B5M19_RS01900
OG0000094	MHL_RS00035	B5M19_RS01905
OG0000095	MHL_RS00010	B5M19_RS04290
OG0000096	MHL_RS03615	B5M19_RS01935
OG0000097	MHL_RS03595	B5M19_RS01955
OG0000098	MHL_RS03585	B5M19_RS04295
OG0000099	MHL_RS03535	B5M19_RS00370
OG0000100	MHL_RS03520	B5M19_RS00385
OG0000101	MHL_RS03515	B5M19_RS00390
OG0000102	MHL_RS01780	B5M19_RS02080
OG0000103	MHL_RS02275	B5M19_RS02960
OG0000104	MHL_RS02280	B5M19_RS04460
OG0000105	MHL_RS02295	B5M19_RS02940
OG0000106	MHL_RS02305	B5M19_RS02930
OG0000107	MHL_RS02315	B5M19_RS04455
OG0000108	MHL_RS02320	B5M19_RS04620
OG0000109	MHL_RS02325	B5M19_RS02910
OG0000110	MHL_RS02450	B5M19_RS02660
OG0000111	MHL_RS02445	B5M19_RS02665
OG0000112	MHL_RS02435	B5M19_RS02675
OG0000113	MHL_RS02415	B5M19_RS02700
OG0000114	MHL_RS02405	B5M19_RS02710
OG0000115	MHL_RS02395	B5M19_RS03610
OG0000116	MHL_RS01380	B5M19_RS02580
OG0000117	MHL_RS01385	B5M19_RS02575
OG0000118	MHL_RS01420	B5M19_RS01235
OG0000119	MHL_RS01425	B5M19_RS01230
OG0000120	MHL_RS01440	B5M19_RS01215
OG0000121	MHL_RS01465	B5M19_RS01190
OG0000122	MHL_RS01470	B5M19_RS01185
OG0000123	MHL_RS01490	B5M19_RS01165
OG0000124	MHL_RS01495	B5M19_RS01160
OG0000125	MHL_RS01500	B5M19_RS01155
OG0000126	MHL_RS01510	B5M19_RS01145
OG0000127	MHL_RS01520	B5M19_RS01135
OG0000128	MHL_RS01535	B5M19_RS01115
OG0000129	MHL_RS01540	B5M19_RS01110
OG0000130	MHL_RS01550	B5M19_RS01100
OG0000131	MHL_RS01580	B5M19_RS01075
OG0000132	MHL_RS01595	B5M19_RS01060
OG0000133	MHL_RS00530	B5M19_RS02380
OG0000134	MHL_RS00535	B5M19_RS02385
OG0000135	MHL_RS00550	B5M19_RS02400
OG0000136	MHL_RS00555	B5M19_RS02405
OG0000137	MHL_RS00585	B5M19_RS02445
OG0000138	MHL_RS00710	B5M19_RS03090
OG0000139	MHL_RS00740	B5M19_RS03070
OG0000140	MHL_RS00745	B5M19_RS03065
OG0000141	MHL_RS02980	B5M19_RS01330
OG0000142	MHL_RS02975	B5M19_RS01335
OG0000143	MHL_RS02950	B5M19_RS01360
OG0000144	MHL_RS02940	B5M19_RS01370
OG0000145	MHL_RS02930	B5M19_RS01380
OG0000146	MHL_RS02920	B5M19_RS01390
OG0000147	MHL_RS02915	B5M19_RS01395
OG0000148	MHL_RS02900	B5M19_RS01410
OG0000149	MHL_RS02890	B5M19_RS01420
OG0000150	MHL_RS02875	B5M19_RS04180
OG0000151	MHL_RS02830	B5M19_RS02540
OG0000152	MHL_RS02825	B5M19_RS02535
OG0000153	MHL_RS02820	B5M19_RS02530
OG0000154	MHL_RS02810	B5M19_RS02520
OG0000155	MHL_RS02770	B5M19_RS02480
OG0000156	MHL_RS02760	B5M19_RS00860
OG0000157	MHL_RS02755	B5M19_RS00865
OG0000158	MHL_RS04195	B5M19_RS04580
OG0000159	MHL_RS02525	B5M19_RS02810
OG0000160	MHL_RS02520	B5M19_RS02815
OG0000161	MHL_RS02515	B5M19_RS02820
OG0000162	MHL_RS02505	B5M19_RS02830
OG0000163	MHL_RS02500	B5M19_RS02835
OG0000164	MHL_RS01690	B5M19_RS04495
OG0000165	MHL_RS02015	B5M19_RS00760
OG0000166	MHL_RS02035	B5M19_RS00785
OG0000167	MHL_RS02050	B5M19_RS00800
OG0000168	MHL_RS04040	B5M19_RS00805
OG0000169	MHL_RS03055	B5M19_RS01450
OG0000170	MHL_RS03070	B5M19_RS01465
OG0000171	MHL_RS03080	B5M19_RS01475
OG0000172	MHL_RS03085	B5M19_RS01480
OG0000173	MHL_RS03090	B5M19_RS01490
OG0000174	MHL_RS03095	B5M19_RS01495
OG0000175	MHL_RS03110	B5M19_RS01510
OG0000176	MHL_RS03160	B5M19_RS01560
OG0000177	MHL_RS03165	B5M19_RS01565
OG0000178	MHL_RS03170	B5M19_RS04200
OG0000179	MHL_RS03180	B5M19_RS01580
OG0000180	MHL_RS03185	B5M19_RS01585
OG0000181	MHL_RS03225	B5M19_RS03045
OG0000182	MHL_RS03235	B5M19_RS03035
OG0000183	MHL_RS03270	B5M19_RS03000
OG0000184	MHL_RS03310	B5M19_RS03105
OG0000185	MHL_RS03295	B5M19_RS03120
OG0000186	MHL_RS01605	B5M19_RS03550
OG0000187	MHL_RS01620	B5M19_RS03535
OG0000188	MHL_RS01630	B5M19_RS03525
OG0000189	MHL_RS02365	B5M19_RS03210
OG0000190	MHL_RS02360	B5M19_RS03215
OG0000191	MHL_RS02340	B5M19_RS03235
OG0000192	MHL_RS01300	B5M19_RS03675
OG0000193	MHL_RS01290	B5M19_RS02360
OG0000194	MHL_RS00780	B5M19_RS01855
OG0000195	MHL_RS00785	B5M19_RS01850
OG0000196	MHL_RS00805	B5M19_RS01830
OG0000197	MHL_RS00810	B5M19_RS01825
OG0000198	MHL_RS00825	B5M19_RS01810
OG0000199	MHL_RS00830	B5M19_RS01805
OG0000200	MHL_RS00840	B5M19_RS01790
OG0000201	MHL_RS00850	B5M19_RS01780
OG0000202	MHL_RS00905	B5M19_RS01725
OG0000203	MHL_RS00910	B5M19_RS01720
OG0000204	MHL_RS00915	B5M19_RS01715
OG0000205	MHL_RS00920	B5M19_RS01710
OG0000206	MHL_RS00940	B5M19_RS01690
OG0000207	MHL_RS00955	B5M19_RS01675
OG0000208	MHL_RS00960	B5M19_RS01670
OG0000209	MHL_RS00965	B5M19_RS01665
OG0000210	MHL_RS01010	B5M19_RS01620
OG0000211	MHL_RS01020	B5M19_RS03415
OG0000212	MHL_RS01030	B5M19_RS03405
OG0000213	MHL_RS01035	B5M19_RS03400
OG0000214	MHL_RS01040	B5M19_RS03395
OG0000215	MHL_RS01045	B5M19_RS03390
OG0000216	MHL_RS01050	B5M19_RS03385
OG0000217	MHL_RS01055	B5M19_RS03380
OG0000218	MHL_RS01065	B5M19_RS03370
OG0000219	MHL_RS01070	B5M19_RS03365
OG0000220	MHL_RS01075	B5M19_RS03360
OG0000221	MHL_RS01080	B5M19_RS03355
OG0000222	MHL_RS01085	B5M19_RS03350
OG0000223	MHL_RS01090	B5M19_RS03345
OG0000224	MHL_RS01100	B5M19_RS03130
OG0000225	MHL_RS01110	B5M19_RS03140
OG0000226	MHL_RS01115	B5M19_RS03145
OG0000227	MHL_RS01120	B5M19_RS03150
OG0000228	MHL_RS04215	B5M19_RS04630
OG0000229	MHL_RS01130	B5M19_RS03160
OG0000230	MHL_RS01135	B5M19_RS03165
OG0000231	MHL_RS01145	B5M19_RS03175
OG0000232	MHL_RS01155	B5M19_RS03185
OG0000233	MHL_RS01175	B5M19_RS02225
OG0000234	MHL_RS01210	B5M19_RS04335
OG0000235	MHL_RS01220	B5M19_RS02175
OG0000236	MHL_RS01225	B5M19_RS02170
OG0000237	MHL_RS01230	B5M19_RS02165
OG0000238	MHL_RS01240	B5M19_RS02155
OG0000239	MHL_RS02990	B5M19_RS01315
OG0000240	MHL_RS02995	B5M19_RS01310
OG0000241	MHL_RS03005	B5M19_RS01300
OG0000242	MHL_RS03010	B5M19_RS04160
OG0000243	MHL_RS03015	B5M19_RS01290
OG0000244	MHL_RS03025	B5M19_RS01280
OG0000245	MHL_RS03035	B5M19_RS01270
OG0000246	MHL_RS00145	B5M19_RS00050
OG0000247	MHL_RS00155	B5M19_RS00060
OG0000248	MHL_RS00165	B5M19_RS00070
OG0000249	MHL_RS00170	B5M19_RS00075
OG0000250	MHL_RS00185	B5M19_RS03880
OG0000251	MHL_RS00210	B5M19_RS00125
OG0000252	MHL_RS00220	B5M19_RS00135
OG0000253	MHL_RS00225	B5M19_RS00140
OG0000254	MHL_RS00235	B5M19_RS00150
OG0000255	MHL_RS00245	B5M19_RS00160
OG0000256	MHL_RS00250	B5M19_RS00165
OG0000257	MHL_RS00275	B5M19_RS00190
OG0000258	MHL_RS00285	B5M19_RS04020
OG0000259	MHL_RS00315	B5M19_RS00230
OG0000260	MHL_RS00325	B5M19_RS00240
OG0000261	MHL_RS00335	B5M19_RS00250
OG0000262	MHL_RS00350	B5M19_RS00270
OG0000263	MHL_RS00370	B5M19_RS00285
OG0000264	MHL_RS00380	B5M19_RS04030
OG0000265	MHL_RS00390	B5M19_RS00315
OG0000266	MHL_RS00405	B5M19_RS00335
OG0000267	MHL_RS00420	B5M19_RS04035
OG0000268	MHL_RS00425	B5M19_RS00355
OG0000269	MHL_RS00440	B5M19_RS03680
OG0000270	MHL_RS03490	B5M19_RS00415
OG0000271	MHL_RS03485	B5M19_RS00420
OG0000272	MHL_RS03480	B5M19_RS00425
OG0000273	MHL_RS03475	B5M19_RS00430
OG0000274	MHL_RS03455	B5M19_RS00450
OG0000275	MHL_RS03450	B5M19_RS00455
OG0000276	MHL_RS03445	B5M19_RS00460
OG0000277	MHL_RS03435	B5M19_RS00470
OG0000278	MHL_RS03430	B5M19_RS00475
OG0000279	MHL_RS03420	B5M19_RS00485
OG0000280	MHL_RS03415	B5M19_RS00490
OG0000281	MHL_RS03760	B5M19_RS00495
OG0000282	MHL_RS03390	B5M19_RS00520
OG0000283	MHL_RS03385	B5M19_RS00525
OG0000284	MHL_RS03380	B5M19_RS00530
OG0000285	MHL_RS03375	B5M19_RS00535
OG0000286	MHL_RS02485	B5M19_RS02850
OG0000287	MHL_RS02575	B5M19_RS01050
OG0000288	MHL_RS02585	B5M19_RS01040
OG0000289	MHL_RS02590	B5M19_RS01035
OG0000290	MHL_RS02700	B5M19_RS04120
OG0000291	MHL_RS02690	B5M19_RS00935
OG0000292	MHL_RS02685	B5M19_RS00940
OG0000293	MHL_RS02680	B5M19_RS00945
OG0000294	MHL_RS02670	B5M19_RS00955
OG0000295	MHL_RS02665	B5M19_RS00960
OG0000296	MHL_RS02625	B5M19_RS01000
OG0000297	MHL_RS02620	B5M19_RS01005
OG0000298	MHL_RS00180	B5M19_RS00085
OG0000299	MHL_RS03650	B5M19_RS00110
OG0000300	MHL_RS00375	B5M19_RS00300
OG0000301	MHL_RS00410	B5M19_RS00340
OG0000302	MHL_RS00415	B5M19_RS00345
OG0000303	MHL_RS00560	B5M19_RS02410
OG0000304	MHL_RS01160	B5M19_RS03190
OG0000305	MHL_RS02925	B5M19_RS01385
OG0000306	MHL_RS02850	B5M19_RS02560
OG0000307	MHL_RS02815	B5M19_RS02525
OG0000308	MHL_RS02720	B5M19_RS00905
OG0000309	MHL_RS02655	B5M19_RS00970
OG0000310	MHL_RS02580	B5M19_RS01045
OG0000311	MHL_RS02545	B5M19_RS02790
OG0000312	MHL_RS02530	B5M19_RS02805
OG0000313	MHL_RS01680	B5M19_RS03300
OG0000314	MHL_RS02030	B5M19_RS00780
OG0000315	MHL_RS02060	B5M19_RS00810
OG0000316	MHL_RS02070	B5M19_RS00820
OG0000317	MHL_RS02160	B5M19_RS02720
OG0000318	MHL_RS02075	B5M19_RS00825
OG0000319	MHL_RS02290	B5M19_RS02945
OG0000320	MHL_RS02425	B5M19_RS04425
OG0000321	MHL_RS01415	B5M19_RS01240
OG0000322	MHL_RS01460	B5M19_RS01195
OG0000323	MHL_RS01590	B5M19_RS01065
OG0000324	MHL_RS02335	B5M19_RS03240
OG0000325	MHL_RS00790	B5M19_RS01845
OG0000326	MHL_RS00880	B5M19_RS01750
OG0000327	MHL_RS00885	B5M19_RS01745
OG0000328	MHL_RS00970	B5M19_RS01660
OG0000329	MHL_RS00990	B5M19_RS01640
OG0000330	MHL_RS01185	B5M19_RS02210
OG0000331	MHL_RS03020	B5M19_RS01285
OG0000332	MHL_RS03120	B5M19_RS01520
OG0000333	MHL_RS03130	B5M19_RS01530
OG0000334	MHL_RS03230	B5M19_RS03040
OG0000335	MHL_RS03240	B5M19_RS03030
OG0000336	MHL_RS03405	B5M19_RS00505
OG0000337	MHL_RS03570	B5M19_RS01985
OG0000338	MHL_RS03610	B5M19_RS01940
OG0000339	MHL_RS02400	B5M19_RS03615
OG0000340	MHL_RS01395	B5M19_RS02565
OG0000341	MHL_RS02355	B5M19_RS03220
OG0000342	MHL_RS00820	B5M19_RS01815
OG0000343	MHL_RS03140	B5M19_RS04195
OG0000344	MHL_RS00580	B5M19_RS02425
OG0000345	MHL_RS01105	B5M19_RS03135
OG0000346	MHL_RS03410	B5M19_RS04590
OG0000347	MHL_RS01485	B5M19_RS01170
OG0000348	MHL_RS00890	B5M19_RS01740
OG0000349	MHL_RS03640	B5M19_RS00440
OG0000350	MHL_RS02805	B5M19_RS02515
OG0000351	MHL_RS00505	B5M19_RS03490
OG0000352	MHL_RS02010	B5M19_RS00755
OG0000353	MHL_RS01455	B5M19_RS01200
OG0000354	MHL_RS00725	B5M19_RS03080
OG0000355	MHL_RS01980	B5M19_RS00725
OG0000356	MHL_RS02065	B5M19_RS00815
OG0000357	MHL_RS03100	B5M19_RS01500
OG0000358	MHL_RS03105	B5M19_RS01505
OG0000359	MHL_RS00860	B5M19_RS01770
OG0000360	MHL_RS00280	B5M19_RS00195
OG0000361	MHL_RS00310	B5M19_RS00225
OG0000362	MHL_RS02600	B5M19_RS01025
OG0000363	MHL_RS03985	B5M19_RS01125
OG0000364	MHL_RS04025, MHL_RS01955	B5M19_RS00700
OG0000365	MHL_RS02105	B5M19_RS02775
OG0000366	MHL_RS02130	B5M19_RS02750
OG0000367	MHL_RS02140	B5M19_RS02740
OG0000368	MHL_RS00065	B5M19_RS04270
OG0000369	MHL_RS00030	B5M19_RS01910
OG0000370	MHL_RS00025	B5M19_RS01915
OG0000371	MHL_RS00020	B5M19_RS01920
OG0000372	MHL_RS00015	B5M19_RS01925
OG0000373	MHL_RS03605	B5M19_RS01950
OG0000374	MHL_RS03590	B5M19_RS01960
OG0000375	MHL_RS02285	B5M19_RS02950
OG0000376	MHL_RS02440	B5M19_RS02670
OG0000377	MHL_RS02430	B5M19_RS02680
OG0000378	MHL_RS01375	B5M19_RS02585
OG0000379	MHL_RS01450	B5M19_RS01205
OG0000380	MHL_RS01475	B5M19_RS01180
OG0000381	MHL_RS01515	B5M19_RS01140
OG0000382	MHL_RS01545	B5M19_RS01105
OG0000383	MHL_RS01585	B5M19_RS01070
OG0000384	MHL_RS00520	B5M19_RS02365
OG0000386	MHL_RS00540	B5M19_RS02390
OG0000387	MHL_RS00565	B5M19_RS02415
OG0000388	MHL_RS00570	B5M19_RS02420
OG0000389	MHL_RS00705	B5M19_RS03095
OG0000390	MHL_RS02945	B5M19_RS01365
OG0000391	MHL_RS02935	B5M19_RS01375
OG0000392	MHL_RS02910	B5M19_RS01400
OG0000393	MHL_RS02855	B5M19_RS03515
OG0000394	MHL_RS02780	B5M19_RS02490
OG0000395	MHL_RS02775	B5M19_RS02485
OG0000396	MHL_RS02490	B5M19_RS02845
OG0000397	MHL_RS01995	B5M19_RS00740
OG0000398	MHL_RS02000	B5M19_RS00745
OG0000399	MHL_RS02045	B5M19_RS00795
OG0000400	MHL_RS03065	B5M19_RS01460
OG0000401	MHL_RS03125	B5M19_RS01525
OG0000402	MHL_RS03135	B5M19_RS01535
OG0000404	MHL_RS03175	B5M19_RS04205
OG0000405	MHL_RS03190	B5M19_RS01590
OG0000406	MHL_RS03245	B5M19_RS03025
OG0000407	MHL_RS03250	B5M19_RS03020
OG0000408	MHL_RS03255	B5M19_RS03015
OG0000409	MHL_RS03260	B5M19_RS03010
OG0000410	MHL_RS03315	B5M19_RS03100
OG0000411	MHL_RS03305	B5M19_RS03110
OG0000412	MHL_RS03300	B5M19_RS03115
OG0000413	MHL_RS01600	B5M19_RS03555
OG0000414	MHL_RS01610	B5M19_RS03545
OG0000415	MHL_RS01615	B5M19_RS03540
OG0000416	MHL_RS01625	B5M19_RS03530
OG0000417	MHL_RS02350	B5M19_RS03225
OG0000418	MHL_RS02345	B5M19_RS03230
OG0000419	MHL_RS00800	B5M19_RS01835
OG0000420	MHL_RS00835	B5M19_RS01800
OG0000421	MHL_RS00865	B5M19_RS01765
OG0000422	MHL_RS00875	B5M19_RS01755
OG0000423	MHL_RS00930	B5M19_RS01700
OG0000424	MHL_RS00935	B5M19_RS01695
OG0000425	MHL_RS00945	B5M19_RS01685
OG0000426	MHL_RS00950	B5M19_RS01680
OG0000427	MHL_RS00975	B5M19_RS01655
OG0000428	MHL_RS01000	B5M19_RS01630
OG0000430	MHL_RS01140	B5M19_RS03170
OG0000431	MHL_RS01150	B5M19_RS03180
OG0000432	MHL_RS01180	B5M19_RS04345
OG0000433	MHL_RS01195	B5M19_RS02200
OG0000434	MHL_RS01200	B5M19_RS02195
OG0000435	MHL_RS01215	B5M19_RS02180
OG0000436	MHL_RS01245	B5M19_RS02150
OG0000437	MHL_RS01255	B5M19_RS02140
OG0000438	MHL_RS03965	B5M19_RS02135
OG0000439	MHL_RS01265	B5M19_RS02130
OG0000440	MHL_RS03000	B5M19_RS04165
OG0000441	MHL_RS03040	B5M19_RS01265
OG0000442	MHL_RS00150	B5M19_RS00055
OG0000443	MHL_RS00195	B5M19_RS00105
OG0000444	MHL_RS00205	B5M19_RS00120
OG0000445	MHL_RS00230	B5M19_RS00145
OG0000446	MHL_RS00260	B5M19_RS00175
OG0000447	MHL_RS00265	B5M19_RS00180
OG0000448	MHL_RS00295	B5M19_RS00210
OG0000449	MHL_RS00320	B5M19_RS00235
OG0000450	MHL_RS00330	B5M19_RS00245
OG0000452	MHL_RS00395	B5M19_RS00330
OG0000453	MHL_RS00430	B5M19_RS04040
OG0000455	MHL_RS03510	B5M19_RS00395
OG0000456	MHL_RS03395	B5M19_RS00515
OG0000457	MHL_RS03370	B5M19_RS00540
OG0000458	MHL_RS02570	B5M19_RS01055
OG0000459	MHL_RS02595	B5M19_RS01030
OG0000460	MHL_RS02605	B5M19_RS01020
OG0000461	MHL_RS02650	B5M19_RS04125
OG0000462	MHL_RS02645	B5M19_RS00980
OG0000463	MHL_RS02640	B5M19_RS04130
OG0000464	MHL_RS02635	B5M19_RS00990
OG0000465	MHL_RS02630	B5M19_RS00995
OG0000467	MHL_RS02730	B5M19_RS00895
OG0000468	MHL_RS02040	B5M19_RS00790
OG0000469	MHL_RS02100	B5M19_RS00850
OG0000470	MHL_RS03825	B5M19_RS03910
OG0000471	MHL_RS01005	B5M19_RS01625
OG0000472	MHL_RS03325	B5M19_RS00580
OG0000473	MHL_RS03495	B5M19_RS00410
OG0000474	MHL_RS03500	B5M19_RS00405
OG0000475	MHL_RS03505	B5M19_RS00400
OG0000476	MHL_RS01635	B5M19_RS03280
OG0000477	MHL_RS02675	B5M19_RS00950
OG0000478	MHL_RS03440	B5M19_RS00465
OG0000479	MHL_RS01410	B5M19_RS04145
OG0000480	MHL_RS03850	B5M19_RS03895
OG0000481	MHL_RS00900	B5M19_RS01730
OG0000482	MHL_RS01295	B5M19_RS03730
OG0000483	MHL_RS02145	B5M19_RS02735
OG0000484	MHL_RS00200	B5M19_RS00115
OG0000485	MHL_RS01250	B5M19_RS02145
OG0000486	MHL_RS02370	B5M19_RS03205
OG0000487	MHL_RS02080	B5M19_RS00830
OG0000488	MHL_RS02115	B5M19_RS02770
OG0000489	MHL_RS00055	B5M19_RS01885
OG0000491	MHL_RS01430	B5M19_RS01225
OG0000492	MHL_RS01505	B5M19_RS04140
OG0000494	MHL_RS00730	B5M19_RS03075
OG0000495	MHL_RS02880	B5M19_RS01430
OG0000497	MHL_RS02865	B5M19_RS01445
OG0000498	MHL_RS02785	B5M19_RS02495
OG0000499	MHL_RS02750	B5M19_RS00870
OG0000500	MHL_RS02005	B5M19_RS00750
OG0000501	MHL_RS03075	B5M19_RS01470
OG0000502	MHL_RS01285	B5M19_RS02350
OG0000503	MHL_RS00845	B5M19_RS04250
OG0000504	MHL_RS00980	B5M19_RS01650
OG0000505	MHL_RS01015	B5M19_RS03420
OG0000506	MHL_RS01025	B5M19_RS03410
OG0000507	MHL_RS01060	B5M19_RS03375
OG0000508	MHL_RS00255	B5M19_RS00170
OG0000509	MHL_RS00290	B5M19_RS00205
OG0000510	MHL_RS00300	B5M19_RS00215
OG0000511	MHL_RS00435	B5M19_RS03685
OG0000512	MHL_RS02610	B5M19_RS01015
OG0000513	MHL_RS03425	B5M19_RS00480
OG0000514	MHL_RS02905	B5M19_RS01405
OG0000515	MHL_RS01925	B5M19_RS04075
OG0000515	MHL_RS01925	B5M19_RS03270
OG0000516	MHL_RS02085	B5M19_RS00835
OG0000517	MHL_RS00070	B5M19_RS01870
OG0000518	MHL_RS03115	B5M19_RS01515
OG0000519	MHL_RS00870	B5M19_RS01760
OG0000520	MHL_RS00995	B5M19_RS01635
OG0000521	MHL_RS00270	B5M19_RS00185
OG0000522	MHL_RS00305	B5M19_RS00220
OG0000523	MHL_RS03365	B5M19_RS00545
OG0000524	MHL_RS02725	B5M19_RS00900
OG0000525	MHL_RS03330	B5M19_RS00575
OG0000526	MHL_RS04020	B5M19_RS04070
OG0000527	MHL_RS01840	B5M19_RS04065
OG0000528	MHL_RS02090	B5M19_RS00840
OG0000529	MHL_RS02300	B5M19_RS02935
OG0000530	MHL_RS02410	B5M19_RS02705
OG0000531	MHL_RS01480	B5M19_RS01175
OG0000532	MHL_RS01715	B5M19_RS04500
OG0000533	MHL_RS03945, MHL_RS03940	B5M19_RS04515
OG0000535	MHL_RS00050	B5M19_RS04610
OG0000536	MHL_RS03540	B5M19_RS00365
OG0000537	MHL_RS00815	B5M19_RS01820
OG0000538	MHL_RS01205	B5M19_RS04340
OG0000539	MHL_RS00215	B5M19_RS00130
OG0000540	MHL_RS02695	B5M19_RS00930
OG0000541	MHL_RS02765	B5M19_RS00855
OG0000542	MHL_RS00355	B5M19_RS00275
OG0000543	MHL_RS01650	B5M19_RS04430
