Orthogroup	MHP_7422_genes	MHP_133A_genes
OG0000070	MHL_RS02540	NB626_RS02655
OG0000071	MHL_RS03275	NB626_RS03460
OG0000072	MHL_RS03280	NB626_RS03465
OG0000073	MHL_RS00795	NB626_RS00810
OG0000074	MHL_RS03950	NB626_RS01020
OG0000074	MHL_RS04210	NB626_RS01025
OG0000075	MHL_RS00345	NB626_RS00340
OG0000076	MHL_RS00360	NB626_RS00355
OG0000077	MHL_RS00450	NB626_RS00540
OG0000078	MHL_RS01755	NB626_RS01795
OG0000079	MHL_RS02615	NB626_RS02740
OG0000080	MHL_RS03870	NB626_RS02790
OG0000081	MHL_RS00340	NB626_RS00335
OG0000083	MHL_RS02095	NB626_RS02155
OG0000084	MHL_RS02120	NB626_RS02185
OG0000085	MHL_RS02125	NB626_RS02190
OG0000086	MHL_RS02135	NB626_RS02200
OG0000087	MHL_RS02150	NB626_RS02215
OG0000088	MHL_RS02155	NB626_RS02220
OG0000089	MHL_RS02165	NB626_RS02230
OG0000090	MHL_RS00075	NB626_RS00070
OG0000091	MHL_RS00060	NB626_RS00055
OG0000092	MHL_RS00045	NB626_RS00045
OG0000093	MHL_RS00040	NB626_RS00035
OG0000094	MHL_RS00035	NB626_RS00030
OG0000095	MHL_RS00010	NB626_RS00005
OG0000096	MHL_RS03615	NB626_RS03825
OG0000097	MHL_RS03595	NB626_RS03805
OG0000098	MHL_RS03585	NB626_RS03795
OG0000099	MHL_RS03535	NB626_RS03745
OG0000100	MHL_RS03520	NB626_RS03730
OG0000101	MHL_RS03515	NB626_RS03725
OG0000102	MHL_RS01780	NB626_RS01820
OG0000103	MHL_RS02275	NB626_RS02370
OG0000104	MHL_RS02280	NB626_RS02375
OG0000105	MHL_RS02295	NB626_RS02395
OG0000106	MHL_RS02305	NB626_RS02400
OG0000107	MHL_RS02315	NB626_RS02410
OG0000108	MHL_RS02320	NB626_RS02415
OG0000109	MHL_RS02325	NB626_RS02420
OG0000110	MHL_RS02450	NB626_RS02550
OG0000111	MHL_RS02445	NB626_RS02545
OG0000112	MHL_RS02435	NB626_RS02535
OG0000113	MHL_RS02415	NB626_RS02510
OG0000114	MHL_RS02405	NB626_RS02500
OG0000115	MHL_RS02395	NB626_RS02490
OG0000116	MHL_RS01380	NB626_RS01415
OG0000117	MHL_RS01385	NB626_RS01420
OG0000118	MHL_RS01420	NB626_RS01455
OG0000119	MHL_RS01425	NB626_RS01460
OG0000120	MHL_RS01440	NB626_RS01475
OG0000121	MHL_RS01465	NB626_RS01505
OG0000122	MHL_RS01470	NB626_RS01510
OG0000123	MHL_RS01490	NB626_RS01530
OG0000124	MHL_RS01495	NB626_RS01535
OG0000125	MHL_RS01500	NB626_RS01540
OG0000126	MHL_RS01510	NB626_RS01550
OG0000127	MHL_RS01520	NB626_RS01560
OG0000128	MHL_RS01535	NB626_RS01575
OG0000129	MHL_RS01540	NB626_RS01580
OG0000130	MHL_RS01550	NB626_RS01590
OG0000131	MHL_RS01580	NB626_RS01620
OG0000132	MHL_RS01595	NB626_RS01635
OG0000133	MHL_RS00530	NB626_RS00630
OG0000134	MHL_RS00535	NB626_RS00635
OG0000135	MHL_RS00550	NB626_RS00650
OG0000136	MHL_RS00555	NB626_RS00655
OG0000137	MHL_RS00585	NB626_RS00685
OG0000138	MHL_RS00710	NB626_RS00720
OG0000139	MHL_RS00740	NB626_RS00750
OG0000140	MHL_RS00745	NB626_RS00755
OG0000141	MHL_RS02980	NB626_RS03115
OG0000142	MHL_RS02975	NB626_RS03110
OG0000143	MHL_RS02950	NB626_RS03095
OG0000144	MHL_RS02940	NB626_RS03080
OG0000145	MHL_RS02930	NB626_RS03070
OG0000146	MHL_RS02920	NB626_RS03060
OG0000147	MHL_RS02915	NB626_RS03055
OG0000148	MHL_RS02900	NB626_RS03040
OG0000149	MHL_RS02890	NB626_RS03030
OG0000150	MHL_RS02875	NB626_RS03025
OG0000151	MHL_RS02830	NB626_RS02965
OG0000152	MHL_RS02825	NB626_RS02960
OG0000153	MHL_RS02820	NB626_RS02955
OG0000154	MHL_RS02810	NB626_RS02945
OG0000155	MHL_RS02770	NB626_RS02905
OG0000156	MHL_RS02760	NB626_RS02895
OG0000157	MHL_RS02755	NB626_RS02890
OG0000158	MHL_RS04195	NB626_RS02880
OG0000159	MHL_RS02525	NB626_RS02640
OG0000160	MHL_RS02520	NB626_RS02635
OG0000161	MHL_RS02515	NB626_RS02630
OG0000162	MHL_RS02505	NB626_RS02620
OG0000163	MHL_RS02500	NB626_RS02615
OG0000164	MHL_RS01690	NB626_RS01715
OG0000165	MHL_RS02015	NB626_RS02075
OG0000166	MHL_RS02035	NB626_RS02090
OG0000167	MHL_RS02050	NB626_RS02105
OG0000168	MHL_RS04040	NB626_RS02110
OG0000169	MHL_RS03055	NB626_RS03230
OG0000170	MHL_RS03070	NB626_RS03245
OG0000171	MHL_RS03080	NB626_RS03255
OG0000172	MHL_RS03085	NB626_RS03260
OG0000173	MHL_RS03090	NB626_RS03265
OG0000174	MHL_RS03095	NB626_RS03270
OG0000175	MHL_RS03110	NB626_RS03290
OG0000176	MHL_RS03160	NB626_RS03345
OG0000177	MHL_RS03165	NB626_RS03350
OG0000178	MHL_RS03170	NB626_RS03355
OG0000179	MHL_RS03180	NB626_RS03365
OG0000180	MHL_RS03185	NB626_RS03370
OG0000181	MHL_RS03225	NB626_RS03410
OG0000182	MHL_RS03235	NB626_RS03420
OG0000183	MHL_RS03270	NB626_RS03455
OG0000184	MHL_RS03310	NB626_RS03500
OG0000185	MHL_RS03295	NB626_RS03485
OG0000186	MHL_RS01605	NB626_RS01645
OG0000187	MHL_RS01620	NB626_RS01660
OG0000188	MHL_RS01630	NB626_RS01670
OG0000189	MHL_RS02365	NB626_RS02460
OG0000190	MHL_RS02360	NB626_RS02455
OG0000191	MHL_RS02340	NB626_RS02430
OG0000192	MHL_RS01300	NB626_RS01335
OG0000193	MHL_RS01290	NB626_RS01320
OG0000194	MHL_RS00780	NB626_RS00790
OG0000195	MHL_RS00785	NB626_RS00795
OG0000196	MHL_RS00805	NB626_RS00820
OG0000197	MHL_RS00810	NB626_RS00830
OG0000198	MHL_RS00825	NB626_RS00840
OG0000199	MHL_RS00830	NB626_RS00845
OG0000200	MHL_RS00840	NB626_RS00860
OG0000201	MHL_RS00850	NB626_RS00870
OG0000202	MHL_RS00905	NB626_RS00940
OG0000203	MHL_RS00910	NB626_RS00945
OG0000204	MHL_RS00915	NB626_RS00950
OG0000205	MHL_RS00920	NB626_RS00955
OG0000206	MHL_RS00940	NB626_RS00975
OG0000207	MHL_RS00955	NB626_RS00990
OG0000208	MHL_RS00960	NB626_RS00995
OG0000209	MHL_RS00965	NB626_RS01000
OG0000210	MHL_RS01010	NB626_RS01050
OG0000211	MHL_RS01020	NB626_RS01065
OG0000212	MHL_RS01030	NB626_RS01070
OG0000213	MHL_RS01035	NB626_RS01075
OG0000214	MHL_RS01040	NB626_RS01080
OG0000215	MHL_RS01045	NB626_RS01085
OG0000216	MHL_RS01050	NB626_RS01090
OG0000217	MHL_RS01055	NB626_RS01095
OG0000218	MHL_RS01065	NB626_RS01105
OG0000219	MHL_RS01070	NB626_RS01110
OG0000220	MHL_RS01075	NB626_RS01115
OG0000221	MHL_RS01080	NB626_RS01120
OG0000222	MHL_RS01085	NB626_RS01125
OG0000223	MHL_RS01090	NB626_RS01130
OG0000224	MHL_RS01100	NB626_RS01140
OG0000225	MHL_RS01110	NB626_RS01150
OG0000226	MHL_RS01115	NB626_RS01155
OG0000227	MHL_RS01120	NB626_RS01160
OG0000228	MHL_RS04215	NB626_RS01165
OG0000229	MHL_RS01130	NB626_RS01170
OG0000230	MHL_RS01135	NB626_RS01180
OG0000231	MHL_RS01145	NB626_RS01185
OG0000232	MHL_RS01155	NB626_RS01195
OG0000233	MHL_RS01175	NB626_RS01215
OG0000234	MHL_RS01210	NB626_RS01250
OG0000235	MHL_RS01220	NB626_RS01260
OG0000236	MHL_RS01225	NB626_RS01265
OG0000237	MHL_RS01230	NB626_RS01270
OG0000238	MHL_RS01240	NB626_RS01275
OG0000239	MHL_RS02990	NB626_RS03125
OG0000240	MHL_RS02995	NB626_RS03130
OG0000241	MHL_RS03005	NB626_RS03140
OG0000242	MHL_RS03010	NB626_RS03145
OG0000243	MHL_RS03015	NB626_RS03150
OG0000244	MHL_RS03025	NB626_RS03160
OG0000245	MHL_RS03035	NB626_RS03170
OG0000246	MHL_RS00145	NB626_RS00140
OG0000247	MHL_RS00155	NB626_RS00150
OG0000248	MHL_RS00165	NB626_RS00160
OG0000249	MHL_RS00170	NB626_RS00165
OG0000250	MHL_RS00185	NB626_RS00180
OG0000251	MHL_RS00210	NB626_RS00215
OG0000252	MHL_RS00220	NB626_RS00220
OG0000253	MHL_RS00225	NB626_RS00225
OG0000254	MHL_RS00235	NB626_RS00235
OG0000255	MHL_RS00245	NB626_RS00240
OG0000256	MHL_RS00250	NB626_RS00250
OG0000257	MHL_RS00275	NB626_RS00270
OG0000258	MHL_RS00285	NB626_RS00280
OG0000259	MHL_RS00315	NB626_RS00310
OG0000260	MHL_RS00325	NB626_RS00320
OG0000261	MHL_RS00335	NB626_RS00330
OG0000262	MHL_RS00350	NB626_RS00350
OG0000263	MHL_RS00370	NB626_RS00365
OG0000264	MHL_RS00380	NB626_RS00380
OG0000265	MHL_RS00390	NB626_RS00390
OG0000266	MHL_RS00405	NB626_RS00405
OG0000267	MHL_RS00420	NB626_RS00420
OG0000268	MHL_RS00425	NB626_RS00520
OG0000269	MHL_RS00440	NB626_RS00535
OG0000270	MHL_RS03490	NB626_RS03700
OG0000271	MHL_RS03485	NB626_RS03695
OG0000272	MHL_RS03480	NB626_RS03690
OG0000273	MHL_RS03475	NB626_RS03685
OG0000274	MHL_RS03455	NB626_RS03670
OG0000275	MHL_RS03450	NB626_RS03660
OG0000276	MHL_RS03445	NB626_RS03655
OG0000277	MHL_RS03435	NB626_RS03645
OG0000278	MHL_RS03430	NB626_RS03640
OG0000279	MHL_RS03420	NB626_RS03630
OG0000280	MHL_RS03415	NB626_RS03620
OG0000281	MHL_RS03760	NB626_RS03615
OG0000282	MHL_RS03390	NB626_RS03590
OG0000283	MHL_RS03385	NB626_RS03585
OG0000284	MHL_RS03380	NB626_RS03580
OG0000285	MHL_RS03375	NB626_RS03575
OG0000286	MHL_RS02485	NB626_RS02600
OG0000287	MHL_RS02575	NB626_RS02700
OG0000288	MHL_RS02585	NB626_RS02710
OG0000289	MHL_RS02590	NB626_RS02715
OG0000290	MHL_RS02700	NB626_RS02830
OG0000291	MHL_RS02690	NB626_RS02820
OG0000292	MHL_RS02685	NB626_RS02815
OG0000293	MHL_RS02680	NB626_RS02810
OG0000294	MHL_RS02670	NB626_RS02800
OG0000295	MHL_RS02665	NB626_RS02795
OG0000296	MHL_RS02625	NB626_RS02750
OG0000297	MHL_RS02620	NB626_RS02745
OG0000298	MHL_RS00180	NB626_RS00175
OG0000299	MHL_RS03650	NB626_RS00195
OG0000300	MHL_RS00375	NB626_RS00375
OG0000301	MHL_RS00410	NB626_RS00410
OG0000302	MHL_RS00415	NB626_RS00415
OG0000303	MHL_RS00560	NB626_RS00660
OG0000304	MHL_RS01160	NB626_RS01200
OG0000305	MHL_RS02925	NB626_RS03065
OG0000306	MHL_RS02850	NB626_RS02990
OG0000307	MHL_RS02815	NB626_RS02950
OG0000308	MHL_RS02720	NB626_RS02850
OG0000309	MHL_RS02655	NB626_RS02785
OG0000310	MHL_RS02580	NB626_RS02705
OG0000311	MHL_RS02545	NB626_RS02660
OG0000312	MHL_RS02530	NB626_RS02645
OG0000313	MHL_RS01680	NB626_RS01705
OG0000314	MHL_RS02030	NB626_RS02085
OG0000315	MHL_RS02060	NB626_RS02115
OG0000316	MHL_RS02070	NB626_RS02125
OG0000317	MHL_RS02160	NB626_RS02225
OG0000318	MHL_RS02075	NB626_RS02130
OG0000319	MHL_RS02290	NB626_RS02385
OG0000320	MHL_RS02425	NB626_RS02525
OG0000321	MHL_RS01415	NB626_RS01450
OG0000322	MHL_RS01460	NB626_RS01500
OG0000323	MHL_RS01590	NB626_RS01630
OG0000324	MHL_RS02335	NB626_RS02425
OG0000325	MHL_RS00790	NB626_RS00805
OG0000326	MHL_RS00880	NB626_RS00910
OG0000327	MHL_RS00885	NB626_RS00915
OG0000328	MHL_RS00970	NB626_RS01005
OG0000329	MHL_RS00990	NB626_RS01035
OG0000330	MHL_RS01185	NB626_RS01225
OG0000331	MHL_RS03020	NB626_RS03155
OG0000332	MHL_RS03120	NB626_RS03300
OG0000333	MHL_RS03130	NB626_RS03310
OG0000334	MHL_RS03230	NB626_RS03415
OG0000335	MHL_RS03240	NB626_RS03425
OG0000336	MHL_RS03405	NB626_RS03605
OG0000337	MHL_RS03570	NB626_RS03780
OG0000338	MHL_RS03610	NB626_RS03820
OG0000339	MHL_RS02400	NB626_RS02495
OG0000340	MHL_RS01395	NB626_RS01430
OG0000341	MHL_RS02355	NB626_RS02450
OG0000342	MHL_RS00820	NB626_RS00835
OG0000343	MHL_RS03140	NB626_RS03320
OG0000344	MHL_RS00580	NB626_RS00675
OG0000345	MHL_RS01105	NB626_RS01145
OG0000346	MHL_RS03410	NB626_RS03610
OG0000347	MHL_RS01485	NB626_RS01525
OG0000348	MHL_RS00890	NB626_RS00920
OG0000349	MHL_RS03640	NB626_RS03675
OG0000350	MHL_RS02805	NB626_RS02940
OG0000351	MHL_RS00505	NB626_RS00590
OG0000352	MHL_RS02010	NB626_RS02065
OG0000353	MHL_RS01455	NB626_RS01490
OG0000354	MHL_RS00725	NB626_RS00735
OG0000355	MHL_RS01980	NB626_RS02040
OG0000356	MHL_RS02065	NB626_RS02120
OG0000357	MHL_RS03100	NB626_RS03275
OG0000358	MHL_RS03105	NB626_RS03280
OG0000359	MHL_RS00860	NB626_RS00880
OG0000360	MHL_RS00280	NB626_RS00275
OG0000361	MHL_RS00310	NB626_RS00305
OG0000362	MHL_RS02600	NB626_RS02725
OG0000363	MHL_RS03985	NB626_RS01565
OG0000364	MHL_RS04025, MHL_RS01955	NB626_RS02015
OG0000365	MHL_RS02105	NB626_RS02175
OG0000366	MHL_RS02130	NB626_RS02195
OG0000367	MHL_RS02140	NB626_RS02205
OG0000368	MHL_RS00065	NB626_RS00060
OG0000369	MHL_RS00030	NB626_RS00025
OG0000370	MHL_RS00025	NB626_RS00020
OG0000371	MHL_RS00020	NB626_RS00015
OG0000372	MHL_RS00015	NB626_RS00010
OG0000373	MHL_RS03605	NB626_RS03810
OG0000374	MHL_RS03590	NB626_RS03800
OG0000375	MHL_RS02285	NB626_RS02380
OG0000376	MHL_RS02440	NB626_RS02540
OG0000377	MHL_RS02430	NB626_RS02530
OG0000379	MHL_RS01450	NB626_RS01485
OG0000380	MHL_RS01475	NB626_RS01520
OG0000381	MHL_RS01515	NB626_RS01555
OG0000382	MHL_RS01545	NB626_RS01585
OG0000383	MHL_RS01585	NB626_RS01625
OG0000384	MHL_RS00520	NB626_RS00615
OG0000386	MHL_RS00540	NB626_RS00640
OG0000387	MHL_RS00565	NB626_RS00665
OG0000388	MHL_RS00570	NB626_RS00670
OG0000389	MHL_RS00705	NB626_RS00715
OG0000390	MHL_RS02945	NB626_RS03085
OG0000391	MHL_RS02935	NB626_RS03075
OG0000392	MHL_RS02910	NB626_RS03050
OG0000393	MHL_RS02855	NB626_RS02995
OG0000394	MHL_RS02780	NB626_RS02915
OG0000395	MHL_RS02775	NB626_RS02910
OG0000396	MHL_RS02490	NB626_RS02605
OG0000397	MHL_RS01995	NB626_RS02050
OG0000398	MHL_RS02000	NB626_RS02060
OG0000399	MHL_RS02045	NB626_RS02100
OG0000400	MHL_RS03065	NB626_RS03240
OG0000401	MHL_RS03125	NB626_RS03305
OG0000402	MHL_RS03135	NB626_RS03315
OG0000403	MHL_RS03145	NB626_RS03325
OG0000404	MHL_RS03175	NB626_RS03360
OG0000405	MHL_RS03190	NB626_RS03375
OG0000406	MHL_RS03245	NB626_RS03430
OG0000407	MHL_RS03250	NB626_RS03435
OG0000408	MHL_RS03255	NB626_RS03440
OG0000409	MHL_RS03260	NB626_RS03445
OG0000410	MHL_RS03315	NB626_RS03510
OG0000411	MHL_RS03305	NB626_RS03495
OG0000412	MHL_RS03300	NB626_RS03490
OG0000413	MHL_RS01600	NB626_RS01640
OG0000414	MHL_RS01610	NB626_RS01650
OG0000415	MHL_RS01615	NB626_RS01655
OG0000416	MHL_RS01625	NB626_RS01665
OG0000417	MHL_RS02350	NB626_RS02445
OG0000418	MHL_RS02345	NB626_RS02435
OG0000419	MHL_RS00800	NB626_RS00815
OG0000420	MHL_RS00835	NB626_RS00850
OG0000421	MHL_RS00865	NB626_RS00895
OG0000422	MHL_RS00875	NB626_RS00905
OG0000423	MHL_RS00930	NB626_RS00965
OG0000424	MHL_RS00935	NB626_RS00970
OG0000425	MHL_RS00945	NB626_RS00980
OG0000426	MHL_RS00950	NB626_RS00985
OG0000427	MHL_RS00975	NB626_RS01010
OG0000428	MHL_RS01000	NB626_RS01040
OG0000429	MHL_RS01095	NB626_RS01135
OG0000431	MHL_RS01150	NB626_RS01190
OG0000432	MHL_RS01180	NB626_RS01220
OG0000433	MHL_RS01195	NB626_RS01235
OG0000434	MHL_RS01200	NB626_RS01245
OG0000435	MHL_RS01215	NB626_RS01255
OG0000436	MHL_RS01245	NB626_RS01280
OG0000437	MHL_RS01255	NB626_RS01290
OG0000438	MHL_RS03965	NB626_RS01295
OG0000439	MHL_RS01265	NB626_RS01300
OG0000440	MHL_RS03000	NB626_RS03135
OG0000441	MHL_RS03040	NB626_RS03180
OG0000442	MHL_RS00150	NB626_RS00145
OG0000443	MHL_RS00195	NB626_RS00190
OG0000444	MHL_RS00205	NB626_RS00205
OG0000445	MHL_RS00230	NB626_RS00230
OG0000446	MHL_RS00260	NB626_RS00255
OG0000447	MHL_RS00265	NB626_RS00265
OG0000448	MHL_RS00295	NB626_RS00290
OG0000449	MHL_RS00320	NB626_RS00315
OG0000450	MHL_RS00330	NB626_RS00325
OG0000452	MHL_RS00395	NB626_RS00395
OG0000453	MHL_RS00430	NB626_RS00525
OG0000455	MHL_RS03510	NB626_RS03720
OG0000456	MHL_RS03395	NB626_RS03595
OG0000457	MHL_RS03370	NB626_RS03565
OG0000458	MHL_RS02570	NB626_RS02695
OG0000459	MHL_RS02595	NB626_RS02720
OG0000460	MHL_RS02605	NB626_RS02730
OG0000461	MHL_RS02650	NB626_RS02775
OG0000462	MHL_RS02645	NB626_RS02770
OG0000463	MHL_RS02640	NB626_RS02765
OG0000464	MHL_RS02635	NB626_RS02760
OG0000465	MHL_RS02630	NB626_RS02755
OG0000466	MHL_RS00400	NB626_RS00400
OG0000467	MHL_RS02730	NB626_RS02860
OG0000468	MHL_RS02040	NB626_RS02095
OG0000469	MHL_RS02100	NB626_RS02160
OG0000470	MHL_RS03825	NB626_RS00960
OG0000471	MHL_RS01005	NB626_RS01045
OG0000472	MHL_RS03325	NB626_RS03515
OG0000473	MHL_RS03495	NB626_RS03705
OG0000474	MHL_RS03500	NB626_RS03710
OG0000475	MHL_RS03505	NB626_RS03715
OG0000476	MHL_RS01635	NB626_RS01675
OG0000477	MHL_RS02675	NB626_RS02805
OG0000478	MHL_RS03440	NB626_RS03650
OG0000479	MHL_RS01410	NB626_RS01445
OG0000480	MHL_RS03850	NB626_RS02165
OG0000481	MHL_RS00900	NB626_RS00935
OG0000482	MHL_RS01295	NB626_RS01325
OG0000483	MHL_RS02145	NB626_RS02210
OG0000484	MHL_RS00200	NB626_RS00200
OG0000485	MHL_RS01250	NB626_RS01285
OG0000486	MHL_RS02370	NB626_RS02465
OG0000487	MHL_RS02080	NB626_RS02150
OG0000488	MHL_RS02115	NB626_RS02180
OG0000489	MHL_RS00055	NB626_RS00050
OG0000491	MHL_RS01430	NB626_RS01465
OG0000492	MHL_RS01505	NB626_RS01545
OG0000494	MHL_RS00730	NB626_RS00740
OG0000496	MHL_RS04090	NB626_RS03010
OG0000497	MHL_RS02865	NB626_RS03005
OG0000498	MHL_RS02785	NB626_RS02920
OG0000499	MHL_RS02750	NB626_RS02885
OG0000501	MHL_RS03075	NB626_RS03250
OG0000502	MHL_RS01285	NB626_RS01315
OG0000503	MHL_RS00845	NB626_RS00865
OG0000504	MHL_RS00980	NB626_RS01015
OG0000505	MHL_RS01015	NB626_RS01055
OG0000507	MHL_RS01060	NB626_RS01100
OG0000509	MHL_RS00290	NB626_RS00285
OG0000510	MHL_RS00300	NB626_RS00295
OG0000511	MHL_RS00435	NB626_RS00530
OG0000512	MHL_RS02610	NB626_RS02735
OG0000513	MHL_RS03425	NB626_RS03635
OG0000514	MHL_RS02905	NB626_RS03045
OG0000517	MHL_RS00070	NB626_RS00065
OG0000518	MHL_RS03115	NB626_RS03295
OG0000519	MHL_RS00870	NB626_RS00900
OG0000522	MHL_RS00305	NB626_RS00300
OG0000523	MHL_RS03365	NB626_RS03560
OG0000524	MHL_RS02725	NB626_RS02855
OG0000525	MHL_RS03330	NB626_RS03520
OG0000526	MHL_RS04020	NB626_RS01960, NB626_RS01955
OG0000527	MHL_RS01840	NB626_RS01900
OG0000530	MHL_RS02410	NB626_RS02505
OG0000532	MHL_RS01715	NB626_RS01735
OG0000533	MHL_RS03940	NB626_RS00700
OG0000534	MHL_RS00385	NB626_RS00385
OG0000536	MHL_RS03540	NB626_RS03750
OG0000540	MHL_RS02695	NB626_RS02825
OG0000541	MHL_RS02765	NB626_RS02900
OG0000543	MHL_RS01650	NB626_RS00510
OG0000544	MHL_RS01335	NB626_RS01370
OG0000545	MHL_RS01905	NB626_RS01945
OG0000546	MHL_RS02835	NB626_RS02970
OG0000551	MHL_RS03030	NB626_RS03165
OG0000552	MHL_RS03150	NB626_RS03335
OG0000553	MHL_RS02740	NB626_RS02870
OG0000554	MHL_RS04060, MHL_RS02455	NB626_RS02560
OG0000557	MHL_RS01345	NB626_RS01380
OG0000558	MHL_RS01315	NB626_RS01350
OG0000559	MHL_RS01775	NB626_RS01815
OG0000560	MHL_RS01890	NB626_RS01930
OG0000561	MHL_RS01190	NB626_RS01230
OG0000562	MHL_RS01895	NB626_RS01935
OG0000563	MHL_RS01880	NB626_RS01925
OG0000564	MHL_RS01370	NB626_RS01410
OG0000565	MHL_RS01945	NB626_RS02000
OG0000566	MHL_RS01935	NB626_RS01980
OG0000567	MHL_RS01910	NB626_RS01950
OG0000568	MHL_RS00775	NB626_RS00785
OG0000569	MHL_RS01320	NB626_RS01355
OG0000570	MHL_RS01325	NB626_RS01360
OG0000571	MHL_RS01330	NB626_RS01365
OG0000572	MHL_RS01350	NB626_RS01385
OG0000573	MHL_RS01770	NB626_RS01810
OG0000574	MHL_RS01390	NB626_RS01425
OG0000575	MHL_RS01305	NB626_RS01345
OG0000576	MHL_RS03700	NB626_RS01765
OG0000577	MHL_RS02715	NB626_RS02840
OG0000578	MHL_RS02735	NB626_RS02865
OG0000579	MHL_RS01850	NB626_RS01910
OG0000580	MHL_RS02840	NB626_RS02975
OG0000581	MHL_RS01845	NB626_RS01905
