Orthogroup	MHP_7422_genes	MFC_MF11_genes
OG0000047	MHL_RS01655, MHL_RS00650	DR093_RS00840
OG0000048	MHL_RS02170	DR093_RS03685, DR093_RS03690
OG0000049	MHL_RS03060	DR093_RS03590
OG0000050	MHL_RS02510	DR093_RS04015
OG0000052	MHL_RS00080	DR093_RS00140
OG0000053	MHL_RS01530	DR093_RS03940
OG0000054	MHL_RS02535	DR093_RS01140
OG0000056	MHL_RS03530	DR093_RS01205
OG0000057	MHL_RS02970	DR093_RS00685
OG0000062	MHL_RS03580	DR093_RS00025
OG0000063	MHL_RS03575	DR093_RS03775
OG0000064	MHL_RS03565	DR093_RS00010
OG0000065	MHL_RS02310	DR093_RS01890
OG0000066	MHL_RS01435	DR093_RS02020
OG0000068	MHL_RS00735	DR093_RS00640
OG0000069	MHL_RS02860	DR093_RS00795
OG0000070	MHL_RS02540	DR093_RS01120
OG0000071	MHL_RS03275	DR093_RS02370
OG0000072	MHL_RS03280	DR093_RS03980
OG0000073	MHL_RS00795	DR093_RS02505
OG0000074	MHL_RS04210	DR093_RS03915
OG0000075	MHL_RS00345	DR093_RS00360
OG0000076	MHL_RS00360	DR093_RS00375
OG0000077	MHL_RS00450	DR093_RS00460
OG0000078	MHL_RS01755	DR093_RS00930
OG0000079	MHL_RS02615	DR093_RS01040
OG0000080	MHL_RS03870	DR093_RS03415
OG0000081	MHL_RS00340	DR093_RS00355
OG0000082	MHL_RS02460	DR093_RS01100
OG0000083	MHL_RS02095	DR093_RS02955
OG0000084	MHL_RS02120	DR093_RS02790
OG0000085	MHL_RS02125	DR093_RS02785
OG0000086	MHL_RS02135	DR093_RS04020
OG0000087	MHL_RS02150	DR093_RS02760
OG0000088	MHL_RS02155	DR093_RS02755
OG0000089	MHL_RS02165	DR093_RS02745
OG0000090	MHL_RS00075	DR093_RS00130
OG0000091	MHL_RS00060	DR093_RS00115
OG0000092	MHL_RS00045	DR093_RS00100
OG0000093	MHL_RS00040	DR093_RS00095
OG0000094	MHL_RS00035	DR093_RS04155
OG0000095	MHL_RS00010	DR093_RS00065
OG0000096	MHL_RS03615	DR093_RS00060
OG0000097	MHL_RS03595	DR093_RS00040
OG0000098	MHL_RS03585	DR093_RS00030
OG0000099	MHL_RS03535	DR093_RS01200
OG0000100	MHL_RS03520	DR093_RS01210
OG0000101	MHL_RS03515	DR093_RS01215
OG0000102	MHL_RS01780	DR093_RS01225
OG0000103	MHL_RS02275	DR093_RS01855
OG0000104	MHL_RS02280	DR093_RS01860
OG0000105	MHL_RS02295	DR093_RS01875
OG0000106	MHL_RS02305	DR093_RS01885
OG0000107	MHL_RS02315	DR093_RS01895
OG0000108	MHL_RS02320	DR093_RS01900
OG0000109	MHL_RS02325	DR093_RS01905
OG0000110	MHL_RS02450	DR093_RS01910
OG0000111	MHL_RS02445	DR093_RS01915
OG0000112	MHL_RS02435	DR093_RS01925
OG0000113	MHL_RS02415	DR093_RS03930
OG0000114	MHL_RS02405	DR093_RS01950
OG0000115	MHL_RS02395	DR093_RS01960
OG0000116	MHL_RS01380	DR093_RS01970
OG0000117	MHL_RS01385	DR093_RS01975
OG0000118	MHL_RS01420	DR093_RS02005
OG0000119	MHL_RS01425	DR093_RS02010
OG0000120	MHL_RS01440	DR093_RS02025
OG0000121	MHL_RS01465	DR093_RS02050
OG0000122	MHL_RS01470	DR093_RS02055
OG0000123	MHL_RS01490	DR093_RS02075
OG0000124	MHL_RS01495	DR093_RS02080
OG0000125	MHL_RS01500	DR093_RS02085
OG0000126	MHL_RS01510	DR093_RS02095
OG0000127	MHL_RS01520	DR093_RS02105
OG0000128	MHL_RS01535	DR093_RS02120
OG0000129	MHL_RS01540	DR093_RS02125
OG0000130	MHL_RS01550	DR093_RS02135
OG0000131	MHL_RS01580	DR093_RS02165
OG0000132	MHL_RS01595	DR093_RS03945
OG0000133	MHL_RS00530	DR093_RS00535
OG0000134	MHL_RS00535	DR093_RS03795
OG0000135	MHL_RS00550	DR093_RS00555
OG0000136	MHL_RS00555	DR093_RS00560
OG0000137	MHL_RS00585	DR093_RS00590
OG0000138	MHL_RS00710	DR093_RS00615
OG0000139	MHL_RS00740	DR093_RS00645
OG0000140	MHL_RS00745	DR093_RS00650
OG0000141	MHL_RS02980	DR093_RS00675
OG0000142	MHL_RS02975	DR093_RS03810
OG0000143	MHL_RS02950	DR093_RS00705
OG0000144	MHL_RS02940	DR093_RS00715
OG0000145	MHL_RS02930	DR093_RS00725
OG0000146	MHL_RS02920	DR093_RS00735
OG0000147	MHL_RS02915	DR093_RS00740
OG0000148	MHL_RS02900	DR093_RS00755
OG0000149	MHL_RS02890	DR093_RS00765
OG0000150	MHL_RS02875	DR093_RS00780
OG0000151	MHL_RS02830	DR093_RS00845
OG0000152	MHL_RS02825	DR093_RS00850
OG0000153	MHL_RS02820	DR093_RS00855
OG0000154	MHL_RS02810	DR093_RS00865
OG0000155	MHL_RS02770	DR093_RS00885
OG0000156	MHL_RS02760	DR093_RS00905
OG0000157	MHL_RS02755	DR093_RS03815
OG0000158	MHL_RS04195	DR093_RS03820
OG0000159	MHL_RS02525	DR093_RS01150
OG0000160	MHL_RS02520	DR093_RS01155
OG0000161	MHL_RS02515	DR093_RS01165
OG0000162	MHL_RS02505	DR093_RS02715
OG0000163	MHL_RS02500	DR093_RS02710
OG0000164	MHL_RS01690	DR093_RS04010
OG0000165	MHL_RS02015	DR093_RS02995
OG0000166	MHL_RS02035	DR093_RS02980
OG0000167	MHL_RS02050	DR093_RS02890
OG0000168	MHL_RS04040	DR093_RS02895
OG0000169	MHL_RS03055	DR093_RS02185
OG0000170	MHL_RS03070	DR093_RS02200
OG0000171	MHL_RS03080	DR093_RS02210
OG0000172	MHL_RS03085	DR093_RS02215
OG0000173	MHL_RS03090	DR093_RS02220
OG0000174	MHL_RS03095	DR093_RS02225
OG0000175	MHL_RS03110	DR093_RS02240
OG0000176	MHL_RS03160	DR093_RS02280
OG0000177	MHL_RS03165	DR093_RS02285
OG0000178	MHL_RS03170	DR093_RS02290
OG0000179	MHL_RS03180	DR093_RS02300
OG0000180	MHL_RS03185	DR093_RS02305
OG0000181	MHL_RS03225	DR093_RS03965
OG0000182	MHL_RS03235	DR093_RS02330
OG0000183	MHL_RS03270	DR093_RS02365
OG0000184	MHL_RS03310	DR093_RS02865
OG0000185	MHL_RS03295	DR093_RS02880
OG0000186	MHL_RS01605	DR093_RS02615
OG0000187	MHL_RS01620	DR093_RS02600
OG0000188	MHL_RS01630	DR093_RS02590
OG0000189	MHL_RS02365	DR093_RS04000
OG0000190	MHL_RS02360	DR093_RS02575
OG0000191	MHL_RS02340	DR093_RS02555
OG0000192	MHL_RS01300	DR093_RS02545
OG0000193	MHL_RS01290	DR093_RS02530
OG0000194	MHL_RS00780	DR093_RS02520
OG0000195	MHL_RS00785	DR093_RS02515
OG0000196	MHL_RS00805	DR093_RS03995
OG0000197	MHL_RS00810	DR093_RS02490
OG0000198	MHL_RS00825	DR093_RS02475
OG0000199	MHL_RS00830	DR093_RS02470
OG0000200	MHL_RS00840	DR093_RS02455
OG0000201	MHL_RS00850	DR093_RS02445
OG0000202	MHL_RS00905	DR093_RS02390
OG0000203	MHL_RS00910	DR093_RS02385
OG0000204	MHL_RS00915	DR093_RS03900
OG0000205	MHL_RS00920	DR093_RS01450
OG0000206	MHL_RS00940	DR093_RS01470
OG0000207	MHL_RS00955	DR093_RS01485
OG0000208	MHL_RS00960	DR093_RS01490
OG0000209	MHL_RS00965	DR093_RS01495
OG0000210	MHL_RS01010	DR093_RS01540
OG0000211	MHL_RS01020	DR093_RS01550
OG0000212	MHL_RS01030	DR093_RS01560
OG0000213	MHL_RS01035	DR093_RS01565
OG0000214	MHL_RS01040	DR093_RS01570
OG0000215	MHL_RS01045	DR093_RS01575
OG0000216	MHL_RS01050	DR093_RS01580
OG0000217	MHL_RS01055	DR093_RS01585
OG0000218	MHL_RS01065	DR093_RS03920
OG0000219	MHL_RS01070	DR093_RS01600
OG0000220	MHL_RS01075	DR093_RS01605
OG0000221	MHL_RS01080	DR093_RS01610
OG0000222	MHL_RS01085	DR093_RS01615
OG0000223	MHL_RS01090	DR093_RS01620
OG0000224	MHL_RS01100	DR093_RS01630
OG0000225	MHL_RS01110	DR093_RS01640
OG0000226	MHL_RS01115	DR093_RS01645
OG0000227	MHL_RS01120	DR093_RS01650
OG0000228	MHL_RS04215	DR093_RS04160
OG0000229	MHL_RS01130	DR093_RS01660
OG0000230	MHL_RS01135	DR093_RS01665
OG0000231	MHL_RS01145	DR093_RS01675
OG0000232	MHL_RS01155	DR093_RS01685
OG0000233	MHL_RS01175	DR093_RS01695
OG0000234	MHL_RS01210	DR093_RS01725
OG0000235	MHL_RS01220	DR093_RS01735
OG0000236	MHL_RS01225	DR093_RS01740
OG0000237	MHL_RS01230	DR093_RS01755
OG0000238	MHL_RS01240	DR093_RS01760
OG0000239	MHL_RS02990	DR093_RS01790
OG0000240	MHL_RS02995	DR093_RS01795
OG0000241	MHL_RS03005	DR093_RS01805
OG0000242	MHL_RS03010	DR093_RS01810
OG0000243	MHL_RS03015	DR093_RS01815
OG0000244	MHL_RS03025	DR093_RS01825
OG0000245	MHL_RS03035	DR093_RS01835
OG0000246	MHL_RS00145	DR093_RS00145
OG0000247	MHL_RS00155	DR093_RS00155
OG0000248	MHL_RS00165	DR093_RS00180
OG0000249	MHL_RS00170	DR093_RS00185
OG0000250	MHL_RS00185	DR093_RS00200
OG0000251	MHL_RS00210	DR093_RS00230
OG0000252	MHL_RS00220	DR093_RS00240
OG0000253	MHL_RS00225	DR093_RS00245
OG0000254	MHL_RS00235	DR093_RS00255
OG0000255	MHL_RS00245	DR093_RS00260
OG0000256	MHL_RS00250	DR093_RS00265
OG0000257	MHL_RS00275	DR093_RS00290
OG0000258	MHL_RS00285	DR093_RS00300
OG0000259	MHL_RS00315	DR093_RS00330
OG0000260	MHL_RS00325	DR093_RS00340
OG0000261	MHL_RS00335	DR093_RS03790
OG0000262	MHL_RS00350	DR093_RS00365
OG0000263	MHL_RS00370	DR093_RS00380
OG0000264	MHL_RS00380	DR093_RS00395
OG0000265	MHL_RS00390	DR093_RS00405
OG0000266	MHL_RS00405	DR093_RS00420
OG0000267	MHL_RS00420	DR093_RS00435
OG0000268	MHL_RS00425	DR093_RS00440
OG0000269	MHL_RS00440	DR093_RS00455
OG0000270	MHL_RS03490	DR093_RS03855
OG0000271	MHL_RS03485	DR093_RS01280
OG0000272	MHL_RS03480	DR093_RS01285
OG0000273	MHL_RS03475	DR093_RS01290
OG0000274	MHL_RS03455	DR093_RS01310
OG0000275	MHL_RS03450	DR093_RS03860
OG0000276	MHL_RS03445	DR093_RS01320
OG0000277	MHL_RS03435	DR093_RS03865
OG0000278	MHL_RS03430	DR093_RS01335
OG0000279	MHL_RS03420	DR093_RS01345
OG0000280	MHL_RS03415	DR093_RS01350
OG0000281	MHL_RS03760	DR093_RS01355
OG0000282	MHL_RS03390	DR093_RS01380
OG0000283	MHL_RS03385	DR093_RS01385
OG0000284	MHL_RS03380	DR093_RS01390
OG0000285	MHL_RS03375	DR093_RS03880
OG0000286	MHL_RS02485	DR093_RS01105
OG0000287	MHL_RS02575	DR093_RS01080
OG0000288	MHL_RS02585	DR093_RS01070
OG0000289	MHL_RS02590	DR093_RS01065
OG0000290	MHL_RS02700	DR093_RS03410
OG0000291	MHL_RS02690	DR093_RS00965
OG0000292	MHL_RS02685	DR093_RS00970
OG0000293	MHL_RS02680	DR093_RS00975
OG0000294	MHL_RS02670	DR093_RS00985
OG0000295	MHL_RS02665	DR093_RS00990
OG0000296	MHL_RS02625	DR093_RS01030
OG0000297	MHL_RS02620	DR093_RS01035
OG0000298	MHL_RS00180	DR093_RS00195
OG0000299	MHL_RS03650	DR093_RS00215
OG0000300	MHL_RS00375	DR093_RS00390
OG0000301	MHL_RS00410	DR093_RS00425
OG0000302	MHL_RS00415	DR093_RS00430
OG0000303	MHL_RS00560	DR093_RS00565
OG0000304	MHL_RS01160	DR093_RS00600
OG0000305	MHL_RS02925	DR093_RS00730
OG0000306	MHL_RS02850	DR093_RS00815
OG0000307	MHL_RS02815	DR093_RS00860
OG0000308	MHL_RS02720	DR093_RS00945
OG0000309	MHL_RS02655	DR093_RS01000
OG0000310	MHL_RS02580	DR093_RS01075
OG0000311	MHL_RS02545	DR093_RS01125
OG0000312	MHL_RS02530	DR093_RS01145
OG0000313	MHL_RS01680	DR093_RS02690
OG0000314	MHL_RS02030	DR093_RS02975
OG0000315	MHL_RS02060	DR093_RS02900
OG0000316	MHL_RS02070	DR093_RS02910
OG0000317	MHL_RS02160	DR093_RS02750
OG0000318	MHL_RS02075	DR093_RS04040
OG0000319	MHL_RS02290	DR093_RS01870
OG0000320	MHL_RS02425	DR093_RS01935
OG0000321	MHL_RS01415	DR093_RS02000
OG0000322	MHL_RS01460	DR093_RS02045
OG0000323	MHL_RS01590	DR093_RS02175
OG0000324	MHL_RS02335	DR093_RS02550
OG0000325	MHL_RS00790	DR093_RS02510
OG0000326	MHL_RS00880	DR093_RS02415
OG0000327	MHL_RS00885	DR093_RS02410
OG0000328	MHL_RS00970	DR093_RS01500
OG0000329	MHL_RS00990	DR093_RS01520
OG0000330	MHL_RS01185	DR093_RS01705
OG0000331	MHL_RS03020	DR093_RS01820
OG0000332	MHL_RS03120	DR093_RS02250
OG0000333	MHL_RS03130	DR093_RS02260
OG0000334	MHL_RS03230	DR093_RS02325
OG0000335	MHL_RS03240	DR093_RS03970
OG0000336	MHL_RS03405	DR093_RS03875
OG0000337	MHL_RS03570	DR093_RS00015
OG0000338	MHL_RS03610	DR093_RS00055
OG0000339	MHL_RS02400	DR093_RS01955
OG0000340	MHL_RS01395	DR093_RS01980
OG0000341	MHL_RS02355	DR093_RS02570
OG0000342	MHL_RS00820	DR093_RS02480
OG0000343	MHL_RS03140	DR093_RS02270
OG0000344	MHL_RS00580	DR093_RS00580
OG0000345	MHL_RS01105	DR093_RS01635
OG0000346	MHL_RS03410	DR093_RS03870
OG0000347	MHL_RS01485	DR093_RS02070
OG0000348	MHL_RS00890	DR093_RS03985
OG0000349	MHL_RS03640	DR093_RS01300
OG0000350	MHL_RS02805	DR093_RS00820
OG0000351	MHL_RS00505	DR093_RS00515
OG0000352	MHL_RS02010	DR093_RS02990
OG0000353	MHL_RS01455	DR093_RS02040
OG0000354	MHL_RS00725	DR093_RS00630
OG0000355	MHL_RS01980	DR093_RS04005
OG0000356	MHL_RS02065	DR093_RS04035
OG0000357	MHL_RS03100	DR093_RS03955
OG0000358	MHL_RS03105	DR093_RS02235
OG0000359	MHL_RS00860	DR093_RS03990
OG0000360	MHL_RS00280	DR093_RS00295
OG0000361	MHL_RS00310	DR093_RS00325
OG0000362	MHL_RS02600	DR093_RS01055
OG0000363	MHL_RS03985	DR093_RS02110
OG0000365	MHL_RS02105	DR093_RS04055
OG0000366	MHL_RS02130	DR093_RS02780
OG0000367	MHL_RS02140	DR093_RS02770
OG0000368	MHL_RS00065	DR093_RS00120
OG0000370	MHL_RS00025	DR093_RS04150
OG0000371	MHL_RS00020	DR093_RS00075
OG0000372	MHL_RS00015	DR093_RS00070
OG0000373	MHL_RS03605	DR093_RS00045
OG0000374	MHL_RS03590	DR093_RS00035
OG0000375	MHL_RS02285	DR093_RS01865
OG0000376	MHL_RS02440	DR093_RS01920
OG0000377	MHL_RS02430	DR093_RS01930
OG0000378	MHL_RS01375	DR093_RS01965
OG0000379	MHL_RS01450	DR093_RS02035
OG0000380	MHL_RS01475	DR093_RS02060
OG0000381	MHL_RS01515	DR093_RS02100
OG0000382	MHL_RS01545	DR093_RS02130
OG0000383	MHL_RS01585	DR093_RS02170
OG0000384	MHL_RS00520	DR093_RS00520
OG0000386	MHL_RS00540	DR093_RS00545
OG0000387	MHL_RS00565	DR093_RS00570
OG0000388	MHL_RS00570	DR093_RS03800
OG0000389	MHL_RS00705	DR093_RS00610
OG0000390	MHL_RS02945	DR093_RS00710
OG0000391	MHL_RS02935	DR093_RS00720
OG0000392	MHL_RS02910	DR093_RS00745
OG0000393	MHL_RS02855	DR093_RS00800
OG0000394	MHL_RS02780	DR093_RS00875
OG0000395	MHL_RS02775	DR093_RS00880
OG0000396	MHL_RS02490	DR093_RS02700
OG0000397	MHL_RS01995	DR093_RS02655
OG0000398	MHL_RS02000	DR093_RS02650
OG0000399	MHL_RS02045	DR093_RS02885
OG0000400	MHL_RS03065	DR093_RS02195
OG0000401	MHL_RS03125	DR093_RS02255
OG0000402	MHL_RS03135	DR093_RS02265
OG0000403	MHL_RS03145	DR093_RS02275
OG0000404	MHL_RS03175	DR093_RS03960
OG0000405	MHL_RS03190	DR093_RS02310
OG0000406	MHL_RS03245	DR093_RS02340
OG0000407	MHL_RS03250	DR093_RS03975
OG0000408	MHL_RS03255	DR093_RS02350
OG0000409	MHL_RS03260	DR093_RS02355
OG0000410	MHL_RS03315	DR093_RS02860
OG0000411	MHL_RS03305	DR093_RS02870
OG0000412	MHL_RS03300	DR093_RS02875
OG0000413	MHL_RS01600	DR093_RS04170
OG0000414	MHL_RS01610	DR093_RS02610
OG0000415	MHL_RS01615	DR093_RS02605
OG0000416	MHL_RS01625	DR093_RS02595
OG0000417	MHL_RS02350	DR093_RS02565
OG0000418	MHL_RS02345	DR093_RS02560
OG0000419	MHL_RS00800	DR093_RS02500
OG0000420	MHL_RS00835	DR093_RS02465
OG0000421	MHL_RS00865	DR093_RS02430
OG0000422	MHL_RS00875	DR093_RS02420
OG0000423	MHL_RS00930	DR093_RS01460
OG0000424	MHL_RS00935	DR093_RS01465
OG0000425	MHL_RS00945	DR093_RS01475
OG0000426	MHL_RS00950	DR093_RS03905
OG0000427	MHL_RS00975	DR093_RS03910
OG0000428	MHL_RS01000	DR093_RS01530
OG0000429	MHL_RS01095	DR093_RS01625
OG0000430	MHL_RS01140	DR093_RS01670
OG0000431	MHL_RS01150	DR093_RS01680
OG0000432	MHL_RS01180	DR093_RS01700
OG0000433	MHL_RS01195	DR093_RS01710
OG0000434	MHL_RS01200	DR093_RS01715
OG0000435	MHL_RS01215	DR093_RS01730
OG0000436	MHL_RS01245	DR093_RS01765
OG0000437	MHL_RS01255	DR093_RS01775
OG0000438	MHL_RS03965	DR093_RS03925
OG0000439	MHL_RS01265	DR093_RS01785
OG0000440	MHL_RS03000	DR093_RS01800
OG0000441	MHL_RS03040	DR093_RS01840
OG0000442	MHL_RS00150	DR093_RS00150
OG0000443	MHL_RS00195	DR093_RS00210
OG0000444	MHL_RS00205	DR093_RS00225
OG0000445	MHL_RS00230	DR093_RS00250
OG0000446	MHL_RS00260	DR093_RS00275
OG0000447	MHL_RS00265	DR093_RS00280
OG0000448	MHL_RS00295	DR093_RS00310
OG0000449	MHL_RS00320	DR093_RS00335
OG0000450	MHL_RS00330	DR093_RS00345
OG0000452	MHL_RS00395	DR093_RS00410
OG0000453	MHL_RS00430	DR093_RS00445
OG0000455	MHL_RS03510	DR093_RS03850
OG0000456	MHL_RS03395	DR093_RS01375
OG0000457	MHL_RS03370	DR093_RS01400
OG0000458	MHL_RS02570	DR093_RS01085
OG0000459	MHL_RS02595	DR093_RS01060
OG0000460	MHL_RS02605	DR093_RS01050
OG0000461	MHL_RS02650	DR093_RS01005
OG0000462	MHL_RS02645	DR093_RS01010
OG0000463	MHL_RS02640	DR093_RS01015
OG0000464	MHL_RS02635	DR093_RS01020
OG0000465	MHL_RS02630	DR093_RS01025
OG0000466	MHL_RS00400	DR093_RS00415
OG0000467	MHL_RS02730	DR093_RS03825
OG0000468	MHL_RS02040	DR093_RS02985
OG0000469	MHL_RS02100	DR093_RS02960
OG0000470	MHL_RS03825	DR093_RS01455
OG0000471	MHL_RS01005	DR093_RS01535
OG0000472	MHL_RS03325	DR093_RS01435
OG0000473	MHL_RS03495	DR093_RS01270
OG0000474	MHL_RS03500	DR093_RS01265
OG0000475	MHL_RS03505	DR093_RS01260
OG0000476	MHL_RS01635	DR093_RS01220
OG0000477	MHL_RS02675	DR093_RS00980
OG0000478	MHL_RS03440	DR093_RS01325
OG0000479	MHL_RS01410	DR093_RS01995
OG0000480	MHL_RS03850	DR093_RS03255
OG0000481	MHL_RS00900	DR093_RS02395
OG0000482	MHL_RS01295	DR093_RS02535
OG0000483	MHL_RS02145	DR093_RS02765
OG0000484	MHL_RS00200	DR093_RS03785
OG0000485	MHL_RS01250	DR093_RS01770
OG0000486	MHL_RS02370	DR093_RS02585
OG0000487	MHL_RS02080	DR093_RS04045
OG0000488	MHL_RS02115	DR093_RS02795
OG0000489	MHL_RS00055	DR093_RS00110
OG0000491	MHL_RS01430	DR093_RS02015
OG0000492	MHL_RS01505	DR093_RS02090
OG0000494	MHL_RS00730	DR093_RS00635
OG0000495	MHL_RS02880	DR093_RS00775
OG0000496	MHL_RS04090	DR093_RS00785
OG0000497	MHL_RS02865	DR093_RS00790
OG0000498	MHL_RS02785	DR093_RS00870
OG0000499	MHL_RS02750	DR093_RS00915
OG0000500	MHL_RS02005	DR093_RS02645
OG0000501	MHL_RS03075	DR093_RS02205
OG0000502	MHL_RS01285	DR093_RS02525
OG0000503	MHL_RS00845	DR093_RS02450
OG0000504	MHL_RS00980	DR093_RS01510
OG0000505	MHL_RS01015	DR093_RS01545
OG0000506	MHL_RS01025	DR093_RS01555
OG0000507	MHL_RS01060	DR093_RS01590
OG0000508	MHL_RS00255	DR093_RS00270
OG0000509	MHL_RS00290	DR093_RS00305
OG0000510	MHL_RS00300	DR093_RS00315
OG0000511	MHL_RS00435	DR093_RS00450
OG0000512	MHL_RS02610	DR093_RS01045
OG0000513	MHL_RS03425	DR093_RS01340
OG0000514	MHL_RS02905	DR093_RS00750
OG0000516	MHL_RS02085	DR093_RS02940
OG0000517	MHL_RS00070	DR093_RS00125
OG0000518	MHL_RS03115	DR093_RS02245
OG0000519	MHL_RS00870	DR093_RS02425
OG0000520	MHL_RS00995	DR093_RS01525
OG0000521	MHL_RS00270	DR093_RS00285
OG0000522	MHL_RS00305	DR093_RS00320
OG0000523	MHL_RS03365	DR093_RS01405
OG0000524	MHL_RS02725	DR093_RS00940
OG0000525	MHL_RS03330	DR093_RS03895
OG0000528	MHL_RS02090	DR093_RS02950
OG0000529	MHL_RS02300	DR093_RS01880
OG0000530	MHL_RS02410	DR093_RS01945
OG0000531	MHL_RS01480	DR093_RS02065
OG0000533	MHL_RS03945, MHL_RS03940	DR093_RS01690
OG0000534	MHL_RS00385	DR093_RS00400
OG0000535	MHL_RS00050	DR093_RS00105
OG0000536	MHL_RS03540	DR093_RS01195
OG0000537	MHL_RS00815	DR093_RS02485
OG0000538	MHL_RS01205	DR093_RS01720
OG0000539	MHL_RS00215	DR093_RS00235
OG0000541	MHL_RS02765	DR093_RS00900
OG0000542	MHL_RS00355	DR093_RS00370
OG0000547	MHL_RS02955	DR093_RS00700
OG0000548	MHL_RS01675	DR093_RS02695
OG0000549	MHL_RS03320	DR093_RS01440
OG0000550	MHL_RS03460	DR093_RS01305
OG0000551	MHL_RS03030	DR093_RS01830
OG0000589	MHL_RS03730	DR093_RS02830
OG0000596	MHL_RS01805	DR093_RS00170
OG0000598	MHL_RS01810	DR093_RS00165
OG0000599	MHL_RS01815	DR093_RS00160
OG0000602	MHL_RS02110	DR093_RS02805
