Orthogroup	MHP_7422_genes	MHP_MHP696_genes
OG0000021	MHL_RS01835, MHL_RS03930	DR090_RS00825
OG0000022	MHL_RS01740	DR090_RS02415
OG0000022	MHL_RS01790	DR090_RS04550
OG0000023	MHL_RS01400, MHL_RS00675, MHL_RS03935	DR090_RS02440
OG0000024	MHL_RS02790	DR090_RS01515
OG0000024	MHL_RS01355	DR090_RS00410
OG0000025	MHL_RS01745	DR090_RS04555
OG0000025	MHL_RS01785	DR090_RS02365
OG0000026	MHL_RS01445	DR090_RS02485
OG0000027	MHL_RS03755	DR090_RS04475
OG0000027	MHL_RS03360	DR090_RS04520
OG0000028	MHL_RS02480	DR090_RS04565
OG0000029	MHL_RS01165	DR090_RS01710
OG0000029	MHL_RS00700	DR090_RS00205
OG0000030	MHL_RS03335	DR090_RS04480
OG0000030	MHL_RS03355	DR090_RS04515
OG0000031	MHL_RS01685	DR090_RS03235
OG0000031	MHL_RS00630	DR090_RS03235
OG0000032	MHL_RS04000	DR090_RS03265
OG0000032	MHL_RS03350	DR090_RS02225
OG0000033	MHL_RS02475	DR090_RS02635
OG0000034	MHL_RS04045	DR090_RS00815
OG0000035	MHL_RS03210	DR090_RS03430
OG0000035	MHL_RS03195	DR090_RS02220
OG0000036	MHL_RS00120	DR090_RS03080
OG0000036	MHL_RS00135	DR090_RS04210
OG0000039	MHL_RS01705	DR090_RS03220
OG0000040	MHL_RS03285	DR090_RS02020
OG0000041	MHL_RS00760, MHL_RS01270	DR090_RS03745
OG0000042	MHL_RS02985	DR090_RS04585
OG0000043	MHL_RS01990	DR090_RS00990
OG0000043	MHL_RS00625	DR090_RS00990
OG0000044	MHL_RS04220	DR090_RS04685
OG0000045	MHL_RS01710	DR090_RS03215
OG0000048	MHL_RS02170	DR090_RS02935
OG0000049	MHL_RS03060	DR090_RS02075
OG0000050	MHL_RS02510	DR090_RS02580
OG0000051	MHL_RS02710	DR090_RS01435
OG0000052	MHL_RS00080	DR090_RS01330
OG0000053	MHL_RS01530	DR090_RS04575
OG0000054	MHL_RS02535	DR090_RS02605
OG0000055	MHL_RS00140	DR090_RS03105
OG0000056	MHL_RS03530	DR090_RS01170
OG0000057	MHL_RS02970	DR090_RS01695
OG0000060	MHL_RS04115	DR090_RS03905
OG0000061	MHL_RS01940	DR090_RS00925
OG0000062	MHL_RS03580	DR090_RS01220
OG0000063	MHL_RS03575	DR090_RS01215
OG0000064	MHL_RS03565	DR090_RS01205
OG0000065	MHL_RS02310	DR090_RS03030
OG0000066	MHL_RS01435	DR090_RS02475
OG0000067	MHL_RS00525	DR090_RS03330
OG0000068	MHL_RS00735	DR090_RS00170
OG0000069	MHL_RS02860	DR090_RS01590
OG0000070	MHL_RS02540	DR090_RS02610
OG0000071	MHL_RS03275	DR090_RS02030
OG0000072	MHL_RS03280	DR090_RS04500
OG0000073	MHL_RS00795	DR090_RS00125
OG0000074	MHL_RS03950, MHL_RS04210	DR090_RS04455
OG0000075	MHL_RS00345	DR090_RS00610
OG0000076	MHL_RS00360	DR090_RS00595
OG0000077	MHL_RS00450	DR090_RS00505
OG0000078	MHL_RS01755	DR090_RS02395
OG0000079	MHL_RS02615	DR090_RS02780
OG0000080	MHL_RS03870	DR090_RS03915
OG0000081	MHL_RS00340	DR090_RS00615
OG0000082	MHL_RS02460	DR090_RS04165
OG0000083	MHL_RS02095	DR090_RS01095
OG0000084	MHL_RS02120	DR090_RS02885
OG0000085	MHL_RS02125	DR090_RS02890
OG0000086	MHL_RS02135	DR090_RS02900
OG0000087	MHL_RS02150	DR090_RS02915
OG0000088	MHL_RS02155	DR090_RS02920
OG0000089	MHL_RS02165	DR090_RS02930
OG0000090	MHL_RS00075	DR090_RS01325
OG0000091	MHL_RS00060	DR090_RS01310
OG0000092	MHL_RS00045	DR090_RS01295
OG0000093	MHL_RS00040	DR090_RS01290
OG0000094	MHL_RS00035	DR090_RS01285
OG0000095	MHL_RS00010	DR090_RS01260
OG0000096	MHL_RS03615	DR090_RS01255
OG0000097	MHL_RS03595	DR090_RS01235
OG0000098	MHL_RS03585	DR090_RS01225
OG0000099	MHL_RS03535	DR090_RS04400
OG0000100	MHL_RS03520	DR090_RS01160
OG0000101	MHL_RS03515	DR090_RS01155
OG0000102	MHL_RS01780	DR090_RS02370
OG0000103	MHL_RS02275	DR090_RS03065
OG0000104	MHL_RS02280	DR090_RS03060
OG0000105	MHL_RS02295	DR090_RS03045
OG0000106	MHL_RS02305	DR090_RS03035
OG0000107	MHL_RS02315	DR090_RS03025
OG0000108	MHL_RS02320	DR090_RS03020
OG0000109	MHL_RS02325	DR090_RS03015
OG0000110	MHL_RS02450	DR090_RS02655
OG0000111	MHL_RS02445	DR090_RS02660
OG0000112	MHL_RS02435	DR090_RS02670
OG0000113	MHL_RS02415	DR090_RS04615
OG0000114	MHL_RS02405	DR090_RS03300
OG0000115	MHL_RS02395	DR090_RS03285
OG0000116	MHL_RS01380	DR090_RS00435
OG0000117	MHL_RS01385	DR090_RS00440
OG0000118	MHL_RS01420	DR090_RS02460
OG0000119	MHL_RS01425	DR090_RS02465
OG0000120	MHL_RS01440	DR090_RS02480
OG0000121	MHL_RS01465	DR090_RS02505
OG0000122	MHL_RS01470	DR090_RS02510
OG0000123	MHL_RS01490	DR090_RS02530
OG0000124	MHL_RS01495	DR090_RS02535
OG0000125	MHL_RS01500	DR090_RS02540
OG0000126	MHL_RS01510	DR090_RS02835
OG0000127	MHL_RS01520	DR090_RS02845
OG0000128	MHL_RS01535	DR090_RS02860
OG0000129	MHL_RS01540	DR090_RS02865
OG0000130	MHL_RS01550	DR090_RS02875
OG0000131	MHL_RS01580	DR090_RS03150
OG0000132	MHL_RS01595	DR090_RS04600
OG0000133	MHL_RS00530	DR090_RS02690
OG0000134	MHL_RS00535	DR090_RS02695
OG0000135	MHL_RS00550	DR090_RS02710
OG0000136	MHL_RS00555	DR090_RS02715
OG0000137	MHL_RS00585	DR090_RS02755
OG0000138	MHL_RS00710	DR090_RS00195
OG0000139	MHL_RS00740	DR090_RS00165
OG0000140	MHL_RS00745	DR090_RS00160
OG0000141	MHL_RS02980	DR090_RS01705
OG0000142	MHL_RS02975	DR090_RS04450
OG0000143	MHL_RS02950	DR090_RS01680
OG0000144	MHL_RS02940	DR090_RS01670
OG0000145	MHL_RS02930	DR090_RS01660
OG0000146	MHL_RS02920	DR090_RS01650
OG0000147	MHL_RS02915	DR090_RS01645
OG0000148	MHL_RS02900	DR090_RS01630
OG0000149	MHL_RS02890	DR090_RS01620
OG0000150	MHL_RS02875	DR090_RS01605
OG0000151	MHL_RS02830	DR090_RS01555
OG0000152	MHL_RS02825	DR090_RS01550
OG0000153	MHL_RS02820	DR090_RS01545
OG0000154	MHL_RS02810	DR090_RS01535
OG0000155	MHL_RS02770	DR090_RS01495
OG0000156	MHL_RS02760	DR090_RS01485
OG0000157	MHL_RS02755	DR090_RS04440
OG0000158	MHL_RS04195	DR090_RS04435
OG0000159	MHL_RS02525	DR090_RS02595
OG0000160	MHL_RS02520	DR090_RS02590
OG0000161	MHL_RS02515	DR090_RS02585
OG0000162	MHL_RS02505	DR090_RS02575
OG0000163	MHL_RS02500	DR090_RS02570
OG0000164	MHL_RS01690	DR090_RS03230
OG0000165	MHL_RS02015	DR090_RS01015
OG0000166	MHL_RS02035	DR090_RS01035
OG0000167	MHL_RS02050	DR090_RS01050
OG0000168	MHL_RS04040	DR090_RS01055
OG0000169	MHL_RS03055	DR090_RS02070
OG0000170	MHL_RS03070	DR090_RS02085
OG0000171	MHL_RS03080	DR090_RS02095
OG0000172	MHL_RS03085	DR090_RS02105
OG0000173	MHL_RS03090	DR090_RS02110
OG0000174	MHL_RS03095	DR090_RS02115
OG0000175	MHL_RS03110	DR090_RS02130
OG0000176	MHL_RS03160	DR090_RS02180
OG0000177	MHL_RS03165	DR090_RS02185
OG0000178	MHL_RS03170	DR090_RS02190
OG0000179	MHL_RS03180	DR090_RS02200
OG0000180	MHL_RS03185	DR090_RS02205
OG0000181	MHL_RS03225	DR090_RS04655
OG0000182	MHL_RS03235	DR090_RS03515
OG0000183	MHL_RS03270	DR090_RS02035
OG0000184	MHL_RS03310	DR090_RS01995
OG0000185	MHL_RS03295	DR090_RS02010
OG0000186	MHL_RS01605	DR090_RS04605
OG0000187	MHL_RS01620	DR090_RS03190
OG0000188	MHL_RS01630	DR090_RS03200
OG0000189	MHL_RS02365	DR090_RS04625
OG0000190	MHL_RS02360	DR090_RS03370
OG0000191	MHL_RS02340	DR090_RS03395
OG0000192	MHL_RS01300	DR090_RS00355
OG0000193	MHL_RS01290	DR090_RS00340
OG0000194	MHL_RS00780	DR090_RS00140
OG0000195	MHL_RS00785	DR090_RS00135
OG0000196	MHL_RS00805	DR090_RS00115
OG0000197	MHL_RS00810	DR090_RS00110
OG0000198	MHL_RS00825	DR090_RS00095
OG0000199	MHL_RS00830	DR090_RS00090
OG0000200	MHL_RS00840	DR090_RS00075
OG0000201	MHL_RS00850	DR090_RS00065
OG0000202	MHL_RS00905	DR090_RS00010
OG0000203	MHL_RS00910	DR090_RS00005
OG0000204	MHL_RS00915	DR090_RS04470
OG0000205	MHL_RS00920	DR090_RS01955
OG0000206	MHL_RS00940	DR090_RS01935
OG0000207	MHL_RS00955	DR090_RS01920
OG0000208	MHL_RS00960	DR090_RS01915
OG0000209	MHL_RS00965	DR090_RS01910
OG0000210	MHL_RS01010	DR090_RS01865
OG0000211	MHL_RS01020	DR090_RS01855
OG0000212	MHL_RS01030	DR090_RS01845
OG0000213	MHL_RS01035	DR090_RS01840
OG0000214	MHL_RS01040	DR090_RS01835
OG0000215	MHL_RS01045	DR090_RS01830
OG0000216	MHL_RS01050	DR090_RS01825
OG0000217	MHL_RS01055	DR090_RS01820
OG0000218	MHL_RS01065	DR090_RS01810
OG0000219	MHL_RS01070	DR090_RS01805
OG0000220	MHL_RS01075	DR090_RS01800
OG0000221	MHL_RS01080	DR090_RS01795
OG0000222	MHL_RS01085	DR090_RS01790
OG0000223	MHL_RS01090	DR090_RS01785
OG0000224	MHL_RS01100	DR090_RS01775
OG0000225	MHL_RS01110	DR090_RS01765
OG0000226	MHL_RS01115	DR090_RS01760
OG0000227	MHL_RS01120	DR090_RS01755
OG0000228	MHL_RS04215	DR090_RS04680
OG0000229	MHL_RS01130	DR090_RS01745
OG0000230	MHL_RS01135	DR090_RS01740
OG0000231	MHL_RS01145	DR090_RS01730
OG0000232	MHL_RS01155	DR090_RS01720
OG0000233	MHL_RS01175	DR090_RS00225
OG0000234	MHL_RS01210	DR090_RS00260
OG0000235	MHL_RS01220	DR090_RS00270
OG0000236	MHL_RS01225	DR090_RS00275
OG0000237	MHL_RS01230	DR090_RS00280
OG0000238	MHL_RS01240	DR090_RS00290
OG0000239	MHL_RS02990	DR090_RS03000
OG0000240	MHL_RS02995	DR090_RS02995
OG0000241	MHL_RS03005	DR090_RS02985
OG0000242	MHL_RS03010	DR090_RS02980
OG0000243	MHL_RS03015	DR090_RS02975
OG0000244	MHL_RS03025	DR090_RS02965
OG0000245	MHL_RS03035	DR090_RS02955
OG0000246	MHL_RS00145	DR090_RS03110
OG0000247	MHL_RS00155	DR090_RS00810
OG0000248	MHL_RS00165	DR090_RS00800
OG0000249	MHL_RS00170	DR090_RS00795
OG0000250	MHL_RS00185	DR090_RS00780
OG0000251	MHL_RS00210	DR090_RS00745
OG0000252	MHL_RS00220	DR090_RS00735
OG0000253	MHL_RS00225	DR090_RS00730
OG0000254	MHL_RS00235	DR090_RS00720
OG0000255	MHL_RS00245	DR090_RS00710
OG0000256	MHL_RS00250	DR090_RS00705
OG0000257	MHL_RS00275	DR090_RS00680
OG0000258	MHL_RS00285	DR090_RS00670
OG0000259	MHL_RS00315	DR090_RS00640
OG0000260	MHL_RS00325	DR090_RS00630
OG0000261	MHL_RS00335	DR090_RS04350
OG0000262	MHL_RS00350	DR090_RS00605
OG0000263	MHL_RS00370	DR090_RS00590
OG0000264	MHL_RS00380	DR090_RS00575
OG0000265	MHL_RS00390	DR090_RS00565
OG0000266	MHL_RS00405	DR090_RS00550
OG0000267	MHL_RS00420	DR090_RS00535
OG0000268	MHL_RS00425	DR090_RS00530
OG0000269	MHL_RS00440	DR090_RS00515
OG0000270	MHL_RS03490	DR090_RS04395
OG0000271	MHL_RS03485	DR090_RS01125
OG0000272	MHL_RS03480	DR090_RS01120
OG0000273	MHL_RS03475	DR090_RS01115
OG0000274	MHL_RS03455	DR090_RS02335
OG0000275	MHL_RS03450	DR090_RS04540
OG0000276	MHL_RS03445	DR090_RS02325
OG0000277	MHL_RS03435	DR090_RS02315
OG0000278	MHL_RS03430	DR090_RS02310
OG0000279	MHL_RS03420	DR090_RS02300
OG0000280	MHL_RS03415	DR090_RS02295
OG0000281	MHL_RS03760	DR090_RS02290
OG0000282	MHL_RS03390	DR090_RS04530
OG0000283	MHL_RS03385	DR090_RS02260
OG0000284	MHL_RS03380	DR090_RS02255
OG0000285	MHL_RS03375	DR090_RS04525
OG0000286	MHL_RS02485	DR090_RS02555
OG0000287	MHL_RS02575	DR090_RS02820
OG0000288	MHL_RS02585	DR090_RS02810
OG0000289	MHL_RS02590	DR090_RS02805
OG0000290	MHL_RS02700	DR090_RS01425
OG0000291	MHL_RS02690	DR090_RS01415
OG0000292	MHL_RS02685	DR090_RS01410
OG0000293	MHL_RS02680	DR090_RS01405
OG0000294	MHL_RS02670	DR090_RS01395
OG0000295	MHL_RS02665	DR090_RS01390
OG0000296	MHL_RS02625	DR090_RS02770
OG0000297	MHL_RS02620	DR090_RS02775
OG0000298	MHL_RS00180	DR090_RS00785
OG0000299	MHL_RS03650	DR090_RS03800
OG0000300	MHL_RS00375	DR090_RS00580
OG0000301	MHL_RS00410	DR090_RS00545
OG0000302	MHL_RS00415	DR090_RS00540
OG0000303	MHL_RS00560	DR090_RS02720
OG0000304	MHL_RS01160	DR090_RS01715
OG0000305	MHL_RS02925	DR090_RS01655
OG0000306	MHL_RS02850	DR090_RS01580
OG0000307	MHL_RS02815	DR090_RS01540
OG0000308	MHL_RS02720	DR090_RS01445
OG0000309	MHL_RS02655	DR090_RS01380
OG0000310	MHL_RS02580	DR090_RS02815
OG0000311	MHL_RS02545	DR090_RS02615
OG0000312	MHL_RS02530	DR090_RS02600
OG0000313	MHL_RS01680	DR090_RS03240
OG0000314	MHL_RS02030	DR090_RS01030
OG0000315	MHL_RS02060	DR090_RS01060
OG0000316	MHL_RS02070	DR090_RS01070
OG0000317	MHL_RS02160	DR090_RS02925
OG0000318	MHL_RS02075	DR090_RS04370
OG0000319	MHL_RS02290	DR090_RS03050
OG0000320	MHL_RS02425	DR090_RS02680
OG0000321	MHL_RS01415	DR090_RS02455
OG0000322	MHL_RS01460	DR090_RS02500
OG0000323	MHL_RS01590	DR090_RS03160
OG0000324	MHL_RS02335	DR090_RS03400
OG0000325	MHL_RS00790	DR090_RS00130
OG0000326	MHL_RS00880	DR090_RS00035
OG0000327	MHL_RS00885	DR090_RS00030
OG0000328	MHL_RS00970	DR090_RS01905
OG0000329	MHL_RS00990	DR090_RS01885
OG0000330	MHL_RS01185	DR090_RS00235
OG0000331	MHL_RS03020	DR090_RS02970
OG0000332	MHL_RS03120	DR090_RS02140
OG0000333	MHL_RS03130	DR090_RS02150
OG0000334	MHL_RS03230	DR090_RS03510
OG0000335	MHL_RS03240	DR090_RS02065
OG0000336	MHL_RS03405	DR090_RS04535
OG0000337	MHL_RS03570	DR090_RS01210
OG0000338	MHL_RS03610	DR090_RS01250
OG0000339	MHL_RS02400	DR090_RS03290
OG0000340	MHL_RS01395	DR090_RS03610
OG0000341	MHL_RS02355	DR090_RS03365
OG0000342	MHL_RS00820	DR090_RS00100
OG0000343	MHL_RS03140	DR090_RS02160
OG0000344	MHL_RS00580	DR090_RS02735
OG0000345	MHL_RS01105	DR090_RS01770
OG0000346	MHL_RS03410	DR090_RS02285
OG0000347	MHL_RS01485	DR090_RS02525
OG0000348	MHL_RS00890	DR090_RS00025
OG0000349	MHL_RS03640	DR090_RS04545
OG0000350	MHL_RS02805	DR090_RS01530
OG0000351	MHL_RS00505	DR090_RS00455
OG0000352	MHL_RS02010	DR090_RS01010
OG0000353	MHL_RS01455	DR090_RS02495
OG0000354	MHL_RS00725	DR090_RS00180
OG0000355	MHL_RS01980	DR090_RS04360
OG0000356	MHL_RS02065	DR090_RS04365
OG0000357	MHL_RS03100	DR090_RS04510
OG0000358	MHL_RS03105	DR090_RS02125
OG0000359	MHL_RS00860	DR090_RS04320
OG0000360	MHL_RS00280	DR090_RS00675
OG0000361	MHL_RS00310	DR090_RS00645
OG0000362	MHL_RS02600	DR090_RS02795
OG0000363	MHL_RS03985	DR090_RS02850
OG0000364	MHL_RS04025, MHL_RS01955	DR090_RS00955
OG0000365	MHL_RS02105	DR090_RS04390
OG0000366	MHL_RS02130	DR090_RS02895
OG0000367	MHL_RS02140	DR090_RS02905
OG0000368	MHL_RS00065	DR090_RS01315
OG0000369	MHL_RS00030	DR090_RS04415
OG0000370	MHL_RS00025	DR090_RS01275
OG0000371	MHL_RS00020	DR090_RS01270
OG0000372	MHL_RS00015	DR090_RS01265
OG0000373	MHL_RS03605	DR090_RS01240
OG0000374	MHL_RS03590	DR090_RS01230
OG0000375	MHL_RS02285	DR090_RS03055
OG0000376	MHL_RS02440	DR090_RS02665
OG0000377	MHL_RS02430	DR090_RS02675
OG0000378	MHL_RS01375	DR090_RS00430
OG0000379	MHL_RS01450	DR090_RS02490
OG0000380	MHL_RS01475	DR090_RS02515
OG0000381	MHL_RS01515	DR090_RS02840
OG0000382	MHL_RS01545	DR090_RS02870
OG0000383	MHL_RS01585	DR090_RS03155
OG0000384	MHL_RS00520	DR090_RS03315
OG0000386	MHL_RS00540	DR090_RS02700
OG0000387	MHL_RS00565	DR090_RS02725
OG0000388	MHL_RS00570	DR090_RS04570
OG0000389	MHL_RS00705	DR090_RS00200
OG0000390	MHL_RS02945	DR090_RS01675
OG0000391	MHL_RS02935	DR090_RS01665
OG0000392	MHL_RS02910	DR090_RS01640
OG0000393	MHL_RS02855	DR090_RS04445
OG0000394	MHL_RS02780	DR090_RS01505
OG0000395	MHL_RS02775	DR090_RS01500
OG0000396	MHL_RS02490	DR090_RS02560
OG0000397	MHL_RS01995	DR090_RS00995
OG0000398	MHL_RS02000	DR090_RS01000
OG0000399	MHL_RS02045	DR090_RS01045
OG0000400	MHL_RS03065	DR090_RS02080
OG0000401	MHL_RS03125	DR090_RS02145
OG0000402	MHL_RS03135	DR090_RS02155
OG0000403	MHL_RS03145	DR090_RS02165
OG0000404	MHL_RS03175	DR090_RS02195
OG0000405	MHL_RS03190	DR090_RS02210
OG0000406	MHL_RS03245	DR090_RS02060
OG0000407	MHL_RS03250	DR090_RS04505
OG0000408	MHL_RS03255	DR090_RS02050
OG0000409	MHL_RS03260	DR090_RS02045
OG0000410	MHL_RS03315	DR090_RS01990
OG0000411	MHL_RS03305	DR090_RS02000
OG0000412	MHL_RS03300	DR090_RS02005
OG0000413	MHL_RS01600	DR090_RS03170
OG0000414	MHL_RS01610	DR090_RS03180
OG0000415	MHL_RS01615	DR090_RS03185
OG0000416	MHL_RS01625	DR090_RS03195
OG0000418	MHL_RS02345	DR090_RS03390
OG0000419	MHL_RS00800	DR090_RS00120
OG0000420	MHL_RS00835	DR090_RS00085
OG0000421	MHL_RS00865	DR090_RS00050
OG0000422	MHL_RS00875	DR090_RS00040
OG0000423	MHL_RS00930	DR090_RS01945
OG0000424	MHL_RS00935	DR090_RS01940
OG0000425	MHL_RS00945	DR090_RS01930
OG0000426	MHL_RS00950	DR090_RS04465
OG0000427	MHL_RS00975	DR090_RS04460
OG0000428	MHL_RS01000	DR090_RS01875
OG0000429	MHL_RS01095	DR090_RS01780
OG0000430	MHL_RS01140	DR090_RS01735
OG0000431	MHL_RS01150	DR090_RS01725
OG0000432	MHL_RS01180	DR090_RS00230
OG0000433	MHL_RS01195	DR090_RS00245
OG0000434	MHL_RS01200	DR090_RS00250
OG0000435	MHL_RS01215	DR090_RS00265
OG0000436	MHL_RS01245	DR090_RS00295
OG0000437	MHL_RS01255	DR090_RS00305
OG0000438	MHL_RS03965	DR090_RS00310
OG0000439	MHL_RS01265	DR090_RS04330
OG0000440	MHL_RS03000	DR090_RS04580
OG0000441	MHL_RS03040	DR090_RS02950
OG0000442	MHL_RS00150	DR090_RS04215
OG0000443	MHL_RS00195	DR090_RS00765
OG0000444	MHL_RS00205	DR090_RS00750
OG0000445	MHL_RS00230	DR090_RS00725
OG0000446	MHL_RS00260	DR090_RS00695
OG0000447	MHL_RS00265	DR090_RS00690
OG0000448	MHL_RS00295	DR090_RS00660
OG0000449	MHL_RS00320	DR090_RS00635
OG0000450	MHL_RS00330	DR090_RS00625
OG0000452	MHL_RS00395	DR090_RS00560
OG0000453	MHL_RS00430	DR090_RS00525
OG0000455	MHL_RS03510	DR090_RS01150
OG0000456	MHL_RS03395	DR090_RS02270
OG0000457	MHL_RS03370	DR090_RS02245
OG0000458	MHL_RS02570	DR090_RS02825
OG0000459	MHL_RS02595	DR090_RS02800
OG0000460	MHL_RS02605	DR090_RS02790
OG0000461	MHL_RS02650	DR090_RS01375
OG0000462	MHL_RS02645	DR090_RS01370
OG0000463	MHL_RS02640	DR090_RS01365
OG0000464	MHL_RS02635	DR090_RS02760
OG0000465	MHL_RS02630	DR090_RS02765
OG0000466	MHL_RS00400	DR090_RS00555
OG0000467	MHL_RS02730	DR090_RS04425
OG0000468	MHL_RS02040	DR090_RS01040
OG0000469	MHL_RS02100	DR090_RS01100
OG0000470	MHL_RS03825	DR090_RS03685
OG0000471	MHL_RS01005	DR090_RS01870
OG0000472	MHL_RS03325	DR090_RS01980
OG0000473	MHL_RS03495	DR090_RS01135
OG0000474	MHL_RS03500	DR090_RS01140
OG0000475	MHL_RS03505	DR090_RS01145
OG0000476	MHL_RS01635	DR090_RS03205
OG0000477	MHL_RS02675	DR090_RS01400
OG0000478	MHL_RS03440	DR090_RS02320
OG0000479	MHL_RS01410	DR090_RS02450
OG0000480	MHL_RS03850	DR090_RS03680
OG0000481	MHL_RS00900	DR090_RS00015
OG0000482	MHL_RS01295	DR090_RS00345
OG0000483	MHL_RS02145	DR090_RS02910
OG0000484	MHL_RS00200	DR090_RS04355
OG0000485	MHL_RS01250	DR090_RS00300
OG0000486	MHL_RS02370	DR090_RS03385
OG0000487	MHL_RS02080	DR090_RS04375
OG0000488	MHL_RS02115	DR090_RS02880
OG0000489	MHL_RS00055	DR090_RS01305
OG0000491	MHL_RS01430	DR090_RS02470
OG0000492	MHL_RS01505	DR090_RS02545
OG0000494	MHL_RS00730	DR090_RS00175
OG0000495	MHL_RS02880	DR090_RS01610
OG0000496	MHL_RS04090	DR090_RS01600
OG0000497	MHL_RS02865	DR090_RS01595
OG0000498	MHL_RS02785	DR090_RS01510
OG0000499	MHL_RS02750	DR090_RS01475
OG0000500	MHL_RS02005	DR090_RS01005
OG0000501	MHL_RS03075	DR090_RS02090
OG0000502	MHL_RS01285	DR090_RS00335
OG0000503	MHL_RS00845	DR090_RS00070
OG0000504	MHL_RS00980	DR090_RS01895
OG0000505	MHL_RS01015	DR090_RS01860
OG0000506	MHL_RS01025	DR090_RS01850
OG0000507	MHL_RS01060	DR090_RS01815
OG0000508	MHL_RS00255	DR090_RS00700
OG0000509	MHL_RS00290	DR090_RS00665
OG0000510	MHL_RS00300	DR090_RS00655
OG0000511	MHL_RS00435	DR090_RS00520
OG0000512	MHL_RS02610	DR090_RS02785
OG0000513	MHL_RS03425	DR090_RS02305
OG0000514	MHL_RS02905	DR090_RS01635
OG0000515	MHL_RS01925	DR090_RS00910
OG0000516	MHL_RS02085	DR090_RS04380
OG0000517	MHL_RS00070	DR090_RS01320
OG0000518	MHL_RS03115	DR090_RS02135
OG0000519	MHL_RS00870	DR090_RS00045
OG0000520	MHL_RS00995	DR090_RS01880
OG0000521	MHL_RS00270	DR090_RS00685
OG0000522	MHL_RS00305	DR090_RS00650
OG0000523	MHL_RS03365	DR090_RS02240
OG0000524	MHL_RS02725	DR090_RS01450
OG0000525	MHL_RS03330	DR090_RS04485
OG0000526	MHL_RS04020	DR090_RS03810
OG0000527	MHL_RS01840	DR090_RS00830
OG0000528	MHL_RS02090	DR090_RS04385
OG0000529	MHL_RS02300	DR090_RS03040
OG0000530	MHL_RS02410	DR090_RS03305
OG0000531	MHL_RS01480	DR090_RS02520
OG0000532	MHL_RS01715	DR090_RS03210
OG0000533	MHL_RS03945, MHL_RS03940	DR090_RS00215
OG0000534	MHL_RS00385	DR090_RS00570
OG0000535	MHL_RS00050	DR090_RS04420
OG0000536	MHL_RS03540	DR090_RS01180
OG0000537	MHL_RS00815	DR090_RS00105
OG0000538	MHL_RS01205	DR090_RS00255
OG0000539	MHL_RS00215	DR090_RS00740
OG0000540	MHL_RS02695	DR090_RS01420
OG0000541	MHL_RS02765	DR090_RS01490
OG0000542	MHL_RS00355	DR090_RS00600
OG0000544	MHL_RS01335	DR090_RS04340
OG0000545	MHL_RS01905	DR090_RS00885
OG0000546	MHL_RS02835	DR090_RS03955
OG0000547	MHL_RS02955	DR090_RS01685
OG0000548	MHL_RS01675	DR090_RS03245
OG0000549	MHL_RS03320	DR090_RS04490
OG0000550	MHL_RS03460	DR090_RS02340
OG0000551	MHL_RS03030	DR090_RS02960
OG0000552	MHL_RS03150	DR090_RS02170
OG0000553	MHL_RS02740	DR090_RS04430
OG0000554	MHL_RS04060, MHL_RS02455	DR090_RS02650
