Orthogroup	MHP_7422_genes	MHP_98_genes
OG0000024	MHL_RS02790	GOM18_RS03075
OG0000024	MHL_RS01355	GOM18_RS03225
OG0000025	MHL_RS01745	GOM18_RS04510
OG0000025	MHL_RS01785	GOM18_RS04505
OG0000026	MHL_RS01445	GOM18_RS02790
OG0000027	MHL_RS03755	GOM18_RS04335
OG0000027	MHL_RS03360	GOM18_RS04320
OG0000028	MHL_RS02480	GOM18_RS01870
OG0000029	MHL_RS01165	GOM18_RS01705
OG0000029	MHL_RS00700	GOM18_RS03580
OG0000030	MHL_RS03335	GOM18_RS04340
OG0000030	MHL_RS03355	GOM18_RS04325
OG0000032	MHL_RS04000	GOM18_RS02560
OG0000032	MHL_RS03350	GOM18_RS04565
OG0000035	MHL_RS03210	GOM18_RS00885
OG0000035	MHL_RS03195	GOM18_RS00900
OG0000036	MHL_RS00120, MHL_RS00135	GOM18_RS03585
OG0000038	MHL_RS01870	GOM18_RS03510
OG0000039	MHL_RS01705	GOM18_RS03565
OG0000041	MHL_RS00760	GOM18_RS00100
OG0000041	MHL_RS01270	GOM18_RS02975
OG0000042	MHL_RS02985	GOM18_RS01120
OG0000043	MHL_RS01990	GOM18_RS03285
OG0000043	MHL_RS00625	GOM18_RS03285
OG0000044	MHL_RS04220	GOM18_RS04585
OG0000045	MHL_RS01710	GOM18_RS03555
OG0000046	MHL_RS04100	GOM18_RS03880, GOM18_RS03875
OG0000048	MHL_RS02170	GOM18_RS02325
OG0000049	MHL_RS03060	GOM18_RS01035
OG0000050	MHL_RS02510	GOM18_RS01900
OG0000051	MHL_RS02710	GOM18_RS02100
OG0000052	MHL_RS00080	GOM18_RS00655
OG0000053	MHL_RS01530	GOM18_RS04480
OG0000054	MHL_RS02535	GOM18_RS01925
OG0000055	MHL_RS00140	GOM18_RS01245
OG0000056	MHL_RS03530	GOM18_RS00495
OG0000057	MHL_RS02970	GOM18_RS01135
OG0000058	MHL_RS00610	GOM18_RS00090
OG0000059	MHL_RS00620	GOM18_RS03660
OG0000060	MHL_RS04115	GOM18_RS03800
OG0000061	MHL_RS01940	GOM18_RS03350
OG0000062	MHL_RS03580	GOM18_RS00545
OG0000063	MHL_RS03575	GOM18_RS04295
OG0000064	MHL_RS03565	GOM18_RS00530
OG0000065	MHL_RS02310	GOM18_RS02395
OG0000066	MHL_RS01435	GOM18_RS02800
OG0000067	MHL_RS00525	GOM18_RS01630
OG0000068	MHL_RS00735	GOM18_RS03445
OG0000069	MHL_RS02860	GOM18_RS01240, GOM18_RS03140
OG0000070	MHL_RS02540	GOM18_RS01930
OG0000071	MHL_RS03275	GOM18_RS00820
OG0000072	MHL_RS03280	GOM18_RS04355
OG0000073	MHL_RS00795	GOM18_RS00135
OG0000074	MHL_RS03950, MHL_RS04210	GOM18_RS04260
OG0000075	MHL_RS00345	GOM18_RS01450
OG0000076	MHL_RS00360	GOM18_RS01465
OG0000077	MHL_RS00450	GOM18_RS01550
OG0000078	MHL_RS01755	GOM18_RS03020
OG0000079	MHL_RS02615	GOM18_RS02005
OG0000080	MHL_RS03870	GOM18_RS03980
OG0000081	MHL_RS00340	GOM18_RS01445
OG0000083	MHL_RS02095	GOM18_RS02245
OG0000084	MHL_RS02120	GOM18_RS02275
OG0000085	MHL_RS02125	GOM18_RS02280
OG0000086	MHL_RS02135	GOM18_RS02290
OG0000087	MHL_RS02150	GOM18_RS02305
OG0000088	MHL_RS02155	GOM18_RS02310
OG0000089	MHL_RS02165	GOM18_RS02320
OG0000090	MHL_RS00075	GOM18_RS00650
OG0000091	MHL_RS00060	GOM18_RS00635
OG0000092	MHL_RS00045	GOM18_RS00620
OG0000093	MHL_RS00040	GOM18_RS00615
OG0000094	MHL_RS00035	GOM18_RS00610
OG0000095	MHL_RS00010	GOM18_RS00585
OG0000096	MHL_RS03615	GOM18_RS00580
OG0000097	MHL_RS03595	GOM18_RS00560
OG0000098	MHL_RS03585	GOM18_RS00550
OG0000099	MHL_RS03535	GOM18_RS04285
OG0000100	MHL_RS03520	GOM18_RS00485
OG0000101	MHL_RS03515	GOM18_RS00480
OG0000102	MHL_RS01780	GOM18_RS02995
OG0000103	MHL_RS02275	GOM18_RS02360
OG0000104	MHL_RS02280	GOM18_RS02365
OG0000105	MHL_RS02295	GOM18_RS02380
OG0000106	MHL_RS02305	GOM18_RS02390
OG0000107	MHL_RS02315	GOM18_RS02400
OG0000108	MHL_RS02320	GOM18_RS02405
OG0000109	MHL_RS02325	GOM18_RS02410
OG0000110	MHL_RS02450	GOM18_RS02525
OG0000111	MHL_RS02445	GOM18_RS02520
OG0000112	MHL_RS02435	GOM18_RS02510
OG0000113	MHL_RS02415	GOM18_RS02490
OG0000114	MHL_RS02405	GOM18_RS02480
OG0000115	MHL_RS02395	GOM18_RS02470
OG0000116	MHL_RS01380	GOM18_RS02855
OG0000117	MHL_RS01385	GOM18_RS02850
OG0000118	MHL_RS01420	GOM18_RS02815
OG0000119	MHL_RS01425	GOM18_RS02810
OG0000120	MHL_RS01440	GOM18_RS02795
OG0000121	MHL_RS01465	GOM18_RS02775
OG0000122	MHL_RS01470	GOM18_RS02770
OG0000123	MHL_RS01490	GOM18_RS02750
OG0000124	MHL_RS01495	GOM18_RS02745
OG0000125	MHL_RS01500	GOM18_RS02740
OG0000126	MHL_RS01510	GOM18_RS02730
OG0000127	MHL_RS01520	GOM18_RS02720
OG0000128	MHL_RS01535	GOM18_RS02705
OG0000129	MHL_RS01540	GOM18_RS02700
OG0000130	MHL_RS01550	GOM18_RS02690
OG0000131	MHL_RS01580	GOM18_RS04475
OG0000132	MHL_RS01595	GOM18_RS04470
OG0000133	MHL_RS00530	GOM18_RS01635
OG0000134	MHL_RS00535	GOM18_RS01640
OG0000135	MHL_RS00550	GOM18_RS01655
OG0000136	MHL_RS00555	GOM18_RS01660
OG0000137	MHL_RS00585	GOM18_RS01690
OG0000138	MHL_RS00710	GOM18_RS03470
OG0000139	MHL_RS00740	GOM18_RS03440
OG0000140	MHL_RS00745	GOM18_RS03435
OG0000141	MHL_RS02980	GOM18_RS01125
OG0000142	MHL_RS02975	GOM18_RS04380
OG0000143	MHL_RS02950	GOM18_RS01150
OG0000144	MHL_RS02940	GOM18_RS01160
OG0000145	MHL_RS02930	GOM18_RS01170
OG0000146	MHL_RS02920	GOM18_RS01180
OG0000147	MHL_RS02915	GOM18_RS01185
OG0000148	MHL_RS02900	GOM18_RS01200
OG0000149	MHL_RS02890	GOM18_RS01210
OG0000150	MHL_RS02875	GOM18_RS01225
OG0000151	MHL_RS02830	GOM18_RS03115
OG0000152	MHL_RS02825	GOM18_RS03110
OG0000153	MHL_RS02820	GOM18_RS03105
OG0000154	MHL_RS02810	GOM18_RS03095
OG0000155	MHL_RS02770	GOM18_RS02160
OG0000156	MHL_RS02760	GOM18_RS02150
OG0000157	MHL_RS02755	GOM18_RS04415
OG0000158	MHL_RS04195	GOM18_RS04410
OG0000159	MHL_RS02525	GOM18_RS01915
OG0000160	MHL_RS02520	GOM18_RS01910
OG0000161	MHL_RS02515	GOM18_RS01905
OG0000162	MHL_RS02505	GOM18_RS01895
OG0000163	MHL_RS02500	GOM18_RS01890
OG0000164	MHL_RS01690	GOM18_RS03635
OG0000165	MHL_RS02015	GOM18_RS03260
OG0000166	MHL_RS02035	GOM18_RS02185
OG0000167	MHL_RS02050	GOM18_RS02200
OG0000168	MHL_RS04040	GOM18_RS02205
OG0000169	MHL_RS03055	GOM18_RS01040
OG0000170	MHL_RS03070	GOM18_RS01025
OG0000171	MHL_RS03080	GOM18_RS01015
OG0000172	MHL_RS03085	GOM18_RS01010
OG0000173	MHL_RS03090	GOM18_RS01005
OG0000174	MHL_RS03095	GOM18_RS01000
OG0000175	MHL_RS03110	GOM18_RS00985
OG0000176	MHL_RS03160	GOM18_RS00935
OG0000177	MHL_RS03165	GOM18_RS00930
OG0000178	MHL_RS03170	GOM18_RS00925
OG0000179	MHL_RS03180	GOM18_RS00915
OG0000180	MHL_RS03185	GOM18_RS00910
OG0000181	MHL_RS03225	GOM18_RS04365
OG0000182	MHL_RS03235	GOM18_RS00860
OG0000183	MHL_RS03270	GOM18_RS00825
OG0000184	MHL_RS03310	GOM18_RS00780
OG0000185	MHL_RS03295	GOM18_RS00795
OG0000186	MHL_RS01605	GOM18_RS04465
OG0000187	MHL_RS01620	GOM18_RS02595
OG0000188	MHL_RS01630	GOM18_RS02585
OG0000189	MHL_RS02365	GOM18_RS04445
OG0000190	MHL_RS02360	GOM18_RS02440
OG0000191	MHL_RS02340	GOM18_RS02420
OG0000192	MHL_RS01300	GOM18_RS03170
OG0000193	MHL_RS01290	GOM18_RS03155
OG0000194	MHL_RS00780	GOM18_RS00120
OG0000195	MHL_RS00785	GOM18_RS00125
OG0000196	MHL_RS00805	GOM18_RS00145
OG0000197	MHL_RS00810	GOM18_RS00150
OG0000198	MHL_RS00825	GOM18_RS00165
OG0000199	MHL_RS00830	GOM18_RS00170
OG0000200	MHL_RS00840	GOM18_RS00185
OG0000201	MHL_RS00850	GOM18_RS00195
OG0000202	MHL_RS00905	GOM18_RS00250
OG0000203	MHL_RS00910	GOM18_RS00255
OG0000204	MHL_RS00915	GOM18_RS00260
OG0000205	MHL_RS00920	GOM18_RS00265
OG0000206	MHL_RS00940	GOM18_RS00285
OG0000207	MHL_RS00955	GOM18_RS00300
OG0000208	MHL_RS00960	GOM18_RS00305
OG0000209	MHL_RS00965	GOM18_RS00310
OG0000210	MHL_RS01010	GOM18_RS00360
OG0000211	MHL_RS01020	GOM18_RS01855
OG0000212	MHL_RS01030	GOM18_RS01845
OG0000213	MHL_RS01035	GOM18_RS01840
OG0000214	MHL_RS01040	GOM18_RS01835
OG0000215	MHL_RS01045	GOM18_RS01830
OG0000216	MHL_RS01050	GOM18_RS01825
OG0000217	MHL_RS01055	GOM18_RS01820
OG0000218	MHL_RS01065	GOM18_RS01810
OG0000219	MHL_RS01070	GOM18_RS01805
OG0000220	MHL_RS01075	GOM18_RS01800
OG0000221	MHL_RS01080	GOM18_RS01795
OG0000222	MHL_RS01085	GOM18_RS01790
OG0000223	MHL_RS01090	GOM18_RS01785
OG0000224	MHL_RS01100	GOM18_RS01775
OG0000225	MHL_RS01110	GOM18_RS01765
OG0000226	MHL_RS01115	GOM18_RS01760
OG0000227	MHL_RS01120	GOM18_RS01755
OG0000228	MHL_RS04215	GOM18_RS04580
OG0000229	MHL_RS01130	GOM18_RS01745
OG0000230	MHL_RS01135	GOM18_RS01740
OG0000231	MHL_RS01145	GOM18_RS01730
OG0000232	MHL_RS01155	GOM18_RS01720
OG0000233	MHL_RS01175	GOM18_RS02880
OG0000234	MHL_RS01210	GOM18_RS02915
OG0000235	MHL_RS01220	GOM18_RS02925
OG0000236	MHL_RS01225	GOM18_RS02930
OG0000237	MHL_RS01230	GOM18_RS02935
OG0000238	MHL_RS01240	GOM18_RS02940
OG0000239	MHL_RS02990	GOM18_RS01115
OG0000240	MHL_RS02995	GOM18_RS01110
OG0000241	MHL_RS03005	GOM18_RS01100
OG0000242	MHL_RS03010	GOM18_RS01095
OG0000243	MHL_RS03015	GOM18_RS01090
OG0000244	MHL_RS03025	GOM18_RS01080
OG0000245	MHL_RS03035	GOM18_RS01070
OG0000246	MHL_RS00145	GOM18_RS01250
OG0000247	MHL_RS00155	GOM18_RS01260
OG0000248	MHL_RS00165	GOM18_RS01270
OG0000249	MHL_RS00170	GOM18_RS01275
OG0000250	MHL_RS00185	GOM18_RS01290
OG0000251	MHL_RS00210	GOM18_RS01320
OG0000252	MHL_RS00220	GOM18_RS01330
OG0000253	MHL_RS00225	GOM18_RS01335
OG0000254	MHL_RS00235	GOM18_RS01345
OG0000255	MHL_RS00245	GOM18_RS01350
OG0000256	MHL_RS00250	GOM18_RS01355
OG0000257	MHL_RS00275	GOM18_RS01380
OG0000258	MHL_RS00285	GOM18_RS01390
OG0000259	MHL_RS00315	GOM18_RS01420
OG0000260	MHL_RS00325	GOM18_RS01430
OG0000261	MHL_RS00335	GOM18_RS04390
OG0000262	MHL_RS00350	GOM18_RS01455
OG0000263	MHL_RS00370	GOM18_RS01470
OG0000264	MHL_RS00380	GOM18_RS01485
OG0000265	MHL_RS00390	GOM18_RS01495
OG0000266	MHL_RS00405	GOM18_RS01510
OG0000267	MHL_RS00420	GOM18_RS01525
OG0000268	MHL_RS00425	GOM18_RS01530
OG0000269	MHL_RS00440	GOM18_RS01545
OG0000270	MHL_RS03490	GOM18_RS04280
OG0000271	MHL_RS03485	GOM18_RS00450
OG0000272	MHL_RS03480	GOM18_RS00445
OG0000273	MHL_RS03475	GOM18_RS00440
OG0000274	MHL_RS03455	GOM18_RS00420
OG0000275	MHL_RS03450	GOM18_RS04270
OG0000276	MHL_RS03445	GOM18_RS00410
OG0000277	MHL_RS03435	GOM18_RS00400
OG0000278	MHL_RS03430	GOM18_RS00395
OG0000279	MHL_RS03420	GOM18_RS00385
OG0000280	MHL_RS03415	GOM18_RS00380
OG0000281	MHL_RS03760	GOM18_RS00375
OG0000282	MHL_RS03390	GOM18_RS04310
OG0000283	MHL_RS03385	GOM18_RS00705
OG0000284	MHL_RS03380	GOM18_RS00710
OG0000285	MHL_RS03375	GOM18_RS04315
OG0000286	MHL_RS02485	GOM18_RS01875
OG0000287	MHL_RS02575	GOM18_RS01965
OG0000288	MHL_RS02585	GOM18_RS01975
OG0000289	MHL_RS02590	GOM18_RS01980
OG0000290	MHL_RS02700	GOM18_RS02090
OG0000291	MHL_RS02690	GOM18_RS02080
OG0000292	MHL_RS02685	GOM18_RS02075
OG0000293	MHL_RS02680	GOM18_RS02070
OG0000294	MHL_RS02670	GOM18_RS02060
OG0000295	MHL_RS02665	GOM18_RS02055
OG0000296	MHL_RS02625	GOM18_RS02015
OG0000297	MHL_RS02620	GOM18_RS02010
OG0000298	MHL_RS00180	GOM18_RS01285
OG0000299	MHL_RS03650	GOM18_RS03940
OG0000300	MHL_RS00375	GOM18_RS01480
OG0000301	MHL_RS00410	GOM18_RS01515
OG0000302	MHL_RS00415	GOM18_RS01520
OG0000303	MHL_RS00560	GOM18_RS01665
OG0000304	MHL_RS01160	GOM18_RS01710
OG0000305	MHL_RS02925	GOM18_RS01175
OG0000306	MHL_RS02850	GOM18_RS03130
OG0000307	MHL_RS02815	GOM18_RS03100
OG0000308	MHL_RS02720	GOM18_RS02110
OG0000309	MHL_RS02655	GOM18_RS02045
OG0000310	MHL_RS02580	GOM18_RS01970
OG0000311	MHL_RS02545	GOM18_RS01935
OG0000312	MHL_RS02530	GOM18_RS01920
OG0000313	MHL_RS01680	GOM18_RS03620
OG0000314	MHL_RS02030	GOM18_RS03245
OG0000315	MHL_RS02060	GOM18_RS02210
OG0000316	MHL_RS02070	GOM18_RS02220
OG0000317	MHL_RS02160	GOM18_RS02315
OG0000318	MHL_RS02075	GOM18_RS04425
OG0000319	MHL_RS02290	GOM18_RS02375
OG0000320	MHL_RS02425	GOM18_RS02500
OG0000321	MHL_RS01415	GOM18_RS02820
OG0000322	MHL_RS01460	GOM18_RS02780
OG0000323	MHL_RS01590	GOM18_RS02625
OG0000324	MHL_RS02335	GOM18_RS02415
OG0000325	MHL_RS00790	GOM18_RS00130
OG0000326	MHL_RS00880	GOM18_RS00225
OG0000327	MHL_RS00885	GOM18_RS00230
OG0000328	MHL_RS00970	GOM18_RS00315
OG0000329	MHL_RS00990	GOM18_RS00335
OG0000330	MHL_RS01185	GOM18_RS02890
OG0000331	MHL_RS03020	GOM18_RS01085
OG0000332	MHL_RS03120	GOM18_RS00975
OG0000333	MHL_RS03130	GOM18_RS00965
OG0000334	MHL_RS03230	GOM18_RS00865
OG0000335	MHL_RS03240	GOM18_RS00855
OG0000336	MHL_RS03405	GOM18_RS04265
OG0000337	MHL_RS03570	GOM18_RS00535
OG0000338	MHL_RS03610	GOM18_RS00575
OG0000339	MHL_RS02400	GOM18_RS02475
OG0000340	MHL_RS01395	GOM18_RS02840
OG0000341	MHL_RS02355	GOM18_RS02435
OG0000342	MHL_RS00820	GOM18_RS00160
OG0000343	MHL_RS03140	GOM18_RS00955
OG0000344	MHL_RS00580	GOM18_RS01680
OG0000345	MHL_RS01105	GOM18_RS01770
OG0000346	MHL_RS03410	GOM18_RS00370
OG0000347	MHL_RS01485	GOM18_RS02755
OG0000348	MHL_RS00890	GOM18_RS00235
OG0000349	MHL_RS03640	GOM18_RS04275
OG0000350	MHL_RS02805	GOM18_RS03090
OG0000351	MHL_RS00505	GOM18_RS01600
OG0000352	MHL_RS02010	GOM18_RS03265
OG0000353	MHL_RS01455	GOM18_RS02785
OG0000354	MHL_RS00725	GOM18_RS03455
OG0000355	MHL_RS01980	GOM18_RS04535
OG0000356	MHL_RS02065	GOM18_RS04420
OG0000357	MHL_RS03100	GOM18_RS04370
OG0000358	MHL_RS03105	GOM18_RS00990
OG0000359	MHL_RS00860	GOM18_RS04245
OG0000360	MHL_RS00280	GOM18_RS01385
OG0000361	MHL_RS00310	GOM18_RS01415
OG0000362	MHL_RS02600	GOM18_RS01990
OG0000363	MHL_RS03985	GOM18_RS04485
OG0000364	MHL_RS01955	GOM18_RS04185
OG0000365	MHL_RS02105	GOM18_RS04440
OG0000366	MHL_RS02130	GOM18_RS02285
OG0000367	MHL_RS02140	GOM18_RS02295
OG0000368	MHL_RS00065	GOM18_RS00640
OG0000369	MHL_RS00030	GOM18_RS04300
OG0000370	MHL_RS00025	GOM18_RS00600
OG0000371	MHL_RS00020	GOM18_RS00595
OG0000372	MHL_RS00015	GOM18_RS00590
OG0000373	MHL_RS03605	GOM18_RS00565
OG0000374	MHL_RS03590	GOM18_RS00555
OG0000375	MHL_RS02285	GOM18_RS02370
OG0000376	MHL_RS02440	GOM18_RS02515
OG0000377	MHL_RS02430	GOM18_RS02505
OG0000378	MHL_RS01375	GOM18_RS02860
OG0000380	MHL_RS01475	GOM18_RS02765
OG0000381	MHL_RS01515	GOM18_RS02725
OG0000382	MHL_RS01545	GOM18_RS02695
OG0000383	MHL_RS01585	GOM18_RS02630
OG0000384	MHL_RS00520	GOM18_RS01620
OG0000386	MHL_RS00540	GOM18_RS01645
OG0000387	MHL_RS00565	GOM18_RS01670
OG0000388	MHL_RS00570	GOM18_RS04395
OG0000389	MHL_RS00705	GOM18_RS03480
OG0000390	MHL_RS02945	GOM18_RS01155
OG0000391	MHL_RS02935	GOM18_RS01165
OG0000392	MHL_RS02910	GOM18_RS01190
OG0000393	MHL_RS02855	GOM18_RS04515
OG0000395	MHL_RS02775	GOM18_RS02165
OG0000396	MHL_RS02490	GOM18_RS01880
OG0000397	MHL_RS01995	GOM18_RS03280
OG0000398	MHL_RS02000	GOM18_RS03275
OG0000399	MHL_RS02045	GOM18_RS02195
OG0000400	MHL_RS03065	GOM18_RS01030
OG0000401	MHL_RS03125	GOM18_RS00970
OG0000402	MHL_RS03135	GOM18_RS00960
OG0000403	MHL_RS03145	GOM18_RS00950
OG0000404	MHL_RS03175	GOM18_RS00920
OG0000405	MHL_RS03190	GOM18_RS00905
OG0000406	MHL_RS03245	GOM18_RS00850
OG0000407	MHL_RS03250	GOM18_RS04360
OG0000408	MHL_RS03255	GOM18_RS00840
OG0000409	MHL_RS03260	GOM18_RS00835
OG0000410	MHL_RS03315	GOM18_RS00775
OG0000411	MHL_RS03305	GOM18_RS00785
OG0000412	MHL_RS03300	GOM18_RS00790
OG0000413	MHL_RS01600	GOM18_RS02615
OG0000414	MHL_RS01610	GOM18_RS02605
OG0000415	MHL_RS01615	GOM18_RS02600
OG0000416	MHL_RS01625	GOM18_RS02590
OG0000417	MHL_RS02350	GOM18_RS02430
OG0000418	MHL_RS02345	GOM18_RS02425
OG0000419	MHL_RS00800	GOM18_RS00140
OG0000420	MHL_RS00835	GOM18_RS00175
OG0000421	MHL_RS00865	GOM18_RS00210
OG0000422	MHL_RS00875	GOM18_RS00220
OG0000423	MHL_RS00930	GOM18_RS00275
OG0000424	MHL_RS00935	GOM18_RS00280
OG0000425	MHL_RS00945	GOM18_RS00290
OG0000426	MHL_RS00950	GOM18_RS04250
OG0000427	MHL_RS00975	GOM18_RS04255
OG0000428	MHL_RS01000	GOM18_RS00345
OG0000429	MHL_RS01095	GOM18_RS01780
OG0000430	MHL_RS01140	GOM18_RS01735
OG0000431	MHL_RS01150	GOM18_RS01725
OG0000432	MHL_RS01180	GOM18_RS02885
OG0000433	MHL_RS01195	GOM18_RS02900
OG0000434	MHL_RS01200	GOM18_RS02905
OG0000435	MHL_RS01215	GOM18_RS02920
OG0000436	MHL_RS01245	GOM18_RS02945
OG0000437	MHL_RS01255	GOM18_RS02955
OG0000438	MHL_RS03965	GOM18_RS02960
OG0000439	MHL_RS01265	GOM18_RS04495
OG0000440	MHL_RS03000	GOM18_RS04375
OG0000441	MHL_RS03040	GOM18_RS01065
OG0000442	MHL_RS00150	GOM18_RS01255
OG0000443	MHL_RS00195	GOM18_RS01300
OG0000444	MHL_RS00205	GOM18_RS01315
OG0000445	MHL_RS00230	GOM18_RS03665
OG0000446	MHL_RS00260	GOM18_RS01365
OG0000447	MHL_RS00265	GOM18_RS01370
OG0000448	MHL_RS00295	GOM18_RS01400
OG0000449	MHL_RS00320	GOM18_RS01425
OG0000450	MHL_RS00330	GOM18_RS01435
OG0000452	MHL_RS00395	GOM18_RS01500
OG0000453	MHL_RS00430	GOM18_RS01535
OG0000455	MHL_RS03510	GOM18_RS00475
OG0000456	MHL_RS03395	GOM18_RS00695
OG0000457	MHL_RS03370	GOM18_RS00720
OG0000458	MHL_RS02570	GOM18_RS01960
OG0000459	MHL_RS02595	GOM18_RS01985
OG0000460	MHL_RS02605	GOM18_RS01995
OG0000461	MHL_RS02650	GOM18_RS02040
OG0000462	MHL_RS02645	GOM18_RS02035
OG0000463	MHL_RS02640	GOM18_RS02030
OG0000464	MHL_RS02635	GOM18_RS02025
OG0000465	MHL_RS02630	GOM18_RS02020
OG0000466	MHL_RS00400	GOM18_RS01505
OG0000467	MHL_RS02730	GOM18_RS04400
OG0000468	MHL_RS02040	GOM18_RS02190
OG0000469	MHL_RS02100	GOM18_RS02250
OG0000470	MHL_RS03825	GOM18_RS00270
OG0000471	MHL_RS01005	GOM18_RS00350
OG0000472	MHL_RS03325	GOM18_RS00765
OG0000473	MHL_RS03495	GOM18_RS00460
OG0000474	MHL_RS03500	GOM18_RS00465
OG0000475	MHL_RS03505	GOM18_RS00470
OG0000476	MHL_RS01635	GOM18_RS02580
OG0000477	MHL_RS02675	GOM18_RS02065
OG0000478	MHL_RS03440	GOM18_RS00405
OG0000479	MHL_RS01410	GOM18_RS02825
OG0000480	MHL_RS03850	GOM18_RS02255
OG0000481	MHL_RS00900	GOM18_RS00245
OG0000482	MHL_RS01295	GOM18_RS03160
OG0000483	MHL_RS02145	GOM18_RS02300
OG0000484	MHL_RS00200	GOM18_RS04385
OG0000485	MHL_RS01250	GOM18_RS02950
OG0000486	MHL_RS02370	GOM18_RS02450
OG0000487	MHL_RS02080	GOM18_RS04430
OG0000488	MHL_RS02115	GOM18_RS02270
OG0000489	MHL_RS00055	GOM18_RS00630
OG0000491	MHL_RS01430	GOM18_RS02805
OG0000492	MHL_RS01505	GOM18_RS02735
OG0000494	MHL_RS00730	GOM18_RS03450
OG0000495	MHL_RS02880	GOM18_RS01220
OG0000496	MHL_RS04090	GOM18_RS01230
OG0000497	MHL_RS02865	GOM18_RS01235
OG0000498	MHL_RS02785	GOM18_RS03070
OG0000499	MHL_RS02750	GOM18_RS02140
OG0000500	MHL_RS02005	GOM18_RS03270
OG0000501	MHL_RS03075	GOM18_RS01020
OG0000502	MHL_RS01285	GOM18_RS03150
OG0000503	MHL_RS00845	GOM18_RS00190
OG0000504	MHL_RS00980	GOM18_RS00325
OG0000505	MHL_RS01015	GOM18_RS01860
OG0000506	MHL_RS01025	GOM18_RS01850
OG0000507	MHL_RS01060	GOM18_RS01815
OG0000508	MHL_RS00255	GOM18_RS01360
OG0000509	MHL_RS00290	GOM18_RS01395
OG0000510	MHL_RS00300	GOM18_RS01405
OG0000511	MHL_RS00435	GOM18_RS01540
OG0000512	MHL_RS02610	GOM18_RS02000
OG0000513	MHL_RS03425	GOM18_RS00390
OG0000514	MHL_RS02905	GOM18_RS01195
OG0000515	MHL_RS01925	GOM18_RS02570
OG0000516	MHL_RS02085	GOM18_RS04435
OG0000517	MHL_RS00070	GOM18_RS00645
OG0000518	MHL_RS03115	GOM18_RS00980
OG0000519	MHL_RS00870	GOM18_RS00215
OG0000520	MHL_RS00995	GOM18_RS00340
OG0000521	MHL_RS00270	GOM18_RS01375
OG0000522	MHL_RS00305	GOM18_RS01410
OG0000523	MHL_RS03365	GOM18_RS00725
OG0000524	MHL_RS02725	GOM18_RS02115
OG0000525	MHL_RS03330	GOM18_RS04345
OG0000526	MHL_RS04020	GOM18_RS04200
OG0000527	MHL_RS01840	GOM18_RS03490
OG0000528	MHL_RS02090	GOM18_RS02240
OG0000529	MHL_RS02300	GOM18_RS02385
OG0000530	MHL_RS02410	GOM18_RS02485
OG0000531	MHL_RS01480	GOM18_RS02760
OG0000532	MHL_RS01715	GOM18_RS03550
OG0000534	MHL_RS00385	GOM18_RS01490
OG0000535	MHL_RS00050	GOM18_RS04305
OG0000536	MHL_RS03540	GOM18_RS00505
OG0000537	MHL_RS00815	GOM18_RS00155
OG0000538	MHL_RS01205	GOM18_RS02910
OG0000539	MHL_RS00215	GOM18_RS01325
OG0000540	MHL_RS02695	GOM18_RS02085
OG0000541	MHL_RS02765	GOM18_RS02155
OG0000542	MHL_RS00355	GOM18_RS01460
