Orthogroup	MHP_7422_genes	MHP_ES2_genes
OG0000024	MHL_RS02790	E5E95_RS02945
OG0000024	MHL_RS01355	E5E95_RS01290
OG0000025	MHL_RS01745	E5E95_RS01775
OG0000025	MHL_RS01785	E5E95_RS01820
OG0000026	MHL_RS01445	E5E95_RS01380
OG0000027	MHL_RS03755	E5E95_RS03560
OG0000027	MHL_RS03360	E5E95_RS03575
OG0000028	MHL_RS02480	E5E95_RS02620
OG0000029	MHL_RS01165	E5E95_RS01100
OG0000029	MHL_RS00700	E5E95_RS00610
OG0000030	MHL_RS03335	E5E95_RS03550
OG0000030	MHL_RS03355	E5E95_RS03570
OG0000032	MHL_RS04000	E5E95_RS03995
OG0000032	MHL_RS03350	E5E95_RS03565
OG0000034	MHL_RS04045	E5E95_RS04045
OG0000035	MHL_RS03210	E5E95_RS03405
OG0000035	MHL_RS03195	E5E95_RS03395
OG0000036	MHL_RS00120	E5E95_RS00105
OG0000036	MHL_RS00135	E5E95_RS00120
OG0000038	MHL_RS01870	E5E95_RS01910
OG0000039	MHL_RS01705	E5E95_RS01650, E5E95_RS01645
OG0000041	MHL_RS00760	E5E95_RS00670
OG0000042	MHL_RS02985	E5E95_RS03140
OG0000043	MHL_RS01990	E5E95_RS02030
OG0000043	MHL_RS00625	E5E95_RS02030
OG0000044	MHL_RS04220	E5E95_RS04290
OG0000045	MHL_RS01710	E5E95_RS01655
OG0000046	MHL_RS04100	E5E95_RS03505
OG0000047	MHL_RS01655	E5E95_RS04090
OG0000048	MHL_RS02170	E5E95_RS02215
OG0000049	MHL_RS03060	E5E95_RS03260
OG0000050	MHL_RS02510	E5E95_RS02655
OG0000052	MHL_RS00080	E5E95_RS00075
OG0000053	MHL_RS01530	E5E95_RS01465
OG0000054	MHL_RS02535	E5E95_RS02680
OG0000055	MHL_RS00140	E5E95_RS00125
OG0000056	MHL_RS03530	E5E95_RS03750
OG0000057	MHL_RS02970	E5E95_RS03125
OG0000058	MHL_RS00610	E5E95_RS01660, E5E95_RS02525, E5E95_RS02530
OG0000059	MHL_RS00620	E5E95_RS02510
OG0000060	MHL_RS04115	E5E95_RS00080
OG0000061	MHL_RS01940	E5E95_RS01980
OG0000062	MHL_RS03580	E5E95_RS03805
OG0000063	MHL_RS03575	E5E95_RS03800
OG0000064	MHL_RS03565	E5E95_RS03790
OG0000065	MHL_RS02310	E5E95_RS02365
OG0000066	MHL_RS01435	E5E95_RS01370
OG0000067	MHL_RS00525	E5E95_RS00525
OG0000068	MHL_RS00735	E5E95_RS00645
OG0000069	MHL_RS02860	E5E95_RS03015
OG0000070	MHL_RS02540	E5E95_RS02685
OG0000071	MHL_RS03275	E5E95_RS03485
OG0000072	MHL_RS03280	E5E95_RS03490
OG0000073	MHL_RS00795	E5E95_RS00705
OG0000074	MHL_RS03950, MHL_RS04210	E5E95_RS00900
OG0000075	MHL_RS00345	E5E95_RS00340
OG0000076	MHL_RS00360	E5E95_RS00355
OG0000077	MHL_RS00450	E5E95_RS00445
OG0000078	MHL_RS01755	E5E95_RS01790
OG0000079	MHL_RS02615	E5E95_RS02760
OG0000080	MHL_RS03870	E5E95_RS03935
OG0000081	MHL_RS00340	E5E95_RS00335
OG0000082	MHL_RS02460	E5E95_RS02605
OG0000083	MHL_RS02095	E5E95_RS02140
OG0000084	MHL_RS02120	E5E95_RS02165
OG0000085	MHL_RS02125	E5E95_RS02170
OG0000086	MHL_RS02135	E5E95_RS02180
OG0000087	MHL_RS02150	E5E95_RS02195
OG0000088	MHL_RS02155	E5E95_RS02200
OG0000089	MHL_RS02165	E5E95_RS02210
OG0000090	MHL_RS00075	E5E95_RS00070
OG0000091	MHL_RS00060	E5E95_RS00055
OG0000092	MHL_RS00045	E5E95_RS00040
OG0000093	MHL_RS00040	E5E95_RS00035
OG0000094	MHL_RS00035	E5E95_RS00030
OG0000095	MHL_RS00010	E5E95_RS00005
OG0000096	MHL_RS03615	E5E95_RS03840
OG0000097	MHL_RS03595	E5E95_RS03820
OG0000098	MHL_RS03585	E5E95_RS03810
OG0000099	MHL_RS03535	E5E95_RS03760
OG0000100	MHL_RS03520	E5E95_RS03740
OG0000101	MHL_RS03515	E5E95_RS03735
OG0000102	MHL_RS01780	E5E95_RS01815
OG0000103	MHL_RS02275	E5E95_RS02330
OG0000104	MHL_RS02280	E5E95_RS02335
OG0000105	MHL_RS02295	E5E95_RS02350
OG0000106	MHL_RS02305	E5E95_RS02360
OG0000107	MHL_RS02315	E5E95_RS02370
OG0000108	MHL_RS02320	E5E95_RS02375
OG0000109	MHL_RS02325	E5E95_RS02380
OG0000110	MHL_RS02450	E5E95_RS02595
OG0000111	MHL_RS02445	E5E95_RS02590
OG0000112	MHL_RS02435	E5E95_RS02580
OG0000113	MHL_RS02415	E5E95_RS02560
OG0000114	MHL_RS02405	E5E95_RS04300
OG0000115	MHL_RS02395	E5E95_RS02535
OG0000116	MHL_RS01380	E5E95_RS01315
OG0000117	MHL_RS01385	E5E95_RS01320
OG0000118	MHL_RS01420	E5E95_RS01355
OG0000119	MHL_RS01425	E5E95_RS01360
OG0000120	MHL_RS01440	E5E95_RS01375
OG0000121	MHL_RS01465	E5E95_RS01400
OG0000122	MHL_RS01470	E5E95_RS01405
OG0000123	MHL_RS01490	E5E95_RS01425
OG0000124	MHL_RS01495	E5E95_RS01430
OG0000125	MHL_RS01500	E5E95_RS01435
OG0000126	MHL_RS01510	E5E95_RS01445
OG0000127	MHL_RS01520	E5E95_RS01455
OG0000128	MHL_RS01535	E5E95_RS01470
OG0000129	MHL_RS01540	E5E95_RS01475
OG0000130	MHL_RS01550	E5E95_RS01485
OG0000131	MHL_RS01580	E5E95_RS01515
OG0000132	MHL_RS01595	E5E95_RS01530
OG0000133	MHL_RS00530	E5E95_RS00530
OG0000134	MHL_RS00535	E5E95_RS00535
OG0000135	MHL_RS00550	E5E95_RS00550
OG0000136	MHL_RS00555	E5E95_RS00555
OG0000137	MHL_RS00585	E5E95_RS00585
OG0000138	MHL_RS00710	E5E95_RS00620
OG0000139	MHL_RS00740	E5E95_RS00650
OG0000140	MHL_RS00745	E5E95_RS00655
OG0000141	MHL_RS02980	E5E95_RS03135
OG0000142	MHL_RS02975	E5E95_RS03130
OG0000143	MHL_RS02950	E5E95_RS03105
OG0000144	MHL_RS02940	E5E95_RS03095
OG0000145	MHL_RS02930	E5E95_RS03085
OG0000146	MHL_RS02920	E5E95_RS03075
OG0000147	MHL_RS02915	E5E95_RS03070
OG0000148	MHL_RS02900	E5E95_RS03055
OG0000149	MHL_RS02890	E5E95_RS03045
OG0000150	MHL_RS02875	E5E95_RS03030
OG0000151	MHL_RS02830	E5E95_RS02985
OG0000152	MHL_RS02825	E5E95_RS02980
OG0000153	MHL_RS02820	E5E95_RS02975
OG0000154	MHL_RS02810	E5E95_RS02965
OG0000155	MHL_RS02770	E5E95_RS02925
OG0000156	MHL_RS02760	E5E95_RS02915
OG0000157	MHL_RS02755	E5E95_RS02910
OG0000158	MHL_RS04195	E5E95_RS02905
OG0000159	MHL_RS02525	E5E95_RS04310
OG0000160	MHL_RS02520	E5E95_RS02665
OG0000161	MHL_RS02515	E5E95_RS02660
OG0000162	MHL_RS02505	E5E95_RS02650
OG0000163	MHL_RS02500	E5E95_RS02645
OG0000164	MHL_RS01690	E5E95_RS01630
OG0000165	MHL_RS02015	E5E95_RS02055
OG0000166	MHL_RS02035	E5E95_RS02080
OG0000167	MHL_RS02050	E5E95_RS02095
OG0000168	MHL_RS04040	E5E95_RS02100
OG0000169	MHL_RS03055	E5E95_RS03255
OG0000170	MHL_RS03070	E5E95_RS03270
OG0000171	MHL_RS03080	E5E95_RS03280
OG0000172	MHL_RS03085	E5E95_RS03285
OG0000173	MHL_RS03090	E5E95_RS03290
OG0000174	MHL_RS03095	E5E95_RS03295
OG0000175	MHL_RS03110	E5E95_RS03310
OG0000176	MHL_RS03160	E5E95_RS03360
OG0000177	MHL_RS03165	E5E95_RS03365
OG0000178	MHL_RS03170	E5E95_RS03370
OG0000179	MHL_RS03180	E5E95_RS03380
OG0000180	MHL_RS03185	E5E95_RS03385
OG0000181	MHL_RS03225	E5E95_RS03435
OG0000182	MHL_RS03235	E5E95_RS03445
OG0000183	MHL_RS03270	E5E95_RS03480
OG0000184	MHL_RS03310	E5E95_RS03525
OG0000185	MHL_RS03295	E5E95_RS03510
OG0000186	MHL_RS01605	E5E95_RS01540
OG0000187	MHL_RS01620	E5E95_RS01555
OG0000188	MHL_RS01630	E5E95_RS01565
OG0000189	MHL_RS02365	E5E95_RS02415
OG0000190	MHL_RS02360	E5E95_RS02410
OG0000191	MHL_RS02340	E5E95_RS02390
OG0000192	MHL_RS01300	E5E95_RS01235
OG0000193	MHL_RS01290	E5E95_RS01225
OG0000194	MHL_RS00780	E5E95_RS00690
OG0000195	MHL_RS00785	E5E95_RS00695
OG0000196	MHL_RS00805	E5E95_RS00715
OG0000197	MHL_RS00810	E5E95_RS00720
OG0000198	MHL_RS00825	E5E95_RS00735
OG0000199	MHL_RS00830	E5E95_RS00740
OG0000200	MHL_RS00840	E5E95_RS00755
OG0000201	MHL_RS00850	E5E95_RS00765
OG0000202	MHL_RS00905	E5E95_RS00820
OG0000203	MHL_RS00910	E5E95_RS00825
OG0000204	MHL_RS00915	E5E95_RS00830
OG0000205	MHL_RS00920	E5E95_RS00835
OG0000206	MHL_RS00940	E5E95_RS00855
OG0000207	MHL_RS00955	E5E95_RS00870
OG0000208	MHL_RS00960	E5E95_RS00875
OG0000209	MHL_RS00965	E5E95_RS00880
OG0000210	MHL_RS01010	E5E95_RS00925
OG0000211	MHL_RS01020	E5E95_RS00955
OG0000212	MHL_RS01030	E5E95_RS00965
OG0000213	MHL_RS01035	E5E95_RS00970
OG0000214	MHL_RS01040	E5E95_RS00975
OG0000215	MHL_RS01045	E5E95_RS00980
OG0000216	MHL_RS01050	E5E95_RS00985
OG0000217	MHL_RS01055	E5E95_RS00995
OG0000218	MHL_RS01065	E5E95_RS01000
OG0000219	MHL_RS01070	E5E95_RS01005
OG0000220	MHL_RS01075	E5E95_RS01010
OG0000221	MHL_RS01080	E5E95_RS01015
OG0000222	MHL_RS01085	E5E95_RS01020
OG0000223	MHL_RS01090	E5E95_RS01025
OG0000224	MHL_RS01100	E5E95_RS01035
OG0000225	MHL_RS01110	E5E95_RS01045
OG0000226	MHL_RS01115	E5E95_RS01050
OG0000227	MHL_RS01120	E5E95_RS01055
OG0000228	MHL_RS04215	E5E95_RS04285
OG0000229	MHL_RS01130	E5E95_RS01065
OG0000230	MHL_RS01135	E5E95_RS01070
OG0000231	MHL_RS01145	E5E95_RS01080
OG0000232	MHL_RS01155	E5E95_RS01090
OG0000233	MHL_RS01175	E5E95_RS01110
OG0000234	MHL_RS01210	E5E95_RS01145
OG0000235	MHL_RS01220	E5E95_RS01155
OG0000236	MHL_RS01225	E5E95_RS01160
OG0000237	MHL_RS01230	E5E95_RS01165
OG0000238	MHL_RS01240	E5E95_RS01175
OG0000239	MHL_RS02990	E5E95_RS03145
OG0000240	MHL_RS02995	E5E95_RS03150
OG0000241	MHL_RS03005	E5E95_RS03160
OG0000242	MHL_RS03010	E5E95_RS03165
OG0000243	MHL_RS03015	E5E95_RS03170
OG0000244	MHL_RS03025	E5E95_RS03180
OG0000245	MHL_RS03035	E5E95_RS03190
OG0000246	MHL_RS00145	E5E95_RS00130
OG0000247	MHL_RS00155	E5E95_RS00140
OG0000248	MHL_RS00165	E5E95_RS00150
OG0000249	MHL_RS00170	E5E95_RS00155
OG0000250	MHL_RS00185	E5E95_RS00170
OG0000251	MHL_RS00210	E5E95_RS00205
OG0000252	MHL_RS00220	E5E95_RS00215
OG0000253	MHL_RS00225	E5E95_RS00220
OG0000254	MHL_RS00235	E5E95_RS00230
OG0000255	MHL_RS00245	E5E95_RS00240
OG0000256	MHL_RS00250	E5E95_RS00245
OG0000257	MHL_RS00275	E5E95_RS00270
OG0000258	MHL_RS00285	E5E95_RS00280
OG0000259	MHL_RS00315	E5E95_RS00310
OG0000260	MHL_RS00325	E5E95_RS00320
OG0000261	MHL_RS00335	E5E95_RS00330
OG0000262	MHL_RS00350	E5E95_RS00350
OG0000263	MHL_RS00370	E5E95_RS00360
OG0000264	MHL_RS00380	E5E95_RS00375
OG0000265	MHL_RS00390	E5E95_RS00385
OG0000266	MHL_RS00405	E5E95_RS00400
OG0000267	MHL_RS00420	E5E95_RS00415
OG0000268	MHL_RS00425	E5E95_RS00420
OG0000269	MHL_RS00440	E5E95_RS00435
OG0000270	MHL_RS03490	E5E95_RS03710
OG0000271	MHL_RS03485	E5E95_RS03705
OG0000272	MHL_RS03480	E5E95_RS03700
OG0000273	MHL_RS03475	E5E95_RS03695
OG0000274	MHL_RS03455	E5E95_RS03675
OG0000275	MHL_RS03450	E5E95_RS03670
OG0000276	MHL_RS03445	E5E95_RS03665
OG0000277	MHL_RS03435	E5E95_RS03655
OG0000278	MHL_RS03430	E5E95_RS03650
OG0000279	MHL_RS03420	E5E95_RS03640
OG0000280	MHL_RS03415	E5E95_RS03635
OG0000281	MHL_RS03760	E5E95_RS03630
OG0000282	MHL_RS03390	E5E95_RS03605
OG0000283	MHL_RS03385	E5E95_RS03600
OG0000284	MHL_RS03380	E5E95_RS03595
OG0000285	MHL_RS03375	E5E95_RS03590
OG0000286	MHL_RS02485	E5E95_RS04305
OG0000287	MHL_RS02575	E5E95_RS02720
OG0000288	MHL_RS02585	E5E95_RS02730
OG0000289	MHL_RS02590	E5E95_RS02735
OG0000290	MHL_RS02700	E5E95_RS02845
OG0000291	MHL_RS02690	E5E95_RS02835
OG0000292	MHL_RS02685	E5E95_RS02830
OG0000293	MHL_RS02680	E5E95_RS02825
OG0000294	MHL_RS02670	E5E95_RS02815
OG0000295	MHL_RS02665	E5E95_RS02810
OG0000296	MHL_RS02625	E5E95_RS02770
OG0000297	MHL_RS02620	E5E95_RS02765
OG0000298	MHL_RS00180	E5E95_RS00165
OG0000299	MHL_RS03650	E5E95_RS00190
OG0000300	MHL_RS00375	E5E95_RS00370
OG0000301	MHL_RS00410	E5E95_RS00405
OG0000302	MHL_RS00415	E5E95_RS00410
OG0000303	MHL_RS00560	E5E95_RS00560
OG0000304	MHL_RS01160	E5E95_RS01095
OG0000305	MHL_RS02925	E5E95_RS03080
OG0000306	MHL_RS02850	E5E95_RS03005
OG0000307	MHL_RS02815	E5E95_RS02970
OG0000308	MHL_RS02720	E5E95_RS02875
OG0000309	MHL_RS02655	E5E95_RS02800
OG0000310	MHL_RS02580	E5E95_RS02725
OG0000311	MHL_RS02545	E5E95_RS02690
OG0000312	MHL_RS02530	E5E95_RS02675
OG0000313	MHL_RS01680	E5E95_RS01620
OG0000314	MHL_RS02030	E5E95_RS02075
OG0000315	MHL_RS02060	E5E95_RS02105
OG0000316	MHL_RS02070	E5E95_RS02115
OG0000317	MHL_RS02160	E5E95_RS02205
OG0000318	MHL_RS02075	E5E95_RS02120
OG0000319	MHL_RS02290	E5E95_RS02345
OG0000320	MHL_RS02425	E5E95_RS02570
OG0000321	MHL_RS01415	E5E95_RS01350
OG0000322	MHL_RS01460	E5E95_RS01395
OG0000323	MHL_RS01590	E5E95_RS01525
OG0000324	MHL_RS02335	E5E95_RS02385
OG0000325	MHL_RS00790	E5E95_RS00700
OG0000326	MHL_RS00880	E5E95_RS00795
OG0000327	MHL_RS00885	E5E95_RS00800
OG0000328	MHL_RS00970	E5E95_RS00885
OG0000329	MHL_RS00990	E5E95_RS00905
OG0000330	MHL_RS01185	E5E95_RS01120
OG0000331	MHL_RS03020	E5E95_RS03175
OG0000332	MHL_RS03120	E5E95_RS03320
OG0000333	MHL_RS03130	E5E95_RS03330
OG0000334	MHL_RS03230	E5E95_RS03440
OG0000335	MHL_RS03240	E5E95_RS03450
OG0000336	MHL_RS03405	E5E95_RS03620
OG0000337	MHL_RS03570	E5E95_RS03795
OG0000338	MHL_RS03610	E5E95_RS03835
OG0000339	MHL_RS02400	E5E95_RS02540
OG0000340	MHL_RS01395	E5E95_RS01330
OG0000341	MHL_RS02355	E5E95_RS02405
OG0000342	MHL_RS00820	E5E95_RS00730
OG0000343	MHL_RS03140	E5E95_RS03340
OG0000344	MHL_RS00580	E5E95_RS00575
OG0000345	MHL_RS01105	E5E95_RS01040
OG0000346	MHL_RS03410	E5E95_RS03625
OG0000347	MHL_RS01485	E5E95_RS01420
OG0000348	MHL_RS00890	E5E95_RS00805
OG0000349	MHL_RS03640	E5E95_RS03685
OG0000350	MHL_RS02805	E5E95_RS02960
OG0000351	MHL_RS00505	E5E95_RS00495
OG0000352	MHL_RS02010	E5E95_RS02050
OG0000353	MHL_RS01455	E5E95_RS01390
OG0000354	MHL_RS00725	E5E95_RS00635
OG0000355	MHL_RS01980	E5E95_RS02020
OG0000356	MHL_RS02065	E5E95_RS02110
OG0000357	MHL_RS03100	E5E95_RS03300
OG0000358	MHL_RS03105	E5E95_RS03305
OG0000359	MHL_RS00860	E5E95_RS00775
OG0000360	MHL_RS00280	E5E95_RS00275
OG0000361	MHL_RS00310	E5E95_RS00305
OG0000362	MHL_RS02600	E5E95_RS02745
OG0000363	MHL_RS03985	E5E95_RS03985
OG0000364	MHL_RS04025, MHL_RS01955	E5E95_RS01995
OG0000365	MHL_RS02105	E5E95_RS02150
OG0000366	MHL_RS02130	E5E95_RS02175
OG0000367	MHL_RS02140	E5E95_RS02185
OG0000368	MHL_RS00065	E5E95_RS00060
OG0000369	MHL_RS00030	E5E95_RS00025
OG0000370	MHL_RS00025	E5E95_RS00020
OG0000371	MHL_RS00020	E5E95_RS00015
OG0000372	MHL_RS00015	E5E95_RS00010
OG0000373	MHL_RS03605	E5E95_RS03825
OG0000374	MHL_RS03590	E5E95_RS03815
OG0000375	MHL_RS02285	E5E95_RS02340
OG0000376	MHL_RS02440	E5E95_RS02585
OG0000377	MHL_RS02430	E5E95_RS02575
OG0000378	MHL_RS01375	E5E95_RS01310
OG0000379	MHL_RS01450	E5E95_RS01385
OG0000380	MHL_RS01475	E5E95_RS01410
OG0000381	MHL_RS01515	E5E95_RS01450
OG0000382	MHL_RS01545	E5E95_RS01480
OG0000383	MHL_RS01585	E5E95_RS01520
OG0000384	MHL_RS00520	E5E95_RS00515
OG0000386	MHL_RS00540	E5E95_RS00540
OG0000387	MHL_RS00565	E5E95_RS00565
OG0000388	MHL_RS00570	E5E95_RS00570
OG0000389	MHL_RS00705	E5E95_RS00615
OG0000390	MHL_RS02945	E5E95_RS03100
OG0000391	MHL_RS02935	E5E95_RS03090
OG0000392	MHL_RS02910	E5E95_RS03065
OG0000393	MHL_RS02855	E5E95_RS03010
OG0000394	MHL_RS02780	E5E95_RS02940
OG0000395	MHL_RS02775	E5E95_RS02930
OG0000397	MHL_RS01995	E5E95_RS02035
OG0000398	MHL_RS02000	E5E95_RS02040
OG0000399	MHL_RS02045	E5E95_RS02090
OG0000400	MHL_RS03065	E5E95_RS03265
OG0000401	MHL_RS03125	E5E95_RS03325
OG0000402	MHL_RS03135	E5E95_RS03335
OG0000403	MHL_RS03145	E5E95_RS03345
OG0000404	MHL_RS03175	E5E95_RS03375
OG0000405	MHL_RS03190	E5E95_RS03390
OG0000406	MHL_RS03245	E5E95_RS03455
OG0000407	MHL_RS03250	E5E95_RS03460
OG0000408	MHL_RS03255	E5E95_RS03465
OG0000409	MHL_RS03260	E5E95_RS03470
OG0000410	MHL_RS03315	E5E95_RS03530
OG0000411	MHL_RS03305	E5E95_RS03520
OG0000412	MHL_RS03300	E5E95_RS03515
OG0000413	MHL_RS01600	E5E95_RS01535
OG0000414	MHL_RS01610	E5E95_RS01545
OG0000415	MHL_RS01615	E5E95_RS01550
OG0000416	MHL_RS01625	E5E95_RS01560
OG0000417	MHL_RS02350	E5E95_RS02400
OG0000418	MHL_RS02345	E5E95_RS02395
OG0000419	MHL_RS00800	E5E95_RS00710
OG0000420	MHL_RS00835	E5E95_RS00745
OG0000421	MHL_RS00865	E5E95_RS00780
OG0000422	MHL_RS00875	E5E95_RS00790
OG0000423	MHL_RS00930	E5E95_RS00845
OG0000424	MHL_RS00935	E5E95_RS00850
OG0000425	MHL_RS00945	E5E95_RS00860
OG0000426	MHL_RS00950	E5E95_RS00865
OG0000427	MHL_RS00975	E5E95_RS00890
OG0000428	MHL_RS01000	E5E95_RS00915
OG0000429	MHL_RS01095	E5E95_RS01030
OG0000430	MHL_RS01140	E5E95_RS01075
OG0000431	MHL_RS01150	E5E95_RS01085
OG0000432	MHL_RS01180	E5E95_RS01115
OG0000433	MHL_RS01195	E5E95_RS01130
OG0000434	MHL_RS01200	E5E95_RS01135
OG0000435	MHL_RS01215	E5E95_RS01150
OG0000436	MHL_RS01245	E5E95_RS01180
OG0000437	MHL_RS01255	E5E95_RS01190
OG0000438	MHL_RS03965	E5E95_RS01195
OG0000439	MHL_RS01265	E5E95_RS01200
OG0000440	MHL_RS03000	E5E95_RS03155
OG0000441	MHL_RS03040	E5E95_RS03195
OG0000442	MHL_RS00150	E5E95_RS00135
OG0000443	MHL_RS00195	E5E95_RS00185
OG0000444	MHL_RS00205	E5E95_RS00200
OG0000445	MHL_RS00230	E5E95_RS00225
OG0000446	MHL_RS00260	E5E95_RS00255
OG0000447	MHL_RS00265	E5E95_RS00260
OG0000448	MHL_RS00295	E5E95_RS00290
OG0000449	MHL_RS00320	E5E95_RS00315
OG0000450	MHL_RS00330	E5E95_RS00325
OG0000452	MHL_RS00395	E5E95_RS00390
OG0000453	MHL_RS00430	E5E95_RS00425
OG0000455	MHL_RS03510	E5E95_RS03730
OG0000456	MHL_RS03395	E5E95_RS03610
OG0000457	MHL_RS03370	E5E95_RS03585
OG0000458	MHL_RS02570	E5E95_RS02715
OG0000459	MHL_RS02595	E5E95_RS02740
OG0000460	MHL_RS02605	E5E95_RS02750
OG0000461	MHL_RS02650	E5E95_RS02795
OG0000462	MHL_RS02645	E5E95_RS02790
OG0000463	MHL_RS02640	E5E95_RS02785
OG0000464	MHL_RS02635	E5E95_RS02780
OG0000465	MHL_RS02630	E5E95_RS02775
OG0000466	MHL_RS00400	E5E95_RS00395
OG0000467	MHL_RS02730	E5E95_RS02880
OG0000468	MHL_RS02040	E5E95_RS02085
OG0000469	MHL_RS02100	E5E95_RS02145
OG0000470	MHL_RS03825	E5E95_RS03895
OG0000471	MHL_RS01005	E5E95_RS00920
OG0000472	MHL_RS03325	E5E95_RS03540
OG0000473	MHL_RS03495	E5E95_RS03715
OG0000474	MHL_RS03500	E5E95_RS03720
OG0000475	MHL_RS03505	E5E95_RS03725
OG0000476	MHL_RS01635	E5E95_RS01570
OG0000477	MHL_RS02675	E5E95_RS02820
OG0000478	MHL_RS03440	E5E95_RS03660
OG0000479	MHL_RS01410	E5E95_RS01345
OG0000480	MHL_RS03850	E5E95_RS03865
OG0000481	MHL_RS00900	E5E95_RS00815
OG0000482	MHL_RS01295	E5E95_RS01230
OG0000483	MHL_RS02145	E5E95_RS02190
OG0000484	MHL_RS00200	E5E95_RS00195
OG0000485	MHL_RS01250	E5E95_RS01185
OG0000486	MHL_RS02370	E5E95_RS02420
OG0000487	MHL_RS02080	E5E95_RS02125
OG0000488	MHL_RS02115	E5E95_RS02160
OG0000489	MHL_RS00055	E5E95_RS00050
OG0000491	MHL_RS01430	E5E95_RS01365
OG0000492	MHL_RS01505	E5E95_RS01440
OG0000494	MHL_RS00730	E5E95_RS00640
OG0000495	MHL_RS02880	E5E95_RS03035
OG0000496	MHL_RS04090	E5E95_RS03025
OG0000497	MHL_RS02865	E5E95_RS03020
OG0000500	MHL_RS02005	E5E95_RS02045
OG0000501	MHL_RS03075	E5E95_RS04280, E5E95_RS04275
OG0000502	MHL_RS01285	E5E95_RS01220
OG0000503	MHL_RS00845	E5E95_RS00760
OG0000504	MHL_RS00980	E5E95_RS00895
OG0000506	MHL_RS01025	E5E95_RS00960
OG0000508	MHL_RS00255	E5E95_RS00250
OG0000509	MHL_RS00290	E5E95_RS00285
OG0000510	MHL_RS00300	E5E95_RS00295
OG0000511	MHL_RS00435	E5E95_RS00430
OG0000512	MHL_RS02610	E5E95_RS02755
OG0000513	MHL_RS03425	E5E95_RS03645
OG0000514	MHL_RS02905	E5E95_RS03060
OG0000515	MHL_RS01925	E5E95_RS01965
OG0000515	MHL_RS01925	E5E95_RS01580
OG0000516	MHL_RS02085	E5E95_RS02130
OG0000517	MHL_RS00070	E5E95_RS00065
OG0000518	MHL_RS03115	E5E95_RS03315
OG0000519	MHL_RS00870	E5E95_RS00785
OG0000520	MHL_RS00995	E5E95_RS00910
OG0000521	MHL_RS00270	E5E95_RS00265
OG0000522	MHL_RS00305	E5E95_RS00300
OG0000523	MHL_RS03365	E5E95_RS03580
OG0000525	MHL_RS03330	E5E95_RS03545
OG0000526	MHL_RS04020	E5E95_RS04020
OG0000527	MHL_RS01840	E5E95_RS01880
OG0000528	MHL_RS02090	E5E95_RS02135
OG0000529	MHL_RS02300	E5E95_RS02355
OG0000531	MHL_RS01480	E5E95_RS01415
OG0000532	MHL_RS01715	E5E95_RS01740
OG0000533	MHL_RS03945, MHL_RS03940	E5E95_RS00600
OG0000534	MHL_RS00385	E5E95_RS00380
