#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP034597.1:112783-113574|+ -            264 1679at2085           -            265   2.8e-79  261.4  12.4   1   1   3.6e-81   3.1e-79  261.3  12.4    12   256     1   255     1   263 0.90 NZ_CP034597.1_91 # 112783 # 113574 # 1 # ID=1_91;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.269
NZ_CP034597.1:361374-362477|- -            368 1679at2085           -            265   1.3e-05   20.0   0.1   1   1   3.4e-07   2.9e-05   18.8   0.1   119   155     2    37     1    47 0.85 NZ_CP034597.1_311 # 361374 # 362477 # -1 # ID=1_311;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300
NZ_CP034597.1:186918-187775|- -            286 1679at2085           -            265   1.9e-05   19.4   8.0   1   1   4.7e-05     0.004   11.8   8.0    19   173    65   212    58   231 0.62 NZ_CP034597.1_151 # 186918 # 187775 # -1 # ID=1_151;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.280
NZ_CP034597.1:55449-56708|+   -            420 1679at2085           -            265   2.1e-05   19.3  11.0   1   2     5e-07   4.3e-05   18.2   0.1   124   175   161   215   145   236 0.75 NZ_CP034597.1_43 # 55449 # 56708 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.309
NZ_CP034597.1:55449-56708|+   -            420 1679at2085           -            265   2.1e-05   19.3  11.0   2   2     0.041       3.5    2.1   7.6    39   121   257   343   253   346 0.83 NZ_CP034597.1_43 # 55449 # 56708 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.309
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use/busco_downloads/lineages/mycoplasmatales_odb10/hmms/1679at2085.hmm
# Target file:     /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use/busco_complete/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use/busco_complete/run_mycoplasmatales_odb10/hmmer_output/1679at2085.out --cpu 1 /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use/busco_downloads/lineages/mycoplasmatales_odb10/hmms/1679at2085.hmm /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use/busco_complete/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/lgef/Documentos/GitHub/Project_doctoral/IMPLEMENTACAO/Genomes/M_hyopneumoniae/MHP_ncbi_dataset/ncbi_dataset/data/strains/F72C/Use
# Date:            Thu Nov 28 19:23:04 2024
# [ok]
