Orthogroup	MHP_7448_genes	MHP_ES2_genes
OG0000101	MHP7448_RS03550	E5E95_RS03735
OG0000102	MHP7448_RS01720	E5E95_RS01815
OG0000103	MHP7448_RS02145	E5E95_RS02330
OG0000104	MHP7448_RS02150	E5E95_RS02335
OG0000105	MHP7448_RS02165	E5E95_RS02350
OG0000106	MHP7448_RS02175	E5E95_RS02360
OG0000107	MHP7448_RS02185	E5E95_RS02370
OG0000108	MHP7448_RS02190	E5E95_RS02375
OG0000109	MHP7448_RS02195	E5E95_RS02380
OG0000110	MHP7448_RS02410	E5E95_RS02595
OG0000111	MHP7448_RS02405	E5E95_RS02590
OG0000112	MHP7448_RS02395	E5E95_RS02580
OG0000113	MHP7448_RS02375	E5E95_RS02560
OG0000114	MHP7448_RS02365	E5E95_RS04300
OG0000115	MHP7448_RS02355	E5E95_RS02535
OG0000116	MHP7448_RS01315	E5E95_RS01315
OG0000117	MHP7448_RS01320	E5E95_RS01320
OG0000118	MHP7448_RS01355	E5E95_RS01355
OG0000119	MHP7448_RS01360	E5E95_RS01360
OG0000120	MHP7448_RS01375	E5E95_RS01375
OG0000121	MHP7448_RS01400	E5E95_RS01400
OG0000122	MHP7448_RS01405	E5E95_RS01405
OG0000123	MHP7448_RS01425	E5E95_RS01425
OG0000124	MHP7448_RS01430	E5E95_RS01430
OG0000125	MHP7448_RS01435	E5E95_RS01435
OG0000126	MHP7448_RS01445	E5E95_RS01445
OG0000127	MHP7448_RS01455	E5E95_RS01455
OG0000128	MHP7448_RS01470	E5E95_RS01470
OG0000129	MHP7448_RS01475	E5E95_RS01475
OG0000130	MHP7448_RS01485	E5E95_RS01485
OG0000131	MHP7448_RS01515	E5E95_RS01515
OG0000132	MHP7448_RS01530	E5E95_RS01530
OG0000133	MHP7448_RS00530	E5E95_RS00530
OG0000134	MHP7448_RS00535	E5E95_RS00535
OG0000135	MHP7448_RS00550	E5E95_RS00550
OG0000136	MHP7448_RS00555	E5E95_RS00555
OG0000137	MHP7448_RS00590	E5E95_RS00585
OG0000138	MHP7448_RS00630	E5E95_RS00620
OG0000139	MHP7448_RS00660	E5E95_RS00650
OG0000140	MHP7448_RS00665	E5E95_RS00655
OG0000141	MHP7448_RS02960	E5E95_RS03135
OG0000142	MHP7448_RS02955	E5E95_RS03130
OG0000143	MHP7448_RS02930	E5E95_RS03105
OG0000144	MHP7448_RS02920	E5E95_RS03095
OG0000145	MHP7448_RS02910	E5E95_RS03085
OG0000146	MHP7448_RS02900	E5E95_RS03075
OG0000147	MHP7448_RS02895	E5E95_RS03070
OG0000148	MHP7448_RS02880	E5E95_RS03055
OG0000149	MHP7448_RS02870	E5E95_RS03045
OG0000150	MHP7448_RS02850	E5E95_RS03030
OG0000151	MHP7448_RS02805	E5E95_RS02985
OG0000152	MHP7448_RS02800	E5E95_RS02980
OG0000153	MHP7448_RS02795	E5E95_RS02975
OG0000154	MHP7448_RS02785	E5E95_RS02965
OG0000155	MHP7448_RS02745	E5E95_RS02925
OG0000156	MHP7448_RS02735	E5E95_RS02915
OG0000157	MHP7448_RS02730	E5E95_RS02910
OG0000158	MHP7448_RS04110	E5E95_RS02905
OG0000159	MHP7448_RS02485	E5E95_RS04310
OG0000160	MHP7448_RS02480	E5E95_RS02665
OG0000161	MHP7448_RS02475	E5E95_RS02660
OG0000162	MHP7448_RS02465	E5E95_RS02650
OG0000163	MHP7448_RS02460	E5E95_RS02645
OG0000164	MHP7448_RS01625	E5E95_RS01630
OG0000165	MHP7448_RS01960	E5E95_RS02055
OG0000166	MHP7448_RS01980	E5E95_RS02080
OG0000167	MHP7448_RS01995	E5E95_RS02095
OG0000168	MHP7448_RS02000	E5E95_RS02100
OG0000169	MHP7448_RS03080	E5E95_RS03255
OG0000170	MHP7448_RS03095	E5E95_RS03270
OG0000171	MHP7448_RS03105	E5E95_RS03280
OG0000172	MHP7448_RS03115	E5E95_RS03285
OG0000173	MHP7448_RS03120	E5E95_RS03290
OG0000174	MHP7448_RS03125	E5E95_RS03295
OG0000175	MHP7448_RS03140	E5E95_RS03310
OG0000176	MHP7448_RS03190	E5E95_RS03360
OG0000177	MHP7448_RS03195	E5E95_RS03365
OG0000178	MHP7448_RS03200	E5E95_RS03370
OG0000179	MHP7448_RS03210	E5E95_RS03380
OG0000180	MHP7448_RS03215	E5E95_RS03385
OG0000181	MHP7448_RS03255	E5E95_RS03435
OG0000182	MHP7448_RS03265	E5E95_RS03445
OG0000183	MHP7448_RS03300	E5E95_RS03480
OG0000184	MHP7448_RS03345	E5E95_RS03525
OG0000185	MHP7448_RS03330	E5E95_RS03510
OG0000186	MHP7448_RS01540	E5E95_RS01540
OG0000187	MHP7448_RS01555	E5E95_RS01555
OG0000188	MHP7448_RS01565	E5E95_RS01565
OG0000189	MHP7448_RS02230	E5E95_RS02415
OG0000190	MHP7448_RS02225	E5E95_RS02410
OG0000191	MHP7448_RS02205	E5E95_RS02390
OG0000192	MHP7448_RS01230	E5E95_RS01235
OG0000193	MHP7448_RS01210	E5E95_RS01225
OG0000194	MHP7448_RS00700	E5E95_RS00690
OG0000195	MHP7448_RS00705	E5E95_RS00695
OG0000196	MHP7448_RS00725	E5E95_RS00715
OG0000197	MHP7448_RS00730	E5E95_RS00720
OG0000198	MHP7448_RS00745	E5E95_RS00735
OG0000199	MHP7448_RS00750	E5E95_RS00740
OG0000200	MHP7448_RS00760	E5E95_RS00755
OG0000201	MHP7448_RS00770	E5E95_RS00765
OG0000202	MHP7448_RS00825	E5E95_RS00820
OG0000203	MHP7448_RS00830	E5E95_RS00825
OG0000204	MHP7448_RS00835	E5E95_RS00830
OG0000205	MHP7448_RS00840	E5E95_RS00835
OG0000206	MHP7448_RS00860	E5E95_RS00855
OG0000207	MHP7448_RS00875	E5E95_RS00870
OG0000208	MHP7448_RS00880	E5E95_RS00875
OG0000209	MHP7448_RS00885	E5E95_RS00880
OG0000210	MHP7448_RS00930	E5E95_RS00925
OG0000211	MHP7448_RS00940	E5E95_RS00955
OG0000212	MHP7448_RS00950	E5E95_RS00965
OG0000213	MHP7448_RS00955	E5E95_RS00970
OG0000214	MHP7448_RS00960	E5E95_RS00975
OG0000215	MHP7448_RS00965	E5E95_RS00980
OG0000216	MHP7448_RS00970	E5E95_RS00985
OG0000217	MHP7448_RS00975	E5E95_RS00995
OG0000218	MHP7448_RS00985	E5E95_RS01000
OG0000219	MHP7448_RS00990	E5E95_RS01005
OG0000220	MHP7448_RS00995	E5E95_RS01010
OG0000221	MHP7448_RS01000	E5E95_RS01015
OG0000222	MHP7448_RS01005	E5E95_RS01020
OG0000223	MHP7448_RS01010	E5E95_RS01025
OG0000224	MHP7448_RS01020	E5E95_RS01035
OG0000225	MHP7448_RS01030	E5E95_RS01045
OG0000226	MHP7448_RS01035	E5E95_RS01050
OG0000227	MHP7448_RS01040	E5E95_RS01055
OG0000228	MHP7448_RS04115	E5E95_RS04285
OG0000229	MHP7448_RS01050	E5E95_RS01065
OG0000230	MHP7448_RS01055	E5E95_RS01070
OG0000231	MHP7448_RS01065	E5E95_RS01080
OG0000232	MHP7448_RS01075	E5E95_RS01090
OG0000233	MHP7448_RS01095	E5E95_RS01110
OG0000234	MHP7448_RS01130	E5E95_RS01145
OG0000235	MHP7448_RS01140	E5E95_RS01155
OG0000236	MHP7448_RS01145	E5E95_RS01160
OG0000237	MHP7448_RS01150	E5E95_RS01165
OG0000238	MHP7448_RS01160	E5E95_RS01175
OG0000239	MHP7448_RS02970	E5E95_RS03145
OG0000240	MHP7448_RS02975	E5E95_RS03150
OG0000241	MHP7448_RS02985	E5E95_RS03160
OG0000242	MHP7448_RS02990	E5E95_RS03165
OG0000243	MHP7448_RS02995	E5E95_RS03170
OG0000244	MHP7448_RS03005	E5E95_RS03180
OG0000245	MHP7448_RS04055	E5E95_RS03190
OG0000246	MHP7448_RS00140	E5E95_RS00130
OG0000247	MHP7448_RS00150	E5E95_RS00140
OG0000248	MHP7448_RS00160	E5E95_RS00150
OG0000249	MHP7448_RS00165	E5E95_RS00155
OG0000250	MHP7448_RS00180	E5E95_RS00170
OG0000251	MHP7448_RS00205	E5E95_RS00205
OG0000252	MHP7448_RS00215	E5E95_RS00215
OG0000253	MHP7448_RS00220	E5E95_RS00220
OG0000254	MHP7448_RS00230	E5E95_RS00230
OG0000255	MHP7448_RS00240	E5E95_RS00240
OG0000256	MHP7448_RS00245	E5E95_RS00245
OG0000257	MHP7448_RS00270	E5E95_RS00270
OG0000258	MHP7448_RS00280	E5E95_RS00280
OG0000259	MHP7448_RS00310	E5E95_RS00310
OG0000260	MHP7448_RS00320	E5E95_RS00320
OG0000261	MHP7448_RS00330	E5E95_RS00330
OG0000262	MHP7448_RS00345	E5E95_RS00350
OG0000263	MHP7448_RS00360	E5E95_RS00360
OG0000264	MHP7448_RS00375	E5E95_RS00375
OG0000265	MHP7448_RS00385	E5E95_RS00385
OG0000266	MHP7448_RS00400	E5E95_RS00400
OG0000267	MHP7448_RS00415	E5E95_RS00415
OG0000268	MHP7448_RS00420	E5E95_RS00420
OG0000269	MHP7448_RS00435	E5E95_RS00435
OG0000270	MHP7448_RS03525	E5E95_RS03710
OG0000271	MHP7448_RS03520	E5E95_RS03705
OG0000272	MHP7448_RS03515	E5E95_RS03700
OG0000273	MHP7448_RS03510	E5E95_RS03695
OG0000274	MHP7448_RS03490	E5E95_RS03675
OG0000275	MHP7448_RS03485	E5E95_RS03670
OG0000276	MHP7448_RS03480	E5E95_RS03665
OG0000277	MHP7448_RS03470	E5E95_RS03655
OG0000278	MHP7448_RS03465	E5E95_RS03650
OG0000279	MHP7448_RS03455	E5E95_RS03640
OG0000280	MHP7448_RS03450	E5E95_RS03635
OG0000281	MHP7448_RS03795	E5E95_RS03630
OG0000282	MHP7448_RS03420	E5E95_RS03605
OG0000283	MHP7448_RS03415	E5E95_RS03600
OG0000284	MHP7448_RS03410	E5E95_RS03595
OG0000285	MHP7448_RS03405	E5E95_RS03590
OG0000286	MHP7448_RS02445	E5E95_RS04305
OG0000287	MHP7448_RS02540	E5E95_RS02720
OG0000288	MHP7448_RS02550	E5E95_RS02730
OG0000289	MHP7448_RS02555	E5E95_RS02735
OG0000290	MHP7448_RS02665	E5E95_RS02845
OG0000291	MHP7448_RS02655	E5E95_RS02835
OG0000292	MHP7448_RS02650	E5E95_RS02830
OG0000293	MHP7448_RS02645	E5E95_RS02825
OG0000294	MHP7448_RS02635	E5E95_RS02815
OG0000295	MHP7448_RS02630	E5E95_RS02810
OG0000296	MHP7448_RS02590	E5E95_RS02770
OG0000297	MHP7448_RS02585	E5E95_RS02765
OG0000298	MHP7448_RS00175	E5E95_RS00165
OG0000299	MHP7448_RS03685	E5E95_RS00190
OG0000300	MHP7448_RS00370	E5E95_RS00370
OG0000301	MHP7448_RS00405	E5E95_RS00405
OG0000302	MHP7448_RS00410	E5E95_RS00410
OG0000303	MHP7448_RS00560	E5E95_RS00560
OG0000304	MHP7448_RS01080	E5E95_RS01095
OG0000305	MHP7448_RS02905	E5E95_RS03080
OG0000306	MHP7448_RS02825	E5E95_RS03005
OG0000307	MHP7448_RS02790	E5E95_RS02970
OG0000308	MHP7448_RS02685	E5E95_RS02875
OG0000309	MHP7448_RS02620	E5E95_RS02800
OG0000310	MHP7448_RS02545	E5E95_RS02725
OG0000311	MHP7448_RS02505	E5E95_RS02690
OG0000312	MHP7448_RS02490	E5E95_RS02675
OG0000313	MHP7448_RS01615	E5E95_RS01620
OG0000314	MHP7448_RS01975	E5E95_RS02075
OG0000315	MHP7448_RS02005	E5E95_RS02105
OG0000316	MHP7448_RS02015	E5E95_RS02115
OG0000317	MHP7448_RS02105	E5E95_RS02205
OG0000318	MHP7448_RS02020	E5E95_RS02120
OG0000319	MHP7448_RS02160	E5E95_RS02345
OG0000320	MHP7448_RS02385	E5E95_RS02570
OG0000321	MHP7448_RS01350	E5E95_RS01350
OG0000322	MHP7448_RS01395	E5E95_RS01395
OG0000323	MHP7448_RS01525	E5E95_RS01525
OG0000324	MHP7448_RS02200	E5E95_RS02385
OG0000325	MHP7448_RS00710	E5E95_RS00700
OG0000326	MHP7448_RS00800	E5E95_RS00795
OG0000327	MHP7448_RS00805	E5E95_RS00800
OG0000328	MHP7448_RS00890	E5E95_RS00885
OG0000329	MHP7448_RS00910	E5E95_RS00905
OG0000330	MHP7448_RS01105	E5E95_RS01120
OG0000331	MHP7448_RS03000	E5E95_RS03175
OG0000332	MHP7448_RS03150	E5E95_RS03320
OG0000333	MHP7448_RS03160	E5E95_RS03330
OG0000334	MHP7448_RS03260	E5E95_RS03440
OG0000335	MHP7448_RS03270	E5E95_RS03450
OG0000336	MHP7448_RS03440	E5E95_RS03620
OG0000337	MHP7448_RS03605	E5E95_RS03795
OG0000338	MHP7448_RS03650	E5E95_RS03835
OG0000339	MHP7448_RS02360	E5E95_RS02540
OG0000340	MHP7448_RS01330	E5E95_RS01330
OG0000341	MHP7448_RS02220	E5E95_RS02405
OG0000342	MHP7448_RS00740	E5E95_RS00730
OG0000343	MHP7448_RS03170	E5E95_RS03340
OG0000344	MHP7448_RS00575	E5E95_RS00575
OG0000345	MHP7448_RS01025	E5E95_RS01040
OG0000346	MHP7448_RS04140	E5E95_RS03625
OG0000347	MHP7448_RS01420	E5E95_RS01420
OG0000348	MHP7448_RS00810	E5E95_RS00805
OG0000349	MHP7448_RS03500	E5E95_RS03685
OG0000350	MHP7448_RS03675	E5E95_RS02960
OG0000351	MHP7448_RS00495	E5E95_RS00495
OG0000352	MHP7448_RS01955	E5E95_RS02050
OG0000353	MHP7448_RS01390	E5E95_RS01390
OG0000354	MHP7448_RS00645	E5E95_RS00635
OG0000355	MHP7448_RS01925	E5E95_RS02020
OG0000356	MHP7448_RS02010	E5E95_RS02110
OG0000357	MHP7448_RS03130	E5E95_RS03300
OG0000358	MHP7448_RS03135	E5E95_RS03305
OG0000359	MHP7448_RS00780	E5E95_RS00775
OG0000360	MHP7448_RS00275	E5E95_RS00275
OG0000361	MHP7448_RS00305	E5E95_RS00305
OG0000362	MHP7448_RS02565	E5E95_RS02745
OG0000363	MHP7448_RS01460	E5E95_RS03985
OG0000364	MHP7448_RS01905	E5E95_RS01995
OG0000365	MHP7448_RS02050	E5E95_RS02150
OG0000366	MHP7448_RS02075	E5E95_RS02175
OG0000367	MHP7448_RS02085	E5E95_RS02185
OG0000368	MHP7448_RS00060	E5E95_RS00060
OG0000369	MHP7448_RS00025	E5E95_RS00025
OG0000370	MHP7448_RS00020	E5E95_RS00020
OG0000371	MHP7448_RS00015	E5E95_RS00015
OG0000372	MHP7448_RS00010	E5E95_RS00010
OG0000373	MHP7448_RS03640	E5E95_RS03825
OG0000374	MHP7448_RS03625	E5E95_RS03815
OG0000375	MHP7448_RS02155	E5E95_RS02340
OG0000376	MHP7448_RS02400	E5E95_RS02585
OG0000377	MHP7448_RS02390	E5E95_RS02575
OG0000378	MHP7448_RS01310	E5E95_RS01310
OG0000379	MHP7448_RS01385	E5E95_RS01385
OG0000380	MHP7448_RS01410	E5E95_RS01410
OG0000381	MHP7448_RS01450	E5E95_RS01450
OG0000382	MHP7448_RS01480	E5E95_RS01480
OG0000383	MHP7448_RS01520	E5E95_RS01520
OG0000384	MHP7448_RS00515	E5E95_RS00515
OG0000385	MHP7448_RS00520	E5E95_RS00520
OG0000386	MHP7448_RS00540	E5E95_RS00540
OG0000387	MHP7448_RS00565	E5E95_RS00565
OG0000388	MHP7448_RS00570	E5E95_RS00570
OG0000389	MHP7448_RS00615	E5E95_RS00615
OG0000390	MHP7448_RS02925	E5E95_RS03100
OG0000391	MHP7448_RS02915	E5E95_RS03090
OG0000392	MHP7448_RS02890	E5E95_RS03065
OG0000393	MHP7448_RS02830	E5E95_RS03010
OG0000394	MHP7448_RS02755	E5E95_RS02940
OG0000395	MHP7448_RS02750	E5E95_RS02930
OG0000397	MHP7448_RS01940	E5E95_RS02035
OG0000398	MHP7448_RS01945	E5E95_RS02040
OG0000399	MHP7448_RS01990	E5E95_RS02090
OG0000400	MHP7448_RS03090	E5E95_RS03265
OG0000401	MHP7448_RS03155	E5E95_RS03325
OG0000402	MHP7448_RS03165	E5E95_RS03335
OG0000403	MHP7448_RS03175	E5E95_RS03345
OG0000404	MHP7448_RS03205	E5E95_RS03375
OG0000405	MHP7448_RS03220	E5E95_RS03390
OG0000406	MHP7448_RS03275	E5E95_RS03455
OG0000407	MHP7448_RS03280	E5E95_RS03460
OG0000408	MHP7448_RS03285	E5E95_RS03465
OG0000409	MHP7448_RS03290	E5E95_RS03470
OG0000410	MHP7448_RS03350	E5E95_RS03530
OG0000411	MHP7448_RS03340	E5E95_RS03520
OG0000412	MHP7448_RS03335	E5E95_RS03515
OG0000413	MHP7448_RS01535	E5E95_RS01535
OG0000414	MHP7448_RS01545	E5E95_RS01545
OG0000415	MHP7448_RS01550	E5E95_RS01550
OG0000416	MHP7448_RS01560	E5E95_RS01560
OG0000417	MHP7448_RS02215	E5E95_RS02400
OG0000418	MHP7448_RS02210	E5E95_RS02395
OG0000419	MHP7448_RS00720	E5E95_RS00710
OG0000420	MHP7448_RS00755	E5E95_RS00745
OG0000421	MHP7448_RS00785	E5E95_RS00780
OG0000422	MHP7448_RS00795	E5E95_RS00790
OG0000423	MHP7448_RS00850	E5E95_RS00845
OG0000424	MHP7448_RS00855	E5E95_RS00850
OG0000425	MHP7448_RS00865	E5E95_RS00860
OG0000426	MHP7448_RS00870	E5E95_RS00865
OG0000427	MHP7448_RS00895	E5E95_RS00890
OG0000428	MHP7448_RS00920	E5E95_RS00915
OG0000429	MHP7448_RS01015	E5E95_RS01030
OG0000430	MHP7448_RS01060	E5E95_RS01075
OG0000431	MHP7448_RS01070	E5E95_RS01085
OG0000432	MHP7448_RS01100	E5E95_RS01115
OG0000433	MHP7448_RS01115	E5E95_RS01130
OG0000434	MHP7448_RS01120	E5E95_RS01135
OG0000435	MHP7448_RS01135	E5E95_RS01150
OG0000436	MHP7448_RS01165	E5E95_RS01180
OG0000437	MHP7448_RS01175	E5E95_RS01190
OG0000438	MHP7448_RS01180	E5E95_RS01195
OG0000439	MHP7448_RS01185	E5E95_RS01200
OG0000440	MHP7448_RS02980	E5E95_RS03155
OG0000441	MHP7448_RS03020	E5E95_RS03195
OG0000442	MHP7448_RS00145	E5E95_RS00135
OG0000443	MHP7448_RS00190	E5E95_RS00185
OG0000444	MHP7448_RS00200	E5E95_RS00200
OG0000445	MHP7448_RS00225	E5E95_RS00225
OG0000446	MHP7448_RS00255	E5E95_RS00255
OG0000447	MHP7448_RS00260	E5E95_RS00260
OG0000448	MHP7448_RS00290	E5E95_RS00290
OG0000449	MHP7448_RS00315	E5E95_RS00315
OG0000450	MHP7448_RS00325	E5E95_RS00325
OG0000451	MHP7448_RS00365	E5E95_RS00365
OG0000452	MHP7448_RS00390	E5E95_RS00390
OG0000453	MHP7448_RS00425	E5E95_RS00425
OG0000454	MHP7448_RS01580	E5E95_RS02455
OG0000455	MHP7448_RS03545	E5E95_RS03730
OG0000456	MHP7448_RS03425	E5E95_RS03610
OG0000457	MHP7448_RS03400	E5E95_RS03585
OG0000458	MHP7448_RS02535	E5E95_RS02715
OG0000459	MHP7448_RS02560	E5E95_RS02740
OG0000460	MHP7448_RS02570	E5E95_RS02750
OG0000461	MHP7448_RS02615	E5E95_RS02795
OG0000462	MHP7448_RS02610	E5E95_RS02790
OG0000464	MHP7448_RS04135	E5E95_RS02780
OG0000465	MHP7448_RS02595	E5E95_RS02775
OG0000466	MHP7448_RS00395	E5E95_RS00395
OG0000467	MHP7448_RS02700	E5E95_RS02880
OG0000468	MHP7448_RS01985	E5E95_RS02085
OG0000469	MHP7448_RS02045	E5E95_RS02145
OG0000470	MHP7448_RS03850	E5E95_RS03895
OG0000471	MHP7448_RS00925	E5E95_RS00920
OG0000472	MHP7448_RS03360	E5E95_RS03540
OG0000473	MHP7448_RS03530	E5E95_RS03715
OG0000474	MHP7448_RS03535	E5E95_RS03720
OG0000475	MHP7448_RS03540	E5E95_RS03725
OG0000476	MHP7448_RS01570	E5E95_RS01570
OG0000477	MHP7448_RS02640	E5E95_RS02820
OG0000478	MHP7448_RS03475	E5E95_RS03660
OG0000479	MHP7448_RS01345	E5E95_RS01345
OG0000480	MHP7448_RS03895	E5E95_RS03865
