Orthogroup	MHP_7448_genes	MHP_UFV01_genes
OG0000044	MHP7448_RS04120	FEF30_RS04460
OG0000045	MHP7448_RS01640	FEF30_RS01935, FEF30_RS01940
OG0000046	MHP7448_RS03325	FEF30_RS04495
OG0000047	MHP7448_RS02290	FEF30_RS02085
OG0000048	MHP7448_RS02115	FEF30_RS02480
OG0000049	MHP7448_RS03085	FEF30_RS03400
OG0000050	MHP7448_RS02470	FEF30_RS02820
OG0000051	MHP7448_RS02675	FEF30_RS03030
OG0000052	MHP7448_RS00075	FEF30_RS00405
OG0000053	MHP7448_RS01465	FEF30_RS04260
OG0000054	MHP7448_RS02495	FEF30_RS02845
OG0000055	MHP7448_RS00135	FEF30_RS00450
OG0000056	MHP7448_RS03565	FEF30_RS00250
OG0000057	MHP7448_RS02950	FEF30_RS03300
OG0000058	MHP7448_RS02335	FEF30_RS02120
OG0000059	MHP7448_RS02320	FEF30_RS02110
OG0000061	MHP7448_RS01895	FEF30_RS02250
OG0000062	MHP7448_RS03615	FEF30_RS00295
OG0000063	MHP7448_RS03610	FEF30_RS04165
OG0000064	MHP7448_RS03600	FEF30_RS00280
OG0000065	MHP7448_RS02180	FEF30_RS02625
OG0000066	MHP7448_RS01370	FEF30_RS01670
OG0000067	MHP7448_RS00525	FEF30_RS00835
OG0000068	MHP7448_RS00655	FEF30_RS00960
OG0000069	MHP7448_RS02835	FEF30_RS03195
OG0000070	MHP7448_RS02500	FEF30_RS02850
OG0000071	MHP7448_RS03305	FEF30_RS03610
OG0000072	MHP7448_RS03310	FEF30_RS04405
OG0000073	MHP7448_RS00715	FEF30_RS01015
OG0000074	MHP7448_RS03660	FEF30_RS04230
OG0000075	MHP7448_RS00340	FEF30_RS00655
OG0000076	MHP7448_RS00355	FEF30_RS00670
OG0000077	MHP7448_RS00445	FEF30_RS00755
OG0000078	MHP7448_RS01695	FEF30_RS01995
OG0000079	MHP7448_RS02580	FEF30_RS02935
OG0000080	MHP7448_RS03915	FEF30_RS02980
OG0000081	MHP7448_RS00335	FEF30_RS00650
OG0000082	MHP7448_RS02425	FEF30_RS02770
OG0000083	MHP7448_RS02040	FEF30_RS02400
OG0000084	MHP7448_RS02065	FEF30_RS02430
OG0000085	MHP7448_RS02070	FEF30_RS02435
OG0000086	MHP7448_RS02080	FEF30_RS02445
OG0000087	MHP7448_RS02095	FEF30_RS02460
OG0000088	MHP7448_RS02100	FEF30_RS02465
OG0000089	MHP7448_RS02110	FEF30_RS02475
OG0000090	MHP7448_RS00070	FEF30_RS00400
OG0000091	MHP7448_RS00055	FEF30_RS00385
OG0000092	MHP7448_RS00040	FEF30_RS00370
OG0000093	MHP7448_RS00035	FEF30_RS00365
OG0000094	MHP7448_RS00030	FEF30_RS00360
OG0000095	MHP7448_RS00005	FEF30_RS00335
OG0000096	MHP7448_RS03655	FEF30_RS00330
OG0000097	MHP7448_RS03635	FEF30_RS00310
OG0000098	MHP7448_RS03620	FEF30_RS00300
OG0000099	MHP7448_RS03570	FEF30_RS04160
OG0000100	MHP7448_RS03555	FEF30_RS00240
OG0000101	MHP7448_RS03550	FEF30_RS00235
OG0000102	MHP7448_RS01720	FEF30_RS02020
OG0000103	MHP7448_RS02145	FEF30_RS02590
OG0000104	MHP7448_RS02150	FEF30_RS02595
OG0000105	MHP7448_RS02165	FEF30_RS02610
OG0000106	MHP7448_RS02175	FEF30_RS02620
OG0000107	MHP7448_RS02185	FEF30_RS02630
OG0000108	MHP7448_RS02190	FEF30_RS02635
OG0000109	MHP7448_RS02195	FEF30_RS02640
OG0000110	MHP7448_RS02410	FEF30_RS02760
OG0000111	MHP7448_RS02405	FEF30_RS02755
OG0000112	MHP7448_RS02395	FEF30_RS02745
OG0000113	MHP7448_RS02375	FEF30_RS02725
OG0000114	MHP7448_RS02365	FEF30_RS02715
OG0000115	MHP7448_RS02355	FEF30_RS02705
OG0000116	MHP7448_RS01315	FEF30_RS01610
OG0000117	MHP7448_RS01320	FEF30_RS01615
OG0000118	MHP7448_RS01355	FEF30_RS01650
OG0000119	MHP7448_RS01360	FEF30_RS01655
OG0000120	MHP7448_RS01375	FEF30_RS01675
OG0000121	MHP7448_RS01400	FEF30_RS01700
OG0000122	MHP7448_RS01405	FEF30_RS01705
OG0000123	MHP7448_RS01425	FEF30_RS01725
OG0000124	MHP7448_RS01430	FEF30_RS01730
OG0000125	MHP7448_RS01435	FEF30_RS01735
OG0000126	MHP7448_RS01445	FEF30_RS01745
OG0000127	MHP7448_RS01455	FEF30_RS01755
OG0000128	MHP7448_RS01470	FEF30_RS01770
OG0000129	MHP7448_RS01475	FEF30_RS01775
OG0000130	MHP7448_RS01485	FEF30_RS01785
OG0000131	MHP7448_RS01515	FEF30_RS04265
OG0000132	MHP7448_RS01530	FEF30_RS04270
OG0000133	MHP7448_RS00530	FEF30_RS00840
OG0000134	MHP7448_RS00535	FEF30_RS00845
OG0000135	MHP7448_RS00550	FEF30_RS00860
OG0000136	MHP7448_RS00555	FEF30_RS00865
OG0000137	MHP7448_RS00590	FEF30_RS00905
OG0000138	MHP7448_RS00630	FEF30_RS00935
OG0000139	MHP7448_RS00660	FEF30_RS00965
OG0000140	MHP7448_RS00665	FEF30_RS00970
OG0000141	MHP7448_RS02960	FEF30_RS03310
OG0000142	MHP7448_RS02955	FEF30_RS04385
OG0000143	MHP7448_RS02930	FEF30_RS03285
OG0000144	MHP7448_RS02920	FEF30_RS03275
OG0000145	MHP7448_RS02910	FEF30_RS03265
OG0000146	MHP7448_RS02900	FEF30_RS03255
OG0000147	MHP7448_RS02895	FEF30_RS03250
OG0000148	MHP7448_RS02880	FEF30_RS03235
OG0000149	MHP7448_RS02870	FEF30_RS03225
OG0000150	MHP7448_RS02850	FEF30_RS03210
OG0000151	MHP7448_RS02805	FEF30_RS03160
OG0000152	MHP7448_RS02800	FEF30_RS03155
OG0000153	MHP7448_RS02795	FEF30_RS03150
OG0000154	MHP7448_RS02785	FEF30_RS03140
OG0000155	MHP7448_RS02745	FEF30_RS03100
OG0000156	MHP7448_RS02735	FEF30_RS03090
OG0000157	MHP7448_RS02730	FEF30_RS04375
OG0000158	MHP7448_RS04110	FEF30_RS04370
OG0000159	MHP7448_RS02485	FEF30_RS02835
OG0000160	MHP7448_RS02480	FEF30_RS02830
OG0000161	MHP7448_RS02475	FEF30_RS02825
OG0000162	MHP7448_RS02465	FEF30_RS02815
OG0000163	MHP7448_RS02460	FEF30_RS02810
OG0000164	MHP7448_RS01625	FEF30_RS01925
OG0000165	MHP7448_RS01960	FEF30_RS02320
OG0000166	MHP7448_RS01980	FEF30_RS02340
OG0000167	MHP7448_RS01995	FEF30_RS02355
OG0000168	MHP7448_RS02000	FEF30_RS02360
OG0000169	MHP7448_RS03080	FEF30_RS03395
OG0000170	MHP7448_RS03095	FEF30_RS04475
OG0000171	MHP7448_RS03105	FEF30_RS03420
OG0000172	MHP7448_RS03115	FEF30_RS03425
OG0000173	MHP7448_RS03120	FEF30_RS03430
OG0000174	MHP7448_RS03125	FEF30_RS03435
OG0000175	MHP7448_RS03140	FEF30_RS03450
OG0000176	MHP7448_RS03190	FEF30_RS03495
OG0000177	MHP7448_RS03195	FEF30_RS03500
OG0000178	MHP7448_RS03200	FEF30_RS03505
OG0000179	MHP7448_RS03210	FEF30_RS03515
OG0000180	MHP7448_RS03215	FEF30_RS03520
OG0000181	MHP7448_RS03255	FEF30_RS04395
OG0000182	MHP7448_RS03265	FEF30_RS03570
OG0000183	MHP7448_RS03300	FEF30_RS03605
OG0000184	MHP7448_RS03345	FEF30_RS00025
OG0000185	MHP7448_RS03330	FEF30_RS00010
OG0000186	MHP7448_RS01540	FEF30_RS04275
OG0000187	MHP7448_RS01555	FEF30_RS01855
OG0000188	MHP7448_RS01565	FEF30_RS01865
OG0000189	MHP7448_RS02230	FEF30_RS04355
OG0000190	MHP7448_RS02225	FEF30_RS02670
OG0000191	MHP7448_RS02205	FEF30_RS02650
OG0000192	MHP7448_RS01230	FEF30_RS01530
OG0000193	MHP7448_RS01210	FEF30_RS01515
OG0000194	MHP7448_RS00700	FEF30_RS01000
OG0000195	MHP7448_RS00705	FEF30_RS01005
OG0000196	MHP7448_RS00725	FEF30_RS01025
OG0000197	MHP7448_RS00730	FEF30_RS01030
OG0000198	MHP7448_RS00745	FEF30_RS01045
OG0000199	MHP7448_RS00750	FEF30_RS01050
OG0000200	MHP7448_RS00760	FEF30_RS01065
OG0000201	MHP7448_RS00770	FEF30_RS01075
OG0000202	MHP7448_RS00825	FEF30_RS01130
OG0000203	MHP7448_RS00830	FEF30_RS01135
OG0000204	MHP7448_RS00835	FEF30_RS01140
OG0000205	MHP7448_RS00840	FEF30_RS01145
OG0000206	MHP7448_RS00860	FEF30_RS01165
OG0000207	MHP7448_RS00875	FEF30_RS01180
OG0000208	MHP7448_RS00880	FEF30_RS01185
OG0000209	MHP7448_RS00885	FEF30_RS01190
OG0000210	MHP7448_RS00930	FEF30_RS01235
OG0000211	MHP7448_RS00940	FEF30_RS01245
OG0000212	MHP7448_RS00950	FEF30_RS01255
OG0000213	MHP7448_RS00955	FEF30_RS01260
OG0000214	MHP7448_RS00960	FEF30_RS01265
OG0000215	MHP7448_RS00965	FEF30_RS01270
OG0000216	MHP7448_RS00970	FEF30_RS01275
OG0000217	MHP7448_RS00975	FEF30_RS01280
OG0000218	MHP7448_RS00985	FEF30_RS01290
OG0000219	MHP7448_RS00990	FEF30_RS01295
OG0000220	MHP7448_RS00995	FEF30_RS01300
OG0000221	MHP7448_RS01000	FEF30_RS01305
OG0000222	MHP7448_RS01005	FEF30_RS01310
OG0000223	MHP7448_RS01010	FEF30_RS01315
OG0000224	MHP7448_RS01020	FEF30_RS01325
OG0000225	MHP7448_RS01030	FEF30_RS01335
OG0000226	MHP7448_RS01035	FEF30_RS01340
OG0000227	MHP7448_RS01040	FEF30_RS01345
OG0000228	MHP7448_RS04115	FEF30_RS04410
OG0000229	MHP7448_RS01050	FEF30_RS01355
OG0000230	MHP7448_RS01055	FEF30_RS01360
OG0000231	MHP7448_RS01065	FEF30_RS01370
OG0000232	MHP7448_RS01075	FEF30_RS01380
OG0000233	MHP7448_RS01095	FEF30_RS01405
OG0000234	MHP7448_RS01130	FEF30_RS01440
OG0000235	MHP7448_RS01140	FEF30_RS01450
OG0000236	MHP7448_RS01145	FEF30_RS01455
OG0000237	MHP7448_RS01150	FEF30_RS01460
OG0000238	MHP7448_RS01160	FEF30_RS01465
OG0000239	MHP7448_RS02970	FEF30_RS03320
OG0000240	MHP7448_RS02975	FEF30_RS03325
OG0000241	MHP7448_RS02985	FEF30_RS03335
OG0000242	MHP7448_RS02990	FEF30_RS03340
OG0000243	MHP7448_RS02995	FEF30_RS03345
OG0000244	MHP7448_RS03005	FEF30_RS03355
OG0000245	MHP7448_RS04055	FEF30_RS03365
OG0000246	MHP7448_RS00140	FEF30_RS00455
OG0000247	MHP7448_RS00150	FEF30_RS00465
OG0000248	MHP7448_RS00160	FEF30_RS00475
OG0000249	MHP7448_RS00165	FEF30_RS03675, FEF30_RS00480
OG0000250	MHP7448_RS00180	FEF30_RS00495
OG0000251	MHP7448_RS00205	FEF30_RS00525
OG0000252	MHP7448_RS00215	FEF30_RS00535
OG0000253	MHP7448_RS00220	FEF30_RS00540
OG0000254	MHP7448_RS00230	FEF30_RS00550
OG0000255	MHP7448_RS00240	FEF30_RS00555
OG0000256	MHP7448_RS00245	FEF30_RS00560
OG0000257	MHP7448_RS00270	FEF30_RS00585
OG0000258	MHP7448_RS00280	FEF30_RS00595
OG0000259	MHP7448_RS00310	FEF30_RS00625
OG0000260	MHP7448_RS00320	FEF30_RS00635
OG0000261	MHP7448_RS00330	FEF30_RS04195
OG0000262	MHP7448_RS00345	FEF30_RS00660
OG0000263	MHP7448_RS00360	FEF30_RS00675
OG0000264	MHP7448_RS00375	FEF30_RS00690
OG0000265	MHP7448_RS00385	FEF30_RS00700
OG0000266	MHP7448_RS00400	FEF30_RS00715
OG0000267	MHP7448_RS00415	FEF30_RS00730
OG0000268	MHP7448_RS00420	FEF30_RS00735
OG0000269	MHP7448_RS00435	FEF30_RS00750
OG0000270	MHP7448_RS03525	FEF30_RS04155
OG0000271	MHP7448_RS03520	FEF30_RS00205
OG0000272	MHP7448_RS03515	FEF30_RS00200
OG0000273	MHP7448_RS03510	FEF30_RS00195
OG0000274	MHP7448_RS03490	FEF30_RS00175
OG0000275	MHP7448_RS03485	FEF30_RS04145
OG0000276	MHP7448_RS03480	FEF30_RS00165
OG0000277	MHP7448_RS03470	FEF30_RS00155
OG0000278	MHP7448_RS03465	FEF30_RS00150
OG0000279	MHP7448_RS03455	FEF30_RS00140
OG0000280	MHP7448_RS03450	FEF30_RS00135
OG0000281	MHP7448_RS03795	FEF30_RS00130
OG0000282	MHP7448_RS03420	FEF30_RS04135
OG0000283	MHP7448_RS03415	FEF30_RS00100
OG0000284	MHP7448_RS03410	FEF30_RS00095
OG0000285	MHP7448_RS03405	FEF30_RS04130
OG0000286	MHP7448_RS02445	FEF30_RS02795
OG0000287	MHP7448_RS02540	FEF30_RS02895
OG0000288	MHP7448_RS02550	FEF30_RS02905
OG0000289	MHP7448_RS02555	FEF30_RS02910
OG0000290	MHP7448_RS02665	FEF30_RS03020
OG0000291	MHP7448_RS02655	FEF30_RS03010
OG0000292	MHP7448_RS02650	FEF30_RS03005
OG0000293	MHP7448_RS02645	FEF30_RS03000
OG0000294	MHP7448_RS02635	FEF30_RS02990
OG0000295	MHP7448_RS02630	FEF30_RS02985
OG0000296	MHP7448_RS02590	FEF30_RS02945
OG0000297	MHP7448_RS02585	FEF30_RS02940
OG0000298	MHP7448_RS00175	FEF30_RS00490
OG0000299	MHP7448_RS03685	FEF30_RS00510
OG0000300	MHP7448_RS00370	FEF30_RS00685
OG0000301	MHP7448_RS00405	FEF30_RS00720
OG0000302	MHP7448_RS00410	FEF30_RS00725
OG0000303	MHP7448_RS00560	FEF30_RS00870
OG0000304	MHP7448_RS01080	FEF30_RS01385
OG0000305	MHP7448_RS02905	FEF30_RS03260
OG0000306	MHP7448_RS02825	FEF30_RS03185
OG0000307	MHP7448_RS02790	FEF30_RS03145
OG0000308	MHP7448_RS02685	FEF30_RS03040
OG0000309	MHP7448_RS02620	FEF30_RS02975
OG0000310	MHP7448_RS02545	FEF30_RS02900
OG0000311	MHP7448_RS02505	FEF30_RS02855
OG0000312	MHP7448_RS02490	FEF30_RS02840
OG0000313	MHP7448_RS01615	FEF30_RS01915
OG0000314	MHP7448_RS01975	FEF30_RS02335
OG0000315	MHP7448_RS02005	FEF30_RS02365
OG0000316	MHP7448_RS02015	FEF30_RS02375
OG0000317	MHP7448_RS02105	FEF30_RS02470
OG0000318	MHP7448_RS02020	FEF30_RS04320
OG0000319	MHP7448_RS02160	FEF30_RS02605
OG0000320	MHP7448_RS02385	FEF30_RS02735
OG0000321	MHP7448_RS01350	FEF30_RS01645
OG0000322	MHP7448_RS01395	FEF30_RS01695
OG0000323	MHP7448_RS01525	FEF30_RS01825
OG0000324	MHP7448_RS02200	FEF30_RS02645
OG0000325	MHP7448_RS00710	FEF30_RS01010
OG0000326	MHP7448_RS00800	FEF30_RS01105
OG0000327	MHP7448_RS00805	FEF30_RS01110
OG0000328	MHP7448_RS00890	FEF30_RS01195
OG0000329	MHP7448_RS00910	FEF30_RS01215
OG0000330	MHP7448_RS01105	FEF30_RS01415
OG0000331	MHP7448_RS03000	FEF30_RS03350
OG0000332	MHP7448_RS03150	FEF30_RS03460
OG0000333	MHP7448_RS03160	FEF30_RS03470
OG0000334	MHP7448_RS03260	FEF30_RS03565
OG0000335	MHP7448_RS03270	FEF30_RS03575
OG0000336	MHP7448_RS03440	FEF30_RS04140
OG0000337	MHP7448_RS03605	FEF30_RS00285
OG0000338	MHP7448_RS03650	FEF30_RS00325
OG0000339	MHP7448_RS02360	FEF30_RS02710
OG0000340	MHP7448_RS01330	FEF30_RS01625
OG0000341	MHP7448_RS02220	FEF30_RS02665
OG0000342	MHP7448_RS00740	FEF30_RS01040
OG0000343	MHP7448_RS03170	FEF30_RS03480
OG0000344	MHP7448_RS00575	FEF30_RS00885
OG0000345	MHP7448_RS01025	FEF30_RS01330
OG0000346	MHP7448_RS04140	FEF30_RS00125
OG0000347	MHP7448_RS01420	FEF30_RS01720
OG0000348	MHP7448_RS00810	FEF30_RS01115
OG0000349	MHP7448_RS03500	FEF30_RS04150
OG0000350	MHP7448_RS03675	FEF30_RS03135
OG0000351	MHP7448_RS00495	FEF30_RS00805
OG0000352	MHP7448_RS01955	FEF30_RS02315
OG0000353	MHP7448_RS01390	FEF30_RS01690
OG0000354	MHP7448_RS00645	FEF30_RS00950
OG0000355	MHP7448_RS01925	FEF30_RS04310
OG0000356	MHP7448_RS02010	FEF30_RS04315
OG0000357	MHP7448_RS03130	FEF30_RS04390
OG0000358	MHP7448_RS03135	FEF30_RS03445
OG0000359	MHP7448_RS00780	FEF30_RS04215
OG0000360	MHP7448_RS00275	FEF30_RS00590
OG0000361	MHP7448_RS00305	FEF30_RS00620
OG0000362	MHP7448_RS02565	FEF30_RS02920
OG0000363	MHP7448_RS01460	FEF30_RS01760
OG0000364	MHP7448_RS01905	FEF30_RS02275
OG0000365	MHP7448_RS02050	FEF30_RS04335
OG0000366	MHP7448_RS02075	FEF30_RS02440
OG0000367	MHP7448_RS02085	FEF30_RS02450
OG0000368	MHP7448_RS00060	FEF30_RS00390
OG0000369	MHP7448_RS00025	FEF30_RS04170
OG0000370	MHP7448_RS00020	FEF30_RS00350
OG0000371	MHP7448_RS00015	FEF30_RS00345
OG0000372	MHP7448_RS00010	FEF30_RS00340
OG0000373	MHP7448_RS03640	FEF30_RS00315
OG0000374	MHP7448_RS03625	FEF30_RS00305
OG0000375	MHP7448_RS02155	FEF30_RS02600
OG0000376	MHP7448_RS02400	FEF30_RS02750
OG0000377	MHP7448_RS02390	FEF30_RS02740
OG0000378	MHP7448_RS01310	FEF30_RS01605
OG0000379	MHP7448_RS01385	FEF30_RS01685
OG0000380	MHP7448_RS01410	FEF30_RS01710
OG0000381	MHP7448_RS01450	FEF30_RS01750
OG0000382	MHP7448_RS01480	FEF30_RS01780
OG0000383	MHP7448_RS01520	FEF30_RS01820
OG0000384	MHP7448_RS00515	FEF30_RS00825
OG0000385	MHP7448_RS00520	FEF30_RS00830
OG0000386	MHP7448_RS00540	FEF30_RS00850
OG0000387	MHP7448_RS00565	FEF30_RS00875
OG0000388	MHP7448_RS00570	FEF30_RS04205
OG0000389	MHP7448_RS00615	FEF30_RS00930
OG0000390	MHP7448_RS02925	FEF30_RS03280
OG0000391	MHP7448_RS02915	FEF30_RS03270
OG0000392	MHP7448_RS02890	FEF30_RS03245
OG0000393	MHP7448_RS02830	FEF30_RS04380
OG0000394	MHP7448_RS02755	FEF30_RS03110
OG0000395	MHP7448_RS02750	FEF30_RS03105
OG0000396	MHP7448_RS02450	FEF30_RS02800
OG0000397	MHP7448_RS01940	FEF30_RS02300
OG0000398	MHP7448_RS01945	FEF30_RS02305
OG0000399	MHP7448_RS01990	FEF30_RS02350
OG0000400	MHP7448_RS03090	FEF30_RS03405
OG0000401	MHP7448_RS03155	FEF30_RS03465
OG0000402	MHP7448_RS03165	FEF30_RS03475
OG0000403	MHP7448_RS03175	FEF30_RS03485
OG0000404	MHP7448_RS03205	FEF30_RS03510
OG0000405	MHP7448_RS03220	FEF30_RS04480
OG0000406	MHP7448_RS03275	FEF30_RS03580
OG0000407	MHP7448_RS03280	FEF30_RS04400
OG0000408	MHP7448_RS03285	FEF30_RS03590
OG0000409	MHP7448_RS03290	FEF30_RS03595
OG0000410	MHP7448_RS03350	FEF30_RS00030
OG0000411	MHP7448_RS03340	FEF30_RS00020
OG0000412	MHP7448_RS03335	FEF30_RS00015
OG0000413	MHP7448_RS01535	FEF30_RS01835
OG0000414	MHP7448_RS01545	FEF30_RS01845
OG0000415	MHP7448_RS01550	FEF30_RS01850
OG0000416	MHP7448_RS01560	FEF30_RS01860
OG0000417	MHP7448_RS02215	FEF30_RS02660
OG0000418	MHP7448_RS02210	FEF30_RS02655
OG0000419	MHP7448_RS00720	FEF30_RS01020
OG0000420	MHP7448_RS00755	FEF30_RS01055
OG0000421	MHP7448_RS00785	FEF30_RS01090
OG0000422	MHP7448_RS00795	FEF30_RS01100
OG0000423	MHP7448_RS00850	FEF30_RS01155
OG0000424	MHP7448_RS00855	FEF30_RS01160
OG0000425	MHP7448_RS00865	FEF30_RS01170
OG0000426	MHP7448_RS00870	FEF30_RS04220
OG0000427	MHP7448_RS00895	FEF30_RS04225
OG0000428	MHP7448_RS00920	FEF30_RS01225
OG0000429	MHP7448_RS01015	FEF30_RS01320
OG0000430	MHP7448_RS01060	FEF30_RS01365
OG0000431	MHP7448_RS01070	FEF30_RS01375
OG0000432	MHP7448_RS01100	FEF30_RS01410
OG0000433	MHP7448_RS01115	FEF30_RS01425
OG0000434	MHP7448_RS01120	FEF30_RS01430
OG0000435	MHP7448_RS01135	FEF30_RS01445
OG0000436	MHP7448_RS01165	FEF30_RS01470
OG0000437	MHP7448_RS01175	FEF30_RS01480
OG0000438	MHP7448_RS01180	FEF30_RS01485
OG0000439	MHP7448_RS01185	FEF30_RS04235
OG0000440	MHP7448_RS02980	FEF30_RS03330
OG0000441	MHP7448_RS03020	FEF30_RS03370
OG0000442	MHP7448_RS00145	FEF30_RS00460
OG0000443	MHP7448_RS00190	FEF30_RS00505
OG0000444	MHP7448_RS00200	FEF30_RS00520
OG0000445	MHP7448_RS00225	FEF30_RS00545
OG0000446	MHP7448_RS00255	FEF30_RS00570
OG0000447	MHP7448_RS00260	FEF30_RS00575
OG0000448	MHP7448_RS00290	FEF30_RS00605
OG0000449	MHP7448_RS00315	FEF30_RS00630
OG0000450	MHP7448_RS00325	FEF30_RS00640
OG0000451	MHP7448_RS00365	FEF30_RS00680
OG0000452	MHP7448_RS00390	FEF30_RS00705
OG0000453	MHP7448_RS00425	FEF30_RS00740
OG0000455	MHP7448_RS03545	FEF30_RS00230
OG0000456	MHP7448_RS03425	FEF30_RS00110
OG0000457	MHP7448_RS03400	FEF30_RS00085
OG0000458	MHP7448_RS02535	FEF30_RS02890
OG0000459	MHP7448_RS02560	FEF30_RS02915
OG0000460	MHP7448_RS02570	FEF30_RS02925
OG0000461	MHP7448_RS02615	FEF30_RS02970
OG0000462	MHP7448_RS02610	FEF30_RS02965
OG0000464	MHP7448_RS04135	FEF30_RS02955
OG0000465	MHP7448_RS02595	FEF30_RS02950
OG0000466	MHP7448_RS00395	FEF30_RS00710
OG0000467	MHP7448_RS02700	FEF30_RS04360
OG0000468	MHP7448_RS01985	FEF30_RS02345
OG0000469	MHP7448_RS02045	FEF30_RS02405
OG0000470	MHP7448_RS03850	FEF30_RS01150
OG0000471	MHP7448_RS00925	FEF30_RS01230
OG0000472	MHP7448_RS03360	FEF30_RS00040
OG0000473	MHP7448_RS03530	FEF30_RS00215
OG0000474	MHP7448_RS03535	FEF30_RS00220
OG0000475	MHP7448_RS03540	FEF30_RS00225
OG0000476	MHP7448_RS01570	FEF30_RS01870
OG0000477	MHP7448_RS02640	FEF30_RS02995
OG0000478	MHP7448_RS03475	FEF30_RS00160
OG0000479	MHP7448_RS01345	FEF30_RS01640
OG0000480	MHP7448_RS03895	FEF30_RS02410
OG0000481	MHP7448_RS00820	FEF30_RS01125
OG0000482	MHP7448_RS01215	FEF30_RS01520
OG0000483	MHP7448_RS02090	FEF30_RS02455
OG0000484	MHP7448_RS00195	FEF30_RS04190
OG0000485	MHP7448_RS01170	FEF30_RS01475
