Orthogroup	MHP_7448_genes	MHP_111A_genes
OG0000176	MHP7448_RS03190	NB623_RS03310
OG0000177	MHP7448_RS03195	NB623_RS03315
OG0000178	MHP7448_RS03200	NB623_RS03320
OG0000179	MHP7448_RS03210	NB623_RS03330
OG0000180	MHP7448_RS03215	NB623_RS03335
OG0000181	MHP7448_RS03255	NB623_RS03375
OG0000182	MHP7448_RS03265	NB623_RS03385
OG0000183	MHP7448_RS03300	NB623_RS03420
OG0000184	MHP7448_RS03345	NB623_RS03485
OG0000185	MHP7448_RS03330	NB623_RS03475
OG0000186	MHP7448_RS01540	NB623_RS01645
OG0000187	MHP7448_RS01555	NB623_RS01660
OG0000188	MHP7448_RS01565	NB623_RS01670
OG0000189	MHP7448_RS02230	NB623_RS02445
OG0000190	MHP7448_RS02225	NB623_RS02440
OG0000191	MHP7448_RS02205	NB623_RS02415
OG0000192	MHP7448_RS01230	NB623_RS01340
OG0000193	MHP7448_RS01210	NB623_RS01325
OG0000194	MHP7448_RS00700	NB623_RS00690
OG0000195	MHP7448_RS00705	NB623_RS00695
OG0000196	MHP7448_RS00725	NB623_RS00720
OG0000197	MHP7448_RS00730	NB623_RS00730
OG0000198	MHP7448_RS00745	NB623_RS00740
OG0000199	MHP7448_RS00750	NB623_RS00745
OG0000200	MHP7448_RS00760	NB623_RS00760
OG0000201	MHP7448_RS00770	NB623_RS00770
OG0000202	MHP7448_RS00825	NB623_RS00830
OG0000203	MHP7448_RS00830	NB623_RS00835
OG0000204	MHP7448_RS00835	NB623_RS00840
OG0000205	MHP7448_RS00840	NB623_RS00845
OG0000206	MHP7448_RS00860	NB623_RS00865
OG0000207	MHP7448_RS00875	NB623_RS00880
OG0000208	MHP7448_RS00880	NB623_RS00885
OG0000209	MHP7448_RS00885	NB623_RS00890
OG0000210	MHP7448_RS00930	NB623_RS00935
OG0000211	MHP7448_RS00940	NB623_RS01070
OG0000212	MHP7448_RS00950	NB623_RS01080
OG0000213	MHP7448_RS00955	NB623_RS01085
OG0000214	MHP7448_RS00960	NB623_RS01090
OG0000215	MHP7448_RS00965	NB623_RS01095
OG0000216	MHP7448_RS00970	NB623_RS01100
OG0000217	MHP7448_RS00975	NB623_RS01105
OG0000218	MHP7448_RS00985	NB623_RS01115
OG0000219	MHP7448_RS00990	NB623_RS01120
OG0000220	MHP7448_RS00995	NB623_RS01125
OG0000221	MHP7448_RS01000	NB623_RS01130
OG0000222	MHP7448_RS01005	NB623_RS01135
OG0000223	MHP7448_RS01010	NB623_RS01140
OG0000224	MHP7448_RS01020	NB623_RS01150
OG0000225	MHP7448_RS01030	NB623_RS01160
OG0000226	MHP7448_RS01035	NB623_RS01165
OG0000227	MHP7448_RS01040	NB623_RS01170
OG0000228	MHP7448_RS04115	NB623_RS01175
OG0000229	MHP7448_RS01050	NB623_RS01180
OG0000230	MHP7448_RS01055	NB623_RS01185
OG0000231	MHP7448_RS01065	NB623_RS01195
OG0000232	MHP7448_RS01075	NB623_RS01205
OG0000233	MHP7448_RS01095	NB623_RS01225
OG0000234	MHP7448_RS01130	NB623_RS01260
OG0000235	MHP7448_RS01140	NB623_RS01270
OG0000236	MHP7448_RS01145	NB623_RS01275
OG0000237	MHP7448_RS01150	NB623_RS01280
OG0000238	MHP7448_RS01160	NB623_RS01285
OG0000239	MHP7448_RS02970	NB623_RS03105
OG0000240	MHP7448_RS02975	NB623_RS03110
OG0000241	MHP7448_RS02985	NB623_RS03120
OG0000242	MHP7448_RS02990	NB623_RS03125
OG0000243	MHP7448_RS02995	NB623_RS03130
OG0000244	MHP7448_RS03005	NB623_RS03140
OG0000245	MHP7448_RS04055	NB623_RS03145
OG0000246	MHP7448_RS00140	NB623_RS00130
OG0000247	MHP7448_RS00150	NB623_RS00140
OG0000248	MHP7448_RS00160	NB623_RS00150
OG0000249	MHP7448_RS00165	NB623_RS00155
OG0000250	MHP7448_RS00180	NB623_RS00175
OG0000251	MHP7448_RS00205	NB623_RS00205
OG0000252	MHP7448_RS00215	NB623_RS00210
OG0000253	MHP7448_RS00220	NB623_RS00215
OG0000254	MHP7448_RS00230	NB623_RS00225
OG0000255	MHP7448_RS00240	NB623_RS00230
OG0000256	MHP7448_RS00245	NB623_RS00240
OG0000257	MHP7448_RS00270	NB623_RS00260
OG0000258	MHP7448_RS00280	NB623_RS00270
OG0000259	MHP7448_RS00310	NB623_RS00300
OG0000260	MHP7448_RS00320	NB623_RS00310
OG0000261	MHP7448_RS00330	NB623_RS00320
OG0000262	MHP7448_RS00345	NB623_RS00340
OG0000263	MHP7448_RS00360	NB623_RS00350
OG0000264	MHP7448_RS00375	NB623_RS00365
OG0000265	MHP7448_RS00385	NB623_RS00375
OG0000266	MHP7448_RS00400	NB623_RS00390
OG0000267	MHP7448_RS00415	NB623_RS00405
OG0000268	MHP7448_RS00420	NB623_RS00410
OG0000269	MHP7448_RS00435	NB623_RS00425
OG0000270	MHP7448_RS03525	NB623_RS03685
OG0000271	MHP7448_RS03520	NB623_RS03675
OG0000272	MHP7448_RS03515	NB623_RS03670
OG0000273	MHP7448_RS03510	NB623_RS03665
OG0000274	MHP7448_RS03490	NB623_RS03650
OG0000275	MHP7448_RS03485	NB623_RS03640
OG0000276	MHP7448_RS03480	NB623_RS03635
OG0000277	MHP7448_RS03470	NB623_RS03625
OG0000278	MHP7448_RS03465	NB623_RS03620
OG0000279	MHP7448_RS03455	NB623_RS03615
OG0000280	MHP7448_RS03450	NB623_RS03605
OG0000281	MHP7448_RS03795	NB623_RS03600
OG0000282	MHP7448_RS03420	NB623_RS03570, NB623_RS03575
OG0000283	MHP7448_RS03415	NB623_RS03565
OG0000284	MHP7448_RS03410	NB623_RS03560
OG0000285	MHP7448_RS03405	NB623_RS03555
OG0000286	MHP7448_RS02445	NB623_RS02575
OG0000287	MHP7448_RS02540	NB623_RS02675
OG0000288	MHP7448_RS02550	NB623_RS02685
OG0000289	MHP7448_RS02555	NB623_RS02690
OG0000290	MHP7448_RS02665	NB623_RS02810
OG0000291	MHP7448_RS02655	NB623_RS02800
OG0000292	MHP7448_RS02650	NB623_RS02795
OG0000293	MHP7448_RS02645	NB623_RS02790
OG0000294	MHP7448_RS02635	NB623_RS02780
OG0000295	MHP7448_RS02630	NB623_RS02775
OG0000296	MHP7448_RS02590	NB623_RS02730
OG0000297	MHP7448_RS02585	NB623_RS02725
OG0000298	MHP7448_RS00175	NB623_RS00165
OG0000299	MHP7448_RS03685	NB623_RS00185
OG0000300	MHP7448_RS00370	NB623_RS00360
OG0000301	MHP7448_RS00405	NB623_RS00395
OG0000302	MHP7448_RS00410	NB623_RS00400
OG0000303	MHP7448_RS00560	NB623_RS00555
OG0000304	MHP7448_RS01080	NB623_RS01210
OG0000305	MHP7448_RS02905	NB623_RS03045
OG0000306	MHP7448_RS02825	NB623_RS02970
OG0000307	MHP7448_RS02790	NB623_RS02930
OG0000308	MHP7448_RS02685	NB623_RS02835
OG0000309	MHP7448_RS02620	NB623_RS02765
OG0000310	MHP7448_RS02545	NB623_RS02680
OG0000311	MHP7448_RS02505	NB623_RS02635
OG0000312	MHP7448_RS02490	NB623_RS02620
OG0000313	MHP7448_RS01615	NB623_RS01715
OG0000314	MHP7448_RS01975	NB623_RS02140
OG0000315	MHP7448_RS02005	NB623_RS02110
OG0000316	MHP7448_RS02015	NB623_RS02100
OG0000317	MHP7448_RS02105	NB623_RS02005
OG0000318	MHP7448_RS02020	NB623_RS02095
OG0000319	MHP7448_RS02160	NB623_RS02370
OG0000320	MHP7448_RS02385	NB623_RS02500
OG0000321	MHP7448_RS01350	NB623_RS01450
OG0000322	MHP7448_RS01395	NB623_RS01500
OG0000323	MHP7448_RS01525	NB623_RS01630
OG0000324	MHP7448_RS02200	NB623_RS02410
OG0000325	MHP7448_RS00710	NB623_RS00705
OG0000326	MHP7448_RS00800	NB623_RS00805
OG0000327	MHP7448_RS00805	NB623_RS00810
OG0000328	MHP7448_RS00890	NB623_RS00895
OG0000329	MHP7448_RS00910	NB623_RS00915
OG0000330	MHP7448_RS01105	NB623_RS01235
OG0000331	MHP7448_RS03000	NB623_RS03135
OG0000332	MHP7448_RS03150	NB623_RS03270
OG0000333	MHP7448_RS03160	NB623_RS03280
OG0000334	MHP7448_RS03260	NB623_RS03380
OG0000335	MHP7448_RS03270	NB623_RS03390
OG0000336	MHP7448_RS03440	NB623_RS03590
OG0000337	MHP7448_RS03605	NB623_RS03765
OG0000338	MHP7448_RS03650	NB623_RS03805
OG0000339	MHP7448_RS02360	NB623_RS02475
OG0000340	MHP7448_RS01330	NB623_RS01430
OG0000341	MHP7448_RS02220	NB623_RS02435
OG0000342	MHP7448_RS00740	NB623_RS00735
OG0000343	MHP7448_RS03170	NB623_RS03290
OG0000344	MHP7448_RS00575	NB623_RS00570
OG0000345	MHP7448_RS01025	NB623_RS01155
OG0000346	MHP7448_RS04140	NB623_RS03595
OG0000347	MHP7448_RS01420	NB623_RS01525
OG0000348	MHP7448_RS00810	NB623_RS00815
OG0000349	MHP7448_RS03500	NB623_RS03655
OG0000350	MHP7448_RS03675	NB623_RS02920
OG0000351	MHP7448_RS00495	NB623_RS00480
OG0000352	MHP7448_RS01955	NB623_RS02160
OG0000353	MHP7448_RS01390	NB623_RS01490
OG0000354	MHP7448_RS00645	NB623_RS00630
OG0000355	MHP7448_RS01925	NB623_RS02185
OG0000356	MHP7448_RS02010	NB623_RS02105
OG0000357	MHP7448_RS03130	NB623_RS03245
OG0000358	MHP7448_RS03135	NB623_RS03250
OG0000359	MHP7448_RS00780	NB623_RS00780
OG0000360	MHP7448_RS00275	NB623_RS00265
OG0000361	MHP7448_RS00305	NB623_RS00295
OG0000362	MHP7448_RS02565	NB623_RS02705
OG0000363	MHP7448_RS01460	NB623_RS01565
OG0000364	MHP7448_RS01905	NB623_RS02210
OG0000365	MHP7448_RS02050	NB623_RS02060
OG0000366	MHP7448_RS02075	NB623_RS02035
OG0000367	MHP7448_RS02085	NB623_RS02025
OG0000368	MHP7448_RS00060	NB623_RS00060
OG0000369	MHP7448_RS00025	NB623_RS00025
OG0000370	MHP7448_RS00020	NB623_RS00020
OG0000371	MHP7448_RS00015	NB623_RS00015
OG0000372	MHP7448_RS00010	NB623_RS00010
OG0000373	MHP7448_RS03640	NB623_RS03795
OG0000374	MHP7448_RS03625	NB623_RS03785
OG0000375	MHP7448_RS02155	NB623_RS02365
OG0000376	MHP7448_RS02400	NB623_RS02515
OG0000377	MHP7448_RS02390	NB623_RS02505
OG0000378	MHP7448_RS01310	NB623_RS01410
OG0000379	MHP7448_RS01385	NB623_RS01485
OG0000380	MHP7448_RS01410	NB623_RS01515
OG0000381	MHP7448_RS01450	NB623_RS01555
OG0000382	MHP7448_RS01480	NB623_RS01585
OG0000383	MHP7448_RS01520	NB623_RS01625
OG0000384	MHP7448_RS00515	NB623_RS00510
OG0000385	MHP7448_RS00520	NB623_RS00520
OG0000386	MHP7448_RS00540	NB623_RS00535
OG0000387	MHP7448_RS00565	NB623_RS00560
OG0000388	MHP7448_RS00570	NB623_RS00565
OG0000389	MHP7448_RS00615	NB623_RS00610
OG0000390	MHP7448_RS02925	NB623_RS03065
OG0000391	MHP7448_RS02915	NB623_RS03055
OG0000392	MHP7448_RS02890	NB623_RS03030
OG0000393	MHP7448_RS02830	NB623_RS02975
OG0000394	MHP7448_RS02755	NB623_RS02895
OG0000395	MHP7448_RS02750	NB623_RS02890
OG0000396	MHP7448_RS02450	NB623_RS02580
OG0000397	MHP7448_RS01940	NB623_RS02175
OG0000398	MHP7448_RS01945	NB623_RS02170
OG0000399	MHP7448_RS01990	NB623_RS02125
OG0000400	MHP7448_RS03090	NB623_RS03210
OG0000401	MHP7448_RS03155	NB623_RS03275
OG0000402	MHP7448_RS03165	NB623_RS03285
OG0000403	MHP7448_RS03175	NB623_RS03295
OG0000404	MHP7448_RS03205	NB623_RS03325
OG0000405	MHP7448_RS03220	NB623_RS03340
OG0000406	MHP7448_RS03275	NB623_RS03395
OG0000407	MHP7448_RS03280	NB623_RS03400
OG0000408	MHP7448_RS03285	NB623_RS03405
OG0000409	MHP7448_RS03290	NB623_RS03410
OG0000410	MHP7448_RS03350	NB623_RS03495
OG0000411	MHP7448_RS03340	NB623_RS03480
OG0000413	MHP7448_RS01535	NB623_RS01640
OG0000414	MHP7448_RS01545	NB623_RS01650
OG0000415	MHP7448_RS01550	NB623_RS01655
OG0000416	MHP7448_RS01560	NB623_RS01665
OG0000417	MHP7448_RS02215	NB623_RS02430
OG0000418	MHP7448_RS02210	NB623_RS02420
OG0000419	MHP7448_RS00720	NB623_RS00715
OG0000420	MHP7448_RS00755	NB623_RS00750
OG0000421	MHP7448_RS00785	NB623_RS00790
OG0000422	MHP7448_RS00795	NB623_RS00800
OG0000423	MHP7448_RS00850	NB623_RS00855
OG0000424	MHP7448_RS00855	NB623_RS00860
OG0000425	MHP7448_RS00865	NB623_RS00870
OG0000426	MHP7448_RS00870	NB623_RS00875
OG0000427	MHP7448_RS00895	NB623_RS00900
OG0000428	MHP7448_RS00920	NB623_RS00925
OG0000429	MHP7448_RS01015	NB623_RS01145
OG0000430	MHP7448_RS01060	NB623_RS01190
OG0000431	MHP7448_RS01070	NB623_RS01200
OG0000432	MHP7448_RS01100	NB623_RS01230
OG0000433	MHP7448_RS01115	NB623_RS01245
OG0000434	MHP7448_RS01120	NB623_RS01255
OG0000435	MHP7448_RS01135	NB623_RS01265
OG0000436	MHP7448_RS01165	NB623_RS01290
OG0000437	MHP7448_RS01175	NB623_RS01300
OG0000438	MHP7448_RS01180	NB623_RS01305
OG0000439	MHP7448_RS01185	NB623_RS01310
OG0000440	MHP7448_RS02980	NB623_RS03115
OG0000441	MHP7448_RS03020	NB623_RS03150
OG0000442	MHP7448_RS00145	NB623_RS00135
OG0000443	MHP7448_RS00190	NB623_RS00180
OG0000444	MHP7448_RS00200	NB623_RS00195
OG0000445	MHP7448_RS00225	NB623_RS00220
OG0000446	MHP7448_RS00255	NB623_RS00245
OG0000447	MHP7448_RS00260	NB623_RS00255
OG0000448	MHP7448_RS00290	NB623_RS00280
OG0000449	MHP7448_RS00315	NB623_RS00305
OG0000450	MHP7448_RS00325	NB623_RS00315
OG0000451	MHP7448_RS00365	NB623_RS00355
OG0000452	MHP7448_RS00390	NB623_RS00380
OG0000453	MHP7448_RS00425	NB623_RS00415
OG0000455	MHP7448_RS03545	NB623_RS03705
OG0000456	MHP7448_RS03425	NB623_RS03580
OG0000457	MHP7448_RS03400	NB623_RS03545
OG0000458	MHP7448_RS02535	NB623_RS02670
OG0000459	MHP7448_RS02560	NB623_RS02700
OG0000460	MHP7448_RS02570	NB623_RS02710
OG0000461	MHP7448_RS02615	NB623_RS02755
OG0000462	MHP7448_RS02610	NB623_RS02750
OG0000464	MHP7448_RS04135	NB623_RS02740
OG0000465	MHP7448_RS02595	NB623_RS02735
OG0000466	MHP7448_RS00395	NB623_RS00385
OG0000467	MHP7448_RS02700	NB623_RS02845
OG0000468	MHP7448_RS01985	NB623_RS02130
OG0000469	MHP7448_RS02045	NB623_RS02070
OG0000470	MHP7448_RS03850	NB623_RS00850
OG0000471	MHP7448_RS00925	NB623_RS00930
OG0000472	MHP7448_RS03360	NB623_RS03500
OG0000473	MHP7448_RS03530	NB623_RS03690
OG0000474	MHP7448_RS03535	NB623_RS03695
OG0000475	MHP7448_RS03540	NB623_RS03700
OG0000476	MHP7448_RS01570	NB623_RS01675
OG0000477	MHP7448_RS02640	NB623_RS02785
OG0000478	MHP7448_RS03475	NB623_RS03630
OG0000479	MHP7448_RS01345	NB623_RS01445
OG0000480	MHP7448_RS03895	NB623_RS02065
OG0000481	MHP7448_RS00820	NB623_RS00825
OG0000482	MHP7448_RS01215	NB623_RS01330
OG0000483	MHP7448_RS02090	NB623_RS02020
OG0000484	MHP7448_RS00195	NB623_RS00190
OG0000485	MHP7448_RS01170	NB623_RS01295
OG0000486	MHP7448_RS02235	NB623_RS02450
OG0000488	MHP7448_RS02060	NB623_RS02055
OG0000490	MHP7448_RS03645	NB623_RS03800
OG0000493	MHP7448_RS00580	NB623_RS00575
OG0000494	MHP7448_RS00650	NB623_RS00635
OG0000495	MHP7448_RS02855	NB623_RS03005
OG0000496	MHP7448_RS02845	NB623_RS02990
OG0000497	MHP7448_RS02840	NB623_RS02985
OG0000498	MHP7448_RS02760	NB623_RS02900
OG0000499	MHP7448_RS02725	NB623_RS02865
OG0000500	MHP7448_RS01950	NB623_RS02165
OG0000501	MHP7448_RS03100	NB623_RS03220
OG0000502	MHP7448_RS01205	NB623_RS01320
OG0000503	MHP7448_RS00765	NB623_RS00765
OG0000504	MHP7448_RS00900	NB623_RS00905
OG0000505	MHP7448_RS00935	NB623_RS01065
OG0000506	MHP7448_RS00945	NB623_RS01075
OG0000507	MHP7448_RS00980	NB623_RS01110
OG0000509	MHP7448_RS00285	NB623_RS00275
OG0000510	MHP7448_RS00295	NB623_RS00285
OG0000511	MHP7448_RS00430	NB623_RS00420
OG0000512	MHP7448_RS02575	NB623_RS02715
OG0000514	MHP7448_RS02885	NB623_RS03025
OG0000516	MHP7448_RS02030	NB623_RS02090
OG0000517	MHP7448_RS00065	NB623_RS00065
OG0000519	MHP7448_RS00790	NB623_RS00795
OG0000520	MHP7448_RS00915	NB623_RS00920
