Orthogroup	MHP_7448_genes	MHP_UFV02_genes
OG0000105	MHP7448_RS02165	FEF31_RS01975
OG0000106	MHP7448_RS02175	FEF31_RS01985
OG0000107	MHP7448_RS02185	FEF31_RS01995
OG0000108	MHP7448_RS02190	FEF31_RS02000
OG0000109	MHP7448_RS02195	FEF31_RS02005
OG0000110	MHP7448_RS02410	FEF31_RS02120
OG0000111	MHP7448_RS02405	FEF31_RS02115
OG0000112	MHP7448_RS02395	FEF31_RS02105
OG0000113	MHP7448_RS02375	FEF31_RS02085
OG0000114	MHP7448_RS02365	FEF31_RS02075
OG0000115	MHP7448_RS02355	FEF31_RS02065
OG0000116	MHP7448_RS01315	FEF31_RS00955
OG0000117	MHP7448_RS01320	FEF31_RS00960
OG0000118	MHP7448_RS01355	FEF31_RS00995
OG0000119	MHP7448_RS01360	FEF31_RS01000
OG0000120	MHP7448_RS01375	FEF31_RS01020
OG0000121	MHP7448_RS01400	FEF31_RS01045
OG0000122	MHP7448_RS01405	FEF31_RS01050
OG0000123	MHP7448_RS01425	FEF31_RS01070
OG0000124	MHP7448_RS01430	FEF31_RS01075
OG0000125	MHP7448_RS01435	FEF31_RS01080
OG0000126	MHP7448_RS01445	FEF31_RS01090
OG0000127	MHP7448_RS01455	FEF31_RS01100
OG0000128	MHP7448_RS01470	FEF31_RS01115
OG0000129	MHP7448_RS01475	FEF31_RS01120
OG0000130	MHP7448_RS01485	FEF31_RS01130
OG0000131	MHP7448_RS01515	FEF31_RS01160
OG0000132	MHP7448_RS01530	FEF31_RS04430
OG0000133	MHP7448_RS00530	FEF31_RS00190
OG0000134	MHP7448_RS00535	FEF31_RS00195
OG0000135	MHP7448_RS00550	FEF31_RS00210
OG0000136	MHP7448_RS00555	FEF31_RS00215
OG0000137	MHP7448_RS00590	FEF31_RS00245
OG0000138	MHP7448_RS00630	FEF31_RS00280
OG0000139	MHP7448_RS00660	FEF31_RS00310
OG0000140	MHP7448_RS00665	FEF31_RS00315
OG0000141	MHP7448_RS02960	FEF31_RS02670
OG0000142	MHP7448_RS02955	FEF31_RS04555
OG0000143	MHP7448_RS02930	FEF31_RS02645
OG0000144	MHP7448_RS02920	FEF31_RS02635
OG0000145	MHP7448_RS02910	FEF31_RS02625
OG0000146	MHP7448_RS02900	FEF31_RS02615
OG0000147	MHP7448_RS02895	FEF31_RS02610
OG0000148	MHP7448_RS02880	FEF31_RS02595
OG0000149	MHP7448_RS02870	FEF31_RS02585
OG0000150	MHP7448_RS02850	FEF31_RS02570
OG0000151	MHP7448_RS02805	FEF31_RS02525
OG0000152	MHP7448_RS02800	FEF31_RS02520
OG0000153	MHP7448_RS02795	FEF31_RS02515
OG0000154	MHP7448_RS02785	FEF31_RS02505
OG0000155	MHP7448_RS02745	FEF31_RS02465
OG0000156	MHP7448_RS02735	FEF31_RS02455
OG0000157	MHP7448_RS02730	FEF31_RS04545
OG0000158	MHP7448_RS04110	FEF31_RS04540
OG0000159	MHP7448_RS02485	FEF31_RS02195
OG0000160	MHP7448_RS02480	FEF31_RS02190
OG0000161	MHP7448_RS02475	FEF31_RS02185
OG0000162	MHP7448_RS02465	FEF31_RS02175
OG0000163	MHP7448_RS02460	FEF31_RS02170
OG0000164	MHP7448_RS01625	FEF31_RS01270
OG0000165	MHP7448_RS01960	FEF31_RS01685
OG0000166	MHP7448_RS01980	FEF31_RS01705
OG0000167	MHP7448_RS01995	FEF31_RS01720
OG0000168	MHP7448_RS02000	FEF31_RS01725
OG0000169	MHP7448_RS03080	FEF31_RS03615
OG0000170	MHP7448_RS03095	FEF31_RS04785, FEF31_RS04795
OG0000171	MHP7448_RS03105	FEF31_RS03640
OG0000172	MHP7448_RS03115	FEF31_RS03645
OG0000173	MHP7448_RS03120	FEF31_RS03650
OG0000174	MHP7448_RS03125	FEF31_RS03655
OG0000175	MHP7448_RS03140	FEF31_RS03670
OG0000176	MHP7448_RS03190	FEF31_RS03715
OG0000177	MHP7448_RS03195	FEF31_RS03720
OG0000178	MHP7448_RS03200	FEF31_RS03725
OG0000179	MHP7448_RS03210	FEF31_RS03735
OG0000180	MHP7448_RS03215	FEF31_RS03740
OG0000181	MHP7448_RS03255	FEF31_RS04690
OG0000182	MHP7448_RS03265	FEF31_RS03795
OG0000183	MHP7448_RS03300	FEF31_RS03830
OG0000184	MHP7448_RS03345	FEF31_RS02980
OG0000185	MHP7448_RS03330	FEF31_RS02965
OG0000186	MHP7448_RS01540	FEF31_RS04435
OG0000187	MHP7448_RS01555	FEF31_RS01200
OG0000188	MHP7448_RS01565	FEF31_RS01210
OG0000189	MHP7448_RS02230	FEF31_RS04520
OG0000190	MHP7448_RS02225	FEF31_RS02035
OG0000191	MHP7448_RS02205	FEF31_RS02015
OG0000192	MHP7448_RS01230	FEF31_RS00875
OG0000193	MHP7448_RS01210	FEF31_RS00860
OG0000194	MHP7448_RS00700	FEF31_RS00345
OG0000195	MHP7448_RS00705	FEF31_RS00350
OG0000196	MHP7448_RS00725	FEF31_RS00370
OG0000197	MHP7448_RS00730	FEF31_RS00375
OG0000198	MHP7448_RS00745	FEF31_RS00390
OG0000199	MHP7448_RS00750	FEF31_RS00395
OG0000200	MHP7448_RS00760	FEF31_RS00410
OG0000201	MHP7448_RS00770	FEF31_RS00420
OG0000202	MHP7448_RS00825	FEF31_RS00475
OG0000203	MHP7448_RS00830	FEF31_RS00480
OG0000204	MHP7448_RS00835	FEF31_RS00485
OG0000205	MHP7448_RS00840	FEF31_RS00490
OG0000206	MHP7448_RS00860	FEF31_RS00510
OG0000207	MHP7448_RS00875	FEF31_RS00525
OG0000208	MHP7448_RS00880	FEF31_RS00530
OG0000209	MHP7448_RS00885	FEF31_RS00535
OG0000210	MHP7448_RS00930	FEF31_RS00580
OG0000211	MHP7448_RS00940	FEF31_RS00590
OG0000212	MHP7448_RS00950	FEF31_RS00600
OG0000213	MHP7448_RS00955	FEF31_RS00605
OG0000214	MHP7448_RS00960	FEF31_RS00610
OG0000215	MHP7448_RS00965	FEF31_RS00615
OG0000216	MHP7448_RS00970	FEF31_RS00620
OG0000217	MHP7448_RS00975	FEF31_RS00625
OG0000218	MHP7448_RS00985	FEF31_RS00635
OG0000219	MHP7448_RS00990	FEF31_RS00640
OG0000220	MHP7448_RS00995	FEF31_RS00645
OG0000221	MHP7448_RS01000	FEF31_RS00650
OG0000222	MHP7448_RS01005	FEF31_RS00655
OG0000223	MHP7448_RS01010	FEF31_RS00660
OG0000224	MHP7448_RS01020	FEF31_RS00670
OG0000225	MHP7448_RS01030	FEF31_RS00680
OG0000226	MHP7448_RS01035	FEF31_RS00685
OG0000227	MHP7448_RS01040	FEF31_RS00690
OG0000228	MHP7448_RS04115	FEF31_RS04770
OG0000229	MHP7448_RS01050	FEF31_RS00700
OG0000230	MHP7448_RS01055	FEF31_RS00705
OG0000231	MHP7448_RS01065	FEF31_RS00715
OG0000232	MHP7448_RS01075	FEF31_RS00725
OG0000233	MHP7448_RS01095	FEF31_RS00750
OG0000234	MHP7448_RS01130	FEF31_RS00785
OG0000235	MHP7448_RS01140	FEF31_RS00795
OG0000236	MHP7448_RS01145	FEF31_RS00800
OG0000237	MHP7448_RS01150	FEF31_RS00805
OG0000238	MHP7448_RS01160	FEF31_RS00810
OG0000239	MHP7448_RS02970	FEF31_RS02680
OG0000240	MHP7448_RS02975	FEF31_RS02685
OG0000241	MHP7448_RS02985	FEF31_RS02695
OG0000242	MHP7448_RS02990	FEF31_RS02700
OG0000243	MHP7448_RS02995	FEF31_RS02705
OG0000244	MHP7448_RS03005	FEF31_RS02715
OG0000245	MHP7448_RS04055	FEF31_RS02720
OG0000246	MHP7448_RS00140	FEF31_RS03410
OG0000247	MHP7448_RS00150	FEF31_RS03420
OG0000248	MHP7448_RS00160	FEF31_RS03430
OG0000249	MHP7448_RS00165	FEF31_RS03435
OG0000250	MHP7448_RS00180	FEF31_RS03450
OG0000251	MHP7448_RS00205	FEF31_RS03480
OG0000252	MHP7448_RS00215	FEF31_RS03490
OG0000253	MHP7448_RS00220	FEF31_RS03495
OG0000254	MHP7448_RS00230	FEF31_RS03505
OG0000255	MHP7448_RS00240	FEF31_RS03510
OG0000256	MHP7448_RS00245	FEF31_RS03515
OG0000257	MHP7448_RS00270	FEF31_RS03540
OG0000258	MHP7448_RS00280	FEF31_RS03550
OG0000259	MHP7448_RS00310	FEF31_RS03580
OG0000260	MHP7448_RS00320	FEF31_RS03590
OG0000261	MHP7448_RS00330	FEF31_RS04680
OG0000262	MHP7448_RS00345	FEF31_RS00010
OG0000263	MHP7448_RS00360	FEF31_RS00025
OG0000264	MHP7448_RS00375	FEF31_RS00040
OG0000265	MHP7448_RS00385	FEF31_RS00050
OG0000266	MHP7448_RS00400	FEF31_RS00065
OG0000267	MHP7448_RS00415	FEF31_RS00080
OG0000268	MHP7448_RS00420	FEF31_RS00085
OG0000269	MHP7448_RS00435	FEF31_RS00100
OG0000270	MHP7448_RS03525	FEF31_RS04635
OG0000271	MHP7448_RS03520	FEF31_RS03160
OG0000272	MHP7448_RS03515	FEF31_RS03155
OG0000273	MHP7448_RS03510	FEF31_RS03150
OG0000274	MHP7448_RS03490	FEF31_RS03130
OG0000275	MHP7448_RS03485	FEF31_RS04625
OG0000276	MHP7448_RS03480	FEF31_RS03120
OG0000277	MHP7448_RS03470	FEF31_RS03110
OG0000278	MHP7448_RS03465	FEF31_RS03105
OG0000279	MHP7448_RS03455	FEF31_RS03095
OG0000280	MHP7448_RS03450	FEF31_RS03090
OG0000281	MHP7448_RS03795	FEF31_RS03085
OG0000282	MHP7448_RS03420	FEF31_RS04615
OG0000283	MHP7448_RS03415	FEF31_RS03055
OG0000284	MHP7448_RS03410	FEF31_RS03050
OG0000285	MHP7448_RS03405	FEF31_RS04610
OG0000286	MHP7448_RS02445	FEF31_RS02155
OG0000287	MHP7448_RS02540	FEF31_RS02260
OG0000288	MHP7448_RS02550	FEF31_RS02270
OG0000289	MHP7448_RS02555	FEF31_RS02275
OG0000290	MHP7448_RS02665	FEF31_RS02385
OG0000291	MHP7448_RS02655	FEF31_RS02375
OG0000292	MHP7448_RS02650	FEF31_RS02370
OG0000293	MHP7448_RS02645	FEF31_RS02365
OG0000294	MHP7448_RS02635	FEF31_RS02355
OG0000295	MHP7448_RS02630	FEF31_RS02350
OG0000296	MHP7448_RS02590	FEF31_RS02310
OG0000297	MHP7448_RS02585	FEF31_RS02305
OG0000298	MHP7448_RS00175	FEF31_RS03445
OG0000299	MHP7448_RS03685	FEF31_RS03465
OG0000300	MHP7448_RS00370	FEF31_RS00035
OG0000301	MHP7448_RS00405	FEF31_RS00070
OG0000302	MHP7448_RS00410	FEF31_RS00075
OG0000303	MHP7448_RS00560	FEF31_RS00220
OG0000304	MHP7448_RS01080	FEF31_RS00730
OG0000305	MHP7448_RS02905	FEF31_RS02620
OG0000306	MHP7448_RS02825	FEF31_RS02545
OG0000307	MHP7448_RS02790	FEF31_RS02510
OG0000308	MHP7448_RS02685	FEF31_RS02405
OG0000309	MHP7448_RS02620	FEF31_RS02340
OG0000310	MHP7448_RS02545	FEF31_RS02265
OG0000311	MHP7448_RS02505	FEF31_RS02215
OG0000312	MHP7448_RS02490	FEF31_RS02200
OG0000313	MHP7448_RS01615	FEF31_RS01260
OG0000314	MHP7448_RS01975	FEF31_RS01700
OG0000315	MHP7448_RS02005	FEF31_RS01730
OG0000316	MHP7448_RS02015	FEF31_RS01740
OG0000317	MHP7448_RS02105	FEF31_RS01835
OG0000318	MHP7448_RS02020	FEF31_RS04480
OG0000319	MHP7448_RS02160	FEF31_RS01970
OG0000320	MHP7448_RS02385	FEF31_RS02095
OG0000321	MHP7448_RS01350	FEF31_RS00990
OG0000322	MHP7448_RS01395	FEF31_RS01040
OG0000323	MHP7448_RS01525	FEF31_RS01170
OG0000324	MHP7448_RS02200	FEF31_RS02010
OG0000325	MHP7448_RS00710	FEF31_RS00355
OG0000326	MHP7448_RS00800	FEF31_RS00450
OG0000327	MHP7448_RS00805	FEF31_RS00455
OG0000328	MHP7448_RS00890	FEF31_RS00540
OG0000329	MHP7448_RS00910	FEF31_RS00560
OG0000330	MHP7448_RS01105	FEF31_RS00760
OG0000331	MHP7448_RS03000	FEF31_RS02710
OG0000332	MHP7448_RS03150	FEF31_RS03680
OG0000333	MHP7448_RS03160	FEF31_RS03690
OG0000334	MHP7448_RS03260	FEF31_RS03790
OG0000335	MHP7448_RS03270	FEF31_RS03800
OG0000336	MHP7448_RS03440	FEF31_RS04620
OG0000337	MHP7448_RS03605	FEF31_RS03240
OG0000338	MHP7448_RS03650	FEF31_RS03280
OG0000339	MHP7448_RS02360	FEF31_RS02070
OG0000340	MHP7448_RS01330	FEF31_RS00970
OG0000341	MHP7448_RS02220	FEF31_RS02030
OG0000342	MHP7448_RS00740	FEF31_RS00385
OG0000343	MHP7448_RS03170	FEF31_RS03700
OG0000344	MHP7448_RS00575	FEF31_RS00235
OG0000345	MHP7448_RS01025	FEF31_RS00675
OG0000346	MHP7448_RS04140	FEF31_RS03080
OG0000347	MHP7448_RS01420	FEF31_RS01065
OG0000348	MHP7448_RS00810	FEF31_RS00460
OG0000349	MHP7448_RS03500	FEF31_RS04630
OG0000350	MHP7448_RS03675	FEF31_RS02500
OG0000351	MHP7448_RS00495	FEF31_RS00155
OG0000352	MHP7448_RS01955	FEF31_RS01680
OG0000353	MHP7448_RS01390	FEF31_RS01035
OG0000354	MHP7448_RS00645	FEF31_RS00295
OG0000355	MHP7448_RS01925	FEF31_RS04470
OG0000356	MHP7448_RS02010	FEF31_RS04475
OG0000357	MHP7448_RS03130	FEF31_RS04685
OG0000358	MHP7448_RS03135	FEF31_RS03665
OG0000359	MHP7448_RS00780	FEF31_RS04380
OG0000360	MHP7448_RS00275	FEF31_RS03545
OG0000361	MHP7448_RS00305	FEF31_RS03575
OG0000362	MHP7448_RS02565	FEF31_RS02285
OG0000363	MHP7448_RS01460	FEF31_RS01105
OG0000364	MHP7448_RS01905	FEF31_RS01635
OG0000365	MHP7448_RS02050	FEF31_RS01785
OG0000366	MHP7448_RS02075	FEF31_RS01805
OG0000367	MHP7448_RS02085	FEF31_RS01815
OG0000368	MHP7448_RS00060	FEF31_RS03345
OG0000369	MHP7448_RS00025	FEF31_RS04650
OG0000370	MHP7448_RS00020	FEF31_RS03305
OG0000371	MHP7448_RS00015	FEF31_RS03300
OG0000372	MHP7448_RS00010	FEF31_RS03295
OG0000373	MHP7448_RS03640	FEF31_RS03270
OG0000374	MHP7448_RS03625	FEF31_RS03260
OG0000375	MHP7448_RS02155	FEF31_RS01965
OG0000376	MHP7448_RS02400	FEF31_RS02110
OG0000377	MHP7448_RS02390	FEF31_RS02100
OG0000378	MHP7448_RS01310	FEF31_RS00950
OG0000379	MHP7448_RS01385	FEF31_RS01030
OG0000380	MHP7448_RS01410	FEF31_RS01055
OG0000381	MHP7448_RS01450	FEF31_RS01095
OG0000382	MHP7448_RS01480	FEF31_RS01125
OG0000383	MHP7448_RS01520	FEF31_RS01165
OG0000384	MHP7448_RS00515	FEF31_RS00175
OG0000385	MHP7448_RS00520	FEF31_RS00180
OG0000386	MHP7448_RS00540	FEF31_RS00200
OG0000387	MHP7448_RS00565	FEF31_RS00225
OG0000388	MHP7448_RS00570	FEF31_RS04370
OG0000389	MHP7448_RS00615	FEF31_RS00275
OG0000390	MHP7448_RS02925	FEF31_RS02640
OG0000391	MHP7448_RS02915	FEF31_RS02630
OG0000392	MHP7448_RS02890	FEF31_RS02605
OG0000393	MHP7448_RS02830	FEF31_RS04550
OG0000394	MHP7448_RS02755	FEF31_RS02475
OG0000395	MHP7448_RS02750	FEF31_RS02470
OG0000396	MHP7448_RS02450	FEF31_RS02160
OG0000397	MHP7448_RS01940	FEF31_RS01665
OG0000398	MHP7448_RS01945	FEF31_RS01670
OG0000399	MHP7448_RS01990	FEF31_RS01715
OG0000400	MHP7448_RS03090	FEF31_RS03625
OG0000401	MHP7448_RS03155	FEF31_RS03685
OG0000402	MHP7448_RS03165	FEF31_RS03695
OG0000403	MHP7448_RS03175	FEF31_RS03705
OG0000404	MHP7448_RS03205	FEF31_RS03730
OG0000405	MHP7448_RS03220	FEF31_RS04800
OG0000406	MHP7448_RS03275	FEF31_RS03805
OG0000407	MHP7448_RS03280	FEF31_RS04695
OG0000408	MHP7448_RS03285	FEF31_RS03815
OG0000409	MHP7448_RS03290	FEF31_RS03820
OG0000410	MHP7448_RS03350	FEF31_RS02985
OG0000411	MHP7448_RS03340	FEF31_RS02975
OG0000412	MHP7448_RS03335	FEF31_RS02970
OG0000413	MHP7448_RS01535	FEF31_RS01180
OG0000414	MHP7448_RS01545	FEF31_RS01190
OG0000415	MHP7448_RS01550	FEF31_RS01195
OG0000416	MHP7448_RS01560	FEF31_RS01205
OG0000417	MHP7448_RS02215	FEF31_RS02025
OG0000418	MHP7448_RS02210	FEF31_RS02020
OG0000419	MHP7448_RS00720	FEF31_RS00365
OG0000420	MHP7448_RS00755	FEF31_RS00400
OG0000421	MHP7448_RS00785	FEF31_RS00435
OG0000422	MHP7448_RS00795	FEF31_RS00445
OG0000423	MHP7448_RS00850	FEF31_RS00500
OG0000424	MHP7448_RS00855	FEF31_RS00505
OG0000425	MHP7448_RS00865	FEF31_RS00515
OG0000426	MHP7448_RS00870	FEF31_RS04385
OG0000427	MHP7448_RS00895	FEF31_RS04390
OG0000428	MHP7448_RS00920	FEF31_RS00570
OG0000429	MHP7448_RS01015	FEF31_RS00665
OG0000430	MHP7448_RS01060	FEF31_RS00710
OG0000431	MHP7448_RS01070	FEF31_RS00720
OG0000432	MHP7448_RS01100	FEF31_RS00755
OG0000433	MHP7448_RS01115	FEF31_RS00770
OG0000434	MHP7448_RS01120	FEF31_RS00775
OG0000435	MHP7448_RS01135	FEF31_RS00790
OG0000436	MHP7448_RS01165	FEF31_RS00815
OG0000437	MHP7448_RS01175	FEF31_RS00825
OG0000438	MHP7448_RS01180	FEF31_RS00830
OG0000439	MHP7448_RS01185	FEF31_RS04400
OG0000440	MHP7448_RS02980	FEF31_RS02690
OG0000441	MHP7448_RS03020	FEF31_RS02725
OG0000442	MHP7448_RS00145	FEF31_RS03415
OG0000443	MHP7448_RS00190	FEF31_RS03460
OG0000444	MHP7448_RS00200	FEF31_RS03475
OG0000445	MHP7448_RS00225	FEF31_RS03500
OG0000446	MHP7448_RS00255	FEF31_RS03525
OG0000447	MHP7448_RS00260	FEF31_RS03530
OG0000448	MHP7448_RS00290	FEF31_RS03560
OG0000449	MHP7448_RS00315	FEF31_RS03585
OG0000450	MHP7448_RS00325	FEF31_RS03595
OG0000451	MHP7448_RS00365	FEF31_RS00030
OG0000452	MHP7448_RS00390	FEF31_RS00055
OG0000453	MHP7448_RS00425	FEF31_RS00090
OG0000455	MHP7448_RS03545	FEF31_RS03185
OG0000456	MHP7448_RS03425	FEF31_RS03065
OG0000457	MHP7448_RS03400	FEF31_RS03040
OG0000458	MHP7448_RS02535	FEF31_RS02255
OG0000459	MHP7448_RS02560	FEF31_RS02280
OG0000460	MHP7448_RS02570	FEF31_RS02290
OG0000461	MHP7448_RS02615	FEF31_RS02335
OG0000462	MHP7448_RS02610	FEF31_RS02330
OG0000464	MHP7448_RS04135	FEF31_RS02320
OG0000465	MHP7448_RS02595	FEF31_RS02315
OG0000466	MHP7448_RS00395	FEF31_RS00060
OG0000467	MHP7448_RS02700	FEF31_RS04530
OG0000468	MHP7448_RS01985	FEF31_RS01710
OG0000469	MHP7448_RS02045	FEF31_RS01770
OG0000470	MHP7448_RS03850	FEF31_RS00495
OG0000471	MHP7448_RS00925	FEF31_RS00575
OG0000472	MHP7448_RS03360	FEF31_RS02995
OG0000473	MHP7448_RS03530	FEF31_RS03170
OG0000474	MHP7448_RS03535	FEF31_RS03175
OG0000475	MHP7448_RS03540	FEF31_RS03180
OG0000476	MHP7448_RS01570	FEF31_RS01215
OG0000477	MHP7448_RS02640	FEF31_RS02360
OG0000478	MHP7448_RS03475	FEF31_RS03115
OG0000479	MHP7448_RS01345	FEF31_RS00985
OG0000480	MHP7448_RS03895	FEF31_RS01775
OG0000481	MHP7448_RS00820	FEF31_RS00470
OG0000482	MHP7448_RS01215	FEF31_RS00865
OG0000483	MHP7448_RS02090	FEF31_RS01820
OG0000484	MHP7448_RS00195	FEF31_RS04675
OG0000485	MHP7448_RS01170	FEF31_RS00820
