#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
cotE	spoIIIAH	224308.BSU17030	224308.BSU24360	0	0	0.745	0	0.528	0	0	0	0.874
cotE	spoIIQ	224308.BSU17030	224308.BSU36550	0	0	0.690	0	0.595	0	0	0	0.869
cotE	gerQ	224308.BSU17030	224308.BSU37920	0	0	0.775	0	0.736	0	0	0	0.938
cotE	spoIVA	224308.BSU17030	224308.BSU22800	0	0	0.316	0	0.704	0	0	0	0.788
cotE	spoVID	224308.BSU17030	224308.BSU28110	0	0	0.721	0	0.648	0.500	0	0	0.946
cotF	gerPF	224308.BSU40530	224308.BSU10670	0	0	0	0	0.634	0	0	0	0.634
cotF	gerPE	224308.BSU40530	224308.BSU10680	0	0	0	0	0.637	0	0	0	0.637
cotF	yitA	224308.BSU40530	224308.BSU10920	0	0	0	0	0.730	0	0	0	0.730
cotF	cotZ	224308.BSU40530	224308.BSU11740	0	0	0	0	0.730	0	0	0	0.730
cotF	cotY	224308.BSU40530	224308.BSU11750	0	0	0	0	0.733	0	0	0	0.733
cotF	cotX	224308.BSU40530	224308.BSU11760	0	0	0	0	0.658	0	0	0	0.658
cotF	cotW	224308.BSU40530	224308.BSU11770	0	0	0	0	0.642	0	0	0	0.642
cotF	cotV	224308.BSU40530	224308.BSU11780	0	0	0	0	0.629	0	0	0	0.629
cotF	spoVIF	224308.BSU40530	224308.BSU11810	0	0	0	0	0.605	0	0	0	0.605
cotF	cotT	224308.BSU40530	224308.BSU12090	0	0	0	0	0.739	0	0	0	0.739
cotF	spoVFA	224308.BSU40530	224308.BSU16730	0	0	0	0	0.733	0	0	0	0.733
cotF	spoVFB	224308.BSU40530	224308.BSU16740	0	0	0	0	0.724	0	0	0	0.724
cotF	yqfQ	224308.BSU40530	224308.BSU25150	0	0	0	0	0.625	0	0	0	0.625
cotF	ytlA	224308.BSU40530	224308.BSU30595	0	0	0	0	0.731	0	0	0	0.731
cotF	ytcA	224308.BSU40530	224308.BSU30860	0	0	0	0	0.731	0	0	0	0.731
cotF	putM	224308.BSU40530	224308.BSU32850	0	0	0	0	0.502	0	0	0	0.502
cotF	spsB	224308.BSU40530	224308.BSU37900	0	0	0	0	0.502	0	0	0	0.502
cotJA	gerD	224308.BSU06890	224308.BSU01550	0	0	0.503	0	0.047	0	0	0	0.506
cotJA	spoIIIAF	224308.BSU06890	224308.BSU24380	0	0	0.235	0	0.273	0	0	0	0.420
cotJA	glnQ	224308.BSU06890	224308.BSU27430	0	0	0	0	0.500	0	0	0	0.499
cotJA	yodS	224308.BSU06890	224308.BSU19730	0	0	0	0	0.502	0	0	0	0.502
cotJA	cotO	224308.BSU06890	224308.BSU11730	0	0	0	0	0.517	0	0	0	0.517
cotJA	dacF	224308.BSU06890	224308.BSU23480	0	0	0	0	0.522	0	0	0	0.522
cotJA	spoVR	224308.BSU06890	224308.BSU09400	0	0	0	0	0.522	0	0	0	0.522
cotJA	ylaK	224308.BSU06890	224308.BSU14810	0	0	0	0	0.523	0	0	0	0.523
cotJA	glnH	224308.BSU06890	224308.BSU27440	0	0	0	0	0.540	0	0	0	0.540
cotJA	gerR	224308.BSU06890	224308.BSU15090	0	0	0.444	0	0.257	0	0	0	0.569
cotJA	ytfJ	224308.BSU06890	224308.BSU29500	0	0	0	0	0.611	0	0	0	0.611
cotJA	spoIVA	224308.BSU06890	224308.BSU22800	0	0	0	0	0.502	0	0	0	0.502
cotJA	prkA	224308.BSU06890	224308.BSU08970	0	0	0	0	0.682	0	0	0	0.682
cotJA	spoIIID	224308.BSU06890	224308.BSU36420	0	0	0	0	0.685	0	0	0	0.685
cotJA	usd	224308.BSU06890	224308.BSU36430	0	0	0	0	0.705	0	0	0	0.705
cotJA	yhbB	224308.BSU06890	224308.BSU08920	0	0	0.456	0	0.244	0	0	0	0.571
cotJA	spoVID	224308.BSU06890	224308.BSU28110	0	0	0.343	0	0.502	0	0	0	0.658
cotJA	gerQ	224308.BSU06890	224308.BSU37920	0	0	0	0	0.729	0	0	0	0.729
cotJA	ysxE	224308.BSU06890	224308.BSU28100	0	0	0.388	0	0.718	0	0	0	0.820
cotJA	yheD	224308.BSU06890	224308.BSU09770	0	0	0.399	0	0.682	0	0	0	0.800
cotJA	cotJC	224308.BSU06890	224308.BSU06910	0.771	0	0.592	0	0.813	0.500	0	0	0.990
cotJA	cotJB	224308.BSU06890	224308.BSU06900	0.803	0	0.755	0	0.830	0	0	0	0.991
cotJB	spoIVB	224308.BSU06900	224308.BSU24230	0	0	0.297	0	0.186	0	0	0	0.403
cotJB	spoIIIAE	224308.BSU06900	224308.BSU24390	0	0	0.266	0	0.233	0	0	0	0.412
cotJB	spoIIIAG	224308.BSU06900	224308.BSU24370	0	0	0.197	0	0.301	0	0	0	0.414
cotJB	spoVAA	224308.BSU06900	224308.BSU23440	0	0	0.403	0	0.069	0	0	0	0.420
cotJB	gpr	224308.BSU06900	224308.BSU25540	0	0	0.415	0	0.062	0	0	0	0.427
cotJB	tepA	224308.BSU06900	224308.BSU16790	0	0	0.384	0	0.111	0	0	0	0.429
cotJB	spoVAEB	224308.BSU06900	224308.BSU23402	0	0	0.417	0	0.062	0	0	0	0.429
cotJB	spoVAB	224308.BSU06900	224308.BSU23430	0	0	0.427	0	0.155	0	0	0	0.495
cotJB	dacF	224308.BSU06900	224308.BSU23480	0	0	0	0	0.505	0	0	0	0.505
cotJB	ylaK	224308.BSU06900	224308.BSU14810	0	0	0	0	0.508	0	0	0	0.508
cotJB	ylmC	224308.BSU06900	224308.BSU15360	0	0	0.508	0	0	0	0	0	0.508
cotJB	spoIIAB	224308.BSU06900	224308.BSU23460	0	0	0.479	0	0.070	0	0	0	0.494
cotJB	glnH	224308.BSU06900	224308.BSU27440	0	0	0	0	0.524	0	0	0	0.524
cotJB	spoVAC	224308.BSU06900	224308.BSU23420	0	0	0.446	0	0.170	0	0	0	0.520
cotJB	spoIIGA	224308.BSU06900	224308.BSU15310	0	0	0.448	0	0.091	0	0	0	0.476
cotJB	spoVAD	224308.BSU06900	224308.BSU23410	0	0	0.524	0	0.119	0	0	0	0.562
cotJB	yhbB	224308.BSU06900	224308.BSU08920	0	0	0.321	0	0.166	0	0	0	0.409
cotJB	spoVR	224308.BSU06900	224308.BSU09400	0	0	0	0	0.619	0	0	0	0.619
cotJB	prkA	224308.BSU06900	224308.BSU08970	0	0	0	0	0.624	0	0	0	0.624
cotJB	spoVID	224308.BSU06900	224308.BSU28110	0	0	0	0	0.510	0	0	0	0.510
cotJB	ysxE	224308.BSU06900	224308.BSU28100	0	0	0	0	0.602	0	0	0	0.602
cotJB	usd	224308.BSU06900	224308.BSU36430	0	0	0	0	0.709	0	0	0	0.709
cotJB	yheD	224308.BSU06900	224308.BSU09770	0	0	0	0	0.619	0	0	0	0.619
cotJB	spoIVA	224308.BSU06900	224308.BSU22800	0	0	0.379	0	0.316	0	0	0	0.557
cotJB	spoIIID	224308.BSU06900	224308.BSU36420	0	0	0.266	0	0.733	0	0	0	0.796
cotJB	gerQ	224308.BSU06900	224308.BSU37920	0	0	0	0	0.730	0	0	0	0.730
cotJB	cotJC	224308.BSU06900	224308.BSU06910	0.771	0	0.774	0	0.924	0	0	0	0.995
cotJC	spoVAEB	224308.BSU06910	224308.BSU23402	0	0	0.479	0	0.049	0	0	0	0.483
cotJC	sigE	224308.BSU06910	224308.BSU15320	0	0	0.392	0	0.074	0	0	0	0.413
cotJC	cotO	224308.BSU06910	224308.BSU11730	0	0	0	0	0.510	0	0	0	0.510
cotJC	ylaK	224308.BSU06910	224308.BSU14810	0	0	0	0	0.514	0	0	0	0.514
cotJC	ytfJ	224308.BSU06910	224308.BSU29500	0	0	0	0	0.523	0	0	0	0.523
cotJC	yodS	224308.BSU06910	224308.BSU19730	0	0	0	0	0.528	0	0	0	0.528
cotJC	spoIIAB	224308.BSU06910	224308.BSU23460	0	0	0.533	0	0.056	0	0	0	0.540
cotJC	spoVAC	224308.BSU06910	224308.BSU23420	0	0	0.525	0	0.172	0	0	0	0.589
cotJC	glnH	224308.BSU06910	224308.BSU27440	0	0	0	0	0.599	0	0	0	0.599
cotJC	dacF	224308.BSU06910	224308.BSU23480	0	0	0.162	0	0.557	0	0	0	0.612
cotJC	prkA	224308.BSU06910	224308.BSU08970	0	0	0	0	0.620	0	0	0	0.620
cotJC	spoVAD	224308.BSU06910	224308.BSU23410	0	0	0.585	0	0.124	0	0	0	0.620
cotJC	spoVR	224308.BSU06910	224308.BSU09400	0	0	0	0	0.618	0	0	0	0.618
cotJC	usd	224308.BSU06910	224308.BSU36430	0	0	0	0	0.729	0	0	0	0.729
cotJC	spoVID	224308.BSU06910	224308.BSU28110	0	0	0	0	0.502	0	0	0	0.502
cotJC	yheD	224308.BSU06910	224308.BSU09770	0	0	0	0	0.619	0	0	0	0.619
cotJC	ysxE	224308.BSU06910	224308.BSU28100	0	0	0	0	0.643	0	0	0	0.643
cotJC	spoIIID	224308.BSU06910	224308.BSU36420	0	0	0.231	0	0.730	0	0	0	0.783
cotJC	spoIVA	224308.BSU06910	224308.BSU22800	0	0	0.428	0	0.429	0	0	0	0.659
cotJC	gerQ	224308.BSU06910	224308.BSU37920	0	0	0	0	0.730	0	0	0	0.730
cotO	prkA	224308.BSU11730	224308.BSU08970	0	0	0	0	0.621	0	0	0	0.621
cotO	spoVR	224308.BSU11730	224308.BSU09400	0	0	0	0	0.514	0	0	0	0.514
cotO	ysxE	224308.BSU11730	224308.BSU28100	0	0	0	0	0.502	0	0	0	0.502
cotO	spoIIIAH	224308.BSU11730	224308.BSU24360	0	0	0	0	0.502	0	0	0	0.502
cotO	ylaK	224308.BSU11730	224308.BSU14810	0	0	0	0	0.531	0	0	0	0.531
cotO	spoIIQ	224308.BSU11730	224308.BSU36550	0	0	0	0	0.539	0	0	0	0.539
cotO	gerR	224308.BSU11730	224308.BSU15090	0	0	0	0	0.583	0	0	0	0.583
cotO	spoVID	224308.BSU11730	224308.BSU28110	0	0	0	0	0.624	0	0	0	0.624
cotO	gerQ	224308.BSU11730	224308.BSU37920	0	0	0	0	0.625	0	0	0	0.625
cotO	spoIVA	224308.BSU11730	224308.BSU22800	0	0	0	0	0.687	0	0	0	0.687
cotT	gerPF	224308.BSU12090	224308.BSU10670	0	0	0	0	0.642	0	0	0	0.642
cotT	gerPE	224308.BSU12090	224308.BSU10680	0	0	0	0	0.619	0	0	0	0.619
cotT	yitA	224308.BSU12090	224308.BSU10920	0	0	0	0	0.623	0	0	0	0.623
cotT	cotZ	224308.BSU12090	224308.BSU11740	0	0	0	0	0.729	0	0	0	0.729
cotT	cotY	224308.BSU12090	224308.BSU11750	0	0	0	0	0.737	0	0	0	0.737
cotT	cotX	224308.BSU12090	224308.BSU11760	0	0	0	0	0.715	0	0	0	0.715
cotT	cotW	224308.BSU12090	224308.BSU11770	0	0	0	0	0.715	0	0	0	0.715
cotT	cotV	224308.BSU12090	224308.BSU11780	0	0	0	0	0.731	0	0	0	0.731
cotT	spoVIF	224308.BSU12090	224308.BSU11810	0	0	0	0	0.636	0	0	0	0.636
cotT	ylbD	224308.BSU12090	224308.BSU14970	0	0	0	0	0.403	0	0	0	0.402
cotT	spsB	224308.BSU12090	224308.BSU37900	0	0	0	0	0.502	0	0	0	0.502
cotT	yqfX	224308.BSU12090	224308.BSU25080	0	0	0	0	0.502	0	0	0	0.502
cotT	ytlA	224308.BSU12090	224308.BSU30595	0	0	0	0	0.605	0	0	0	0.605
cotT	yqfQ	224308.BSU12090	224308.BSU25150	0	0	0	0	0.623	0	0	0	0.623
cotT	spoVFB	224308.BSU12090	224308.BSU16740	0	0	0	0	0.632	0	0	0	0.632
cotT	ytcA	224308.BSU12090	224308.BSU30860	0	0	0	0	0.718	0	0	0	0.718
cotT	spoVFA	224308.BSU12090	224308.BSU16730	0	0	0	0	0.731	0	0	0	0.731
cotV	gerPF	224308.BSU11780	224308.BSU10670	0	0	0	0	0.502	0	0	0	0.502
cotV	gerPE	224308.BSU11780	224308.BSU10680	0	0	0	0	0.500	0	0	0	0.499
cotV	yitA	224308.BSU11780	224308.BSU10920	0	0	0	0	0.503	0	0	0	0.503
cotV	cotZ	224308.BSU11780	224308.BSU11740	0.234	0	0	0	0.733	0	0	0	0.786
cotV	cotY	224308.BSU11780	224308.BSU11750	0.321	0	0	0	0.902	0	0	0	0.930
cotV	cotX	224308.BSU11780	224308.BSU11760	0.484	0	0	0	0.931	0	0	0	0.962
cotV	cotW	224308.BSU11780	224308.BSU11770	0.666	0	0	0	0.918	0.500	0	0	0.985
cotV	spsE	224308.BSU11780	224308.BSU37870	0	0	0	0	0.501	0	0	0	0.501
cotV	yqfQ	224308.BSU11780	224308.BSU25150	0	0	0	0	0.605	0	0	0	0.605
cotV	ytcA	224308.BSU11780	224308.BSU30860	0	0	0	0	0.627	0	0	0	0.627
cotV	spoVFB	224308.BSU11780	224308.BSU16740	0	0	0	0	0.673	0	0	0	0.673
cotV	spsB	224308.BSU11780	224308.BSU37900	0	0	0	0	0.621	0	0	0	0.621
cotV	spoVFA	224308.BSU11780	224308.BSU16730	0	0	0	0	0.731	0	0	0	0.731
cotV	spoVIF	224308.BSU11780	224308.BSU11810	0.195	0	0	0	0.798	0	0	0	0.830
cotW	gerPF	224308.BSU11770	224308.BSU10670	0	0	0	0	0.501	0	0	0	0.501
cotW	gerPE	224308.BSU11770	224308.BSU10680	0	0	0	0	0.501	0	0	0	0.501
cotW	yitA	224308.BSU11770	224308.BSU10920	0	0	0	0	0.519	0	0	0	0.519
cotW	cotZ	224308.BSU11770	224308.BSU11740	0.256	0	0	0	0.733	0	0	0	0.792
cotW	cotY	224308.BSU11770	224308.BSU11750	0.360	0	0	0	0.906	0	0	0	0.937
cotW	cotX	224308.BSU11770	224308.BSU11760	0.559	0	0	0	0.943	0	0	0	0.973
cotW	spsE	224308.BSU11770	224308.BSU37870	0	0	0	0	0.467	0	0	0	0.467
cotW	yqfQ	224308.BSU11770	224308.BSU25150	0	0	0	0	0.601	0	0	0	0.601
cotW	ytcA	224308.BSU11770	224308.BSU30860	0	0	0	0	0.630	0	0	0	0.630
cotW	spsB	224308.BSU11770	224308.BSU37900	0	0	0	0	0.623	0	0	0	0.623
cotW	spoVFB	224308.BSU11770	224308.BSU16740	0	0	0	0	0.702	0	0	0	0.702
cotW	spoVFA	224308.BSU11770	224308.BSU16730	0	0	0	0	0.730	0	0	0	0.730
cotW	spoVIF	224308.BSU11770	224308.BSU11810	0.182	0	0	0	0.764	0	0	0	0.798
cotX	gerPF	224308.BSU11760	224308.BSU10670	0	0	0	0	0.508	0	0	0	0.508
cotX	yitA	224308.BSU11760	224308.BSU10920	0	0	0	0	0.525	0	0	0	0.525
cotX	cotZ	224308.BSU11760	224308.BSU11740	0.355	0	0	0	0.866	0	0	0	0.909
cotX	cotY	224308.BSU11760	224308.BSU11750	0.520	0	0	0	0.948	0	0	0	0.973
cotX	spsE	224308.BSU11760	224308.BSU37870	0	0	0	0	0.501	0	0	0	0.501
cotX	ytcA	224308.BSU11760	224308.BSU30860	0	0	0	0	0.630	0	0	0	0.630
cotX	yqfQ	224308.BSU11760	224308.BSU25150	0	0	0	0	0.609	0	0	0	0.609
cotX	spoVFB	224308.BSU11760	224308.BSU16740	0	0	0	0	0.625	0	0	0	0.625
cotX	spoVFA	224308.BSU11760	224308.BSU16730	0	0	0	0	0.727	0	0	0	0.727
cotX	spsB	224308.BSU11760	224308.BSU37900	0	0	0	0	0.621	0	0	0	0.621
cotX	spoVIF	224308.BSU11760	224308.BSU11810	0.164	0	0	0	0.913	0	0	0	0.924
cotY	gerPF	224308.BSU11750	224308.BSU10670	0	0	0	0	0.526	0	0	0	0.526
cotY	gerPE	224308.BSU11750	224308.BSU10680	0	0	0	0	0.502	0	0	0	0.502
cotY	yitA	224308.BSU11750	224308.BSU10920	0	0	0	0	0.620	0	0	0	0.620
cotY	cotZ	224308.BSU11750	224308.BSU11740	0.497	0	0	0.885	0.928	0.500	0	0	0.980
cotY	spsE	224308.BSU11750	224308.BSU37870	0	0	0	0	0.409	0	0	0	0.408
cotY	yqfX	224308.BSU11750	224308.BSU25080	0	0	0	0	0.501	0	0	0	0.501
cotY	yqfQ	224308.BSU11750	224308.BSU25150	0	0	0	0	0.619	0	0	0	0.619
cotY	spoVFB	224308.BSU11750	224308.BSU16740	0	0	0	0	0.684	0	0	0	0.684
cotY	ytcA	224308.BSU11750	224308.BSU30860	0	0	0	0	0.724	0	0	0	0.724
cotY	spoVFA	224308.BSU11750	224308.BSU16730	0	0	0	0	0.733	0	0	0	0.733
cotY	spsB	224308.BSU11750	224308.BSU37900	0	0	0	0	0.611	0	0	0	0.611
cotY	spoVIF	224308.BSU11750	224308.BSU11810	0.181	0	0	0	0.733	0	0	0	0.771
cotY	gerQ	224308.BSU11750	224308.BSU37920	0	0	0	0	0.532	0	0	0	0.532
cotZ	gerPF	224308.BSU11740	224308.BSU10670	0	0	0	0	0.533	0	0	0	0.533
cotZ	yitA	224308.BSU11740	224308.BSU10920	0	0	0	0	0.618	0	0	0	0.618
cotZ	yqfX	224308.BSU11740	224308.BSU25080	0	0	0	0	0.500	0	0	0	0.499
cotZ	yqfQ	224308.BSU11740	224308.BSU25150	0	0	0	0	0.525	0	0	0	0.525
cotZ	ytcA	224308.BSU11740	224308.BSU30860	0	0	0	0	0.642	0	0	0	0.642
cotZ	spsB	224308.BSU11740	224308.BSU37900	0	0	0	0	0.511	0	0	0	0.511
cotZ	spoVFB	224308.BSU11740	224308.BSU16740	0	0	0	0	0.694	0	0	0	0.694
cotZ	spoVFA	224308.BSU11740	224308.BSU16730	0	0	0	0	0.716	0	0	0	0.716
cotZ	spoVIF	224308.BSU11740	224308.BSU11810	0.174	0	0	0	0.733	0	0	0	0.770
cwlJ	fin	224308.BSU02600	224308.BSU00540	0	0	0.673	0	0	0	0	0	0.673
cwlJ	yabP	224308.BSU02600	224308.BSU00600	0	0	0.671	0	0	0	0	0	0.671
cwlJ	gerD	224308.BSU02600	224308.BSU01550	0	0	0.595	0	0.056	0	0	0	0.601
cwlJ	yfkR	224308.BSU02600	224308.BSU07780	0	0	0.403	0	0.090	0	0	0	0.433
cwlJ	yndD	224308.BSU02600	224308.BSU17750	0	0	0.422	0	0.070	0	0	0	0.439
cwlJ	ytfJ	224308.BSU02600	224308.BSU29500	0	0	0.339	0	0.171	0	0	0	0.428
cwlJ	gerM	224308.BSU02600	224308.BSU28380	0	0	0.397	0	0.057	0	0	0	0.407
cwlJ	yqfD	224308.BSU02600	224308.BSU25350	0	0	0.452	0	0	0	0	0	0.452
cwlJ	spoVFA	224308.BSU02600	224308.BSU16730	0	0	0.340	0	0.214	0	0	0	0.459
cwlJ	spoIIQ	224308.BSU02600	224308.BSU36550	0	0	0.452	0	0.047	0	0	0	0.455
cwlJ	spoVFB	224308.BSU02600	224308.BSU16740	0	0	0.290	0	0.374	0	0	0	0.536
cwlJ	spoIVFA	224308.BSU02600	224308.BSU27980	0	0	0.464	0	0.048	0	0	0	0.467
cwlJ	spoIVB	224308.BSU02600	224308.BSU24230	0	0	0.397	0	0.311	0	0	0	0.566
cwlJ	spoIIIAH	224308.BSU02600	224308.BSU24360	0	0	0.560	0	0.048	0	0	0	0.563
cwlJ	spoIIID	224308.BSU02600	224308.BSU36420	0	0	0.267	0	0.301	0	0	0	0.465
cwlJ	gpr	224308.BSU02600	224308.BSU25540	0	0	0.393	0	0.174	0	0	0	0.477
cwlJ	yhbB	224308.BSU02600	224308.BSU08920	0	0	0.524	0	0.164	0	0	0	0.585
cwlJ	spoVAD	224308.BSU02600	224308.BSU23410	0	0	0.354	0	0.189	0	0	0	0.453
cwlJ	spoVID	224308.BSU02600	224308.BSU28110	0	0	0.471	0	0.176	0	0	0	0.545
