Orthogroup	MHP_MHP653_genes	MHP_Ue273_genes
OG0000026	DR096_RS02025	VQY17_RS01735
OG0000027	DR096_RS04770	VQY17_RS03330
OG0000027	DR096_RS04540	VQY17_RS03350
OG0000028	DR096_RS01750	VQY17_RS02415
OG0000029	DR096_RS03330	VQY17_RS00610
OG0000030	DR096_RS04535	VQY17_RS03345
OG0000031	DR096_RS01370	VQY17_RS01635
OG0000032	DR096_RS04610	VQY17_RS01610
OG0000032	DR096_RS00860	VQY17_RS03340
OG0000033	DR096_RS01745	VQY17_RS02410
OG0000035	DR096_RS03635	VQY17_RS03170
OG0000036	DR096_RS02555	VQY17_RS00115
OG0000036	DR096_RS02535	VQY17_RS00130
OG0000037	DR096_RS04615	VQY17_RS01620
OG0000038	DR096_RS00005	VQY17_RS00500
OG0000039	DR096_RS01385	VQY17_RS01650, VQY17_RS01645
OG0000041	DR096_RS03595	VQY17_RS00670
OG0000042	DR096_RS00855	VQY17_RS02925, VQY17_RS02920
OG0000043	DR096_RS00455	VQY17_RS01990
OG0000044	DR096_RS04875	VQY17_RS01710
OG0000045	DR096_RS01390	VQY17_RS01655
OG0000046	DR096_RS04310	VQY17_RS03280
OG0000048	DR096_RS03530	VQY17_RS02180
OG0000049	DR096_RS00770	VQY17_RS03040
OG0000050	DR096_RS03020	VQY17_RS02445
OG0000051	DR096_RS02440	VQY17_RS02645
OG0000052	DR096_RS02830	VQY17_RS00075
OG0000053	DR096_RS04590	VQY17_RS01470
OG0000054	DR096_RS02995	VQY17_RS02470
OG0000055	DR096_RS02530	VQY17_RS00135
OG0000056	DR096_RS01045	VQY17_RS03535
OG0000057	DR096_RS01065	VQY17_RS02900, VQY17_RS02905
OG0000061	DR096_RS00405	VQY17_RS01930
OG0000062	DR096_RS01775	VQY17_RS03585
OG0000063	DR096_RS04645	VQY17_RS03580
OG0000064	DR096_RS01760	VQY17_RS03570
OG0000065	DR096_RS02855	VQY17_RS02255
OG0000066	DR096_RS01610	VQY17_RS01370
OG0000067	DR096_RS02595, DR096_RS03370	VQY17_RS00525
OG0000068	DR096_RS03280	VQY17_RS00645
OG0000069	DR096_RS01175	VQY17_RS02795
OG0000070	DR096_RS02990	VQY17_RS02475
OG0000071	DR096_RS03055	VQY17_RS03260
OG0000072	DR096_RS04730	VQY17_RS03265
OG0000073	DR096_RS02090	VQY17_RS00705
OG0000074	DR096_RS04705	VQY17_RS00910
OG0000075	DR096_RS00165	VQY17_RS00345
OG0000076	DR096_RS00150	VQY17_RS00360
OG0000077	DR096_RS00060	VQY17_RS00445
OG0000078	DR096_RS04150, DR096_RS02015	VQY17_RS01715
OG0000079	DR096_RS02960	VQY17_RS02550
OG0000080	DR096_RS04245	VQY17_RS02595
OG0000081	DR096_RS00170	VQY17_RS00340
OG0000082	DR096_RS01735	VQY17_RS02400
OG0000083	DR096_RS00560	VQY17_RS02095
OG0000084	DR096_RS00585	VQY17_RS02125
OG0000085	DR096_RS00590	VQY17_RS02135
OG0000086	DR096_RS00600	VQY17_RS02145
OG0000087	DR096_RS00615	VQY17_RS02160
OG0000088	DR096_RS00620	VQY17_RS02165
OG0000089	DR096_RS03525	VQY17_RS02175
OG0000090	DR096_RS02835	VQY17_RS00070
OG0000091	DR096_RS01865	VQY17_RS00055
OG0000092	DR096_RS01850	VQY17_RS00040
OG0000093	DR096_RS01845	VQY17_RS00035
OG0000094	DR096_RS01840	VQY17_RS00030
OG0000095	DR096_RS01815	VQY17_RS00005
OG0000096	DR096_RS01810	VQY17_RS03620
OG0000097	DR096_RS01790	VQY17_RS03600
OG0000098	DR096_RS01780	VQY17_RS03590
OG0000099	DR096_RS03485	VQY17_RS03540
OG0000100	DR096_RS01035	VQY17_RS03525
OG0000101	DR096_RS01030	VQY17_RS03520
OG0000102	DR096_RS02040	VQY17_RS01750
OG0000103	DR096_RS02890	VQY17_RS02220
OG0000104	DR096_RS02885	VQY17_RS02225
OG0000105	DR096_RS02870	VQY17_RS02240
OG0000106	DR096_RS02860	VQY17_RS02250
OG0000107	DR096_RS02850	VQY17_RS02260
OG0000108	DR096_RS02845	VQY17_RS02265
OG0000109	DR096_RS02840	VQY17_RS02270
OG0000110	DR096_RS01725	VQY17_RS02390
OG0000111	DR096_RS01720	VQY17_RS02385
OG0000112	DR096_RS01710	VQY17_RS02375
OG0000113	DR096_RS04785	VQY17_RS02355
OG0000114	DR096_RS03255	VQY17_RS02345
OG0000115	DR096_RS03245	VQY17_RS02335
OG0000116	DR096_RS01665	VQY17_RS01315
OG0000117	DR096_RS01660	VQY17_RS01320
OG0000118	DR096_RS01625	VQY17_RS01355
OG0000119	DR096_RS01620	VQY17_RS01360
OG0000120	DR096_RS01605	VQY17_RS01375
OG0000121	DR096_RS01580	VQY17_RS01405
OG0000122	DR096_RS01575	VQY17_RS01410
OG0000123	DR096_RS01555	VQY17_RS01430
OG0000124	DR096_RS01550	VQY17_RS01435
OG0000125	DR096_RS01545	VQY17_RS01440
OG0000126	DR096_RS01210	VQY17_RS01455
OG0000127	DR096_RS01220	VQY17_RS01460
OG0000128	DR096_RS01235	VQY17_RS01475
OG0000129	DR096_RS01240	VQY17_RS01480
OG0000130	DR096_RS01250	VQY17_RS01490
OG0000131	DR096_RS04595	VQY17_RS01520
OG0000132	DR096_RS04600	VQY17_RS01535
OG0000133	DR096_RS02600	VQY17_RS00530
OG0000134	DR096_RS02605	VQY17_RS00535
OG0000135	DR096_RS02620	VQY17_RS00550
OG0000136	DR096_RS02625	VQY17_RS00555
OG0000137	DR096_RS02665	VQY17_RS00595
OG0000138	DR096_RS03305	VQY17_RS00620
OG0000139	DR096_RS03275	VQY17_RS00650
OG0000140	DR096_RS03270	VQY17_RS00655
OG0000141	DR096_RS01055	VQY17_RS02915
OG0000142	DR096_RS04575	VQY17_RS02910
OG0000143	DR096_RS01085	VQY17_RS02885
OG0000144	DR096_RS01095	VQY17_RS02875
OG0000145	DR096_RS01105	VQY17_RS02865
OG0000146	DR096_RS01115	VQY17_RS02855
OG0000147	DR096_RS01120	VQY17_RS02850
OG0000148	DR096_RS01135	VQY17_RS02835
OG0000149	DR096_RS01145	VQY17_RS02825
OG0000150	DR096_RS01160	VQY17_RS02810
OG0000151	DR096_RS01530	VQY17_RS02760
OG0000152	DR096_RS01525	VQY17_RS02755
OG0000153	DR096_RS01520	VQY17_RS02750
OG0000154	DR096_RS01510	VQY17_RS02740
OG0000155	DR096_RS01470	VQY17_RS02705
OG0000156	DR096_RS01460	VQY17_RS02695
OG0000157	DR096_RS04635	VQY17_RS02690
OG0000158	DR096_RS04630	VQY17_RS02680
OG0000159	DR096_RS03005	VQY17_RS02460
OG0000160	DR096_RS03010	VQY17_RS02455
OG0000161	DR096_RS03015	VQY17_RS02450
OG0000162	DR096_RS03025	VQY17_RS02440
OG0000163	DR096_RS03030	VQY17_RS02435
OG0000164	DR096_RS01375	VQY17_RS01640
OG0000165	DR096_RS00480	VQY17_RS02015
OG0000166	DR096_RS00500	VQY17_RS02035
OG0000167	DR096_RS00515	VQY17_RS02050
OG0000168	DR096_RS00520	VQY17_RS02055
OG0000169	DR096_RS00775	VQY17_RS03035
OG0000170	DR096_RS00760	VQY17_RS03050
OG0000171	DR096_RS00750	VQY17_RS03060
OG0000172	DR096_RS00740	VQY17_RS03065
OG0000173	DR096_RS00735	VQY17_RS03070
OG0000174	DR096_RS00730	VQY17_RS03075
OG0000175	DR096_RS00715	VQY17_RS03090
OG0000176	DR096_RS00665	VQY17_RS03135
OG0000177	DR096_RS00660	VQY17_RS03140
OG0000178	DR096_RS00655	VQY17_RS03145
OG0000179	DR096_RS00645	VQY17_RS03155
OG0000180	DR096_RS00640	VQY17_RS03160
OG0000181	DR096_RS04745	VQY17_RS03210
OG0000182	DR096_RS03095	VQY17_RS03220
OG0000183	DR096_RS03060	VQY17_RS03255
OG0000184	DR096_RS03135	VQY17_RS03305
OG0000185	DR096_RS03120	VQY17_RS03290
OG0000186	DR096_RS04605	VQY17_RS01545
OG0000187	DR096_RS01320	VQY17_RS01560
OG0000188	DR096_RS01330	VQY17_RS01570
OG0000189	DR096_RS04750	VQY17_RS02305
OG0000190	DR096_RS03155	VQY17_RS02300
OG0000191	DR096_RS03175	VQY17_RS02280
OG0000192	DR096_RS02270	VQY17_RS01240
OG0000193	DR096_RS02285	VQY17_RS01230
OG0000194	DR096_RS02075	VQY17_RS00690
OG0000195	DR096_RS02080	VQY17_RS00695
OG0000196	DR096_RS02100	VQY17_RS00715
OG0000197	DR096_RS02105	VQY17_RS00720
OG0000198	DR096_RS02120	VQY17_RS00735
OG0000199	DR096_RS02125	VQY17_RS00740
OG0000200	DR096_RS02140	VQY17_RS00755
OG0000201	DR096_RS02150	VQY17_RS00765
OG0000202	DR096_RS02205	VQY17_RS00825
OG0000203	DR096_RS02215	VQY17_RS00830
OG0000204	DR096_RS04690	VQY17_RS00835
OG0000205	DR096_RS02315	VQY17_RS00840
OG0000206	DR096_RS02335	VQY17_RS00860
OG0000207	DR096_RS02350	VQY17_RS00875
OG0000208	DR096_RS02355	VQY17_RS00880
OG0000209	DR096_RS02360	VQY17_RS00885
OG0000210	DR096_RS02405	VQY17_RS00935
OG0000211	DR096_RS02680	VQY17_RS00970
OG0000212	DR096_RS02690	VQY17_RS00980
OG0000213	DR096_RS02695	VQY17_RS00985
OG0000214	DR096_RS02700	VQY17_RS00990
OG0000215	DR096_RS02705	VQY17_RS00995
OG0000216	DR096_RS02710	VQY17_RS01000
OG0000217	DR096_RS02715	VQY17_RS01005
OG0000218	DR096_RS02725	VQY17_RS01015
OG0000219	DR096_RS02730	VQY17_RS01020
OG0000220	DR096_RS02735	VQY17_RS01025
OG0000221	DR096_RS02740	VQY17_RS01030
OG0000222	DR096_RS02745	VQY17_RS01035
OG0000223	DR096_RS02750	VQY17_RS01040
OG0000224	DR096_RS02760	VQY17_RS01050
OG0000225	DR096_RS02770	VQY17_RS01060
OG0000226	DR096_RS02775	VQY17_RS01065
OG0000227	DR096_RS02780	VQY17_RS01070
OG0000228	DR096_RS04885	VQY17_RS01075
OG0000229	DR096_RS02790	VQY17_RS01080
OG0000230	DR096_RS02795	VQY17_RS01085
OG0000231	DR096_RS02805	VQY17_RS01095
OG0000232	DR096_RS02815	VQY17_RS01105
OG0000233	DR096_RS01885	VQY17_RS01125
OG0000234	DR096_RS01920	VQY17_RS01165
OG0000235	DR096_RS01930	VQY17_RS01175
OG0000236	DR096_RS01935	VQY17_RS01180
OG0000237	DR096_RS01940	VQY17_RS01185
OG0000238	DR096_RS01950	VQY17_RS01190
OG0000239	DR096_RS00850	VQY17_RS02930
OG0000240	DR096_RS00845	VQY17_RS02935
OG0000241	DR096_RS00835	VQY17_RS02945
OG0000242	DR096_RS00830	VQY17_RS02950
OG0000243	DR096_RS00825	VQY17_RS02955
OG0000244	DR096_RS00815	VQY17_RS02965
OG0000245	DR096_RS00805	VQY17_RS02970
OG0000246	DR096_RS02525	VQY17_RS00140
OG0000247	DR096_RS00365	VQY17_RS00150
OG0000248	DR096_RS00355	VQY17_RS00160
OG0000249	DR096_RS00350	VQY17_RS00165
OG0000250	DR096_RS00335	VQY17_RS00180
OG0000251	DR096_RS00300	VQY17_RS00210
OG0000252	DR096_RS00290	VQY17_RS00220
OG0000253	DR096_RS00285	VQY17_RS00225
OG0000254	DR096_RS00275	VQY17_RS00235
OG0000255	DR096_RS00265	VQY17_RS00245
OG0000256	DR096_RS00260	VQY17_RS00250
OG0000257	DR096_RS00235	VQY17_RS00275
OG0000258	DR096_RS00225	VQY17_RS00285
OG0000259	DR096_RS00195	VQY17_RS00315
OG0000260	DR096_RS00185	VQY17_RS00325
OG0000261	DR096_RS04485	VQY17_RS00335
OG0000262	DR096_RS00160	VQY17_RS00350
OG0000263	DR096_RS00145	VQY17_RS00365
OG0000264	DR096_RS00130	VQY17_RS00380
OG0000265	DR096_RS00120	VQY17_RS00390
OG0000266	DR096_RS00105	VQY17_RS00405
OG0000267	DR096_RS00090	VQY17_RS00420
OG0000268	DR096_RS00085	VQY17_RS00425
OG0000269	DR096_RS00070	VQY17_RS00440
OG0000270	DR096_RS04570	VQY17_RS03495
OG0000271	DR096_RS01000	VQY17_RS03490
OG0000272	DR096_RS00995	VQY17_RS03485
OG0000273	DR096_RS00990	VQY17_RS03480
OG0000274	DR096_RS00970	VQY17_RS03460
OG0000275	DR096_RS04560	VQY17_RS03455
OG0000276	DR096_RS00960	VQY17_RS03450
OG0000277	DR096_RS00950	VQY17_RS03435
OG0000278	DR096_RS00945	VQY17_RS03430
OG0000279	DR096_RS00935	VQY17_RS03420
OG0000280	DR096_RS00930	VQY17_RS03415
OG0000281	DR096_RS00925	VQY17_RS03410
OG0000282	DR096_RS04550	VQY17_RS03380
OG0000283	DR096_RS00895	VQY17_RS03375
OG0000284	DR096_RS00890	VQY17_RS03370
OG0000285	DR096_RS04545	VQY17_RS03365
OG0000286	DR096_RS03490	VQY17_RS02420
OG0000287	DR096_RS02920	VQY17_RS02510
OG0000288	DR096_RS02930	VQY17_RS02520
OG0000289	DR096_RS02935	VQY17_RS02525
OG0000290	DR096_RS02450	VQY17_RS02635
OG0000291	DR096_RS02460	VQY17_RS02625
OG0000292	DR096_RS02465	VQY17_RS02620
OG0000293	DR096_RS02470	VQY17_RS02615
OG0000294	DR096_RS02480	VQY17_RS02605
OG0000295	DR096_RS02485	VQY17_RS02600
OG0000296	DR096_RS02970	VQY17_RS02560
OG0000297	DR096_RS02965	VQY17_RS02555
OG0000298	DR096_RS00340	VQY17_RS00175
OG0000299	DR096_RS00315	VQY17_RS00195
OG0000300	DR096_RS00135	VQY17_RS00375
OG0000301	DR096_RS00100	VQY17_RS00410
OG0000302	DR096_RS00095	VQY17_RS00415
OG0000303	DR096_RS02630	VQY17_RS00560
OG0000304	DR096_RS02820	VQY17_RS01110
OG0000305	DR096_RS01110	VQY17_RS02860
OG0000306	DR096_RS01185	VQY17_RS02785
OG0000307	DR096_RS01515	VQY17_RS02745
OG0000308	DR096_RS02430	VQY17_RS02655
OG0000309	DR096_RS02495	VQY17_RS02590
OG0000310	DR096_RS02925	VQY17_RS02515
OG0000311	DR096_RS02985	VQY17_RS02480
OG0000312	DR096_RS03000	VQY17_RS02465
OG0000313	DR096_RS01365	VQY17_RS01630
OG0000314	DR096_RS00495	VQY17_RS02030
OG0000315	DR096_RS00525	VQY17_RS02060
OG0000316	DR096_RS00535	VQY17_RS02070
OG0000317	DR096_RS00625	VQY17_RS02170
OG0000318	DR096_RS04510	VQY17_RS02075
OG0000319	DR096_RS02875	VQY17_RS02235
OG0000320	DR096_RS01700	VQY17_RS02365
OG0000321	DR096_RS01630	VQY17_RS01350
OG0000322	DR096_RS01585	VQY17_RS01400
OG0000323	DR096_RS01290	VQY17_RS01530
OG0000324	DR096_RS03180	VQY17_RS02275
OG0000325	DR096_RS02085	VQY17_RS00700
OG0000326	DR096_RS02180	VQY17_RS00800
OG0000327	DR096_RS02185	VQY17_RS00805
OG0000328	DR096_RS02365	VQY17_RS00890
OG0000329	DR096_RS02385	VQY17_RS00915
OG0000330	DR096_RS01895	VQY17_RS01135
OG0000331	DR096_RS00820	VQY17_RS02960
OG0000332	DR096_RS00705	VQY17_RS03100
OG0000333	DR096_RS00695	VQY17_RS03110
OG0000334	DR096_RS03100	VQY17_RS03215
OG0000335	DR096_RS04740	VQY17_RS03225
OG0000336	DR096_RS04555	VQY17_RS03400
OG0000337	DR096_RS01765	VQY17_RS03575
OG0000338	DR096_RS01805	VQY17_RS03615
OG0000339	DR096_RS03250	VQY17_RS02340
OG0000340	DR096_RS01650	VQY17_RS01330
OG0000341	DR096_RS03160	VQY17_RS02295
OG0000342	DR096_RS02115	VQY17_RS00730
OG0000343	DR096_RS00685	VQY17_RS03120
OG0000344	DR096_RS02645	VQY17_RS00575
OG0000345	DR096_RS02765	VQY17_RS01055
OG0000346	DR096_RS04835	VQY17_RS03405
OG0000347	DR096_RS01560	VQY17_RS01425
OG0000348	DR096_RS02190	VQY17_RS00810
OG0000349	DR096_RS04565	VQY17_RS03470
OG0000350	DR096_RS01505	VQY17_RS02735
OG0000351	DR096_RS00010	VQY17_RS00495
OG0000352	DR096_RS00475	VQY17_RS02010
OG0000353	DR096_RS01590	VQY17_RS01390
OG0000354	DR096_RS03290	VQY17_RS00635
OG0000355	DR096_RS04500	VQY17_RS01985
OG0000356	DR096_RS04505	VQY17_RS02065
OG0000357	DR096_RS04530	VQY17_RS03080
OG0000358	DR096_RS00720	VQY17_RS03085
OG0000359	DR096_RS04670	VQY17_RS00780
OG0000360	DR096_RS00230	VQY17_RS00280
OG0000361	DR096_RS00200	VQY17_RS00310
OG0000362	DR096_RS02945	VQY17_RS02535
OG0000363	DR096_RS01225	VQY17_RS01465
OG0000365	DR096_RS00575	VQY17_RS02110
OG0000366	DR096_RS00595	VQY17_RS02140
OG0000367	DR096_RS00605	VQY17_RS02150
OG0000368	DR096_RS01870	VQY17_RS00060
OG0000369	DR096_RS04650	VQY17_RS00025
OG0000370	DR096_RS01830	VQY17_RS00020
OG0000371	DR096_RS01825	VQY17_RS00015
OG0000372	DR096_RS01820	VQY17_RS00010
OG0000373	DR096_RS01795	VQY17_RS03605
OG0000374	DR096_RS01785	VQY17_RS03595
OG0000375	DR096_RS02880	VQY17_RS02230
OG0000376	DR096_RS01715	VQY17_RS02380
OG0000377	DR096_RS01705	VQY17_RS02370
OG0000378	DR096_RS01670	VQY17_RS01310
OG0000379	DR096_RS01595	VQY17_RS01385
OG0000380	DR096_RS01570	VQY17_RS01415
OG0000382	DR096_RS01245	VQY17_RS01485
OG0000383	DR096_RS01285	VQY17_RS01525
OG0000384	DR096_RS03380	VQY17_RS00515
OG0000385	DR096_RS03375	VQY17_RS00520
OG0000386	DR096_RS02610	VQY17_RS00540
OG0000387	DR096_RS02635	VQY17_RS00565
OG0000388	DR096_RS04725	VQY17_RS00570
OG0000389	DR096_RS03310	VQY17_RS00615
OG0000390	DR096_RS01090	VQY17_RS02880
OG0000391	DR096_RS01100	VQY17_RS02870
OG0000392	DR096_RS01125	VQY17_RS02845
OG0000393	DR096_RS04585	VQY17_RS02790
OG0000394	DR096_RS01480	VQY17_RS02715
OG0000395	DR096_RS01475	VQY17_RS02710
OG0000396	DR096_RS03045	VQY17_RS02425
OG0000397	DR096_RS00460	VQY17_RS01995
OG0000398	DR096_RS00465	VQY17_RS02000
OG0000399	DR096_RS00510	VQY17_RS02045
OG0000400	DR096_RS00765	VQY17_RS03045
OG0000401	DR096_RS00700	VQY17_RS03105
OG0000402	DR096_RS00690	VQY17_RS03115
OG0000403	DR096_RS00680	VQY17_RS03125
OG0000404	DR096_RS00650	VQY17_RS03150
OG0000405	DR096_RS00635	VQY17_RS03165
OG0000406	DR096_RS03085	VQY17_RS03230
OG0000407	DR096_RS04735	VQY17_RS03235
OG0000408	DR096_RS03075	VQY17_RS03240
OG0000409	DR096_RS03070	VQY17_RS03245
OG0000410	DR096_RS03140	VQY17_RS03310
OG0000411	DR096_RS03130	VQY17_RS03300
OG0000412	DR096_RS03125	VQY17_RS03295
OG0000413	DR096_RS01300	VQY17_RS01540
OG0000414	DR096_RS01310	VQY17_RS01550
OG0000415	DR096_RS01315	VQY17_RS01555
OG0000416	DR096_RS01325	VQY17_RS01565
OG0000417	DR096_RS03165	VQY17_RS02290
OG0000418	DR096_RS03170	VQY17_RS02285
OG0000419	DR096_RS02095	VQY17_RS00710
OG0000420	DR096_RS02130	VQY17_RS00745
OG0000421	DR096_RS02165	VQY17_RS00785
OG0000422	DR096_RS02175	VQY17_RS00795
OG0000423	DR096_RS02325	VQY17_RS00850
OG0000424	DR096_RS02330	VQY17_RS00855
OG0000425	DR096_RS02340	VQY17_RS00865
OG0000426	DR096_RS04695	VQY17_RS00870
OG0000427	DR096_RS04700	VQY17_RS00900
OG0000428	DR096_RS02395	VQY17_RS00925
OG0000429	DR096_RS02755	VQY17_RS01045
OG0000430	DR096_RS02800	VQY17_RS01090
OG0000431	DR096_RS02810	VQY17_RS01100
OG0000432	DR096_RS01890	VQY17_RS01130
OG0000433	DR096_RS01905	VQY17_RS01145
OG0000434	DR096_RS01910	VQY17_RS01150
OG0000435	DR096_RS01925	VQY17_RS01170
OG0000436	DR096_RS01955	VQY17_RS01195
OG0000438	DR096_RS01970	VQY17_RS01210
OG0000439	DR096_RS01975	VQY17_RS01215
OG0000440	DR096_RS00840	VQY17_RS02940
OG0000441	DR096_RS00800	VQY17_RS02975
OG0000442	DR096_RS02520	VQY17_RS00145
OG0000443	DR096_RS00320	VQY17_RS00190
OG0000444	DR096_RS00305	VQY17_RS00205
OG0000445	DR096_RS00280	VQY17_RS00230
OG0000446	DR096_RS00250	VQY17_RS00260
OG0000447	DR096_RS00245	VQY17_RS00265
OG0000448	DR096_RS00215	VQY17_RS00295
OG0000449	DR096_RS00190	VQY17_RS00320
OG0000450	DR096_RS00180	VQY17_RS00330
OG0000451	DR096_RS00140	VQY17_RS00370
OG0000452	DR096_RS03845	VQY17_RS00395
OG0000453	DR096_RS00080	VQY17_RS00430
OG0000455	DR096_RS01025	VQY17_RS03515
OG0000456	DR096_RS00905	VQY17_RS03390
OG0000458	DR096_RS02915	VQY17_RS02505
OG0000459	DR096_RS02940	VQY17_RS02530
OG0000460	DR096_RS02950	VQY17_RS02540
OG0000461	DR096_RS02500	VQY17_RS02585
OG0000462	DR096_RS02505	VQY17_RS02580
OG0000463	DR096_RS02510	VQY17_RS02575
OG0000464	DR096_RS02980	VQY17_RS02570
OG0000465	DR096_RS02975	VQY17_RS02565
OG0000466	DR096_RS00110	VQY17_RS00400
OG0000467	DR096_RS04620	VQY17_RS02665
OG0000468	DR096_RS00505	VQY17_RS02040
OG0000469	DR096_RS00565	VQY17_RS02100
OG0000470	DR096_RS03815	VQY17_RS00845
OG0000471	DR096_RS02400	VQY17_RS00930
OG0000472	DR096_RS03190	VQY17_RS03320
OG0000473	DR096_RS01010	VQY17_RS03500
OG0000474	DR096_RS01015	VQY17_RS03505
OG0000475	DR096_RS01020	VQY17_RS03510
OG0000476	DR096_RS01335	VQY17_RS01575
OG0000477	DR096_RS02475	VQY17_RS02610
OG0000478	DR096_RS00955	VQY17_RS03445
OG0000479	DR096_RS01635	VQY17_RS01345
OG0000480	DR096_RS03790	VQY17_RS02105
OG0000481	DR096_RS02200	VQY17_RS00820
OG0000482	DR096_RS02280	VQY17_RS01235
OG0000483	DR096_RS00610	VQY17_RS02155
OG0000484	DR096_RS04490	VQY17_RS00200
OG0000485	DR096_RS01960	VQY17_RS01205
OG0000486	DR096_RS03145	VQY17_RS02310
OG0000487	DR096_RS04515	VQY17_RS02080
OG0000488	DR096_RS00580	VQY17_RS02120
OG0000489	DR096_RS01860	VQY17_RS00050
OG0000490	DR096_RS01800	VQY17_RS03610
OG0000491	DR096_RS01615	VQY17_RS01365
OG0000492	DR096_RS01540	VQY17_RS01445
OG0000493	DR096_RS02650	VQY17_RS00580
OG0000494	DR096_RS03285	VQY17_RS00640
OG0000495	DR096_RS01155	VQY17_RS02815
OG0000496	DR096_RS01165	VQY17_RS02805
OG0000497	DR096_RS01170	VQY17_RS02800
OG0000498	DR096_RS01485	VQY17_RS02720
OG0000499	DR096_RS01450	VQY17_RS02685
OG0000500	DR096_RS00470	VQY17_RS02005
OG0000501	DR096_RS00755	VQY17_RS03055
OG0000502	DR096_RS02290	VQY17_RS01225
OG0000503	DR096_RS02145	VQY17_RS00760
OG0000504	DR096_RS02375	VQY17_RS00905
OG0000505	DR096_RS02675	VQY17_RS00965
OG0000506	DR096_RS02685	VQY17_RS00975
OG0000507	DR096_RS02720	VQY17_RS01010
OG0000508	DR096_RS00255	VQY17_RS00255
OG0000509	DR096_RS00220	VQY17_RS00290
OG0000510	DR096_RS00210	VQY17_RS00305
OG0000511	DR096_RS00075	VQY17_RS00435
OG0000512	DR096_RS02955	VQY17_RS02545
OG0000513	DR096_RS00940	VQY17_RS03425
OG0000514	DR096_RS01130	VQY17_RS02840
OG0000516	DR096_RS04520	VQY17_RS02085
OG0000517	DR096_RS01880	VQY17_RS00065
OG0000518	DR096_RS00710	VQY17_RS03095
OG0000519	DR096_RS02170	VQY17_RS00790
OG0000520	DR096_RS02390	VQY17_RS00920
OG0000521	DR096_RS00240	VQY17_RS00270
OG0000523	DR096_RS00875	VQY17_RS03360
OG0000524	DR096_RS01420	VQY17_RS02660
OG0000525	DR096_RS04760	VQY17_RS03325
OG0000526	DR096_RS03880	VQY17_RS01905
OG0000527	DR096_RS03455	VQY17_RS01825
OG0000528	DR096_RS00555	VQY17_RS02090
OG0000529	DR096_RS02865	VQY17_RS02245
OG0000530	DR096_RS03260	VQY17_RS02350
OG0000531	DR096_RS01565	VQY17_RS01420
OG0000532	DR096_RS01395	VQY17_RS01660
OG0000533	DR096_RS03320	VQY17_RS00600
OG0000534	DR096_RS00125	VQY17_RS00385
OG0000535	DR096_RS04655	VQY17_RS00045
OG0000537	DR096_RS02110	VQY17_RS00725
OG0000538	DR096_RS01915	VQY17_RS01160
OG0000539	DR096_RS00295	VQY17_RS00215
OG0000540	DR096_RS02455	VQY17_RS02630
OG0000541	DR096_RS01465	VQY17_RS02700
OG0000542	DR096_RS00155	VQY17_RS00355
OG0000543	DR096_RS03760	VQY17_RS01675, VQY17_RS01600
OG0000544	DR096_RS04680	VQY17_RS01275
OG0000545	DR096_RS03395	VQY17_RS01895
