Orthogroup	MHP_MHP653_genes	MHP_168L_genes
OG0000062	DR096_RS01775	MHP168L_RS03630
OG0000063	DR096_RS04645	MHP168L_RS03625
OG0000064	DR096_RS01760	MHP168L_RS03615
OG0000065	DR096_RS02855	MHP168L_RS04005, MHP168L_RS04000
OG0000066	DR096_RS01610	MHP168L_RS01445
OG0000067	DR096_RS03370	MHP168L_RS00510
OG0000068	DR096_RS03280	MHP168L_RS04135
OG0000069	DR096_RS01175	MHP168L_RS02845
OG0000070	DR096_RS02990	MHP168L_RS02505
OG0000071	DR096_RS03055	MHP168L_RS03265
OG0000072	DR096_RS04730	MHP168L_RS03270
OG0000073	DR096_RS02090	MHP168L_RS00955
OG0000074	DR096_RS04705	MHP168L_RS00765
OG0000075	DR096_RS00165	MHP168L_RS00320
OG0000077	DR096_RS00060	MHP168L_RS00425
OG0000078	DR096_RS02015	MHP168L_RS01760
OG0000079	DR096_RS02960	MHP168L_RS02590
OG0000080	DR096_RS04245	MHP168L_RS03895
OG0000081	DR096_RS00170	MHP168L_RS00315
OG0000082	DR096_RS01735	MHP168L_RS04020
OG0000083	DR096_RS00560	MHP168L_RS02110
OG0000084	DR096_RS00585	MHP168L_RS02265
OG0000085	DR096_RS00590	MHP168L_RS02260
OG0000086	DR096_RS00600	MHP168L_RS02250
OG0000087	DR096_RS00615	MHP168L_RS02235
OG0000088	DR096_RS00620	MHP168L_RS02230
OG0000089	DR096_RS03525	MHP168L_RS02215
OG0000090	DR096_RS02835	MHP168L_RS00070
OG0000091	DR096_RS01865	MHP168L_RS00055
OG0000092	DR096_RS01850	MHP168L_RS00040
OG0000093	DR096_RS01845	MHP168L_RS00035
OG0000094	DR096_RS01840	MHP168L_RS00030
OG0000095	DR096_RS01815	MHP168L_RS00005
OG0000096	DR096_RS01810	MHP168L_RS03665
OG0000097	DR096_RS01790	MHP168L_RS03645
OG0000098	DR096_RS01780	MHP168L_RS03635
OG0000099	DR096_RS03485	MHP168L_RS03520
OG0000100	DR096_RS01035	MHP168L_RS03505
OG0000101	DR096_RS01030	MHP168L_RS03500
OG0000102	DR096_RS02040	MHP168L_RS01735
OG0000103	DR096_RS02890	MHP168L_RS02175
OG0000104	DR096_RS02885	MHP168L_RS02170
OG0000105	DR096_RS02870	MHP168L_RS02155
OG0000106	DR096_RS02860	MHP168L_RS02145
OG0000107	DR096_RS02850	MHP168L_RS02135
OG0000108	DR096_RS02845	MHP168L_RS02130
OG0000109	DR096_RS02840	MHP168L_RS02125
OG0000110	DR096_RS01725	MHP168L_RS02410
OG0000111	DR096_RS01720	MHP168L_RS02405
OG0000112	DR096_RS01710	MHP168L_RS02395
OG0000113	DR096_RS04785	MHP168L_RS02375
OG0000114	DR096_RS03255	MHP168L_RS02365
OG0000115	DR096_RS03245	MHP168L_RS02350
OG0000116	DR096_RS01665	MHP168L_RS01385
OG0000117	DR096_RS01660	MHP168L_RS01390
OG0000118	DR096_RS01625	MHP168L_RS01430
OG0000119	DR096_RS01620	MHP168L_RS01435
OG0000120	DR096_RS01605	MHP168L_RS01450
OG0000121	DR096_RS01580	MHP168L_RS01475
OG0000122	DR096_RS01575	MHP168L_RS01480
OG0000123	DR096_RS01555	MHP168L_RS01500
OG0000124	DR096_RS01550	MHP168L_RS01505
OG0000125	DR096_RS01545	MHP168L_RS01510
OG0000126	DR096_RS01210	MHP168L_RS01520
OG0000127	DR096_RS01220	MHP168L_RS01530
OG0000128	DR096_RS01235	MHP168L_RS01545
OG0000129	DR096_RS01240	MHP168L_RS01550
OG0000130	DR096_RS01250	MHP168L_RS01560
OG0000131	DR096_RS04595	MHP168L_RS01590
OG0000132	DR096_RS04600	MHP168L_RS01605
OG0000133	DR096_RS02600	MHP168L_RS00515
OG0000134	DR096_RS02605	MHP168L_RS00520
OG0000135	DR096_RS02620	MHP168L_RS00535
OG0000136	DR096_RS02625	MHP168L_RS00540
OG0000137	DR096_RS02665	MHP168L_RS00575
OG0000138	DR096_RS03305	MHP168L_RS01030
OG0000139	DR096_RS03275	MHP168L_RS01005
OG0000140	DR096_RS03270	MHP168L_RS01000
OG0000141	DR096_RS01055	MHP168L_RS02965
OG0000142	DR096_RS04575	MHP168L_RS02960
OG0000143	DR096_RS01085	MHP168L_RS02935
OG0000144	DR096_RS01095	MHP168L_RS02925
OG0000145	DR096_RS01105	MHP168L_RS02915
OG0000146	DR096_RS01115	MHP168L_RS02905
OG0000147	DR096_RS01120	MHP168L_RS02900
OG0000148	DR096_RS01135	MHP168L_RS02885
OG0000149	DR096_RS01145	MHP168L_RS02875
OG0000150	DR096_RS01160	MHP168L_RS02860
OG0000151	DR096_RS01530	MHP168L_RS02815
OG0000152	DR096_RS01525	MHP168L_RS02810
OG0000153	DR096_RS01520	MHP168L_RS02805
OG0000154	DR096_RS01510	MHP168L_RS02795
OG0000155	DR096_RS01470	MHP168L_RS02755
OG0000156	DR096_RS01460	MHP168L_RS02745
OG0000157	DR096_RS04635	MHP168L_RS02740
OG0000158	DR096_RS04630	MHP168L_RS04120
OG0000159	DR096_RS03005	MHP168L_RS04145
OG0000160	DR096_RS03010	MHP168L_RS02485
OG0000161	DR096_RS03015	MHP168L_RS02480
OG0000162	DR096_RS03025	MHP168L_RS02470
OG0000163	DR096_RS03030	MHP168L_RS02465
OG0000164	DR096_RS01375	MHP168L_RS01825
OG0000165	DR096_RS00480	MHP168L_RS02030
OG0000166	DR096_RS00500	MHP168L_RS02050
OG0000167	DR096_RS00515	MHP168L_RS02065
OG0000168	DR096_RS00520	MHP168L_RS02070
OG0000169	DR096_RS00775	MHP168L_RS03045
OG0000170	DR096_RS00760	MHP168L_RS03060
OG0000171	DR096_RS00750	MHP168L_RS03070
OG0000172	DR096_RS00740	MHP168L_RS03075
OG0000173	DR096_RS00735	MHP168L_RS03080
OG0000174	DR096_RS00730	MHP168L_RS03085
OG0000175	DR096_RS00715	MHP168L_RS03100
OG0000176	DR096_RS00665	MHP168L_RS03150
OG0000177	DR096_RS00660	MHP168L_RS03155
OG0000178	DR096_RS00655	MHP168L_RS03160
OG0000179	DR096_RS00645	MHP168L_RS03170
OG0000180	DR096_RS00640	MHP168L_RS03175
OG0000181	DR096_RS04745	MHP168L_RS03215
OG0000182	DR096_RS03095	MHP168L_RS03225
OG0000183	DR096_RS03060	MHP168L_RS03260
OG0000184	DR096_RS03135	MHP168L_RS03300
OG0000185	DR096_RS03120	MHP168L_RS03285
OG0000186	DR096_RS04605	MHP168L_RS01615
OG0000187	DR096_RS01320	MHP168L_RS01630
OG0000188	DR096_RS01330	MHP168L_RS01640
OG0000189	DR096_RS04750	MHP168L_RS02320
OG0000190	DR096_RS03155	MHP168L_RS02315
OG0000191	DR096_RS03175	MHP168L_RS02295
OG0000192	DR096_RS02270	MHP168L_RS01300
OG0000193	DR096_RS02285	MHP168L_RS01290
OG0000194	DR096_RS02075	MHP168L_RS00970
OG0000195	DR096_RS02080	MHP168L_RS00965
OG0000196	DR096_RS02100	MHP168L_RS00945
OG0000197	DR096_RS02105	MHP168L_RS00940
OG0000198	DR096_RS02120	MHP168L_RS00925
OG0000199	DR096_RS02125	MHP168L_RS00920
OG0000200	DR096_RS02140	MHP168L_RS00910
OG0000201	DR096_RS02150	MHP168L_RS00900
OG0000202	DR096_RS02205	MHP168L_RS00845
OG0000203	DR096_RS02215	MHP168L_RS00840
OG0000204	DR096_RS04690	MHP168L_RS00835
OG0000205	DR096_RS02315	MHP168L_RS00830
OG0000206	DR096_RS02335	MHP168L_RS00810
OG0000207	DR096_RS02350	MHP168L_RS00795
OG0000208	DR096_RS02355	MHP168L_RS00790
OG0000209	DR096_RS02360	MHP168L_RS00785
OG0000210	DR096_RS02405	MHP168L_RS00735
OG0000211	DR096_RS02680	MHP168L_RS00720
OG0000212	DR096_RS02690	MHP168L_RS00710
OG0000213	DR096_RS02695	MHP168L_RS03705
OG0000214	DR096_RS02700	MHP168L_RS00705
OG0000215	DR096_RS02705	MHP168L_RS00700
OG0000216	DR096_RS02710	MHP168L_RS00695
OG0000217	DR096_RS02715	MHP168L_RS00690
OG0000218	DR096_RS02725	MHP168L_RS00680
OG0000219	DR096_RS02730	MHP168L_RS00675
OG0000220	DR096_RS02735	MHP168L_RS00670
OG0000221	DR096_RS02740	MHP168L_RS00665
OG0000222	DR096_RS02745	MHP168L_RS00660
OG0000223	DR096_RS02750	MHP168L_RS00655
OG0000224	DR096_RS02760	MHP168L_RS00645
OG0000225	DR096_RS02770	MHP168L_RS00635
OG0000226	DR096_RS02775	MHP168L_RS00630
OG0000227	DR096_RS02780	MHP168L_RS00625
OG0000228	DR096_RS04885	MHP168L_RS04125
OG0000229	DR096_RS02790	MHP168L_RS00615
OG0000230	DR096_RS02795	MHP168L_RS00610
OG0000231	DR096_RS02805	MHP168L_RS00600
OG0000232	DR096_RS02815	MHP168L_RS00590
OG0000233	DR096_RS01885	MHP168L_RS01075
OG0000234	DR096_RS01920	MHP168L_RS01110
OG0000235	DR096_RS01930	MHP168L_RS01120
OG0000236	DR096_RS01935	MHP168L_RS01125
OG0000237	DR096_RS01940	MHP168L_RS01130
OG0000238	DR096_RS01950	MHP168L_RS01140
OG0000239	DR096_RS00850	MHP168L_RS02975
OG0000240	DR096_RS00845	MHP168L_RS02980
OG0000241	DR096_RS00835	MHP168L_RS02990
OG0000242	DR096_RS00830	MHP168L_RS02995
OG0000243	DR096_RS00825	MHP168L_RS03000
OG0000244	DR096_RS00815	MHP168L_RS03010
OG0000245	DR096_RS00805	MHP168L_RS03020
OG0000246	DR096_RS02525	MHP168L_RS00120
OG0000247	DR096_RS00365	MHP168L_RS00130
OG0000248	DR096_RS00355	MHP168L_RS00140
OG0000249	DR096_RS00350	MHP168L_RS00145
OG0000250	DR096_RS00335	MHP168L_RS00160
OG0000251	DR096_RS00300	MHP168L_RS00185
OG0000252	DR096_RS00290	MHP168L_RS00195
OG0000253	DR096_RS00285	MHP168L_RS00200
OG0000254	DR096_RS00275	MHP168L_RS00210
OG0000255	DR096_RS00265	MHP168L_RS00220
OG0000256	DR096_RS00260	MHP168L_RS00225
OG0000257	DR096_RS00235	MHP168L_RS00250
OG0000258	DR096_RS00225	MHP168L_RS00260
OG0000259	DR096_RS00195	MHP168L_RS00290
OG0000260	DR096_RS00185	MHP168L_RS00300
OG0000261	DR096_RS04485	MHP168L_RS00310
OG0000262	DR096_RS00160	MHP168L_RS00325
OG0000263	DR096_RS00145	MHP168L_RS00340
OG0000264	DR096_RS00130	MHP168L_RS00355
OG0000265	DR096_RS00120	MHP168L_RS00365
OG0000266	DR096_RS00105	MHP168L_RS00380
OG0000267	DR096_RS00090	MHP168L_RS00395
OG0000268	DR096_RS00085	MHP168L_RS00400
OG0000269	DR096_RS00070	MHP168L_RS00415
OG0000270	DR096_RS04570	MHP168L_RS03475
OG0000271	DR096_RS01000	MHP168L_RS03470
OG0000272	DR096_RS00995	MHP168L_RS03465
OG0000273	DR096_RS00990	MHP168L_RS03460
OG0000274	DR096_RS00970	MHP168L_RS03440
OG0000275	DR096_RS04560	MHP168L_RS03435
OG0000276	DR096_RS00960	MHP168L_RS03430
OG0000277	DR096_RS00950	MHP168L_RS03420
OG0000278	DR096_RS00945	MHP168L_RS03415
OG0000279	DR096_RS00935	MHP168L_RS03405
OG0000280	DR096_RS00930	MHP168L_RS03400
OG0000281	DR096_RS00925	MHP168L_RS03780
OG0000282	DR096_RS04550	MHP168L_RS03375
OG0000283	DR096_RS00895	MHP168L_RS03370
OG0000284	DR096_RS00890	MHP168L_RS03365
OG0000285	DR096_RS04545	MHP168L_RS03360
OG0000286	DR096_RS03490	MHP168L_RS02450
OG0000287	DR096_RS02920	MHP168L_RS02550
OG0000288	DR096_RS02930	MHP168L_RS02560
OG0000289	DR096_RS02935	MHP168L_RS02565
OG0000290	DR096_RS02450	MHP168L_RS02675
OG0000291	DR096_RS02460	MHP168L_RS02665
OG0000292	DR096_RS02465	MHP168L_RS02660
OG0000293	DR096_RS02470	MHP168L_RS02655
OG0000294	DR096_RS02480	MHP168L_RS02645
OG0000295	DR096_RS02485	MHP168L_RS02640
OG0000296	DR096_RS02970	MHP168L_RS02600
OG0000297	DR096_RS02965	MHP168L_RS02595
OG0000298	DR096_RS00340	MHP168L_RS00155
OG0000299	DR096_RS00315	MHP168L_RS03690
OG0000300	DR096_RS00135	MHP168L_RS00350
OG0000301	DR096_RS00100	MHP168L_RS00385
OG0000302	DR096_RS00095	MHP168L_RS00390
OG0000303	DR096_RS02630	MHP168L_RS00545
OG0000304	DR096_RS02820	MHP168L_RS00585
OG0000305	DR096_RS01110	MHP168L_RS02910
OG0000306	DR096_RS01185	MHP168L_RS02835
OG0000307	DR096_RS01515	MHP168L_RS02800
OG0000308	DR096_RS02430	MHP168L_RS02700
OG0000309	DR096_RS02495	MHP168L_RS02630
OG0000310	DR096_RS02925	MHP168L_RS02555
OG0000311	DR096_RS02985	MHP168L_RS02510
OG0000312	DR096_RS03000	MHP168L_RS02495
OG0000313	DR096_RS01365	MHP168L_RS01835
OG0000314	DR096_RS00495	MHP168L_RS02045
OG0000315	DR096_RS00525	MHP168L_RS02075
OG0000316	DR096_RS00535	MHP168L_RS02085
OG0000317	DR096_RS00625	MHP168L_RS02225
OG0000318	DR096_RS04510	MHP168L_RS02090
OG0000319	DR096_RS02875	MHP168L_RS02160
OG0000320	DR096_RS01700	MHP168L_RS02385
OG0000321	DR096_RS01630	MHP168L_RS01425
OG0000322	DR096_RS01585	MHP168L_RS01470
OG0000323	DR096_RS01290	MHP168L_RS01600
OG0000324	DR096_RS03180	MHP168L_RS02290
OG0000325	DR096_RS02085	MHP168L_RS00960
OG0000326	DR096_RS02180	MHP168L_RS00870
OG0000327	DR096_RS02185	MHP168L_RS00865
OG0000328	DR096_RS02365	MHP168L_RS00780
OG0000329	DR096_RS02385	MHP168L_RS00755
OG0000330	DR096_RS01895	MHP168L_RS01085
OG0000331	DR096_RS00820	MHP168L_RS03005
OG0000332	DR096_RS00705	MHP168L_RS03110
OG0000333	DR096_RS00695	MHP168L_RS03120
OG0000334	DR096_RS03100	MHP168L_RS03220
OG0000335	DR096_RS04740	MHP168L_RS03230
OG0000336	DR096_RS04555	MHP168L_RS03390
OG0000337	DR096_RS01765	MHP168L_RS03620
OG0000338	DR096_RS01805	MHP168L_RS03660
OG0000339	DR096_RS03250	MHP168L_RS02355
OG0000340	DR096_RS01650	MHP168L_RS01400
OG0000341	DR096_RS03160	MHP168L_RS02310
OG0000342	DR096_RS02115	MHP168L_RS00930
OG0000343	DR096_RS00685	MHP168L_RS03130
OG0000344	DR096_RS02645	MHP168L_RS00560
OG0000345	DR096_RS02765	MHP168L_RS00640
OG0000346	DR096_RS04835	MHP168L_RS03395
OG0000347	DR096_RS01560	MHP168L_RS01495
OG0000348	DR096_RS02190	MHP168L_RS00860
OG0000349	DR096_RS04565	MHP168L_RS03450
OG0000350	DR096_RS01505	MHP168L_RS02790
OG0000351	DR096_RS00010	MHP168L_RS00475
OG0000352	DR096_RS00475	MHP168L_RS02025
OG0000353	DR096_RS01590	MHP168L_RS01465
OG0000354	DR096_RS03290	MHP168L_RS01015
OG0000355	DR096_RS04500	MHP168L_RS01995
OG0000356	DR096_RS04505	MHP168L_RS02080
OG0000357	DR096_RS04530	MHP168L_RS03090
OG0000358	DR096_RS00720	MHP168L_RS03095
OG0000359	DR096_RS04670	MHP168L_RS00890
OG0000360	DR096_RS00230	MHP168L_RS00255
OG0000361	DR096_RS00200	MHP168L_RS00285
OG0000362	DR096_RS02945	MHP168L_RS02575
OG0000363	DR096_RS01225	MHP168L_RS03960
OG0000364	DR096_RS00420	MHP168L_RS01970
OG0000365	DR096_RS00575	MHP168L_RS02280
OG0000366	DR096_RS00595	MHP168L_RS02255
OG0000367	DR096_RS00605	MHP168L_RS02245
OG0000368	DR096_RS01870	MHP168L_RS00060
OG0000369	DR096_RS04650	MHP168L_RS00025
OG0000370	DR096_RS01830	MHP168L_RS00020
OG0000371	DR096_RS01825	MHP168L_RS00015
OG0000372	DR096_RS01820	MHP168L_RS00010
OG0000373	DR096_RS01795	MHP168L_RS03650
OG0000374	DR096_RS01785	MHP168L_RS03640
OG0000375	DR096_RS02880	MHP168L_RS02165
OG0000376	DR096_RS01715	MHP168L_RS02400
OG0000377	DR096_RS01705	MHP168L_RS02390
OG0000378	DR096_RS01670	MHP168L_RS01380
OG0000379	DR096_RS01595	MHP168L_RS01460
OG0000380	DR096_RS01570	MHP168L_RS01485
OG0000381	DR096_RS01215	MHP168L_RS01525
OG0000382	DR096_RS01245	MHP168L_RS01555
OG0000383	DR096_RS01285	MHP168L_RS01595
OG0000384	DR096_RS03380	MHP168L_RS00500
OG0000385	DR096_RS03375	MHP168L_RS00505
OG0000386	DR096_RS02610	MHP168L_RS00525
OG0000387	DR096_RS02635	MHP168L_RS00550
OG0000388	DR096_RS04725	MHP168L_RS00555
OG0000389	DR096_RS03310	MHP168L_RS01035
OG0000390	DR096_RS01090	MHP168L_RS02930
OG0000391	DR096_RS01100	MHP168L_RS02920
OG0000392	DR096_RS01125	MHP168L_RS02895
OG0000393	DR096_RS04585	MHP168L_RS02840
OG0000394	DR096_RS01480	MHP168L_RS02765
OG0000395	DR096_RS01475	MHP168L_RS02760
OG0000396	DR096_RS03045	MHP168L_RS02455
OG0000397	DR096_RS00460	MHP168L_RS02010
OG0000398	DR096_RS00465	MHP168L_RS02015
OG0000399	DR096_RS00510	MHP168L_RS02060
OG0000400	DR096_RS00765	MHP168L_RS03055
OG0000401	DR096_RS00700	MHP168L_RS03115
OG0000402	DR096_RS00690	MHP168L_RS03125
OG0000403	DR096_RS00680	MHP168L_RS03135
OG0000404	DR096_RS00650	MHP168L_RS03165
OG0000405	DR096_RS00635	MHP168L_RS03180
OG0000406	DR096_RS03085	MHP168L_RS03235
OG0000407	DR096_RS04735	MHP168L_RS03240
OG0000408	DR096_RS03075	MHP168L_RS03245
OG0000409	DR096_RS03070	MHP168L_RS03250
OG0000410	DR096_RS03140	MHP168L_RS03305
OG0000411	DR096_RS03130	MHP168L_RS03295
OG0000412	DR096_RS03125	MHP168L_RS03290
OG0000413	DR096_RS01300	MHP168L_RS01610
OG0000414	DR096_RS01310	MHP168L_RS01620
OG0000415	DR096_RS01315	MHP168L_RS01625
OG0000416	DR096_RS01325	MHP168L_RS01635
OG0000417	DR096_RS03165	MHP168L_RS02305
OG0000418	DR096_RS03170	MHP168L_RS02300
OG0000419	DR096_RS02095	MHP168L_RS00950
OG0000420	DR096_RS02130	MHP168L_RS00915
OG0000421	DR096_RS02165	MHP168L_RS00885
OG0000422	DR096_RS02175	MHP168L_RS00875
OG0000423	DR096_RS02325	MHP168L_RS00820
OG0000424	DR096_RS02330	MHP168L_RS00815
OG0000425	DR096_RS02340	MHP168L_RS00805
OG0000426	DR096_RS04695	MHP168L_RS00800
OG0000427	DR096_RS04700	MHP168L_RS00775
OG0000428	DR096_RS02395	MHP168L_RS00745
OG0000429	DR096_RS02755	MHP168L_RS00650
OG0000430	DR096_RS02800	MHP168L_RS00605
OG0000431	DR096_RS02810	MHP168L_RS00595
OG0000432	DR096_RS01890	MHP168L_RS01080
OG0000433	DR096_RS01905	MHP168L_RS01095
OG0000434	DR096_RS01910	MHP168L_RS01100
OG0000435	DR096_RS01925	MHP168L_RS01115
OG0000436	DR096_RS01955	MHP168L_RS01145
OG0000437	DR096_RS01965	MHP168L_RS01155
OG0000438	DR096_RS01970	MHP168L_RS01160
OG0000439	DR096_RS01975	MHP168L_RS01165
OG0000440	DR096_RS00840	MHP168L_RS02985
OG0000441	DR096_RS00800	MHP168L_RS03025
OG0000442	DR096_RS02520	MHP168L_RS00125
OG0000443	DR096_RS00320	MHP168L_RS00170
OG0000444	DR096_RS00305	MHP168L_RS00180
OG0000445	DR096_RS00280	MHP168L_RS00205
OG0000446	DR096_RS00250	MHP168L_RS00235
OG0000447	DR096_RS00245	MHP168L_RS00240
OG0000448	DR096_RS00215	MHP168L_RS00270
OG0000449	DR096_RS00190	MHP168L_RS00295
OG0000450	DR096_RS00180	MHP168L_RS00305
OG0000451	DR096_RS00140	MHP168L_RS00345
OG0000452	DR096_RS03845	MHP168L_RS00370
OG0000453	DR096_RS00080	MHP168L_RS00405
OG0000454	DR096_RS01410	MHP168L_RS01800
OG0000455	DR096_RS01025	MHP168L_RS03495
OG0000456	DR096_RS00905	MHP168L_RS03380
OG0000457	DR096_RS00880	MHP168L_RS03355
OG0000458	DR096_RS02915	MHP168L_RS02545
OG0000459	DR096_RS02940	MHP168L_RS02570
OG0000460	DR096_RS02950	MHP168L_RS02580
OG0000461	DR096_RS02500	MHP168L_RS02625
OG0000462	DR096_RS02505	MHP168L_RS02620
OG0000463	DR096_RS02510	MHP168L_RS02615
OG0000464	DR096_RS02980	MHP168L_RS02610
OG0000465	DR096_RS02975	MHP168L_RS02605
OG0000466	DR096_RS00110	MHP168L_RS00375
OG0000467	DR096_RS04620	MHP168L_RS02710
OG0000468	DR096_RS00505	MHP168L_RS02055
OG0000469	DR096_RS00565	MHP168L_RS02115
OG0000470	DR096_RS03815	MHP168L_RS03850
OG0000471	DR096_RS02400	MHP168L_RS00740
OG0000472	DR096_RS03190	MHP168L_RS03315
OG0000473	DR096_RS01010	MHP168L_RS03485
OG0000475	DR096_RS01020	MHP168L_RS03490
OG0000476	DR096_RS01335	MHP168L_RS01645
OG0000477	DR096_RS02475	MHP168L_RS02650
OG0000478	DR096_RS00955	MHP168L_RS03425
OG0000479	DR096_RS01635	MHP168L_RS01420
OG0000480	DR096_RS03790	MHP168L_RS03885
OG0000481	DR096_RS02200	MHP168L_RS00850
OG0000482	DR096_RS02280	MHP168L_RS01295
OG0000483	DR096_RS00610	MHP168L_RS02240
OG0000484	DR096_RS04490	MHP168L_RS00175
OG0000485	DR096_RS01960	MHP168L_RS01150
OG0000486	DR096_RS03145	MHP168L_RS02325
OG0000487	DR096_RS04515	MHP168L_RS02095
OG0000488	DR096_RS00580	MHP168L_RS02270
OG0000489	DR096_RS01860	MHP168L_RS00050
OG0000490	DR096_RS01800	MHP168L_RS03655
OG0000491	DR096_RS01615	MHP168L_RS01440
OG0000492	DR096_RS01540	MHP168L_RS01515
OG0000493	DR096_RS02650	MHP168L_RS00565
OG0000495	DR096_RS01155	MHP168L_RS02865
OG0000496	DR096_RS01165	MHP168L_RS02855
OG0000497	DR096_RS01170	MHP168L_RS02850
OG0000498	DR096_RS01485	MHP168L_RS02770
OG0000499	DR096_RS01450	MHP168L_RS02735
OG0000500	DR096_RS00470	MHP168L_RS02020
OG0000501	DR096_RS00755	MHP168L_RS03065
OG0000502	DR096_RS02290	MHP168L_RS01285
OG0000503	DR096_RS02145	MHP168L_RS00905
OG0000505	DR096_RS02675	MHP168L_RS00725
OG0000506	DR096_RS02685	MHP168L_RS00715
OG0000507	DR096_RS02720	MHP168L_RS00685
OG0000508	DR096_RS00255	MHP168L_RS00230
OG0000509	DR096_RS00220	MHP168L_RS00265
OG0000510	DR096_RS00210	MHP168L_RS00275
OG0000511	DR096_RS00075	MHP168L_RS00410
OG0000512	DR096_RS02955	MHP168L_RS02585
OG0000513	DR096_RS00940	MHP168L_RS03410
OG0000514	DR096_RS01130	MHP168L_RS02890
OG0000516	DR096_RS04520	MHP168L_RS02100
OG0000517	DR096_RS01880	MHP168L_RS00065
OG0000518	DR096_RS00710	MHP168L_RS03105
OG0000519	DR096_RS02170	MHP168L_RS00880
OG0000520	DR096_RS02390	MHP168L_RS00750
OG0000521	DR096_RS00240	MHP168L_RS00245
OG0000522	DR096_RS00205	MHP168L_RS00280
OG0000523	DR096_RS00875	MHP168L_RS03350
OG0000524	DR096_RS01420	MHP168L_RS02705
OG0000525	DR096_RS04760	MHP168L_RS03320
OG0000526	DR096_RS03880	MHP168L_RS03980
OG0000527	DR096_RS03455	MHP168L_RS03975
OG0000528	DR096_RS00555	MHP168L_RS02105
OG0000529	DR096_RS02865	MHP168L_RS02150
OG0000530	DR096_RS03260	MHP168L_RS02370
OG0000531	DR096_RS01565	MHP168L_RS01490
OG0000532	DR096_RS01395	MHP168L_RS01805
