Orthogroup	MHP_MHP650_genes	MHP_TB1_genes
OG0000046	DR083_RS04815	B5M19_RS03125
OG0000047	DR083_RS03630	B5M19_RS04440
OG0000047	DR083_RS02945	B5M19_RS03245
OG0000048	DR083_RS02860	B5M19_RS03695
OG0000049	DR083_RS01660	B5M19_RS01455
OG0000050	DR083_RS00350	B5M19_RS02825
OG0000051	DR083_RS02195	B5M19_RS04110
OG0000052	DR083_RS02690	B5M19_RS00005
OG0000053	DR083_RS04665	B5M19_RS01120
OG0000054	DR083_RS00375	B5M19_RS02800
OG0000055	DR083_RS00005	B5M19_RS00045
OG0000056	DR083_RS00815	B5M19_RS00375
OG0000057	DR083_RS03975, DR083_RS03980	B5M19_RS01340
OG0000058	DR083_RS02510	B5M19_RS02905
OG0000059	DR083_RS04445	B5M19_RS02265
OG0000060	DR083_RS02685	B5M19_RS04370, B5M19_RS03995
OG0000061	DR083_RS02315	B5M19_RS00680, B5M19_RS03265
OG0000062	DR083_RS00865	B5M19_RS01970
OG0000063	DR083_RS04645	B5M19_RS01975
OG0000064	DR083_RS00850	B5M19_RS01990
OG0000065	DR083_RS02715	B5M19_RS02925
OG0000066	DR083_RS01130	B5M19_RS01220
OG0000067	DR083_RS02350	B5M19_RS02375
OG0000068	DR083_RS03160	B5M19_RS04480
OG0000069	DR083_RS00605	B5M19_RS03520
OG0000070	DR083_RS00380	B5M19_RS02795
OG0000071	DR083_RS02790	B5M19_RS02995
OG0000072	DR083_RS04820	B5M19_RS02990
OG0000073	DR083_RS01265	B5M19_RS01840
OG0000074	DR083_RS04700	B5M19_RS01645
OG0000075	DR083_RS00220	B5M19_RS00265
OG0000076	DR083_RS00235	B5M19_RS00280
OG0000077	DR083_RS03235	B5M19_RS03440
OG0000078	DR083_RS02075	B5M19_RS02055
OG0000079	DR083_RS01845	B5M19_RS01010
OG0000080	DR083_RS04190	B5M19_RS03900
OG0000081	DR083_RS00215	B5M19_RS00260
OG0000083	DR083_RS01625	B5M19_RS00845
OG0000084	DR083_RS02910	B5M19_RS02760
OG0000085	DR083_RS02905	B5M19_RS02755
OG0000086	DR083_RS02895	B5M19_RS02745
OG0000087	DR083_RS02880	B5M19_RS02730
OG0000088	DR083_RS02875	B5M19_RS02725
OG0000089	DR083_RS02865	B5M19_RS03690
OG0000090	DR083_RS02695	B5M19_RS03775
OG0000091	DR083_RS00955	B5M19_RS04280
OG0000092	DR083_RS00940	B5M19_RS01895
OG0000093	DR083_RS00935	B5M19_RS01900
OG0000094	DR083_RS00930	B5M19_RS01905
OG0000095	DR083_RS00905	B5M19_RS04290
OG0000096	DR083_RS00900	B5M19_RS01935
OG0000097	DR083_RS00880	B5M19_RS01955
OG0000098	DR083_RS00870	B5M19_RS04295
OG0000099	DR083_RS04630	B5M19_RS00370
OG0000100	DR083_RS00805	B5M19_RS00385
OG0000101	DR083_RS00800	B5M19_RS00390
OG0000102	DR083_RS02100	B5M19_RS02080
OG0000103	DR083_RS02750	B5M19_RS02960
OG0000104	DR083_RS02745	B5M19_RS04460
OG0000105	DR083_RS02730	B5M19_RS02940
OG0000106	DR083_RS02720	B5M19_RS02930
OG0000107	DR083_RS02710	B5M19_RS04455
OG0000108	DR083_RS02705	B5M19_RS04620
OG0000109	DR083_RS02700	B5M19_RS02910
OG0000110	DR083_RS03140	B5M19_RS02660
OG0000111	DR083_RS03135	B5M19_RS02665
OG0000112	DR083_RS03125	B5M19_RS02675
OG0000113	DR083_RS03315	B5M19_RS02700
OG0000114	DR083_RS03305	B5M19_RS02710
OG0000115	DR083_RS03290	B5M19_RS03610
OG0000116	DR083_RS01185	B5M19_RS02580
OG0000117	DR083_RS01180	B5M19_RS02575
OG0000118	DR083_RS01145	B5M19_RS01235
OG0000119	DR083_RS01140	B5M19_RS01230
OG0000120	DR083_RS01125	B5M19_RS01215
OG0000121	DR083_RS01100	B5M19_RS01190
OG0000122	DR083_RS01095	B5M19_RS01185
OG0000123	DR083_RS01075	B5M19_RS01165
OG0000124	DR083_RS01070	B5M19_RS01160
OG0000125	DR083_RS01065	B5M19_RS01155
OG0000126	DR083_RS01055	B5M19_RS01145
OG0000127	DR083_RS01045	B5M19_RS01135
OG0000128	DR083_RS01030	B5M19_RS01115
OG0000129	DR083_RS01025	B5M19_RS01110
OG0000130	DR083_RS01015	B5M19_RS01100
OG0000131	DR083_RS00985	B5M19_RS01075
OG0000132	DR083_RS04660	B5M19_RS01060
OG0000133	DR083_RS02355	B5M19_RS02380
OG0000134	DR083_RS04790	B5M19_RS02385
OG0000135	DR083_RS02375	B5M19_RS02400
OG0000136	DR083_RS02380	B5M19_RS02405
OG0000137	DR083_RS02420	B5M19_RS02445
OG0000138	DR083_RS03185	B5M19_RS03090
OG0000139	DR083_RS03155	B5M19_RS03070
OG0000140	DR083_RS03150	B5M19_RS03065
OG0000141	DR083_RS00725	B5M19_RS01330
OG0000142	DR083_RS04625	B5M19_RS01335
OG0000143	DR083_RS00695	B5M19_RS01360
OG0000144	DR083_RS00685	B5M19_RS01370
OG0000145	DR083_RS00675	B5M19_RS01380
OG0000146	DR083_RS00665	B5M19_RS01390
OG0000147	DR083_RS00660	B5M19_RS01395
OG0000148	DR083_RS00645	B5M19_RS01410
OG0000149	DR083_RS00635	B5M19_RS01420
OG0000150	DR083_RS00620	B5M19_RS04180
OG0000151	DR083_RS00575	B5M19_RS02540
OG0000152	DR083_RS00570	B5M19_RS02535
OG0000153	DR083_RS00565	B5M19_RS02530
OG0000154	DR083_RS00555	B5M19_RS02520
OG0000155	DR083_RS03340	B5M19_RS02480
OG0000156	DR083_RS02140	B5M19_RS00860
OG0000157	DR083_RS04765	B5M19_RS00865
OG0000158	DR083_RS04770	B5M19_RS04580
OG0000159	DR083_RS04945	B5M19_RS02810
OG0000160	DR083_RS00360	B5M19_RS02815
OG0000161	DR083_RS00355	B5M19_RS02820
OG0000162	DR083_RS00345	B5M19_RS02830
OG0000163	DR083_RS00340	B5M19_RS02835
OG0000164	DR083_RS03555	B5M19_RS04495
OG0000165	DR083_RS01545	B5M19_RS00760
OG0000166	DR083_RS01565	B5M19_RS00785
OG0000167	DR083_RS01580	B5M19_RS00800
OG0000168	DR083_RS01585	B5M19_RS00805
OG0000169	DR083_RS01655	B5M19_RS01450
OG0000170	DR083_RS01670	B5M19_RS01465
OG0000171	DR083_RS01680	B5M19_RS01475
OG0000172	DR083_RS01690	B5M19_RS01480
OG0000173	DR083_RS01695	B5M19_RS01490
OG0000174	DR083_RS01700	B5M19_RS01495
OG0000175	DR083_RS01715	B5M19_RS01510
OG0000176	DR083_RS01765	B5M19_RS01560
OG0000177	DR083_RS01770	B5M19_RS01565
OG0000178	DR083_RS01775	B5M19_RS04200
OG0000179	DR083_RS01785	B5M19_RS01580
OG0000180	DR083_RS01790	B5M19_RS01585
OG0000181	DR083_RS04830	B5M19_RS03045
OG0000182	DR083_RS02830	B5M19_RS03035
OG0000183	DR083_RS02795	B5M19_RS03000
OG0000184	DR083_RS03100	B5M19_RS03105
OG0000185	DR083_RS03085	B5M19_RS03120
OG0000186	DR083_RS04900	B5M19_RS03550
OG0000187	DR083_RS03415	B5M19_RS03535
OG0000188	DR083_RS03405	B5M19_RS03525
OG0000189	DR083_RS04865	B5M19_RS03210
OG0000190	DR083_RS03025	B5M19_RS03215
OG0000191	DR083_RS03005	B5M19_RS03235
OG0000192	DR083_RS02475	B5M19_RS03675
OG0000193	DR083_RS02490	B5M19_RS02360
OG0000194	DR083_RS01250	B5M19_RS01855
OG0000195	DR083_RS01255	B5M19_RS01850
OG0000196	DR083_RS01275	B5M19_RS01830
OG0000197	DR083_RS01280	B5M19_RS01825
OG0000198	DR083_RS01295	B5M19_RS01810
OG0000199	DR083_RS01300	B5M19_RS01805
OG0000200	DR083_RS01315	B5M19_RS01790
OG0000201	DR083_RS01325	B5M19_RS01780
OG0000202	DR083_RS04685	B5M19_RS01725
OG0000203	DR083_RS01385	B5M19_RS01720
OG0000204	DR083_RS01390	B5M19_RS01715
OG0000205	DR083_RS01395	B5M19_RS01710
OG0000206	DR083_RS01415	B5M19_RS01690
OG0000207	DR083_RS01430	B5M19_RS01675
OG0000208	DR083_RS01435	B5M19_RS01670
OG0000209	DR083_RS01440	B5M19_RS01665
OG0000210	DR083_RS02680	B5M19_RS01620
OG0000211	DR083_RS02670	B5M19_RS03415
OG0000212	DR083_RS02660	B5M19_RS03405
OG0000213	DR083_RS02655	B5M19_RS03400
OG0000214	DR083_RS02650	B5M19_RS03395
OG0000215	DR083_RS02645	B5M19_RS03390
OG0000216	DR083_RS02640	B5M19_RS03385
OG0000217	DR083_RS02635	B5M19_RS03380
OG0000218	DR083_RS02625	B5M19_RS03370
OG0000219	DR083_RS02620	B5M19_RS03365
OG0000220	DR083_RS02615	B5M19_RS03360
OG0000221	DR083_RS02610	B5M19_RS03355
OG0000222	DR083_RS02605	B5M19_RS03350
OG0000223	DR083_RS02600	B5M19_RS03345
OG0000224	DR083_RS02590	B5M19_RS03130
OG0000225	DR083_RS02580	B5M19_RS03140
OG0000226	DR083_RS02575	B5M19_RS03145
OG0000227	DR083_RS02570	B5M19_RS03150
OG0000228	DR083_RS05030	B5M19_RS04630
OG0000229	DR083_RS02560	B5M19_RS03160
OG0000230	DR083_RS02555	B5M19_RS03165
OG0000231	DR083_RS02545	B5M19_RS03175
OG0000232	DR083_RS02535	B5M19_RS03185
OG0000233	DR083_RS02035	B5M19_RS02225
OG0000234	DR083_RS01995	B5M19_RS04335
OG0000235	DR083_RS01985	B5M19_RS02175
OG0000236	DR083_RS01980	B5M19_RS02170
OG0000237	DR083_RS01975	B5M19_RS02165
OG0000238	DR083_RS01965	B5M19_RS02155
OG0000239	DR083_RS00735	B5M19_RS01315
OG0000240	DR083_RS00740	B5M19_RS01310
OG0000241	DR083_RS00750	B5M19_RS01300
OG0000242	DR083_RS00755	B5M19_RS04160
OG0000243	DR083_RS00760	B5M19_RS01290
OG0000244	DR083_RS00770	B5M19_RS01280
OG0000245	DR083_RS00780	B5M19_RS01270
OG0000246	DR083_RS00010	B5M19_RS00050
OG0000247	DR083_RS00020	B5M19_RS00060
OG0000248	DR083_RS00030	B5M19_RS00070
OG0000249	DR083_RS00035	B5M19_RS00075
OG0000250	DR083_RS00050	B5M19_RS03880
OG0000251	DR083_RS00085	B5M19_RS00125
OG0000252	DR083_RS00095	B5M19_RS00135
OG0000253	DR083_RS00100	B5M19_RS00140
OG0000254	DR083_RS00110	B5M19_RS00150
OG0000255	DR083_RS00120	B5M19_RS00160
OG0000256	DR083_RS00125	B5M19_RS00165
OG0000257	DR083_RS00150	B5M19_RS00190
OG0000258	DR083_RS00160	B5M19_RS04020
OG0000259	DR083_RS00190	B5M19_RS00230
OG0000260	DR083_RS00200	B5M19_RS00240
OG0000261	DR083_RS04585	B5M19_RS00250
OG0000262	DR083_RS00225	B5M19_RS00270
OG0000263	DR083_RS00240	B5M19_RS00285
OG0000264	DR083_RS00255	B5M19_RS04030
OG0000265	DR083_RS00265	B5M19_RS00315
OG0000266	DR083_RS00280	B5M19_RS00335
OG0000267	DR083_RS00295	B5M19_RS04035
OG0000268	DR083_RS00300	B5M19_RS00355
OG0000269	DR083_RS03225	B5M19_RS03680
OG0000270	DR083_RS04615	B5M19_RS00415
OG0000271	DR083_RS00515	B5M19_RS00420
OG0000272	DR083_RS00510	B5M19_RS00425
OG0000273	DR083_RS00505	B5M19_RS00430
OG0000274	DR083_RS00485	B5M19_RS00450
OG0000275	DR083_RS04605	B5M19_RS00455
OG0000276	DR083_RS00475	B5M19_RS00460
OG0000277	DR083_RS00465	B5M19_RS00470
OG0000278	DR083_RS00460	B5M19_RS00475
OG0000279	DR083_RS00450	B5M19_RS00485
OG0000280	DR083_RS00445	B5M19_RS00490
OG0000281	DR083_RS00440	B5M19_RS00495
OG0000282	DR083_RS04595	B5M19_RS00520
OG0000283	DR083_RS00410	B5M19_RS00525
OG0000284	DR083_RS00405	B5M19_RS00530
OG0000285	DR083_RS04590	B5M19_RS00535
OG0000286	DR083_RS00325	B5M19_RS02850
OG0000287	DR083_RS01805	B5M19_RS01050
OG0000288	DR083_RS01815	B5M19_RS01040
OG0000289	DR083_RS01820	B5M19_RS01035
OG0000290	DR083_RS02205	B5M19_RS04120
OG0000291	DR083_RS01920	B5M19_RS00935
OG0000292	DR083_RS01915	B5M19_RS00940
OG0000293	DR083_RS01910	B5M19_RS00945
OG0000294	DR083_RS01900	B5M19_RS00955
OG0000295	DR083_RS01895	B5M19_RS00960
OG0000296	DR083_RS01855	B5M19_RS01000
OG0000297	DR083_RS01850	B5M19_RS01005
OG0000298	DR083_RS00045	B5M19_RS00085
OG0000299	DR083_RS00070	B5M19_RS00110
OG0000300	DR083_RS00250	B5M19_RS00300
OG0000301	DR083_RS00285	B5M19_RS00340
OG0000302	DR083_RS00290	B5M19_RS00345
OG0000303	DR083_RS02385	B5M19_RS02410
OG0000304	DR083_RS02530	B5M19_RS03190
OG0000305	DR083_RS00670	B5M19_RS01385
OG0000306	DR083_RS00595	B5M19_RS02560
OG0000307	DR083_RS00560	B5M19_RS02525
OG0000308	DR083_RS02185	B5M19_RS00905
OG0000309	DR083_RS01885	B5M19_RS00970
OG0000310	DR083_RS01810	B5M19_RS01045
OG0000311	DR083_RS00385	B5M19_RS02790
OG0000312	DR083_RS00370	B5M19_RS02805
OG0000313	DR083_RS03565	B5M19_RS03300
OG0000314	DR083_RS01560	B5M19_RS00780
OG0000315	DR083_RS01590	B5M19_RS00810
OG0000316	DR083_RS01600	B5M19_RS00820
OG0000317	DR083_RS02870	B5M19_RS02720
OG0000318	DR083_RS04715	B5M19_RS00825
OG0000319	DR083_RS02735	B5M19_RS02945
OG0000320	DR083_RS03115	B5M19_RS04425
OG0000321	DR083_RS01150	B5M19_RS01240
OG0000322	DR083_RS01105	B5M19_RS01195
OG0000323	DR083_RS00975	B5M19_RS01065
OG0000324	DR083_RS03000	B5M19_RS03240
OG0000325	DR083_RS01260	B5M19_RS01845
OG0000326	DR083_RS01355	B5M19_RS01750
OG0000327	DR083_RS01360	B5M19_RS01745
OG0000328	DR083_RS01445	B5M19_RS01660
OG0000329	DR083_RS01470	B5M19_RS01640
OG0000330	DR083_RS02020	B5M19_RS02210
OG0000331	DR083_RS00765	B5M19_RS01285
OG0000332	DR083_RS01725	B5M19_RS01520
OG0000333	DR083_RS01735	B5M19_RS01530
OG0000334	DR083_RS02835	B5M19_RS03040
OG0000335	DR083_RS02825	B5M19_RS03030
OG0000336	DR083_RS04600	B5M19_RS00505
OG0000337	DR083_RS00855	B5M19_RS01985
OG0000338	DR083_RS00895	B5M19_RS01940
OG0000339	DR083_RS03295	B5M19_RS03615
OG0000340	DR083_RS01170	B5M19_RS02565
OG0000341	DR083_RS03020	B5M19_RS03220
OG0000342	DR083_RS01290	B5M19_RS01815
OG0000343	DR083_RS01745	B5M19_RS04195
OG0000344	DR083_RS02400	B5M19_RS02425
OG0000345	DR083_RS02585	B5M19_RS03135
OG0000346	DR083_RS04950	B5M19_RS04590
OG0000347	DR083_RS01080	B5M19_RS01170
OG0000348	DR083_RS01365	B5M19_RS01740
OG0000349	DR083_RS04610	B5M19_RS00440
OG0000350	DR083_RS00550	B5M19_RS02515
OG0000351	DR083_RS03285	B5M19_RS03490
OG0000352	DR083_RS01540	B5M19_RS00755
OG0000353	DR083_RS01110	B5M19_RS01200
OG0000354	DR083_RS03170	B5M19_RS03080
OG0000355	DR083_RS04705	B5M19_RS00725
OG0000356	DR083_RS04710	B5M19_RS00815
OG0000357	DR083_RS04740	B5M19_RS01500
OG0000358	DR083_RS01710	B5M19_RS01505
OG0000359	DR083_RS04680	B5M19_RS01770
OG0000360	DR083_RS00155	B5M19_RS00195
OG0000361	DR083_RS00185	B5M19_RS00225
OG0000362	DR083_RS01830	B5M19_RS01025
OG0000363	DR083_RS04670	B5M19_RS01125
OG0000364	DR083_RS03850	B5M19_RS00700
OG0000365	DR083_RS03815	B5M19_RS02775
OG0000366	DR083_RS02900	B5M19_RS02750
OG0000367	DR083_RS02890	B5M19_RS02740
OG0000368	DR083_RS05110	B5M19_RS04270
OG0000369	DR083_RS04650	B5M19_RS01910
OG0000370	DR083_RS00920	B5M19_RS01915
OG0000371	DR083_RS00915	B5M19_RS01920
OG0000372	DR083_RS00910	B5M19_RS01925
OG0000373	DR083_RS00885	B5M19_RS01950
OG0000374	DR083_RS00875	B5M19_RS01960
OG0000375	DR083_RS02740	B5M19_RS02950
OG0000376	DR083_RS03130	B5M19_RS02670
OG0000377	DR083_RS03120	B5M19_RS02680
OG0000378	DR083_RS01190	B5M19_RS02585
OG0000379	DR083_RS01115	B5M19_RS01205
OG0000380	DR083_RS01090	B5M19_RS01180
OG0000381	DR083_RS01050	B5M19_RS01140
OG0000382	DR083_RS01020	B5M19_RS01105
OG0000383	DR083_RS00980	B5M19_RS01070
OG0000384	DR083_RS02340	B5M19_RS02365
OG0000385	DR083_RS02345	B5M19_RS02370
OG0000386	DR083_RS02365	B5M19_RS02390
OG0000387	DR083_RS02390	B5M19_RS02415
OG0000388	DR083_RS04795	B5M19_RS02420
OG0000390	DR083_RS00690	B5M19_RS01365
OG0000391	DR083_RS00680	B5M19_RS01375
OG0000392	DR083_RS00655	B5M19_RS01400
OG0000393	DR083_RS04620	B5M19_RS03515
OG0000394	DR083_RS03350	B5M19_RS02490
OG0000395	DR083_RS03345	B5M19_RS02485
OG0000396	DR083_RS00330	B5M19_RS02845
OG0000397	DR083_RS01525	B5M19_RS00740
OG0000398	DR083_RS01530	B5M19_RS00745
OG0000399	DR083_RS01575	B5M19_RS00795
OG0000400	DR083_RS01665	B5M19_RS01460
OG0000401	DR083_RS01730	B5M19_RS01525
OG0000402	DR083_RS01740	B5M19_RS01535
OG0000404	DR083_RS01780	B5M19_RS04205
OG0000406	DR083_RS02820	B5M19_RS03025
OG0000407	DR083_RS04825	B5M19_RS03020
OG0000408	DR083_RS02810	B5M19_RS03015
OG0000409	DR083_RS02805	B5M19_RS03010
OG0000410	DR083_RS03105	B5M19_RS03100
OG0000411	DR083_RS03095	B5M19_RS03110
OG0000412	DR083_RS03090	B5M19_RS03115
OG0000413	DR083_RS03435	B5M19_RS03555
OG0000414	DR083_RS03425	B5M19_RS03545
OG0000415	DR083_RS03420	B5M19_RS03540
OG0000416	DR083_RS03410	B5M19_RS03530
OG0000417	DR083_RS03015	B5M19_RS03225
OG0000418	DR083_RS03010	B5M19_RS03230
OG0000419	DR083_RS01270	B5M19_RS01835
OG0000420	DR083_RS01305	B5M19_RS01800
OG0000421	DR083_RS01340	B5M19_RS01765
OG0000422	DR083_RS01350	B5M19_RS01755
OG0000423	DR083_RS01405	B5M19_RS01700
OG0000424	DR083_RS01410	B5M19_RS01695
OG0000425	DR083_RS01420	B5M19_RS01685
OG0000426	DR083_RS04690	B5M19_RS01680
OG0000427	DR083_RS04695	B5M19_RS01655
OG0000428	DR083_RS01475	B5M19_RS01630
OG0000430	DR083_RS02550	B5M19_RS03170
OG0000431	DR083_RS02540	B5M19_RS03180
OG0000432	DR083_RS02025	B5M19_RS04345
OG0000433	DR083_RS02010	B5M19_RS02200
OG0000434	DR083_RS02005	B5M19_RS02195
OG0000435	DR083_RS01990	B5M19_RS02180
OG0000436	DR083_RS01960	B5M19_RS02150
OG0000437	DR083_RS01950	B5M19_RS02140
OG0000438	DR083_RS01945	B5M19_RS02135
OG0000439	DR083_RS04745	B5M19_RS02130
OG0000440	DR083_RS00745	B5M19_RS04165
OG0000441	DR083_RS00785	B5M19_RS01265
OG0000442	DR083_RS00015	B5M19_RS00055
OG0000443	DR083_RS00065	B5M19_RS00105
OG0000444	DR083_RS00080	B5M19_RS00120
OG0000445	DR083_RS00105	B5M19_RS00145
OG0000446	DR083_RS00135	B5M19_RS00175
OG0000447	DR083_RS00140	B5M19_RS00180
OG0000448	DR083_RS00170	B5M19_RS00210
OG0000449	DR083_RS00195	B5M19_RS00235
OG0000450	DR083_RS00205	B5M19_RS00245
OG0000451	DR083_RS00245	B5M19_RS00295
OG0000452	DR083_RS00270	B5M19_RS00330
OG0000453	DR083_RS00305	B5M19_RS04040
OG0000454	DR083_RS05035	B5M19_RS04505
OG0000455	DR083_RS00795	B5M19_RS00395
OG0000456	DR083_RS00420	B5M19_RS00515
OG0000457	DR083_RS00395	B5M19_RS00540
OG0000458	DR083_RS01800	B5M19_RS01055
OG0000459	DR083_RS01825	B5M19_RS01030
OG0000460	DR083_RS01835	B5M19_RS01020
OG0000461	DR083_RS01880	B5M19_RS04125
OG0000462	DR083_RS01875	B5M19_RS00980
OG0000463	DR083_RS01870	B5M19_RS04130
OG0000464	DR083_RS01865	B5M19_RS00990
OG0000465	DR083_RS01860	B5M19_RS00995
OG0000467	DR083_RS04780	B5M19_RS00895
OG0000468	DR083_RS01570	B5M19_RS00790
OG0000469	DR083_RS01630	B5M19_RS00850
OG0000470	DR083_RS03825	B5M19_RS03910
OG0000471	DR083_RS03775	B5M19_RS01625
OG0000472	DR083_RS02975	B5M19_RS00580
OG0000473	DR083_RS00525	B5M19_RS00410
OG0000474	DR083_RS00530	B5M19_RS00405
OG0000476	DR083_RS03485	B5M19_RS03280
OG0000477	DR083_RS01905	B5M19_RS00950
OG0000478	DR083_RS00470	B5M19_RS00465
OG0000479	DR083_RS01155	B5M19_RS04145
OG0000480	DR083_RS03830	B5M19_RS03895
OG0000481	DR083_RS01375	B5M19_RS01730
OG0000482	DR083_RS02485	B5M19_RS03730
OG0000483	DR083_RS02885	B5M19_RS02735
OG0000484	DR083_RS04580	B5M19_RS00115
OG0000485	DR083_RS01955	B5M19_RS02145
OG0000486	DR083_RS03035	B5M19_RS03205
OG0000487	DR083_RS04720	B5M19_RS00830
OG0000489	DR083_RS00950	B5M19_RS01885
OG0000490	DR083_RS00890	B5M19_RS01945
OG0000491	DR083_RS01135	B5M19_RS01225
OG0000492	DR083_RS01060	B5M19_RS04140
OG0000493	DR083_RS02405	B5M19_RS02430
OG0000494	DR083_RS03165	B5M19_RS03075
OG0000495	DR083_RS00625	B5M19_RS01430
OG0000497	DR083_RS00610	B5M19_RS01445
OG0000498	DR083_RS03355	B5M19_RS02495
OG0000499	DR083_RS02150	B5M19_RS00870
OG0000500	DR083_RS01535	B5M19_RS00750
OG0000501	DR083_RS01675	B5M19_RS01470
OG0000502	DR083_RS02495	B5M19_RS02350
OG0000503	DR083_RS01320	B5M19_RS04250
OG0000504	DR083_RS01455	B5M19_RS01650
OG0000505	DR083_RS02675	B5M19_RS03420
OG0000506	DR083_RS02665	B5M19_RS03410
OG0000507	DR083_RS02630	B5M19_RS03375
OG0000508	DR083_RS00130	B5M19_RS00170
OG0000509	DR083_RS00165	B5M19_RS00205
OG0000510	DR083_RS00175	B5M19_RS00215
OG0000512	DR083_RS01840	B5M19_RS01015
OG0000513	DR083_RS00455	B5M19_RS00480
OG0000514	DR083_RS00650	B5M19_RS01405
OG0000516	DR083_RS04725	B5M19_RS00835
OG0000518	DR083_RS01720	B5M19_RS01515
OG0000519	DR083_RS01345	B5M19_RS01760
OG0000521	DR083_RS00145	B5M19_RS00185
OG0000522	DR083_RS00180	B5M19_RS00220
OG0000524	DR083_RS02180	B5M19_RS00900
OG0000525	DR083_RS04850	B5M19_RS00575
OG0000526	DR083_RS04265	B5M19_RS04070
OG0000527	DR083_RS02220	B5M19_RS04065
OG0000528	DR083_RS04730	B5M19_RS00840
OG0000529	DR083_RS02725	B5M19_RS02935
OG0000530	DR083_RS03310	B5M19_RS02705
OG0000531	DR083_RS01085	B5M19_RS01175
OG0000532	DR083_RS05100	B5M19_RS04500
OG0000533	DR083_RS03335	B5M19_RS04515
OG0000535	DR083_RS04655	B5M19_RS04610
OG0000536	DR083_RS00825	B5M19_RS00365
OG0000537	DR083_RS01285	B5M19_RS01820
OG0000538	DR083_RS02000	B5M19_RS04340
OG0000539	DR083_RS00090	B5M19_RS00130
OG0000540	DR083_RS01925	B5M19_RS00930
OG0000541	DR083_RS02135	B5M19_RS00855
OG0000542	DR083_RS00230	B5M19_RS00275
OG0000543	DR083_RS03635	B5M19_RS04430
OG0000544	DR083_RS04805	B5M19_RS04410
OG0000545	DR083_RS04260	B5M19_RS00645
OG0000546	DR083_RS00580	B5M19_RS02545
OG0000547	DR083_RS05065	B5M19_RS01355
