Orthogroup	MHP_MHP650_genes	MHP_UFV02_genes
OG0000154	DR083_RS00555	FEF31_RS02505
OG0000155	DR083_RS03340	FEF31_RS02465
OG0000156	DR083_RS02140	FEF31_RS02455
OG0000157	DR083_RS04765	FEF31_RS04545
OG0000158	DR083_RS04770	FEF31_RS04540
OG0000159	DR083_RS04945	FEF31_RS02195
OG0000160	DR083_RS00360	FEF31_RS02190
OG0000161	DR083_RS00355	FEF31_RS02185
OG0000162	DR083_RS00345	FEF31_RS02175
OG0000163	DR083_RS00340	FEF31_RS02170
OG0000164	DR083_RS03555	FEF31_RS01270
OG0000165	DR083_RS01545	FEF31_RS01685
OG0000166	DR083_RS01565	FEF31_RS01705
OG0000167	DR083_RS01580	FEF31_RS01720
OG0000168	DR083_RS01585	FEF31_RS01725
OG0000169	DR083_RS01655	FEF31_RS03615
OG0000170	DR083_RS01670	FEF31_RS04785, FEF31_RS04795
OG0000171	DR083_RS01680	FEF31_RS03640
OG0000172	DR083_RS01690	FEF31_RS03645
OG0000173	DR083_RS01695	FEF31_RS03650
OG0000174	DR083_RS01700	FEF31_RS03655
OG0000175	DR083_RS01715	FEF31_RS03670
OG0000176	DR083_RS01765	FEF31_RS03715
OG0000177	DR083_RS01770	FEF31_RS03720
OG0000178	DR083_RS01775	FEF31_RS03725
OG0000179	DR083_RS01785	FEF31_RS03735
OG0000180	DR083_RS01790	FEF31_RS03740
OG0000181	DR083_RS04830	FEF31_RS04690
OG0000182	DR083_RS02830	FEF31_RS03795
OG0000183	DR083_RS02795	FEF31_RS03830
OG0000184	DR083_RS03100	FEF31_RS02980
OG0000185	DR083_RS03085	FEF31_RS02965
OG0000186	DR083_RS04900	FEF31_RS04435
OG0000187	DR083_RS03415	FEF31_RS01200
OG0000188	DR083_RS03405	FEF31_RS01210
OG0000189	DR083_RS04865	FEF31_RS04520
OG0000190	DR083_RS03025	FEF31_RS02035
OG0000191	DR083_RS03005	FEF31_RS02015
OG0000192	DR083_RS02475	FEF31_RS00875
OG0000193	DR083_RS02490	FEF31_RS00860
OG0000194	DR083_RS01250	FEF31_RS00345
OG0000195	DR083_RS01255	FEF31_RS00350
OG0000196	DR083_RS01275	FEF31_RS00370
OG0000197	DR083_RS01280	FEF31_RS00375
OG0000198	DR083_RS01295	FEF31_RS00390
OG0000199	DR083_RS01300	FEF31_RS00395
OG0000200	DR083_RS01315	FEF31_RS00410
OG0000201	DR083_RS01325	FEF31_RS00420
OG0000202	DR083_RS04685	FEF31_RS00475
OG0000203	DR083_RS01385	FEF31_RS00480
OG0000204	DR083_RS01390	FEF31_RS00485
OG0000205	DR083_RS01395	FEF31_RS00490
OG0000206	DR083_RS01415	FEF31_RS00510
OG0000207	DR083_RS01430	FEF31_RS00525
OG0000208	DR083_RS01435	FEF31_RS00530
OG0000209	DR083_RS01440	FEF31_RS00535
OG0000210	DR083_RS02680	FEF31_RS00580
OG0000211	DR083_RS02670	FEF31_RS00590
OG0000212	DR083_RS02660	FEF31_RS00600
OG0000213	DR083_RS02655	FEF31_RS00605
OG0000214	DR083_RS02650	FEF31_RS00610
OG0000215	DR083_RS02645	FEF31_RS00615
OG0000216	DR083_RS02640	FEF31_RS00620
OG0000217	DR083_RS02635	FEF31_RS00625
OG0000218	DR083_RS02625	FEF31_RS00635
OG0000219	DR083_RS02620	FEF31_RS00640
OG0000220	DR083_RS02615	FEF31_RS00645
OG0000221	DR083_RS02610	FEF31_RS00650
OG0000222	DR083_RS02605	FEF31_RS00655
OG0000223	DR083_RS02600	FEF31_RS00660
OG0000224	DR083_RS02590	FEF31_RS00670
OG0000225	DR083_RS02580	FEF31_RS00680
OG0000226	DR083_RS02575	FEF31_RS00685
OG0000227	DR083_RS02570	FEF31_RS00690
OG0000228	DR083_RS05030	FEF31_RS04770
OG0000229	DR083_RS02560	FEF31_RS00700
OG0000230	DR083_RS02555	FEF31_RS00705
OG0000231	DR083_RS02545	FEF31_RS00715
OG0000232	DR083_RS02535	FEF31_RS00725
OG0000233	DR083_RS02035	FEF31_RS00750
OG0000234	DR083_RS01995	FEF31_RS00785
OG0000235	DR083_RS01985	FEF31_RS00795
OG0000236	DR083_RS01980	FEF31_RS00800
OG0000237	DR083_RS01975	FEF31_RS00805
OG0000238	DR083_RS01965	FEF31_RS00810
OG0000239	DR083_RS00735	FEF31_RS02680
OG0000240	DR083_RS00740	FEF31_RS02685
OG0000241	DR083_RS00750	FEF31_RS02695
OG0000242	DR083_RS00755	FEF31_RS02700
OG0000243	DR083_RS00760	FEF31_RS02705
OG0000244	DR083_RS00770	FEF31_RS02715
OG0000245	DR083_RS00780	FEF31_RS02720
OG0000246	DR083_RS00010	FEF31_RS03410
OG0000247	DR083_RS00020	FEF31_RS03420
OG0000248	DR083_RS00030	FEF31_RS03430
OG0000249	DR083_RS00035	FEF31_RS03435
OG0000250	DR083_RS00050	FEF31_RS03450
OG0000251	DR083_RS00085	FEF31_RS03480
OG0000252	DR083_RS00095	FEF31_RS03490
OG0000253	DR083_RS00100	FEF31_RS03495
OG0000254	DR083_RS00110	FEF31_RS03505
OG0000255	DR083_RS00120	FEF31_RS03510
OG0000256	DR083_RS00125	FEF31_RS03515
OG0000257	DR083_RS00150	FEF31_RS03540
OG0000258	DR083_RS00160	FEF31_RS03550
OG0000259	DR083_RS00190	FEF31_RS03580
OG0000260	DR083_RS00200	FEF31_RS03590
OG0000261	DR083_RS04585	FEF31_RS04680
OG0000262	DR083_RS00225	FEF31_RS00010
OG0000263	DR083_RS00240	FEF31_RS00025
OG0000264	DR083_RS00255	FEF31_RS00040
OG0000265	DR083_RS00265	FEF31_RS00050
OG0000266	DR083_RS00280	FEF31_RS00065
OG0000267	DR083_RS00295	FEF31_RS00080
OG0000268	DR083_RS00300	FEF31_RS00085
OG0000269	DR083_RS03225	FEF31_RS00100
OG0000270	DR083_RS04615	FEF31_RS04635
OG0000271	DR083_RS00515	FEF31_RS03160
OG0000272	DR083_RS00510	FEF31_RS03155
OG0000273	DR083_RS00505	FEF31_RS03150
OG0000274	DR083_RS00485	FEF31_RS03130
OG0000275	DR083_RS04605	FEF31_RS04625
OG0000276	DR083_RS00475	FEF31_RS03120
OG0000277	DR083_RS00465	FEF31_RS03110
OG0000278	DR083_RS00460	FEF31_RS03105
OG0000279	DR083_RS00450	FEF31_RS03095
OG0000280	DR083_RS00445	FEF31_RS03090
OG0000281	DR083_RS00440	FEF31_RS03085
OG0000282	DR083_RS04595	FEF31_RS04615
OG0000283	DR083_RS00410	FEF31_RS03055
OG0000284	DR083_RS00405	FEF31_RS03050
OG0000285	DR083_RS04590	FEF31_RS04610
OG0000286	DR083_RS00325	FEF31_RS02155
OG0000287	DR083_RS01805	FEF31_RS02260
OG0000288	DR083_RS01815	FEF31_RS02270
OG0000289	DR083_RS01820	FEF31_RS02275
OG0000290	DR083_RS02205	FEF31_RS02385
OG0000291	DR083_RS01920	FEF31_RS02375
OG0000292	DR083_RS01915	FEF31_RS02370
OG0000293	DR083_RS01910	FEF31_RS02365
OG0000294	DR083_RS01900	FEF31_RS02355
OG0000295	DR083_RS01895	FEF31_RS02350
OG0000296	DR083_RS01855	FEF31_RS02310
OG0000297	DR083_RS01850	FEF31_RS02305
OG0000298	DR083_RS00045	FEF31_RS03445
OG0000299	DR083_RS00070	FEF31_RS03465
OG0000300	DR083_RS00250	FEF31_RS00035
OG0000301	DR083_RS00285	FEF31_RS00070
OG0000302	DR083_RS00290	FEF31_RS00075
OG0000303	DR083_RS02385	FEF31_RS00220
OG0000304	DR083_RS02530	FEF31_RS00730
OG0000305	DR083_RS00670	FEF31_RS02620
OG0000306	DR083_RS00595	FEF31_RS02545
OG0000307	DR083_RS00560	FEF31_RS02510
OG0000308	DR083_RS02185	FEF31_RS02405
OG0000309	DR083_RS01885	FEF31_RS02340
OG0000310	DR083_RS01810	FEF31_RS02265
OG0000311	DR083_RS00385	FEF31_RS02215
OG0000312	DR083_RS00370	FEF31_RS02200
OG0000313	DR083_RS03565	FEF31_RS01260
OG0000314	DR083_RS01560	FEF31_RS01700
OG0000315	DR083_RS01590	FEF31_RS01730
OG0000316	DR083_RS01600	FEF31_RS01740
OG0000317	DR083_RS02870	FEF31_RS01835
OG0000318	DR083_RS04715	FEF31_RS04480
OG0000319	DR083_RS02735	FEF31_RS01970
OG0000320	DR083_RS03115	FEF31_RS02095
OG0000321	DR083_RS01150	FEF31_RS00990
OG0000322	DR083_RS01105	FEF31_RS01040
OG0000323	DR083_RS00975	FEF31_RS01170
OG0000324	DR083_RS03000	FEF31_RS02010
OG0000325	DR083_RS01260	FEF31_RS00355
OG0000326	DR083_RS01355	FEF31_RS00450
OG0000327	DR083_RS01360	FEF31_RS00455
OG0000328	DR083_RS01445	FEF31_RS00540
OG0000329	DR083_RS01470	FEF31_RS00560
OG0000330	DR083_RS02020	FEF31_RS00760
OG0000331	DR083_RS00765	FEF31_RS02710
OG0000332	DR083_RS01725	FEF31_RS03680
OG0000333	DR083_RS01735	FEF31_RS03690
OG0000334	DR083_RS02835	FEF31_RS03790
OG0000335	DR083_RS02825	FEF31_RS03800
OG0000336	DR083_RS04600	FEF31_RS04620
OG0000337	DR083_RS00855	FEF31_RS03240
OG0000338	DR083_RS00895	FEF31_RS03280
OG0000339	DR083_RS03295	FEF31_RS02070
OG0000340	DR083_RS01170	FEF31_RS00970
OG0000341	DR083_RS03020	FEF31_RS02030
OG0000342	DR083_RS01290	FEF31_RS00385
OG0000343	DR083_RS01745	FEF31_RS03700
OG0000344	DR083_RS02400	FEF31_RS00235
OG0000345	DR083_RS02585	FEF31_RS00675
OG0000346	DR083_RS04950	FEF31_RS03080
OG0000347	DR083_RS01080	FEF31_RS01065
OG0000348	DR083_RS01365	FEF31_RS00460
OG0000349	DR083_RS04610	FEF31_RS04630
OG0000350	DR083_RS00550	FEF31_RS02500
OG0000351	DR083_RS03285	FEF31_RS00155
OG0000352	DR083_RS01540	FEF31_RS01680
OG0000353	DR083_RS01110	FEF31_RS01035
OG0000354	DR083_RS03170	FEF31_RS00295
OG0000355	DR083_RS04705	FEF31_RS04470
OG0000356	DR083_RS04710	FEF31_RS04475
OG0000357	DR083_RS04740	FEF31_RS04685
OG0000358	DR083_RS01710	FEF31_RS03665
OG0000359	DR083_RS04680	FEF31_RS04380
OG0000360	DR083_RS00155	FEF31_RS03545
OG0000361	DR083_RS00185	FEF31_RS03575
OG0000362	DR083_RS01830	FEF31_RS02285
OG0000363	DR083_RS04670	FEF31_RS01105
OG0000365	DR083_RS03815	FEF31_RS01785
OG0000366	DR083_RS02900	FEF31_RS01805
OG0000367	DR083_RS02890	FEF31_RS01815
OG0000368	DR083_RS05110	FEF31_RS03345
OG0000369	DR083_RS04650	FEF31_RS04650
OG0000370	DR083_RS00920	FEF31_RS03305
OG0000371	DR083_RS00915	FEF31_RS03300
OG0000372	DR083_RS00910	FEF31_RS03295
OG0000373	DR083_RS00885	FEF31_RS03270
OG0000374	DR083_RS00875	FEF31_RS03260
OG0000375	DR083_RS02740	FEF31_RS01965
OG0000376	DR083_RS03130	FEF31_RS02110
OG0000377	DR083_RS03120	FEF31_RS02100
OG0000378	DR083_RS01190	FEF31_RS00950
OG0000379	DR083_RS01115	FEF31_RS01030
OG0000380	DR083_RS01090	FEF31_RS01055
OG0000381	DR083_RS01050	FEF31_RS01095
OG0000382	DR083_RS01020	FEF31_RS01125
OG0000383	DR083_RS00980	FEF31_RS01165
OG0000384	DR083_RS02340	FEF31_RS00175
OG0000385	DR083_RS02345	FEF31_RS00180
OG0000386	DR083_RS02365	FEF31_RS00200
OG0000387	DR083_RS02390	FEF31_RS00225
OG0000388	DR083_RS04795	FEF31_RS04370
OG0000390	DR083_RS00690	FEF31_RS02640
OG0000391	DR083_RS00680	FEF31_RS02630
OG0000392	DR083_RS00655	FEF31_RS02605
OG0000393	DR083_RS04620	FEF31_RS04550
OG0000394	DR083_RS03350	FEF31_RS02475
OG0000395	DR083_RS03345	FEF31_RS02470
OG0000396	DR083_RS00330	FEF31_RS02160
OG0000397	DR083_RS01525	FEF31_RS01665
OG0000398	DR083_RS01530	FEF31_RS01670
OG0000399	DR083_RS01575	FEF31_RS01715
OG0000400	DR083_RS01665	FEF31_RS03625
OG0000401	DR083_RS01730	FEF31_RS03685
OG0000402	DR083_RS01740	FEF31_RS03695
OG0000403	DR083_RS01750	FEF31_RS03705
OG0000404	DR083_RS01780	FEF31_RS03730
OG0000406	DR083_RS02820	FEF31_RS03805
OG0000407	DR083_RS04825	FEF31_RS04695
OG0000408	DR083_RS02810	FEF31_RS03815
OG0000409	DR083_RS02805	FEF31_RS03820
OG0000410	DR083_RS03105	FEF31_RS02985
OG0000411	DR083_RS03095	FEF31_RS02975
OG0000412	DR083_RS03090	FEF31_RS02970
OG0000413	DR083_RS03435	FEF31_RS01180
OG0000414	DR083_RS03425	FEF31_RS01190
OG0000415	DR083_RS03420	FEF31_RS01195
OG0000416	DR083_RS03410	FEF31_RS01205
OG0000417	DR083_RS03015	FEF31_RS02025
OG0000418	DR083_RS03010	FEF31_RS02020
OG0000419	DR083_RS01270	FEF31_RS00365
OG0000420	DR083_RS01305	FEF31_RS00400
OG0000421	DR083_RS01340	FEF31_RS00435
OG0000422	DR083_RS01350	FEF31_RS00445
OG0000423	DR083_RS01405	FEF31_RS00500
OG0000424	DR083_RS01410	FEF31_RS00505
OG0000425	DR083_RS01420	FEF31_RS00515
OG0000426	DR083_RS04690	FEF31_RS04385
OG0000427	DR083_RS04695	FEF31_RS04390
OG0000428	DR083_RS01475	FEF31_RS00570
OG0000429	DR083_RS02595	FEF31_RS00665
OG0000430	DR083_RS02550	FEF31_RS00710
OG0000431	DR083_RS02540	FEF31_RS00720
OG0000432	DR083_RS02025	FEF31_RS00755
OG0000433	DR083_RS02010	FEF31_RS00770
OG0000434	DR083_RS02005	FEF31_RS00775
OG0000435	DR083_RS01990	FEF31_RS00790
OG0000436	DR083_RS01960	FEF31_RS00815
OG0000437	DR083_RS01950	FEF31_RS00825
OG0000438	DR083_RS01945	FEF31_RS00830
OG0000439	DR083_RS04745	FEF31_RS04400
OG0000440	DR083_RS00745	FEF31_RS02690
OG0000441	DR083_RS00785	FEF31_RS02725
OG0000442	DR083_RS00015	FEF31_RS03415
OG0000443	DR083_RS00065	FEF31_RS03460
OG0000444	DR083_RS00080	FEF31_RS03475
OG0000445	DR083_RS00105	FEF31_RS03500
OG0000446	DR083_RS00135	FEF31_RS03525
OG0000447	DR083_RS00140	FEF31_RS03530
OG0000448	DR083_RS00170	FEF31_RS03560
OG0000449	DR083_RS00195	FEF31_RS03585
OG0000450	DR083_RS00205	FEF31_RS03595
OG0000451	DR083_RS00245	FEF31_RS00030
OG0000452	DR083_RS00270	FEF31_RS00055
OG0000453	DR083_RS00305	FEF31_RS00090
OG0000455	DR083_RS00795	FEF31_RS03185
OG0000456	DR083_RS00420	FEF31_RS03065
OG0000457	DR083_RS00395	FEF31_RS03040
OG0000458	DR083_RS01800	FEF31_RS02255
OG0000459	DR083_RS01825	FEF31_RS02280
OG0000460	DR083_RS01835	FEF31_RS02290
OG0000461	DR083_RS01880	FEF31_RS02335
OG0000462	DR083_RS01875	FEF31_RS02330
OG0000463	DR083_RS01870	FEF31_RS02325
OG0000464	DR083_RS01865	FEF31_RS02320
OG0000465	DR083_RS01860	FEF31_RS02315
OG0000466	DR083_RS00275	FEF31_RS00060
OG0000467	DR083_RS04780	FEF31_RS04530
OG0000468	DR083_RS01570	FEF31_RS01710
OG0000469	DR083_RS01630	FEF31_RS01770
OG0000470	DR083_RS03825	FEF31_RS00495
OG0000471	DR083_RS03775	FEF31_RS00575
OG0000472	DR083_RS02975	FEF31_RS02995
OG0000473	DR083_RS00525	FEF31_RS03170
OG0000474	DR083_RS00530	FEF31_RS03175
OG0000476	DR083_RS03485	FEF31_RS01215
OG0000477	DR083_RS01905	FEF31_RS02360
OG0000478	DR083_RS00470	FEF31_RS03115
OG0000479	DR083_RS01155	FEF31_RS00985
OG0000480	DR083_RS03830	FEF31_RS01775
OG0000481	DR083_RS01375	FEF31_RS00470
OG0000482	DR083_RS02485	FEF31_RS00865
OG0000483	DR083_RS02885	FEF31_RS01820
OG0000484	DR083_RS04580	FEF31_RS04675
OG0000485	DR083_RS01955	FEF31_RS00820
OG0000486	DR083_RS03035	FEF31_RS02045
OG0000487	DR083_RS04720	FEF31_RS04485
OG0000489	DR083_RS00950	FEF31_RS03335
OG0000490	DR083_RS00890	FEF31_RS03275
OG0000491	DR083_RS01135	FEF31_RS01005
OG0000492	DR083_RS01060	FEF31_RS01085
OG0000493	DR083_RS02405	FEF31_RS00240
OG0000494	DR083_RS03165	FEF31_RS00300
OG0000495	DR083_RS00625	FEF31_RS02575
OG0000496	DR083_RS00615	FEF31_RS02565
OG0000497	DR083_RS00610	FEF31_RS02560
OG0000498	DR083_RS03355	FEF31_RS02480
OG0000499	DR083_RS02150	FEF31_RS02445
OG0000500	DR083_RS01535	FEF31_RS01675
OG0000502	DR083_RS02495	FEF31_RS00855
OG0000503	DR083_RS01320	FEF31_RS00415
OG0000504	DR083_RS01455	FEF31_RS00550
OG0000505	DR083_RS02675	FEF31_RS00585
OG0000506	DR083_RS02665	FEF31_RS00595
OG0000507	DR083_RS02630	FEF31_RS00630
OG0000508	DR083_RS00130	FEF31_RS03520
OG0000509	DR083_RS00165	FEF31_RS03555
OG0000510	DR083_RS00175	FEF31_RS03565
OG0000512	DR083_RS01840	FEF31_RS02295
OG0000513	DR083_RS00455	FEF31_RS03100
OG0000514	DR083_RS00650	FEF31_RS02600
OG0000515	DR083_RS03495	FEF31_RS01240, FEF31_RS01235, FEF31_RS01230
OG0000516	DR083_RS04725	FEF31_RS04490
OG0000518	DR083_RS01720	FEF31_RS03675
OG0000519	DR083_RS01345	FEF31_RS00440
OG0000521	DR083_RS00145	FEF31_RS03535
OG0000522	DR083_RS00180	FEF31_RS03570
OG0000524	DR083_RS02180	FEF31_RS02410
OG0000525	DR083_RS04850	FEF31_RS04585
OG0000526	DR083_RS04265	FEF31_RS01585
OG0000527	DR083_RS02220	FEF31_RS01525
OG0000528	DR083_RS04730	FEF31_RS01760
OG0000529	DR083_RS02725	FEF31_RS01980
OG0000530	DR083_RS03310	FEF31_RS02080
OG0000531	DR083_RS01085	FEF31_RS01060
OG0000532	DR083_RS05100	FEF31_RS01290
OG0000533	DR083_RS03335	FEF31_RS00260
OG0000534	DR083_RS00260	FEF31_RS00045
OG0000535	DR083_RS04655	FEF31_RS04655
OG0000536	DR083_RS00825	FEF31_RS03215
OG0000537	DR083_RS01285	FEF31_RS00380
OG0000538	DR083_RS02000	FEF31_RS00780
OG0000539	DR083_RS00090	FEF31_RS03485
OG0000540	DR083_RS01925	FEF31_RS02380
OG0000541	DR083_RS02135	FEF31_RS02460
OG0000542	DR083_RS00230	FEF31_RS00015
OG0000544	DR083_RS04805	FEF31_RS04410
