Orthogroup	MHP_98_proteins	MHP_153B_proteins
OG0000027	WP_179695887.1	WP_146379747.1
OG0000028	WP_179695973.1	WP_404923970.1
OG0000029	WP_179695967.1	WP_404924086.1
OG0000029	WP_179696117.1	WP_404924105.1
OG0000030	WP_308705276.1	WP_404924037.1
OG0000031	WP_179695837.1	WP_404923928.1
OG0000031	WP_011206142.1	WP_011206142.1
OG0000032	WP_135618726.1	WP_404924142.1
OG0000035	WP_179695901.1	WP_404924028.1
OG0000036	WP_179696118.1	WP_020835495.1, WP_146379454.1
OG0000037	WP_308705291.1	WP_404924191.1
OG0000038	WP_179696113.1	WP_404924159.1
OG0000038	WP_179695955.1	WP_404924082.1
OG0000039	WP_011290139.1	WP_179221095.1
OG0000040	WP_179695895.1	WP_404924032.1
OG0000041	WP_232039589.1	WP_011290019.1
OG0000041	WP_258556571.1	WP_404912290.1
OG0000042	WP_179695917.1	WP_404924008.1
OG0000043	WP_014579804.1	WP_014579804.1
OG0000044	WP_225973034.1	WP_225973034.1
OG0000045	WP_225973032.1	WP_404924192.1
OG0000046	WP_258556527.1	WP_347952302.1
OG0000047	WP_258556507.1	WP_404923919.1
OG0000048	WP_179696016.1	WP_011290213.1
OG0000049	WP_179695914.1	WP_020835860.1
OG0000050	WP_179695974.1	WP_404923972.1
OG0000051	WP_179695991.1	WP_404923985.1
OG0000052	WP_011289937.1	WP_404924060.1
OG0000053	WP_020835649.1	WP_404924135.1, WP_404924136.1
OG0000054	WP_179695975.1	WP_404923973.1
OG0000055	WP_160607724.1	WP_146379455.1
OG0000056	WP_179695863.1	WP_404924050.1
OG0000057	WP_020835847.1	WP_258555814.1
OG0000058	WP_179695838.1	WP_404923930.1
OG0000059	WP_220200465.1	WP_404923926.1, WP_404923925.1
OG0000060	WP_258556516.1	WP_020835489.1
OG0000061	WP_179696104.1	WP_020835703.1
OG0000062	WP_011206522.1	WP_160588098.1
OG0000063	WP_179695867.1	WP_404924054.1
OG0000064	WP_160588095.1	WP_011290440.1
OG0000065	WP_011290219.1	WP_233688433.1
OG0000066	WP_179696053.1	WP_011205965.1
OG0000067	WP_179695958.1	WP_404924083.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_179695928.1, WP_179696086.1	WP_011206373.1
OG0000070	WP_011206292.1	WP_011206292.1
OG0000071	WP_179695896.1	WP_160585219.1
OG0000072	WP_308705279.1	WP_404924031.1
OG0000073	WP_011206093.1	WP_404912207.1
OG0000074	WP_044284596.1	WP_404924091.1
OG0000075	WP_179695946.1	WP_014579568.1
OG0000076	WP_146379475.1	WP_160607908.1
OG0000077	WP_179695954.1	WP_404924080.1
OG0000078	WP_179696073.1	WP_404924153.1
OG0000079	WP_179695982.1	WP_404923976.1
OG0000080	WP_179695988.1	WP_404923980.1
OG0000081	WP_179695945.1	WP_404924076.1
OG0000082	WP_258556556.1	WP_404923966.1
OG0000083	WP_094521681.1	WP_014579823.1
OG0000084	WP_011284142.1	WP_011284142.1
OG0000085	WP_179696013.1	WP_011206223.1
OG0000086	WP_179696014.1	WP_011290207.1
OG0000087	WP_020835732.1	WP_404912425.1
OG0000088	WP_020835733.1	WP_020835733.1
OG0000089	WP_011290212.1	WP_011290212.1
OG0000090	WP_094521535.1	WP_404924059.1
OG0000091	WP_179695876.1	WP_020835487.1
OG0000092	WP_179695874.1	WP_011205847.1
OG0000093	WP_020835484.1	WP_011205846.1
OG0000094	WP_179695873.1	WP_014579519.1
OG0000095	WP_044272251.1	WP_044272251.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_258556515.1	WP_404924056.1
OG0000098	WP_135619170.1	WP_160588100.1
OG0000099	WP_179695864.1	WP_404924051.1
OG0000100	WP_160584888.1	WP_404924049.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_179696071.1	WP_020835678.1
OG0000103	WP_179696017.1	WP_011290214.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_179696018.1	WP_146379630.1
OG0000106	WP_146379631.1	WP_404923951.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_179696020.1	WP_192894278.1
OG0000109	WP_220200503.1	WP_220200503.1
OG0000110	WP_179696032.1	WP_020835772.1
OG0000111	WP_258556555.1	WP_020835771.1
OG0000112	WP_258556554.1	WP_404923963.1
OG0000113	WP_020835765.1	WP_404923959.1
OG0000114	WP_258556553.1	WP_404923958.1
OG0000115	WP_011284183.1	WP_011284183.1
OG0000116	WP_094521621.1	WP_011290103.1
OG0000117	WP_179696060.1	WP_044272388.1
OG0000118	WP_179696056.1	WP_404924127.1
OG0000119	WP_179696055.1	WP_160585678.1
OG0000120	WP_011284027.1	WP_011284027.1
OG0000121	WP_011284032.1	WP_146379557.1
OG0000122	WP_011205958.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011205953.1	WP_404924132.1
OG0000125	WP_179696050.1	WP_011205952.1
OG0000126	WP_011290120.1	WP_160606641.1
OG0000127	WP_011284040.1	WP_160590282.1
OG0000128	WP_160585095.1	WP_146379564.1
OG0000129	WP_179696048.1	WP_014579732.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_179696046.1	WP_160585099.1
OG0000132	WP_179696044.1	WP_011205939.1
OG0000133	WP_179695959.1	WP_014579589.1
OG0000134	WP_308705284.1	WP_225973012.1
OG0000135	WP_011206120.1	WP_160585148.1
OG0000136	WP_179695961.1	WP_179695961.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_160584793.1	WP_404924103.1
OG0000139	WP_179221023.1	WP_011206102.1
OG0000140	WP_011206101.1	WP_160584795.1
OG0000141	WP_146379698.1	WP_011284290.1
OG0000142	WP_011284289.1	WP_011284289.1
OG0000143	WP_179695919.1	WP_135619026.1
OG0000144	WP_179695920.1	WP_404924007.1
OG0000145	WP_225972996.1	WP_225972996.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_179695923.1	WP_135619012.1
OG0000149	WP_179695924.1	WP_011290331.1
OG0000150	WP_011206376.1	WP_135619006.1
OG0000151	WP_179696082.1	WP_404923997.1
OG0000152	WP_179696081.1	WP_404923996.1
OG0000153	WP_179696080.1	WP_011206347.1
OG0000154	WP_011206345.1	WP_011290318.1
OG0000155	WP_179695999.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_179695997.1	WP_020835818.1
OG0000158	WP_179695995.1	WP_404911941.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_011284209.1	WP_179221158.1
OG0000161	WP_011206287.1	WP_146379654.1
OG0000162	WP_135619210.1	WP_167871270.1
OG0000163	WP_094521716.1	WP_044272529.1
OG0000164	WP_179696123.1	WP_404924143.1
OG0000165	WP_011206200.1	WP_020835712.1
OG0000166	WP_179696004.1	WP_404924182.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_135618848.1	WP_135618848.1
OG0000169	WP_179221201.1	WP_179221201.1
OG0000170	WP_014579964.1	WP_020835862.1
OG0000171	WP_050195447.1	WP_011206422.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011206425.1	WP_011290368.1
OG0000174	WP_179695911.1	WP_160600929.1
OG0000175	WP_160585645.1	WP_160585645.1
OG0000176	WP_160585271.1	WP_404924025.1
OG0000177	WP_160585273.1	WP_160585273.1
OG0000178	WP_020835878.1	WP_044272620.1
OG0000179	WP_014579979.1	WP_014579979.1
OG0000180	WP_011206445.1	WP_011206445.1
OG0000181	WP_020835888.1	WP_020835888.1
OG0000182	WP_011284337.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_135619119.1	WP_160585238.1
OG0000185	WP_020835897.1	WP_404924034.1
OG0000186	WP_179696043.1	WP_020835656.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_179696024.1	WP_404923954.1
OG0000190	WP_179696023.1	WP_011206256.1
OG0000191	WP_020835755.1	WP_146379633.1
OG0000192	WP_179696089.1	WP_011205992.1
OG0000193	WP_094521610.1	WP_094521610.1
OG0000194	WP_011283923.1	WP_011290023.1
OG0000195	WP_011283924.1	WP_094521583.1
OG0000196	WP_179695841.1	WP_179695841.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_179695842.1	WP_404924099.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_011283943.1	WP_011290039.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_011206071.1
OG0000205	WP_179695848.1	WP_160606691.1
OG0000206	WP_011206066.1	WP_011290044.1
OG0000207	WP_179695850.1	WP_094521594.1
OG0000208	WP_179695851.1	WP_135618591.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_011206052.1
OG0000211	WP_011290054.1	WP_011290054.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_020835589.1
OG0000216	WP_014579616.1	WP_160585193.1
OG0000217	WP_011206044.1	WP_404924088.1
OG0000218	WP_179695969.1	WP_011290058.1
OG0000219	WP_020835591.1	WP_020835591.1
OG0000220	WP_160606682.1	WP_020835592.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_179695968.1	WP_020835596.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011290064.1	WP_011206031.1
OG0000228	WP_041361593.1	WP_404924087.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_160585185.1	WP_014579605.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_179696062.1	WP_011290071.1
OG0000234	WP_146379533.1	WP_404924109.1
OG0000235	WP_011290078.1	WP_404924111.1
OG0000236	WP_011283989.1	WP_404924112.1
OG0000237	WP_179221055.1	WP_404924113.1
OG0000238	WP_011206006.1	WP_011206006.1
OG0000239	WP_011290347.1	WP_404924009.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_044272588.1	WP_044284696.1
OG0000242	WP_146379702.1	WP_020835854.1
OG0000243	WP_146379703.1	WP_160608089.1
OG0000244	WP_160615603.1	WP_041361690.1
OG0000245	WP_179695916.1	WP_404924010.1
OG0000246	WP_050195463.1	WP_050195463.1
OG0000247	WP_179695932.1	WP_146379457.1
OG0000248	WP_052259122.1	WP_404924202.1
OG0000249	WP_179695933.1	WP_404924064.1
OG0000250	WP_011289957.1	WP_404924066.1
OG0000251	WP_014579544.1	WP_318023737.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_179695938.1	WP_404924069.1
OG0000254	WP_020835510.1	WP_404924070.1
OG0000255	WP_044284572.1	WP_014579550.1
OG0000256	WP_011283865.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011289974.1
OG0000259	WP_308705283.1	WP_146379775.1
OG0000260	WP_179695943.1	WP_011289982.1
OG0000261	WP_179695944.1	WP_404924075.1
OG0000262	WP_041361531.1	WP_041361531.1
OG0000263	WP_160585532.1	WP_160606511.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_179695949.1	WP_404924077.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_044284773.1	WP_044284773.1
OG0000268	WP_179695950.1	WP_404924078.1
OG0000269	WP_179695953.1	WP_011206134.1
OG0000270	WP_179695859.1	WP_404924047.1
OG0000271	WP_179695858.1	WP_404924046.1
OG0000272	WP_011284373.1	WP_404912074.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_179695856.1	WP_404924044.1
OG0000275	WP_011290422.1	WP_011290422.1
OG0000276	WP_011290421.1	WP_160600741.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_179695854.1	WP_404924043.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_011290416.1	WP_011290416.1
OG0000282	WP_179695880.1	WP_404924041.1
OG0000283	WP_179695881.1	WP_044272663.1
OG0000284	WP_011206484.1	WP_011206484.1
OG0000285	WP_179695882.1	WP_404924039.1
OG0000286	WP_044284668.1	WP_404923971.1
OG0000287	WP_011206297.1	WP_146379659.1
OG0000288	WP_160585009.1	WP_348571747.1
OG0000289	WP_179695979.1	WP_404923975.1
OG0000290	WP_014579908.1	WP_404923983.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_044272553.1	WP_160585667.1
OG0000293	WP_160590129.1	WP_020835805.1
OG0000294	WP_146379669.1	WP_404923981.1
OG0000295	WP_011206315.1	WP_011206315.1
OG0000296	WP_041361673.1	WP_044272552.1
OG0000297	WP_146379664.1	WP_160608046.1
OG0000298	WP_179695935.1	WP_135618474.1
OG0000299	WP_160606529.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_011283891.1
OG0000302	WP_011205925.1	WP_011205925.1
OG0000303	WP_146379484.1	WP_011206118.1
OG0000304	WP_011283978.1	WP_220190741.1
OG0000305	WP_179695921.1	WP_404924005.1
OG0000306	WP_179696084.1	WP_404924000.1
OG0000307	WP_179696079.1	WP_020835826.1
OG0000308	WP_020835811.1	WP_404911934.1
OG0000309	WP_179695987.1	WP_404923979.1
OG0000310	WP_179695978.1	WP_011206298.1
OG0000311	WP_011206293.1	WP_160606809.1
OG0000312	WP_011206290.1	WP_041361671.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_179696097.1	WP_020835716.1
OG0000315	WP_011290197.1	WP_011290197.1
OG0000316	WP_179696008.1	WP_404911774.1
OG0000317	WP_146379589.1	WP_146379589.1
OG0000318	WP_220200501.1	WP_404924185.1
OG0000319	WP_135618880.1	WP_044272490.1
OG0000320	WP_179696028.1	WP_404923961.1
OG0000321	WP_011205969.1	WP_404924126.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_179696045.1	WP_404924138.1
OG0000324	WP_094521693.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_179695846.1	WP_404924096.1
OG0000327	WP_011206076.1	WP_404924095.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_011206056.1	WP_011206056.1
OG0000330	WP_160584670.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_041361688.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_179695900.1	WP_044272637.1
OG0000335	WP_179695899.1	WP_404924029.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011284387.1	WP_011284387.1
OG0000338	WP_014580051.1	WP_014580051.1
OG0000339	WP_179696038.1	WP_404923957.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_011290226.1
OG0000342	WP_050195494.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_179695964.1	WP_160606838.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_179695847.1	WP_014579636.1
OG0000349	WP_179695857.1	WP_404924045.1
OG0000350	WP_258556579.1	WP_404923995.1
OG0000351	WP_160584739.1	WP_404924081.1
OG0000352	WP_179696100.1	WP_404924181.1
OG0000353	WP_044284615.1	WP_404924130.1
OG0000354	WP_258556592.1	WP_404924102.1
OG0000355	WP_220200538.1	WP_404924179.1
OG0000356	WP_308705286.1	WP_404924184.1
OG0000357	WP_011206427.1	WP_404924018.1
OG0000358	WP_179695910.1	WP_404924019.1
OG0000359	WP_179695843.1	WP_404924097.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_011289979.1
OG0000362	WP_011290282.1	WP_094521719.1
OG0000363	WP_308705292.1	WP_233417364.1
OG0000365	WP_179696010.1	WP_404924188.1
OG0000366	WP_011206224.1	WP_011206224.1
OG0000367	WP_179696015.1	WP_225973040.1
OG0000368	WP_179695877.1	WP_011289935.1
OG0000369	WP_160588112.1	WP_011205844.1
OG0000370	WP_011205843.1	WP_044272260.1
OG0000371	WP_179695872.1	WP_044272256.1
OG0000372	WP_179695871.1	WP_160584860.1
OG0000373	WP_179695869.1	WP_404924057.1
OG0000374	WP_179695868.1	WP_404924055.1
OG0000375	WP_135618878.1	WP_011284163.1
OG0000376	WP_179696030.1	WP_404923964.1
OG0000377	WP_011206271.1	WP_404923962.1
OG0000378	WP_011205977.1	WP_020835632.1
OG0000380	WP_179696051.1	WP_404924131.1
OG0000381	WP_179696049.1	WP_404924134.1
OG0000382	WP_179696047.1	WP_404924137.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_179695956.1	WP_041361727.1
OG0000385	WP_179695957.1	WP_044272311.1
OG0000386	WP_011206121.1	WP_011206121.1
OG0000387	WP_179695962.1	WP_404924084.1
OG0000388	WP_179695963.1	WP_179221014.1
OG0000389	WP_146379493.1	WP_011290013.1
OG0000390	WP_011284284.1	WP_011290340.1
OG0000391	WP_020835843.1	WP_020835843.1
OG0000392	WP_160584971.1	WP_404924004.1
OG0000393	WP_179696085.1	WP_404924001.1
OG0000395	WP_179696000.1	WP_404923992.1
OG0000396	WP_160606819.1	WP_020835781.1
OG0000397	WP_011206196.1	WP_011206196.1
OG0000398	WP_011290187.1	WP_404924180.1
OG0000399	WP_179696005.1	WP_404924183.1
OG0000400	WP_179695913.1	WP_243216310.1
OG0000401	WP_135619070.1	WP_404924021.1
OG0000402	WP_020835872.1	WP_020835872.1
OG0000403	WP_179695908.1	WP_404924022.1
OG0000405	WP_179695905.1	WP_404924026.1
OG0000406	WP_014579989.1	WP_404924030.1
OG0000407	WP_179695898.1	WP_011290391.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_179695897.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_179695892.1	WP_404924035.1
OG0000412	WP_179695893.1	WP_146379741.1
OG0000413	WP_011290129.1	WP_146379568.1
OG0000414	WP_011205936.1	WP_404924139.1
OG0000415	WP_020835657.1	WP_020835657.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_179696022.1	WP_160585790.1
OG0000418	WP_179696021.1	WP_404923952.1
OG0000419	WP_020835572.1	WP_404924100.1
OG0000420	WP_020835574.1	WP_146379500.1
OG0000421	WP_179695844.1	WP_011290034.1
OG0000422	WP_179695845.1	WP_146379504.1
OG0000423	WP_011206068.1	WP_404924094.1
OG0000424	WP_179695849.1	WP_011290043.1
OG0000425	WP_011283949.1	WP_404924093.1
OG0000426	WP_011283950.1	WP_404924092.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000428	WP_179695853.1	WP_011206054.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_050195474.1	WP_050195474.1
OG0000431	WP_011290067.1	WP_146379524.1
OG0000432	WP_179696063.1	WP_404924108.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_160584674.1	WP_020835607.1
OG0000435	WP_011290077.1	WP_404924110.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_179696067.1	WP_404924114.1
OG0000438	WP_179696068.1	WP_404924115.1
OG0000439	WP_020835619.1	WP_044272377.1
OG0000440	WP_160588325.1	WP_160588325.1
OG0000441	WP_011284299.1	WP_404924011.1
OG0000442	WP_179695931.1	WP_160607726.1
OG0000443	WP_179695936.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_044284571.1
OG0000446	WP_011205891.1	WP_146379467.1
OG0000447	WP_179695940.1	WP_404924071.1
OG0000448	WP_011289976.1	WP_146379469.1
OG0000449	WP_011289981.1	WP_011289981.1
OG0000450	WP_160584761.1	WP_404924074.1
OG0000451	WP_179695947.1	WP_044272294.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_179695951.1	WP_404924079.1
OG0000455	WP_179695861.1	WP_347952324.1
OG0000456	WP_011206487.1	WP_404924042.1
OG0000457	WP_179695883.1	WP_404924201.1
OG0000458	WP_179695977.1	WP_160588321.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_179695980.1	WP_348602552.1
OG0000461	WP_179695986.1	WP_404924197.1
OG0000462	WP_011284228.1	WP_011284228.1
OG0000463	WP_179695985.1	WP_404923977.1
OG0000464	WP_179695984.1	WP_011206309.1
OG0000465	WP_179695983.1	WP_160585762.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_179695993.1	WP_404923988.1
OG0000468	WP_160585598.1	WP_160585598.1
OG0000469	WP_014579824.1	WP_404924187.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_044272348.1
OG0000472	WP_179695890.1	WP_404924036.1
OG0000473	WP_014580023.1	WP_020835917.1
OG0000474	WP_011284377.1	WP_041361711.1
OG0000475	WP_179695860.1	WP_404924048.1
OG0000476	WP_179696042.1	WP_404924140.1
OG0000477	WP_179695989.1	WP_135618962.1
OG0000478	WP_146379753.1	WP_011284367.1
OG0000479	WP_179696057.1	WP_404924190.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_044272343.1
OG0000482	WP_220200531.1	WP_404924117.1
OG0000483	WP_160587946.1	WP_347952210.1
OG0000484	WP_225973007.1	WP_135618485.1
OG0000485	WP_179696066.1	WP_020835615.1
OG0000486	WP_160585249.1	WP_160585249.1
OG0000487	WP_220200502.1	WP_404924186.1
OG0000488	WP_179696012.1	WP_020835728.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_179695870.1	WP_146379773.1
OG0000491	WP_179696054.1	WP_404924128.1
OG0000492	WP_020835646.1	WP_404924133.1
OG0000493	WP_179695965.1	WP_404924085.1
OG0000494	WP_052259108.1	WP_404924101.1
OG0000495	WP_179695926.1	WP_011290329.1
OG0000496	WP_011206375.1	WP_011206375.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_179695996.1	WP_020835817.1
OG0000500	WP_179696101.1	WP_347952479.1
OG0000501	WP_179695912.1	WP_220190663.1
OG0000503	WP_020835576.1	WP_404924098.1
OG0000504	WP_179695852.1	WP_011283955.1
OG0000505	WP_146379519.1	WP_404924089.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_020835590.1
OG0000508	WP_179695939.1	WP_020835512.1
OG0000509	WP_020835518.1	WP_020835518.1
OG0000510	WP_050195448.1	WP_404924072.1
OG0000511	WP_179695952.1	WP_011283896.1
OG0000512	WP_179695981.1	WP_160585006.1
OG0000513	WP_179695855.1	WP_179695855.1
OG0000514	WP_179695922.1	WP_404924003.1
OG0000515	WP_258556565.1	WP_404924141.1
OG0000516	WP_011206214.1	WP_160607660.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_179695909.1	WP_404924200.1
OG0000520	WP_011283957.1	WP_404924090.1
OG0000521	WP_179695941.1	WP_020835515.1
OG0000522	WP_179695942.1	WP_404924073.1
OG0000524	WP_179695992.1	WP_404923987.1
OG0000525	WP_179695889.1	WP_404912046.1
OG0000526	WP_258555394.1	WP_404924171.1
OG0000527	WP_258555658.1	WP_404924163.1
OG0000529	WP_179696019.1	WP_014579831.1
OG0000530	WP_179696026.1	WP_011284186.1
OG0000532	WP_011284067.1	WP_404924144.1
OG0000535	WP_179695875.1	WP_404924058.1
OG0000536	WP_179695865.1	WP_404924052.1
OG0000539	WP_179695937.1	WP_404924068.1
OG0000540	WP_179695990.1	WP_404923982.1
OG0000541	WP_179695998.1	WP_404923991.1
OG0000542	WP_011289986.1	WP_011289986.1
OG0000543	WP_160585706.1	WP_160585706.1
OG0000544	WP_308507042.1	WP_014579703.1
OG0000545	WP_160606457.1	WP_404924169.1
OG0000546	WP_179696083.1	WP_404923998.1
OG0000551	WP_146379706.1	WP_011206407.1
OG0000552	WP_179695907.1	WP_404924024.1
OG0000553	WP_020835815.1	WP_404923990.1, WP_404923989.1
OG0000554	WP_179696033.1	WP_404923965.1
OG0000555	WP_228366107.1	WP_308507032.1
OG0000556	WP_179695834.1	WP_404923924.1
OG0000556	WP_094521569.1	WP_094521569.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_094521614.1	WP_404924118.1
OG0000559	WP_011290153.1	WP_020835677.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_179696064.1	WP_094521603.1
OG0000562	WP_146379618.1	WP_348572112.1
OG0000563	WP_011290172.1	WP_011290172.1
OG0000564	WP_258556567.1	WP_041361605.1
OG0000565	WP_011290181.1	WP_404924177.1
OG0000566	WP_258556588.1	WP_404924176.1
OG0000567	WP_258556589.1	WP_404924170.1
OG0000568	WP_179695840.1	WP_044272325.1
OG0000569	WP_094521615.1	WP_404924119.1
OG0000570	WP_179696091.1	WP_404924120.1
OG0000571	WP_179696092.1	WP_011205986.1
OG0000572	WP_179696093.1	WP_404924123.1
