Orthogroup	Duplications (all)	Duplications (50% support)
OG0000389	0	0
OG0000390	0	0
OG0000391	0	0
OG0000392	0	0
OG0000393	0	0
OG0000394	0	0
OG0000395	0	0
OG0000396	0	0
OG0000397	0	0
OG0000398	0	0
OG0000399	0	0
OG0000400	0	0
OG0000401	0	0
OG0000402	0	0
OG0000403	0	0
OG0000404	1	1
OG0000405	0	0
OG0000406	0	0
OG0000407	0	0
OG0000408	0	0
OG0000409	0	0
OG0000410	0	0
OG0000411	0	0
OG0000412	0	0
OG0000413	0	0
OG0000414	0	0
OG0000415	0	0
OG0000416	0	0
OG0000417	0	0
OG0000418	0	0
OG0000419	0	0
OG0000420	0	0
OG0000421	0	0
OG0000422	0	0
OG0000423	0	0
OG0000424	0	0
OG0000425	0	0
OG0000426	0	0
OG0000427	0	0
OG0000428	0	0
OG0000429	0	0
OG0000430	0	0
OG0000431	0	0
OG0000432	0	0
OG0000433	0	0
OG0000434	0	0
OG0000435	0	0
OG0000436	0	0
OG0000437	0	0
OG0000438	0	0
OG0000439	0	0
OG0000440	0	0
OG0000441	0	0
OG0000442	0	0
OG0000443	0	0
OG0000444	0	0
OG0000445	0	0
OG0000446	0	0
OG0000447	0	0
OG0000448	0	0
OG0000449	0	0
OG0000450	0	0
OG0000451	0	0
OG0000452	0	0
OG0000453	0	0
OG0000454	8	2
OG0000455	0	0
OG0000456	0	0
OG0000457	0	0
OG0000458	0	0
OG0000459	0	0
OG0000460	0	0
OG0000461	0	0
OG0000462	0	0
OG0000463	0	0
OG0000464	0	0
OG0000465	0	0
OG0000466	0	0
OG0000467	0	0
OG0000468	0	0
OG0000469	0	0
OG0000470	0	0
OG0000471	0	0
OG0000472	0	0
OG0000473	0	0
OG0000474	0	0
OG0000475	0	0
OG0000476	0	0
OG0000477	0	0
OG0000478	0	0
OG0000479	0	0
OG0000480	0	0
OG0000481	0	0
OG0000482	0	0
OG0000483	0	0
OG0000484	0	0
OG0000485	0	0
OG0000486	0	0
OG0000487	0	0
OG0000488	0	0
OG0000489	0	0
OG0000490	0	0
OG0000491	0	0
OG0000492	0	0
OG0000493	0	0
OG0000494	0	0
OG0000495	0	0
OG0000496	0	0
OG0000497	0	0
OG0000498	0	0
OG0000499	0	0
OG0000500	0	0
OG0000501	1	1
OG0000502	0	0
OG0000503	0	0
OG0000504	0	0
OG0000505	0	0
OG0000506	0	0
OG0000507	0	0
OG0000508	0	0
OG0000509	0	0
OG0000510	0	0
OG0000511	0	0
OG0000512	0	0
OG0000513	0	0
OG0000514	0	0
OG0000515	4	1
OG0000516	1	0
OG0000517	0	0
OG0000518	0	0
OG0000519	0	0
OG0000520	0	0
OG0000521	0	0
OG0000522	0	0
OG0000523	0	0
OG0000524	0	0
OG0000525	0	0
OG0000526	2	0
OG0000527	1	0
OG0000528	0	0
OG0000529	0	0
OG0000530	0	0
OG0000531	0	0
OG0000532	1	0
OG0000533	1	0
OG0000534	0	0
OG0000535	0	0
OG0000536	0	0
OG0000537	0	0
OG0000538	0	0
OG0000539	0	0
OG0000540	1	0
OG0000541	0	0
OG0000542	0	0
OG0000543	5	0
OG0000544	1	0
OG0000545	1	0
OG0000546	2	0
OG0000547	0	0
OG0000548	0	0
OG0000549	0	0
OG0000550	0	0
OG0000551	0	0
OG0000552	1	0
OG0000553	1	1
OG0000554	1	0
OG0000555	0	0
OG0000556	2	1
OG0000557	0	0
OG0000558	0	0
OG0000559	0	0
OG0000560	0	0
OG0000561	0	0
OG0000562	0	0
OG0000563	0	0
OG0000564	0	0
OG0000565	0	0
OG0000566	0	0
OG0000567	1	0
OG0000568	0	0
OG0000569	0	0
OG0000570	0	0
OG0000571	0	0
OG0000572	0	0
OG0000573	0	0
OG0000574	0	0
OG0000575	0	0
OG0000576	0	0
OG0000577	0	0
OG0000578	0	0
OG0000579	0	0
OG0000580	0	0
OG0000581	0	0
OG0000582	0	0
OG0000583	0	0
OG0000584	5	2
OG0000585	1	0
OG0000586	0	0
OG0000587	0	0
OG0000588	0	0
OG0000589	0	0
OG0000590	3	1
OG0000591	0	0
OG0000592	0	0
OG0000593	0	0
OG0000594	0	0
OG0000595	1	0
OG0000596	1	0
OG0000597	1	0
OG0000598	0	0
OG0000599	0	0
OG0000600	2	0
OG0000601	0	0
OG0000602	0	0
OG0000603	2	0
OG0000604	0	0
OG0000605	3	1
OG0000606	0	0
OG0000607	0	0
OG0000608	3	2
OG0000609	0	0
OG0000610	2	0
OG0000611	0	0
OG0000612	0	0
OG0000613	0	0
OG0000614	0	0
OG0000615	0	0
OG0000616	0	0
OG0000617	0	0
OG0000618	0	0
OG0000619	0	0
OG0000620	0	0
OG0000621	0	0
OG0000622	0	0
OG0000623	3	1
OG0000624	0	0
OG0000625	0	0
OG0000626	0	0
OG0000627	0	0
OG0000628	0	0
OG0000629	0	0
OG0000630	0	0
OG0000631	0	0
OG0000632	0	0
OG0000633	0	0
OG0000634	0	0
OG0000635	0	0
OG0000636	0	0
OG0000637	0	0
OG0000638	0	0
OG0000639	0	0
OG0000640	0	0
OG0000641	0	0
OG0000642	0	0
OG0000643	0	0
OG0000644	0	0
OG0000645	0	0
OG0000646	0	0
OG0000647	0	0
OG0000648	0	0
OG0000649	0	0
OG0000650	0	0
OG0000651	1	1
