Orthogroup	MFC_Ms42_genes	MHP_1257_genes
OG0000103	MYF_RS01540	ABKJ22_RS02195
OG0000104	MYF_RS01545	ABKJ22_RS02190
OG0000105	MYF_RS01560	ABKJ22_RS02175
OG0000106	MYF_RS01570	ABKJ22_RS02165
OG0000107	MYF_RS01580	ABKJ22_RS02155
OG0000108	MYF_RS01585	ABKJ22_RS02150
OG0000109	MYF_RS01590	ABKJ22_RS02145
OG0000110	MYF_RS01595	ABKJ22_RS02340
OG0000111	MYF_RS01600	ABKJ22_RS02335
OG0000112	MYF_RS01610	ABKJ22_RS02325
OG0000113	MYF_RS01625	ABKJ22_RS02305
OG0000114	MYF_RS01635	ABKJ22_RS02295
OG0000115	MYF_RS01645	ABKJ22_RS02285
OG0000116	MYF_RS01655	ABKJ22_RS01315
OG0000117	MYF_RS01660	ABKJ22_RS01320
OG0000118	MYF_RS01690	ABKJ22_RS01355
OG0000119	MYF_RS01695	ABKJ22_RS01360
OG0000120	MYF_RS01710	ABKJ22_RS01375
OG0000121	MYF_RS01735	ABKJ22_RS01400
OG0000122	MYF_RS01740	ABKJ22_RS01405
OG0000123	MYF_RS01760	ABKJ22_RS01425
OG0000124	MYF_RS01765	ABKJ22_RS01430
OG0000125	MYF_RS01770	ABKJ22_RS01435
OG0000126	MYF_RS01780	ABKJ22_RS01445
OG0000127	MYF_RS01790	ABKJ22_RS01455
OG0000128	MYF_RS01805	ABKJ22_RS01470
OG0000129	MYF_RS01810	ABKJ22_RS01475
OG0000130	MYF_RS01820	ABKJ22_RS01485
OG0000131	MYF_RS01850	ABKJ22_RS01515
OG0000132	MYF_RS01865	ABKJ22_RS01530
OG0000133	MYF_RS00485	ABKJ22_RS00530
OG0000134	MYF_RS00490	ABKJ22_RS00535
OG0000135	MYF_RS00505	ABKJ22_RS00550
OG0000136	MYF_RS00510	ABKJ22_RS00555
OG0000137	MYF_RS00540	ABKJ22_RS00585
OG0000138	MYF_RS00565	ABKJ22_RS01080
OG0000139	MYF_RS00595	ABKJ22_RS01050
OG0000140	MYF_RS00600	ABKJ22_RS01045
OG0000141	MYF_RS00635	ABKJ22_RS02875
OG0000142	MYF_RS00640	ABKJ22_RS02870
OG0000143	MYF_RS00665	ABKJ22_RS02850
OG0000144	MYF_RS00675	ABKJ22_RS02840
OG0000145	MYF_RS00685	ABKJ22_RS02830
OG0000146	MYF_RS00695	ABKJ22_RS02820
OG0000147	MYF_RS00700	ABKJ22_RS02815
OG0000148	MYF_RS00715	ABKJ22_RS02800
OG0000149	MYF_RS00725	ABKJ22_RS02790
OG0000150	MYF_RS00740	ABKJ22_RS02775
OG0000151	MYF_RS00795	ABKJ22_RS02720
OG0000152	MYF_RS00800	ABKJ22_RS02715
OG0000153	MYF_RS00805	ABKJ22_RS02710
OG0000154	MYF_RS00815	ABKJ22_RS02700
OG0000155	MYF_RS00835	ABKJ22_RS02660
OG0000156	MYF_RS00855	ABKJ22_RS02650
OG0000157	MYF_RS00860	ABKJ22_RS02645
OG0000158	MYF_RS00870	ABKJ22_RS02635
OG0000159	MYF_RS01165	ABKJ22_RS02410
OG0000160	MYF_RS01170	ABKJ22_RS02405
OG0000161	MYF_RS01175	ABKJ22_RS02400
OG0000162	MYF_RS01185	ABKJ22_RS02390
OG0000163	MYF_RS01190	ABKJ22_RS02385
OG0000164	MYF_RS01220	ABKJ22_RS01610
OG0000165	MYF_RS01265	ABKJ22_RS01915
OG0000166	MYF_RS01285	ABKJ22_RS01935
OG0000167	MYF_RS01300	ABKJ22_RS01950
OG0000168	MYF_RS01305	ABKJ22_RS01955
OG0000169	MYF_RS02560	ABKJ22_RS02950
OG0000170	MYF_RS02585	ABKJ22_RS02965
OG0000171	MYF_RS02595	ABKJ22_RS02975
OG0000172	MYF_RS02600	ABKJ22_RS02980
OG0000173	MYF_RS02605	ABKJ22_RS02985
OG0000174	MYF_RS02610	ABKJ22_RS02990
OG0000175	MYF_RS02625	ABKJ22_RS03005
OG0000176	MYF_RS02670	ABKJ22_RS03050
OG0000177	MYF_RS02675	ABKJ22_RS03055
OG0000178	MYF_RS02680	ABKJ22_RS03060
OG0000179	MYF_RS02690	ABKJ22_RS03070
OG0000180	MYF_RS02695	ABKJ22_RS03075
OG0000181	MYF_RS02710	ABKJ22_RS03105
OG0000182	MYF_RS02720	ABKJ22_RS03115
OG0000183	MYF_RS02755	ABKJ22_RS03150
OG0000184	MYF_RS02785	ABKJ22_RS03190
OG0000185	MYF_RS02800	ABKJ22_RS03175
OG0000186	MYF_RS01895	ABKJ22_RS01540
OG0000187	MYF_RS01910	ABKJ22_RS01555
OG0000188	MYF_RS01920	ABKJ22_RS01565
OG0000189	MYF_RS01930	ABKJ22_RS02110
OG0000190	MYF_RS01935	ABKJ22_RS02115
OG0000191	MYF_RS01955	ABKJ22_RS02135
OG0000192	MYF_RS01965	ABKJ22_RS01230
OG0000193	MYF_RS01980	ABKJ22_RS01220
OG0000194	MYF_RS01990	ABKJ22_RS01010
OG0000195	MYF_RS01995	ABKJ22_RS01005
OG0000196	MYF_RS02015	ABKJ22_RS00985
OG0000197	MYF_RS02020	ABKJ22_RS00980
OG0000198	MYF_RS02035	ABKJ22_RS00965
OG0000199	MYF_RS02040	ABKJ22_RS00960
OG0000200	MYF_RS02050	ABKJ22_RS00945
OG0000201	MYF_RS02060	ABKJ22_RS00935
OG0000202	MYF_RS02115	ABKJ22_RS00880
OG0000203	MYF_RS02120	ABKJ22_RS00875
OG0000204	MYF_RS02125	ABKJ22_RS00870
OG0000205	MYF_RS02130	ABKJ22_RS00865
OG0000206	MYF_RS02150	ABKJ22_RS00845
OG0000207	MYF_RS02165	ABKJ22_RS00830
OG0000208	MYF_RS02170	ABKJ22_RS00825
OG0000209	MYF_RS02175	ABKJ22_RS00820
OG0000210	MYF_RS02220	ABKJ22_RS00775
OG0000211	MYF_RS02230	ABKJ22_RS00745
OG0000212	MYF_RS02240	ABKJ22_RS00735
OG0000213	MYF_RS02245	ABKJ22_RS00730
OG0000214	MYF_RS02250	ABKJ22_RS00725
OG0000215	MYF_RS02255	ABKJ22_RS00720
OG0000216	MYF_RS02260	ABKJ22_RS00715
OG0000217	MYF_RS02265	ABKJ22_RS00710
OG0000218	MYF_RS02275	ABKJ22_RS00700
OG0000219	MYF_RS02280	ABKJ22_RS00695
OG0000220	MYF_RS02285	ABKJ22_RS00690
OG0000221	MYF_RS02290	ABKJ22_RS00685
OG0000222	MYF_RS03240	ABKJ22_RS00680
OG0000223	MYF_RS02295	ABKJ22_RS00675
OG0000224	MYF_RS02305	ABKJ22_RS00665
OG0000225	MYF_RS02315	ABKJ22_RS00655
OG0000226	MYF_RS02320	ABKJ22_RS00650
OG0000227	MYF_RS02325	ABKJ22_RS00645
OG0000228	MYF_RS03530	ABKJ22_RS00640
OG0000229	MYF_RS02335	ABKJ22_RS00635
OG0000230	MYF_RS02340	ABKJ22_RS00630
OG0000231	MYF_RS02350	ABKJ22_RS00620
OG0000232	MYF_RS02360	ABKJ22_RS00610
OG0000233	MYF_RS02370	ABKJ22_RS01110
OG0000234	MYF_RS02400	ABKJ22_RS01145
OG0000235	MYF_RS02410	ABKJ22_RS01155
OG0000236	MYF_RS02415	ABKJ22_RS01160
OG0000237	MYF_RS02430	ABKJ22_RS01165
OG0000238	MYF_RS02435	ABKJ22_RS01170
OG0000239	MYF_RS02465	ABKJ22_RS02885
OG0000240	MYF_RS02470	ABKJ22_RS02890
OG0000241	MYF_RS02480	ABKJ22_RS02900
OG0000242	MYF_RS02485	ABKJ22_RS02905
OG0000243	MYF_RS02490	ABKJ22_RS02910
OG0000244	MYF_RS02500	ABKJ22_RS02920
OG0000245	MYF_RS02510	ABKJ22_RS02930
OG0000246	MYF_RS00085	ABKJ22_RS00135
OG0000247	MYF_RS00095	ABKJ22_RS00145
OG0000248	MYF_RS00120	ABKJ22_RS00155
OG0000249	MYF_RS00125	ABKJ22_RS00160
OG0000250	MYF_RS00140	ABKJ22_RS00175
OG0000251	MYF_RS00170	ABKJ22_RS00205
OG0000252	MYF_RS00180	ABKJ22_RS00215
OG0000253	MYF_RS00185	ABKJ22_RS00220
OG0000254	MYF_RS00195	ABKJ22_RS00230
OG0000255	MYF_RS00205	ABKJ22_RS00235
OG0000256	MYF_RS00210	ABKJ22_RS00240
OG0000257	MYF_RS00235	ABKJ22_RS00265
OG0000258	MYF_RS00245	ABKJ22_RS00275
OG0000259	MYF_RS00275	ABKJ22_RS00305
OG0000260	MYF_RS00285	ABKJ22_RS00315
OG0000261	MYF_RS00295	ABKJ22_RS00325
OG0000262	MYF_RS00310	ABKJ22_RS00340
OG0000263	MYF_RS00325	ABKJ22_RS00355
OG0000264	MYF_RS00340	ABKJ22_RS00370
OG0000265	MYF_RS00350	ABKJ22_RS00380
OG0000266	MYF_RS00365	ABKJ22_RS00395
OG0000267	MYF_RS00380	ABKJ22_RS00410
OG0000268	MYF_RS00385	ABKJ22_RS00415
OG0000269	MYF_RS00400	ABKJ22_RS00440
OG0000270	MYF_RS02955	ABKJ22_RS03375
OG0000271	MYF_RS02950	ABKJ22_RS03370
OG0000272	MYF_RS02945	ABKJ22_RS03365
OG0000273	MYF_RS02940	ABKJ22_RS03360
OG0000274	MYF_RS02920	ABKJ22_RS03340
OG0000275	MYF_RS02915	ABKJ22_RS03335
OG0000276	MYF_RS02910	ABKJ22_RS03330
OG0000277	MYF_RS02900	ABKJ22_RS03320
OG0000278	MYF_RS02895	ABKJ22_RS03315
OG0000279	MYF_RS02885	ABKJ22_RS03305
OG0000280	MYF_RS02880	ABKJ22_RS03300
OG0000281	MYF_RS03275	ABKJ22_RS03295
OG0000282	MYF_RS02855	ABKJ22_RS03270
OG0000283	MYF_RS02850	ABKJ22_RS03265
OG0000284	MYF_RS02845	ABKJ22_RS03260
OG0000285	MYF_RS02840	ABKJ22_RS03255
OG0000286	MYF_RS01115	ABKJ22_RS02370
OG0000287	MYF_RS01090	ABKJ22_RS02465
OG0000288	MYF_RS01080	ABKJ22_RS02475
OG0000289	MYF_RS01075	ABKJ22_RS02480
OG0000290	MYF_RS00905	ABKJ22_RS02590
OG0000291	MYF_RS00915	ABKJ22_RS02580
OG0000292	MYF_RS00920	ABKJ22_RS02575
OG0000293	MYF_RS00925	ABKJ22_RS02570
OG0000294	MYF_RS00935	ABKJ22_RS02560
OG0000295	MYF_RS00940	ABKJ22_RS02555
OG0000296	MYF_RS01040	ABKJ22_RS02515
OG0000297	MYF_RS01045	ABKJ22_RS02510
OG0000298	MYF_RS00135	ABKJ22_RS00170
OG0000299	MYF_RS00155	ABKJ22_RS00190
OG0000300	MYF_RS00335	ABKJ22_RS00365
OG0000301	MYF_RS00370	ABKJ22_RS00400
OG0000302	MYF_RS00375	ABKJ22_RS00405
OG0000303	MYF_RS00515	ABKJ22_RS00560
OG0000304	MYF_RS00545	ABKJ22_RS00605
OG0000305	MYF_RS00690	ABKJ22_RS02825
OG0000306	MYF_RS00770	ABKJ22_RS02745
OG0000307	MYF_RS00810	ABKJ22_RS02705
OG0000308	MYF_RS00895	ABKJ22_RS02610
OG0000309	MYF_RS01005	ABKJ22_RS02545
OG0000310	MYF_RS01085	ABKJ22_RS02470
OG0000311	MYF_RS01140	ABKJ22_RS02430
OG0000312	MYF_RS01160	ABKJ22_RS02415
OG0000313	MYF_RS01210	ABKJ22_RS01600
OG0000314	MYF_RS01280	ABKJ22_RS01930
OG0000315	MYF_RS01310	ABKJ22_RS01960
OG0000316	MYF_RS01320	ABKJ22_RS01970
OG0000317	MYF_RS01360	ABKJ22_RS02065
OG0000318	MYF_RS01450	ABKJ22_RS01975
OG0000319	MYF_RS01555	ABKJ22_RS02180
OG0000320	MYF_RS01620	ABKJ22_RS02315
OG0000321	MYF_RS01685	ABKJ22_RS01350
OG0000322	MYF_RS01730	ABKJ22_RS01395
OG0000323	MYF_RS01860	ABKJ22_RS01525
OG0000324	MYF_RS01960	ABKJ22_RS02140
OG0000325	MYF_RS02000	ABKJ22_RS01000
OG0000326	MYF_RS02090	ABKJ22_RS00905
OG0000327	MYF_RS02095	ABKJ22_RS00900
OG0000328	MYF_RS02180	ABKJ22_RS00815
OG0000329	MYF_RS02200	ABKJ22_RS00795
OG0000330	MYF_RS02380	ABKJ22_RS01120
OG0000331	MYF_RS02495	ABKJ22_RS02915
OG0000332	MYF_RS02635	ABKJ22_RS03015
OG0000333	MYF_RS02645	ABKJ22_RS03025
OG0000334	MYF_RS02715	ABKJ22_RS03110
OG0000335	MYF_RS02725	ABKJ22_RS03120
OG0000336	MYF_RS02870	ABKJ22_RS03285
OG0000337	MYF_RS03105	ABKJ22_RS03460
OG0000338	MYF_RS03145	ABKJ22_RS03500
OG0000339	MYF_RS01640	ABKJ22_RS02290
OG0000340	MYF_RS01665	ABKJ22_RS01330
OG0000341	MYF_RS01940	ABKJ22_RS02120
OG0000342	MYF_RS02030	ABKJ22_RS00970
OG0000343	MYF_RS02655	ABKJ22_RS03035
OG0000344	MYF_RS00530	ABKJ22_RS00575
OG0000345	MYF_RS02310	ABKJ22_RS00660
OG0000346	MYF_RS02875	ABKJ22_RS03290
OG0000347	MYF_RS01755	ABKJ22_RS01420
OG0000348	MYF_RS02100	ABKJ22_RS00895
OG0000349	MYF_RS02930	ABKJ22_RS03350
OG0000350	MYF_RS03360	ABKJ22_RS02695
OG0000351	MYF_RS00465	ABKJ22_RS00495
OG0000352	MYF_RS01260	ABKJ22_RS01910
OG0000353	MYF_RS01725	ABKJ22_RS01390
OG0000354	MYF_RS00580	ABKJ22_RS01065
OG0000355	MYF_RS01235	ABKJ22_RS01885
OG0000356	MYF_RS01315	ABKJ22_RS01965
OG0000357	MYF_RS02615	ABKJ22_RS02995
OG0000358	MYF_RS02620	ABKJ22_RS03000
OG0000359	MYF_RS02070	ABKJ22_RS00925
OG0000360	MYF_RS00240	ABKJ22_RS00270
OG0000361	MYF_RS00270	ABKJ22_RS00300
OG0000362	MYF_RS01065	ABKJ22_RS02490
OG0000363	MYF_RS01795	ABKJ22_RS01460
OG0000365	MYF_RS01420	ABKJ22_RS02015
OG0000366	MYF_RS01390	ABKJ22_RS02035
OG0000367	MYF_RS01380	ABKJ22_RS02045
OG0000368	MYF_RS00060	ABKJ22_RS00060
OG0000369	MYF_RS00025	ABKJ22_RS00025
OG0000370	MYF_RS00020	ABKJ22_RS00020
OG0000371	MYF_RS00015	ABKJ22_RS00015
OG0000372	MYF_RS00010	ABKJ22_RS00010
OG0000373	MYF_RS03135	ABKJ22_RS03490
OG0000374	MYF_RS03125	ABKJ22_RS03480
OG0000375	MYF_RS01550	ABKJ22_RS02185
OG0000376	MYF_RS01605	ABKJ22_RS02330
OG0000377	MYF_RS01615	ABKJ22_RS02320
OG0000378	MYF_RS01650	ABKJ22_RS01310
OG0000379	MYF_RS01720	ABKJ22_RS01385
OG0000380	MYF_RS01745	ABKJ22_RS01410
OG0000381	MYF_RS01785	ABKJ22_RS01450
OG0000382	MYF_RS01815	ABKJ22_RS01480
OG0000383	MYF_RS01855	ABKJ22_RS01520
OG0000384	MYF_RS00470	ABKJ22_RS00515
OG0000385	MYF_RS00475	ABKJ22_RS00520
OG0000386	MYF_RS00495	ABKJ22_RS00540
OG0000387	MYF_RS00520	ABKJ22_RS00565
OG0000388	MYF_RS00525	ABKJ22_RS00570
OG0000389	MYF_RS00560	ABKJ22_RS01085
OG0000390	MYF_RS00670	ABKJ22_RS02845
OG0000391	MYF_RS00680	ABKJ22_RS02835
OG0000392	MYF_RS00705	ABKJ22_RS02810
OG0000393	MYF_RS00760	ABKJ22_RS02755
OG0000394	MYF_RS00825	ABKJ22_RS02670
OG0000395	MYF_RS00830	ABKJ22_RS02665
OG0000396	MYF_RS01200	ABKJ22_RS02375
OG0000397	MYF_RS01245	ABKJ22_RS01895
OG0000398	MYF_RS01250	ABKJ22_RS01900
OG0000399	MYF_RS01295	ABKJ22_RS01945
OG0000400	MYF_RS02580	ABKJ22_RS02960
OG0000401	MYF_RS02640	ABKJ22_RS03020
OG0000402	MYF_RS02650	ABKJ22_RS03030
OG0000403	MYF_RS02660	ABKJ22_RS03040
OG0000404	MYF_RS02685	ABKJ22_RS03065
OG0000405	MYF_RS02700	ABKJ22_RS03080
OG0000406	MYF_RS02730	ABKJ22_RS03125
OG0000407	MYF_RS02735	ABKJ22_RS03130
OG0000408	MYF_RS02740	ABKJ22_RS03135
OG0000409	MYF_RS02745	ABKJ22_RS03140
OG0000410	MYF_RS02780	ABKJ22_RS03195
OG0000411	MYF_RS02790	ABKJ22_RS03185
OG0000412	MYF_RS02795	ABKJ22_RS03180
OG0000413	MYF_RS01890	ABKJ22_RS01535
OG0000414	MYF_RS01900	ABKJ22_RS01545
OG0000415	MYF_RS01905	ABKJ22_RS01550
OG0000416	MYF_RS01915	ABKJ22_RS01560
OG0000417	MYF_RS01945	ABKJ22_RS02125
OG0000418	MYF_RS01950	ABKJ22_RS02130
OG0000419	MYF_RS02010	ABKJ22_RS00990
OG0000420	MYF_RS02045	ABKJ22_RS00955
OG0000421	MYF_RS02075	ABKJ22_RS00920
OG0000422	MYF_RS02085	ABKJ22_RS00910
OG0000423	MYF_RS02140	ABKJ22_RS00855
OG0000424	MYF_RS02145	ABKJ22_RS00850
OG0000425	MYF_RS02155	ABKJ22_RS00840
OG0000426	MYF_RS02160	ABKJ22_RS00835
OG0000427	MYF_RS02185	ABKJ22_RS00810
OG0000428	MYF_RS02210	ABKJ22_RS00785
OG0000429	MYF_RS02300	ABKJ22_RS00670
OG0000430	MYF_RS02345	ABKJ22_RS00625
OG0000431	MYF_RS02355	ABKJ22_RS00615
OG0000432	MYF_RS02375	ABKJ22_RS01115
OG0000433	MYF_RS02385	ABKJ22_RS01130
OG0000434	MYF_RS02390	ABKJ22_RS01135
OG0000435	MYF_RS02405	ABKJ22_RS01150
OG0000436	MYF_RS02440	ABKJ22_RS01175
OG0000437	MYF_RS02450	ABKJ22_RS01185
OG0000438	MYF_RS02455	ABKJ22_RS01190
OG0000439	MYF_RS02460	ABKJ22_RS01195
OG0000440	MYF_RS02475	ABKJ22_RS02895
OG0000441	MYF_RS02515	ABKJ22_RS02935
OG0000442	MYF_RS00090	ABKJ22_RS00140
OG0000443	MYF_RS00150	ABKJ22_RS00185
OG0000444	MYF_RS00165	ABKJ22_RS00200
OG0000445	MYF_RS00190	ABKJ22_RS00225
OG0000446	MYF_RS00220	ABKJ22_RS00250
OG0000447	MYF_RS00225	ABKJ22_RS00255
OG0000448	MYF_RS00255	ABKJ22_RS00285
OG0000449	MYF_RS00280	ABKJ22_RS00310
OG0000450	MYF_RS00290	ABKJ22_RS00320
OG0000451	MYF_RS00330	ABKJ22_RS00360
OG0000452	MYF_RS00355	ABKJ22_RS00385
OG0000453	MYF_RS00390	ABKJ22_RS00420
OG0000454	MYF_RS03485	ABKJ22_RS01580
OG0000455	MYF_RS02975	ABKJ22_RS03395
OG0000456	MYF_RS02860	ABKJ22_RS03275
OG0000457	MYF_RS02835	ABKJ22_RS03250
OG0000458	MYF_RS01095	ABKJ22_RS02460
OG0000459	MYF_RS01070	ABKJ22_RS02485
OG0000460	MYF_RS01060	ABKJ22_RS02495
OG0000461	MYF_RS01010	ABKJ22_RS02540
OG0000462	MYF_RS01015	ABKJ22_RS02535
OG0000463	MYF_RS01020	ABKJ22_RS02530
OG0000464	MYF_RS01030	ABKJ22_RS02525
OG0000465	MYF_RS01035	ABKJ22_RS02520
OG0000466	MYF_RS00360	ABKJ22_RS00390
OG0000467	MYF_RS03505	ABKJ22_RS02620
OG0000468	MYF_RS01290	ABKJ22_RS01940
OG0000469	MYF_RS01425	ABKJ22_RS02000
OG0000470	MYF_RS02135	ABKJ22_RS00860
OG0000471	MYF_RS02215	ABKJ22_RS00780
OG0000472	MYF_RS03535	ABKJ22_RS03205
OG0000473	MYF_RS02960	ABKJ22_RS03380
OG0000474	MYF_RS02965	ABKJ22_RS03385
OG0000475	MYF_RS02970	ABKJ22_RS03390
OG0000476	MYF_RS03040	ABKJ22_RS01570
OG0000477	MYF_RS00930	ABKJ22_RS02565
OG0000478	MYF_RS02905	ABKJ22_RS03325
OG0000479	MYF_RS01680	ABKJ22_RS01345
OG0000480	MYF_RS03350	ABKJ22_RS02005
OG0000481	MYF_RS02110	ABKJ22_RS00885
OG0000482	MYF_RS01975	ABKJ22_RS01225
OG0000483	MYF_RS01375	ABKJ22_RS02050
OG0000484	MYF_RS00160	ABKJ22_RS00195
OG0000485	MYF_RS02445	ABKJ22_RS01180
OG0000486	MYF_RS01925	ABKJ22_RS02105
OG0000487	MYF_RS01445	ABKJ22_RS01980
OG0000488	MYF_RS01405	ABKJ22_RS02020
OG0000489	MYF_RS00050	ABKJ22_RS00050
OG0000490	MYF_RS03140	ABKJ22_RS03495
OG0000491	MYF_RS01700	ABKJ22_RS01365
OG0000492	MYF_RS01775	ABKJ22_RS01440
OG0000493	MYF_RS00535	ABKJ22_RS00580
OG0000494	MYF_RS00585	ABKJ22_RS01060
OG0000495	MYF_RS00735	ABKJ22_RS02780
OG0000496	MYF_RS00745	ABKJ22_RS02770
OG0000497	MYF_RS00750	ABKJ22_RS02765
OG0000498	MYF_RS00820	ABKJ22_RS02675
OG0000499	MYF_RS00865	ABKJ22_RS02640
OG0000500	MYF_RS01255	ABKJ22_RS01905
OG0000501	MYF_RS02590	ABKJ22_RS02970
OG0000502	MYF_RS01985	ABKJ22_RS01215
OG0000503	MYF_RS02055	ABKJ22_RS00940
OG0000504	MYF_RS02190	ABKJ22_RS00805
OG0000505	MYF_RS02225	ABKJ22_RS00755
OG0000506	MYF_RS02235	ABKJ22_RS00740
OG0000507	MYF_RS02270	ABKJ22_RS00705
OG0000508	MYF_RS00215	ABKJ22_RS00245
OG0000509	MYF_RS00250	ABKJ22_RS00280
OG0000510	MYF_RS00260	ABKJ22_RS00290
OG0000511	MYF_RS00395	ABKJ22_RS00435
OG0000512	MYF_RS01055	ABKJ22_RS02500
OG0000513	MYF_RS02890	ABKJ22_RS03310
OG0000514	MYF_RS00710	ABKJ22_RS02805
OG0000516	MYF_RS01440	ABKJ22_RS01985
OG0000517	MYF_RS00065	ABKJ22_RS00065
OG0000518	MYF_RS02630	ABKJ22_RS03010
OG0000519	MYF_RS02080	ABKJ22_RS00915
OG0000520	MYF_RS02205	ABKJ22_RS00790
