Orthogroup	MFC_Ms42_genes	MHP_11_genes
OG0000062	MYF_RS03115	B5C39_RS00780
OG0000063	MYF_RS03110	B5C39_RS00775
OG0000064	MYF_RS03100	B5C39_RS00765
OG0000065	MYF_RS01575	B5C39_RS02530
OG0000066	MYF_RS01705	B5C39_RS01545
OG0000068	MYF_RS00590	B5C39_RS02250
OG0000069	MYF_RS00755	B5C39_RS00035
OG0000070	MYF_RS01135	B5C39_RS02755
OG0000071	MYF_RS02760	B5C39_RS00455
OG0000072	MYF_RS02765	B5C39_RS00460
OG0000073	MYF_RS02005	B5C39_RS02200
OG0000074	MYF_RS02195	B5C39_RS02005
OG0000075	MYF_RS00305	B5C39_RS01170
OG0000076	MYF_RS00320	B5C39_RS01185
OG0000077	MYF_RS00410	B5C39_RS02455
OG0000078	MYF_RS00880	B5C39_RS03190
OG0000079	MYF_RS01050	B5C39_RS02835
OG0000080	MYF_RS01000, MYF_RS03365	B5C39_RS03700
OG0000081	MYF_RS00300	B5C39_RS01165
OG0000082	MYF_RS01110	B5C39_RS02680
OG0000083	MYF_RS01430	B5C39_RS03525
OG0000084	MYF_RS01400	B5C39_RS03550
OG0000085	MYF_RS01395	B5C39_RS03555
OG0000086	MYF_RS01385	B5C39_RS03565
OG0000087	MYF_RS01370	B5C39_RS03580
OG0000088	MYF_RS01365	B5C39_RS03585
OG0000089	MYF_RS01355	B5C39_RS03595
OG0000090	MYF_RS00070	B5C39_RS00885
OG0000091	MYF_RS00055	B5C39_RS00870
OG0000092	MYF_RS00040	B5C39_RS00855
OG0000093	MYF_RS00035	B5C39_RS00850
OG0000094	MYF_RS00030	B5C39_RS00845
OG0000095	MYF_RS00005	B5C39_RS00820
OG0000096	MYF_RS03150	B5C39_RS00815
OG0000097	MYF_RS03130	B5C39_RS00795
OG0000098	MYF_RS03120	B5C39_RS00785
OG0000099	MYF_RS03065	B5C39_RS00725
OG0000100	MYF_RS03050	B5C39_RS00710
OG0000101	MYF_RS03045	B5C39_RS00705
OG0000102	MYF_RS03035	B5C39_RS03215
OG0000103	MYF_RS01540	B5C39_RS02495
OG0000104	MYF_RS01545	B5C39_RS02500
OG0000105	MYF_RS01560	B5C39_RS02515
OG0000106	MYF_RS01570	B5C39_RS02525
OG0000107	MYF_RS01580	B5C39_RS02535
OG0000108	MYF_RS01585	B5C39_RS02540
OG0000109	MYF_RS01590	B5C39_RS02545
OG0000110	MYF_RS01595	B5C39_RS02670
OG0000111	MYF_RS01600	B5C39_RS02665
OG0000112	MYF_RS01610	B5C39_RS02655
OG0000113	MYF_RS01625	B5C39_RS02635
OG0000114	MYF_RS01635	B5C39_RS02625
OG0000115	MYF_RS01645	B5C39_RS02610
OG0000116	MYF_RS01655	B5C39_RS01600
OG0000117	MYF_RS01660	B5C39_RS01595
OG0000118	MYF_RS01690	B5C39_RS01560
OG0000119	MYF_RS01695	B5C39_RS01555
OG0000120	MYF_RS01710	B5C39_RS01540
OG0000121	MYF_RS01735	B5C39_RS01515
OG0000122	MYF_RS01740	B5C39_RS01510
OG0000123	MYF_RS01760	B5C39_RS01490
OG0000124	MYF_RS01765	B5C39_RS01485
OG0000125	MYF_RS01770	B5C39_RS01480
OG0000126	MYF_RS01780	B5C39_RS01470
OG0000127	MYF_RS01790	B5C39_RS01460
OG0000128	MYF_RS01805	B5C39_RS01445
OG0000129	MYF_RS01810	B5C39_RS01440
OG0000130	MYF_RS01820	B5C39_RS01430
OG0000131	MYF_RS01850	B5C39_RS01400
OG0000132	MYF_RS01865	B5C39_RS01385
OG0000133	MYF_RS00485	B5C39_RS02365
OG0000134	MYF_RS00490	B5C39_RS02360
OG0000135	MYF_RS00505	B5C39_RS02345
OG0000136	MYF_RS00510	B5C39_RS02340
OG0000137	MYF_RS00540	B5C39_RS02310
OG0000138	MYF_RS00565	B5C39_RS02275
OG0000139	MYF_RS00595	B5C39_RS02245
OG0000140	MYF_RS00600	B5C39_RS02240
OG0000141	MYF_RS00635	B5C39_RS00155
OG0000142	MYF_RS00640	B5C39_RS00150
OG0000143	MYF_RS00665	B5C39_RS00125
OG0000144	MYF_RS00675	B5C39_RS00115
OG0000145	MYF_RS00685	B5C39_RS00105
OG0000146	MYF_RS00695	B5C39_RS00095
OG0000147	MYF_RS00700	B5C39_RS00090
OG0000148	MYF_RS00715	B5C39_RS00075
OG0000149	MYF_RS00725	B5C39_RS00065
OG0000150	MYF_RS00740	B5C39_RS00050
OG0000151	MYF_RS00795	B5C39_RS03055
OG0000152	MYF_RS00800	B5C39_RS03050
OG0000153	MYF_RS00805	B5C39_RS03045
OG0000154	MYF_RS00815	B5C39_RS03035
OG0000155	MYF_RS00835	B5C39_RS02995
OG0000156	MYF_RS00855	B5C39_RS02985
OG0000157	MYF_RS00860	B5C39_RS02980
OG0000158	MYF_RS00870	B5C39_RS03905
OG0000159	MYF_RS01165	B5C39_RS03950
OG0000160	MYF_RS01170	B5C39_RS02735
OG0000161	MYF_RS01175	B5C39_RS02730
OG0000162	MYF_RS01185	B5C39_RS02720
OG0000163	MYF_RS01190	B5C39_RS02715
OG0000164	MYF_RS01220	B5C39_RS03120
OG0000165	MYF_RS01265	B5C39_RS03445
OG0000166	MYF_RS01285	B5C39_RS03465
OG0000167	MYF_RS01300	B5C39_RS03480
OG0000168	MYF_RS01305	B5C39_RS03485
OG0000169	MYF_RS02560	B5C39_RS00235
OG0000170	MYF_RS02585	B5C39_RS00250
OG0000171	MYF_RS02595	B5C39_RS00260
OG0000172	MYF_RS02600	B5C39_RS00265
OG0000173	MYF_RS02605	B5C39_RS00270
OG0000174	MYF_RS02610	B5C39_RS00275
OG0000175	MYF_RS02625	B5C39_RS00290
OG0000176	MYF_RS02670	B5C39_RS00340
OG0000177	MYF_RS02675	B5C39_RS00345
OG0000178	MYF_RS02680	B5C39_RS00350
OG0000179	MYF_RS02690	B5C39_RS00360
OG0000180	MYF_RS02695	B5C39_RS00365
OG0000181	MYF_RS02710	B5C39_RS00405
OG0000182	MYF_RS02720	B5C39_RS00415
OG0000183	MYF_RS02755	B5C39_RS00450
OG0000184	MYF_RS02785	B5C39_RS00495
OG0000185	MYF_RS02800	B5C39_RS00480
OG0000186	MYF_RS01895	B5C39_RS01375
OG0000187	MYF_RS01910	B5C39_RS01360
OG0000188	MYF_RS01920	B5C39_RS01350
OG0000189	MYF_RS01930	B5C39_RS02580
OG0000190	MYF_RS01935	B5C39_RS02575
OG0000191	MYF_RS01955	B5C39_RS02555
OG0000192	MYF_RS01965	B5C39_RS01685
OG0000193	MYF_RS01980	B5C39_RS01695
OG0000194	MYF_RS01990	B5C39_RS02215
OG0000195	MYF_RS01995	B5C39_RS02210
OG0000196	MYF_RS02015	B5C39_RS02190
OG0000197	MYF_RS02020	B5C39_RS02185
OG0000198	MYF_RS02035	B5C39_RS02170
OG0000199	MYF_RS02040	B5C39_RS02165
OG0000200	MYF_RS02050	B5C39_RS02150
OG0000201	MYF_RS02060	B5C39_RS02140
OG0000202	MYF_RS02115	B5C39_RS02085
OG0000203	MYF_RS02120	B5C39_RS02080
OG0000204	MYF_RS02125	B5C39_RS02075
OG0000205	MYF_RS02130	B5C39_RS02070
OG0000206	MYF_RS02150	B5C39_RS02050
OG0000207	MYF_RS02165	B5C39_RS02035
OG0000208	MYF_RS02170	B5C39_RS02030
OG0000209	MYF_RS02175	B5C39_RS02025
OG0000210	MYF_RS02220	B5C39_RS01980
OG0000211	MYF_RS02230	B5C39_RS01970
OG0000212	MYF_RS02240	B5C39_RS01960
OG0000213	MYF_RS02245	B5C39_RS01955
OG0000214	MYF_RS02250	B5C39_RS01950
OG0000215	MYF_RS02255	B5C39_RS01945
OG0000216	MYF_RS02260	B5C39_RS01940
OG0000217	MYF_RS02265	B5C39_RS01935
OG0000218	MYF_RS02275	B5C39_RS01925
OG0000219	MYF_RS02280	B5C39_RS01920
OG0000220	MYF_RS02285	B5C39_RS01915
OG0000221	MYF_RS02290	B5C39_RS01910
OG0000222	MYF_RS03240	B5C39_RS01905
OG0000223	MYF_RS02295	B5C39_RS01900
OG0000224	MYF_RS02305	B5C39_RS01890
OG0000225	MYF_RS02315	B5C39_RS01880
OG0000226	MYF_RS02320	B5C39_RS01875
OG0000227	MYF_RS02325	B5C39_RS01870
OG0000228	MYF_RS03530	B5C39_RS03945
OG0000229	MYF_RS02335	B5C39_RS01860
OG0000230	MYF_RS02340	B5C39_RS01855
OG0000231	MYF_RS02350	B5C39_RS01845
OG0000232	MYF_RS02360	B5C39_RS01835
OG0000233	MYF_RS02370	B5C39_RS01815
OG0000234	MYF_RS02400	B5C39_RS01780
OG0000235	MYF_RS02410	B5C39_RS01770
OG0000236	MYF_RS02415	B5C39_RS01765
OG0000237	MYF_RS02430	B5C39_RS01760
OG0000238	MYF_RS02435	B5C39_RS01750
OG0000239	MYF_RS02465	B5C39_RS00165
OG0000240	MYF_RS02470	B5C39_RS00170
OG0000241	MYF_RS02480	B5C39_RS00180
OG0000242	MYF_RS02485	B5C39_RS00185
OG0000243	MYF_RS02490	B5C39_RS00190
OG0000244	MYF_RS02500	B5C39_RS00200
OG0000245	MYF_RS02510	B5C39_RS00210
OG0000246	MYF_RS00085	B5C39_RS00955
OG0000247	MYF_RS00095	B5C39_RS00965
OG0000248	MYF_RS00120	B5C39_RS00975
OG0000249	MYF_RS00125	B5C39_RS00980
OG0000250	MYF_RS00140	B5C39_RS00995
OG0000251	MYF_RS00170	B5C39_RS01030
OG0000252	MYF_RS00180	B5C39_RS01040
OG0000253	MYF_RS00185	B5C39_RS01045
OG0000254	MYF_RS00195	B5C39_RS01055
OG0000255	MYF_RS00205	B5C39_RS01065
OG0000256	MYF_RS00210	B5C39_RS01070
OG0000257	MYF_RS00235	B5C39_RS01095
OG0000258	MYF_RS00245	B5C39_RS01105
OG0000259	MYF_RS00275	B5C39_RS01135
OG0000260	MYF_RS00285	B5C39_RS01145
OG0000261	MYF_RS00295	B5C39_RS01155
OG0000262	MYF_RS00310	B5C39_RS01175
OG0000263	MYF_RS00325	B5C39_RS01190
OG0000264	MYF_RS00340	B5C39_RS01205
OG0000265	MYF_RS00350	B5C39_RS01215
OG0000266	MYF_RS00365	B5C39_RS01235
OG0000267	MYF_RS00380	B5C39_RS01250
OG0000268	MYF_RS00385	B5C39_RS02480
OG0000269	MYF_RS00400	B5C39_RS02465
OG0000270	MYF_RS02955	B5C39_RS00680
OG0000271	MYF_RS02950	B5C39_RS00675
OG0000272	MYF_RS02945	B5C39_RS00670
OG0000273	MYF_RS02940	B5C39_RS00665
OG0000274	MYF_RS02920	B5C39_RS00645
OG0000275	MYF_RS02915	B5C39_RS00640
OG0000276	MYF_RS02910	B5C39_RS00635
OG0000277	MYF_RS02900	B5C39_RS00625
OG0000278	MYF_RS02895	B5C39_RS00620
OG0000279	MYF_RS02885	B5C39_RS00610
OG0000280	MYF_RS02880	B5C39_RS00605
OG0000281	MYF_RS03275	B5C39_RS00600
OG0000282	MYF_RS02855	B5C39_RS00575
OG0000283	MYF_RS02850	B5C39_RS00570
OG0000284	MYF_RS02845	B5C39_RS00565
OG0000285	MYF_RS02840	B5C39_RS00560
OG0000286	MYF_RS01115	B5C39_RS02700
OG0000287	MYF_RS01090	B5C39_RS02795
OG0000288	MYF_RS01080	B5C39_RS02805
OG0000289	MYF_RS01075	B5C39_RS02810
OG0000290	MYF_RS00905	B5C39_RS02920
OG0000291	MYF_RS00915	B5C39_RS02910
OG0000292	MYF_RS00920	B5C39_RS02905
OG0000293	MYF_RS00925	B5C39_RS02900
OG0000294	MYF_RS00935	B5C39_RS02890
OG0000295	MYF_RS00940	B5C39_RS02885
OG0000296	MYF_RS01040	B5C39_RS02845
OG0000297	MYF_RS01045	B5C39_RS02840
OG0000298	MYF_RS00135	B5C39_RS00990
OG0000299	MYF_RS00155	B5C39_RS01015
OG0000300	MYF_RS00335	B5C39_RS01200
OG0000301	MYF_RS00370	B5C39_RS01240
OG0000302	MYF_RS00375	B5C39_RS01245
OG0000303	MYF_RS00515	B5C39_RS02335
OG0000304	MYF_RS00545	B5C39_RS01830
OG0000305	MYF_RS00690	B5C39_RS00100
OG0000306	MYF_RS00770	B5C39_RS03080
OG0000307	MYF_RS00810	B5C39_RS03040
OG0000308	MYF_RS00895	B5C39_RS02940
OG0000309	MYF_RS01005	B5C39_RS02875
OG0000310	MYF_RS01085	B5C39_RS02800
OG0000311	MYF_RS01140	B5C39_RS02760
OG0000312	MYF_RS01160	B5C39_RS02745
OG0000313	MYF_RS01210	B5C39_RS03110
OG0000314	MYF_RS01280	B5C39_RS03460
OG0000315	MYF_RS01310	B5C39_RS03490
OG0000316	MYF_RS01320	B5C39_RS03500
OG0000317	MYF_RS01360	B5C39_RS03590
OG0000318	MYF_RS01450	B5C39_RS03505
OG0000319	MYF_RS01555	B5C39_RS02510
OG0000320	MYF_RS01620	B5C39_RS02645
OG0000321	MYF_RS01685	B5C39_RS01565
OG0000322	MYF_RS01730	B5C39_RS01520
OG0000323	MYF_RS01860	B5C39_RS01390
OG0000324	MYF_RS01960	B5C39_RS02550
OG0000325	MYF_RS02000	B5C39_RS02205
OG0000326	MYF_RS02090	B5C39_RS02110
OG0000327	MYF_RS02095	B5C39_RS02105
OG0000328	MYF_RS02180	B5C39_RS02020
OG0000329	MYF_RS02200	B5C39_RS02000
OG0000330	MYF_RS02380	B5C39_RS01805
OG0000331	MYF_RS02495	B5C39_RS00195
OG0000332	MYF_RS02635	B5C39_RS00300
OG0000333	MYF_RS02645	B5C39_RS00310
OG0000334	MYF_RS02715	B5C39_RS00410
OG0000335	MYF_RS02725	B5C39_RS00420
OG0000336	MYF_RS02870	B5C39_RS00590
OG0000337	MYF_RS03105	B5C39_RS00770
OG0000338	MYF_RS03145	B5C39_RS00810
OG0000339	MYF_RS01640	B5C39_RS02615
OG0000340	MYF_RS01665	B5C39_RS01585
OG0000341	MYF_RS01940	B5C39_RS02570
OG0000342	MYF_RS02030	B5C39_RS02175
OG0000343	MYF_RS02655	B5C39_RS00320
OG0000344	MYF_RS00530	B5C39_RS02320
OG0000345	MYF_RS02310	B5C39_RS01885
OG0000346	MYF_RS02875	B5C39_RS03940
OG0000347	MYF_RS01755	B5C39_RS01495
OG0000348	MYF_RS02100	B5C39_RS02100
OG0000349	MYF_RS02930	B5C39_RS00655
OG0000350	MYF_RS03360	B5C39_RS03030
OG0000351	MYF_RS00465	B5C39_RS02405
OG0000352	MYF_RS01260	B5C39_RS03440
OG0000353	MYF_RS01725	B5C39_RS01525
OG0000354	MYF_RS00580	B5C39_RS02260
OG0000355	MYF_RS01235	B5C39_RS03410
OG0000356	MYF_RS01315	B5C39_RS03495
OG0000357	MYF_RS02615	B5C39_RS00280
OG0000358	MYF_RS02620	B5C39_RS00285
OG0000359	MYF_RS02070	B5C39_RS02130
OG0000360	MYF_RS00240	B5C39_RS01100
OG0000361	MYF_RS00270	B5C39_RS01130
OG0000362	MYF_RS01065	B5C39_RS02820
OG0000363	MYF_RS01795	B5C39_RS03800
OG0000365	MYF_RS01420	B5C39_RS03540
OG0000366	MYF_RS01390	B5C39_RS03560
OG0000367	MYF_RS01380	B5C39_RS03570
OG0000368	MYF_RS00060	B5C39_RS00875
OG0000369	MYF_RS00025	B5C39_RS00840
OG0000370	MYF_RS00020	B5C39_RS00835
OG0000371	MYF_RS00015	B5C39_RS00830
OG0000372	MYF_RS00010	B5C39_RS00825
OG0000373	MYF_RS03135	B5C39_RS00800
OG0000374	MYF_RS03125	B5C39_RS00790
OG0000375	MYF_RS01550	B5C39_RS02505
OG0000376	MYF_RS01605	B5C39_RS02660
OG0000377	MYF_RS01615	B5C39_RS02650
OG0000378	MYF_RS01650	B5C39_RS01605
OG0000379	MYF_RS01720	B5C39_RS01530
OG0000380	MYF_RS01745	B5C39_RS01505
OG0000381	MYF_RS01785	B5C39_RS01465
OG0000382	MYF_RS01815	B5C39_RS01435
OG0000383	MYF_RS01855	B5C39_RS01395
OG0000384	MYF_RS00470	B5C39_RS02380
OG0000385	MYF_RS00475	B5C39_RS02375
OG0000386	MYF_RS00495	B5C39_RS02355
OG0000387	MYF_RS00520	B5C39_RS02330
OG0000388	MYF_RS00525	B5C39_RS02325
OG0000389	MYF_RS00560	B5C39_RS02280
OG0000390	MYF_RS00670	B5C39_RS00120
OG0000391	MYF_RS00680	B5C39_RS00110
OG0000392	MYF_RS00705	B5C39_RS00085
OG0000393	MYF_RS00760	B5C39_RS00030
OG0000394	MYF_RS00825	B5C39_RS03005
OG0000395	MYF_RS00830	B5C39_RS03000
OG0000396	MYF_RS01200	B5C39_RS02705
OG0000397	MYF_RS01245	B5C39_RS03425
OG0000398	MYF_RS01250	B5C39_RS03430
OG0000399	MYF_RS01295	B5C39_RS03475
OG0000400	MYF_RS02580	B5C39_RS00245
OG0000401	MYF_RS02640	B5C39_RS00305
OG0000402	MYF_RS02650	B5C39_RS00315
OG0000403	MYF_RS02660	B5C39_RS00325
OG0000404	MYF_RS02685	B5C39_RS00355
OG0000405	MYF_RS02700	B5C39_RS00370
OG0000406	MYF_RS02730	B5C39_RS00425
OG0000407	MYF_RS02735	B5C39_RS00430
OG0000408	MYF_RS02740	B5C39_RS00435
OG0000409	MYF_RS02745	B5C39_RS00440
OG0000410	MYF_RS02780	B5C39_RS00500
OG0000411	MYF_RS02790	B5C39_RS00490
OG0000412	MYF_RS02795	B5C39_RS00485
OG0000413	MYF_RS01890	B5C39_RS01380
OG0000414	MYF_RS01900	B5C39_RS01370
OG0000415	MYF_RS01905	B5C39_RS01365
OG0000416	MYF_RS01915	B5C39_RS01355
OG0000417	MYF_RS01945	B5C39_RS02565
OG0000418	MYF_RS01950	B5C39_RS02560
OG0000419	MYF_RS02010	B5C39_RS02195
OG0000420	MYF_RS02045	B5C39_RS02160
OG0000421	MYF_RS02075	B5C39_RS02125
OG0000422	MYF_RS02085	B5C39_RS02115
OG0000423	MYF_RS02140	B5C39_RS02060
OG0000424	MYF_RS02145	B5C39_RS02055
OG0000425	MYF_RS02155	B5C39_RS02045
OG0000426	MYF_RS02160	B5C39_RS02040
OG0000427	MYF_RS02185	B5C39_RS02015
OG0000428	MYF_RS02210	B5C39_RS01990
OG0000429	MYF_RS02300	B5C39_RS01895
OG0000430	MYF_RS02345	B5C39_RS01850
OG0000431	MYF_RS02355	B5C39_RS01840
OG0000432	MYF_RS02375	B5C39_RS01810
OG0000433	MYF_RS02385	B5C39_RS01795
OG0000434	MYF_RS02390	B5C39_RS01790
OG0000435	MYF_RS02405	B5C39_RS01775
OG0000436	MYF_RS02440	B5C39_RS01745
OG0000437	MYF_RS02450	B5C39_RS01735
OG0000438	MYF_RS02455	B5C39_RS01730
OG0000439	MYF_RS02460	B5C39_RS01725
OG0000440	MYF_RS02475	B5C39_RS00175
OG0000441	MYF_RS02515	B5C39_RS00215
OG0000442	MYF_RS00090	B5C39_RS00960
OG0000443	MYF_RS00150	B5C39_RS01010
OG0000444	MYF_RS00165	B5C39_RS01025
OG0000445	MYF_RS00190	B5C39_RS01050
OG0000446	MYF_RS00220	B5C39_RS01080
OG0000447	MYF_RS00225	B5C39_RS01085
OG0000448	MYF_RS00255	B5C39_RS01115
OG0000449	MYF_RS00280	B5C39_RS01140
OG0000450	MYF_RS00290	B5C39_RS01150
OG0000451	MYF_RS00330	B5C39_RS01195
OG0000452	MYF_RS00355	B5C39_RS01225
OG0000453	MYF_RS00390	B5C39_RS02475
OG0000454	MYF_RS03480, MYF_RS03485	B5C39_RS00020
OG0000455	MYF_RS02975	B5C39_RS00700
OG0000456	MYF_RS02860	B5C39_RS00580
OG0000457	MYF_RS02835	B5C39_RS00555
OG0000458	MYF_RS01095	B5C39_RS02790
OG0000459	MYF_RS01070	B5C39_RS02815
OG0000460	MYF_RS01060	B5C39_RS02825
OG0000461	MYF_RS01010	B5C39_RS02870
OG0000462	MYF_RS01015	B5C39_RS02865
OG0000463	MYF_RS01020	B5C39_RS02860
OG0000464	MYF_RS01030	B5C39_RS02855
OG0000465	MYF_RS01035	B5C39_RS02850
OG0000466	MYF_RS00360	B5C39_RS01230
OG0000467	MYF_RS03505	B5C39_RS02950
OG0000468	MYF_RS01290	B5C39_RS03470
OG0000469	MYF_RS01425	B5C39_RS03530
OG0000470	MYF_RS02135	B5C39_RS03690
OG0000471	MYF_RS02215	B5C39_RS01985
OG0000472	MYF_RS03535	B5C39_RS00510
OG0000473	MYF_RS02960	B5C39_RS00685
OG0000474	MYF_RS02965	B5C39_RS00690
OG0000475	MYF_RS02970	B5C39_RS00695
OG0000476	MYF_RS03040	B5C39_RS01345
OG0000477	MYF_RS00930	B5C39_RS02895
OG0000478	MYF_RS02905	B5C39_RS00630
OG0000479	MYF_RS01680	B5C39_RS01570
OG0000480	MYF_RS03350	B5C39_RS03725
OG0000481	MYF_RS02110	B5C39_RS02090
OG0000482	MYF_RS01975	B5C39_RS01690
OG0000483	MYF_RS01375	B5C39_RS03575
OG0000484	MYF_RS00160	B5C39_RS01020
OG0000485	MYF_RS02445	B5C39_RS01740
OG0000486	MYF_RS01925	B5C39_RS02585
OG0000487	MYF_RS01445	B5C39_RS03510
OG0000488	MYF_RS01405	B5C39_RS03545
OG0000489	MYF_RS00050	B5C39_RS00865
OG0000490	MYF_RS03140	B5C39_RS00805
OG0000491	MYF_RS01700	B5C39_RS01550
OG0000492	MYF_RS01775	B5C39_RS01475
OG0000493	MYF_RS00535	B5C39_RS02315
OG0000494	MYF_RS00585	B5C39_RS02255
OG0000495	MYF_RS00735	B5C39_RS00055
OG0000496	MYF_RS00745	B5C39_RS00045
OG0000497	MYF_RS00750	B5C39_RS00040
OG0000498	MYF_RS00820	B5C39_RS03010
OG0000499	MYF_RS00865	B5C39_RS02975
OG0000500	MYF_RS01255	B5C39_RS03435
OG0000501	MYF_RS02590	B5C39_RS00255
OG0000502	MYF_RS01985	B5C39_RS01700
OG0000503	MYF_RS02055	B5C39_RS02145
OG0000504	MYF_RS02190	B5C39_RS02010
OG0000505	MYF_RS02225	B5C39_RS01975
OG0000506	MYF_RS02235	B5C39_RS01965
OG0000507	MYF_RS02270	B5C39_RS01930
OG0000508	MYF_RS00215	B5C39_RS01075
OG0000509	MYF_RS00250	B5C39_RS01110
OG0000510	MYF_RS00260	B5C39_RS01120
OG0000511	MYF_RS00395	B5C39_RS02470
OG0000512	MYF_RS01055	B5C39_RS02830
OG0000513	MYF_RS02890	B5C39_RS00615
OG0000514	MYF_RS00710	B5C39_RS00080
OG0000516	MYF_RS01440	B5C39_RS03515
OG0000517	MYF_RS00065	B5C39_RS00880
OG0000518	MYF_RS02630	B5C39_RS00295
OG0000519	MYF_RS02080	B5C39_RS02120
OG0000520	MYF_RS02205	B5C39_RS01995
OG0000521	MYF_RS00230	B5C39_RS01090
OG0000522	MYF_RS00265	B5C39_RS01125
OG0000523	MYF_RS02830	B5C39_RS00550
OG0000524	MYF_RS00890	B5C39_RS02945
OG0000528	MYF_RS01435	B5C39_RS03520
OG0000529	MYF_RS01565	B5C39_RS02520
OG0000530	MYF_RS01630	B5C39_RS02630
OG0000531	MYF_RS01750	B5C39_RS01500
OG0000532	MYF_RS00620	B5C39_RS03145
OG0000533	MYF_RS02365	B5C39_RS02295
OG0000534	MYF_RS00345	B5C39_RS01210
OG0000535	MYF_RS00045	B5C39_RS00860
OG0000536	MYF_RS03070	B5C39_RS00730
OG0000537	MYF_RS02025	B5C39_RS02180
OG0000538	MYF_RS02395	B5C39_RS01785
OG0000539	MYF_RS00175	B5C39_RS01035
OG0000540	MYF_RS00910	B5C39_RS02915
OG0000541	MYF_RS00850	B5C39_RS02990
OG0000542	MYF_RS00315	B5C39_RS01180
OG0000547	MYF_RS00660	B5C39_RS00130
OG0000548	MYF_RS01205	B5C39_RS03105
OG0000549	MYF_RS02805	B5C39_RS00505
OG0000550	MYF_RS02925	B5C39_RS00650
OG0000551	MYF_RS02505	B5C39_RS00205
OG0000555	MYF_RS03410	B5C39_RS03755
OG0000598	MYF_RS00105	B5C39_RS03250
OG0000599	MYF_RS00100	B5C39_RS03255
