Orthogroup	MFC_Ms42_genes	MHP_7448_genes
OG0000032	MYF_RS03490	MHP7448_RS01595
OG0000032	MYF_RS02815	MHP7448_RS03380
OG0000037	MYF_RS03495	MHP7448_RS03725
OG0000037	MYF_RS03005	MHP7448_RS03970
OG0000039	MYF_RS03160, MYF_RS00615	MHP7448_RS01635
OG0000040	MYF_RS02770, MYF_RS00840	MHP7448_RS03315
OG0000042	MYF_RS00610, MYF_RS00765	MHP7448_RS02965
OG0000043	MYF_RS01240	MHP7448_RS02315
OG0000045	MYF_RS00630	MHP7448_RS01640
OG0000047	MYF_RS03335	MHP7448_RS02290
OG0000048	MYF_RS01350	MHP7448_RS02115
OG0000049	MYF_RS03265, MYF_RS03455	MHP7448_RS03085
OG0000050	MYF_RS01180	MHP7448_RS02470
OG0000051	MYF_RS02420	MHP7448_RS02675
OG0000052	MYF_RS00075	MHP7448_RS00075
OG0000053	MYF_RS01800	MHP7448_RS01465
OG0000054	MYF_RS01155	MHP7448_RS02495
OG0000055	MYF_RS03395, MYF_RS03525	MHP7448_RS00135
OG0000056	MYF_RS03060	MHP7448_RS03565
OG0000057	MYF_RS00645	MHP7448_RS02950
OG0000062	MYF_RS03115	MHP7448_RS03615
OG0000063	MYF_RS03110	MHP7448_RS03610
OG0000064	MYF_RS03100	MHP7448_RS03600
OG0000065	MYF_RS01575	MHP7448_RS02180
OG0000066	MYF_RS01705	MHP7448_RS01370
OG0000068	MYF_RS00590	MHP7448_RS00655
OG0000069	MYF_RS00755	MHP7448_RS02835
OG0000070	MYF_RS01135	MHP7448_RS02500
OG0000071	MYF_RS02760	MHP7448_RS03305
OG0000072	MYF_RS02765	MHP7448_RS03310
OG0000073	MYF_RS02005	MHP7448_RS00715
OG0000075	MYF_RS00305	MHP7448_RS00340
OG0000076	MYF_RS00320	MHP7448_RS00355
OG0000077	MYF_RS00410	MHP7448_RS00445
OG0000079	MYF_RS01050	MHP7448_RS02580
OG0000080	MYF_RS01000, MYF_RS03365	MHP7448_RS03915
OG0000081	MYF_RS00300	MHP7448_RS00335
OG0000082	MYF_RS01110	MHP7448_RS02425
OG0000083	MYF_RS01430	MHP7448_RS02040
OG0000084	MYF_RS01400	MHP7448_RS02065
OG0000085	MYF_RS01395	MHP7448_RS02070
OG0000086	MYF_RS01385	MHP7448_RS02080
OG0000087	MYF_RS01370	MHP7448_RS02095
OG0000088	MYF_RS01365	MHP7448_RS02100
OG0000089	MYF_RS01355	MHP7448_RS02110
OG0000090	MYF_RS00070	MHP7448_RS00070
OG0000091	MYF_RS00055	MHP7448_RS00055
OG0000092	MYF_RS00040	MHP7448_RS00040
OG0000093	MYF_RS00035	MHP7448_RS00035
OG0000094	MYF_RS00030	MHP7448_RS00030
OG0000095	MYF_RS00005	MHP7448_RS00005
OG0000096	MYF_RS03150	MHP7448_RS03655
OG0000097	MYF_RS03130	MHP7448_RS03635
OG0000098	MYF_RS03120	MHP7448_RS03620
OG0000099	MYF_RS03065	MHP7448_RS03570
OG0000100	MYF_RS03050	MHP7448_RS03555
OG0000101	MYF_RS03045	MHP7448_RS03550
OG0000102	MYF_RS03035	MHP7448_RS01720
OG0000103	MYF_RS01540	MHP7448_RS02145
OG0000104	MYF_RS01545	MHP7448_RS02150
OG0000105	MYF_RS01560	MHP7448_RS02165
OG0000106	MYF_RS01570	MHP7448_RS02175
OG0000107	MYF_RS01580	MHP7448_RS02185
OG0000108	MYF_RS01585	MHP7448_RS02190
OG0000109	MYF_RS01590	MHP7448_RS02195
OG0000110	MYF_RS01595	MHP7448_RS02410
OG0000111	MYF_RS01600	MHP7448_RS02405
OG0000112	MYF_RS01610	MHP7448_RS02395
OG0000113	MYF_RS01625	MHP7448_RS02375
OG0000114	MYF_RS01635	MHP7448_RS02365
OG0000115	MYF_RS01645	MHP7448_RS02355
OG0000116	MYF_RS01655	MHP7448_RS01315
OG0000117	MYF_RS01660	MHP7448_RS01320
OG0000118	MYF_RS01690	MHP7448_RS01355
OG0000119	MYF_RS01695	MHP7448_RS01360
OG0000120	MYF_RS01710	MHP7448_RS01375
OG0000121	MYF_RS01735	MHP7448_RS01400
OG0000122	MYF_RS01740	MHP7448_RS01405
OG0000123	MYF_RS01760	MHP7448_RS01425
OG0000124	MYF_RS01765	MHP7448_RS01430
OG0000125	MYF_RS01770	MHP7448_RS01435
OG0000126	MYF_RS01780	MHP7448_RS01445
OG0000127	MYF_RS01790	MHP7448_RS01455
OG0000128	MYF_RS01805	MHP7448_RS01470
OG0000129	MYF_RS01810	MHP7448_RS01475
OG0000130	MYF_RS01820	MHP7448_RS01485
OG0000131	MYF_RS01850	MHP7448_RS01515
OG0000132	MYF_RS01865	MHP7448_RS01530
OG0000133	MYF_RS00485	MHP7448_RS00530
OG0000134	MYF_RS00490	MHP7448_RS00535
OG0000135	MYF_RS00505	MHP7448_RS00550
OG0000136	MYF_RS00510	MHP7448_RS00555
OG0000137	MYF_RS00540	MHP7448_RS00590
OG0000138	MYF_RS00565	MHP7448_RS00630
OG0000139	MYF_RS00595	MHP7448_RS00660
OG0000140	MYF_RS00600	MHP7448_RS00665
OG0000141	MYF_RS00635	MHP7448_RS02960
OG0000142	MYF_RS00640	MHP7448_RS02955
OG0000143	MYF_RS00665	MHP7448_RS02930
OG0000144	MYF_RS00675	MHP7448_RS02920
OG0000145	MYF_RS00685	MHP7448_RS02910
OG0000146	MYF_RS00695	MHP7448_RS02900
OG0000147	MYF_RS00700	MHP7448_RS02895
OG0000148	MYF_RS00715	MHP7448_RS02880
OG0000149	MYF_RS00725	MHP7448_RS02870
OG0000150	MYF_RS00740	MHP7448_RS02850
OG0000151	MYF_RS00795	MHP7448_RS02805
OG0000152	MYF_RS00800	MHP7448_RS02800
OG0000153	MYF_RS00805	MHP7448_RS02795
OG0000154	MYF_RS00815	MHP7448_RS02785
OG0000155	MYF_RS00835	MHP7448_RS02745
OG0000156	MYF_RS00855	MHP7448_RS02735
OG0000157	MYF_RS00860	MHP7448_RS02730
OG0000158	MYF_RS00870	MHP7448_RS04110
OG0000159	MYF_RS01165	MHP7448_RS02485
OG0000160	MYF_RS01170	MHP7448_RS02480
OG0000161	MYF_RS01175	MHP7448_RS02475
OG0000162	MYF_RS01185	MHP7448_RS02465
OG0000163	MYF_RS01190	MHP7448_RS02460
OG0000164	MYF_RS01220	MHP7448_RS01625
OG0000165	MYF_RS01265	MHP7448_RS01960
OG0000166	MYF_RS01285	MHP7448_RS01980
OG0000167	MYF_RS01300	MHP7448_RS01995
OG0000168	MYF_RS01305	MHP7448_RS02000
OG0000169	MYF_RS02560	MHP7448_RS03080
OG0000170	MYF_RS02585	MHP7448_RS03095
OG0000171	MYF_RS02595	MHP7448_RS03105
OG0000172	MYF_RS02600	MHP7448_RS03115
OG0000173	MYF_RS02605	MHP7448_RS03120
OG0000174	MYF_RS02610	MHP7448_RS03125
OG0000175	MYF_RS02625	MHP7448_RS03140
OG0000176	MYF_RS02670	MHP7448_RS03190
OG0000177	MYF_RS02675	MHP7448_RS03195
OG0000178	MYF_RS02680	MHP7448_RS03200
OG0000179	MYF_RS02690	MHP7448_RS03210
OG0000180	MYF_RS02695	MHP7448_RS03215
OG0000181	MYF_RS02710	MHP7448_RS03255
OG0000182	MYF_RS02720	MHP7448_RS03265
OG0000183	MYF_RS02755	MHP7448_RS03300
OG0000184	MYF_RS02785	MHP7448_RS03345
OG0000185	MYF_RS02800	MHP7448_RS03330
OG0000186	MYF_RS01895	MHP7448_RS01540
OG0000187	MYF_RS01910	MHP7448_RS01555
OG0000188	MYF_RS01920	MHP7448_RS01565
OG0000189	MYF_RS01930	MHP7448_RS02230
OG0000190	MYF_RS01935	MHP7448_RS02225
OG0000191	MYF_RS01955	MHP7448_RS02205
OG0000192	MYF_RS01965	MHP7448_RS01230
OG0000193	MYF_RS01980	MHP7448_RS01210
OG0000194	MYF_RS01990	MHP7448_RS00700
OG0000195	MYF_RS01995	MHP7448_RS00705
OG0000196	MYF_RS02015	MHP7448_RS00725
OG0000197	MYF_RS02020	MHP7448_RS00730
OG0000198	MYF_RS02035	MHP7448_RS00745
OG0000199	MYF_RS02040	MHP7448_RS00750
OG0000200	MYF_RS02050	MHP7448_RS00760
OG0000201	MYF_RS02060	MHP7448_RS00770
OG0000202	MYF_RS02115	MHP7448_RS00825
OG0000203	MYF_RS02120	MHP7448_RS00830
OG0000204	MYF_RS02125	MHP7448_RS00835
OG0000205	MYF_RS02130	MHP7448_RS00840
OG0000206	MYF_RS02150	MHP7448_RS00860
OG0000207	MYF_RS02165	MHP7448_RS00875
OG0000208	MYF_RS02170	MHP7448_RS00880
OG0000209	MYF_RS02175	MHP7448_RS00885
OG0000210	MYF_RS02220	MHP7448_RS00930
OG0000211	MYF_RS02230	MHP7448_RS00940
OG0000212	MYF_RS02240	MHP7448_RS00950
OG0000213	MYF_RS02245	MHP7448_RS00955
OG0000214	MYF_RS02250	MHP7448_RS00960
OG0000215	MYF_RS02255	MHP7448_RS00965
OG0000216	MYF_RS02260	MHP7448_RS00970
OG0000217	MYF_RS02265	MHP7448_RS00975
OG0000218	MYF_RS02275	MHP7448_RS00985
OG0000219	MYF_RS02280	MHP7448_RS00990
OG0000220	MYF_RS02285	MHP7448_RS00995
OG0000221	MYF_RS02290	MHP7448_RS01000
OG0000222	MYF_RS03240	MHP7448_RS01005
OG0000223	MYF_RS02295	MHP7448_RS01010
OG0000224	MYF_RS02305	MHP7448_RS01020
OG0000225	MYF_RS02315	MHP7448_RS01030
OG0000226	MYF_RS02320	MHP7448_RS01035
OG0000227	MYF_RS02325	MHP7448_RS01040
OG0000228	MYF_RS03530	MHP7448_RS04115
OG0000229	MYF_RS02335	MHP7448_RS01050
OG0000230	MYF_RS02340	MHP7448_RS01055
OG0000231	MYF_RS02350	MHP7448_RS01065
OG0000232	MYF_RS02360	MHP7448_RS01075
OG0000233	MYF_RS02370	MHP7448_RS01095
OG0000234	MYF_RS02400	MHP7448_RS01130
OG0000235	MYF_RS02410	MHP7448_RS01140
OG0000236	MYF_RS02415	MHP7448_RS01145
OG0000237	MYF_RS02430	MHP7448_RS01150
OG0000238	MYF_RS02435	MHP7448_RS01160
OG0000239	MYF_RS02465	MHP7448_RS02970
OG0000240	MYF_RS02470	MHP7448_RS02975
OG0000241	MYF_RS02480	MHP7448_RS02985
OG0000242	MYF_RS02485	MHP7448_RS02990
OG0000243	MYF_RS02490	MHP7448_RS02995
OG0000244	MYF_RS02500	MHP7448_RS03005
OG0000245	MYF_RS02510	MHP7448_RS04055
OG0000246	MYF_RS00085	MHP7448_RS00140
OG0000247	MYF_RS00095	MHP7448_RS00150
OG0000248	MYF_RS00120	MHP7448_RS00160
OG0000249	MYF_RS00125	MHP7448_RS00165
OG0000250	MYF_RS00140	MHP7448_RS00180
OG0000251	MYF_RS00170	MHP7448_RS00205
OG0000252	MYF_RS00180	MHP7448_RS00215
OG0000253	MYF_RS00185	MHP7448_RS00220
OG0000254	MYF_RS00195	MHP7448_RS00230
OG0000255	MYF_RS00205	MHP7448_RS00240
OG0000256	MYF_RS00210	MHP7448_RS00245
OG0000257	MYF_RS00235	MHP7448_RS00270
OG0000258	MYF_RS00245	MHP7448_RS00280
OG0000259	MYF_RS00275	MHP7448_RS00310
OG0000260	MYF_RS00285	MHP7448_RS00320
OG0000261	MYF_RS00295	MHP7448_RS00330
OG0000262	MYF_RS00310	MHP7448_RS00345
OG0000263	MYF_RS00325	MHP7448_RS00360
OG0000264	MYF_RS00340	MHP7448_RS00375
OG0000265	MYF_RS00350	MHP7448_RS00385
OG0000266	MYF_RS00365	MHP7448_RS00400
OG0000267	MYF_RS00380	MHP7448_RS00415
OG0000268	MYF_RS00385	MHP7448_RS00420
OG0000269	MYF_RS00400	MHP7448_RS00435
OG0000270	MYF_RS02955	MHP7448_RS03525
OG0000271	MYF_RS02950	MHP7448_RS03520
OG0000272	MYF_RS02945	MHP7448_RS03515
OG0000273	MYF_RS02940	MHP7448_RS03510
OG0000274	MYF_RS02920	MHP7448_RS03490
OG0000275	MYF_RS02915	MHP7448_RS03485
OG0000276	MYF_RS02910	MHP7448_RS03480
OG0000277	MYF_RS02900	MHP7448_RS03470
OG0000278	MYF_RS02895	MHP7448_RS03465
OG0000279	MYF_RS02885	MHP7448_RS03455
OG0000280	MYF_RS02880	MHP7448_RS03450
OG0000281	MYF_RS03275	MHP7448_RS03795
OG0000282	MYF_RS02855	MHP7448_RS03420
OG0000283	MYF_RS02850	MHP7448_RS03415
OG0000284	MYF_RS02845	MHP7448_RS03410
OG0000285	MYF_RS02840	MHP7448_RS03405
OG0000286	MYF_RS01115	MHP7448_RS02445
OG0000287	MYF_RS01090	MHP7448_RS02540
OG0000288	MYF_RS01080	MHP7448_RS02550
OG0000289	MYF_RS01075	MHP7448_RS02555
OG0000290	MYF_RS00905	MHP7448_RS02665
OG0000291	MYF_RS00915	MHP7448_RS02655
OG0000292	MYF_RS00920	MHP7448_RS02650
OG0000293	MYF_RS00925	MHP7448_RS02645
OG0000294	MYF_RS00935	MHP7448_RS02635
OG0000295	MYF_RS00940	MHP7448_RS02630
OG0000296	MYF_RS01040	MHP7448_RS02590
OG0000297	MYF_RS01045	MHP7448_RS02585
OG0000298	MYF_RS00135	MHP7448_RS00175
OG0000299	MYF_RS00155	MHP7448_RS03685
OG0000300	MYF_RS00335	MHP7448_RS00370
OG0000301	MYF_RS00370	MHP7448_RS00405
OG0000302	MYF_RS00375	MHP7448_RS00410
OG0000303	MYF_RS00515	MHP7448_RS00560
OG0000304	MYF_RS00545	MHP7448_RS01080
OG0000305	MYF_RS00690	MHP7448_RS02905
OG0000306	MYF_RS00770	MHP7448_RS02825
OG0000307	MYF_RS00810	MHP7448_RS02790
OG0000308	MYF_RS00895	MHP7448_RS02685
OG0000309	MYF_RS01005	MHP7448_RS02620
OG0000310	MYF_RS01085	MHP7448_RS02545
OG0000311	MYF_RS01140	MHP7448_RS02505
OG0000312	MYF_RS01160	MHP7448_RS02490
OG0000313	MYF_RS01210	MHP7448_RS01615
OG0000314	MYF_RS01280	MHP7448_RS01975
OG0000315	MYF_RS01310	MHP7448_RS02005
OG0000316	MYF_RS01320	MHP7448_RS02015
OG0000317	MYF_RS01360	MHP7448_RS02105
OG0000318	MYF_RS01450	MHP7448_RS02020
OG0000319	MYF_RS01555	MHP7448_RS02160
OG0000320	MYF_RS01620	MHP7448_RS02385
OG0000321	MYF_RS01685	MHP7448_RS01350
OG0000322	MYF_RS01730	MHP7448_RS01395
OG0000323	MYF_RS01860	MHP7448_RS01525
OG0000324	MYF_RS01960	MHP7448_RS02200
OG0000325	MYF_RS02000	MHP7448_RS00710
OG0000326	MYF_RS02090	MHP7448_RS00800
OG0000327	MYF_RS02095	MHP7448_RS00805
OG0000328	MYF_RS02180	MHP7448_RS00890
OG0000329	MYF_RS02200	MHP7448_RS00910
OG0000330	MYF_RS02380	MHP7448_RS01105
OG0000331	MYF_RS02495	MHP7448_RS03000
OG0000332	MYF_RS02635	MHP7448_RS03150
OG0000333	MYF_RS02645	MHP7448_RS03160
OG0000334	MYF_RS02715	MHP7448_RS03260
OG0000335	MYF_RS02725	MHP7448_RS03270
OG0000336	MYF_RS02870	MHP7448_RS03440
OG0000337	MYF_RS03105	MHP7448_RS03605
OG0000338	MYF_RS03145	MHP7448_RS03650
OG0000339	MYF_RS01640	MHP7448_RS02360
OG0000340	MYF_RS01665	MHP7448_RS01330
OG0000341	MYF_RS01940	MHP7448_RS02220
OG0000342	MYF_RS02030	MHP7448_RS00740
OG0000343	MYF_RS02655	MHP7448_RS03170
OG0000344	MYF_RS00530	MHP7448_RS00575
OG0000345	MYF_RS02310	MHP7448_RS01025
OG0000346	MYF_RS02875	MHP7448_RS04140
OG0000347	MYF_RS01755	MHP7448_RS01420
OG0000348	MYF_RS02100	MHP7448_RS00810
OG0000349	MYF_RS02930	MHP7448_RS03500
OG0000350	MYF_RS03360	MHP7448_RS03675
OG0000351	MYF_RS00465	MHP7448_RS00495
OG0000352	MYF_RS01260	MHP7448_RS01955
OG0000353	MYF_RS01725	MHP7448_RS01390
OG0000354	MYF_RS00580	MHP7448_RS00645
OG0000355	MYF_RS01235	MHP7448_RS01925
OG0000356	MYF_RS01315	MHP7448_RS02010
OG0000357	MYF_RS02615	MHP7448_RS03130
OG0000358	MYF_RS02620	MHP7448_RS03135
OG0000359	MYF_RS02070	MHP7448_RS00780
OG0000360	MYF_RS00240	MHP7448_RS00275
OG0000361	MYF_RS00270	MHP7448_RS00305
OG0000362	MYF_RS01065	MHP7448_RS02565
OG0000363	MYF_RS01795	MHP7448_RS01460
OG0000365	MYF_RS01420	MHP7448_RS02050
OG0000366	MYF_RS01390	MHP7448_RS02075
OG0000367	MYF_RS01380	MHP7448_RS02085
OG0000368	MYF_RS00060	MHP7448_RS00060
OG0000369	MYF_RS00025	MHP7448_RS00025
OG0000370	MYF_RS00020	MHP7448_RS00020
OG0000371	MYF_RS00015	MHP7448_RS00015
OG0000372	MYF_RS00010	MHP7448_RS00010
OG0000373	MYF_RS03135	MHP7448_RS03640
OG0000374	MYF_RS03125	MHP7448_RS03625
OG0000375	MYF_RS01550	MHP7448_RS02155
OG0000376	MYF_RS01605	MHP7448_RS02400
OG0000377	MYF_RS01615	MHP7448_RS02390
OG0000378	MYF_RS01650	MHP7448_RS01310
OG0000379	MYF_RS01720	MHP7448_RS01385
OG0000380	MYF_RS01745	MHP7448_RS01410
OG0000381	MYF_RS01785	MHP7448_RS01450
OG0000382	MYF_RS01815	MHP7448_RS01480
OG0000383	MYF_RS01855	MHP7448_RS01520
OG0000384	MYF_RS00470	MHP7448_RS00515
OG0000385	MYF_RS00475	MHP7448_RS00520
OG0000386	MYF_RS00495	MHP7448_RS00540
OG0000387	MYF_RS00520	MHP7448_RS00565
OG0000388	MYF_RS00525	MHP7448_RS00570
OG0000389	MYF_RS00560	MHP7448_RS00615
OG0000390	MYF_RS00670	MHP7448_RS02925
OG0000391	MYF_RS00680	MHP7448_RS02915
OG0000392	MYF_RS00705	MHP7448_RS02890
OG0000393	MYF_RS00760	MHP7448_RS02830
OG0000394	MYF_RS00825	MHP7448_RS02755
OG0000395	MYF_RS00830	MHP7448_RS02750
OG0000396	MYF_RS01200	MHP7448_RS02450
OG0000397	MYF_RS01245	MHP7448_RS01940
OG0000398	MYF_RS01250	MHP7448_RS01945
OG0000399	MYF_RS01295	MHP7448_RS01990
OG0000400	MYF_RS02580	MHP7448_RS03090
OG0000401	MYF_RS02640	MHP7448_RS03155
OG0000402	MYF_RS02650	MHP7448_RS03165
OG0000403	MYF_RS02660	MHP7448_RS03175
OG0000404	MYF_RS02685	MHP7448_RS03205
OG0000405	MYF_RS02700	MHP7448_RS03220
OG0000406	MYF_RS02730	MHP7448_RS03275
OG0000407	MYF_RS02735	MHP7448_RS03280
OG0000408	MYF_RS02740	MHP7448_RS03285
OG0000409	MYF_RS02745	MHP7448_RS03290
OG0000410	MYF_RS02780	MHP7448_RS03350
OG0000411	MYF_RS02790	MHP7448_RS03340
OG0000412	MYF_RS02795	MHP7448_RS03335
OG0000413	MYF_RS01890	MHP7448_RS01535
OG0000414	MYF_RS01900	MHP7448_RS01545
OG0000415	MYF_RS01905	MHP7448_RS01550
OG0000416	MYF_RS01915	MHP7448_RS01560
OG0000417	MYF_RS01945	MHP7448_RS02215
OG0000418	MYF_RS01950	MHP7448_RS02210
OG0000419	MYF_RS02010	MHP7448_RS00720
OG0000420	MYF_RS02045	MHP7448_RS00755
OG0000421	MYF_RS02075	MHP7448_RS00785
OG0000422	MYF_RS02085	MHP7448_RS00795
OG0000423	MYF_RS02140	MHP7448_RS00850
OG0000424	MYF_RS02145	MHP7448_RS00855
OG0000425	MYF_RS02155	MHP7448_RS00865
OG0000426	MYF_RS02160	MHP7448_RS00870
OG0000427	MYF_RS02185	MHP7448_RS00895
OG0000428	MYF_RS02210	MHP7448_RS00920
OG0000429	MYF_RS02300	MHP7448_RS01015
OG0000430	MYF_RS02345	MHP7448_RS01060
OG0000431	MYF_RS02355	MHP7448_RS01070
OG0000432	MYF_RS02375	MHP7448_RS01100
OG0000433	MYF_RS02385	MHP7448_RS01115
OG0000434	MYF_RS02390	MHP7448_RS01120
OG0000435	MYF_RS02405	MHP7448_RS01135
OG0000436	MYF_RS02440	MHP7448_RS01165
OG0000437	MYF_RS02450	MHP7448_RS01175
OG0000438	MYF_RS02455	MHP7448_RS01180
OG0000439	MYF_RS02460	MHP7448_RS01185
OG0000440	MYF_RS02475	MHP7448_RS02980
OG0000441	MYF_RS02515	MHP7448_RS03020
OG0000442	MYF_RS00090	MHP7448_RS00145
OG0000443	MYF_RS00150	MHP7448_RS00190
OG0000444	MYF_RS00165	MHP7448_RS00200
OG0000445	MYF_RS00190	MHP7448_RS00225
OG0000446	MYF_RS00220	MHP7448_RS00255
OG0000447	MYF_RS00225	MHP7448_RS00260
OG0000448	MYF_RS00255	MHP7448_RS00290
OG0000449	MYF_RS00280	MHP7448_RS00315
OG0000450	MYF_RS00290	MHP7448_RS00325
OG0000451	MYF_RS00330	MHP7448_RS00365
OG0000452	MYF_RS00355	MHP7448_RS00390
OG0000453	MYF_RS00390	MHP7448_RS00425
OG0000454	MYF_RS03480, MYF_RS03485	MHP7448_RS01580
OG0000455	MYF_RS02975	MHP7448_RS03545
OG0000456	MYF_RS02860	MHP7448_RS03425
OG0000457	MYF_RS02835	MHP7448_RS03400
OG0000458	MYF_RS01095	MHP7448_RS02535
OG0000459	MYF_RS01070	MHP7448_RS02560
OG0000460	MYF_RS01060	MHP7448_RS02570
OG0000461	MYF_RS01010	MHP7448_RS02615
OG0000462	MYF_RS01015	MHP7448_RS02610
OG0000464	MYF_RS01030	MHP7448_RS04135
OG0000465	MYF_RS01035	MHP7448_RS02595
OG0000466	MYF_RS00360	MHP7448_RS00395
OG0000467	MYF_RS03505	MHP7448_RS02700
OG0000468	MYF_RS01290	MHP7448_RS01985
OG0000469	MYF_RS01425	MHP7448_RS02045
OG0000470	MYF_RS02135	MHP7448_RS03850
OG0000471	MYF_RS02215	MHP7448_RS00925
OG0000472	MYF_RS03535	MHP7448_RS03360
OG0000473	MYF_RS02960	MHP7448_RS03530
OG0000474	MYF_RS02965	MHP7448_RS03535
OG0000475	MYF_RS02970	MHP7448_RS03540
OG0000476	MYF_RS03040	MHP7448_RS01570
OG0000477	MYF_RS00930	MHP7448_RS02640
OG0000478	MYF_RS02905	MHP7448_RS03475
OG0000479	MYF_RS01680	MHP7448_RS01345
OG0000480	MYF_RS03350	MHP7448_RS03895
OG0000481	MYF_RS02110	MHP7448_RS00820
OG0000482	MYF_RS01975	MHP7448_RS01215
OG0000483	MYF_RS01375	MHP7448_RS02090
OG0000484	MYF_RS00160	MHP7448_RS00195
OG0000485	MYF_RS02445	MHP7448_RS01170
OG0000486	MYF_RS01925	MHP7448_RS02235
OG0000487	MYF_RS01445	MHP7448_RS02025
OG0000488	MYF_RS01405	MHP7448_RS02060
OG0000489	MYF_RS00050	MHP7448_RS00050
OG0000490	MYF_RS03140	MHP7448_RS03645
OG0000491	MYF_RS01700	MHP7448_RS01365
OG0000492	MYF_RS01775	MHP7448_RS01440
OG0000493	MYF_RS00535	MHP7448_RS00580
OG0000494	MYF_RS00585	MHP7448_RS00650
OG0000495	MYF_RS00735	MHP7448_RS02855
OG0000496	MYF_RS00745	MHP7448_RS02845
OG0000497	MYF_RS00750	MHP7448_RS02840
OG0000498	MYF_RS00820	MHP7448_RS02760
OG0000499	MYF_RS00865	MHP7448_RS02725
OG0000500	MYF_RS01255	MHP7448_RS01950
OG0000501	MYF_RS02590	MHP7448_RS03100
OG0000502	MYF_RS01985	MHP7448_RS01205
OG0000503	MYF_RS02055	MHP7448_RS00765
OG0000504	MYF_RS02190	MHP7448_RS00900
OG0000505	MYF_RS02225	MHP7448_RS00935
OG0000506	MYF_RS02235	MHP7448_RS00945
OG0000507	MYF_RS02270	MHP7448_RS00980
OG0000508	MYF_RS00215	MHP7448_RS00250
OG0000509	MYF_RS00250	MHP7448_RS00285
OG0000510	MYF_RS00260	MHP7448_RS00295
OG0000511	MYF_RS00395	MHP7448_RS00430
OG0000512	MYF_RS01055	MHP7448_RS02575
OG0000513	MYF_RS02890	MHP7448_RS03460
OG0000514	MYF_RS00710	MHP7448_RS02885
OG0000516	MYF_RS01440	MHP7448_RS02030
OG0000517	MYF_RS00065	MHP7448_RS00065
OG0000518	MYF_RS02630	MHP7448_RS03145
OG0000519	MYF_RS02080	MHP7448_RS00790
OG0000520	MYF_RS02205	MHP7448_RS00915
OG0000521	MYF_RS00230	MHP7448_RS00265
OG0000522	MYF_RS00265	MHP7448_RS00300
OG0000523	MYF_RS02830	MHP7448_RS03395
OG0000524	MYF_RS00890	MHP7448_RS02695
OG0000528	MYF_RS01435	MHP7448_RS02035
OG0000529	MYF_RS01565	MHP7448_RS02170
OG0000530	MYF_RS01630	MHP7448_RS02370
OG0000531	MYF_RS01750	MHP7448_RS01415
OG0000532	MYF_RS00620	MHP7448_RS01645
OG0000533	MYF_RS02365	MHP7448_RS00600
OG0000534	MYF_RS00345	MHP7448_RS00380
OG0000535	MYF_RS00045	MHP7448_RS00045
OG0000536	MYF_RS03070	MHP7448_RS03575
OG0000537	MYF_RS02025	MHP7448_RS00735
OG0000538	MYF_RS02395	MHP7448_RS01125
OG0000539	MYF_RS00175	MHP7448_RS00210
OG0000540	MYF_RS00910	MHP7448_RS02660
OG0000541	MYF_RS00850	MHP7448_RS02740
OG0000542	MYF_RS00315	MHP7448_RS00350
OG0000547	MYF_RS00660	MHP7448_RS02935
OG0000548	MYF_RS01205	MHP7448_RS01610
OG0000549	MYF_RS02805	MHP7448_RS03355
OG0000550	MYF_RS02925	MHP7448_RS03495
