Orthogroup	MFC_Ms42_genes	MHP_98_genes
OG0000248	MYF_RS00120	GOM18_RS01270
OG0000249	MYF_RS00125	GOM18_RS01275
OG0000250	MYF_RS00140	GOM18_RS01290
OG0000251	MYF_RS00170	GOM18_RS01320
OG0000252	MYF_RS00180	GOM18_RS01330
OG0000253	MYF_RS00185	GOM18_RS01335
OG0000254	MYF_RS00195	GOM18_RS01345
OG0000255	MYF_RS00205	GOM18_RS01350
OG0000256	MYF_RS00210	GOM18_RS01355
OG0000257	MYF_RS00235	GOM18_RS01380
OG0000258	MYF_RS00245	GOM18_RS01390
OG0000259	MYF_RS00275	GOM18_RS01420
OG0000260	MYF_RS00285	GOM18_RS01430
OG0000261	MYF_RS00295	GOM18_RS04390
OG0000262	MYF_RS00310	GOM18_RS01455
OG0000263	MYF_RS00325	GOM18_RS01470
OG0000264	MYF_RS00340	GOM18_RS01485
OG0000265	MYF_RS00350	GOM18_RS01495
OG0000266	MYF_RS00365	GOM18_RS01510
OG0000267	MYF_RS00380	GOM18_RS01525
OG0000268	MYF_RS00385	GOM18_RS01530
OG0000269	MYF_RS00400	GOM18_RS01545
OG0000270	MYF_RS02955	GOM18_RS04280
OG0000271	MYF_RS02950	GOM18_RS00450
OG0000272	MYF_RS02945	GOM18_RS00445
OG0000273	MYF_RS02940	GOM18_RS00440
OG0000274	MYF_RS02920	GOM18_RS00420
OG0000275	MYF_RS02915	GOM18_RS04270
OG0000276	MYF_RS02910	GOM18_RS00410
OG0000277	MYF_RS02900	GOM18_RS00400
OG0000278	MYF_RS02895	GOM18_RS00395
OG0000279	MYF_RS02885	GOM18_RS00385
OG0000280	MYF_RS02880	GOM18_RS00380
OG0000281	MYF_RS03275	GOM18_RS00375
OG0000282	MYF_RS02855	GOM18_RS04310
OG0000283	MYF_RS02850	GOM18_RS00705
OG0000284	MYF_RS02845	GOM18_RS00710
OG0000285	MYF_RS02840	GOM18_RS04315
OG0000286	MYF_RS01115	GOM18_RS01875
OG0000287	MYF_RS01090	GOM18_RS01965
OG0000288	MYF_RS01080	GOM18_RS01975
OG0000289	MYF_RS01075	GOM18_RS01980
OG0000290	MYF_RS00905	GOM18_RS02090
OG0000291	MYF_RS00915	GOM18_RS02080
OG0000292	MYF_RS00920	GOM18_RS02075
OG0000293	MYF_RS00925	GOM18_RS02070
OG0000294	MYF_RS00935	GOM18_RS02060
OG0000295	MYF_RS00940	GOM18_RS02055
OG0000296	MYF_RS01040	GOM18_RS02015
OG0000297	MYF_RS01045	GOM18_RS02010
OG0000298	MYF_RS00135	GOM18_RS01285
OG0000299	MYF_RS00155	GOM18_RS03940
OG0000300	MYF_RS00335	GOM18_RS01480
OG0000301	MYF_RS00370	GOM18_RS01515
OG0000302	MYF_RS00375	GOM18_RS01520
OG0000303	MYF_RS00515	GOM18_RS01665
OG0000304	MYF_RS00545	GOM18_RS01710
OG0000305	MYF_RS00690	GOM18_RS01175
OG0000306	MYF_RS00770	GOM18_RS03130
OG0000307	MYF_RS00810	GOM18_RS03100
OG0000308	MYF_RS00895	GOM18_RS02110
OG0000309	MYF_RS01005	GOM18_RS02045
OG0000310	MYF_RS01085	GOM18_RS01970
OG0000311	MYF_RS01140	GOM18_RS01935
OG0000312	MYF_RS01160	GOM18_RS01920
OG0000313	MYF_RS01210	GOM18_RS03620
OG0000314	MYF_RS01280	GOM18_RS03245
OG0000315	MYF_RS01310	GOM18_RS02210
OG0000316	MYF_RS01320	GOM18_RS02220
OG0000317	MYF_RS01360	GOM18_RS02315
OG0000318	MYF_RS01450	GOM18_RS04425
OG0000319	MYF_RS01555	GOM18_RS02375
OG0000320	MYF_RS01620	GOM18_RS02500
OG0000321	MYF_RS01685	GOM18_RS02820
OG0000322	MYF_RS01730	GOM18_RS02780
OG0000323	MYF_RS01860	GOM18_RS02625
OG0000324	MYF_RS01960	GOM18_RS02415
OG0000325	MYF_RS02000	GOM18_RS00130
OG0000326	MYF_RS02090	GOM18_RS00225
OG0000327	MYF_RS02095	GOM18_RS00230
OG0000328	MYF_RS02180	GOM18_RS00315
OG0000329	MYF_RS02200	GOM18_RS00335
OG0000330	MYF_RS02380	GOM18_RS02890
OG0000331	MYF_RS02495	GOM18_RS01085
OG0000332	MYF_RS02635	GOM18_RS00975
OG0000333	MYF_RS02645	GOM18_RS00965
OG0000334	MYF_RS02715	GOM18_RS00865
OG0000335	MYF_RS02725	GOM18_RS00855
OG0000336	MYF_RS02870	GOM18_RS04265
OG0000337	MYF_RS03105	GOM18_RS00535
OG0000338	MYF_RS03145	GOM18_RS00575
OG0000339	MYF_RS01640	GOM18_RS02475
OG0000340	MYF_RS01665	GOM18_RS02840
OG0000341	MYF_RS01940	GOM18_RS02435
OG0000342	MYF_RS02030	GOM18_RS00160
OG0000343	MYF_RS02655	GOM18_RS00955
OG0000344	MYF_RS00530	GOM18_RS01680
OG0000345	MYF_RS02310	GOM18_RS01770
OG0000346	MYF_RS02875	GOM18_RS00370
OG0000347	MYF_RS01755	GOM18_RS02755
OG0000348	MYF_RS02100	GOM18_RS00235
OG0000349	MYF_RS02930	GOM18_RS04275
OG0000350	MYF_RS03360	GOM18_RS03090
OG0000351	MYF_RS00465	GOM18_RS01600
OG0000352	MYF_RS01260	GOM18_RS03265
OG0000353	MYF_RS01725	GOM18_RS02785
OG0000354	MYF_RS00580	GOM18_RS03455
OG0000355	MYF_RS01235	GOM18_RS04535
OG0000356	MYF_RS01315	GOM18_RS04420
OG0000357	MYF_RS02615	GOM18_RS04370
OG0000358	MYF_RS02620	GOM18_RS00990
OG0000359	MYF_RS02070	GOM18_RS04245
OG0000360	MYF_RS00240	GOM18_RS01385
OG0000361	MYF_RS00270	GOM18_RS01415
OG0000362	MYF_RS01065	GOM18_RS01990
OG0000363	MYF_RS01795	GOM18_RS04485
OG0000365	MYF_RS01420	GOM18_RS04440
OG0000366	MYF_RS01390	GOM18_RS02285
OG0000367	MYF_RS01380	GOM18_RS02295
OG0000368	MYF_RS00060	GOM18_RS00640
OG0000369	MYF_RS00025	GOM18_RS04300
OG0000370	MYF_RS00020	GOM18_RS00600
OG0000371	MYF_RS00015	GOM18_RS00595
OG0000372	MYF_RS00010	GOM18_RS00590
OG0000373	MYF_RS03135	GOM18_RS00565
OG0000374	MYF_RS03125	GOM18_RS00555
OG0000375	MYF_RS01550	GOM18_RS02370
OG0000376	MYF_RS01605	GOM18_RS02515
OG0000377	MYF_RS01615	GOM18_RS02505
OG0000378	MYF_RS01650	GOM18_RS02860
OG0000380	MYF_RS01745	GOM18_RS02765
OG0000381	MYF_RS01785	GOM18_RS02725
OG0000382	MYF_RS01815	GOM18_RS02695
OG0000383	MYF_RS01855	GOM18_RS02630
OG0000384	MYF_RS00470	GOM18_RS01620
OG0000385	MYF_RS00475	GOM18_RS01625
OG0000386	MYF_RS00495	GOM18_RS01645
OG0000387	MYF_RS00520	GOM18_RS01670
OG0000388	MYF_RS00525	GOM18_RS04395
OG0000389	MYF_RS00560	GOM18_RS03480
OG0000390	MYF_RS00670	GOM18_RS01155
OG0000391	MYF_RS00680	GOM18_RS01165
OG0000392	MYF_RS00705	GOM18_RS01190
OG0000393	MYF_RS00760	GOM18_RS04515
OG0000395	MYF_RS00830	GOM18_RS02165
OG0000396	MYF_RS01200	GOM18_RS01880
OG0000397	MYF_RS01245	GOM18_RS03280
OG0000398	MYF_RS01250	GOM18_RS03275
OG0000399	MYF_RS01295	GOM18_RS02195
OG0000400	MYF_RS02580	GOM18_RS01030
OG0000401	MYF_RS02640	GOM18_RS00970
OG0000402	MYF_RS02650	GOM18_RS00960
OG0000403	MYF_RS02660	GOM18_RS00950
OG0000404	MYF_RS02685	GOM18_RS00920
OG0000405	MYF_RS02700	GOM18_RS00905
OG0000406	MYF_RS02730	GOM18_RS00850
OG0000407	MYF_RS02735	GOM18_RS04360
OG0000408	MYF_RS02740	GOM18_RS00840
OG0000409	MYF_RS02745	GOM18_RS00835
OG0000410	MYF_RS02780	GOM18_RS00775
OG0000411	MYF_RS02790	GOM18_RS00785
OG0000412	MYF_RS02795	GOM18_RS00790
OG0000413	MYF_RS01890	GOM18_RS02615
OG0000414	MYF_RS01900	GOM18_RS02605
OG0000415	MYF_RS01905	GOM18_RS02600
OG0000416	MYF_RS01915	GOM18_RS02590
OG0000417	MYF_RS01945	GOM18_RS02430
OG0000418	MYF_RS01950	GOM18_RS02425
OG0000419	MYF_RS02010	GOM18_RS00140
OG0000420	MYF_RS02045	GOM18_RS00175
OG0000421	MYF_RS02075	GOM18_RS00210
OG0000422	MYF_RS02085	GOM18_RS00220
OG0000423	MYF_RS02140	GOM18_RS00275
OG0000424	MYF_RS02145	GOM18_RS00280
OG0000425	MYF_RS02155	GOM18_RS00290
OG0000426	MYF_RS02160	GOM18_RS04250
OG0000427	MYF_RS02185	GOM18_RS04255
OG0000428	MYF_RS02210	GOM18_RS00345
OG0000429	MYF_RS02300	GOM18_RS01780
OG0000430	MYF_RS02345	GOM18_RS01735
OG0000431	MYF_RS02355	GOM18_RS01725
OG0000432	MYF_RS02375	GOM18_RS02885
OG0000433	MYF_RS02385	GOM18_RS02900
OG0000434	MYF_RS02390	GOM18_RS02905
OG0000435	MYF_RS02405	GOM18_RS02920
OG0000436	MYF_RS02440	GOM18_RS02945
OG0000437	MYF_RS02450	GOM18_RS02955
OG0000438	MYF_RS02455	GOM18_RS02960
OG0000439	MYF_RS02460	GOM18_RS04495
OG0000440	MYF_RS02475	GOM18_RS04375
OG0000441	MYF_RS02515	GOM18_RS01065
OG0000442	MYF_RS00090	GOM18_RS01255
OG0000443	MYF_RS00150	GOM18_RS01300
OG0000444	MYF_RS00165	GOM18_RS01315
OG0000445	MYF_RS00190	GOM18_RS03665
OG0000446	MYF_RS00220	GOM18_RS01365
OG0000447	MYF_RS00225	GOM18_RS01370
OG0000448	MYF_RS00255	GOM18_RS01400
OG0000449	MYF_RS00280	GOM18_RS01425
OG0000450	MYF_RS00290	GOM18_RS01435
OG0000451	MYF_RS00330	GOM18_RS01475
OG0000452	MYF_RS00355	GOM18_RS01500
OG0000453	MYF_RS00390	GOM18_RS01535
OG0000455	MYF_RS02975	GOM18_RS00475
OG0000456	MYF_RS02860	GOM18_RS00695
OG0000457	MYF_RS02835	GOM18_RS00720
OG0000458	MYF_RS01095	GOM18_RS01960
OG0000459	MYF_RS01070	GOM18_RS01985
OG0000460	MYF_RS01060	GOM18_RS01995
OG0000461	MYF_RS01010	GOM18_RS02040
OG0000462	MYF_RS01015	GOM18_RS02035
OG0000463	MYF_RS01020	GOM18_RS02030
OG0000464	MYF_RS01030	GOM18_RS02025
OG0000465	MYF_RS01035	GOM18_RS02020
OG0000466	MYF_RS00360	GOM18_RS01505
OG0000467	MYF_RS03505	GOM18_RS04400
OG0000468	MYF_RS01290	GOM18_RS02190
OG0000469	MYF_RS01425	GOM18_RS02250
OG0000470	MYF_RS02135	GOM18_RS00270
OG0000471	MYF_RS02215	GOM18_RS00350
OG0000472	MYF_RS03535	GOM18_RS00765
OG0000473	MYF_RS02960	GOM18_RS00460
OG0000474	MYF_RS02965	GOM18_RS00465
OG0000475	MYF_RS02970	GOM18_RS00470
OG0000476	MYF_RS03040	GOM18_RS02580
OG0000477	MYF_RS00930	GOM18_RS02065
OG0000478	MYF_RS02905	GOM18_RS00405
OG0000479	MYF_RS01680	GOM18_RS02825
OG0000480	MYF_RS03350	GOM18_RS02255
OG0000481	MYF_RS02110	GOM18_RS00245
OG0000482	MYF_RS01975	GOM18_RS03160
OG0000483	MYF_RS01375	GOM18_RS02300
OG0000484	MYF_RS00160	GOM18_RS04385
OG0000485	MYF_RS02445	GOM18_RS02950
OG0000486	MYF_RS01925	GOM18_RS02450
OG0000487	MYF_RS01445	GOM18_RS04430
OG0000488	MYF_RS01405	GOM18_RS02270
OG0000489	MYF_RS00050	GOM18_RS00630
OG0000490	MYF_RS03140	GOM18_RS00570
OG0000491	MYF_RS01700	GOM18_RS02805
OG0000492	MYF_RS01775	GOM18_RS02735
OG0000493	MYF_RS00535	GOM18_RS01685
OG0000494	MYF_RS00585	GOM18_RS03450
OG0000495	MYF_RS00735	GOM18_RS01220
OG0000496	MYF_RS00745	GOM18_RS01230
OG0000497	MYF_RS00750	GOM18_RS01235
OG0000498	MYF_RS00820	GOM18_RS03070
OG0000499	MYF_RS00865	GOM18_RS02140
OG0000500	MYF_RS01255	GOM18_RS03270
OG0000501	MYF_RS02590	GOM18_RS01020
OG0000502	MYF_RS01985	GOM18_RS03150
OG0000503	MYF_RS02055	GOM18_RS00190
OG0000504	MYF_RS02190	GOM18_RS00325
OG0000505	MYF_RS02225	GOM18_RS01860
OG0000506	MYF_RS02235	GOM18_RS01850
OG0000507	MYF_RS02270	GOM18_RS01815
OG0000508	MYF_RS00215	GOM18_RS01360
OG0000509	MYF_RS00250	GOM18_RS01395
OG0000510	MYF_RS00260	GOM18_RS01405
OG0000511	MYF_RS00395	GOM18_RS01540
OG0000512	MYF_RS01055	GOM18_RS02000
OG0000513	MYF_RS02890	GOM18_RS00390
OG0000514	MYF_RS00710	GOM18_RS01195
OG0000516	MYF_RS01440	GOM18_RS04435
OG0000517	MYF_RS00065	GOM18_RS00645
OG0000518	MYF_RS02630	GOM18_RS00980
OG0000519	MYF_RS02080	GOM18_RS00215
OG0000520	MYF_RS02205	GOM18_RS00340
OG0000521	MYF_RS00230	GOM18_RS01375
OG0000522	MYF_RS00265	GOM18_RS01410
OG0000523	MYF_RS02830	GOM18_RS00725
OG0000524	MYF_RS00890	GOM18_RS02115
OG0000528	MYF_RS01435	GOM18_RS02240
OG0000529	MYF_RS01565	GOM18_RS02385
OG0000530	MYF_RS01630	GOM18_RS02485
OG0000531	MYF_RS01750	GOM18_RS02760
OG0000532	MYF_RS00620	GOM18_RS03550
OG0000534	MYF_RS00345	GOM18_RS01490
OG0000535	MYF_RS00045	GOM18_RS04305
OG0000536	MYF_RS03070	GOM18_RS00505
OG0000537	MYF_RS02025	GOM18_RS00155
OG0000538	MYF_RS02395	GOM18_RS02910
OG0000539	MYF_RS00175	GOM18_RS01325
OG0000540	MYF_RS00910	GOM18_RS02085
OG0000541	MYF_RS00850	GOM18_RS02155
OG0000542	MYF_RS00315	GOM18_RS01460
OG0000547	MYF_RS00660	GOM18_RS01145
OG0000548	MYF_RS01205	GOM18_RS03615
OG0000549	MYF_RS02805	GOM18_RS04350
OG0000550	MYF_RS02925	GOM18_RS00425
OG0000551	MYF_RS02505	GOM18_RS01075
OG0000555	MYF_RS03410	GOM18_RS03930
OG0000595	MYF_RS02570	GOM18_RS01055
OG0000602	MYF_RS01415	GOM18_RS02265
