Orthogroup	MFC_MF29_genes	MHP_KM014_genes
OG0000071	DR095_RS01935	CIB43_RS00360
OG0000072	DR095_RS03885	CIB43_RS00375
OG0000073	DR095_RS02080	CIB43_RS01580
OG0000075	DR095_RS00815	CIB43_RS01060
OG0000077	DR095_RS00715	CIB43_RS01330
OG0000078	DR095_RS00415	CIB43_RS02560
OG0000079	DR095_RS00525	CIB43_RS03480
OG0000080	DR095_RS03375	CIB43_RS03525
OG0000081	DR095_RS00820	CIB43_RS01055
OG0000082	DR095_RS00585	CIB43_RS03315
OG0000083	DR095_RS03045	CIB43_RS02935
OG0000084	DR095_RS02880	CIB43_RS02955
OG0000086	DR095_RS03990	CIB43_RS02970
OG0000087	DR095_RS02850	CIB43_RS02975
OG0000088	DR095_RS02845	CIB43_RS02980
OG0000089	DR095_RS02835	CIB43_RS02990
OG0000090	DR095_RS01045	CIB43_RS00770
OG0000091	DR095_RS01060	CIB43_RS00760
OG0000092	DR095_RS01075	CIB43_RS00745
OG0000093	DR095_RS01080	CIB43_RS00735
OG0000094	DR095_RS01085	CIB43_RS00730
OG0000095	DR095_RS01110	CIB43_RS00715
OG0000096	DR095_RS01115	CIB43_RS00700
OG0000097	DR095_RS01135	CIB43_RS00690
OG0000100	DR095_RS01210	CIB43_RS00610
OG0000101	DR095_RS01215	CIB43_RS00600
OG0000102	DR095_RS01225	CIB43_RS02580
OG0000103	DR095_RS01275	CIB43_RS03110
OG0000104	DR095_RS01280	CIB43_RS03120
OG0000105	DR095_RS01295	CIB43_RS03130
OG0000106	DR095_RS01305	CIB43_RS03140
OG0000107	DR095_RS01315	CIB43_RS03150
OG0000108	DR095_RS01320	CIB43_RS03155
OG0000109	DR095_RS01325	CIB43_RS03160
OG0000110	DR095_RS01330	CIB43_RS03290
OG0000111	DR095_RS01335	CIB43_RS03285
OG0000112	DR095_RS01345	CIB43_RS03280
OG0000113	DR095_RS03830	CIB43_RS03260
OG0000114	DR095_RS01370	CIB43_RS03245
OG0000115	DR095_RS01380	CIB43_RS03230
OG0000116	DR095_RS01390	CIB43_RS02165
OG0000117	DR095_RS01395	CIB43_RS02170
OG0000118	DR095_RS01425	CIB43_RS02205
OG0000119	DR095_RS01430	CIB43_RS02210
OG0000120	DR095_RS01445	CIB43_RS02230
OG0000121	DR095_RS01470	CIB43_RS02250
OG0000122	DR095_RS01475	CIB43_RS02255
OG0000123	DR095_RS01495	CIB43_RS02275
OG0000124	DR095_RS01500	CIB43_RS02280
OG0000125	DR095_RS01505	CIB43_RS02285
OG0000126	DR095_RS01515	CIB43_RS02295
OG0000127	DR095_RS01525	CIB43_RS02305
OG0000128	DR095_RS02900	CIB43_RS02320
OG0000129	DR095_RS02905	CIB43_RS02330
OG0000130	DR095_RS02915	CIB43_RS02335
OG0000131	DR095_RS02945	CIB43_RS02370
OG0000132	DR095_RS04000	CIB43_RS02385
OG0000133	DR095_RS00015	CIB43_RS01415
OG0000134	DR095_RS03750	CIB43_RS01425
OG0000135	DR095_RS00035	CIB43_RS01435
OG0000136	DR095_RS00040	CIB43_RS01440
OG0000137	DR095_RS00070	CIB43_RS01470
OG0000138	DR095_RS00095	CIB43_RS01495
OG0000139	DR095_RS00125	CIB43_RS01525
OG0000140	DR095_RS00130	CIB43_RS01540
OG0000141	DR095_RS00155	CIB43_RS03850
OG0000142	DR095_RS03765	CIB43_RS03845
OG0000143	DR095_RS00185	CIB43_RS03835
OG0000144	DR095_RS00195	CIB43_RS03815
OG0000145	DR095_RS00205	CIB43_RS03805
OG0000146	DR095_RS00215	CIB43_RS03790
OG0000147	DR095_RS00220	CIB43_RS03785
OG0000148	DR095_RS00235	CIB43_RS03780
OG0000149	DR095_RS00245	CIB43_RS03760
OG0000150	DR095_RS00260	CIB43_RS03745
OG0000151	DR095_RS00315	CIB43_RS03700
OG0000152	DR095_RS00320	CIB43_RS03695
OG0000153	DR095_RS00325	CIB43_RS03690
OG0000154	DR095_RS00335	CIB43_RS03680
OG0000155	DR095_RS00355	CIB43_RS03645
OG0000156	DR095_RS00390	CIB43_RS03635
OG0000157	DR095_RS03780	CIB43_RS03625
OG0000158	DR095_RS03785	CIB43_RS03620
OG0000159	DR095_RS00635	CIB43_RS03385
OG0000160	DR095_RS00640	CIB43_RS03380
OG0000161	DR095_RS00650	CIB43_RS03375
OG0000163	DR095_RS02685	CIB43_RS03370
OG0000164	DR095_RS03975	CIB43_RS02495
OG0000165	DR095_RS02760	CIB43_RS02840
OG0000166	DR095_RS02780	CIB43_RS02860
OG0000167	DR095_RS02795	CIB43_RS02875
OG0000168	DR095_RS02800	CIB43_RS02880
OG0000169	DR095_RS01750	CIB43_RS00130
OG0000171	DR095_RS01775	CIB43_RS00155
OG0000172	DR095_RS01780	CIB43_RS00160
OG0000173	DR095_RS01785	CIB43_RS00165
OG0000174	DR095_RS01790	CIB43_RS00170
OG0000175	DR095_RS01805	CIB43_RS00190
OG0000176	DR095_RS01845	CIB43_RS00235
OG0000177	DR095_RS01850	CIB43_RS00240
OG0000178	DR095_RS01855	CIB43_RS00245
OG0000179	DR095_RS01865	CIB43_RS00255
OG0000180	DR095_RS01870	CIB43_RS00260
OG0000181	DR095_RS03870	CIB43_RS00310
OG0000182	DR095_RS01895	CIB43_RS00320
OG0000183	DR095_RS01930	CIB43_RS00355
OG0000184	DR095_RS02970	CIB43_RS00430
OG0000185	DR095_RS02985	CIB43_RS00380
OG0000186	DR095_RS01970	CIB43_RS02400
OG0000187	DR095_RS01985	CIB43_RS02410
OG0000188	DR095_RS01995	CIB43_RS02425
OG0000189	DR095_RS03890	CIB43_RS03200
OG0000190	DR095_RS02010	CIB43_RS03195
OG0000191	DR095_RS02030	CIB43_RS03180
OG0000192	DR095_RS02040	CIB43_RS02085
OG0000193	DR095_RS02055	CIB43_RS02075
OG0000194	DR095_RS02065	CIB43_RS01560
OG0000195	DR095_RS02070	CIB43_RS01565
OG0000196	DR095_RS03895	CIB43_RS01585
OG0000197	DR095_RS02095	CIB43_RS01590
OG0000198	DR095_RS02110	CIB43_RS01605
OG0000199	DR095_RS02115	CIB43_RS01615
OG0000200	DR095_RS02130	CIB43_RS01630
OG0000201	DR095_RS02140	CIB43_RS01635
OG0000202	DR095_RS02195	CIB43_RS01690
OG0000203	DR095_RS02200	CIB43_RS01695
OG0000204	DR095_RS03925	CIB43_RS01700
OG0000205	DR095_RS02490	CIB43_RS01705
OG0000206	DR095_RS02470	CIB43_RS01735
OG0000207	DR095_RS02455	CIB43_RS01740
OG0000208	DR095_RS02450	CIB43_RS01745
OG0000209	DR095_RS02445	CIB43_RS01750
OG0000210	DR095_RS02400	CIB43_RS01800
OG0000211	DR095_RS02390	CIB43_RS01805
OG0000212	DR095_RS02380	CIB43_RS01815
OG0000213	DR095_RS02375	CIB43_RS01820
OG0000214	DR095_RS02370	CIB43_RS01825
OG0000215	DR095_RS02365	CIB43_RS01830
OG0000216	DR095_RS02360	CIB43_RS01835
OG0000217	DR095_RS02355	CIB43_RS01845
OG0000218	DR095_RS03910	CIB43_RS01850
OG0000219	DR095_RS02340	CIB43_RS01855
OG0000220	DR095_RS02335	CIB43_RS01860
OG0000221	DR095_RS02330	CIB43_RS01865
OG0000222	DR095_RS02325	CIB43_RS01870
OG0000223	DR095_RS02320	CIB43_RS01875
OG0000225	DR095_RS02300	CIB43_RS01895
OG0000226	DR095_RS02295	CIB43_RS01900
OG0000227	DR095_RS02290	CIB43_RS01905
OG0000228	DR095_RS04045	CIB43_RS01910
OG0000229	DR095_RS02280	CIB43_RS01915
OG0000230	DR095_RS02275	CIB43_RS01920
OG0000231	DR095_RS02265	CIB43_RS01935
OG0000232	DR095_RS02255	CIB43_RS01940
OG0000233	DR095_RS02245	CIB43_RS01965
OG0000234	DR095_RS02215	CIB43_RS02000
OG0000235	DR095_RS02205	CIB43_RS02005
OG0000236	DR095_RS01540	CIB43_RS02010
OG0000237	DR095_RS01560	CIB43_RS02015
OG0000238	DR095_RS01565	CIB43_RS02025
OG0000239	DR095_RS01595	CIB43_RS03860
OG0000240	DR095_RS01600	CIB43_RS03870
OG0000241	DR095_RS01705	CIB43_RS03875
OG0000242	DR095_RS01710	CIB43_RS03880
OG0000243	DR095_RS01715	CIB43_RS03885
OG0000244	DR095_RS01725	CIB43_RS03900
OG0000245	DR095_RS01735	CIB43_RS03905
OG0000246	DR095_RS01030	CIB43_RS00845
OG0000247	DR095_RS01020	CIB43_RS00850
OG0000248	DR095_RS00995	CIB43_RS00875
OG0000250	DR095_RS00975	CIB43_RS00885
OG0000251	DR095_RS00945	CIB43_RS00925
OG0000252	DR095_RS00935	CIB43_RS00930
OG0000253	DR095_RS00930	CIB43_RS00940
OG0000254	DR095_RS00920	CIB43_RS00950
OG0000255	DR095_RS00915	CIB43_RS00955
OG0000256	DR095_RS00910	CIB43_RS00960
OG0000257	DR095_RS00885	CIB43_RS00985
OG0000258	DR095_RS00875	CIB43_RS01015
OG0000259	DR095_RS00845	CIB43_RS01030
OG0000260	DR095_RS00835	CIB43_RS01045
OG0000262	DR095_RS00810	CIB43_RS01075
OG0000263	DR095_RS00795	CIB43_RS01080
OG0000264	DR095_RS00780	CIB43_RS01100
OG0000265	DR095_RS00770	CIB43_RS01110
OG0000266	DR095_RS00755	CIB43_RS01120
OG0000267	DR095_RS00740	CIB43_RS01135
OG0000268	DR095_RS00735	CIB43_RS01305
OG0000269	DR095_RS00720	CIB43_RS01320
OG0000270	DR095_RS03930	CIB43_RS00575
OG0000271	DR095_RS02520	CIB43_RS00570
OG0000272	DR095_RS02525	CIB43_RS00565
OG0000273	DR095_RS02530	CIB43_RS00560
OG0000274	DR095_RS02550	CIB43_RS00545
OG0000275	DR095_RS03935	CIB43_RS00535
OG0000276	DR095_RS02560	CIB43_RS00530
OG0000277	DR095_RS03940	CIB43_RS00525
OG0000278	DR095_RS02575	CIB43_RS00515
OG0000279	DR095_RS02585	CIB43_RS00510
OG0000280	DR095_RS02590	CIB43_RS00500
OG0000281	DR095_RS02595	CIB43_RS00495
OG0000283	DR095_RS02625	CIB43_RS00475
OG0000284	DR095_RS02630	CIB43_RS00460
OG0000285	DR095_RS03955	CIB43_RS00455
OG0000286	DR095_RS00590	CIB43_RS03345
OG0000287	DR095_RS00565	CIB43_RS03440
OG0000288	DR095_RS00555	CIB43_RS03450
OG0000289	DR095_RS00550	CIB43_RS03455
OG0000290	DR095_RS03370	CIB43_RS03565
OG0000291	DR095_RS00450	CIB43_RS03560
OG0000292	DR095_RS00455	CIB43_RS03550
OG0000293	DR095_RS00460	CIB43_RS03545
OG0000294	DR095_RS00470	CIB43_RS03540
OG0000295	DR095_RS00475	CIB43_RS03530
OG0000296	DR095_RS00515	CIB43_RS03495
OG0000297	DR095_RS00520	CIB43_RS03485
OG0000298	DR095_RS00980	CIB43_RS00880
OG0000299	DR095_RS00960	CIB43_RS00915
OG0000300	DR095_RS00785	CIB43_RS01090
OG0000301	DR095_RS00750	CIB43_RS01125
OG0000302	DR095_RS00745	CIB43_RS01130
OG0000303	DR095_RS00045	CIB43_RS01455
OG0000304	DR095_RS00080	CIB43_RS01950
OG0000305	DR095_RS00210	CIB43_RS03795
OG0000306	DR095_RS00290	CIB43_RS03725
OG0000307	DR095_RS00330	CIB43_RS03685
OG0000308	DR095_RS00430	CIB43_RS03600
OG0000309	DR095_RS00485	CIB43_RS03520
OG0000310	DR095_RS00560	CIB43_RS03445
OG0000311	DR095_RS00610	CIB43_RS03405
OG0000312	DR095_RS00630	CIB43_RS03390
OG0000313	DR095_RS02705	CIB43_RS02485
OG0000314	DR095_RS02775	CIB43_RS02855
OG0000315	DR095_RS02805	CIB43_RS02885
OG0000316	DR095_RS02815	CIB43_RS02895
OG0000317	DR095_RS02840	CIB43_RS02985
OG0000318	DR095_RS04005	CIB43_RS02900
OG0000319	DR095_RS01290	CIB43_RS03125
OG0000320	DR095_RS01355	CIB43_RS03270
OG0000321	DR095_RS01420	CIB43_RS02200
OG0000322	DR095_RS01465	CIB43_RS02245
OG0000323	DR095_RS02955	CIB43_RS02375
OG0000324	DR095_RS02035	CIB43_RS03170
OG0000325	DR095_RS02075	CIB43_RS01570
OG0000326	DR095_RS02170	CIB43_RS01665
OG0000327	DR095_RS02175	CIB43_RS01670
OG0000328	DR095_RS02440	CIB43_RS01760
OG0000329	DR095_RS02420	CIB43_RS01775
OG0000330	DR095_RS02235	CIB43_RS01970
OG0000331	DR095_RS01720	CIB43_RS03890
OG0000332	DR095_RS01815	CIB43_RS00200
OG0000333	DR095_RS01825	CIB43_RS00210
OG0000334	DR095_RS01890	CIB43_RS00315
OG0000335	DR095_RS03875	CIB43_RS00340
OG0000336	DR095_RS03950	CIB43_RS00485
OG0000337	DR095_RS01160	CIB43_RS00655
OG0000338	DR095_RS01120	CIB43_RS00695
OG0000339	DR095_RS01375	CIB43_RS03235
OG0000340	DR095_RS01400	CIB43_RS02185
OG0000341	DR095_RS02015	CIB43_RS03190
OG0000342	DR095_RS02105	CIB43_RS01600
OG0000343	DR095_RS01835	CIB43_RS00215
OG0000344	DR095_RS00060	CIB43_RS01465
OG0000345	DR095_RS02305	CIB43_RS01890
OG0000346	DR095_RS03945	CIB43_RS00490
OG0000347	DR095_RS01490	CIB43_RS02270
OG0000348	DR095_RS03905	CIB43_RS01685
OG0000349	DR095_RS02540	CIB43_RS00550
OG0000350	DR095_RS00295	CIB43_RS03675
OG0000351	DR095_RS00660	CIB43_RS01385
OG0000352	DR095_RS02755	CIB43_RS02830
OG0000353	DR095_RS01460	CIB43_RS02240
OG0000354	DR095_RS00110	CIB43_RS01515
OG0000355	DR095_RS03980	CIB43_RS02805
OG0000356	DR095_RS03985	CIB43_RS02890
OG0000357	DR095_RS03860	CIB43_RS00175
OG0000358	DR095_RS01800	CIB43_RS00180
OG0000359	DR095_RS03900	CIB43_RS01650
OG0000360	DR095_RS00880	CIB43_RS00990
OG0000361	DR095_RS00850	CIB43_RS01020
OG0000362	DR095_RS00540	CIB43_RS03475
OG0000363	DR095_RS01530	CIB43_RS02310
OG0000369	DR095_RS03410	CIB43_RS00725
OG0000370	DR095_RS01095	CIB43_RS00720
OG0000378	DR095_RS01385	CIB43_RS02160
OG0000379	DR095_RS01455	CIB43_RS02235
OG0000380	DR095_RS01480	CIB43_RS02260
OG0000381	DR095_RS01520	CIB43_RS02300
OG0000385	DR095_RS00005	CIB43_RS01405
OG0000389	DR095_RS00090	CIB43_RS01490
OG0000394	DR095_RS00345	CIB43_RS03660
OG0000396	DR095_RS02695	CIB43_RS03350
OG0000403	DR095_RS01840	CIB43_RS00220
OG0000404	DR095_RS03865	CIB43_RS00250
OG0000405	DR095_RS01875	CIB43_RS00265
OG0000409	DR095_RS01920	CIB43_RS00345
OG0000412	DR095_RS02980	CIB43_RS00390
OG0000417	DR095_RS02020	CIB43_RS03185
OG0000428	DR095_RS02410	CIB43_RS01785
OG0000429	DR095_RS02315	CIB43_RS01885
OG0000430	DR095_RS02270	CIB43_RS01925
OG0000434	DR095_RS02225	CIB43_RS01985
OG0000436	DR095_RS01570	CIB43_RS02030
OG0000437	DR095_RS01580	CIB43_RS02065
OG0000441	DR095_RS01745	CIB43_RS03910
OG0000451	DR095_RS00790	CIB43_RS01085
OG0000453	DR095_RS00730	CIB43_RS01315
OG0000457	DR095_RS02640	CIB43_RS00450
OG0000459	DR095_RS00545	CIB43_RS03460
OG0000463	DR095_RS00500	CIB43_RS03515
OG0000464	DR095_RS00505	CIB43_RS03500
OG0000466	DR095_RS00760	CIB43_RS01115
OG0000468	DR095_RS02785	CIB43_RS02870
OG0000471	DR095_RS02405	CIB43_RS01790
OG0000473	DR095_RS02510	CIB43_RS00580
OG0000474	DR095_RS02505	CIB43_RS00585
OG0000475	DR095_RS02500	CIB43_RS00595
OG0000482	DR095_RS02050	CIB43_RS02080
OG0000485	DR095_RS01575	CIB43_RS02035
OG0000486	DR095_RS02000	CIB43_RS03205
OG0000487	DR095_RS04010	CIB43_RS02915
OG0000488	DR095_RS02885	CIB43_RS02940
OG0000489	DR095_RS01065	CIB43_RS00750
OG0000491	DR095_RS01435	CIB43_RS02220
OG0000492	DR095_RS01510	CIB43_RS02290
OG0000495	DR095_RS00255	CIB43_RS03750
OG0000502	DR095_RS02060	CIB43_RS02070
OG0000504	DR095_RS02430	CIB43_RS01770
OG0000506	DR095_RS02385	CIB43_RS01810
OG0000508	DR095_RS00905	CIB43_RS00980
OG0000517	DR095_RS01050	CIB43_RS00765
OG0000519	DR095_RS02160	CIB43_RS01660
OG0000520	DR095_RS02415	CIB43_RS01780
OG0000523	DR095_RS02645	CIB43_RS00445
OG0000529	DR095_RS01300	CIB43_RS03135
OG0000530	DR095_RS01365	CIB43_RS03250
OG0000531	DR095_RS01485	CIB43_RS02265
OG0000537	DR095_RS02100	CIB43_RS01595
OG0000538	DR095_RS02220	CIB43_RS01990
OG0000556	DR095_RS03845	CIB43_RS01290
OG0000584	DR095_RS01670	CIB43_RS01255
OG0000585	DR095_RS03450	CIB43_RS03105
OG0000589	DR095_RS03040	CIB43_RS03055
OG0000590	DR095_RS01680	CIB43_RS00030
OG0000595	DR095_RS03770	CIB43_RS03920
OG0000597	DR095_RS00365	CIB43_RS03915
OG0000600	DR095_RS01665	CIB43_RS01175, CIB43_RS00040
OG0000603	DR095_RS01650	CIB43_RS00060
OG0000628	DR095_RS01615	CIB43_RS00090
OG0000629	DR095_RS01690	CIB43_RS00015
OG0000630	DR095_RS01605	CIB43_RS00100
OG0000631	DR095_RS01610	CIB43_RS00095
