Orthogroup	MFC_MF29_genes	MFC_MF22_genes
OG0000074	DR095_RS03915	DR094_RS03685
OG0000075	DR095_RS00815	DR094_RS00790
OG0000076	DR095_RS00800	DR094_RS00775
OG0000077	DR095_RS00715	DR094_RS00690
OG0000078	DR095_RS00415	DR094_RS00235
OG0000079	DR095_RS00525	DR094_RS00130
OG0000080	DR095_RS03375	DR094_RS03080
OG0000081	DR095_RS00820	DR094_RS00795
OG0000082	DR095_RS00585	DR094_RS00070
OG0000083	DR095_RS03045	DR094_RS02715
OG0000084	DR095_RS02880	DR094_RS02645
OG0000085	DR095_RS02875	DR094_RS02650
OG0000086	DR095_RS03990	DR094_RS03780
OG0000087	DR095_RS02850	DR094_RS02675
OG0000088	DR095_RS02845	DR094_RS02680
OG0000089	DR095_RS02835	DR094_RS02690
OG0000090	DR095_RS01045	DR094_RS01020
OG0000091	DR095_RS01060	DR094_RS01035
OG0000092	DR095_RS01075	DR094_RS01050
OG0000093	DR095_RS01080	DR094_RS01055
OG0000094	DR095_RS01085	DR094_RS01060
OG0000095	DR095_RS01110	DR094_RS01085
OG0000096	DR095_RS01115	DR094_RS01090
OG0000097	DR095_RS01135	DR094_RS01110
OG0000098	DR095_RS01145	DR094_RS01120
OG0000099	DR095_RS01200	DR094_RS01175
OG0000100	DR095_RS01210	DR094_RS01185
OG0000101	DR095_RS01215	DR094_RS01190
OG0000102	DR095_RS01225	DR094_RS01200
OG0000103	DR095_RS01275	DR094_RS02040
OG0000104	DR095_RS01280	DR094_RS02045
OG0000105	DR095_RS01295	DR094_RS02060
OG0000106	DR095_RS01305	DR094_RS02070
OG0000107	DR095_RS01315	DR094_RS02080
OG0000108	DR095_RS01320	DR094_RS02085
OG0000109	DR095_RS01325	DR094_RS02090
OG0000110	DR095_RS01330	DR094_RS02095
OG0000111	DR095_RS01335	DR094_RS02100
OG0000112	DR095_RS01345	DR094_RS02110
OG0000113	DR095_RS03830	DR094_RS03730
OG0000114	DR095_RS01370	DR094_RS02135
OG0000115	DR095_RS01380	DR094_RS02145
OG0000116	DR095_RS01390	DR094_RS02155
OG0000117	DR095_RS01395	DR094_RS02160
OG0000118	DR095_RS01425	DR094_RS02190
OG0000119	DR095_RS01430	DR094_RS02195
OG0000120	DR095_RS01445	DR094_RS02210
OG0000121	DR095_RS01470	DR094_RS02235
OG0000122	DR095_RS01475	DR094_RS02240
OG0000123	DR095_RS01495	DR094_RS02260
OG0000124	DR095_RS01500	DR094_RS02265
OG0000125	DR095_RS01505	DR094_RS02270
OG0000126	DR095_RS01515	DR094_RS02280
OG0000127	DR095_RS01525	DR094_RS02290
OG0000128	DR095_RS02900	DR094_RS02750
OG0000129	DR095_RS02905	DR094_RS02755
OG0000130	DR095_RS02915	DR094_RS02765
OG0000131	DR095_RS02945	DR094_RS02795
OG0000132	DR095_RS04000	DR094_RS03810
OG0000133	DR095_RS00015	DR094_RS00615
OG0000134	DR095_RS03750	DR094_RS03565
OG0000135	DR095_RS00035	DR094_RS00595
OG0000136	DR095_RS00040	DR094_RS00590
OG0000137	DR095_RS00070	DR094_RS00560
OG0000138	DR095_RS00095	DR094_RS00535
OG0000139	DR095_RS00125	DR094_RS00505
OG0000140	DR095_RS00130	DR094_RS00500
OG0000141	DR095_RS00155	DR094_RS00475
OG0000142	DR095_RS03765	DR094_RS03550
OG0000143	DR095_RS00185	DR094_RS00445
OG0000144	DR095_RS00195	DR094_RS00435
OG0000145	DR095_RS00205	DR094_RS00425
OG0000146	DR095_RS00215	DR094_RS00415
OG0000147	DR095_RS00220	DR094_RS00410
OG0000148	DR095_RS00235	DR094_RS00395
OG0000149	DR095_RS00245	DR094_RS00385
OG0000150	DR095_RS00260	DR094_RS00370
OG0000151	DR095_RS00315	DR094_RS00315
OG0000152	DR095_RS00320	DR094_RS00310
OG0000153	DR095_RS00325	DR094_RS00305
OG0000154	DR095_RS00335	DR094_RS00295
OG0000155	DR095_RS00355	DR094_RS00275
OG0000156	DR095_RS00390	DR094_RS00260
OG0000157	DR095_RS03780	DR094_RS03545
OG0000158	DR095_RS03785	DR094_RS03540
OG0000159	DR095_RS00635	DR094_RS00020
OG0000160	DR095_RS00640	DR094_RS00015
OG0000161	DR095_RS00650	DR094_RS00010
OG0000162	DR095_RS02680	DR094_RS02560
OG0000163	DR095_RS02685	DR094_RS02565
OG0000164	DR095_RS03975	DR094_RS03770
OG0000165	DR095_RS02760	DR094_RS02890
OG0000166	DR095_RS02780	DR094_RS02910
OG0000167	DR095_RS02795	DR094_RS02925
OG0000168	DR095_RS02800	DR094_RS02930
OG0000169	DR095_RS01750	DR094_RS01830
OG0000170	DR095_RS01765	DR094_RS01845
OG0000171	DR095_RS01775	DR094_RS01855
OG0000172	DR095_RS01780	DR094_RS01860
OG0000173	DR095_RS01785	DR094_RS01865
OG0000174	DR095_RS01790	DR094_RS01870
OG0000175	DR095_RS01805	DR094_RS01885
OG0000176	DR095_RS01845	DR094_RS01925
OG0000177	DR095_RS01850	DR094_RS01930
OG0000178	DR095_RS01855	DR094_RS01935
OG0000179	DR095_RS01865	DR094_RS01945
OG0000180	DR095_RS01870	DR094_RS01950
OG0000181	DR095_RS03870	DR094_RS03710
OG0000182	DR095_RS01895	DR094_RS01975
OG0000183	DR095_RS01930	DR094_RS02010
OG0000184	DR095_RS02970	DR094_RS02865
OG0000185	DR095_RS02985	DR094_RS02880
OG0000186	DR095_RS01970	DR094_RS02535
OG0000187	DR095_RS01985	DR094_RS02520
OG0000188	DR095_RS01995	DR094_RS02510
OG0000189	DR095_RS03890	DR094_RS03755
OG0000190	DR095_RS02010	DR094_RS02495
OG0000191	DR095_RS02030	DR094_RS02475
OG0000192	DR095_RS02040	DR094_RS02465
OG0000193	DR095_RS02055	DR094_RS02450
OG0000194	DR095_RS02065	DR094_RS02440
OG0000195	DR095_RS02070	DR094_RS02435
OG0000196	DR095_RS03895	DR094_RS03750
OG0000197	DR095_RS02095	DR094_RS02410
OG0000198	DR095_RS02110	DR094_RS02395
OG0000199	DR095_RS02115	DR094_RS02390
OG0000200	DR095_RS02130	DR094_RS02375
OG0000201	DR095_RS02140	DR094_RS02365
OG0000202	DR095_RS02195	DR094_RS02310
OG0000203	DR095_RS02200	DR094_RS02305
OG0000204	DR095_RS03925	DR094_RS03670
OG0000205	DR095_RS02490	DR094_RS01420
OG0000206	DR095_RS02470	DR094_RS01440
OG0000207	DR095_RS02455	DR094_RS01455
OG0000208	DR095_RS02450	DR094_RS01460
OG0000209	DR095_RS02445	DR094_RS01465
OG0000210	DR095_RS02400	DR094_RS01510
OG0000211	DR095_RS02390	DR094_RS01520
OG0000212	DR095_RS02380	DR094_RS01530
OG0000213	DR095_RS02375	DR094_RS01535
OG0000214	DR095_RS02370	DR094_RS01540
OG0000215	DR095_RS02365	DR094_RS01545
OG0000216	DR095_RS02360	DR094_RS01550
OG0000217	DR095_RS02355	DR094_RS01555
OG0000218	DR095_RS03910	DR094_RS03690
OG0000219	DR095_RS02340	DR094_RS01570
OG0000220	DR095_RS02335	DR094_RS01575
OG0000221	DR095_RS02330	DR094_RS01580
OG0000222	DR095_RS02325	DR094_RS01585
OG0000223	DR095_RS02320	DR094_RS01590
OG0000224	DR095_RS02310	DR094_RS01600
OG0000225	DR095_RS02300	DR094_RS01610
OG0000226	DR095_RS02295	DR094_RS01615
OG0000227	DR095_RS02290	DR094_RS01620
OG0000228	DR095_RS04045	DR094_RS03855
OG0000229	DR095_RS02280	DR094_RS01630
OG0000230	DR095_RS02275	DR094_RS01635
OG0000231	DR095_RS02265	DR094_RS01645
OG0000232	DR095_RS02255	DR094_RS01655
OG0000233	DR095_RS02245	DR094_RS01665
OG0000234	DR095_RS02215	DR094_RS01695
OG0000235	DR095_RS02205	DR094_RS01705
OG0000236	DR095_RS01540	DR094_RS01710
OG0000237	DR095_RS01560	DR094_RS01730
OG0000238	DR095_RS01565	DR094_RS01735
OG0000239	DR095_RS01595	DR094_RS01765
OG0000240	DR095_RS01600	DR094_RS01770
OG0000241	DR095_RS01705	DR094_RS01780
OG0000242	DR095_RS01710	DR094_RS01785
OG0000243	DR095_RS01715	DR094_RS01790
OG0000244	DR095_RS01725	DR094_RS01800
OG0000245	DR095_RS01735	DR094_RS01810
OG0000246	DR095_RS01030	DR094_RS01005
OG0000247	DR095_RS01020	DR094_RS00995
OG0000248	DR095_RS00995	DR094_RS00970
OG0000249	DR095_RS00990	DR094_RS00965
OG0000250	DR095_RS00975	DR094_RS00950
OG0000251	DR095_RS00945	DR094_RS00920
OG0000252	DR095_RS00935	DR094_RS00910
OG0000253	DR095_RS00930	DR094_RS00905
OG0000254	DR095_RS00920	DR094_RS00895
OG0000255	DR095_RS00915	DR094_RS00890
OG0000256	DR095_RS00910	DR094_RS00885
OG0000257	DR095_RS00885	DR094_RS00860
OG0000258	DR095_RS00875	DR094_RS00850
OG0000259	DR095_RS00845	DR094_RS00820
OG0000260	DR095_RS00835	DR094_RS00810
OG0000261	DR095_RS03795	DR094_RS03570
OG0000262	DR095_RS00810	DR094_RS00785
OG0000263	DR095_RS00795	DR094_RS00770
OG0000264	DR095_RS00780	DR094_RS00755
OG0000265	DR095_RS00770	DR094_RS00745
OG0000266	DR095_RS00755	DR094_RS00730
OG0000267	DR095_RS00740	DR094_RS00715
OG0000268	DR095_RS00735	DR094_RS00710
OG0000269	DR095_RS00720	DR094_RS00695
OG0000270	DR095_RS03930	DR094_RS03620
OG0000271	DR095_RS02520	DR094_RS01250
OG0000272	DR095_RS02525	DR094_RS01255
OG0000273	DR095_RS02530	DR094_RS01260
OG0000274	DR095_RS02550	DR094_RS01280
OG0000275	DR095_RS03935	DR094_RS03625
OG0000276	DR095_RS02560	DR094_RS01290
OG0000277	DR095_RS03940	DR094_RS03630
OG0000278	DR095_RS02575	DR094_RS01305
OG0000279	DR095_RS02585	DR094_RS01315
OG0000280	DR095_RS02590	DR094_RS01320
OG0000281	DR095_RS02595	DR094_RS01325
OG0000282	DR095_RS02620	DR094_RS01350
OG0000283	DR095_RS02625	DR094_RS01355
OG0000284	DR095_RS02630	DR094_RS01360
OG0000285	DR095_RS03955	DR094_RS03645
OG0000286	DR095_RS00590	DR094_RS00065
OG0000287	DR095_RS00565	DR094_RS00090
OG0000288	DR095_RS00555	DR094_RS00100
OG0000289	DR095_RS00550	DR094_RS00105
OG0000290	DR095_RS03370	DR094_RS00215
OG0000291	DR095_RS00450	DR094_RS03090
OG0000292	DR095_RS00455	DR094_RS00200
OG0000293	DR095_RS00460	DR094_RS00195
OG0000294	DR095_RS00470	DR094_RS00185
OG0000295	DR095_RS00475	DR094_RS00180
OG0000296	DR095_RS00515	DR094_RS00140
OG0000297	DR095_RS00520	DR094_RS00135
OG0000298	DR095_RS00980	DR094_RS00955
OG0000299	DR095_RS00960	DR094_RS00935
OG0000300	DR095_RS00785	DR094_RS00760
OG0000301	DR095_RS00750	DR094_RS00725
OG0000302	DR095_RS00745	DR094_RS00720
OG0000303	DR095_RS00045	DR094_RS00585
OG0000304	DR095_RS00080	DR094_RS00550
OG0000305	DR095_RS00210	DR094_RS00420
OG0000306	DR095_RS00290	DR094_RS00340
OG0000307	DR095_RS00330	DR094_RS00300
OG0000308	DR095_RS00430	DR094_RS00225
OG0000309	DR095_RS00485	DR094_RS00170
OG0000310	DR095_RS00560	DR094_RS00095
OG0000311	DR095_RS00610	DR094_RS00045
OG0000312	DR095_RS00630	DR094_RS00025
OG0000313	DR095_RS02705	DR094_RS02585
OG0000314	DR095_RS02775	DR094_RS02905
OG0000315	DR095_RS02805	DR094_RS02935
OG0000316	DR095_RS02815	DR094_RS02945
OG0000317	DR095_RS02840	DR094_RS02685
OG0000318	DR095_RS04005	DR094_RS03800
OG0000319	DR095_RS01290	DR094_RS02055
OG0000320	DR095_RS01355	DR094_RS02120
OG0000321	DR095_RS01420	DR094_RS02185
OG0000322	DR095_RS01465	DR094_RS02230
OG0000323	DR095_RS02955	DR094_RS02805
OG0000324	DR095_RS02035	DR094_RS02470
OG0000325	DR095_RS02075	DR094_RS02430
OG0000326	DR095_RS02170	DR094_RS02335
OG0000327	DR095_RS02175	DR094_RS02330
OG0000328	DR095_RS02440	DR094_RS01470
OG0000329	DR095_RS02420	DR094_RS01490
OG0000330	DR095_RS02235	DR094_RS01675
OG0000331	DR095_RS01720	DR094_RS01795
OG0000332	DR095_RS01815	DR094_RS01895
OG0000333	DR095_RS01825	DR094_RS01905
OG0000334	DR095_RS01890	DR094_RS01970
OG0000335	DR095_RS03875	DR094_RS03715
OG0000336	DR095_RS03950	DR094_RS03640
OG0000337	DR095_RS01160	DR094_RS01135
OG0000338	DR095_RS01120	DR094_RS01095
OG0000339	DR095_RS01375	DR094_RS02140
OG0000340	DR095_RS01400	DR094_RS02165
OG0000341	DR095_RS02015	DR094_RS02490
OG0000342	DR095_RS02105	DR094_RS02400
OG0000343	DR095_RS01835	DR094_RS01915
OG0000344	DR095_RS00060	DR094_RS00570
OG0000345	DR095_RS02305	DR094_RS01605
OG0000346	DR095_RS03945	DR094_RS03635
OG0000347	DR095_RS01490	DR094_RS02255
OG0000348	DR095_RS03905	DR094_RS03740
OG0000349	DR095_RS02540	DR094_RS01270
OG0000350	DR095_RS00295	DR094_RS00335
OG0000351	DR095_RS00660	DR094_RS00635
OG0000352	DR095_RS02755	DR094_RS02885
OG0000353	DR095_RS01460	DR094_RS02225
OG0000354	DR095_RS00110	DR094_RS00520
OG0000355	DR095_RS03980	DR094_RS03775
OG0000356	DR095_RS03985	DR094_RS03825
OG0000357	DR095_RS03860	DR094_RS03700
OG0000358	DR095_RS01800	DR094_RS01880
OG0000359	DR095_RS03900	DR094_RS03745
OG0000360	DR095_RS00880	DR094_RS00855
OG0000361	DR095_RS00850	DR094_RS00825
OG0000362	DR095_RS00540	DR094_RS00115
OG0000363	DR095_RS01530	DR094_RS02300
OG0000365	DR095_RS04025	DR094_RS03785
OG0000366	DR095_RS02870	DR094_RS02655
OG0000367	DR095_RS02860	DR094_RS02665
OG0000368	DR095_RS01055	DR094_RS01030
OG0000369	DR095_RS03410	DR094_RS03585
OG0000370	DR095_RS01095	DR094_RS01070
OG0000371	DR095_RS01100	DR094_RS01075
OG0000372	DR095_RS01105	DR094_RS01080
OG0000373	DR095_RS01130	DR094_RS01105
OG0000374	DR095_RS01140	DR094_RS01115
OG0000375	DR095_RS01285	DR094_RS02050
OG0000376	DR095_RS01340	DR094_RS02105
OG0000377	DR095_RS01350	DR094_RS02115
OG0000378	DR095_RS01385	DR094_RS02150
OG0000379	DR095_RS01455	DR094_RS02220
OG0000380	DR095_RS01480	DR094_RS02245
OG0000381	DR095_RS01520	DR094_RS02285
OG0000382	DR095_RS02910	DR094_RS02760
OG0000383	DR095_RS02950	DR094_RS02800
OG0000384	DR095_RS00655	DR094_RS00630
OG0000385	DR095_RS00005	DR094_RS00625
OG0000386	DR095_RS00025	DR094_RS00605
OG0000387	DR095_RS00050	DR094_RS00580
OG0000388	DR095_RS03755	DR094_RS03560
OG0000389	DR095_RS00090	DR094_RS00540
OG0000390	DR095_RS00190	DR094_RS00440
OG0000391	DR095_RS00200	DR094_RS00430
OG0000392	DR095_RS00225	DR094_RS00405
OG0000393	DR095_RS00280	DR094_RS00350
OG0000394	DR095_RS00345	DR094_RS00285
OG0000395	DR095_RS00350	DR094_RS00280
OG0000396	DR095_RS02695	DR094_RS02575
OG0000397	DR095_RS02740	DR094_RS02620
OG0000398	DR095_RS02745	DR094_RS02625
OG0000399	DR095_RS02790	DR094_RS02920
OG0000400	DR095_RS01760	DR094_RS01840
OG0000401	DR095_RS01820	DR094_RS01900
OG0000402	DR095_RS01830	DR094_RS01910
OG0000403	DR095_RS01840	DR094_RS01920
OG0000404	DR095_RS03865	DR094_RS03705
OG0000405	DR095_RS01875	DR094_RS01955
OG0000406	DR095_RS01905	DR094_RS01985
OG0000407	DR095_RS03880	DR094_RS03720
OG0000408	DR095_RS01915	DR094_RS01995
OG0000409	DR095_RS01920	DR094_RS02000
OG0000410	DR095_RS02965	DR094_RS02860
OG0000411	DR095_RS02975	DR094_RS02870
OG0000412	DR095_RS02980	DR094_RS02875
OG0000413	DR095_RS01965	DR094_RS02540
OG0000414	DR095_RS01975	DR094_RS02530
OG0000415	DR095_RS01980	DR094_RS02525
OG0000416	DR095_RS01990	DR094_RS02515
OG0000417	DR095_RS02020	DR094_RS02485
OG0000418	DR095_RS02025	DR094_RS02480
OG0000419	DR095_RS02085	DR094_RS02420
OG0000420	DR095_RS02120	DR094_RS02385
OG0000421	DR095_RS02155	DR094_RS02350
OG0000422	DR095_RS02165	DR094_RS02340
OG0000423	DR095_RS02480	DR094_RS01430
OG0000424	DR095_RS02475	DR094_RS01435
OG0000425	DR095_RS02465	DR094_RS01445
OG0000426	DR095_RS03585	DR094_RS03675
OG0000427	DR095_RS03920	DR094_RS03680
OG0000428	DR095_RS02410	DR094_RS01500
OG0000429	DR095_RS02315	DR094_RS01595
OG0000430	DR095_RS02270	DR094_RS01640
OG0000431	DR095_RS02260	DR094_RS01650
OG0000432	DR095_RS02240	DR094_RS01670
OG0000433	DR095_RS02230	DR094_RS01680
OG0000434	DR095_RS02225	DR094_RS01685
OG0000435	DR095_RS02210	DR094_RS01700
OG0000436	DR095_RS01570	DR094_RS01740
OG0000437	DR095_RS01580	DR094_RS01750
OG0000438	DR095_RS03840	DR094_RS03695
OG0000439	DR095_RS01590	DR094_RS01760
OG0000440	DR095_RS03855	DR094_RS01775
OG0000441	DR095_RS01745	DR094_RS01815
OG0000442	DR095_RS01025	DR094_RS01000
OG0000443	DR095_RS00965	DR094_RS00940
OG0000444	DR095_RS00950	DR094_RS00925
OG0000445	DR095_RS00925	DR094_RS00900
OG0000446	DR095_RS00900	DR094_RS00875
OG0000447	DR095_RS00895	DR094_RS00870
OG0000448	DR095_RS00865	DR094_RS00840
OG0000449	DR095_RS00840	DR094_RS00815
OG0000450	DR095_RS00830	DR094_RS00805
OG0000451	DR095_RS00790	DR094_RS00765
OG0000452	DR095_RS00765	DR094_RS00740
OG0000453	DR095_RS00730	DR094_RS00705
OG0000455	DR095_RS03825	DR094_RS03615
OG0000456	DR095_RS02615	DR094_RS01345
OG0000457	DR095_RS02640	DR094_RS01370
OG0000458	DR095_RS00570	DR094_RS00085
OG0000459	DR095_RS00545	DR094_RS00110
OG0000460	DR095_RS00535	DR094_RS00120
OG0000461	DR095_RS00490	DR094_RS00165
OG0000462	DR095_RS00495	DR094_RS00160
OG0000463	DR095_RS00500	DR094_RS00155
OG0000464	DR095_RS00505	DR094_RS00150
OG0000465	DR095_RS00510	DR094_RS00145
OG0000466	DR095_RS00760	DR094_RS00735
OG0000467	DR095_RS03790	DR094_RS03535
OG0000468	DR095_RS02785	DR094_RS02915
OG0000469	DR095_RS03050	DR094_RS02710
OG0000470	DR095_RS02485	DR094_RS01425
OG0000471	DR095_RS02405	DR094_RS01505
OG0000472	DR095_RS02665	DR094_RS01405
OG0000473	DR095_RS02510	DR094_RS01240
OG0000474	DR095_RS02505	DR094_RS01235
OG0000475	DR095_RS02500	DR094_RS01230
OG0000476	DR095_RS01220	DR094_RS01195
OG0000477	DR095_RS00465	DR094_RS00190
OG0000478	DR095_RS02565	DR094_RS01295
OG0000479	DR095_RS01415	DR094_RS02180
OG0000480	DR095_RS03245	DR094_RS03065
OG0000481	DR095_RS02190	DR094_RS02315
OG0000482	DR095_RS02050	DR094_RS02455
OG0000483	DR095_RS02855	DR094_RS02670
OG0000484	DR095_RS03800	DR094_RS03575
OG0000485	DR095_RS01575	DR094_RS01745
OG0000486	DR095_RS02000	DR094_RS02505
OG0000487	DR095_RS04010	DR094_RS03795
OG0000488	DR095_RS02885	DR094_RS02640
OG0000489	DR095_RS01065	DR094_RS01040
OG0000490	DR095_RS01125	DR094_RS01100
OG0000491	DR095_RS01435	DR094_RS02200
OG0000492	DR095_RS01510	DR094_RS02275
OG0000493	DR095_RS00065	DR094_RS00565
OG0000494	DR095_RS00115	DR094_RS00515
OG0000495	DR095_RS00255	DR094_RS00375
OG0000496	DR095_RS00265	DR094_RS00365
OG0000497	DR095_RS00270	DR094_RS00360
OG0000498	DR095_RS00340	DR094_RS00290
OG0000499	DR095_RS00400	DR094_RS00250
OG0000500	DR095_RS02750	DR094_RS02630
OG0000501	DR095_RS01770	DR094_RS01850
OG0000502	DR095_RS02060	DR094_RS02445
OG0000503	DR095_RS02135	DR094_RS02370
OG0000504	DR095_RS02430	DR094_RS01480
OG0000505	DR095_RS02395	DR094_RS01515
OG0000506	DR095_RS02385	DR094_RS01525
OG0000507	DR095_RS02350	DR094_RS01560
OG0000508	DR095_RS00905	DR094_RS00880
OG0000509	DR095_RS00870	DR094_RS00845
OG0000510	DR095_RS00860	DR094_RS00835
OG0000511	DR095_RS00725	DR094_RS00700
OG0000512	DR095_RS00530	DR094_RS00125
OG0000513	DR095_RS02580	DR094_RS01310
OG0000514	DR095_RS00230	DR094_RS00400
OG0000516	DR095_RS03000	DR094_RS02725
OG0000517	DR095_RS01050	DR094_RS01025
OG0000518	DR095_RS01810	DR094_RS01890
OG0000519	DR095_RS02160	DR094_RS02345
OG0000520	DR095_RS02415	DR094_RS01495
OG0000521	DR095_RS00890	DR094_RS00865
OG0000522	DR095_RS00855	DR094_RS00830
OG0000523	DR095_RS02645	DR094_RS01375
OG0000524	DR095_RS00425	DR094_RS00230
OG0000525	DR095_RS04060	DR094_RS03660
OG0000528	DR095_RS03010	DR094_RS03790
OG0000529	DR095_RS01300	DR094_RS02065
OG0000530	DR095_RS01365	DR094_RS02130
OG0000531	DR095_RS01485	DR094_RS02250
OG0000533	DR095_RS02250	DR094_RS01660
OG0000534	DR095_RS00775	DR094_RS00750
OG0000535	DR095_RS01070	DR094_RS01045
OG0000536	DR095_RS01195	DR094_RS01170
OG0000537	DR095_RS02100	DR094_RS02405
OG0000538	DR095_RS02220	DR094_RS01690
OG0000539	DR095_RS00940	DR094_RS00915
OG0000541	DR095_RS00385	DR094_RS00265
OG0000542	DR095_RS00805	DR094_RS00780
OG0000547	DR095_RS00180	DR094_RS00450
OG0000548	DR095_RS02700	DR094_RS02580
OG0000549	DR095_RS02670	DR094_RS03665
OG0000550	DR095_RS02545	DR094_RS01275
OG0000551	DR095_RS01730	DR094_RS01805
OG0000555	DR095_RS03315	DR094_RS03120
OG0000589	DR095_RS03040	DR094_RS02835
OG0000596	DR095_RS01005	DR094_RS00980
OG0000598	DR095_RS01010	DR094_RS00985
OG0000599	DR095_RS01015	DR094_RS00990
OG0000602	DR095_RS02890	DR094_RS02635
OG0000627	DR095_RS01190	DR094_RS01165
OG0000634	DR095_RS01270	DR094_RS02035
OG0000635	DR095_RS00410	DR094_RS00240
OG0000636	DR095_RS03500	DR094_RS03365
OG0000637	DR095_RS02045	DR094_RS02460
OG0000638	DR095_RS00710	DR094_RS00685
OG0000639	DR095_RS01550	DR094_RS01720
OG0000640	DR095_RS03290	DR094_RS03145
OG0000643	DR095_RS01555	DR094_RS01725
OG0000646	DR095_RS03060	DR094_RS02700
