Orthogroup	MHP_111A_genes	MHP_7448_genes
OG0000121	NB623_RS01505	MHP7448_RS01400
OG0000122	NB623_RS01510	MHP7448_RS01405
OG0000123	NB623_RS01530	MHP7448_RS01425
OG0000124	NB623_RS01535	MHP7448_RS01430
OG0000125	NB623_RS01545	MHP7448_RS01435
OG0000126	NB623_RS01550	MHP7448_RS01445
OG0000127	NB623_RS01560	MHP7448_RS01455
OG0000128	NB623_RS01575	MHP7448_RS01470
OG0000129	NB623_RS01580	MHP7448_RS01475
OG0000130	NB623_RS01590	MHP7448_RS01485
OG0000131	NB623_RS01620	MHP7448_RS01515
OG0000132	NB623_RS01635	MHP7448_RS01530
OG0000133	NB623_RS00525	MHP7448_RS00530
OG0000134	NB623_RS00530	MHP7448_RS00535
OG0000135	NB623_RS00545	MHP7448_RS00550
OG0000136	NB623_RS00550	MHP7448_RS00555
OG0000137	NB623_RS00590	MHP7448_RS00590
OG0000138	NB623_RS00615	MHP7448_RS00630
OG0000139	NB623_RS00645	MHP7448_RS00660
OG0000140	NB623_RS00650	MHP7448_RS00665
OG0000141	NB623_RS03095	MHP7448_RS02960
OG0000142	NB623_RS03090	MHP7448_RS02955
OG0000143	NB623_RS03075	MHP7448_RS02930
OG0000144	NB623_RS03060	MHP7448_RS02920
OG0000145	NB623_RS03050	MHP7448_RS02910
OG0000146	NB623_RS03040	MHP7448_RS02900
OG0000147	NB623_RS03035	MHP7448_RS02895
OG0000148	NB623_RS03020	MHP7448_RS02880
OG0000149	NB623_RS03010	MHP7448_RS02870
OG0000150	NB623_RS02995	MHP7448_RS02850
OG0000151	NB623_RS02945	MHP7448_RS02805
OG0000152	NB623_RS02940	MHP7448_RS02800
OG0000153	NB623_RS02935	MHP7448_RS02795
OG0000154	NB623_RS02925	MHP7448_RS02785
OG0000155	NB623_RS02885	MHP7448_RS02745
OG0000156	NB623_RS02875	MHP7448_RS02735
OG0000157	NB623_RS02870	MHP7448_RS02730
OG0000158	NB623_RS02860	MHP7448_RS04110
OG0000159	NB623_RS02615	MHP7448_RS02485
OG0000160	NB623_RS02610	MHP7448_RS02480
OG0000161	NB623_RS02605	MHP7448_RS02475
OG0000162	NB623_RS02595	MHP7448_RS02465
OG0000163	NB623_RS02590	MHP7448_RS02460
OG0000164	NB623_RS01725	MHP7448_RS01625
OG0000165	NB623_RS02155	MHP7448_RS01960
OG0000166	NB623_RS02135	MHP7448_RS01980
OG0000167	NB623_RS02120	MHP7448_RS01995
OG0000168	NB623_RS02115	MHP7448_RS02000
OG0000169	NB623_RS03200	MHP7448_RS03080
OG0000170	NB623_RS03215	MHP7448_RS03095
OG0000171	NB623_RS03225	MHP7448_RS03105
OG0000172	NB623_RS03230	MHP7448_RS03115
OG0000173	NB623_RS03235	MHP7448_RS03120
OG0000174	NB623_RS03240	MHP7448_RS03125
OG0000175	NB623_RS03265	MHP7448_RS03140
OG0000176	NB623_RS03310	MHP7448_RS03190
OG0000177	NB623_RS03315	MHP7448_RS03195
OG0000178	NB623_RS03320	MHP7448_RS03200
OG0000179	NB623_RS03330	MHP7448_RS03210
OG0000180	NB623_RS03335	MHP7448_RS03215
OG0000181	NB623_RS03375	MHP7448_RS03255
OG0000182	NB623_RS03385	MHP7448_RS03265
OG0000183	NB623_RS03420	MHP7448_RS03300
OG0000184	NB623_RS03485	MHP7448_RS03345
OG0000185	NB623_RS03475	MHP7448_RS03330
OG0000186	NB623_RS01645	MHP7448_RS01540
OG0000187	NB623_RS01660	MHP7448_RS01555
OG0000188	NB623_RS01670	MHP7448_RS01565
OG0000189	NB623_RS02445	MHP7448_RS02230
OG0000190	NB623_RS02440	MHP7448_RS02225
OG0000191	NB623_RS02415	MHP7448_RS02205
OG0000192	NB623_RS01340	MHP7448_RS01230
OG0000193	NB623_RS01325	MHP7448_RS01210
OG0000194	NB623_RS00690	MHP7448_RS00700
OG0000195	NB623_RS00695	MHP7448_RS00705
OG0000196	NB623_RS00720	MHP7448_RS00725
OG0000197	NB623_RS00730	MHP7448_RS00730
OG0000198	NB623_RS00740	MHP7448_RS00745
OG0000199	NB623_RS00745	MHP7448_RS00750
OG0000200	NB623_RS00760	MHP7448_RS00760
OG0000201	NB623_RS00770	MHP7448_RS00770
OG0000202	NB623_RS00830	MHP7448_RS00825
OG0000203	NB623_RS00835	MHP7448_RS00830
OG0000204	NB623_RS00840	MHP7448_RS00835
OG0000205	NB623_RS00845	MHP7448_RS00840
OG0000206	NB623_RS00865	MHP7448_RS00860
OG0000207	NB623_RS00880	MHP7448_RS00875
OG0000208	NB623_RS00885	MHP7448_RS00880
OG0000209	NB623_RS00890	MHP7448_RS00885
OG0000210	NB623_RS00935	MHP7448_RS00930
OG0000211	NB623_RS01070	MHP7448_RS00940
OG0000212	NB623_RS01080	MHP7448_RS00950
OG0000213	NB623_RS01085	MHP7448_RS00955
OG0000214	NB623_RS01090	MHP7448_RS00960
OG0000215	NB623_RS01095	MHP7448_RS00965
OG0000216	NB623_RS01100	MHP7448_RS00970
OG0000217	NB623_RS01105	MHP7448_RS00975
OG0000218	NB623_RS01115	MHP7448_RS00985
OG0000219	NB623_RS01120	MHP7448_RS00990
OG0000220	NB623_RS01125	MHP7448_RS00995
OG0000221	NB623_RS01130	MHP7448_RS01000
OG0000222	NB623_RS01135	MHP7448_RS01005
OG0000223	NB623_RS01140	MHP7448_RS01010
OG0000224	NB623_RS01150	MHP7448_RS01020
OG0000225	NB623_RS01160	MHP7448_RS01030
OG0000226	NB623_RS01165	MHP7448_RS01035
OG0000227	NB623_RS01170	MHP7448_RS01040
OG0000228	NB623_RS01175	MHP7448_RS04115
OG0000229	NB623_RS01180	MHP7448_RS01050
OG0000230	NB623_RS01185	MHP7448_RS01055
OG0000231	NB623_RS01195	MHP7448_RS01065
OG0000232	NB623_RS01205	MHP7448_RS01075
OG0000233	NB623_RS01225	MHP7448_RS01095
OG0000234	NB623_RS01260	MHP7448_RS01130
OG0000235	NB623_RS01270	MHP7448_RS01140
OG0000236	NB623_RS01275	MHP7448_RS01145
OG0000237	NB623_RS01280	MHP7448_RS01150
OG0000238	NB623_RS01285	MHP7448_RS01160
OG0000239	NB623_RS03105	MHP7448_RS02970
OG0000240	NB623_RS03110	MHP7448_RS02975
OG0000241	NB623_RS03120	MHP7448_RS02985
OG0000242	NB623_RS03125	MHP7448_RS02990
OG0000243	NB623_RS03130	MHP7448_RS02995
OG0000244	NB623_RS03140	MHP7448_RS03005
OG0000245	NB623_RS03145	MHP7448_RS04055
OG0000246	NB623_RS00130	MHP7448_RS00140
OG0000247	NB623_RS00140	MHP7448_RS00150
OG0000248	NB623_RS00150	MHP7448_RS00160
OG0000249	NB623_RS00155	MHP7448_RS00165
OG0000250	NB623_RS00175	MHP7448_RS00180
OG0000251	NB623_RS00205	MHP7448_RS00205
OG0000252	NB623_RS00210	MHP7448_RS00215
OG0000253	NB623_RS00215	MHP7448_RS00220
OG0000254	NB623_RS00225	MHP7448_RS00230
OG0000255	NB623_RS00230	MHP7448_RS00240
OG0000256	NB623_RS00240	MHP7448_RS00245
OG0000257	NB623_RS00260	MHP7448_RS00270
OG0000258	NB623_RS00270	MHP7448_RS00280
OG0000259	NB623_RS00300	MHP7448_RS00310
OG0000260	NB623_RS00310	MHP7448_RS00320
OG0000261	NB623_RS00320	MHP7448_RS00330
OG0000262	NB623_RS00340	MHP7448_RS00345
OG0000263	NB623_RS00350	MHP7448_RS00360
OG0000264	NB623_RS00365	MHP7448_RS00375
OG0000265	NB623_RS00375	MHP7448_RS00385
OG0000266	NB623_RS00390	MHP7448_RS00400
OG0000267	NB623_RS00405	MHP7448_RS00415
OG0000268	NB623_RS00410	MHP7448_RS00420
OG0000269	NB623_RS00425	MHP7448_RS00435
OG0000270	NB623_RS03685	MHP7448_RS03525
OG0000271	NB623_RS03675	MHP7448_RS03520
OG0000272	NB623_RS03670	MHP7448_RS03515
OG0000273	NB623_RS03665	MHP7448_RS03510
OG0000274	NB623_RS03650	MHP7448_RS03490
OG0000275	NB623_RS03640	MHP7448_RS03485
OG0000276	NB623_RS03635	MHP7448_RS03480
OG0000277	NB623_RS03625	MHP7448_RS03470
OG0000278	NB623_RS03620	MHP7448_RS03465
OG0000279	NB623_RS03615	MHP7448_RS03455
OG0000280	NB623_RS03605	MHP7448_RS03450
OG0000281	NB623_RS03600	MHP7448_RS03795
OG0000282	NB623_RS03570, NB623_RS03575	MHP7448_RS03420
OG0000283	NB623_RS03565	MHP7448_RS03415
OG0000284	NB623_RS03560	MHP7448_RS03410
OG0000285	NB623_RS03555	MHP7448_RS03405
OG0000286	NB623_RS02575	MHP7448_RS02445
OG0000287	NB623_RS02675	MHP7448_RS02540
OG0000288	NB623_RS02685	MHP7448_RS02550
OG0000289	NB623_RS02690	MHP7448_RS02555
OG0000290	NB623_RS02810	MHP7448_RS02665
OG0000291	NB623_RS02800	MHP7448_RS02655
OG0000292	NB623_RS02795	MHP7448_RS02650
OG0000293	NB623_RS02790	MHP7448_RS02645
OG0000294	NB623_RS02780	MHP7448_RS02635
OG0000295	NB623_RS02775	MHP7448_RS02630
OG0000296	NB623_RS02730	MHP7448_RS02590
OG0000297	NB623_RS02725	MHP7448_RS02585
OG0000298	NB623_RS00165	MHP7448_RS00175
OG0000299	NB623_RS00185	MHP7448_RS03685
OG0000300	NB623_RS00360	MHP7448_RS00370
OG0000301	NB623_RS00395	MHP7448_RS00405
OG0000302	NB623_RS00400	MHP7448_RS00410
OG0000303	NB623_RS00555	MHP7448_RS00560
OG0000304	NB623_RS01210	MHP7448_RS01080
OG0000305	NB623_RS03045	MHP7448_RS02905
OG0000306	NB623_RS02970	MHP7448_RS02825
OG0000307	NB623_RS02930	MHP7448_RS02790
OG0000308	NB623_RS02835	MHP7448_RS02685
OG0000309	NB623_RS02765	MHP7448_RS02620
OG0000310	NB623_RS02680	MHP7448_RS02545
OG0000311	NB623_RS02635	MHP7448_RS02505
OG0000312	NB623_RS02620	MHP7448_RS02490
OG0000313	NB623_RS01715	MHP7448_RS01615
OG0000314	NB623_RS02140	MHP7448_RS01975
OG0000315	NB623_RS02110	MHP7448_RS02005
OG0000316	NB623_RS02100	MHP7448_RS02015
OG0000317	NB623_RS02005	MHP7448_RS02105
OG0000318	NB623_RS02095	MHP7448_RS02020
OG0000319	NB623_RS02370	MHP7448_RS02160
OG0000320	NB623_RS02500	MHP7448_RS02385
OG0000321	NB623_RS01450	MHP7448_RS01350
OG0000322	NB623_RS01500	MHP7448_RS01395
OG0000323	NB623_RS01630	MHP7448_RS01525
OG0000324	NB623_RS02410	MHP7448_RS02200
OG0000325	NB623_RS00705	MHP7448_RS00710
OG0000326	NB623_RS00805	MHP7448_RS00800
OG0000327	NB623_RS00810	MHP7448_RS00805
OG0000328	NB623_RS00895	MHP7448_RS00890
OG0000329	NB623_RS00915	MHP7448_RS00910
OG0000330	NB623_RS01235	MHP7448_RS01105
OG0000331	NB623_RS03135	MHP7448_RS03000
OG0000332	NB623_RS03270	MHP7448_RS03150
OG0000333	NB623_RS03280	MHP7448_RS03160
OG0000334	NB623_RS03380	MHP7448_RS03260
OG0000335	NB623_RS03390	MHP7448_RS03270
OG0000336	NB623_RS03590	MHP7448_RS03440
OG0000337	NB623_RS03765	MHP7448_RS03605
OG0000338	NB623_RS03805	MHP7448_RS03650
OG0000339	NB623_RS02475	MHP7448_RS02360
OG0000340	NB623_RS01430	MHP7448_RS01330
OG0000341	NB623_RS02435	MHP7448_RS02220
OG0000342	NB623_RS00735	MHP7448_RS00740
OG0000343	NB623_RS03290	MHP7448_RS03170
OG0000344	NB623_RS00570	MHP7448_RS00575
OG0000345	NB623_RS01155	MHP7448_RS01025
OG0000346	NB623_RS03595	MHP7448_RS04140
OG0000347	NB623_RS01525	MHP7448_RS01420
OG0000348	NB623_RS00815	MHP7448_RS00810
OG0000349	NB623_RS03655	MHP7448_RS03500
OG0000350	NB623_RS02920	MHP7448_RS03675
OG0000351	NB623_RS00480	MHP7448_RS00495
OG0000352	NB623_RS02160	MHP7448_RS01955
OG0000353	NB623_RS01490	MHP7448_RS01390
OG0000354	NB623_RS00630	MHP7448_RS00645
OG0000355	NB623_RS02185	MHP7448_RS01925
OG0000356	NB623_RS02105	MHP7448_RS02010
OG0000357	NB623_RS03245	MHP7448_RS03130
OG0000358	NB623_RS03250	MHP7448_RS03135
OG0000359	NB623_RS00780	MHP7448_RS00780
OG0000360	NB623_RS00265	MHP7448_RS00275
OG0000361	NB623_RS00295	MHP7448_RS00305
OG0000362	NB623_RS02705	MHP7448_RS02565
OG0000363	NB623_RS01565	MHP7448_RS01460
OG0000364	NB623_RS02210	MHP7448_RS01905
OG0000365	NB623_RS02060	MHP7448_RS02050
OG0000366	NB623_RS02035	MHP7448_RS02075
OG0000367	NB623_RS02025	MHP7448_RS02085
OG0000368	NB623_RS00060	MHP7448_RS00060
OG0000369	NB623_RS00025	MHP7448_RS00025
OG0000370	NB623_RS00020	MHP7448_RS00020
OG0000371	NB623_RS00015	MHP7448_RS00015
OG0000372	NB623_RS00010	MHP7448_RS00010
OG0000373	NB623_RS03795	MHP7448_RS03640
OG0000374	NB623_RS03785	MHP7448_RS03625
OG0000375	NB623_RS02365	MHP7448_RS02155
OG0000376	NB623_RS02515	MHP7448_RS02400
OG0000377	NB623_RS02505	MHP7448_RS02390
OG0000378	NB623_RS01410	MHP7448_RS01310
OG0000379	NB623_RS01485	MHP7448_RS01385
OG0000380	NB623_RS01515	MHP7448_RS01410
OG0000381	NB623_RS01555	MHP7448_RS01450
OG0000382	NB623_RS01585	MHP7448_RS01480
OG0000383	NB623_RS01625	MHP7448_RS01520
OG0000384	NB623_RS00510	MHP7448_RS00515
OG0000385	NB623_RS00520	MHP7448_RS00520
OG0000386	NB623_RS00535	MHP7448_RS00540
OG0000387	NB623_RS00560	MHP7448_RS00565
OG0000388	NB623_RS00565	MHP7448_RS00570
OG0000389	NB623_RS00610	MHP7448_RS00615
OG0000390	NB623_RS03065	MHP7448_RS02925
OG0000391	NB623_RS03055	MHP7448_RS02915
OG0000392	NB623_RS03030	MHP7448_RS02890
OG0000393	NB623_RS02975	MHP7448_RS02830
OG0000394	NB623_RS02895	MHP7448_RS02755
OG0000395	NB623_RS02890	MHP7448_RS02750
OG0000396	NB623_RS02580	MHP7448_RS02450
OG0000397	NB623_RS02175	MHP7448_RS01940
OG0000398	NB623_RS02170	MHP7448_RS01945
OG0000399	NB623_RS02125	MHP7448_RS01990
OG0000400	NB623_RS03210	MHP7448_RS03090
OG0000401	NB623_RS03275	MHP7448_RS03155
OG0000402	NB623_RS03285	MHP7448_RS03165
OG0000403	NB623_RS03295	MHP7448_RS03175
OG0000404	NB623_RS03325	MHP7448_RS03205
OG0000405	NB623_RS03340	MHP7448_RS03220
OG0000406	NB623_RS03395	MHP7448_RS03275
OG0000407	NB623_RS03400	MHP7448_RS03280
OG0000408	NB623_RS03405	MHP7448_RS03285
OG0000409	NB623_RS03410	MHP7448_RS03290
OG0000410	NB623_RS03495	MHP7448_RS03350
OG0000411	NB623_RS03480	MHP7448_RS03340
OG0000413	NB623_RS01640	MHP7448_RS01535
OG0000414	NB623_RS01650	MHP7448_RS01545
OG0000415	NB623_RS01655	MHP7448_RS01550
OG0000416	NB623_RS01665	MHP7448_RS01560
OG0000417	NB623_RS02430	MHP7448_RS02215
OG0000418	NB623_RS02420	MHP7448_RS02210
OG0000419	NB623_RS00715	MHP7448_RS00720
OG0000420	NB623_RS00750	MHP7448_RS00755
OG0000421	NB623_RS00790	MHP7448_RS00785
OG0000422	NB623_RS00800	MHP7448_RS00795
OG0000423	NB623_RS00855	MHP7448_RS00850
OG0000424	NB623_RS00860	MHP7448_RS00855
OG0000425	NB623_RS00870	MHP7448_RS00865
OG0000426	NB623_RS00875	MHP7448_RS00870
OG0000427	NB623_RS00900	MHP7448_RS00895
OG0000428	NB623_RS00925	MHP7448_RS00920
OG0000429	NB623_RS01145	MHP7448_RS01015
OG0000430	NB623_RS01190	MHP7448_RS01060
OG0000431	NB623_RS01200	MHP7448_RS01070
OG0000432	NB623_RS01230	MHP7448_RS01100
OG0000433	NB623_RS01245	MHP7448_RS01115
OG0000434	NB623_RS01255	MHP7448_RS01120
OG0000435	NB623_RS01265	MHP7448_RS01135
OG0000436	NB623_RS01290	MHP7448_RS01165
OG0000437	NB623_RS01300	MHP7448_RS01175
OG0000438	NB623_RS01305	MHP7448_RS01180
OG0000439	NB623_RS01310	MHP7448_RS01185
OG0000440	NB623_RS03115	MHP7448_RS02980
OG0000441	NB623_RS03150	MHP7448_RS03020
OG0000442	NB623_RS00135	MHP7448_RS00145
OG0000443	NB623_RS00180	MHP7448_RS00190
OG0000444	NB623_RS00195	MHP7448_RS00200
OG0000445	NB623_RS00220	MHP7448_RS00225
OG0000446	NB623_RS00245	MHP7448_RS00255
OG0000447	NB623_RS00255	MHP7448_RS00260
OG0000448	NB623_RS00280	MHP7448_RS00290
OG0000449	NB623_RS00305	MHP7448_RS00315
OG0000450	NB623_RS00315	MHP7448_RS00325
OG0000451	NB623_RS00355	MHP7448_RS00365
OG0000452	NB623_RS00380	MHP7448_RS00390
OG0000453	NB623_RS00415	MHP7448_RS00425
OG0000455	NB623_RS03705	MHP7448_RS03545
OG0000456	NB623_RS03580	MHP7448_RS03425
OG0000457	NB623_RS03545	MHP7448_RS03400
OG0000458	NB623_RS02670	MHP7448_RS02535
OG0000459	NB623_RS02700	MHP7448_RS02560
OG0000460	NB623_RS02710	MHP7448_RS02570
OG0000461	NB623_RS02755	MHP7448_RS02615
OG0000462	NB623_RS02750	MHP7448_RS02610
OG0000464	NB623_RS02740	MHP7448_RS04135
OG0000465	NB623_RS02735	MHP7448_RS02595
OG0000466	NB623_RS00385	MHP7448_RS00395
OG0000467	NB623_RS02845	MHP7448_RS02700
OG0000468	NB623_RS02130	MHP7448_RS01985
OG0000469	NB623_RS02070	MHP7448_RS02045
OG0000470	NB623_RS00850	MHP7448_RS03850
OG0000471	NB623_RS00930	MHP7448_RS00925
OG0000472	NB623_RS03500	MHP7448_RS03360
OG0000473	NB623_RS03690	MHP7448_RS03530
OG0000474	NB623_RS03695	MHP7448_RS03535
OG0000475	NB623_RS03700	MHP7448_RS03540
OG0000476	NB623_RS01675	MHP7448_RS01570
OG0000477	NB623_RS02785	MHP7448_RS02640
OG0000478	NB623_RS03630	MHP7448_RS03475
OG0000479	NB623_RS01445	MHP7448_RS01345
OG0000480	NB623_RS02065	MHP7448_RS03895
OG0000481	NB623_RS00825	MHP7448_RS00820
OG0000482	NB623_RS01330	MHP7448_RS01215
OG0000483	NB623_RS02020	MHP7448_RS02090
OG0000484	NB623_RS00190	MHP7448_RS00195
OG0000485	NB623_RS01295	MHP7448_RS01170
OG0000486	NB623_RS02450	MHP7448_RS02235
OG0000488	NB623_RS02055	MHP7448_RS02060
OG0000490	NB623_RS03800	MHP7448_RS03645
OG0000493	NB623_RS00575	MHP7448_RS00580
OG0000494	NB623_RS00635	MHP7448_RS00650
OG0000495	NB623_RS03005	MHP7448_RS02855
OG0000496	NB623_RS02990	MHP7448_RS02845
OG0000497	NB623_RS02985	MHP7448_RS02840
OG0000498	NB623_RS02900	MHP7448_RS02760
OG0000499	NB623_RS02865	MHP7448_RS02725
OG0000500	NB623_RS02165	MHP7448_RS01950
OG0000501	NB623_RS03220	MHP7448_RS03100
OG0000502	NB623_RS01320	MHP7448_RS01205
OG0000503	NB623_RS00765	MHP7448_RS00765
OG0000504	NB623_RS00905	MHP7448_RS00900
OG0000505	NB623_RS01065	MHP7448_RS00935
OG0000506	NB623_RS01075	MHP7448_RS00945
OG0000507	NB623_RS01110	MHP7448_RS00980
OG0000509	NB623_RS00275	MHP7448_RS00285
OG0000510	NB623_RS00285	MHP7448_RS00295
OG0000511	NB623_RS00420	MHP7448_RS00430
OG0000512	NB623_RS02715	MHP7448_RS02575
OG0000514	NB623_RS03025	MHP7448_RS02885
OG0000516	NB623_RS02090	MHP7448_RS02030
OG0000517	NB623_RS00065	MHP7448_RS00065
OG0000519	NB623_RS00795	MHP7448_RS00790
OG0000520	NB623_RS00920	MHP7448_RS00915
