Orthogroup	MHP_111A_genes	MHP_MHP699_genes
OG0000079	NB623_RS02720	DR100_RS01910
OG0000080	NB623_RS02770	DR100_RS04175
OG0000081	NB623_RS00325	DR100_RS00510
OG0000083	NB623_RS02075	DR100_RS02770
OG0000084	NB623_RS02045	DR100_RS02590
OG0000085	NB623_RS02040	DR100_RS02585
OG0000086	NB623_RS02030	DR100_RS02575
OG0000087	NB623_RS02015	DR100_RS02560
OG0000088	NB623_RS02010	DR100_RS02555
OG0000089	NB623_RS02000	DR100_RS02545
OG0000090	NB623_RS00070	DR100_RS01120
OG0000091	NB623_RS00055	DR100_RS01135
OG0000092	NB623_RS00050	DR100_RS01150
OG0000093	NB623_RS00035	DR100_RS01155
OG0000094	NB623_RS00030	DR100_RS01160
OG0000095	NB623_RS00005	DR100_RS01185
OG0000096	NB623_RS03810	DR100_RS01190
OG0000097	NB623_RS03790	DR100_RS01210
OG0000098	NB623_RS03780	DR100_RS01220
OG0000099	NB623_RS03730	DR100_RS03485
OG0000100	NB623_RS03715	DR100_RS01280
OG0000101	NB623_RS03710	DR100_RS01285
OG0000102	NB623_RS01830	DR100_RS02175
OG0000103	NB623_RS02355	DR100_RS02990
OG0000104	NB623_RS02360	DR100_RS02995
OG0000105	NB623_RS02380	DR100_RS03010
OG0000106	NB623_RS02385	DR100_RS03020
OG0000107	NB623_RS02395	DR100_RS03030
OG0000108	NB623_RS02400	DR100_RS03035
OG0000109	NB623_RS02405	DR100_RS00005
OG0000110	NB623_RS02525	DR100_RS02280
OG0000111	NB623_RS02520	DR100_RS02275
OG0000112	NB623_RS02510	DR100_RS02265
OG0000113	NB623_RS02490	DR100_RS04875
OG0000114	NB623_RS02485	DR100_RS03465
OG0000115	NB623_RS02470	DR100_RS03475
OG0000116	NB623_RS01415	DR100_RS00220
OG0000117	NB623_RS01420	DR100_RS00225
OG0000118	NB623_RS01455	DR100_RS00260
OG0000119	NB623_RS01465	DR100_RS00265
OG0000120	NB623_RS01475	DR100_RS00280
OG0000121	NB623_RS01505	DR100_RS00305
OG0000122	NB623_RS01510	DR100_RS00310
OG0000123	NB623_RS01530	DR100_RS00330
OG0000124	NB623_RS01535	DR100_RS00335
OG0000125	NB623_RS01545	DR100_RS00345
OG0000126	NB623_RS01550	DR100_RS02315
OG0000127	NB623_RS01560	DR100_RS02325
OG0000128	NB623_RS01575	DR100_RS02340
OG0000129	NB623_RS01580	DR100_RS02345
OG0000130	NB623_RS01590	DR100_RS02355
OG0000131	NB623_RS01620	DR100_RS02385
OG0000132	NB623_RS01635	DR100_RS04760
OG0000133	NB623_RS00525	DR100_RS02665
OG0000134	NB623_RS00530	DR100_RS02660
OG0000135	NB623_RS00545	DR100_RS02645
OG0000136	NB623_RS00550	DR100_RS02640
OG0000137	NB623_RS00590	DR100_RS02610
OG0000138	NB623_RS00615	DR100_RS00735
OG0000139	NB623_RS00645	DR100_RS00765
OG0000140	NB623_RS00650	DR100_RS00770
OG0000141	NB623_RS03095	DR100_RS01655
OG0000142	NB623_RS03090	DR100_RS04720
OG0000143	NB623_RS03075	DR100_RS01685
OG0000144	NB623_RS03060	DR100_RS01695
OG0000145	NB623_RS03050	DR100_RS01705
OG0000146	NB623_RS03040	DR100_RS01715
OG0000147	NB623_RS03035	DR100_RS01720
OG0000148	NB623_RS03020	DR100_RS01735
OG0000149	NB623_RS03010	DR100_RS01745
OG0000150	NB623_RS02995	DR100_RS01760
OG0000151	NB623_RS02945	DR100_RS03315
OG0000152	NB623_RS02940	DR100_RS03310
OG0000153	NB623_RS02935	DR100_RS03305
OG0000154	NB623_RS02925	DR100_RS03295
OG0000155	NB623_RS02885	DR100_RS02500
OG0000156	NB623_RS02875	DR100_RS02490
OG0000157	NB623_RS02870	DR100_RS04790
OG0000158	NB623_RS02860	DR100_RS04785
OG0000159	NB623_RS02615	DR100_RS02730
OG0000160	NB623_RS02610	DR100_RS02725
OG0000161	NB623_RS02605	DR100_RS02720
OG0000162	NB623_RS02595	DR100_RS02710
OG0000163	NB623_RS02590	DR100_RS02705
OG0000164	NB623_RS01725	DR100_RS03410
OG0000165	NB623_RS02155	DR100_RS01980
OG0000166	NB623_RS02135	DR100_RS01960
OG0000167	NB623_RS02120	DR100_RS02815
OG0000168	NB623_RS02115	DR100_RS02810
OG0000169	NB623_RS03200	DR100_RS01460
OG0000170	NB623_RS03215	DR100_RS01475
OG0000171	NB623_RS03225	DR100_RS01485
OG0000172	NB623_RS03230	DR100_RS01490
OG0000173	NB623_RS03235	DR100_RS01495
OG0000174	NB623_RS03240	DR100_RS01500
OG0000175	NB623_RS03265	DR100_RS01515
OG0000176	NB623_RS03310	DR100_RS03330
OG0000177	NB623_RS03315	DR100_RS03335
OG0000178	NB623_RS03320	DR100_RS03340
OG0000179	NB623_RS03330	DR100_RS03350
OG0000180	NB623_RS03335	DR100_RS03355
OG0000181	NB623_RS03375	DR100_RS04825
OG0000182	NB623_RS03385	DR100_RS03060
OG0000183	NB623_RS03420	DR100_RS03095
OG0000184	NB623_RS03485	DR100_RS03180
OG0000185	NB623_RS03475	DR100_RS03195
OG0000186	NB623_RS01645	DR100_RS04765
OG0000187	NB623_RS01660	DR100_RS02425
OG0000188	NB623_RS01670	DR100_RS02435
OG0000189	NB623_RS02445	DR100_RS04845
OG0000190	NB623_RS02440	DR100_RS03230
OG0000191	NB623_RS02415	DR100_RS03210
OG0000192	NB623_RS01340	DR100_RS00140
OG0000193	NB623_RS01325	DR100_RS00125
OG0000194	NB623_RS00690	DR100_RS00790
OG0000195	NB623_RS00695	DR100_RS00795
OG0000196	NB623_RS00720	DR100_RS00815
OG0000197	NB623_RS00730	DR100_RS00820
OG0000198	NB623_RS00740	DR100_RS00835
OG0000199	NB623_RS00745	DR100_RS00840
OG0000200	NB623_RS00760	DR100_RS00855
OG0000201	NB623_RS00770	DR100_RS00865
OG0000202	NB623_RS00830	DR100_RS00920
OG0000203	NB623_RS00835	DR100_RS00925
OG0000204	NB623_RS00840	DR100_RS00930
OG0000205	NB623_RS00845	DR100_RS00935
OG0000206	NB623_RS00865	DR100_RS00955
OG0000207	NB623_RS00880	DR100_RS00970
OG0000208	NB623_RS00885	DR100_RS00975
OG0000209	NB623_RS00890	DR100_RS00980
OG0000210	NB623_RS00935	DR100_RS01025
OG0000211	NB623_RS01070	DR100_RS02965
OG0000212	NB623_RS01080	DR100_RS02955
OG0000213	NB623_RS01085	DR100_RS02950
OG0000214	NB623_RS01090	DR100_RS02945
OG0000215	NB623_RS01095	DR100_RS02940
OG0000216	NB623_RS01100	DR100_RS02935
OG0000217	NB623_RS01105	DR100_RS02930
OG0000218	NB623_RS01115	DR100_RS02920
OG0000219	NB623_RS01120	DR100_RS02915
OG0000220	NB623_RS01125	DR100_RS02910
OG0000221	NB623_RS01130	DR100_RS02905
OG0000222	NB623_RS01135	DR100_RS02900
OG0000223	NB623_RS01140	DR100_RS02895
OG0000224	NB623_RS01150	DR100_RS02885
OG0000224	NB623_RS01150	DR100_RS03890
OG0000225	NB623_RS01160	DR100_RS02875
OG0000226	NB623_RS01165	DR100_RS02870
OG0000227	NB623_RS01170	DR100_RS02865
OG0000228	NB623_RS01175	DR100_RS04935
OG0000229	NB623_RS01180	DR100_RS02855
OG0000230	NB623_RS01185	DR100_RS02850
OG0000231	NB623_RS01195	DR100_RS02840
OG0000232	NB623_RS01205	DR100_RS02830
OG0000233	NB623_RS01225	DR100_RS00010
OG0000234	NB623_RS01260	DR100_RS00045
OG0000235	NB623_RS01270	DR100_RS00055
OG0000236	NB623_RS01275	DR100_RS00060
OG0000237	NB623_RS01280	DR100_RS00065
OG0000238	NB623_RS01285	DR100_RS00075
OG0000239	NB623_RS03105	DR100_RS03120
OG0000240	NB623_RS03110	DR100_RS03125
OG0000241	NB623_RS03120	DR100_RS03135
OG0000242	NB623_RS03125	DR100_RS03140
OG0000243	NB623_RS03130	DR100_RS03145
OG0000244	NB623_RS03140	DR100_RS03155
OG0000245	NB623_RS03145	DR100_RS03165
OG0000246	NB623_RS00130	DR100_RS01055
OG0000247	NB623_RS00140	DR100_RS00705
OG0000248	NB623_RS00150	DR100_RS00695
OG0000249	NB623_RS00155	DR100_RS00690
OG0000250	NB623_RS00175	DR100_RS00675
OG0000251	NB623_RS00205	DR100_RS00640
OG0000252	NB623_RS00210	DR100_RS00630
OG0000253	NB623_RS00215	DR100_RS00625
OG0000254	NB623_RS00225	DR100_RS00615
OG0000255	NB623_RS00230	DR100_RS00605
OG0000256	NB623_RS00240	DR100_RS00600
OG0000257	NB623_RS00260	DR100_RS00575
OG0000258	NB623_RS00270	DR100_RS00565
OG0000259	NB623_RS00300	DR100_RS00535
OG0000260	NB623_RS00310	DR100_RS00525
OG0000261	NB623_RS00320	DR100_RS04575
OG0000262	NB623_RS00340	DR100_RS00500
OG0000263	NB623_RS00350	DR100_RS00485
OG0000264	NB623_RS00365	DR100_RS00470
OG0000265	NB623_RS00375	DR100_RS00460
OG0000266	NB623_RS00390	DR100_RS00445
OG0000267	NB623_RS00405	DR100_RS00430
OG0000268	NB623_RS00410	DR100_RS00425
OG0000269	NB623_RS00425	DR100_RS00410
OG0000270	NB623_RS03685	DR100_RS04660
OG0000271	NB623_RS03675	DR100_RS01315
OG0000272	NB623_RS03670	DR100_RS01320
OG0000273	NB623_RS03665	DR100_RS01325
OG0000274	NB623_RS03650	DR100_RS01345
OG0000275	NB623_RS03640	DR100_RS04670
OG0000276	NB623_RS03635	DR100_RS01355
OG0000277	NB623_RS03625	DR100_RS01365
OG0000278	NB623_RS03620	DR100_RS01370
OG0000279	NB623_RS03615	DR100_RS01380
OG0000280	NB623_RS03605	DR100_RS01385
OG0000281	NB623_RS03600	DR100_RS01390
OG0000282	NB623_RS03570, NB623_RS03575	DR100_RS04680
OG0000283	NB623_RS03565	DR100_RS01420
OG0000284	NB623_RS03560	DR100_RS01425
OG0000285	NB623_RS03555	DR100_RS04685
OG0000286	NB623_RS02575	DR100_RS02690
OG0000287	NB623_RS02675	DR100_RS01950
OG0000288	NB623_RS02685	DR100_RS01940
OG0000289	NB623_RS02690	DR100_RS01935
OG0000290	NB623_RS02810	DR100_RS01825
OG0000291	NB623_RS02800	DR100_RS01835
OG0000292	NB623_RS02795	DR100_RS01840
OG0000293	NB623_RS02790	DR100_RS01845
OG0000294	NB623_RS02780	DR100_RS01855
OG0000295	NB623_RS02775	DR100_RS01860
OG0000296	NB623_RS02730	DR100_RS01900
OG0000297	NB623_RS02725	DR100_RS01905
OG0000298	NB623_RS00165	DR100_RS00680
OG0000299	NB623_RS00185	DR100_RS00655
OG0000300	NB623_RS00360	DR100_RS00475
OG0000301	NB623_RS00395	DR100_RS00440
OG0000302	NB623_RS00400	DR100_RS00435
OG0000303	NB623_RS00555	DR100_RS02635
OG0000304	NB623_RS01210	DR100_RS03515
OG0000305	NB623_RS03045	DR100_RS01710
OG0000306	NB623_RS02970	DR100_RS01785
OG0000307	NB623_RS02930	DR100_RS03300
OG0000308	NB623_RS02835	DR100_RS01805
OG0000309	NB623_RS02765	DR100_RS01870
OG0000310	NB623_RS02680	DR100_RS01945
OG0000311	NB623_RS02635	DR100_RS02750
OG0000312	NB623_RS02620	DR100_RS02735
OG0000313	NB623_RS01715	DR100_RS03420
OG0000314	NB623_RS02140	DR100_RS01965
OG0000315	NB623_RS02110	DR100_RS02805
OG0000316	NB623_RS02100	DR100_RS02795
OG0000317	NB623_RS02005	DR100_RS02550
OG0000318	NB623_RS02095	DR100_RS04815
OG0000319	NB623_RS02370	DR100_RS03005
OG0000320	NB623_RS02500	DR100_RS02255
OG0000321	NB623_RS01450	DR100_RS00255
OG0000322	NB623_RS01500	DR100_RS00300
OG0000323	NB623_RS01630	DR100_RS02395
OG0000324	NB623_RS02410	DR100_RS03205
OG0000325	NB623_RS00705	DR100_RS00800
OG0000326	NB623_RS00805	DR100_RS00895
OG0000327	NB623_RS00810	DR100_RS00900
OG0000328	NB623_RS00895	DR100_RS00985
OG0000329	NB623_RS00915	DR100_RS01005
OG0000330	NB623_RS01235	DR100_RS00020
OG0000331	NB623_RS03135	DR100_RS03150
OG0000332	NB623_RS03270	DR100_RS01525
OG0000333	NB623_RS03280	DR100_RS01535
OG0000334	NB623_RS03380	DR100_RS03055
OG0000335	NB623_RS03390	DR100_RS03065
OG0000336	NB623_RS03590	DR100_RS04675
OG0000337	NB623_RS03765	DR100_RS01235
OG0000338	NB623_RS03805	DR100_RS01195
OG0000339	NB623_RS02475	DR100_RS03470
OG0000340	NB623_RS01430	DR100_RS00235
OG0000341	NB623_RS02435	DR100_RS03225
OG0000342	NB623_RS00735	DR100_RS00830
OG0000343	NB623_RS03290	DR100_RS01545
OG0000344	NB623_RS00570	DR100_RS02620
OG0000345	NB623_RS01155	DR100_RS02880
OG0000346	NB623_RS03595	DR100_RS01395
OG0000347	NB623_RS01525	DR100_RS00325
OG0000348	NB623_RS00815	DR100_RS00905
OG0000349	NB623_RS03655	DR100_RS04665
OG0000350	NB623_RS02920	DR100_RS03290
OG0000351	NB623_RS00480	DR100_RS00350
OG0000352	NB623_RS02160	DR100_RS01985
OG0000353	NB623_RS01490	DR100_RS00295
OG0000354	NB623_RS00630	DR100_RS00750
OG0000355	NB623_RS02185	DR100_RS04730
OG0000356	NB623_RS02105	DR100_RS04820
OG0000357	NB623_RS03245	DR100_RS04705
OG0000358	NB623_RS03250	DR100_RS01510
OG0000359	NB623_RS00780	DR100_RS04590
OG0000360	NB623_RS00265	DR100_RS00570
OG0000361	NB623_RS00295	DR100_RS00540
OG0000362	NB623_RS02705	DR100_RS01925
OG0000363	NB623_RS01565	DR100_RS02330
OG0000364	NB623_RS02210	DR100_RS02040
OG0000365	NB623_RS02060	DR100_RS04795
OG0000366	NB623_RS02035	DR100_RS02580
OG0000367	NB623_RS02025	DR100_RS02570
OG0000368	NB623_RS00060	DR100_RS01130
OG0000369	NB623_RS00025	DR100_RS04640
OG0000370	NB623_RS00020	DR100_RS01170
OG0000371	NB623_RS00015	DR100_RS01175
OG0000372	NB623_RS00010	DR100_RS01180
OG0000373	NB623_RS03795	DR100_RS01205
OG0000374	NB623_RS03785	DR100_RS01215
OG0000375	NB623_RS02365	DR100_RS03000
OG0000376	NB623_RS02515	DR100_RS02270
OG0000377	NB623_RS02505	DR100_RS02260
OG0000378	NB623_RS01410	DR100_RS00215
OG0000379	NB623_RS01485	DR100_RS00290
OG0000380	NB623_RS01515	DR100_RS00315
OG0000381	NB623_RS01555	DR100_RS02320
OG0000382	NB623_RS01585	DR100_RS02350
OG0000383	NB623_RS01625	DR100_RS02390
OG0000384	NB623_RS00510	DR100_RS02680
OG0000385	NB623_RS00520	DR100_RS02675
OG0000386	NB623_RS00535	DR100_RS02655
OG0000387	NB623_RS00560	DR100_RS02630
OG0000388	NB623_RS00565	DR100_RS04800
OG0000389	NB623_RS00610	DR100_RS00730
OG0000390	NB623_RS03065	DR100_RS01690
OG0000391	NB623_RS03055	DR100_RS01700
OG0000392	NB623_RS03030	DR100_RS01725
OG0000393	NB623_RS02975	DR100_RS04725
OG0000394	NB623_RS02895	DR100_RS02510
OG0000395	NB623_RS02890	DR100_RS02505
OG0000396	NB623_RS02580	DR100_RS02695
OG0000397	NB623_RS02175	DR100_RS02000
OG0000398	NB623_RS02170	DR100_RS01995
OG0000399	NB623_RS02125	DR100_RS02820
OG0000400	NB623_RS03210	DR100_RS01470
OG0000401	NB623_RS03275	DR100_RS01530
OG0000402	NB623_RS03285	DR100_RS01540
OG0000403	NB623_RS03295	DR100_RS01550
OG0000404	NB623_RS03325	DR100_RS03345
OG0000405	NB623_RS03340	DR100_RS03365
OG0000406	NB623_RS03395	DR100_RS03070
OG0000407	NB623_RS03400	DR100_RS04830
OG0000408	NB623_RS03405	DR100_RS03080
OG0000409	NB623_RS03410	DR100_RS03085
OG0000410	NB623_RS03495	DR100_RS03175
OG0000411	NB623_RS03480	DR100_RS03185
OG0000413	NB623_RS01640	DR100_RS02405
OG0000414	NB623_RS01650	DR100_RS02415
OG0000415	NB623_RS01655	DR100_RS02420
OG0000416	NB623_RS01665	DR100_RS02430
OG0000417	NB623_RS02430	DR100_RS03220
OG0000418	NB623_RS02420	DR100_RS03215
OG0000419	NB623_RS00715	DR100_RS00810
OG0000420	NB623_RS00750	DR100_RS00845
OG0000421	NB623_RS00790	DR100_RS00880
OG0000422	NB623_RS00800	DR100_RS00890
OG0000423	NB623_RS00855	DR100_RS00945
OG0000424	NB623_RS00860	DR100_RS00950
OG0000425	NB623_RS00870	DR100_RS00960
OG0000426	NB623_RS00875	DR100_RS04595
OG0000427	NB623_RS00900	DR100_RS04600
OG0000428	NB623_RS00925	DR100_RS01015
OG0000429	NB623_RS01145	DR100_RS02890
OG0000430	NB623_RS01190	DR100_RS02845
OG0000431	NB623_RS01200	DR100_RS02835
OG0000432	NB623_RS01230	DR100_RS00015
OG0000433	NB623_RS01245	DR100_RS00030
OG0000434	NB623_RS01255	DR100_RS00035
OG0000435	NB623_RS01265	DR100_RS00050
OG0000436	NB623_RS01290	DR100_RS00080
OG0000437	NB623_RS01300	DR100_RS00090
OG0000438	NB623_RS01305	DR100_RS00095
OG0000439	NB623_RS01310	DR100_RS04550
OG0000440	NB623_RS03115	DR100_RS03130
OG0000441	NB623_RS03150	DR100_RS03170
OG0000442	NB623_RS00135	DR100_RS01050
OG0000443	NB623_RS00180	DR100_RS00660
OG0000444	NB623_RS00195	DR100_RS00645
OG0000445	NB623_RS00220	DR100_RS00620
OG0000446	NB623_RS00245	DR100_RS00590
OG0000447	NB623_RS00255	DR100_RS00585
OG0000448	NB623_RS00280	DR100_RS00555
OG0000449	NB623_RS00305	DR100_RS00530
OG0000450	NB623_RS00315	DR100_RS00520
OG0000451	NB623_RS00355	DR100_RS00480
OG0000452	NB623_RS00380	DR100_RS00455
OG0000453	NB623_RS00415	DR100_RS00420
OG0000455	NB623_RS03705	DR100_RS01290
OG0000456	NB623_RS03580	DR100_RS01410
OG0000457	NB623_RS03545	DR100_RS01435
OG0000458	NB623_RS02670	DR100_RS01955
OG0000459	NB623_RS02700	DR100_RS01930
OG0000460	NB623_RS02710	DR100_RS01920
OG0000461	NB623_RS02755	DR100_RS01875
OG0000462	NB623_RS02750	DR100_RS01880
OG0000463	NB623_RS02745	DR100_RS01885
OG0000464	NB623_RS02740	DR100_RS01890
OG0000465	NB623_RS02735	DR100_RS01895
OG0000466	NB623_RS00385	DR100_RS00450
OG0000467	NB623_RS02845	DR100_RS04775
OG0000468	NB623_RS02130	DR100_RS02825
OG0000469	NB623_RS02070	DR100_RS02765
OG0000470	NB623_RS00850	DR100_RS03815
OG0000471	NB623_RS00930	DR100_RS01020
OG0000472	NB623_RS03500	DR100_RS03260
OG0000473	NB623_RS03690	DR100_RS01305
OG0000474	NB623_RS03695	DR100_RS01300
OG0000475	NB623_RS03700	DR100_RS01295
OG0000476	NB623_RS01675	DR100_RS02440
OG0000477	NB623_RS02785	DR100_RS01850
OG0000478	NB623_RS03630	DR100_RS01360
OG0000479	NB623_RS01445	DR100_RS00250
OG0000480	NB623_RS02065	DR100_RS03855
OG0000481	NB623_RS00825	DR100_RS00915
OG0000482	NB623_RS01330	DR100_RS00130
OG0000483	NB623_RS02020	DR100_RS02565
OG0000484	NB623_RS00190	DR100_RS04580
OG0000485	NB623_RS01295	DR100_RS00085
OG0000486	NB623_RS02450	DR100_RS03240
OG0000488	NB623_RS02055	DR100_RS02600
OG0000490	NB623_RS03800	DR100_RS01200
OG0000493	NB623_RS00575	DR100_RS02615
OG0000494	NB623_RS00635	DR100_RS00755
OG0000495	NB623_RS03005	DR100_RS01755
OG0000496	NB623_RS02990	DR100_RS01765
OG0000497	NB623_RS02985	DR100_RS01770
OG0000498	NB623_RS02900	DR100_RS03270
OG0000499	NB623_RS02865	DR100_RS02480
OG0000500	NB623_RS02165	DR100_RS01990
OG0000501	NB623_RS03220	DR100_RS01480
OG0000502	NB623_RS01320	DR100_RS00120
OG0000503	NB623_RS00765	DR100_RS00860
OG0000504	NB623_RS00905	DR100_RS00995
OG0000505	NB623_RS01065	DR100_RS02970
OG0000506	NB623_RS01075	DR100_RS02960
OG0000507	NB623_RS01110	DR100_RS02925
OG0000509	NB623_RS00275	DR100_RS00560
OG0000510	NB623_RS00285	DR100_RS00550
OG0000511	NB623_RS00420	DR100_RS00415
OG0000512	NB623_RS02715	DR100_RS01915
OG0000514	NB623_RS03025	DR100_RS01730
OG0000516	NB623_RS02090	DR100_RS04805
OG0000517	NB623_RS00065	DR100_RS01125
OG0000519	NB623_RS00795	DR100_RS00885
OG0000520	NB623_RS00920	DR100_RS01010
OG0000522	NB623_RS00290	DR100_RS00545
OG0000523	NB623_RS03540	DR100_RS01440
OG0000524	NB623_RS02840	DR100_RS02455
OG0000525	NB623_RS03505	DR100_RS04860
OG0000526	NB623_RS02260	DR100_RS04195
OG0000527	NB623_RS02315	DR100_RS04455
OG0000528	NB623_RS02080	DR100_RS02775
OG0000531	NB623_RS01520	DR100_RS00320
OG0000532	NB623_RS01745	DR100_RS03540
OG0000533	NB623_RS00595	DR100_RS00715
OG0000534	NB623_RS00370	DR100_RS00465
OG0000540	NB623_RS02805	DR100_RS01830
OG0000541	NB623_RS02880	DR100_RS02495
OG0000543	NB623_RS01930	DR100_RS01640
OG0000544	NB623_RS01375	DR100_RS04560
OG0000545	NB623_RS02270	DR100_RS02100
OG0000546	NB623_RS02950	DR100_RS04445
OG0000552	NB623_RS03300	DR100_RS01555
OG0000553	NB623_RS02855	DR100_RS04780
OG0000554	NB623_RS02535	DR100_RS02285
OG0000555	NB623_RS03080	DR100_RS04155
OG0000556	NB623_RS01970	DR100_RS04710
OG0000557	NB623_RS01385	DR100_RS00185
OG0000558	NB623_RS01355	DR100_RS00155
OG0000559	NB623_RS01825	DR100_RS02180
OG0000560	NB623_RS02290	DR100_RS02115
OG0000561	NB623_RS01240	DR100_RS00025
OG0000562	NB623_RS02280	DR100_RS02110
OG0000563	NB623_RS02295	DR100_RS02125
OG0000564	NB623_RS01405	DR100_RS03935
OG0000565	NB623_RS02220	DR100_RS02050
OG0000566	NB623_RS02240	DR100_RS02065
OG0000567	NB623_RS02265	DR100_RS02095
OG0000568	NB623_RS00685	DR100_RS00785
OG0000569	NB623_RS01360	DR100_RS00160
OG0000570	NB623_RS01365	DR100_RS04555
OG0000571	NB623_RS01370	DR100_RS00170
OG0000572	NB623_RS01390	DR100_RS00190
OG0000573	NB623_RS01820	DR100_RS02185
