Orthogroup	MFC_MF11_genes	MFC_Ms42_genes
OG0000112	DR093_RS01925	MYF_RS01610
OG0000113	DR093_RS03930	MYF_RS01625
OG0000114	DR093_RS01950	MYF_RS01635
OG0000115	DR093_RS01960	MYF_RS01645
OG0000116	DR093_RS01970	MYF_RS01655
OG0000117	DR093_RS01975	MYF_RS01660
OG0000118	DR093_RS02005	MYF_RS01690
OG0000119	DR093_RS02010	MYF_RS01695
OG0000120	DR093_RS02025	MYF_RS01710
OG0000121	DR093_RS02050	MYF_RS01735
OG0000122	DR093_RS02055	MYF_RS01740
OG0000123	DR093_RS02075	MYF_RS01760
OG0000124	DR093_RS02080	MYF_RS01765
OG0000125	DR093_RS02085	MYF_RS01770
OG0000126	DR093_RS02095	MYF_RS01780
OG0000127	DR093_RS02105	MYF_RS01790
OG0000128	DR093_RS02120	MYF_RS01805
OG0000129	DR093_RS02125	MYF_RS01810
OG0000130	DR093_RS02135	MYF_RS01820
OG0000131	DR093_RS02165	MYF_RS01850
OG0000132	DR093_RS03945	MYF_RS01865
OG0000133	DR093_RS00535	MYF_RS00485
OG0000134	DR093_RS03795	MYF_RS00490
OG0000135	DR093_RS00555	MYF_RS00505
OG0000136	DR093_RS00560	MYF_RS00510
OG0000137	DR093_RS00590	MYF_RS00540
OG0000138	DR093_RS00615	MYF_RS00565
OG0000139	DR093_RS00645	MYF_RS00595
OG0000140	DR093_RS00650	MYF_RS00600
OG0000141	DR093_RS00675	MYF_RS00635
OG0000142	DR093_RS03810	MYF_RS00640
OG0000143	DR093_RS00705	MYF_RS00665
OG0000144	DR093_RS00715	MYF_RS00675
OG0000145	DR093_RS00725	MYF_RS00685
OG0000146	DR093_RS00735	MYF_RS00695
OG0000147	DR093_RS00740	MYF_RS00700
OG0000148	DR093_RS00755	MYF_RS00715
OG0000149	DR093_RS00765	MYF_RS00725
OG0000150	DR093_RS00780	MYF_RS00740
OG0000151	DR093_RS00845	MYF_RS00795
OG0000152	DR093_RS00850	MYF_RS00800
OG0000153	DR093_RS00855	MYF_RS00805
OG0000154	DR093_RS00865	MYF_RS00815
OG0000155	DR093_RS00885	MYF_RS00835
OG0000156	DR093_RS00905	MYF_RS00855
OG0000157	DR093_RS03815	MYF_RS00860
OG0000158	DR093_RS03820	MYF_RS00870
OG0000159	DR093_RS01150	MYF_RS01165
OG0000160	DR093_RS01155	MYF_RS01170
OG0000161	DR093_RS01165	MYF_RS01175
OG0000162	DR093_RS02715	MYF_RS01185
OG0000163	DR093_RS02710	MYF_RS01190
OG0000164	DR093_RS04010	MYF_RS01220
OG0000165	DR093_RS02995	MYF_RS01265
OG0000166	DR093_RS02980	MYF_RS01285
OG0000167	DR093_RS02890	MYF_RS01300
OG0000168	DR093_RS02895	MYF_RS01305
OG0000169	DR093_RS02185	MYF_RS02560
OG0000170	DR093_RS02200	MYF_RS02585
OG0000171	DR093_RS02210	MYF_RS02595
OG0000172	DR093_RS02215	MYF_RS02600
OG0000173	DR093_RS02220	MYF_RS02605
OG0000174	DR093_RS02225	MYF_RS02610
OG0000175	DR093_RS02240	MYF_RS02625
OG0000176	DR093_RS02280	MYF_RS02670
OG0000177	DR093_RS02285	MYF_RS02675
OG0000178	DR093_RS02290	MYF_RS02680
OG0000179	DR093_RS02300	MYF_RS02690
OG0000180	DR093_RS02305	MYF_RS02695
OG0000181	DR093_RS03965	MYF_RS02710
OG0000182	DR093_RS02330	MYF_RS02720
OG0000183	DR093_RS02365	MYF_RS02755
OG0000184	DR093_RS02865	MYF_RS02785
OG0000185	DR093_RS02880	MYF_RS02800
OG0000186	DR093_RS02615	MYF_RS01895
OG0000187	DR093_RS02600	MYF_RS01910
OG0000188	DR093_RS02590	MYF_RS01920
OG0000189	DR093_RS04000	MYF_RS01930
OG0000190	DR093_RS02575	MYF_RS01935
OG0000191	DR093_RS02555	MYF_RS01955
OG0000192	DR093_RS02545	MYF_RS01965
OG0000193	DR093_RS02530	MYF_RS01980
OG0000194	DR093_RS02520	MYF_RS01990
OG0000195	DR093_RS02515	MYF_RS01995
OG0000196	DR093_RS03995	MYF_RS02015
OG0000197	DR093_RS02490	MYF_RS02020
OG0000198	DR093_RS02475	MYF_RS02035
OG0000199	DR093_RS02470	MYF_RS02040
OG0000200	DR093_RS02455	MYF_RS02050
OG0000201	DR093_RS02445	MYF_RS02060
OG0000202	DR093_RS02390	MYF_RS02115
OG0000203	DR093_RS02385	MYF_RS02120
OG0000204	DR093_RS03900	MYF_RS02125
OG0000205	DR093_RS01450	MYF_RS02130
OG0000206	DR093_RS01470	MYF_RS02150
OG0000207	DR093_RS01485	MYF_RS02165
OG0000208	DR093_RS01490	MYF_RS02170
OG0000209	DR093_RS01495	MYF_RS02175
OG0000210	DR093_RS01540	MYF_RS02220
OG0000211	DR093_RS01550	MYF_RS02230
OG0000212	DR093_RS01560	MYF_RS02240
OG0000213	DR093_RS01565	MYF_RS02245
OG0000214	DR093_RS01570	MYF_RS02250
OG0000215	DR093_RS01575	MYF_RS02255
OG0000216	DR093_RS01580	MYF_RS02260
OG0000217	DR093_RS01585	MYF_RS02265
OG0000218	DR093_RS03920	MYF_RS02275
OG0000219	DR093_RS01600	MYF_RS02280
OG0000220	DR093_RS01605	MYF_RS02285
OG0000221	DR093_RS01610	MYF_RS02290
OG0000222	DR093_RS01615	MYF_RS03240
OG0000223	DR093_RS01620	MYF_RS02295
OG0000224	DR093_RS01630	MYF_RS02305
OG0000225	DR093_RS01640	MYF_RS02315
OG0000226	DR093_RS01645	MYF_RS02320
OG0000227	DR093_RS01650	MYF_RS02325
OG0000228	DR093_RS04160	MYF_RS03530
OG0000229	DR093_RS01660	MYF_RS02335
OG0000230	DR093_RS01665	MYF_RS02340
OG0000231	DR093_RS01675	MYF_RS02350
OG0000232	DR093_RS01685	MYF_RS02360
OG0000233	DR093_RS01695	MYF_RS02370
OG0000234	DR093_RS01725	MYF_RS02400
OG0000235	DR093_RS01735	MYF_RS02410
OG0000236	DR093_RS01740	MYF_RS02415
OG0000237	DR093_RS01755	MYF_RS02430
OG0000238	DR093_RS01760	MYF_RS02435
OG0000239	DR093_RS01790	MYF_RS02465
OG0000240	DR093_RS01795	MYF_RS02470
OG0000241	DR093_RS01805	MYF_RS02480
OG0000242	DR093_RS01810	MYF_RS02485
OG0000243	DR093_RS01815	MYF_RS02490
OG0000244	DR093_RS01825	MYF_RS02500
OG0000245	DR093_RS01835	MYF_RS02510
OG0000246	DR093_RS00145	MYF_RS00085
OG0000247	DR093_RS00155	MYF_RS00095
OG0000248	DR093_RS00180	MYF_RS00120
OG0000249	DR093_RS00185	MYF_RS00125
OG0000250	DR093_RS00200	MYF_RS00140
OG0000251	DR093_RS00230	MYF_RS00170
OG0000252	DR093_RS00240	MYF_RS00180
OG0000253	DR093_RS00245	MYF_RS00185
OG0000254	DR093_RS00255	MYF_RS00195
OG0000255	DR093_RS00260	MYF_RS00205
OG0000256	DR093_RS00265	MYF_RS00210
OG0000257	DR093_RS00290	MYF_RS00235
OG0000258	DR093_RS00300	MYF_RS00245
OG0000259	DR093_RS00330	MYF_RS00275
OG0000260	DR093_RS00340	MYF_RS00285
OG0000261	DR093_RS03790	MYF_RS00295
OG0000262	DR093_RS00365	MYF_RS00310
OG0000263	DR093_RS00380	MYF_RS00325
OG0000264	DR093_RS00395	MYF_RS00340
OG0000265	DR093_RS00405	MYF_RS00350
OG0000266	DR093_RS00420	MYF_RS00365
OG0000267	DR093_RS00435	MYF_RS00380
OG0000268	DR093_RS00440	MYF_RS00385
OG0000269	DR093_RS00455	MYF_RS00400
OG0000270	DR093_RS03855	MYF_RS02955
OG0000271	DR093_RS01280	MYF_RS02950
OG0000272	DR093_RS01285	MYF_RS02945
OG0000273	DR093_RS01290	MYF_RS02940
OG0000274	DR093_RS01310	MYF_RS02920
OG0000275	DR093_RS03860	MYF_RS02915
OG0000276	DR093_RS01320	MYF_RS02910
OG0000277	DR093_RS03865	MYF_RS02900
OG0000278	DR093_RS01335	MYF_RS02895
OG0000279	DR093_RS01345	MYF_RS02885
OG0000280	DR093_RS01350	MYF_RS02880
OG0000281	DR093_RS01355	MYF_RS03275
OG0000282	DR093_RS01380	MYF_RS02855
OG0000283	DR093_RS01385	MYF_RS02850
OG0000284	DR093_RS01390	MYF_RS02845
OG0000285	DR093_RS03880	MYF_RS02840
OG0000286	DR093_RS01105	MYF_RS01115
OG0000287	DR093_RS01080	MYF_RS01090
OG0000288	DR093_RS01070	MYF_RS01080
OG0000289	DR093_RS01065	MYF_RS01075
OG0000290	DR093_RS03410	MYF_RS00905
OG0000291	DR093_RS00965	MYF_RS00915
OG0000292	DR093_RS00970	MYF_RS00920
OG0000293	DR093_RS00975	MYF_RS00925
OG0000294	DR093_RS00985	MYF_RS00935
OG0000295	DR093_RS00990	MYF_RS00940
OG0000296	DR093_RS01030	MYF_RS01040
OG0000297	DR093_RS01035	MYF_RS01045
OG0000298	DR093_RS00195	MYF_RS00135
OG0000299	DR093_RS00215	MYF_RS00155
OG0000300	DR093_RS00390	MYF_RS00335
OG0000301	DR093_RS00425	MYF_RS00370
OG0000302	DR093_RS00430	MYF_RS00375
OG0000303	DR093_RS00565	MYF_RS00515
OG0000304	DR093_RS00600	MYF_RS00545
OG0000305	DR093_RS00730	MYF_RS00690
OG0000306	DR093_RS00815	MYF_RS00770
OG0000307	DR093_RS00860	MYF_RS00810
OG0000308	DR093_RS00945	MYF_RS00895
OG0000309	DR093_RS01000	MYF_RS01005
OG0000310	DR093_RS01075	MYF_RS01085
OG0000311	DR093_RS01125	MYF_RS01140
OG0000312	DR093_RS01145	MYF_RS01160
OG0000313	DR093_RS02690	MYF_RS01210
OG0000314	DR093_RS02975	MYF_RS01280
OG0000315	DR093_RS02900	MYF_RS01310
OG0000316	DR093_RS02910	MYF_RS01320
OG0000317	DR093_RS02750	MYF_RS01360
OG0000318	DR093_RS04040	MYF_RS01450
OG0000319	DR093_RS01870	MYF_RS01555
OG0000320	DR093_RS01935	MYF_RS01620
OG0000321	DR093_RS02000	MYF_RS01685
OG0000322	DR093_RS02045	MYF_RS01730
OG0000323	DR093_RS02175	MYF_RS01860
OG0000324	DR093_RS02550	MYF_RS01960
OG0000325	DR093_RS02510	MYF_RS02000
OG0000326	DR093_RS02415	MYF_RS02090
OG0000327	DR093_RS02410	MYF_RS02095
OG0000328	DR093_RS01500	MYF_RS02180
OG0000329	DR093_RS01520	MYF_RS02200
OG0000330	DR093_RS01705	MYF_RS02380
OG0000331	DR093_RS01820	MYF_RS02495
OG0000332	DR093_RS02250	MYF_RS02635
OG0000333	DR093_RS02260	MYF_RS02645
OG0000334	DR093_RS02325	MYF_RS02715
OG0000335	DR093_RS03970	MYF_RS02725
OG0000336	DR093_RS03875	MYF_RS02870
OG0000337	DR093_RS00015	MYF_RS03105
OG0000338	DR093_RS00055	MYF_RS03145
OG0000339	DR093_RS01955	MYF_RS01640
OG0000340	DR093_RS01980	MYF_RS01665
OG0000341	DR093_RS02570	MYF_RS01940
OG0000342	DR093_RS02480	MYF_RS02030
OG0000343	DR093_RS02270	MYF_RS02655
OG0000344	DR093_RS00580	MYF_RS00530
OG0000345	DR093_RS01635	MYF_RS02310
OG0000346	DR093_RS03870	MYF_RS02875
OG0000347	DR093_RS02070	MYF_RS01755
OG0000348	DR093_RS03985	MYF_RS02100
OG0000349	DR093_RS01300	MYF_RS02930
OG0000350	DR093_RS00820	MYF_RS03360
OG0000351	DR093_RS00515	MYF_RS00465
OG0000352	DR093_RS02990	MYF_RS01260
OG0000353	DR093_RS02040	MYF_RS01725
OG0000354	DR093_RS00630	MYF_RS00580
OG0000355	DR093_RS04005	MYF_RS01235
OG0000356	DR093_RS04035	MYF_RS01315
OG0000357	DR093_RS03955	MYF_RS02615
OG0000358	DR093_RS02235	MYF_RS02620
OG0000359	DR093_RS03990	MYF_RS02070
OG0000360	DR093_RS00295	MYF_RS00240
OG0000361	DR093_RS00325	MYF_RS00270
OG0000362	DR093_RS01055	MYF_RS01065
OG0000363	DR093_RS02110	MYF_RS01795
OG0000365	DR093_RS04055	MYF_RS01420
OG0000366	DR093_RS02780	MYF_RS01390
OG0000367	DR093_RS02770	MYF_RS01380
OG0000368	DR093_RS00120	MYF_RS00060
OG0000370	DR093_RS04150	MYF_RS00020
OG0000371	DR093_RS00075	MYF_RS00015
OG0000372	DR093_RS00070	MYF_RS00010
OG0000373	DR093_RS00045	MYF_RS03135
OG0000374	DR093_RS00035	MYF_RS03125
OG0000375	DR093_RS01865	MYF_RS01550
OG0000376	DR093_RS01920	MYF_RS01605
OG0000377	DR093_RS01930	MYF_RS01615
OG0000378	DR093_RS01965	MYF_RS01650
OG0000379	DR093_RS02035	MYF_RS01720
OG0000380	DR093_RS02060	MYF_RS01745
OG0000381	DR093_RS02100	MYF_RS01785
OG0000382	DR093_RS02130	MYF_RS01815
OG0000383	DR093_RS02170	MYF_RS01855
OG0000384	DR093_RS00520	MYF_RS00470
OG0000385	DR093_RS00525	MYF_RS00475
OG0000386	DR093_RS00545	MYF_RS00495
OG0000387	DR093_RS00570	MYF_RS00520
OG0000388	DR093_RS03800	MYF_RS00525
OG0000389	DR093_RS00610	MYF_RS00560
OG0000390	DR093_RS00710	MYF_RS00670
OG0000391	DR093_RS00720	MYF_RS00680
OG0000392	DR093_RS00745	MYF_RS00705
OG0000393	DR093_RS00800	MYF_RS00760
OG0000394	DR093_RS00875	MYF_RS00825
OG0000395	DR093_RS00880	MYF_RS00830
OG0000396	DR093_RS02700	MYF_RS01200
OG0000397	DR093_RS02655	MYF_RS01245
OG0000398	DR093_RS02650	MYF_RS01250
OG0000399	DR093_RS02885	MYF_RS01295
OG0000400	DR093_RS02195	MYF_RS02580
OG0000401	DR093_RS02255	MYF_RS02640
OG0000402	DR093_RS02265	MYF_RS02650
OG0000403	DR093_RS02275	MYF_RS02660
OG0000404	DR093_RS03960	MYF_RS02685
OG0000405	DR093_RS02310	MYF_RS02700
OG0000406	DR093_RS02340	MYF_RS02730
OG0000407	DR093_RS03975	MYF_RS02735
OG0000408	DR093_RS02350	MYF_RS02740
OG0000409	DR093_RS02355	MYF_RS02745
OG0000410	DR093_RS02860	MYF_RS02780
OG0000411	DR093_RS02870	MYF_RS02790
OG0000412	DR093_RS02875	MYF_RS02795
OG0000413	DR093_RS04170	MYF_RS01890
OG0000414	DR093_RS02610	MYF_RS01900
OG0000415	DR093_RS02605	MYF_RS01905
OG0000416	DR093_RS02595	MYF_RS01915
OG0000417	DR093_RS02565	MYF_RS01945
OG0000418	DR093_RS02560	MYF_RS01950
OG0000419	DR093_RS02500	MYF_RS02010
OG0000420	DR093_RS02465	MYF_RS02045
OG0000421	DR093_RS02430	MYF_RS02075
OG0000422	DR093_RS02420	MYF_RS02085
OG0000423	DR093_RS01460	MYF_RS02140
OG0000424	DR093_RS01465	MYF_RS02145
OG0000425	DR093_RS01475	MYF_RS02155
OG0000426	DR093_RS03905	MYF_RS02160
OG0000427	DR093_RS03910	MYF_RS02185
OG0000428	DR093_RS01530	MYF_RS02210
OG0000429	DR093_RS01625	MYF_RS02300
OG0000430	DR093_RS01670	MYF_RS02345
OG0000431	DR093_RS01680	MYF_RS02355
OG0000432	DR093_RS01700	MYF_RS02375
OG0000433	DR093_RS01710	MYF_RS02385
OG0000434	DR093_RS01715	MYF_RS02390
OG0000435	DR093_RS01730	MYF_RS02405
OG0000436	DR093_RS01765	MYF_RS02440
OG0000437	DR093_RS01775	MYF_RS02450
OG0000438	DR093_RS03925	MYF_RS02455
OG0000439	DR093_RS01785	MYF_RS02460
OG0000440	DR093_RS01800	MYF_RS02475
OG0000441	DR093_RS01840	MYF_RS02515
OG0000442	DR093_RS00150	MYF_RS00090
OG0000443	DR093_RS00210	MYF_RS00150
OG0000444	DR093_RS00225	MYF_RS00165
OG0000445	DR093_RS00250	MYF_RS00190
OG0000446	DR093_RS00275	MYF_RS00220
OG0000447	DR093_RS00280	MYF_RS00225
OG0000448	DR093_RS00310	MYF_RS00255
OG0000449	DR093_RS00335	MYF_RS00280
OG0000450	DR093_RS00345	MYF_RS00290
OG0000451	DR093_RS00385	MYF_RS00330
OG0000452	DR093_RS00410	MYF_RS00355
OG0000453	DR093_RS00445	MYF_RS00390
OG0000455	DR093_RS03850	MYF_RS02975
OG0000456	DR093_RS01375	MYF_RS02860
OG0000457	DR093_RS01400	MYF_RS02835
OG0000458	DR093_RS01085	MYF_RS01095
OG0000459	DR093_RS01060	MYF_RS01070
OG0000460	DR093_RS01050	MYF_RS01060
OG0000461	DR093_RS01005	MYF_RS01010
OG0000462	DR093_RS01010	MYF_RS01015
OG0000463	DR093_RS01015	MYF_RS01020
OG0000464	DR093_RS01020	MYF_RS01030
OG0000465	DR093_RS01025	MYF_RS01035
OG0000466	DR093_RS00415	MYF_RS00360
OG0000467	DR093_RS03825	MYF_RS03505
OG0000468	DR093_RS02985	MYF_RS01290
OG0000469	DR093_RS02960	MYF_RS01425
OG0000470	DR093_RS01455	MYF_RS02135
OG0000471	DR093_RS01535	MYF_RS02215
OG0000472	DR093_RS01435	MYF_RS03535
OG0000473	DR093_RS01270	MYF_RS02960
OG0000474	DR093_RS01265	MYF_RS02965
OG0000475	DR093_RS01260	MYF_RS02970
OG0000476	DR093_RS01220	MYF_RS03040
OG0000477	DR093_RS00980	MYF_RS00930
OG0000478	DR093_RS01325	MYF_RS02905
OG0000479	DR093_RS01995	MYF_RS01680
OG0000480	DR093_RS03255	MYF_RS03350
OG0000481	DR093_RS02395	MYF_RS02110
OG0000482	DR093_RS02535	MYF_RS01975
OG0000483	DR093_RS02765	MYF_RS01375
OG0000484	DR093_RS03785	MYF_RS00160
OG0000485	DR093_RS01770	MYF_RS02445
OG0000486	DR093_RS02585	MYF_RS01925
OG0000487	DR093_RS04045	MYF_RS01445
OG0000488	DR093_RS02795	MYF_RS01405
OG0000489	DR093_RS00110	MYF_RS00050
OG0000490	DR093_RS00050	MYF_RS03140
OG0000491	DR093_RS02015	MYF_RS01700
OG0000492	DR093_RS02090	MYF_RS01775
OG0000493	DR093_RS00585	MYF_RS00535
OG0000494	DR093_RS00635	MYF_RS00585
OG0000495	DR093_RS00775	MYF_RS00735
OG0000496	DR093_RS00785	MYF_RS00745
OG0000497	DR093_RS00790	MYF_RS00750
OG0000498	DR093_RS00870	MYF_RS00820
OG0000499	DR093_RS00915	MYF_RS00865
OG0000500	DR093_RS02645	MYF_RS01255
OG0000501	DR093_RS02205	MYF_RS02590
OG0000502	DR093_RS02525	MYF_RS01985
OG0000503	DR093_RS02450	MYF_RS02055
OG0000504	DR093_RS01510	MYF_RS02190
OG0000505	DR093_RS01545	MYF_RS02225
OG0000506	DR093_RS01555	MYF_RS02235
OG0000507	DR093_RS01590	MYF_RS02270
OG0000508	DR093_RS00270	MYF_RS00215
OG0000509	DR093_RS00305	MYF_RS00250
OG0000510	DR093_RS00315	MYF_RS00260
OG0000511	DR093_RS00450	MYF_RS00395
OG0000512	DR093_RS01045	MYF_RS01055
OG0000513	DR093_RS01340	MYF_RS02890
OG0000514	DR093_RS00750	MYF_RS00710
OG0000516	DR093_RS02940	MYF_RS01440
OG0000517	DR093_RS00125	MYF_RS00065
OG0000518	DR093_RS02245	MYF_RS02630
OG0000519	DR093_RS02425	MYF_RS02080
OG0000520	DR093_RS01525	MYF_RS02205
OG0000521	DR093_RS00285	MYF_RS00230
OG0000522	DR093_RS00320	MYF_RS00265
OG0000523	DR093_RS01405	MYF_RS02830
OG0000524	DR093_RS00940	MYF_RS00890
OG0000528	DR093_RS02950	MYF_RS01435
OG0000529	DR093_RS01880	MYF_RS01565
OG0000530	DR093_RS01945	MYF_RS01630
OG0000531	DR093_RS02065	MYF_RS01750
OG0000533	DR093_RS01690	MYF_RS02365
OG0000534	DR093_RS00400	MYF_RS00345
OG0000535	DR093_RS00105	MYF_RS00045
OG0000536	DR093_RS01195	MYF_RS03070
OG0000537	DR093_RS02485	MYF_RS02025
OG0000538	DR093_RS01720	MYF_RS02395
OG0000539	DR093_RS00235	MYF_RS00175
OG0000541	DR093_RS00900	MYF_RS00850
OG0000542	DR093_RS00370	MYF_RS00315
OG0000547	DR093_RS00700	MYF_RS00660
OG0000548	DR093_RS02695	MYF_RS01205
OG0000549	DR093_RS01440	MYF_RS02805
OG0000550	DR093_RS01305	MYF_RS02925
OG0000551	DR093_RS01830	MYF_RS02505
OG0000555	DR093_RS03360	MYF_RS03410
OG0000589	DR093_RS02830	MYF_RS03220
OG0000596	DR093_RS00170	MYF_RS00110
OG0000598	DR093_RS00165	MYF_RS00105
OG0000599	DR093_RS00160	MYF_RS00100
OG0000602	DR093_RS02805	MYF_RS01415
OG0000627	DR093_RS01190	MYF_RS03075
OG0000634	DR093_RS03005	MYF_RS01535
OG0000635	DR093_RS00925	MYF_RS00875
OG0000636	DR093_RS03605	MYF_RS03460
OG0000637	DR093_RS02540	MYF_RS01970
OG0000638	DR093_RS00465	MYF_RS00415
OG0000639	DR093_RS01750	MYF_RS03175
OG0000640	DR093_RS03345	MYF_RS03500
OG0000641	DR093_RS03625	MYF_RS03510
OG0000641	DR093_RS03625	MYF_RS03515
