HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N4.HOG0000021	OG0000000	n239											WP_348602524.1	WP_088172539.1		WP_258556712.1	WP_404924228.1			WP_044889040.1		WP_011206262.1					WP_240536594.1	WP_318026010.1				WP_233688440.1	WP_258556712.1									WP_129640577.1		WP_052269173.1		
N4.HOG0000022	OG0000000	n254													WP_348571689.1																							WP_258555508.1								
N4.HOG0000023	OG0000000	n262													WP_348572146.1																							WP_160606967.1								
N4.HOG0000024	OG0000000	n274																				WP_011206165.1																WP_160606771.1								
N4.HOG0000025	OG0000000	n279																												WP_044284630.1													WP_088764599.1			
N4.HOG0000026	OG0000000	n283		WP_157696714.1										WP_088172555.1			WP_404924465.1			WP_016340207.1							WP_157696714.1				WP_157696714.1											WP_088172555.1			WP_243234964.1	
N4.HOG0000027	OG0000000	n294	WP_002557502.1	WP_308705385.1	WP_160611384.1	WP_160583785.1	WP_160581134.1	WP_160605580.1	WP_160609401.1	WP_318023901.1						WP_404924561.1	WP_404924488.1														WP_157696719.1	WP_233688739.1, WP_233688764.1	WP_160601020.1, WP_233688764.1											WP_243216097.1	WP_243234990.1	
N4.HOG0000028	OG0000000	n316																																				WP_308704611.1								
N4.HOG0000029	OG0000000	n317												WP_323749055.1		WP_404924489.1	WP_404924489.1			WP_233417365.1	WP_233417365.1	WP_323749055.1				WP_179696126.1	WP_179221294.1	WP_318026031.1, WP_334199108.1		WP_323749056.1								WP_160606939.1				WP_323749055.1	WP_252862164.1			
N4.HOG0000030	OG0000001	n1	WP_002557631.1	WP_160580916.1, WP_220190178.1	WP_160580916.1, WP_220190178.1	WP_160580916.1, WP_220190178.1	WP_039387745.1, WP_160580916.1	WP_002557631.1	WP_258556753.1	WP_002557631.1																																				
N4.HOG0000031	OG0000001	n11											WP_348602774.1	WP_011205979.1, WP_232039579.1		WP_187145661.1, WP_232039579.1	WP_187145661.1, WP_232039579.1			WP_014579709.1	WP_014579709.1	WP_011205979.1, WP_232039579.1	WP_406823250.1			WP_179696094.1	WP_240536639.1	WP_193325079.1		WP_193325079.1		WP_179696094.1	WP_258556637.1					WP_160606550.1, WP_232039579.1				WP_011205979.1, WP_232039579.1	WP_014579709.1	WP_243216044.1	WP_243216044.1	
N4.HOG0000032	OG0000001	n37											WP_348572046.1		WP_348572046.1					WP_228365417.1	WP_228365417.1					WP_258556582.1		WP_237697234.1		WP_237697234.1	WP_094521767.1	WP_233688699.1											WP_228365417.1	WP_243216042.1	WP_243216042.1	
N4.HOG0000033	OG0000001	n50											WP_348602581.1		WP_348572047.1	WP_404924525.1	WP_404924278.1																													
N4.HOG0000034	OG0000001	n57												WP_228365393.1						WP_228365393.1	WP_228365393.1	WP_228365393.1	WP_240536609.1			WP_228365393.1	WP_240536609.1	WP_225972995.1		WP_228365393.1	WP_011206352.1	WP_228365393.1	WP_258556624.1					WP_258555423.1				WP_228365393.1	WP_228365393.1	WP_228365393.1	WP_228365393.1	
N4.HOG0000035	OG0000001	n78												WP_232039548.1	WP_228366104.1							WP_232039548.1								WP_237697212.1								WP_258555386.1				WP_232039548.1		WP_228366104.1	WP_228366104.1	
N4.HOG0000036	OG0000001	n84														WP_404924273.1	WP_404924273.1																													
N4.HOG0000037	OG0000001	n91																		WP_014579924.1	WP_014579924.1					WP_258556578.1																	WP_014579924.1			
N4.HOG0000038	OG0000001	n97												WP_011206342.1	WP_011206342.1					WP_014579925.1	WP_014579925.1	WP_011206342.1				WP_258556577.1	WP_240536607.1	WP_240536341.1		WP_011206342.1		WP_233688495.1	WP_011206342.1					WP_011206342.1				WP_011206342.1	WP_014579925.1	WP_243216277.1	WP_243234992.1	
N4.HOG0000039	OG0000001	n113																															WP_258556621.1													
N4.HOG0000040	OG0000001	n117														WP_404924272.1	WP_404924272.1																													
N4.HOG0000041	OG0000001	n118																					WP_406823155.1																							
N4.HOG0000042	OG0000002	n2	WP_002557696.1	WP_160603260.1	WP_160584060.1	WP_160584060.1	WP_160581434.1	WP_160605434.1	WP_002557696.1	WP_002557696.1																																				
N4.HOG0000043	OG0000002	n9	WP_002557507.1					WP_160605454.1		WP_002557507.1																																				
N4.HOG0000044	OG0000002	n16											WP_237697200.1	WP_011206236.1	WP_348571662.1	WP_225972974.1	WP_225972974.1			WP_228365382.1	WP_228365382.1	WP_011206236.1	WP_258555377.1			WP_237697200.1		WP_237697200.1		WP_237697200.1	WP_011284160.1	WP_233688429.1						WP_258555377.1				WP_011206236.1	WP_228365382.1	WP_237697200.1	WP_237697200.1	
N4.HOG0000045	OG0000002	n32																		WP_011206235.1			WP_160606963.1				WP_218833877.1				WP_011206235.1							WP_160606963.1				WP_011206235.1				
N4.HOG0000046	OG0000002	n38			WP_160593471.1	WP_160583997.1								WP_158209055.1		WP_404924222.1	WP_404924222.1				WP_158209055.1	WP_158209055.1				WP_160585767.1		WP_081430767.1		WP_160585767.1		WP_160588366.1	WP_160601116.1										WP_158209055.1	WP_081430767.1	WP_081430767.1	
N4.HOG0000047	OG0000002	n56		WP_308705398.1	WP_160593459.1	WP_160583931.1, WP_160584066.1	WP_308704653.1	WP_160605504.1, WP_160605643.1	WP_160609360.1																																					
N4.HOG0000048	OG0000002	n64	WP_002557987.1	WP_160603252.1	WP_160593538.1	WP_002557987.1	WP_160581489.1		WP_160609436.1	WP_002557987.1			WP_348602505.1		WP_348571681.1	WP_404924509.1	WP_404924213.1						WP_406823109.1				WP_179221136.1	WP_135618870.1		WP_011284152.1		WP_233688422.1	WP_160601263.1											WP_243216173.1	WP_243216173.1	
N4.HOG0000049	OG0000002	n95	WP_002557503.1	WP_160603138.1	WP_160583787.1	WP_160583787.1	WP_160581136.1	WP_160605578.1	WP_160609402.1	WP_002557503.1			WP_348602818.1	WP_011206167.1	WP_348572102.1	WP_404924467.1	WP_404924467.1			WP_014579753.1	WP_014579748.1, WP_014579753.1	WP_011206167.1	WP_406823273.1			WP_179696125.1	WP_179221108.1	WP_135618787.1		WP_011284083.1	WP_094521652.1	WP_233688740.1	WP_160601022.1					WP_160606941.1				WP_011206167.1	WP_014579753.1	WP_243216098.1	WP_243216098.1	
N4.HOG0000050	OG0000003	n5												WP_044284791.1		WP_404924470.1	WP_404924470.1					WP_044284791.1																				WP_044284791.1				
N4.HOG0000051	OG0000003	n10														WP_404924388.1	WP_404924388.1																													
N4.HOG0000052	OG0000003	n12											WP_348602823.1	WP_044284785.1								WP_044284785.1	WP_406823224.1			WP_258556536.1																WP_044284785.1				
N4.HOG0000053	OG0000003	n20											WP_348602702.1															WP_135618540.1																		
N4.HOG0000054	OG0000003	n25																		WP_014579780.1	WP_014579780.1												WP_220200909.1													
N4.HOG0000055	OG0000003	n30																					WP_406823275.1			WP_179696110.1		WP_135618795.1		WP_044284634.1		WP_233688742.1												WP_233688742.1	WP_233688742.1	
N4.HOG0000056	OG0000003	n37													WP_348572110.1					WP_014579584.1	WP_014579584.1					WP_258556590.1	WP_044272440.1	WP_135618807.1		WP_044284583.1		WP_233688628.1						WP_160606452.1					WP_252862215.1	WP_243215969.1	WP_243215969.1	
N4.HOG0000057	OG0000003	n65													WP_348571976.1	WP_404923944.1	WP_404923944.1											WP_135618606.1																		
N4.HOG0000058	OG0000003	n80											WP_348602509.1														WP_240536590.1	WP_240536309.1		WP_237697197.1																
N4.HOG0000059	OG0000003	n85	WP_039387603.1	WP_160603254.1	WP_160584042.1	WP_160584042.1	WP_160581478.1		WP_258556794.1	WP_039387603.1					WP_348571667.1								WP_406823104.1				WP_240536589.1	WP_237697199.1		WP_237697199.1		WP_233688427.1	WP_237697199.1											WP_243216179.1	WP_243216179.1	
N4.HOG0000060	OG0000003	n110							WP_308704745.1																			WP_240536310.1		WP_237697198.1			WP_308704766.1													
N4.HOG0000061	OG0000003	n115											WP_094521666.1																		WP_094521666.1	WP_233688750.1														
N4.HOG0000062	OG0000003	n118												WP_187145846.1		WP_404924565.1	WP_052259119.1, WP_404924478.1			WP_052293597.1	WP_052293597.1	WP_187145846.1				WP_052259119.1	WP_240536655.1			WP_148166899.1			WP_220200875.1										WP_052293597.1		WP_243234971.1	
N4.HOG0000063	OG0000003	n132																								WP_179696107.1																				
N4.HOG0000064	OG0000003	n133													WP_348572120.1								WP_406823281.1					WP_228729174.1																		
N4.HOG0000065	OG0000004	n5											WP_044284712.1	WP_088172515.1		WP_160588068.1	WP_160588068.1			WP_014579982.1	WP_014579982.1		WP_406823181.1			WP_179695903.1	WP_179221232.1	WP_014579982.1		WP_044284712.1	WP_094521510.1	WP_233688542.1										WP_088172515.1		WP_243216334.1	WP_243216334.1	
N4.HOG0000066	OG0000004	n25											WP_348602619.1	WP_088172517.1								WP_011206448.1					WP_179221230.1	WP_135619084.1		WP_044284710.1	WP_044284710.1											WP_011206448.1				
N4.HOG0000067	OG0000004	n36											WP_348602620.1			WP_404924305.1	WP_404924305.1			WP_044889045.1			WP_406823182.1			WP_179695902.1		WP_135619088.1		WP_044284713.1			WP_160601251.1													
N4.HOG0000068	OG0000004	n51											WP_348602621.1	WP_011206450.1		WP_404924307.1	WP_404924307.1			WP_014579984.1	WP_014579984.1	WP_011206450.1	WP_406823184.1			WP_014579984.1	WP_179221234.1	WP_135619092.1		WP_014579984.1		WP_233688544.1	WP_160601249.1					WP_160606858.1				WP_011206450.1	WP_252862151.1	WP_233688544.1	WP_243234995.1	
N4.HOG0000069	OG0000004	n76								WP_236681777.1						WP_404924497.1	WP_404924497.1						WP_406823298.1				WP_240536611.1	WP_240536349.1				WP_233688516.1	WP_160600949.1													
N4.HOG0000070	OG0000004	n94		WP_220190824.1	WP_220190407.1			WP_220190801.1																																						
N4.HOG0000071	OG0000004	n97												WP_241499456.1						WP_233417354.1		WP_011206410.1								WP_237697214.1												WP_011206410.1				
N4.HOG0000072	OG0000004	n102																				WP_011206415.1								WP_237697215.1												WP_011206415.1				
N4.HOG0000073	OG0000004	n106											WP_348602864.1			WP_404924499.1	WP_404924499.1						WP_404924499.1									WP_233688522.1														
N4.HOG0000074	OG0000004	n116																													WP_094521753.1	WP_233688520.1														
N4.HOG0000075	OG0000004	n118																									WP_240536612.1					WP_233688518.1														
N4.HOG0000076	OG0000004	n120	WP_231237859.1			WP_220190213.1				WP_236681778.1, WP_236681779.1																		WP_240536350.1										WP_220200742.1, WP_220200743.1								
N4.HOG0000077	OG0000004	n127											WP_348602863.1										WP_406823299.1																							
N4.HOG0000078	OG0000004	n134														WP_404924498.1	WP_404924498.1																													
N4.HOG0000079	OG0000005	n1											WP_348602674.1	WP_011205860.1	WP_146379449.1	WP_011289941.1	WP_011289941.1			WP_014579527.1	WP_014579527.1	WP_011205860.1	WP_406823208.1			WP_179695878.1	WP_146379449.1	WP_135618450.1		WP_011283839.1	WP_094521539.1	WP_233688595.1	WP_160601191.1					WP_160606895.1				WP_011205860.1	WP_014579527.1	WP_233688595.1	WP_233688595.1	
N4.HOG0000080	OG0000005	n32												WP_011205864.1	WP_348571918.1	WP_146379452.1	WP_146379452.1					WP_011205864.1	WP_348571918.1				WP_179220984.1	WP_135618456.1			WP_094521540.1	WP_233688599.1										WP_011205864.1		WP_243215929.1	WP_243235001.1	
N4.HOG0000081	OG0000005	n52											WP_348602675.1	WP_011205861.1	WP_160615842.1	WP_404924354.1	WP_404924354.1			WP_014579529.1	WP_014579529.1	WP_011205861.1	WP_146379450.1			WP_179696120.1	WP_179220982.1	WP_135618452.1		WP_011283840.1		WP_233688596.1	WP_160590473.1					WP_160606893.1				WP_011205861.1	WP_014579529.1	WP_243215923.1	WP_243215923.1	
N4.HOG0000082	OG0000005	n83																		WP_044889029.1	WP_228365401.1, WP_228365402.1					WP_308705297.1							WP_160601189.1										WP_228365401.1, WP_252862119.1			
N4.HOG0000083	OG0000005	n92												WP_011205862.1	WP_348571917.1							WP_011205862.1	WP_406823209.1				WP_179220983.1	WP_135618454.1		WP_011283841.1		WP_233688597.1						WP_160606889.1				WP_011205862.1		WP_243215926.1	WP_243215926.1	
N4.HOG0000084	OG0000005	n113												WP_088172524.1	WP_348571920.1	WP_347952346.1	WP_347952346.1					WP_011205865.1	WP_406823210.1				WP_011289946.1	WP_135618458.1				WP_233688600.1										WP_011205865.1		WP_011289946.1	WP_011289946.1	
N4.HOG0000085	OG0000006	n3																				WP_011206294.1																								
N4.HOG0000086	OG0000006	n9																									WP_233688469.1					WP_233688469.1														
N4.HOG0000087	OG0000006	n11												WP_232039545.1						WP_014579886.1	WP_014579886.1									WP_237697209.1			WP_228366101.1					WP_220200726.1				WP_232039545.1	WP_014579886.1	WP_228366101.1	WP_228366101.1	
N4.HOG0000088	OG0000006	n20											WP_348602543.1										WP_406823130.1																							
N4.HOG0000089	OG0000006	n22													WP_348571744.1																															
N4.HOG0000090	OG0000006	n25														WP_280996645.1, WP_404924250.1	WP_280996645.1, WP_404924250.1			WP_044278023.1	WP_044278023.1									WP_044284675.1								WP_160606807.1					WP_044278023.1			
N4.HOG0000091	OG0000006	n34																								WP_179695976.1		WP_135618942.1																		
N4.HOG0000092	OG0000006	n36												WP_088172547.1																												WP_088172547.1				
N4.HOG0000093	OG0000006	n45														WP_404924249.1	WP_404924249.1																													
N4.HOG0000094	OG0000006	n48													WP_258555696.1																															
N4.HOG0000095	OG0000006	n53														WP_404924229.1	WP_404924229.1																													
N4.HOG0000096	OG0000006	n58												WP_011206263.1						WP_233417348.1	WP_014579858.1	WP_011206263.1					WP_240536595.1	WP_240536317.1				WP_233688441.1	WP_233688441.1									WP_011206263.1	WP_252862212.1			
N4.HOG0000097	OG0000006	n70											WP_348602529.1		WP_348571703.1								WP_406823115.1			WP_179696027.1												WP_258555457.1								
N4.HOG0000098	OG0000006	n81														WP_404924515.1	WP_404924233.1																													
N4.HOG0000099	OG0000006	n87												WP_011206269.1		WP_404924232.1	WP_404924232.1			WP_081632350.1	WP_081450699.1	WP_011206269.1					WP_240536597.1	WP_240536326.1, WP_240536328.1		WP_148166905.1		WP_233688445.1	WP_160601229.1					WP_258555362.1				WP_011206269.1	WP_252862187.1	WP_243216203.1	WP_243216203.1	
N4.HOG0000100	OG0000006	n104											WP_348602525.1		WP_225972978.1								WP_225972978.1							WP_225972978.1														WP_243216200.1	WP_243216200.1	
N4.HOG0000101	OG0000006	n110																		WP_044278021.1	WP_044278021.1						WP_011284212.1			WP_011284212.1																
N4.HOG0000102	OG0000007	n2													WP_348571975.1	WP_160576975.1	WP_160576975.1											WP_135618608.1																		
N4.HOG0000103	OG0000007	n13	WP_002557994.1	WP_011284157.1	WP_011284157.1	WP_011284157.1	WP_160581480.1		WP_011284157.1	WP_002557994.1			WP_011284157.1		WP_348571669.1	WP_404923946.1	WP_404923946.1						WP_011284157.1				WP_011284157.1	WP_011284157.1		WP_011284157.1	WP_011284157.1		WP_011284157.1											WP_243216178.1	WP_243216178.1	
N4.HOG0000104	OG0000007	n28																										WP_220190648.1																		
N4.HOG0000105	OG0000007	n32	WP_002557993.1	WP_014335405.1	WP_002557993.1	WP_002557993.1	WP_160581482.1		WP_002557993.1	WP_002557993.1			WP_002557993.1		WP_002557993.1	WP_404924219.1	WP_404924219.1						WP_002557993.1				WP_002557993.1	WP_002557993.1		WP_002557993.1	WP_002557993.1		WP_160585819.1											WP_243216175.1	WP_243216175.1	
N4.HOG0000106	OG0000007	n45	WP_002557992.1	WP_002557992.1	WP_002557992.1	WP_002557992.1	WP_002557992.1		WP_002557992.1	WP_002557992.1			WP_348602508.1		WP_348571672.1								WP_002557992.1				WP_002557992.1	WP_135618872.1		WP_044284652.1	WP_002557992.1	WP_233688426.1	WP_002557992.1											WP_002557992.1	WP_002557992.1	
N4.HOG0000107	OG0000008	n2											WP_348602523.1	WP_011206260.1, WP_241499462.1	WP_179696025.1	WP_404924227.1	WP_404924227.1			WP_016340224.1	WP_014579856.1	WP_011206260.1, WP_232039538.1	WP_406823102.1			WP_179696025.1	WP_011206260.1	WP_011206260.1, WP_240536315.1		WP_011284180.1	WP_094521776.1	WP_233688439.1	WP_011206260.1									WP_011206260.1, WP_232039538.1	WP_088764629.1	WP_243216199.1	WP_243216199.1	
N4.HOG0000108	OG0000008	n34															WP_404924455.1																													
N4.HOG0000109	OG0000008	n35	WP_051054298.1	WP_220190829.1			WP_220200574.1		WP_220190046.1	WP_236681789.1			WP_348602804.1		WP_348572086.1	WP_404924560.1	WP_404924456.1			WP_014579768.1	WP_014579768.1	WP_011206151.1	WP_406823264.1				WP_240536647.1	WP_240536388.1		WP_237697238.1		WP_233688729.1						WP_258555464.1				WP_011206151.1	WP_252862201.1	WP_243216076.1	WP_243234963.1	
N4.HOG0000110	OG0000008	n68																																										WP_243216238.1	WP_243216238.1	
N4.HOG0000111	OG0000008	n71											WP_348602544.1																	WP_237697210.1																
N4.HOG0000112	OG0000008	n73														WP_404924495.1	WP_404924495.1						WP_406823131.1			WP_258556542.1																				
N4.HOG0000113	OG0000008	n84												WP_241499463.1								WP_011206295.1																				WP_011206295.1				
N4.HOG0000114	OG0000008	n87																										WP_240536339.1																		
N4.HOG0000115	OG0000008	n89													WP_348572153.1					WP_233417351.1	WP_014579887.1						WP_225972989.1	WP_240536338.1					WP_258556714.1					WP_308704614.1					WP_252862214.1			
N4.HOG0000116	OG0000009	n2											WP_348602749.1		WP_041361566.1	WP_404924404.1	WP_404924404.1			WP_014579653.1	WP_014579653.1	WP_011206100.1				WP_011206100.1		WP_011206100.1		WP_011206100.1			WP_160600866.1									WP_011206100.1	WP_252862193.1	WP_011206100.1	WP_011206100.1	
N4.HOG0000117	OG0000009	n16											WP_348602671.1	WP_011205856.1	WP_041361519.1	WP_041361519.1	WP_041361519.1					WP_011205856.1	WP_146379448.1			WP_041361519.1					WP_094521537.1	WP_094521537.1	WP_094521537.1					WP_160606899.1				WP_011205856.1				
N4.HOG0000118	OG0000009	n25											WP_348602762.1	WP_232039583.1	WP_348572028.1							WP_232039583.1						WP_135618648.1		WP_237697232.1		WP_233688691.1	WP_258556653.1									WP_232039583.1		WP_232039583.1	WP_232039583.1	
N4.HOG0000119	OG0000009	n35											WP_348602747.1, WP_348602748.1	WP_088172535.1	WP_011290021.1	WP_011290021.1	WP_011290021.1			WP_233417359.1, WP_233417360.1	WP_228365411.1	WP_011206098.1	WP_146379497.1			WP_179695839.1	WP_179221024.1	WP_135618567.1		WP_011283921.1	WP_094521581.1	WP_179221024.1	WP_094521581.1					WP_011290021.1				WP_011206098.1	WP_016340194.1	WP_243215989.1	WP_243215989.1	
N4.HOG0000120	OG0000010	n3											WP_348602833.1	WP_011206187.1	WP_348572122.1	WP_404924479.1	WP_404924479.1			WP_014579794.1	WP_014579794.1	WP_011206187.1	WP_406823282.1			WP_179696106.1	WP_179221114.1	WP_135618816.1		WP_011284107.1	WP_094521667.1	WP_179221114.1	WP_160601055.1					WP_160606459.1				WP_011206187.1	WP_014579794.1	WP_243216127.1	WP_243216127.1	
N4.HOG0000121	OG0000010	n37												WP_011205929.1, WP_011205930.1						WP_016340203.1	WP_014579743.1	WP_011205929.1, WP_011205930.1				WP_308705290.1	WP_240536640.1	WP_240536378.1, WP_240536381.1		WP_237697249.1			WP_258556703.1, WP_308704767.1					WP_240536640.1				WP_011205929.1, WP_011205930.1	WP_014579743.1	WP_243216066.1, WP_243216067.1	WP_243216066.1, WP_243216067.1	
N4.HOG0000122	OG0000010	n58																								WP_240536641.1	WP_240536641.1											WP_258555438.1								
N4.HOG0000123	OG0000010	n68																																				WP_160606891.1								
N4.HOG0000124	OG0000010	n72											WP_348602673.1	WP_228366119.1						WP_228365400.1	WP_228365400.1	WP_228366119.1				WP_258555487.1				WP_228365400.1	WP_094521538.1	WP_233688594.1						WP_258555487.1				WP_228366119.1	WP_228365400.1			
N4.HOG0000125	OG0000011	n6																										WP_240536403.1			WP_094521774.1															
N4.HOG0000126	OG0000011	n8																									WP_020835714.1											WP_220200677.1								
N4.HOG0000127	OG0000011	n10												WP_011206202.1	WP_348572129.1		WP_404924482.1			WP_081632348.1	WP_011284124.1	WP_011206202.1	WP_406823289.1			WP_179696098.1	WP_179221118.1	WP_135618836.1		WP_011284124.1	WP_094521674.1		WP_160600906.1					WP_160606477.1				WP_011206202.1	WP_088764586.1	WP_160587900.1	WP_160587900.1	
N4.HOG0000128	OG0000011	n37																		WP_233417363.1	WP_044278002.1									WP_044278002.1													WP_252862134.1			
N4.HOG0000129	OG0000011	n40	WP_002557686.1, WP_002557687.1	WP_369122332.1	WP_220190416.1, WP_308507119.1	WP_160584052.1	WP_220200593.1, WP_258555793.1	WP_160605422.1	WP_220190082.1, WP_308704744.1	WP_039387561.1																																				
N4.HOG0000130	OG0000011	n51	WP_039387558.1	WP_220190834.1	WP_220190244.1	WP_220190244.1	WP_308704663.1	WP_160605420.1	WP_220190083.1	WP_039387558.1			WP_348602847.1	WP_088172557.1	WP_348572128.1	WP_404924567.1				WP_014579809.1	WP_014579809.1	WP_011206201.1	WP_406823288.1			WP_179696099.1		WP_135618832.1		WP_044284646.1		WP_233688756.1	WP_160600904.1					WP_020835713.1				WP_011206201.1	WP_014579809.1	WP_243216150.1	WP_243216150.1	
N4.HOG0000131	OG0000012	n1												WP_011205920.1								WP_011205920.1																				WP_011205920.1				
N4.HOG0000132	OG0000012	n4											WP_348602512.1																	WP_011284291.1																
N4.HOG0000133	OG0000012	n19																																										WP_243216349.1	WP_243216349.1	
N4.HOG0000134	OG0000012	n26																												WP_011284084.1, WP_011284242.1, WP_011284281.1																
N4.HOG0000135	OG0000012	n31																		WP_081450695.1, WP_081450698.1, WP_081632345.1	WP_081450695.1, WP_081450696.1, WP_081450698.1		WP_081450695.1					WP_135618900.1		WP_011284197.1		WP_233688671.1						WP_160606969.1					WP_143826173.1			
N4.HOG0000136	OG0000012	n41																									WP_146379492.1	WP_135619051.1		WP_011284103.1	WP_094521543.1, WP_094521638.1, WP_094521670.1		WP_160601281.1													
N4.HOG0000137	OG0000012	n59											WP_348602836.1		WP_348572023.1	WP_404924429.1, WP_404924504.1	WP_404924429.1, WP_404924504.1									WP_158632000.1, WP_179695970.1	WP_179221115.1																			
