HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N38.HOG0000223	OG0000198	n0	WP_002557778.1						WP_160605468.1	WP_002557778.1																																				
N38.HOG0000224	OG0000199	n0	WP_002557779.1						WP_002557779.1	WP_002557779.1																																				
N38.HOG0000225	OG0000200	n0	WP_002557781.1						WP_160609364.1	WP_002557781.1																																				
N38.HOG0000226	OG0000201	n0	WP_002557783.1						WP_160609363.1	WP_002557783.1																																				
N38.HOG0000227	OG0000202	n0	WP_002557791.1						WP_002557791.1	WP_002557791.1																																				
N38.HOG0000228	OG0000203	n0	WP_002557792.1						WP_160583979.1	WP_002557792.1																																				
N38.HOG0000229	OG0000204	n0	WP_002557793.1						WP_160609309.1	WP_002557793.1																																				
N38.HOG0000230	OG0000205	n0	WP_002557794.1						WP_002557794.1	WP_002557794.1																																				
N38.HOG0000231	OG0000206	n0	WP_002557798.1						WP_002557798.1	WP_002557798.1																																				
N38.HOG0000232	OG0000207	n0	WP_002557801.1						WP_160609312.1	WP_002557801.1																																				
N38.HOG0000233	OG0000208	n0	WP_002557802.1						WP_002557802.1	WP_002557802.1																																				
N38.HOG0000234	OG0000209	n0	WP_002557803.1						WP_002557803.1	WP_002557803.1																																				
N38.HOG0000235	OG0000210	n0	WP_002557811.1						WP_160581347.1	WP_002557811.1																																				
N38.HOG0000236	OG0000211	n0	WP_002557813.1						WP_002557813.1	WP_002557813.1																																				
N38.HOG0000237	OG0000212	n0	WP_002557815.1						WP_002557815.1	WP_002557815.1																																				
N38.HOG0000238	OG0000213	n0	WP_002557816.1						WP_002557816.1	WP_002557816.1																																				
N38.HOG0000239	OG0000214	n0	WP_002557817.1						WP_002557817.1	WP_002557817.1																																				
N38.HOG0000240	OG0000215	n0	WP_002557818.1						WP_160609313.1	WP_002557818.1																																				
N38.HOG0000241	OG0000216	n0	WP_002557819.1						WP_160581343.1	WP_002557819.1																																				
N38.HOG0000242	OG0000217	n0	WP_002557820.1						WP_160609314.1	WP_002557820.1																																				
N38.HOG0000243	OG0000218	n0	WP_002557822.1						WP_160609315.1	WP_002557822.1																																				
N38.HOG0000244	OG0000219	n0	WP_002557823.1						WP_160603160.1	WP_002557823.1																																				
N38.HOG0000245	OG0000220	n0	WP_002557824.1						WP_002557824.1	WP_002557824.1																																				
N38.HOG0000246	OG0000221	n0	WP_002557825.1						WP_002557825.1	WP_002557825.1																																				
N38.HOG0000247	OG0000222	n0	WP_002557826.1						WP_002557826.1	WP_002557826.1																																				
N38.HOG0000248	OG0000223	n0	WP_002557827.1						WP_002557827.1	WP_002557827.1																																				
N38.HOG0000249	OG0000224	n0	WP_002557829.1						WP_002557829.1	WP_002557829.1																																				
N38.HOG0000250	OG0000225	n0	WP_002557831.1						WP_002557831.1	WP_002557831.1																																				
N38.HOG0000251	OG0000226	n0	WP_002557832.1						WP_002557832.1	WP_002557832.1																																				
N38.HOG0000252	OG0000227	n0	WP_002557833.1						WP_002557833.1	WP_002557833.1																																				
N38.HOG0000253	OG0000228	n0	WP_002557834.1						WP_160609316.1	WP_002557834.1																																				
N38.HOG0000254	OG0000229	n0	WP_002557835.1						WP_002557835.1	WP_002557835.1																																				
N38.HOG0000255	OG0000230	n0	WP_002557836.1						WP_002557836.1	WP_002557836.1																																				
N38.HOG0000256	OG0000231	n0	WP_002557838.1						WP_160581334.1	WP_002557838.1																																				
N38.HOG0000257	OG0000232	n0	WP_002557840.1						WP_002557840.1	WP_002557840.1																																				
N38.HOG0000258	OG0000233	n0	WP_002557842.1						WP_160581330.1	WP_002557842.1																																				
N38.HOG0000259	OG0000234	n0	WP_002557848.1						WP_160609320.1	WP_002557848.1																																				
N38.HOG0000260	OG0000235	n0	WP_002557850.1						WP_002557850.1	WP_002557850.1																																				
N38.HOG0000261	OG0000236	n0	WP_002557851.1						WP_160581215.1	WP_002557851.1																																				
N38.HOG0000262	OG0000237	n0	WP_002557855.1						WP_160593437.1	WP_002557855.1																																				
N38.HOG0000263	OG0000238	n0	WP_002557856.1						WP_002557856.1	WP_002557856.1																																				
N38.HOG0000264	OG0000239	n0	WP_002557863.1						WP_002557863.1	WP_002557863.1																																				
N38.HOG0000265	OG0000240	n0	WP_002557864.1						WP_002557864.1	WP_002557864.1																																				
N38.HOG0000266	OG0000241	n0	WP_002557866.1						WP_002557866.1	WP_002557866.1																																				
N38.HOG0000267	OG0000242	n0	WP_002557867.1						WP_002557867.1	WP_002557867.1																																				
N38.HOG0000268	OG0000243	n0	WP_002557868.1						WP_002557868.1	WP_002557868.1																																				
N38.HOG0000269	OG0000244	n0	WP_002557870.1						WP_002557870.1	WP_002557870.1																																				
N38.HOG0000270	OG0000245	n0	WP_002557872.1						WP_002557872.1	WP_002557872.1																																				
