HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N21.HOG0000175	OG0000087	n0																																		WP_044272477.1				WP_044272477.1						
N21.HOG0000176	OG0000088	n0																																		WP_044272480.1				WP_044272480.1						
N21.HOG0000177	OG0000089	n0																																		WP_011206231.1				WP_011206231.1						
N21.HOG0000178	OG0000090	n0																																		WP_160585750.1				WP_011283835.1						
N21.HOG0000179	OG0000091	n0																																		WP_020835487.1				WP_160584849.1						
N21.HOG0000180	OG0000092	n0																																		WP_011205847.1				WP_011205847.1						
N21.HOG0000181	OG0000093	n0																																		WP_020835484.1				WP_160584856.1						
N21.HOG0000182	OG0000094	n0																																		WP_014579519.1				WP_014579519.1						
N21.HOG0000183	OG0000095	n0																																		WP_160585829.1				WP_044272251.1						
N21.HOG0000184	OG0000096	n0																																		WP_011206529.1				WP_011206529.1						
N21.HOG0000185	OG0000097	n0																																		WP_258555535.1				WP_258555934.1						
N21.HOG0000186	OG0000098	n0																																		WP_160585760.1				WP_160584867.1						
N21.HOG0000187	OG0000099	n0																																		WP_160585573.1, WP_308507019.1				WP_160585306.1						
N21.HOG0000188	OG0000100	n0																																		WP_160585575.1				WP_160584888.1						
N21.HOG0000189	OG0000101	n0																																		WP_011206510.1				WP_011206510.1						
N21.HOG0000190	OG0000102	n0																																		WP_160585050.1				WP_160585050.1						
N21.HOG0000191	OG0000103	n0																																		WP_160585769.1				WP_160585202.1						
N21.HOG0000192	OG0000104	n0																																		WP_011206239.1				WP_011206239.1						
N21.HOG0000193	OG0000105	n0																																		WP_135618882.1				WP_146379630.1						
N21.HOG0000194	OG0000106	n0																																		WP_160585771.1				WP_160585203.1						
N21.HOG0000195	OG0000107	n0																																		WP_011284169.1				WP_011284169.1						
N21.HOG0000196	OG0000108	n0																																		WP_192894278.1				WP_308506995.1						
N21.HOG0000197	OG0000109	n0																																		WP_146379632.1				WP_160585205.1						
N21.HOG0000198	OG0000110	n0																																		WP_160585726.1				WP_146379648.1						
N21.HOG0000199	OG0000111	n0																																		WP_258555345.1				WP_280996668.1						
N21.HOG0000200	OG0000112	n0																																		WP_237697204.1				WP_280996666.1						
N21.HOG0000201	OG0000113	n0																																		WP_160585296.1				WP_160585296.1						
N21.HOG0000202	OG0000114	n0																																		WP_258555347.1				WP_243216202.1						
N21.HOG0000203	OG0000115	n0																																		WP_160585718.1				WP_160585302.1						
N21.HOG0000204	OG0000116	n0																																		WP_135618674.1				WP_135618674.1						
N21.HOG0000205	OG0000117	n0																																		WP_160585555.1				WP_160584714.1						
N21.HOG0000206	OG0000118	n0																																		WP_011290108.1				WP_011290108.1						
N21.HOG0000207	OG0000119	n0																																		WP_160585678.1				WP_135618686.1						
N21.HOG0000208	OG0000120	n0																																		WP_160585676.1				WP_011284027.1						
N21.HOG0000209	OG0000121	n0																																		WP_011284032.1				WP_011284032.1						
N21.HOG0000210	OG0000122	n0																																		WP_160585674.1				WP_020835643.1						
N21.HOG0000211	OG0000123	n0																																		WP_011205954.1				WP_011205954.1						
N21.HOG0000212	OG0000124	n0																																		WP_011205953.1				WP_011290118.1						
N21.HOG0000213	OG0000125	n0																																		WP_011205952.1				WP_011205952.1						
N21.HOG0000214	OG0000126	n0																																		WP_160585671.1				WP_160585089.1						
N21.HOG0000215	OG0000127	n0																																		WP_011290122.1				WP_011290122.1						
N21.HOG0000216	OG0000128	n0																																		WP_160585820.1				WP_160585095.1						
N21.HOG0000217	OG0000129	n0																																		WP_014579732.1				WP_014579732.1						
N21.HOG0000218	OG0000130	n0																																		WP_011284046.1				WP_011284046.1						
N21.HOG0000219	OG0000131	n0																																		WP_146379566.1				WP_160585099.1						
N21.HOG0000220	OG0000132	n0																																		WP_094521636.1				WP_094521636.1						
N21.HOG0000221	OG0000133	n0																																		WP_094521764.1				WP_014579589.1						
N21.HOG0000222	OG0000134	n0																																		WP_308507009.1				WP_228365407.1						
N21.HOG0000223	OG0000135	n0																																		WP_011206120.1				WP_160585148.1						
N21.HOG0000224	OG0000136	n0																																		WP_011206119.1				WP_011206119.1						
N21.HOG0000225	OG0000137	n0																																		WP_011206113.1				WP_011206113.1						
N21.HOG0000226	OG0000138	n0																																		WP_160585793.1				WP_160584793.1						
N21.HOG0000227	OG0000139	n0																																		WP_011206102.1				WP_011290017.1						
N21.HOG0000228	OG0000140	n0																																		WP_011206101.1				WP_160584795.1						
N21.HOG0000229	OG0000141	n0																																		WP_146379698.1				WP_160584965.1						
N21.HOG0000230	OG0000142	n0																																		WP_160585625.1				WP_011284289.1						
N21.HOG0000231	OG0000143	n0																																		WP_011206391.1				WP_011206391.1						
N21.HOG0000232	OG0000144	n0																																		WP_160585623.1				WP_160584969.1						
N21.HOG0000233	OG0000145	n0																																		WP_225972996.1				WP_225972996.1						
N21.HOG0000234	OG0000146	n0																																		WP_011206385.1				WP_011206385.1						
N21.HOG0000235	OG0000147	n0																																		WP_011206384.1				WP_011206384.1						
N21.HOG0000236	OG0000148	n0																																		WP_135619012.1				WP_135619012.1						
N21.HOG0000237	OG0000149	n0																																		WP_011290331.1				WP_011290331.1						
N21.HOG0000238	OG0000150	n0																																		WP_135619006.1				WP_160584978.1						
N21.HOG0000239	OG0000151	n0																																		WP_160585685.1				WP_135618994.1						
N21.HOG0000240	OG0000152	n0																																		WP_160585686.1				WP_280996773.1						
N21.HOG0000241	OG0000153	n0																																		WP_011206347.1				WP_160585267.1						
N21.HOG0000242	OG0000154	n0																																		WP_011206345.1				WP_160585263.1						
N21.HOG0000243	OG0000155	n0																																		WP_020835820.1				WP_160585119.1						
N21.HOG0000244	OG0000156	n0																																		WP_160585658.1				WP_011206335.1						
N21.HOG0000245	OG0000157	n0																																		WP_014579918.1				WP_020835818.1						
N21.HOG0000246	OG0000158	n0																																		WP_146379680.1				WP_160585117.1						
N21.HOG0000247	OG0000159	n0																																		WP_011206289.1				WP_011206289.1						
N21.HOG0000248	OG0000160	n0																																		WP_160590318.1				WP_179221158.1						
N21.HOG0000249	OG0000161	n0																																		WP_011206287.1				WP_011206287.1						
N21.HOG0000250	OG0000162	n0																																		WP_135619210.1				WP_160585163.1						
N21.HOG0000251	OG0000163	n0																																		WP_160585701.1				WP_160585155.1						
N21.HOG0000252	OG0000164	n0																																		WP_135618732.1				WP_135618732.1						
N21.HOG0000253	OG0000165	n0																																		WP_011206200.1				WP_011206200.1						
N21.HOG0000254	OG0000166	n0																																		WP_011284126.1				WP_160585013.1						
N21.HOG0000255	OG0000167	n0																																		WP_011206207.1				WP_011206207.1						
N21.HOG0000256	OG0000168	n0																																		WP_160585173.1				WP_160585173.1						
N21.HOG0000257	OG0000169	n0																																		WP_160585654.1				WP_160584919.1						
N21.HOG0000258	OG0000170	n0																																		WP_160585651.1				WP_020835862.1						
N21.HOG0000259	OG0000171	n0																																		WP_160585650.1				WP_160584923.1						
N21.HOG0000260	OG0000172	n0																																		WP_011206424.1				WP_160584925.1						
N21.HOG0000261	OG0000173	n0																																		WP_160585649.1				WP_011290368.1						
N21.HOG0000262	OG0000174	n0																																		WP_160585648.1				WP_160584927.1						
N21.HOG0000263	OG0000175	n0																																		WP_160585645.1				WP_160584931.1						
N21.HOG0000264	OG0000176	n0																																		WP_011284321.1				WP_160585271.1						
N21.HOG0000265	OG0000177	n0																																		WP_160585273.1				WP_160585273.1						
N21.HOG0000266	OG0000178	n0																																		WP_044272620.1				WP_160585275.1						
N21.HOG0000267	OG0000179	n0																																		WP_160585639.1				WP_020835880.1						
N21.HOG0000268	OG0000180	n0																																		WP_160585638.1				WP_081642895.1						
N21.HOG0000269	OG0000181	n0																																		WP_160585796.1				WP_020835888.1						
N21.HOG0000270	OG0000182	n0																																		WP_160585798.1				WP_160585211.1						
N21.HOG0000271	OG0000183	n0																																		WP_011206459.1				WP_011206459.1						
N21.HOG0000272	OG0000184	n0																																		WP_011206468.1				WP_160585238.1						
N21.HOG0000273	OG0000185	n0																																		WP_020835897.1				WP_020835897.1						
N21.HOG0000274	OG0000186	n0																																		WP_160585782.1				WP_160585103.1						
N21.HOG0000275	OG0000187	n0																																		WP_160585781.1				WP_011284055.1						
N21.HOG0000276	OG0000188	n0																																		WP_011205932.1				WP_011205932.1						
N21.HOG0000277	OG0000189	n0																																		WP_160585791.1				WP_160585247.1						
N21.HOG0000278	OG0000190	n0																																		WP_011206256.1				WP_011206256.1						
N21.HOG0000279	OG0000191	n0																																		WP_020835755.1				WP_020835755.1						
N21.HOG0000280	OG0000192	n0																																		WP_011284001.1				WP_160584698.1						
N21.HOG0000281	OG0000193	n0																																		WP_011283999.1				WP_160584694.1						
N21.HOG0000282	OG0000194	n0																																		WP_011283923.1				WP_011290023.1						
N21.HOG0000283	OG0000195	n0																																		WP_094521583.1				WP_094521583.1						
N21.HOG0000284	OG0000196	n0																																		WP_228729168.1				WP_228729168.1						
N21.HOG0000285	OG0000197	n0																																		WP_160584800.1				WP_160584800.1						
N21.HOG0000286	OG0000198	n0																																		WP_011283930.1				WP_011283930.1						
N21.HOG0000287	OG0000199	n0																																		WP_011206086.1				WP_011206086.1						
N21.HOG0000288	OG0000200	n0																																		WP_160585615.1				WP_020835575.1						
N21.HOG0000289	OG0000201	n0																																		WP_011283934.1				WP_011283934.1						
N21.HOG0000290	OG0000202	n0																																		WP_160584809.1				WP_160584809.1						
N21.HOG0000291	OG0000203	n0																																		WP_011206072.1				WP_011206072.1						
N21.HOG0000292	OG0000204	n0																																		WP_160585611.1				WP_011206071.1						
N21.HOG0000293	OG0000205	n0																																		WP_160585610.1				WP_160584811.1						
N21.HOG0000294	OG0000206	n0																																		WP_011290044.1				WP_011290044.1						
N21.HOG0000295	OG0000207	n0																																		WP_160585609.1				WP_011206063.1						
N21.HOG0000296	OG0000208	n0																																		WP_135618591.1				WP_160584818.1						
N21.HOG0000297	OG0000209	n0																																		WP_011206061.1				WP_011206061.1						
N21.HOG0000298	OG0000210	n0																																		WP_135618604.1				WP_160584820.1						
N21.HOG0000299	OG0000211	n0																																		WP_011290054.1				WP_011290054.1						
N21.HOG0000300	OG0000212	n0																																		WP_011206048.1				WP_011206048.1						
N21.HOG0000301	OG0000213	n0																																		WP_160585195.1				WP_160585195.1						
N21.HOG0000302	OG0000214	n0																																		WP_011206047.1				WP_011206047.1						
N21.HOG0000303	OG0000215	n0																																		WP_011290055.1				WP_020835589.1						
N21.HOG0000304	OG0000216	n0																																		WP_160585193.1				WP_160585193.1						
N21.HOG0000305	OG0000217	n0																																		WP_160585731.1				WP_011206044.1						
N21.HOG0000306	OG0000218	n0																																		WP_011290058.1				WP_011290058.1						
N21.HOG0000307	OG0000219	n0																																		WP_220190714.1				WP_220190714.1						
N21.HOG0000308	OG0000220	n0																																		WP_160585732.1				WP_135618616.1						
N21.HOG0000309	OG0000221	n0																																		WP_160585733.1				WP_011206039.1						
N21.HOG0000310	OG0000222	n0																																		WP_011206038.1				WP_011206038.1						
N21.HOG0000311	OG0000223	n0																																		WP_041361589.1				WP_041361589.1						
N21.HOG0000312	OG0000224	n0																																		WP_011206035.1				WP_011206035.1, WP_220190746.1						
N21.HOG0000313	OG0000225	n0																																		WP_160585734.1				WP_044284599.1						
N21.HOG0000314	OG0000226	n0																																		WP_011206032.1				WP_011206032.1						
N21.HOG0000315	OG0000227	n0																																		WP_011206031.1				WP_160585189.1						
N21.HOG0000316	OG0000228	n0																																		WP_160585735.1				WP_160585187.1						
N21.HOG0000317	OG0000229	n0																																		WP_011206028.1				WP_011206028.1						
N21.HOG0000318	OG0000230	n0																																		WP_011206027.1				WP_160585185.1						
N21.HOG0000319	OG0000231	n0																																		WP_011206025.1				WP_160585183.1						
N21.HOG0000320	OG0000232	n0																																		WP_014579601.1				WP_014579601.1						
N21.HOG0000321	OG0000233	n0																																		WP_011290071.1				WP_160584666.1						
N21.HOG0000322	OG0000234	n0																																		WP_160585568.1				WP_160584676.1						
N21.HOG0000323	OG0000235	n0																																		WP_160585567.1				WP_160584680.1						
N21.HOG0000324	OG0000236	n0																																		WP_011283989.1				WP_011283989.1						
N21.HOG0000325	OG0000237	n0																																		WP_160585566.1				WP_160584682.1						
N21.HOG0000326	OG0000238	n0																																		WP_011283991.1				WP_011206006.1						
N21.HOG0000327	OG0000239	n0																																		WP_011290347.1				WP_011290347.1						
N21.HOG0000328	OG0000240	n0																																		WP_160585627.1				WP_160585227.1						
N21.HOG0000329	OG0000241	n0																																		WP_044284696.1				WP_160585231.1						
N21.HOG0000330	OG0000242	n0																																		WP_160585629.1				WP_160585233.1						
N21.HOG0000331	OG0000243	n0																																		WP_160585630.1				WP_011290352.1						
N21.HOG0000332	OG0000244	n0																																		WP_160585631.1				WP_041361690.1						
N21.HOG0000333	OG0000245	n0																																		WP_160585633.1				WP_011206408.1						
N21.HOG0000334	OG0000246	n0																																		WP_050195463.1				WP_258555948.1						
N21.HOG0000335	OG0000247	n0																																		WP_160585549.1				WP_160584780.1						
N21.HOG0000336	OG0000248	n0																																		WP_160585552.1				WP_052259122.1						
