Orthogroup	MHP_116_genes	MHP_111A_genes
OG0000092	ABJ972_RS00040	NB623_RS00050
OG0000093	ABJ972_RS00035	NB623_RS00035
OG0000094	ABJ972_RS00030	NB623_RS00030
OG0000095	ABJ972_RS00005	NB623_RS00005
OG0000096	ABJ972_RS03550	NB623_RS03810
OG0000097	ABJ972_RS03530	NB623_RS03790
OG0000098	ABJ972_RS03520	NB623_RS03780
OG0000099	ABJ972_RS03440	NB623_RS03730
OG0000100	ABJ972_RS03425	NB623_RS03715
OG0000101	ABJ972_RS03420	NB623_RS03710
OG0000102	ABJ972_RS01680	NB623_RS01830
OG0000103	ABJ972_RS02165	NB623_RS02355
OG0000104	ABJ972_RS02170	NB623_RS02360
OG0000105	ABJ972_RS02185	NB623_RS02380
OG0000106	ABJ972_RS02195	NB623_RS02385
OG0000107	ABJ972_RS02205	NB623_RS02395
OG0000108	ABJ972_RS02210	NB623_RS02400
OG0000109	ABJ972_RS02215	NB623_RS02405
OG0000110	ABJ972_RS02335	NB623_RS02525
OG0000111	ABJ972_RS02330	NB623_RS02520
OG0000112	ABJ972_RS02320	NB623_RS02510
OG0000113	ABJ972_RS02300	NB623_RS02490
OG0000114	ABJ972_RS02290	NB623_RS02485
OG0000115	ABJ972_RS02280	NB623_RS02470
OG0000116	ABJ972_RS01285	NB623_RS01415
OG0000117	ABJ972_RS01290	NB623_RS01420
OG0000118	ABJ972_RS01325	NB623_RS01455
OG0000119	ABJ972_RS01330	NB623_RS01465
OG0000120	ABJ972_RS01345	NB623_RS01475
OG0000121	ABJ972_RS01370	NB623_RS01505
OG0000122	ABJ972_RS01375	NB623_RS01510
OG0000123	ABJ972_RS01395	NB623_RS01530
OG0000124	ABJ972_RS01400	NB623_RS01535
OG0000125	ABJ972_RS01405	NB623_RS01545
OG0000126	ABJ972_RS01415	NB623_RS01550
OG0000127	ABJ972_RS01425	NB623_RS01560
OG0000128	ABJ972_RS01440	NB623_RS01575
OG0000129	ABJ972_RS01445	NB623_RS01580
OG0000130	ABJ972_RS01455	NB623_RS01590
OG0000131	ABJ972_RS01485	NB623_RS01620
OG0000132	ABJ972_RS01500	NB623_RS01635
OG0000133	ABJ972_RS00515	NB623_RS00525
OG0000134	ABJ972_RS00520	NB623_RS00530
OG0000135	ABJ972_RS00535	NB623_RS00545
OG0000136	ABJ972_RS00540	NB623_RS00550
OG0000137	ABJ972_RS00570	NB623_RS00590
OG0000138	ABJ972_RS01050	NB623_RS00615
OG0000139	ABJ972_RS01020	NB623_RS00645
OG0000140	ABJ972_RS01015	NB623_RS00650
OG0000141	ABJ972_RS02855	NB623_RS03095
OG0000142	ABJ972_RS02850	NB623_RS03090
OG0000143	ABJ972_RS02830	NB623_RS03075
OG0000144	ABJ972_RS02820	NB623_RS03060
OG0000145	ABJ972_RS02810	NB623_RS03050
OG0000146	ABJ972_RS02800	NB623_RS03040
OG0000147	ABJ972_RS02795	NB623_RS03035
OG0000148	ABJ972_RS02780	NB623_RS03020
OG0000149	ABJ972_RS02770	NB623_RS03010
OG0000150	ABJ972_RS02755	NB623_RS02995
OG0000151	ABJ972_RS02705	NB623_RS02945
OG0000152	ABJ972_RS02700	NB623_RS02940
OG0000153	ABJ972_RS02695	NB623_RS02935
OG0000154	ABJ972_RS02685	NB623_RS02925
OG0000155	ABJ972_RS02650	NB623_RS02885
OG0000156	ABJ972_RS02645	NB623_RS02875
OG0000157	ABJ972_RS02635	NB623_RS02870
OG0000158	ABJ972_RS02625	NB623_RS02860
OG0000159	ABJ972_RS02405	NB623_RS02615
OG0000160	ABJ972_RS02400	NB623_RS02610
OG0000161	ABJ972_RS02395	NB623_RS02605
OG0000162	ABJ972_RS02385	NB623_RS02595
OG0000163	ABJ972_RS02380	NB623_RS02590
OG0000164	ABJ972_RS01585	NB623_RS01725
OG0000165	ABJ972_RS01905	NB623_RS02155
OG0000166	ABJ972_RS01925	NB623_RS02135
OG0000167	ABJ972_RS01940	NB623_RS02120
OG0000168	ABJ972_RS01945	NB623_RS02115
OG0000169	ABJ972_RS02955	NB623_RS03200
OG0000170	ABJ972_RS02970	NB623_RS03215
OG0000171	ABJ972_RS02980	NB623_RS03225
OG0000172	ABJ972_RS02985	NB623_RS03230
OG0000173	ABJ972_RS02990	NB623_RS03235
OG0000174	ABJ972_RS02995	NB623_RS03240
OG0000175	ABJ972_RS03010	NB623_RS03265
OG0000176	ABJ972_RS03055	NB623_RS03310
OG0000177	ABJ972_RS03060	NB623_RS03315
OG0000178	ABJ972_RS03065	NB623_RS03320
OG0000179	ABJ972_RS03075	NB623_RS03330
OG0000180	ABJ972_RS03080	NB623_RS03335
OG0000181	ABJ972_RS03130	NB623_RS03375
OG0000182	ABJ972_RS03140	NB623_RS03385
OG0000183	ABJ972_RS03175	NB623_RS03420
OG0000184	ABJ972_RS03220	NB623_RS03485
OG0000185	ABJ972_RS03205	NB623_RS03475
OG0000186	ABJ972_RS01510	NB623_RS01645
OG0000187	ABJ972_RS01525	NB623_RS01660
OG0000188	ABJ972_RS01535	NB623_RS01670
OG0000189	ABJ972_RS02250	NB623_RS02445
OG0000190	ABJ972_RS02245	NB623_RS02440
OG0000191	ABJ972_RS02225	NB623_RS02415
OG0000192	ABJ972_RS01205	NB623_RS01340
OG0000193	ABJ972_RS01195	NB623_RS01325
OG0000194	ABJ972_RS00980	NB623_RS00690
OG0000195	ABJ972_RS00975	NB623_RS00695
OG0000196	ABJ972_RS00955	NB623_RS00720
OG0000197	ABJ972_RS00950	NB623_RS00730
OG0000198	ABJ972_RS00930	NB623_RS00740
OG0000199	ABJ972_RS00925	NB623_RS00745
OG0000200	ABJ972_RS00910	NB623_RS00760
OG0000201	ABJ972_RS00900	NB623_RS00770
OG0000202	ABJ972_RS00845	NB623_RS00830
OG0000203	ABJ972_RS00840	NB623_RS00835
OG0000204	ABJ972_RS00835	NB623_RS00840
OG0000205	ABJ972_RS00830	NB623_RS00845
OG0000206	ABJ972_RS00810	NB623_RS00865
OG0000207	ABJ972_RS00795	NB623_RS00880
OG0000208	ABJ972_RS00790	NB623_RS00885
OG0000209	ABJ972_RS00785	NB623_RS00890
OG0000210	ABJ972_RS00740	NB623_RS00935
OG0000211	ABJ972_RS00730	NB623_RS01070
OG0000212	ABJ972_RS00720	NB623_RS01080
OG0000213	ABJ972_RS00715	NB623_RS01085
OG0000214	ABJ972_RS00710	NB623_RS01090
OG0000215	ABJ972_RS00705	NB623_RS01095
OG0000216	ABJ972_RS00700	NB623_RS01100
OG0000217	ABJ972_RS00695	NB623_RS01105
OG0000218	ABJ972_RS00685	NB623_RS01115
OG0000219	ABJ972_RS00680	NB623_RS01120
OG0000220	ABJ972_RS00675	NB623_RS01125
OG0000221	ABJ972_RS00670	NB623_RS01130
OG0000222	ABJ972_RS00665	NB623_RS01135
OG0000223	ABJ972_RS00660	NB623_RS01140
OG0000224	ABJ972_RS00650	NB623_RS01150
OG0000225	ABJ972_RS00640	NB623_RS01160
OG0000226	ABJ972_RS00635	NB623_RS01165
OG0000227	ABJ972_RS00630	NB623_RS01170
OG0000228	ABJ972_RS00625	NB623_RS01175
OG0000229	ABJ972_RS00620	NB623_RS01180
OG0000230	ABJ972_RS00615	NB623_RS01185
OG0000231	ABJ972_RS00605	NB623_RS01195
OG0000232	ABJ972_RS00595	NB623_RS01205
OG0000233	ABJ972_RS01080	NB623_RS01225
OG0000234	ABJ972_RS01115	NB623_RS01260
OG0000235	ABJ972_RS01125	NB623_RS01270
OG0000236	ABJ972_RS01130	NB623_RS01275
OG0000237	ABJ972_RS01135	NB623_RS01280
OG0000238	ABJ972_RS01140	NB623_RS01285
OG0000239	ABJ972_RS02865	NB623_RS03105
OG0000240	ABJ972_RS02870	NB623_RS03110
OG0000241	ABJ972_RS02880	NB623_RS03120
OG0000242	ABJ972_RS02885	NB623_RS03125
OG0000243	ABJ972_RS02890	NB623_RS03130
OG0000244	ABJ972_RS02900	NB623_RS03140
OG0000245	ABJ972_RS02910	NB623_RS03145
OG0000246	ABJ972_RS00125	NB623_RS00130
OG0000247	ABJ972_RS00135	NB623_RS00140
OG0000248	ABJ972_RS00145	NB623_RS00150
OG0000249	ABJ972_RS00150	NB623_RS00155
OG0000250	ABJ972_RS00165	NB623_RS00175
OG0000251	ABJ972_RS00195	NB623_RS00205
OG0000252	ABJ972_RS00205	NB623_RS00210
OG0000253	ABJ972_RS00210	NB623_RS00215
OG0000254	ABJ972_RS00220	NB623_RS00225
OG0000255	ABJ972_RS00225	NB623_RS00230
OG0000256	ABJ972_RS00230	NB623_RS00240
OG0000257	ABJ972_RS00255	NB623_RS00260
OG0000258	ABJ972_RS00265	NB623_RS00270
OG0000259	ABJ972_RS00295	NB623_RS00300
OG0000260	ABJ972_RS00305	NB623_RS00310
OG0000261	ABJ972_RS00315	NB623_RS00320
OG0000262	ABJ972_RS00330	NB623_RS00340
OG0000263	ABJ972_RS00345	NB623_RS00350
OG0000264	ABJ972_RS00360	NB623_RS00365
OG0000265	ABJ972_RS00370	NB623_RS00375
OG0000266	ABJ972_RS00385	NB623_RS00390
OG0000267	ABJ972_RS00400	NB623_RS00405
OG0000268	ABJ972_RS00405	NB623_RS00410
OG0000269	ABJ972_RS00420	NB623_RS00425
OG0000270	ABJ972_RS03395	NB623_RS03685
OG0000271	ABJ972_RS03390	NB623_RS03675
OG0000272	ABJ972_RS03385	NB623_RS03670
OG0000273	ABJ972_RS03380	NB623_RS03665
OG0000274	ABJ972_RS03360	NB623_RS03650
OG0000275	ABJ972_RS03355	NB623_RS03640
OG0000276	ABJ972_RS03350	NB623_RS03635
OG0000277	ABJ972_RS03340	NB623_RS03625
OG0000278	ABJ972_RS03335	NB623_RS03620
OG0000279	ABJ972_RS03325	NB623_RS03615
OG0000280	ABJ972_RS03320	NB623_RS03605
OG0000281	ABJ972_RS03315	NB623_RS03600
OG0000282	ABJ972_RS03290	NB623_RS03570
OG0000283	ABJ972_RS03285	NB623_RS03565
OG0000284	ABJ972_RS03280	NB623_RS03560
OG0000285	ABJ972_RS03275	NB623_RS03555
OG0000286	ABJ972_RS02365	NB623_RS02575
OG0000287	ABJ972_RS02455	NB623_RS02675
OG0000288	ABJ972_RS02465	NB623_RS02685
OG0000289	ABJ972_RS02470	NB623_RS02690
OG0000290	ABJ972_RS02580	NB623_RS02810
OG0000291	ABJ972_RS02570	NB623_RS02800
OG0000292	ABJ972_RS02565	NB623_RS02795
OG0000293	ABJ972_RS02560	NB623_RS02790
OG0000294	ABJ972_RS02550	NB623_RS02780
OG0000295	ABJ972_RS02545	NB623_RS02775
OG0000296	ABJ972_RS02505	NB623_RS02730
OG0000297	ABJ972_RS02500	NB623_RS02725
OG0000298	ABJ972_RS00160	NB623_RS00165
OG0000299	ABJ972_RS00180	NB623_RS00185
OG0000300	ABJ972_RS00355	NB623_RS00360
OG0000301	ABJ972_RS00390	NB623_RS00395
OG0000302	ABJ972_RS00395	NB623_RS00400
OG0000303	ABJ972_RS00545	NB623_RS00555
OG0000304	ABJ972_RS00590	NB623_RS01210
OG0000305	ABJ972_RS02805	NB623_RS03045
OG0000306	ABJ972_RS02730	NB623_RS02970
OG0000307	ABJ972_RS02690	NB623_RS02930
OG0000308	ABJ972_RS02600	NB623_RS02835
OG0000309	ABJ972_RS02535	NB623_RS02765
OG0000310	ABJ972_RS02460	NB623_RS02680
OG0000311	ABJ972_RS02425	NB623_RS02635
OG0000312	ABJ972_RS02410	NB623_RS02620
OG0000313	ABJ972_RS01575	NB623_RS01715
OG0000314	ABJ972_RS01920	NB623_RS02140
OG0000315	ABJ972_RS01950	NB623_RS02110
OG0000316	ABJ972_RS01960	NB623_RS02100
OG0000317	ABJ972_RS02055	NB623_RS02005
OG0000318	ABJ972_RS01965	NB623_RS02095
OG0000319	ABJ972_RS02180	NB623_RS02370
OG0000320	ABJ972_RS02310	NB623_RS02500
OG0000321	ABJ972_RS01320	NB623_RS01450
OG0000322	ABJ972_RS01365	NB623_RS01500
OG0000323	ABJ972_RS01495	NB623_RS01630
OG0000324	ABJ972_RS02220	NB623_RS02410
OG0000325	ABJ972_RS00970	NB623_RS00705
OG0000326	ABJ972_RS00870	NB623_RS00805
OG0000327	ABJ972_RS00865	NB623_RS00810
OG0000328	ABJ972_RS00780	NB623_RS00895
OG0000329	ABJ972_RS00760	NB623_RS00915
OG0000330	ABJ972_RS01090	NB623_RS01235
OG0000331	ABJ972_RS02895	NB623_RS03135
OG0000332	ABJ972_RS03020	NB623_RS03270
OG0000333	ABJ972_RS03030	NB623_RS03280
OG0000334	ABJ972_RS03135	NB623_RS03380
OG0000335	ABJ972_RS03145	NB623_RS03390
OG0000336	ABJ972_RS03305	NB623_RS03590
OG0000337	ABJ972_RS03505	NB623_RS03765
OG0000338	ABJ972_RS03545	NB623_RS03805
OG0000339	ABJ972_RS02285	NB623_RS02475
OG0000340	ABJ972_RS01300	NB623_RS01430
OG0000341	ABJ972_RS02240	NB623_RS02435
OG0000342	ABJ972_RS00935	NB623_RS00735
OG0000343	ABJ972_RS03040	NB623_RS03290
OG0000344	ABJ972_RS00560	NB623_RS00570
OG0000345	ABJ972_RS00645	NB623_RS01155
OG0000346	ABJ972_RS03310	NB623_RS03595
OG0000347	ABJ972_RS01390	NB623_RS01525
OG0000348	ABJ972_RS00860	NB623_RS00815
OG0000349	ABJ972_RS03370	NB623_RS03655
OG0000350	ABJ972_RS02680	NB623_RS02920
OG0000351	ABJ972_RS00480	NB623_RS00480
OG0000352	ABJ972_RS01900	NB623_RS02160
OG0000353	ABJ972_RS01360	NB623_RS01490
OG0000354	ABJ972_RS01035	NB623_RS00630
OG0000355	ABJ972_RS01875	NB623_RS02185
OG0000356	ABJ972_RS01955	NB623_RS02105
OG0000357	ABJ972_RS03000	NB623_RS03245
OG0000358	ABJ972_RS03005	NB623_RS03250
OG0000359	ABJ972_RS00890	NB623_RS00780
OG0000360	ABJ972_RS00260	NB623_RS00265
OG0000361	ABJ972_RS00290	NB623_RS00295
OG0000362	ABJ972_RS02480	NB623_RS02705
OG0000363	ABJ972_RS01430	NB623_RS01565
OG0000364	ABJ972_RS01855	NB623_RS02210
OG0000365	ABJ972_RS02005	NB623_RS02060
OG0000366	ABJ972_RS02025	NB623_RS02035
OG0000367	ABJ972_RS02035	NB623_RS02025
OG0000368	ABJ972_RS00060	NB623_RS00060
OG0000369	ABJ972_RS00025	NB623_RS00025
OG0000370	ABJ972_RS00020	NB623_RS00020
OG0000371	ABJ972_RS00015	NB623_RS00015
OG0000372	ABJ972_RS00010	NB623_RS00010
OG0000373	ABJ972_RS03535	NB623_RS03795
OG0000374	ABJ972_RS03525	NB623_RS03785
OG0000375	ABJ972_RS02175	NB623_RS02365
OG0000376	ABJ972_RS02325	NB623_RS02515
OG0000377	ABJ972_RS02315	NB623_RS02505
OG0000378	ABJ972_RS01280	NB623_RS01410
OG0000379	ABJ972_RS01355	NB623_RS01485
OG0000380	ABJ972_RS01380	NB623_RS01515
OG0000381	ABJ972_RS01420	NB623_RS01555
OG0000382	ABJ972_RS01450	NB623_RS01585
OG0000383	ABJ972_RS01490	NB623_RS01625
OG0000384	ABJ972_RS00500	NB623_RS00510
OG0000385	ABJ972_RS00505	NB623_RS00520
OG0000386	ABJ972_RS00525	NB623_RS00535
OG0000387	ABJ972_RS00550	NB623_RS00560
OG0000388	ABJ972_RS00555	NB623_RS00565
OG0000389	ABJ972_RS01055	NB623_RS00610
OG0000390	ABJ972_RS02825	NB623_RS03065
OG0000391	ABJ972_RS02815	NB623_RS03055
OG0000392	ABJ972_RS02790	NB623_RS03030
OG0000393	ABJ972_RS02735	NB623_RS02975
OG0000394	ABJ972_RS02660	NB623_RS02895
OG0000395	ABJ972_RS02655	NB623_RS02890
OG0000396	ABJ972_RS02370	NB623_RS02580
OG0000397	ABJ972_RS01885	NB623_RS02175
OG0000398	ABJ972_RS01890	NB623_RS02170
OG0000399	ABJ972_RS01935	NB623_RS02125
OG0000400	ABJ972_RS02965	NB623_RS03210
OG0000401	ABJ972_RS03025	NB623_RS03275
OG0000402	ABJ972_RS03035	NB623_RS03285
OG0000403	ABJ972_RS03045	NB623_RS03295
OG0000404	ABJ972_RS03070	NB623_RS03325
OG0000405	ABJ972_RS03090	NB623_RS03340
OG0000406	ABJ972_RS03150	NB623_RS03395
OG0000407	ABJ972_RS03155	NB623_RS03400
OG0000408	ABJ972_RS03160	NB623_RS03405
OG0000409	ABJ972_RS03165	NB623_RS03410
OG0000410	ABJ972_RS03225	NB623_RS03495
OG0000411	ABJ972_RS03215	NB623_RS03480
OG0000413	ABJ972_RS01505	NB623_RS01640
OG0000414	ABJ972_RS01515	NB623_RS01650
OG0000415	ABJ972_RS01520	NB623_RS01655
OG0000416	ABJ972_RS01530	NB623_RS01665
OG0000417	ABJ972_RS02235	NB623_RS02430
OG0000418	ABJ972_RS02230	NB623_RS02420
OG0000419	ABJ972_RS00960	NB623_RS00715
OG0000420	ABJ972_RS00920	NB623_RS00750
OG0000421	ABJ972_RS00885	NB623_RS00790
OG0000422	ABJ972_RS00875	NB623_RS00800
OG0000423	ABJ972_RS00820	NB623_RS00855
OG0000424	ABJ972_RS00815	NB623_RS00860
OG0000425	ABJ972_RS00805	NB623_RS00870
OG0000426	ABJ972_RS00800	NB623_RS00875
OG0000427	ABJ972_RS00775	NB623_RS00900
OG0000428	ABJ972_RS00750	NB623_RS00925
OG0000429	ABJ972_RS00655	NB623_RS01145
OG0000430	ABJ972_RS00610	NB623_RS01190
OG0000431	ABJ972_RS00600	NB623_RS01200
OG0000432	ABJ972_RS01085	NB623_RS01230
OG0000433	ABJ972_RS01100	NB623_RS01245
OG0000434	ABJ972_RS01105	NB623_RS01255
OG0000435	ABJ972_RS01120	NB623_RS01265
OG0000436	ABJ972_RS01145	NB623_RS01290
OG0000437	ABJ972_RS01155	NB623_RS01300
OG0000438	ABJ972_RS01160	NB623_RS01305
OG0000439	ABJ972_RS01165	NB623_RS01310
OG0000440	ABJ972_RS02875	NB623_RS03115
OG0000441	ABJ972_RS02915	NB623_RS03150
OG0000442	ABJ972_RS00130	NB623_RS00135
OG0000443	ABJ972_RS00175	NB623_RS00180
OG0000444	ABJ972_RS00190	NB623_RS00195
OG0000445	ABJ972_RS00215	NB623_RS00220
OG0000446	ABJ972_RS00240	NB623_RS00245
OG0000447	ABJ972_RS00245	NB623_RS00255
OG0000448	ABJ972_RS00275	NB623_RS00280
OG0000449	ABJ972_RS00300	NB623_RS00305
OG0000450	ABJ972_RS00310	NB623_RS00315
OG0000451	ABJ972_RS00350	NB623_RS00355
OG0000452	ABJ972_RS00375	NB623_RS00380
OG0000453	ABJ972_RS00410	NB623_RS00415
OG0000455	ABJ972_RS03415	NB623_RS03705
OG0000456	ABJ972_RS03295	NB623_RS03580
OG0000457	ABJ972_RS03270	NB623_RS03545
OG0000458	ABJ972_RS02450	NB623_RS02670
OG0000459	ABJ972_RS02475	NB623_RS02700
OG0000460	ABJ972_RS02485	NB623_RS02710
OG0000461	ABJ972_RS02530	NB623_RS02755
OG0000462	ABJ972_RS02525	NB623_RS02750
OG0000463	ABJ972_RS02520	NB623_RS02745
OG0000464	ABJ972_RS02515	NB623_RS02740
OG0000465	ABJ972_RS02510	NB623_RS02735
OG0000466	ABJ972_RS00380	NB623_RS00385
OG0000467	ABJ972_RS02610	NB623_RS02845
OG0000468	ABJ972_RS01930	NB623_RS02130
OG0000469	ABJ972_RS01990	NB623_RS02070
OG0000470	ABJ972_RS00825	NB623_RS00850
OG0000471	ABJ972_RS00745	NB623_RS00930
OG0000472	ABJ972_RS03235	NB623_RS03500
OG0000473	ABJ972_RS03400	NB623_RS03690
OG0000474	ABJ972_RS03405	NB623_RS03695
OG0000475	ABJ972_RS03410	NB623_RS03700
OG0000476	ABJ972_RS01540	NB623_RS01675
OG0000477	ABJ972_RS02555	NB623_RS02785
OG0000478	ABJ972_RS03345	NB623_RS03630
OG0000479	ABJ972_RS01315	NB623_RS01445
OG0000480	ABJ972_RS01995	NB623_RS02065
OG0000481	ABJ972_RS00850	NB623_RS00825
OG0000482	ABJ972_RS01200	NB623_RS01330
OG0000483	ABJ972_RS02040	NB623_RS02020
OG0000484	ABJ972_RS00185	NB623_RS00190
OG0000485	ABJ972_RS01150	NB623_RS01295
OG0000486	ABJ972_RS02255	NB623_RS02450
OG0000488	ABJ972_RS02010	NB623_RS02055
OG0000490	ABJ972_RS03540	NB623_RS03800
OG0000493	ABJ972_RS00565	NB623_RS00575
OG0000494	ABJ972_RS01030	NB623_RS00635
OG0000495	ABJ972_RS02760	NB623_RS03005
OG0000496	ABJ972_RS02750	NB623_RS02990
OG0000497	ABJ972_RS02745	NB623_RS02985
OG0000498	ABJ972_RS02665	NB623_RS02900
OG0000499	ABJ972_RS02630	NB623_RS02865
OG0000500	ABJ972_RS01895	NB623_RS02165
OG0000501	ABJ972_RS02975	NB623_RS03220
OG0000502	ABJ972_RS01190	NB623_RS01320
OG0000503	ABJ972_RS00905	NB623_RS00765
OG0000504	ABJ972_RS00770	NB623_RS00905
OG0000505	ABJ972_RS00735	NB623_RS01065
OG0000506	ABJ972_RS00725	NB623_RS01075
OG0000507	ABJ972_RS00690	NB623_RS01110
OG0000509	ABJ972_RS00270	NB623_RS00275
OG0000510	ABJ972_RS00280	NB623_RS00285
OG0000511	ABJ972_RS00415	NB623_RS00420
OG0000512	ABJ972_RS02490	NB623_RS02715
OG0000514	ABJ972_RS02785	NB623_RS03025
OG0000516	ABJ972_RS01975	NB623_RS02090
OG0000517	ABJ972_RS00065	NB623_RS00065
OG0000519	ABJ972_RS00880	NB623_RS00795
OG0000520	ABJ972_RS00755	NB623_RS00920
OG0000522	ABJ972_RS00285	NB623_RS00290
OG0000523	ABJ972_RS03265	NB623_RS03540
OG0000524	ABJ972_RS02605	NB623_RS02840
OG0000525	ABJ972_RS03240	NB623_RS03505
