Orthogroup	MHP_116_genes	MHP_UFV01_genes
OG0000334	ABJ972_RS03135	FEF30_RS03565
OG0000335	ABJ972_RS03145	FEF30_RS03575
OG0000336	ABJ972_RS03305	FEF30_RS04140
OG0000337	ABJ972_RS03505	FEF30_RS00285
OG0000338	ABJ972_RS03545	FEF30_RS00325
OG0000339	ABJ972_RS02285	FEF30_RS02710
OG0000340	ABJ972_RS01300	FEF30_RS01625
OG0000341	ABJ972_RS02240	FEF30_RS02665
OG0000342	ABJ972_RS00935	FEF30_RS01040
OG0000343	ABJ972_RS03040	FEF30_RS03480
OG0000344	ABJ972_RS00560	FEF30_RS00885
OG0000345	ABJ972_RS00645	FEF30_RS01330
OG0000346	ABJ972_RS03310	FEF30_RS00125
OG0000347	ABJ972_RS01390	FEF30_RS01720
OG0000348	ABJ972_RS00860	FEF30_RS01115
OG0000349	ABJ972_RS03370	FEF30_RS04150
OG0000350	ABJ972_RS02680	FEF30_RS03135
OG0000351	ABJ972_RS00480	FEF30_RS00805
OG0000352	ABJ972_RS01900	FEF30_RS02315
OG0000353	ABJ972_RS01360	FEF30_RS01690
OG0000354	ABJ972_RS01035	FEF30_RS00950
OG0000355	ABJ972_RS01875	FEF30_RS04310
OG0000356	ABJ972_RS01955	FEF30_RS04315
OG0000357	ABJ972_RS03000	FEF30_RS04390
OG0000358	ABJ972_RS03005	FEF30_RS03445
OG0000359	ABJ972_RS00890	FEF30_RS04215
OG0000360	ABJ972_RS00260	FEF30_RS00590
OG0000361	ABJ972_RS00290	FEF30_RS00620
OG0000362	ABJ972_RS02480	FEF30_RS02920
OG0000363	ABJ972_RS01430	FEF30_RS01760
OG0000365	ABJ972_RS02005	FEF30_RS04335
OG0000366	ABJ972_RS02025	FEF30_RS02440
OG0000367	ABJ972_RS02035	FEF30_RS02450
OG0000368	ABJ972_RS00060	FEF30_RS00390
OG0000369	ABJ972_RS00025	FEF30_RS04170
OG0000370	ABJ972_RS00020	FEF30_RS00350
OG0000371	ABJ972_RS00015	FEF30_RS00345
OG0000372	ABJ972_RS00010	FEF30_RS00340
OG0000373	ABJ972_RS03535	FEF30_RS00315
OG0000374	ABJ972_RS03525	FEF30_RS00305
OG0000375	ABJ972_RS02175	FEF30_RS02600
OG0000376	ABJ972_RS02325	FEF30_RS02750
OG0000377	ABJ972_RS02315	FEF30_RS02740
OG0000378	ABJ972_RS01280	FEF30_RS01605
OG0000379	ABJ972_RS01355	FEF30_RS01685
OG0000380	ABJ972_RS01380	FEF30_RS01710
OG0000381	ABJ972_RS01420	FEF30_RS01750
OG0000382	ABJ972_RS01450	FEF30_RS01780
OG0000383	ABJ972_RS01490	FEF30_RS01820
OG0000384	ABJ972_RS00500	FEF30_RS00825
OG0000385	ABJ972_RS00505	FEF30_RS00830
OG0000386	ABJ972_RS00525	FEF30_RS00850
OG0000387	ABJ972_RS00550	FEF30_RS00875
OG0000388	ABJ972_RS00555	FEF30_RS04205
OG0000389	ABJ972_RS01055	FEF30_RS00930
OG0000390	ABJ972_RS02825	FEF30_RS03280
OG0000391	ABJ972_RS02815	FEF30_RS03270
OG0000392	ABJ972_RS02790	FEF30_RS03245
OG0000393	ABJ972_RS02735	FEF30_RS04380
OG0000394	ABJ972_RS02660	FEF30_RS03110
OG0000395	ABJ972_RS02655	FEF30_RS03105
OG0000396	ABJ972_RS02370	FEF30_RS02800
OG0000397	ABJ972_RS01885	FEF30_RS02300
OG0000398	ABJ972_RS01890	FEF30_RS02305
OG0000399	ABJ972_RS01935	FEF30_RS02350
OG0000400	ABJ972_RS02965	FEF30_RS03405
OG0000401	ABJ972_RS03025	FEF30_RS03465
OG0000402	ABJ972_RS03035	FEF30_RS03475
OG0000403	ABJ972_RS03045	FEF30_RS03485
OG0000404	ABJ972_RS03070	FEF30_RS03510
OG0000405	ABJ972_RS03090	FEF30_RS04480
OG0000406	ABJ972_RS03150	FEF30_RS03580
OG0000407	ABJ972_RS03155	FEF30_RS04400
OG0000408	ABJ972_RS03160	FEF30_RS03590
OG0000409	ABJ972_RS03165	FEF30_RS03595
OG0000410	ABJ972_RS03225	FEF30_RS00030
OG0000411	ABJ972_RS03215	FEF30_RS00020
OG0000412	ABJ972_RS03210	FEF30_RS00015
OG0000413	ABJ972_RS01505	FEF30_RS01835
OG0000414	ABJ972_RS01515	FEF30_RS01845
OG0000415	ABJ972_RS01520	FEF30_RS01850
OG0000416	ABJ972_RS01530	FEF30_RS01860
OG0000417	ABJ972_RS02235	FEF30_RS02660
OG0000418	ABJ972_RS02230	FEF30_RS02655
OG0000419	ABJ972_RS00960	FEF30_RS01020
OG0000420	ABJ972_RS00920	FEF30_RS01055
OG0000421	ABJ972_RS00885	FEF30_RS01090
OG0000422	ABJ972_RS00875	FEF30_RS01100
OG0000423	ABJ972_RS00820	FEF30_RS01155
OG0000424	ABJ972_RS00815	FEF30_RS01160
OG0000425	ABJ972_RS00805	FEF30_RS01170
OG0000426	ABJ972_RS00800	FEF30_RS04220
OG0000427	ABJ972_RS00775	FEF30_RS04225
OG0000428	ABJ972_RS00750	FEF30_RS01225
OG0000429	ABJ972_RS00655	FEF30_RS01320
OG0000430	ABJ972_RS00610	FEF30_RS01365
OG0000431	ABJ972_RS00600	FEF30_RS01375
OG0000432	ABJ972_RS01085	FEF30_RS01410
OG0000433	ABJ972_RS01100	FEF30_RS01425
OG0000434	ABJ972_RS01105	FEF30_RS01430
OG0000435	ABJ972_RS01120	FEF30_RS01445
OG0000436	ABJ972_RS01145	FEF30_RS01470
OG0000437	ABJ972_RS01155	FEF30_RS01480
OG0000438	ABJ972_RS01160	FEF30_RS01485
OG0000439	ABJ972_RS01165	FEF30_RS04235
OG0000440	ABJ972_RS02875	FEF30_RS03330
OG0000441	ABJ972_RS02915	FEF30_RS03370
OG0000442	ABJ972_RS00130	FEF30_RS00460
OG0000443	ABJ972_RS00175	FEF30_RS00505
OG0000444	ABJ972_RS00190	FEF30_RS00520
OG0000445	ABJ972_RS00215	FEF30_RS00545
OG0000446	ABJ972_RS00240	FEF30_RS00570
OG0000447	ABJ972_RS00245	FEF30_RS00575
OG0000448	ABJ972_RS00275	FEF30_RS00605
OG0000449	ABJ972_RS00300	FEF30_RS00630
OG0000450	ABJ972_RS00310	FEF30_RS00640
OG0000451	ABJ972_RS00350	FEF30_RS00680
OG0000452	ABJ972_RS00375	FEF30_RS00705
OG0000453	ABJ972_RS00410	FEF30_RS00740
OG0000455	ABJ972_RS03415	FEF30_RS00230
OG0000456	ABJ972_RS03295	FEF30_RS00110
OG0000457	ABJ972_RS03270	FEF30_RS00085
OG0000458	ABJ972_RS02450	FEF30_RS02890
OG0000459	ABJ972_RS02475	FEF30_RS02915
OG0000460	ABJ972_RS02485	FEF30_RS02925
OG0000461	ABJ972_RS02530	FEF30_RS02970
OG0000462	ABJ972_RS02525	FEF30_RS02965
OG0000463	ABJ972_RS02520	FEF30_RS02960
OG0000464	ABJ972_RS02515	FEF30_RS02955
OG0000465	ABJ972_RS02510	FEF30_RS02950
OG0000466	ABJ972_RS00380	FEF30_RS00710
OG0000467	ABJ972_RS02610	FEF30_RS04360
OG0000468	ABJ972_RS01930	FEF30_RS02345
OG0000469	ABJ972_RS01990	FEF30_RS02405
OG0000470	ABJ972_RS00825	FEF30_RS01150
OG0000471	ABJ972_RS00745	FEF30_RS01230
OG0000472	ABJ972_RS03235	FEF30_RS00040
OG0000473	ABJ972_RS03400	FEF30_RS00215
OG0000474	ABJ972_RS03405	FEF30_RS00220
OG0000475	ABJ972_RS03410	FEF30_RS00225
OG0000476	ABJ972_RS01540	FEF30_RS01870
OG0000477	ABJ972_RS02555	FEF30_RS02995
OG0000478	ABJ972_RS03345	FEF30_RS00160
OG0000479	ABJ972_RS01315	FEF30_RS01640
OG0000480	ABJ972_RS01995	FEF30_RS02410
OG0000481	ABJ972_RS00850	FEF30_RS01125
OG0000482	ABJ972_RS01200	FEF30_RS01520
OG0000483	ABJ972_RS02040	FEF30_RS02455
OG0000484	ABJ972_RS00185	FEF30_RS04190
OG0000485	ABJ972_RS01150	FEF30_RS01475
OG0000486	ABJ972_RS02255	FEF30_RS02680
OG0000487	ABJ972_RS01970	FEF30_RS04325
OG0000488	ABJ972_RS02010	FEF30_RS02425
OG0000489	ABJ972_RS00050	FEF30_RS00380
OG0000490	ABJ972_RS03540	FEF30_RS00320
OG0000491	ABJ972_RS01335	FEF30_RS01660
OG0000492	ABJ972_RS01410	FEF30_RS01740
OG0000493	ABJ972_RS00565	FEF30_RS00890
OG0000494	ABJ972_RS01030	FEF30_RS00955
OG0000495	ABJ972_RS02760	FEF30_RS03215
OG0000496	ABJ972_RS02750	FEF30_RS03205
OG0000497	ABJ972_RS02745	FEF30_RS03200
