Orthogroup	MHP_Ue273_genes	MHP_7422_genes
OG0000048	VQY17_RS02180	MHL_RS02170
OG0000049	VQY17_RS03040	MHL_RS03060
OG0000050	VQY17_RS02445	MHL_RS02510
OG0000051	VQY17_RS02645	MHL_RS02710
OG0000052	VQY17_RS00075	MHL_RS00080
OG0000053	VQY17_RS01470	MHL_RS01530
OG0000054	VQY17_RS02470	MHL_RS02535
OG0000055	VQY17_RS00135	MHL_RS00140
OG0000056	VQY17_RS03535	MHL_RS03530
OG0000057	VQY17_RS02905	MHL_RS02970
OG0000060	VQY17_RS00080	MHL_RS04115
OG0000061	VQY17_RS01930	MHL_RS01940
OG0000062	VQY17_RS03585	MHL_RS03580
OG0000063	VQY17_RS03580	MHL_RS03575
OG0000064	VQY17_RS03570	MHL_RS03565
OG0000065	VQY17_RS02255	MHL_RS02310
OG0000066	VQY17_RS01370	MHL_RS01435
OG0000067	VQY17_RS00525	MHL_RS00525
OG0000068	VQY17_RS00645	MHL_RS00735
OG0000069	VQY17_RS02795	MHL_RS02860
OG0000070	VQY17_RS02475	MHL_RS02540
OG0000071	VQY17_RS03260	MHL_RS03275
OG0000072	VQY17_RS03265	MHL_RS03280
OG0000073	VQY17_RS00705	MHL_RS00795
OG0000074	VQY17_RS00910	MHL_RS03950, MHL_RS04210
OG0000075	VQY17_RS00345	MHL_RS00345
OG0000077	VQY17_RS00445	MHL_RS00450
OG0000078	VQY17_RS01715	MHL_RS01755
OG0000079	VQY17_RS02550	MHL_RS02615
OG0000080	VQY17_RS02595	MHL_RS03870
OG0000081	VQY17_RS00340	MHL_RS00340
OG0000082	VQY17_RS02400	MHL_RS02460
OG0000083	VQY17_RS02095	MHL_RS02095
OG0000084	VQY17_RS02125	MHL_RS02120
OG0000085	VQY17_RS02135	MHL_RS02125
OG0000086	VQY17_RS02145	MHL_RS02135
OG0000087	VQY17_RS02160	MHL_RS02150
OG0000088	VQY17_RS02165	MHL_RS02155
OG0000089	VQY17_RS02175	MHL_RS02165
OG0000090	VQY17_RS00070	MHL_RS00075
OG0000091	VQY17_RS00055	MHL_RS00060
OG0000092	VQY17_RS00040	MHL_RS00045
OG0000093	VQY17_RS00035	MHL_RS00040
OG0000094	VQY17_RS00030	MHL_RS00035
OG0000095	VQY17_RS00005	MHL_RS00010
OG0000096	VQY17_RS03620	MHL_RS03615
OG0000097	VQY17_RS03600	MHL_RS03595
OG0000098	VQY17_RS03590	MHL_RS03585
OG0000099	VQY17_RS03540	MHL_RS03535
OG0000100	VQY17_RS03525	MHL_RS03520
OG0000101	VQY17_RS03520	MHL_RS03515
OG0000102	VQY17_RS01750	MHL_RS01780
OG0000103	VQY17_RS02220	MHL_RS02275
OG0000104	VQY17_RS02225	MHL_RS02280
OG0000105	VQY17_RS02240	MHL_RS02295
OG0000106	VQY17_RS02250	MHL_RS02305
OG0000107	VQY17_RS02260	MHL_RS02315
OG0000108	VQY17_RS02265	MHL_RS02320
OG0000109	VQY17_RS02270	MHL_RS02325
OG0000110	VQY17_RS02390	MHL_RS02450
OG0000111	VQY17_RS02385	MHL_RS02445
OG0000112	VQY17_RS02375	MHL_RS02435
OG0000113	VQY17_RS02355	MHL_RS02415
OG0000114	VQY17_RS02345	MHL_RS02405
OG0000115	VQY17_RS02335	MHL_RS02395
OG0000116	VQY17_RS01315	MHL_RS01380
OG0000117	VQY17_RS01320	MHL_RS01385
OG0000118	VQY17_RS01355	MHL_RS01420
OG0000119	VQY17_RS01360	MHL_RS01425
OG0000120	VQY17_RS01375	MHL_RS01440
OG0000121	VQY17_RS01405	MHL_RS01465
OG0000122	VQY17_RS01410	MHL_RS01470
OG0000123	VQY17_RS01430	MHL_RS01490
OG0000124	VQY17_RS01435	MHL_RS01495
OG0000125	VQY17_RS01440	MHL_RS01500
OG0000126	VQY17_RS01455	MHL_RS01510
OG0000127	VQY17_RS01460	MHL_RS01520
OG0000128	VQY17_RS01475	MHL_RS01535
OG0000129	VQY17_RS01480	MHL_RS01540
OG0000130	VQY17_RS01490	MHL_RS01550
OG0000131	VQY17_RS01520	MHL_RS01580
OG0000132	VQY17_RS01535	MHL_RS01595
OG0000133	VQY17_RS00530	MHL_RS00530
OG0000134	VQY17_RS00535	MHL_RS00535
OG0000135	VQY17_RS00550	MHL_RS00550
OG0000136	VQY17_RS00555	MHL_RS00555
OG0000137	VQY17_RS00595	MHL_RS00585
OG0000138	VQY17_RS00620	MHL_RS00710
OG0000139	VQY17_RS00650	MHL_RS00740
OG0000140	VQY17_RS00655	MHL_RS00745
OG0000141	VQY17_RS02915	MHL_RS02980
OG0000142	VQY17_RS02910	MHL_RS02975
OG0000143	VQY17_RS02885	MHL_RS02950
OG0000144	VQY17_RS02875	MHL_RS02940
OG0000145	VQY17_RS02865	MHL_RS02930
OG0000146	VQY17_RS02855	MHL_RS02920
OG0000147	VQY17_RS02850	MHL_RS02915
OG0000148	VQY17_RS02835	MHL_RS02900
OG0000149	VQY17_RS02825	MHL_RS02890
OG0000150	VQY17_RS02810	MHL_RS02875
OG0000151	VQY17_RS02760	MHL_RS02830
OG0000152	VQY17_RS02755	MHL_RS02825
OG0000153	VQY17_RS02750	MHL_RS02820
OG0000154	VQY17_RS02740	MHL_RS02810
OG0000155	VQY17_RS02705	MHL_RS02770
OG0000156	VQY17_RS02695	MHL_RS02760
OG0000157	VQY17_RS02690	MHL_RS02755
OG0000158	VQY17_RS02680	MHL_RS04195
OG0000159	VQY17_RS02460	MHL_RS02525
OG0000160	VQY17_RS02455	MHL_RS02520
OG0000161	VQY17_RS02450	MHL_RS02515
OG0000162	VQY17_RS02440	MHL_RS02505
OG0000163	VQY17_RS02435	MHL_RS02500
OG0000164	VQY17_RS01640	MHL_RS01690
OG0000165	VQY17_RS02015	MHL_RS02015
OG0000166	VQY17_RS02035	MHL_RS02035
OG0000167	VQY17_RS02050	MHL_RS02050
OG0000168	VQY17_RS02055	MHL_RS04040
OG0000169	VQY17_RS03035	MHL_RS03055
OG0000170	VQY17_RS03050	MHL_RS03070
OG0000171	VQY17_RS03060	MHL_RS03080
OG0000172	VQY17_RS03065	MHL_RS03085
OG0000173	VQY17_RS03070	MHL_RS03090
OG0000174	VQY17_RS03075	MHL_RS03095
OG0000175	VQY17_RS03090	MHL_RS03110
OG0000176	VQY17_RS03135	MHL_RS03160
OG0000177	VQY17_RS03140	MHL_RS03165
OG0000178	VQY17_RS03145	MHL_RS03170
OG0000179	VQY17_RS03155	MHL_RS03180
OG0000180	VQY17_RS03160	MHL_RS03185
OG0000181	VQY17_RS03210	MHL_RS03225
OG0000182	VQY17_RS03220	MHL_RS03235
OG0000183	VQY17_RS03255	MHL_RS03270
OG0000184	VQY17_RS03305	MHL_RS03310
OG0000185	VQY17_RS03290	MHL_RS03295
OG0000186	VQY17_RS01545	MHL_RS01605
OG0000187	VQY17_RS01560	MHL_RS01620
OG0000188	VQY17_RS01570	MHL_RS01630
OG0000189	VQY17_RS02305	MHL_RS02365
OG0000190	VQY17_RS02300	MHL_RS02360
OG0000191	VQY17_RS02280	MHL_RS02340
OG0000192	VQY17_RS01240	MHL_RS01300
OG0000193	VQY17_RS01230	MHL_RS01290
OG0000194	VQY17_RS00690	MHL_RS00780
OG0000195	VQY17_RS00695	MHL_RS00785
OG0000196	VQY17_RS00715	MHL_RS00805
OG0000197	VQY17_RS00720	MHL_RS00810
OG0000198	VQY17_RS00735	MHL_RS00825
OG0000199	VQY17_RS00740	MHL_RS00830
OG0000200	VQY17_RS00755	MHL_RS00840
OG0000201	VQY17_RS00765	MHL_RS00850
OG0000202	VQY17_RS00825	MHL_RS00905
OG0000203	VQY17_RS00830	MHL_RS00910
OG0000204	VQY17_RS00835	MHL_RS00915
OG0000205	VQY17_RS00840	MHL_RS00920
OG0000206	VQY17_RS00860	MHL_RS00940
OG0000207	VQY17_RS00875	MHL_RS00955
OG0000208	VQY17_RS00880	MHL_RS00960
OG0000209	VQY17_RS00885	MHL_RS00965
OG0000210	VQY17_RS00935	MHL_RS01010
OG0000211	VQY17_RS00970	MHL_RS01020
OG0000212	VQY17_RS00980	MHL_RS01030
OG0000213	VQY17_RS00985	MHL_RS01035
OG0000214	VQY17_RS00990	MHL_RS01040
OG0000215	VQY17_RS00995	MHL_RS01045
OG0000216	VQY17_RS01000	MHL_RS01050
OG0000217	VQY17_RS01005	MHL_RS01055
OG0000218	VQY17_RS01015	MHL_RS01065
OG0000219	VQY17_RS01020	MHL_RS01070
OG0000220	VQY17_RS01025	MHL_RS01075
OG0000221	VQY17_RS01030	MHL_RS01080
OG0000222	VQY17_RS01035	MHL_RS01085
OG0000223	VQY17_RS01040	MHL_RS01090
OG0000224	VQY17_RS01050	MHL_RS01100
OG0000225	VQY17_RS01060	MHL_RS01110
OG0000226	VQY17_RS01065	MHL_RS01115
OG0000227	VQY17_RS01070	MHL_RS01120
OG0000228	VQY17_RS01075	MHL_RS04215
OG0000229	VQY17_RS01080	MHL_RS01130
OG0000230	VQY17_RS01085	MHL_RS01135
OG0000231	VQY17_RS01095	MHL_RS01145
OG0000232	VQY17_RS01105	MHL_RS01155
OG0000233	VQY17_RS01125	MHL_RS01175
OG0000234	VQY17_RS01165	MHL_RS01210
OG0000235	VQY17_RS01175	MHL_RS01220
OG0000236	VQY17_RS01180	MHL_RS01225
OG0000237	VQY17_RS01185	MHL_RS01230
OG0000238	VQY17_RS01190	MHL_RS01240
OG0000239	VQY17_RS02930	MHL_RS02990
OG0000240	VQY17_RS02935	MHL_RS02995
OG0000241	VQY17_RS02945	MHL_RS03005
OG0000242	VQY17_RS02950	MHL_RS03010
OG0000243	VQY17_RS02955	MHL_RS03015
OG0000244	VQY17_RS02965	MHL_RS03025
OG0000245	VQY17_RS02970	MHL_RS03035
OG0000246	VQY17_RS00140	MHL_RS00145
OG0000247	VQY17_RS00150	MHL_RS00155
OG0000248	VQY17_RS00160	MHL_RS00165
OG0000249	VQY17_RS00165	MHL_RS00170
OG0000250	VQY17_RS00180	MHL_RS00185
OG0000251	VQY17_RS00210	MHL_RS00210
OG0000252	VQY17_RS00220	MHL_RS00220
OG0000253	VQY17_RS00225	MHL_RS00225
OG0000254	VQY17_RS00235	MHL_RS00235
OG0000255	VQY17_RS00245	MHL_RS00245
OG0000256	VQY17_RS00250	MHL_RS00250
OG0000257	VQY17_RS00275	MHL_RS00275
OG0000258	VQY17_RS00285	MHL_RS00285
OG0000259	VQY17_RS00315	MHL_RS00315
OG0000260	VQY17_RS00325	MHL_RS00325
OG0000261	VQY17_RS00335	MHL_RS00335
OG0000262	VQY17_RS00350	MHL_RS00350
OG0000263	VQY17_RS00365	MHL_RS00370
OG0000264	VQY17_RS00380	MHL_RS00380
OG0000265	VQY17_RS00390	MHL_RS00390
OG0000266	VQY17_RS00405	MHL_RS00405
OG0000267	VQY17_RS00420	MHL_RS00420
OG0000268	VQY17_RS00425	MHL_RS00425
OG0000269	VQY17_RS00440	MHL_RS00440
OG0000270	VQY17_RS03495	MHL_RS03490
OG0000271	VQY17_RS03490	MHL_RS03485
OG0000272	VQY17_RS03485	MHL_RS03480
OG0000273	VQY17_RS03480	MHL_RS03475
OG0000274	VQY17_RS03460	MHL_RS03455
OG0000275	VQY17_RS03455	MHL_RS03450
OG0000276	VQY17_RS03450	MHL_RS03445
OG0000277	VQY17_RS03435	MHL_RS03435
OG0000278	VQY17_RS03430	MHL_RS03430
OG0000279	VQY17_RS03420	MHL_RS03420
OG0000280	VQY17_RS03415	MHL_RS03415
OG0000281	VQY17_RS03410	MHL_RS03760
OG0000282	VQY17_RS03380	MHL_RS03390
OG0000283	VQY17_RS03375	MHL_RS03385
OG0000284	VQY17_RS03370	MHL_RS03380
OG0000285	VQY17_RS03365	MHL_RS03375
OG0000286	VQY17_RS02420	MHL_RS02485
OG0000287	VQY17_RS02510	MHL_RS02575
OG0000288	VQY17_RS02520	MHL_RS02585
OG0000289	VQY17_RS02525	MHL_RS02590
OG0000290	VQY17_RS02635	MHL_RS02700
OG0000291	VQY17_RS02625	MHL_RS02690
OG0000292	VQY17_RS02620	MHL_RS02685
OG0000293	VQY17_RS02615	MHL_RS02680
OG0000294	VQY17_RS02605	MHL_RS02670
OG0000295	VQY17_RS02600	MHL_RS02665
OG0000296	VQY17_RS02560	MHL_RS02625
OG0000297	VQY17_RS02555	MHL_RS02620
OG0000298	VQY17_RS00175	MHL_RS00180
OG0000299	VQY17_RS00195	MHL_RS03650
OG0000300	VQY17_RS00375	MHL_RS00375
OG0000301	VQY17_RS00410	MHL_RS00410
OG0000302	VQY17_RS00415	MHL_RS00415
OG0000303	VQY17_RS00560	MHL_RS00560
OG0000304	VQY17_RS01110	MHL_RS01160
OG0000305	VQY17_RS02860	MHL_RS02925
OG0000306	VQY17_RS02785	MHL_RS02850
OG0000307	VQY17_RS02745	MHL_RS02815
OG0000308	VQY17_RS02655	MHL_RS02720
OG0000309	VQY17_RS02590	MHL_RS02655
OG0000310	VQY17_RS02515	MHL_RS02580
OG0000311	VQY17_RS02480	MHL_RS02545
OG0000312	VQY17_RS02465	MHL_RS02530
OG0000313	VQY17_RS01630	MHL_RS01680
OG0000314	VQY17_RS02030	MHL_RS02030
OG0000315	VQY17_RS02060	MHL_RS02060
OG0000316	VQY17_RS02070	MHL_RS02070
OG0000317	VQY17_RS02170	MHL_RS02160
OG0000318	VQY17_RS02075	MHL_RS02075
OG0000319	VQY17_RS02235	MHL_RS02290
OG0000320	VQY17_RS02365	MHL_RS02425
OG0000321	VQY17_RS01350	MHL_RS01415
OG0000322	VQY17_RS01400	MHL_RS01460
OG0000323	VQY17_RS01530	MHL_RS01590
OG0000324	VQY17_RS02275	MHL_RS02335
OG0000325	VQY17_RS00700	MHL_RS00790
OG0000326	VQY17_RS00800	MHL_RS00880
OG0000327	VQY17_RS00805	MHL_RS00885
OG0000328	VQY17_RS00890	MHL_RS00970
OG0000329	VQY17_RS00915	MHL_RS00990
OG0000330	VQY17_RS01135	MHL_RS01185
OG0000331	VQY17_RS02960	MHL_RS03020
OG0000332	VQY17_RS03100	MHL_RS03120
OG0000333	VQY17_RS03110	MHL_RS03130
OG0000334	VQY17_RS03215	MHL_RS03230
OG0000335	VQY17_RS03225	MHL_RS03240
OG0000336	VQY17_RS03400	MHL_RS03405
OG0000337	VQY17_RS03575	MHL_RS03570
OG0000338	VQY17_RS03615	MHL_RS03610
OG0000339	VQY17_RS02340	MHL_RS02400
OG0000340	VQY17_RS01330	MHL_RS01395
OG0000341	VQY17_RS02295	MHL_RS02355
OG0000342	VQY17_RS00730	MHL_RS00820
OG0000343	VQY17_RS03120	MHL_RS03140
OG0000344	VQY17_RS00575	MHL_RS00580
OG0000345	VQY17_RS01055	MHL_RS01105
OG0000346	VQY17_RS03405	MHL_RS03410
OG0000347	VQY17_RS01425	MHL_RS01485
OG0000348	VQY17_RS00810	MHL_RS00890
OG0000349	VQY17_RS03470	MHL_RS03640
OG0000350	VQY17_RS02735	MHL_RS02805
OG0000351	VQY17_RS00495	MHL_RS00505
OG0000352	VQY17_RS02010	MHL_RS02010
OG0000353	VQY17_RS01390	MHL_RS01455
OG0000354	VQY17_RS00635	MHL_RS00725
OG0000355	VQY17_RS01985	MHL_RS01980
OG0000356	VQY17_RS02065	MHL_RS02065
OG0000357	VQY17_RS03080	MHL_RS03100
OG0000358	VQY17_RS03085	MHL_RS03105
OG0000359	VQY17_RS00780	MHL_RS00860
OG0000360	VQY17_RS00280	MHL_RS00280
OG0000361	VQY17_RS00310	MHL_RS00310
OG0000362	VQY17_RS02535	MHL_RS02600
OG0000363	VQY17_RS01465	MHL_RS03985
OG0000364	VQY17_RS01955	MHL_RS04025
OG0000364	VQY17_RS01960	MHL_RS01955
OG0000365	VQY17_RS02110	MHL_RS02105
OG0000366	VQY17_RS02140	MHL_RS02130
OG0000367	VQY17_RS02150	MHL_RS02140
OG0000368	VQY17_RS00060	MHL_RS00065
OG0000369	VQY17_RS00025	MHL_RS00030
OG0000370	VQY17_RS00020	MHL_RS00025
OG0000371	VQY17_RS00015	MHL_RS00020
OG0000372	VQY17_RS00010	MHL_RS00015
OG0000373	VQY17_RS03605	MHL_RS03605
OG0000374	VQY17_RS03595	MHL_RS03590
OG0000375	VQY17_RS02230	MHL_RS02285
OG0000376	VQY17_RS02380	MHL_RS02440
OG0000377	VQY17_RS02370	MHL_RS02430
OG0000378	VQY17_RS01310	MHL_RS01375
OG0000379	VQY17_RS01385	MHL_RS01450
OG0000380	VQY17_RS01415	MHL_RS01475
OG0000382	VQY17_RS01485	MHL_RS01545
OG0000383	VQY17_RS01525	MHL_RS01585
OG0000384	VQY17_RS00515	MHL_RS00520
OG0000386	VQY17_RS00540	MHL_RS00540
OG0000387	VQY17_RS00565	MHL_RS00565
OG0000388	VQY17_RS00570	MHL_RS00570
OG0000389	VQY17_RS00615	MHL_RS00705
OG0000390	VQY17_RS02880	MHL_RS02945
OG0000391	VQY17_RS02870	MHL_RS02935
OG0000392	VQY17_RS02845	MHL_RS02910
OG0000393	VQY17_RS02790	MHL_RS02855
OG0000394	VQY17_RS02715	MHL_RS02780
OG0000395	VQY17_RS02710	MHL_RS02775
OG0000396	VQY17_RS02425	MHL_RS02490
OG0000397	VQY17_RS01995	MHL_RS01995
OG0000398	VQY17_RS02000	MHL_RS02000
OG0000399	VQY17_RS02045	MHL_RS02045
OG0000400	VQY17_RS03045	MHL_RS03065
OG0000401	VQY17_RS03105	MHL_RS03125
OG0000402	VQY17_RS03115	MHL_RS03135
OG0000403	VQY17_RS03125	MHL_RS03145
OG0000404	VQY17_RS03150	MHL_RS03175
OG0000405	VQY17_RS03165	MHL_RS03190
OG0000406	VQY17_RS03230	MHL_RS03245
OG0000407	VQY17_RS03235	MHL_RS03250
OG0000408	VQY17_RS03240	MHL_RS03255
OG0000409	VQY17_RS03245	MHL_RS03260
OG0000410	VQY17_RS03310	MHL_RS03315
OG0000411	VQY17_RS03300	MHL_RS03305
OG0000412	VQY17_RS03295	MHL_RS03300
OG0000413	VQY17_RS01540	MHL_RS01600
OG0000414	VQY17_RS01550	MHL_RS01610
OG0000415	VQY17_RS01555	MHL_RS01615
OG0000416	VQY17_RS01565	MHL_RS01625
OG0000417	VQY17_RS02290	MHL_RS02350
OG0000418	VQY17_RS02285	MHL_RS02345
OG0000419	VQY17_RS00710	MHL_RS00800
OG0000420	VQY17_RS00745	MHL_RS00835
OG0000421	VQY17_RS00785	MHL_RS00865
OG0000422	VQY17_RS00795	MHL_RS00875
OG0000423	VQY17_RS00850	MHL_RS00930
OG0000424	VQY17_RS00855	MHL_RS00935
OG0000425	VQY17_RS00865	MHL_RS00945
OG0000426	VQY17_RS00870	MHL_RS00950
OG0000427	VQY17_RS00900	MHL_RS00975
OG0000428	VQY17_RS00925	MHL_RS01000
OG0000429	VQY17_RS01045	MHL_RS01095
OG0000430	VQY17_RS01090	MHL_RS01140
OG0000431	VQY17_RS01100	MHL_RS01150
OG0000432	VQY17_RS01130	MHL_RS01180
OG0000433	VQY17_RS01145	MHL_RS01195
OG0000434	VQY17_RS01150	MHL_RS01200
OG0000435	VQY17_RS01170	MHL_RS01215
OG0000436	VQY17_RS01195	MHL_RS01245
OG0000438	VQY17_RS01210	MHL_RS03965
OG0000439	VQY17_RS01215	MHL_RS01265
OG0000440	VQY17_RS02940	MHL_RS03000
OG0000441	VQY17_RS02975	MHL_RS03040
OG0000442	VQY17_RS00145	MHL_RS00150
OG0000443	VQY17_RS00190	MHL_RS00195
OG0000444	VQY17_RS00205	MHL_RS00205
OG0000445	VQY17_RS00230	MHL_RS00230
OG0000446	VQY17_RS00260	MHL_RS00260
OG0000447	VQY17_RS00265	MHL_RS00265
OG0000448	VQY17_RS00295	MHL_RS00295
OG0000449	VQY17_RS00320	MHL_RS00320
OG0000450	VQY17_RS00330	MHL_RS00330
OG0000452	VQY17_RS00395	MHL_RS00395
OG0000453	VQY17_RS00430	MHL_RS00430
OG0000455	VQY17_RS03515	MHL_RS03510
OG0000456	VQY17_RS03390	MHL_RS03395
OG0000458	VQY17_RS02505	MHL_RS02570
OG0000459	VQY17_RS02530	MHL_RS02595
OG0000460	VQY17_RS02540	MHL_RS02605
OG0000461	VQY17_RS02585	MHL_RS02650
OG0000462	VQY17_RS02580	MHL_RS02645
OG0000463	VQY17_RS02575	MHL_RS02640
OG0000464	VQY17_RS02570	MHL_RS02635
OG0000465	VQY17_RS02565	MHL_RS02630
OG0000466	VQY17_RS00400	MHL_RS00400
OG0000467	VQY17_RS02665	MHL_RS02730
OG0000468	VQY17_RS02040	MHL_RS02040
OG0000469	VQY17_RS02100	MHL_RS02100
OG0000470	VQY17_RS00845	MHL_RS03825
OG0000471	VQY17_RS00930	MHL_RS01005
OG0000472	VQY17_RS03320	MHL_RS03325
OG0000473	VQY17_RS03500	MHL_RS03495
OG0000474	VQY17_RS03505	MHL_RS03500
OG0000475	VQY17_RS03510	MHL_RS03505
OG0000476	VQY17_RS01575	MHL_RS01635
OG0000477	VQY17_RS02610	MHL_RS02675
OG0000478	VQY17_RS03445	MHL_RS03440
OG0000479	VQY17_RS01345	MHL_RS01410
OG0000480	VQY17_RS02105	MHL_RS03850
OG0000481	VQY17_RS00820	MHL_RS00900
OG0000482	VQY17_RS01235	MHL_RS01295
OG0000483	VQY17_RS02155	MHL_RS02145
OG0000484	VQY17_RS00200	MHL_RS00200
OG0000485	VQY17_RS01205	MHL_RS01250
OG0000486	VQY17_RS02310	MHL_RS02370
OG0000487	VQY17_RS02080	MHL_RS02080
OG0000488	VQY17_RS02120	MHL_RS02115
OG0000489	VQY17_RS00050	MHL_RS00055
OG0000491	VQY17_RS01365	MHL_RS01430
OG0000492	VQY17_RS01445	MHL_RS01505
OG0000494	VQY17_RS00640	MHL_RS00730
OG0000495	VQY17_RS02815	MHL_RS02880
OG0000496	VQY17_RS02805	MHL_RS04090
OG0000497	VQY17_RS02800	MHL_RS02865
OG0000498	VQY17_RS02720	MHL_RS02785
OG0000499	VQY17_RS02685	MHL_RS02750
OG0000500	VQY17_RS02005	MHL_RS02005
OG0000501	VQY17_RS03055	MHL_RS03075
OG0000502	VQY17_RS01225	MHL_RS01285
OG0000503	VQY17_RS00760	MHL_RS00845
OG0000504	VQY17_RS00905	MHL_RS00980
OG0000505	VQY17_RS00965	MHL_RS01015
OG0000506	VQY17_RS00975	MHL_RS01025
OG0000507	VQY17_RS01010	MHL_RS01060
OG0000508	VQY17_RS00255	MHL_RS00255
OG0000509	VQY17_RS00290	MHL_RS00290
OG0000510	VQY17_RS00305	MHL_RS00300
OG0000511	VQY17_RS00435	MHL_RS00435
OG0000512	VQY17_RS02545	MHL_RS02610
OG0000513	VQY17_RS03425	MHL_RS03425
OG0000514	VQY17_RS02840	MHL_RS02905
OG0000515	VQY17_RS01590	MHL_RS01925
OG0000516	VQY17_RS02085	MHL_RS02085
OG0000517	VQY17_RS00065	MHL_RS00070
OG0000518	VQY17_RS03095	MHL_RS03115
OG0000519	VQY17_RS00790	MHL_RS00870
OG0000520	VQY17_RS00920	MHL_RS00995
OG0000521	VQY17_RS00270	MHL_RS00270
OG0000523	VQY17_RS03360	MHL_RS03365
OG0000524	VQY17_RS02660	MHL_RS02725
OG0000525	VQY17_RS03325	MHL_RS03330
OG0000526	VQY17_RS01905	MHL_RS04020
OG0000527	VQY17_RS01825	MHL_RS01840
OG0000528	VQY17_RS02090	MHL_RS02090
OG0000529	VQY17_RS02245	MHL_RS02300
OG0000530	VQY17_RS02350	MHL_RS02410
OG0000531	VQY17_RS01420	MHL_RS01480
OG0000532	VQY17_RS01660	MHL_RS01715
OG0000533	VQY17_RS00600	MHL_RS03945, MHL_RS03940
OG0000534	VQY17_RS00385	MHL_RS00385
OG0000535	VQY17_RS00045	MHL_RS00050
OG0000536	VQY17_RS03545	MHL_RS03540
OG0000537	VQY17_RS00725	MHL_RS00815
OG0000538	VQY17_RS01160	MHL_RS01205
OG0000539	VQY17_RS00215	MHL_RS00215
OG0000540	VQY17_RS02630	MHL_RS02695
OG0000541	VQY17_RS02700	MHL_RS02765
OG0000542	VQY17_RS00355	MHL_RS00355
OG0000543	VQY17_RS01675, VQY17_RS01600	MHL_RS01650
OG0000544	VQY17_RS01275	MHL_RS01335
